dee597015a49bab1fbac627503341c63c5285afe8f3ff80a949335467cb65a77,ab4fde7956d60a6fbb7ec2e8bdb1a9c084467c0e313908baca0215a435d01da7,782a4c08e0d48a17d2d2ebfa4e30b6d396ee61b0e00496d0cd5fbf40b46edc17,7b45ea62e1fc83de2bedd788a7b7e8b896e2127065c80a90fa291a05df057d34,bcd9aa22082f08b7bb298d053793534a2eb481ee4c746525c6f4402d2f68340e,d2f56befe2940946e4d1baf0aa2faf3e781222341c318efe45c80a8a46b88817
"2816","2","1551","-722","5","-722"
"2816","2","1561","-722","5","-722"
"2816","2","1571","-685","5","-722"
"2816","2","1581","-648","5","-685"
"2816","2","1591","-611","5","-648"
"2816","2","1601","-574","5","-611"
"2816","2","1611","-574","5","-574"
"2816","2","1621","-537","5","-574"
"2816","2","1631","-500","5","-537"
"2816","2","1641","-500","5","-500"
"2816","2","1651","-500","5","-500"
"2816","2","1661","-500","5","-500"
"2816","2","1671","-436","5","-500"
"2816","2","1681","-1115","6","-1230"
"2816","2","1691","-1035","6","-1115"
"2816","2","1701","-955","6","-1035"
"2816","2","1711","-875","6","-955"
"2816","2","1721","-795","6","-875"
"2816","2","1731","-715","6","-795"
"2816","2","1741","-715","6","-715"
"2816","2","1751","-635","6","-715"
"2816","2","1761","-635","6","-635"
"2816","2","1771","-635","6","-635"
"2816","2","1781","-635","6","-635"
"2816","2","1782","-635","6","-635"
"2816","2","1791","-555","6","-635"
"2816","2","1801","-440","6","-555"
"2816","2","1811","-1225","7","-1225"
"2816","2","1821","-1135","7","-1225"
"2816","2","1831","-1080","7","-1135"
"2816","2","1841","-1025","7","-1080"
"2816","2","1851","-970","7","-1025"
"2816","2","1861","-915","7","-970"
"2816","2","1871","-860","7","-915"
"2816","2","1881","-860","7","-860"
"2816","2","1891","-805","7","-860"
"2816","2","1901","-750","7","-805"
"2816","2","1911","-695","7","-750"
"2816","2","1921","-695","7","-695"
"2816","2","1931","-640","7","-695"
"2816","2","1941","-640","7","-640"
"2816","2","1951","-585","7","-640"
"2816","2","1961","-530","7","-585"
"2816","2","1971","-440","7","-530"
"2816","2","1981","-440","7","-440"
"2816","1","1991","-1380","8","-1480"
"2816","1","2001","-1380","8","-1380"
"2816","1","2011","-1325","8","-1380"
"2816","1","2021","-1270","8","-1325"
"2816","1","2031","-1270","8","-1270"
"2816","1","2041","-1215","8","-1270"
"2816","1","2051","-1215","8","-1215"
"2816","1","2061","-1160","8","-1215"
"2816","1","2071","-1105","8","-1160"
"2816","1","2081","-1050","8","-1105"
"2816","1","2091","-995","8","-1050"
"2816","1","2101","-995","8","-995"
"2816","1","2111","-940","8","-995"
"2816","1","2121","-885","8","-940"
"2816","1","2131","-885","8","-885"
"2816","1","2141","-830","8","-885"
"2816","1","2151","-775","8","-830"
"2816","1","2161","-720","8","-775"
"2816","1","2171","-720","8","-720"
"2816","1","2181","-665","8","-720"
"2816","1","2191","-610","8","-665"
"2816","1","2201","-610","8","-610"
"2816","1","2211","-555","8","-610"
"2816","1","2221","-500","8","-555"
"2816","1","2231","-445","8","-500"
"2816","1","2241","-390","8","-445"
"2816","1","2251","-335","8","-390"
"2816","1","2261","-280","8","-335"
"2816","1","2271","-280","8","-280"
"2816","1","2281","-230","8","-280"
"2816","2","2291","-1192","9","-1240"
"2816","2","2301","-1148","9","-1192"
"2816","2","2311","-1105","9","-1148"
"2816","2","2321","-1105","9","-1105"
"2816","2","2331","-1062","9","-1105"
"2816","2","2341","-1019","9","-1062"
"2816","2","2351","-976","9","-1019"
"2816","2","2361","-976","9","-976"
"2816","2","2371","-976","9","-976"
"2816","2","2381","-976","9","-976"
"2816","2","2391","-934","9","-976"
"2816","2","2401","-892","9","-934"
"2816","2","2411","-892","9","-892"
"2816","2","2421","-892","9","-892"
"2816","2","2431","-850","9","-892"
"2816","2","2441","-808","9","-850"
"2816","2","2451","-766","9","-808"
"2816","2","2461","-766","9","-766"
"2816","2","2471","-766","9","-766"
"2816","2","2481","-766","9","-766"
"2816","2","2491","-766","9","-766"
"2816","2","2501","-724","9","-766"
"2816","2","2511","-682","9","-724"
"2816","2","2521","-682","9","-682"
"2816","2","2531","-682","9","-682"
"2816","2","2541","-640","9","-682"
"2816","2","2551","-598","9","-640"
"2816","2","2561","-556","9","-598"
"2816","2","2571","-514","9","-556"
"2816","2","2581","-472","9","-514"
"2816","2","2591","-430","9","-472"
"2816","1","2601","-1440","10","-1440"
"2816","1","2611","-1440","10","-1440"
"2816","1","2621","-1440","10","-1440"
"2816","1","2622","-1440","10","-1440"
"2816","1","2623","-1440","10","-1440"
"2816","1","2631","-1373","10","-1440"
"2816","1","2641","-1308","10","-1373"
"2816","1","2651","-1244","10","-1308"
"2816","1","2661","-1181","10","-1244"
"2816","1","2671","-1118","10","-1181"
"2816","1","2681","-1055","10","-1118"
"2816","1","2691","-992","10","-1055"
"2816","1","2701","-992","10","-992"
"2816","1","2711","-929","10","-992"
"2816","1","2721","-866","10","-929"
"2816","1","2731","-803","10","-866"
"2816","1","2741","-740","10","-803"
"2816","1","2751","-677","10","-740"
"2816","1","2761","-614","10","-677"
"2816","1","2771","-551","10","-614"
"2816","1","2781","-551","10","-551"
"2816","1","2791","-551","10","-551"
"2816","1","2801","-551","10","-551"
"2816","1","2811","-551","10","-551"
"2816","1","2821","-551","10","-551"
"2816","1","2831","-551","10","-551"
"2816","1","2841","-551","10","-551"
"2816","1","2851","-488","10","-551"
"2816","1","2861","-425","10","-488"
"2816","1","2871","-361","10","-425"
"2816","1","2881","-296","10","-361"
"2816","1","2891","-230","10","-296"
"2816","2","2901","-1240","11","-1240"
"2816","2","2911","-1203","11","-1240"
"2816","2","2921","-1168","11","-1203"
"2816","2","2931","-1133","11","-1168"
"2816","2","2941","-1098","11","-1133"
"2816","2","2951","-1063","11","-1098"
"2816","2","2961","-1028","11","-1063"
"2816","2","2971","-993","11","-1028"
"2816","2","2981","-958","11","-993"
"2816","2","2991","-923","11","-958"
"2816","2","3001","-888","11","-923"
"2816","2","3011","-888","11","-888"
"2816","2","3021","-853","11","-888"
"2816","2","3031","-853","11","-853"
"2816","2","3041","-818","11","-853"
"2816","2","3051","-783","11","-818"
"2816","2","3061","-748","11","-783"
"2816","2","3071","-713","11","-748"
"2816","2","3081","-678","11","-713"
"2816","2","3091","-643","11","-678"
"2816","2","3101","-608","11","-643"
"2816","2","3111","-608","11","-608"
"2816","2","3121","-573","11","-608"
"2816","2","3131","-573","11","-573"
"2816","2","3141","-573","11","-573"
"2816","2","3151","-573","11","-573"
"2816","2","3161","-538","11","-573"
"2816","2","3171","-538","11","-538"
"2816","2","3181","-503","11","-538"
"2816","2","3191","-468","11","-503"
"2816","2","3201","-430","11","-468"
"2816","2","3211","-1240","12","-1240"
"2816","2","3221","-1240","12","-1240"
"2816","2","3231","-1240","12","-1240"
"2816","2","3241","-1194","12","-1240"
"2816","2","3251","-1150","12","-1194"
"2816","2","3261","-1108","12","-1150"
"2816","2","3271","-1066","12","-1108"
"2816","2","3281","-1024","12","-1066"
"2816","2","3291","-982","12","-1024"
"2816","2","3301","-940","12","-982"
"2816","2","3311","-898","12","-940"
"2816","2","3321","-898","12","-898"
"2816","2","3331","-856","12","-898"
"2816","2","3341","-814","12","-856"
"2816","2","3351","-772","12","-814"
"2816","2","3361","-730","12","-772"
"2816","2","3371","-688","12","-730"
"2816","2","3381","-688","12","-688"
"2816","2","3391","-688","12","-688"
"2816","2","3401","-646","12","-688"
"2816","2","3411","-604","12","-646"
"2816","2","3421","-562","12","-604"
"2816","2","3431","-562","12","-562"
"2816","2","3441","-562","12","-562"
"2816","2","3451","-519","12","-562"
"2816","2","3461","-519","12","-519"
"2816","2","3471","-519","12","-519"
"2816","2","3481","-475","12","-519"
"2816","2","3491","-475","12","-475"
"2816","2","3501","-475","12","-475"
"2816","2","3511","-430","12","-475"
"2816","2","3521","-1190","13","-1240"
"2816","2","3531","-1190","13","-1190"
"2816","2","3541","-1190","13","-1190"
"2816","2","3551","-1190","13","-1190"
"2816","2","3561","-1190","13","-1190"
"2816","2","3571","-1190","13","-1190"
"2816","2","3581","-1190","13","-1190"
"2816","2","3591","-1141","13","-1190"
"2816","2","3601","-1094","13","-1141"
"2816","2","3611","-1047","13","-1094"
"2816","2","3621","-1000","13","-1047"
"2816","2","3631","-953","13","-1000"
"2816","2","3641","-906","13","-953"
"2816","2","3651","-859","13","-906"
"2816","2","3661","-812","13","-859"
"2816","2","3671","-765","13","-812"
"2816","2","3681","-718","13","-765"
"2816","2","3691","-718","13","-718"
"2816","2","3701","-718","13","-718"
"2816","2","3711","-671","13","-718"
"2816","2","3721","-624","13","-671"
"2816","2","3731","-577","13","-624"
"2816","2","3741","-577","13","-577"
"2816","2","3751","-577","13","-577"
"2816","2","3761","-529","13","-577"
"2816","2","3771","-480","13","-529"
"2816","2","3781","-430","13","-480"
"2816","2","3791","-430","13","-430"
"2816","1","3801","-1440","14","-1440"
"2816","1","3811","-1440","14","-1440"
"2816","1","3821","-1440","14","-1440"
"2816","1","3831","-1362","14","-1440"
"2816","1","3841","-1285","14","-1362"
"2816","1","3851","-1209","14","-1285"
"2816","1","3861","-1209","14","-1209"
"2816","1","3871","-1134","14","-1209"
"2816","1","3881","-1059","14","-1134"
"2816","1","3891","-1059","14","-1059"
"2816","1","3901","-984","14","-1059"
"2816","1","3911","-984","14","-984"
"2816","1","3921","-984","14","-984"
"2816","1","3931","-984","14","-984"
"2816","1","3941","-984","14","-984"
"2816","1","3951","-984","14","-984"
"2816","1","3961","-984","14","-984"
"2816","1","3971","-984","14","-984"
"2816","1","3981","-909","14","-984"
"2816","1","3991","-834","14","-909"
"2816","1","4001","-759","14","-834"
"2816","1","4011","-684","14","-759"
"2816","1","4021","-684","14","-684"
"2816","1","4031","-684","14","-684"
"2816","1","4041","-609","14","-684"
"2816","1","4051","-534","14","-609"
"2816","1","4061","-459","14","-534"
"2816","1","4071","-384","14","-459"
"2816","1","4081","-308","14","-384"
"2816","1","4091","-230","14","-308"
"2816","1","4092","-200","1","-200"
