2222d257034fc34f6dbca228daf3b4f60009261190ef6c65e99f926c916adc36,0b37126e7d14fd25229d2e7b811f3d4d46991d5dc676f53c7d37e31e33be2b4e,b3e9b716dbdc98417a206b65c220e7592ebf881a852eefe93ea99113ef81d127,4393804fee4af235e2350f42a969ccd5d1ff742f19e4abde4a91bd56e0189b0a,bc3843ac0a56f0763e345f088a0ef7aeffc08e920eababfb4efbd697d0a1772e,156b10ae7afe3b45d328db2e477f47952e505d86b5355bfa621bc6de318b2561,d478557e4908f00a2bf8bde8f7a8c1ad0311438a49a2218b3e55d8ebc12a9883,711429c48f7cd97e9004afa47f9cc78e581f111c11a1fd001c5a634d849911e0,1daf38eada544785e70d68c841ee211ed879b78111a5eb4b9216d14bafd392d3,9c1e3b85ec51301ba444d0f2228cea9e53d48c2deb7ad6459f5ff177647eee5a,a7dc477ea82835bcf847ea9add78d0fc4401b55fdba5e8eb781046dc7e66cf35,4e87844b6819a60be49f2c8e1cb3ab98e65079972eb1062c7866f99f9e97c820,ebb9daa3c18ed3a51e70f3e251b71f80350aef09f6180b9c686528f2c9403609,2272ddb8353f85fb0937e263f5ac9faa00e82a68d3ef7fa852974a0cef3f1cf5,c700a20f2921ad05ac57c2f0a3c5946ef3d7bd2e9525774862d79e4a2c24922e
"92412130","0","0","94002","1","101621","bgm_MC170","-30","-210","0","210","bgm_MC170","1","0","101621"
"92412140","0","0","94002","1","101621","bgm_MC170","-30","-210","0","210","bgm_MC170","1","0","101621"
"92412210","0","0","94002","1.45","101621","bgm_MC170","-30","-90","0","140","bgm_MC170","2","0","101621"
"92412220","0","0","94002","1.45","101621","bgm_MC170","-30","-90","0","140","bgm_MC170","2","0","101621"
"92412230","0","0","94002","1.45","101621","bgm_MC170","-30","-90","0","140","bgm_MC170","2","0","101621"
"92412240","0","0","94002","1.45","101621","bgm_MC170","-30","-90","0","140","bgm_MC170","2","0","101621"
"92412310","0","0","94002","1.1","101621","bgm_MC170","-30","-30","0","180","bgm_MC170","3","0","101621"
"92412320","0","0","94002","1.1","101621","bgm_MC170","-30","-30","0","180","bgm_MC170","3","0","101621"
"92412330","0","0","94002","1.1","101621","bgm_MC170","-30","-30","0","180","bgm_MC170","3","0","101621"
"92412340","0","0","94002","1.1","101621","bgm_MC170","-30","-30","0","180","bgm_MC170","3","0","101621"
"92414110","0","0","94002","1.4","101822","bgm_MC170","-30","-60","0","60","bgm_MC170","1","0","101822"
"92414120","0","0","94002","1.4","101822","bgm_MC170","-30","-60","0","60","bgm_MC170","1","0","101822"
"92414130","0","0","94002","1.4","101822","bgm_MC170","-30","-60","0","60","bgm_MC170","1","0","101822"
"92414140","0","0","94002","1.4","101822","bgm_MC170","-30","-60","0","60","bgm_MC170","1","0","101822"
"92414210","0","0","94002","1","101822","bgm_MC170","-30","-330","0","150","bgm_MC170","2","0","101822"
"92414220","0","0","94002","1","101822","bgm_MC170","-30","-330","0","150","bgm_MC170","2","0","101822"
"92414230","0","0","94002","1","101822","bgm_MC170","-30","-330","0","150","bgm_MC170","2","0","101822"
"92414240","0","0","94002","1","101822","bgm_MC170","-30","-330","0","150","bgm_MC170","2","0","101822"
"92414310","0","0","94002","1.2","101822","bgm_MC170","-30","0","0","100","bgm_MC170","3","0","101822"
"92414320","0","0","94002","1.2","101822","bgm_MC170","-30","0","0","100","bgm_MC170","3","0","101822"
"92414330","0","0","94002","1.2","101822","bgm_MC170","-30","0","0","100","bgm_MC170","3","0","101822"
"92414340","0","0","94002","1.2","101822","bgm_MC170","-30","0","0","100","bgm_MC170","3","0","101822"
"92415110","0","0","94002","2.4","101623","bgm_MC170","-30","0","0","30","bgm_MC170","1","0","101623"
"92415120","0","0","94002","2.4","101623","bgm_MC170","-30","0","0","30","bgm_MC170","1","0","101623"
"92415130","0","0","94002","2.4","101623","bgm_MC170","-30","0","0","30","bgm_MC170","1","0","101623"
"92415140","0","0","94002","2.4","101623","bgm_MC170","-30","0","0","30","bgm_MC170","1","0","101623"
"92415210","0","0","94002","1.1","101623","bgm_MC170","-30","-270","0","150","bgm_MC170","2","0","101623"
"92415220","0","0","94002","1.1","101623","bgm_MC170","-30","-270","0","150","bgm_MC170","2","0","101623"
"92415230","0","0","94002","1.1","101623","bgm_MC170","-30","-270","0","150","bgm_MC170","2","0","101623"
"92415240","0","0","94002","1.1","101623","bgm_MC170","-30","-270","0","150","bgm_MC170","2","0","101623"
"92415310","0","0","94002","1.2","101623","bgm_MC170","-30","-400","0","250","bgm_MC170","3","0","101623"
"92415320","0","0","94002","1.2","101623","bgm_MC170","-30","-400","0","250","bgm_MC170","3","0","101623"
"92415330","0","0","94002","1.2","101623","bgm_MC170","-30","-400","0","250","bgm_MC170","3","0","101623"
"92415340","0","0","94002","1.2","101623","bgm_MC170","-30","-400","0","250","bgm_MC170","3","0","101623"
"92416110","0","0","94002","1.3","103013","bgm_MC170","-30","-120","0","150","bgm_MC170","1","0","103013"
"92416120","0","0","94002","1.3","103013","bgm_MC170","-30","-120","0","150","bgm_MC170","1","0","103013"
"92416130","0","0","94002","1.3","103013","bgm_MC170","-30","-120","0","150","bgm_MC170","1","0","103013"
"92416140","0","0","94002","1.3","103013","bgm_MC170","-30","-120","0","150","bgm_MC170","1","0","103013"
"92416210","0","0","94002","1.5","103013","bgm_MC170","-30","-90","0","140","bgm_MC170","2","0","103013"
"92416220","0","0","94002","1.5","103013","bgm_MC170","-30","-90","0","140","bgm_MC170","2","0","103013"
"92416230","0","0","94002","1.5","103013","bgm_MC170","-30","-90","0","140","bgm_MC170","2","0","103013"
"92416240","0","0","94002","1.5","103013","bgm_MC170","-30","-90","0","140","bgm_MC170","2","0","103013"
"92416310","0","0","94002","1.25","103013","bgm_MC170","-30","-450","0","140","bgm_MC170","3","0","103013"
"92416320","0","0","94002","1.25","103013","bgm_MC170","-30","-450","0","140","bgm_MC170","3","0","103013"
"92416330","0","0","94002","1.25","103013","bgm_MC170","-30","-450","0","140","bgm_MC170","3","0","103013"
"92416340","0","0","94002","1.25","103013","bgm_MC170","-30","-450","0","140","bgm_MC170","3","0","103013"
"92417110","0","0","94002","0.95","101191","bgm_MC170","-30","-30","0","0","bgm_MC170","1","0","101191"
"92417120","0","0","94002","0.95","101191","bgm_MC170","-30","-30","0","0","bgm_MC170","1","0","101191"
"92417130","0","0","94002","0.95","101191","bgm_MC170","-30","-30","0","0","bgm_MC170","1","0","101191"
"92417140","0","0","94002","0.95","101191","bgm_MC170","-30","-30","0","0","bgm_MC170","1","0","101191"
"92417210","0","0","94002","1.6","101191","bgm_MC170","-30","-60","0","140","bgm_MC170","2","0","101191"
"92417220","0","0","94002","1.6","101191","bgm_MC170","-30","-60","0","140","bgm_MC170","2","0","101191"
"92417230","0","0","94002","1.6","101191","bgm_MC170","-30","-60","0","140","bgm_MC170","2","0","101191"
"92417240","0","0","94002","1.6","101191","bgm_MC170","-30","-60","0","140","bgm_MC170","2","0","101191"
"92417310","0","0","94002","1.35","101191","bgm_MC170","-30","-60","0","80","bgm_MC170","3","0","101191"
"92417320","0","0","94002","1.35","101191","bgm_MC170","-30","-60","0","80","bgm_MC170","3","0","101191"
"92417330","0","0","94002","1.35","101191","bgm_MC170","-30","-60","0","80","bgm_MC170","3","0","101191"
"92417340","0","0","94002","1.35","101191","bgm_MC170","-30","-60","0","80","bgm_MC170","3","0","101191"
"92418110","0","0","94002","1.15","100198","bgm_MC170","-30","0","0","140","bgm_MC170","1","0","100198"
"92418120","0","0","94002","1.15","100198","bgm_MC170","-30","0","0","140","bgm_MC170","1","0","100198"
"92418130","0","0","94002","1.15","100198","bgm_MC170","-30","0","0","140","bgm_MC170","1","0","100198"
"92418140","0","0","94002","1.15","100198","bgm_MC170","-30","0","0","140","bgm_MC170","1","0","100198"
"92418210","0","0","94002","1.6","100198","bgm_MC170","-30","-60","0","140","bgm_MC170","2","0","100198"
"92418220","0","0","94002","1.6","100198","bgm_MC170","-30","-60","0","140","bgm_MC170","2","0","100198"
"92418230","0","0","94002","1.6","100198","bgm_MC170","-30","-60","0","140","bgm_MC170","2","0","100198"
"92418240","0","0","94002","1.6","100198","bgm_MC170","-30","-60","0","140","bgm_MC170","2","0","100198"
"92418310","0","0","94002","1.2","100198","bgm_MC170","-30","-60","0","50","bgm_MC170","3","0","100198"
"92418320","0","0","94002","1.2","100198","bgm_MC170","-30","-60","0","50","bgm_MC170","3","0","100198"
"92418330","0","0","94002","1.2","100198","bgm_MC170","-30","-60","0","50","bgm_MC170","3","0","100198"
"92418340","0","0","94002","1.2","100198","bgm_MC170","-30","-60","0","50","bgm_MC170","3","0","100198"
"92419110","0","0","94002","1.4","101623","bgm_MC170","-30","20","0","90","bgm_MC170","1","0","101623"
"92419120","0","0","94002","1.4","101623","bgm_MC170","-30","20","0","90","bgm_MC170","1","0","101623"
"92419130","0","0","94002","1.4","101623","bgm_MC170","-30","20","0","90","bgm_MC170","1","0","101623"
"92419140","0","0","94002","1.4","101623","bgm_MC170","-30","20","0","90","bgm_MC170","1","0","101623"
"92419210","0","0","94002","1.35","101623","bgm_MC170","-30","-100","0","180","bgm_MC170","2","0","101623"
"92419220","0","0","94002","1.35","101623","bgm_MC170","-30","-100","0","180","bgm_MC170","2","0","101623"
"92419230","0","0","94002","1.35","101623","bgm_MC170","-30","-100","0","180","bgm_MC170","2","0","101623"
"92419240","0","0","94002","1.35","101623","bgm_MC170","-30","-100","0","180","bgm_MC170","2","0","101623"
"92419310","0","0","94002","1.3","101623","bgm_MC170","-30","-20","0","50","bgm_MC170","3","0","101623"
"92419320","0","0","94002","1.3","101623","bgm_MC170","-30","-20","0","50","bgm_MC170","3","0","101623"
"92419330","0","0","94002","1.3","101623","bgm_MC170","-30","-20","0","50","bgm_MC170","3","0","101623"
"92419340","0","0","94002","1.3","101623","bgm_MC170","-30","-20","0","50","bgm_MC170","3","0","101623"
"92420110","0","0","94002","1.3","103013","bgm_MC170","-30","40","0","0","bgm_MC170","1","0","103013"
"92420120","0","0","94002","1.3","103013","bgm_MC170","-30","40","0","0","bgm_MC170","1","0","103013"
"92420130","0","0","94002","1.3","103013","bgm_MC170","-30","40","0","0","bgm_MC170","1","0","103013"
"92420140","0","0","94002","1.3","103013","bgm_MC170","-30","40","0","0","bgm_MC170","1","0","103013"
"92420210","0","0","94002","1.2","103013","bgm_MC170","-30","-20","0","30","bgm_MC170","2","0","103013"
"92420220","0","0","94002","1.2","103013","bgm_MC170","-30","-20","0","30","bgm_MC170","2","0","103013"
"92420230","0","0","94002","1.2","103013","bgm_MC170","-30","-20","0","30","bgm_MC170","2","0","103013"
"92420240","0","0","94002","1.2","103013","bgm_MC170","-30","-20","0","30","bgm_MC170","2","0","103013"
"92420310","0","0","94002","1.2","103013","bgm_MC170","-30","-20","0","50","bgm_MC170","3","0","103013"
"92420320","0","0","94002","1.2","103013","bgm_MC170","-30","-20","0","50","bgm_MC170","3","0","103013"
"92420330","0","0","94002","1.2","103013","bgm_MC170","-30","-20","0","50","bgm_MC170","3","0","103013"
"92420340","0","0","94002","1.2","103013","bgm_MC170","-30","-20","0","50","bgm_MC170","3","0","103013"
"92421110","0","0","94002","1.2","100198","bgm_MC170","-30","40","0","0","bgm_MC170","1","0","100198"
"92421120","0","0","94002","1.2","100198","bgm_MC170","-30","40","0","0","bgm_MC170","1","0","100198"
"92421130","0","0","94002","1.2","100198","bgm_MC170","-30","40","0","0","bgm_MC170","1","0","100198"
"92421140","0","0","94002","1.2","100198","bgm_MC170","-30","40","0","0","bgm_MC170","1","0","100198"
"92421210","0","0","94002","1","100198","bgm_MC170","-30","-20","0","70","bgm_MC170","2","0","100198"
"92421220","0","0","94002","1","100198","bgm_MC170","-30","-20","0","70","bgm_MC170","2","0","100198"
"92421230","0","0","94002","1","100198","bgm_MC170","-30","-20","0","70","bgm_MC170","2","0","100198"
"92421240","0","0","94002","1","100198","bgm_MC170","-30","-20","0","70","bgm_MC170","2","0","100198"
"92421310","0","0","94002","1.1","100198","bgm_MC170","-30","-40","0","50","bgm_MC170","3","0","100198"
"92421320","0","0","94002","1.1","100198","bgm_MC170","-30","-40","0","50","bgm_MC170","3","0","100198"
"92421330","0","0","94002","1.1","100198","bgm_MC170","-30","-40","0","50","bgm_MC170","3","0","100198"
"92421340","0","0","94002","1.1","100198","bgm_MC170","-30","-40","0","50","bgm_MC170","3","0","100198"
"92422110","0","0","94002","1.2","101822","bgm_MC170","-30","40","0","0","bgm_MC170","1","0","101822"
"92422120","0","0","94002","1.2","101822","bgm_MC170","-30","40","0","0","bgm_MC170","1","0","101822"
"92422130","0","0","94002","1.2","101822","bgm_MC170","-30","40","0","0","bgm_MC170","1","0","101822"
"92422140","0","0","94002","1.2","101822","bgm_MC170","-30","40","0","0","bgm_MC170","1","0","101822"
"92422210","0","0","94002","1","101822","bgm_MC170","-30","-20","0","70","bgm_MC170","2","0","101822"
"92422220","0","0","94002","1","101822","bgm_MC170","-30","-20","0","70","bgm_MC170","2","0","101822"
"92422230","0","0","94002","1","101822","bgm_MC170","-30","-20","0","70","bgm_MC170","2","0","101822"
"92422240","0","0","94002","1","101822","bgm_MC170","-30","-20","0","70","bgm_MC170","2","0","101822"
"92422310","0","0","94002","1.1","101822","bgm_MC170","-30","-40","0","50","bgm_MC170","3","0","101822"
"92422320","0","0","94002","1.1","101822","bgm_MC170","-30","-40","0","50","bgm_MC170","3","0","101822"
"92422330","0","0","94002","1.1","101822","bgm_MC170","-30","-40","0","50","bgm_MC170","3","0","101822"
"92422340","0","0","94002","1.1","101822","bgm_MC170","-30","-40","0","50","bgm_MC170","3","0","101822"
"92423110","0","0","94002","1.25","103013","bgm_MC170","-30","40","0","30","bgm_MC170","1","0","103013"
"92423120","0","0","94002","1.25","103013","bgm_MC170","-30","40","0","30","bgm_MC170","1","0","103013"
"92423130","0","0","94002","1.25","103013","bgm_MC170","-30","40","0","30","bgm_MC170","1","0","103013"
"92423140","0","0","94002","1.25","103013","bgm_MC170","-30","40","0","30","bgm_MC170","1","0","103013"
"92423210","0","0","94002","1.1","103013","bgm_MC170","-30","-20","0","70","bgm_MC170","2","0","103013"
"92423220","0","0","94002","1.1","103013","bgm_MC170","-30","-20","0","70","bgm_MC170","2","0","103013"
"92423230","0","0","94002","1.1","103013","bgm_MC170","-30","-20","0","70","bgm_MC170","2","0","103013"
"92423240","0","0","94002","1.1","103013","bgm_MC170","-30","-20","0","70","bgm_MC170","2","0","103013"
"92423310","0","0","94002","0.7","103013","bgm_MC170","-30","-450","0","200","bgm_MC170","3","0","103013"
"92423320","0","0","94002","0.7","103013","bgm_MC170","-30","-450","0","200","bgm_MC170","3","0","103013"
"92423330","0","0","94002","0.7","103013","bgm_MC170","-30","-450","0","200","bgm_MC170","3","0","103013"
"92423340","0","0","94002","0.7","103013","bgm_MC170","-30","-450","0","200","bgm_MC170","3","0","103013"
"92424110","0","0","94002","1.1","100198","bgm_MC170","-30","-20","0","90","bgm_MC170","1","0","100198"
"92424120","0","0","94002","1.1","100198","bgm_MC170","-30","-20","0","90","bgm_MC170","1","0","100198"
"92424130","0","0","94002","1.1","100198","bgm_MC170","-30","-20","0","90","bgm_MC170","1","0","100198"
"92424140","0","0","94002","1.1","100198","bgm_MC170","-30","-20","0","90","bgm_MC170","1","0","100198"
"92424210","0","0","94002","1.5","100198","bgm_MC170","-30","100","0","0","bgm_MC170","2","0","100198"
"92424220","0","0","94002","1.5","100198","bgm_MC170","-30","100","0","0","bgm_MC170","2","0","100198"
"92424230","0","0","94002","1.5","100198","bgm_MC170","-30","100","0","0","bgm_MC170","2","0","100198"
"92424240","0","0","94002","1.5","100198","bgm_MC170","-30","100","0","0","bgm_MC170","2","0","100198"
"92424310","0","0","94002","1.3","100198","bgm_MC170","-30","-50","0","20","bgm_MC170","3","0","100198"
"92424320","0","0","94002","1.3","100198","bgm_MC170","-30","-50","0","20","bgm_MC170","3","0","100198"
"92424330","0","0","94002","1.3","100198","bgm_MC170","-30","-50","0","20","bgm_MC170","3","0","100198"
"92424340","0","0","94002","1.3","100198","bgm_MC170","-30","-50","0","20","bgm_MC170","3","0","100198"
"92425110","0","0","94002","1.1","101623","bgm_MC170","-30","-20","0","90","bgm_MC170","1","0","101623"
"92425120","0","0","94002","1.1","101623","bgm_MC170","-30","-20","0","90","bgm_MC170","1","0","101623"
"92425130","0","0","94002","1.1","101623","bgm_MC170","-30","-20","0","90","bgm_MC170","1","0","101623"
"92425140","0","0","94002","1.1","101623","bgm_MC170","-30","-20","0","90","bgm_MC170","1","0","101623"
"92425210","0","0","94002","1.5","101623","bgm_MC170","-30","100","0","0","bgm_MC170","2","0","101623"
"92425220","0","0","94002","1.5","101623","bgm_MC170","-30","100","0","0","bgm_MC170","2","0","101623"
"92425230","0","0","94002","1.5","101623","bgm_MC170","-30","100","0","0","bgm_MC170","2","0","101623"
"92425240","0","0","94002","1.5","101623","bgm_MC170","-30","100","0","0","bgm_MC170","2","0","101623"
"92425310","0","0","94002","1.3","101623","bgm_MC170","-30","-50","0","20","bgm_MC170","3","0","101623"
"92425320","0","0","94002","1.3","101623","bgm_MC170","-30","-50","0","20","bgm_MC170","3","0","101623"
"92425330","0","0","94002","1.3","101623","bgm_MC170","-30","-50","0","20","bgm_MC170","3","0","101623"
"92425340","0","0","94002","1.3","101623","bgm_MC170","-30","-50","0","20","bgm_MC170","3","0","101623"
"92426110","0","0","94002","1.6","101822","bgm_MC170","-30","0","0","90","bgm_MC170","1","0","101822"
"92426120","0","0","94002","1.6","101822","bgm_MC170","-30","0","0","90","bgm_MC170","1","0","101822"
"92426130","0","0","94002","1.6","101822","bgm_MC170","-30","0","0","90","bgm_MC170","1","0","101822"
"92426140","0","0","94002","1.6","101822","bgm_MC170","-30","0","0","90","bgm_MC170","1","0","101822"
"92426210","0","0","94002","1.6","101822","bgm_MC170","-30","0","0","140","bgm_MC170","2","0","101822"
"92426220","0","0","94002","1.6","101822","bgm_MC170","-30","0","0","140","bgm_MC170","2","0","101822"
"92426230","0","0","94002","1.6","101822","bgm_MC170","-30","0","0","140","bgm_MC170","2","0","101822"
"92426240","0","0","94002","1.6","101822","bgm_MC170","-30","0","0","140","bgm_MC170","2","0","101822"
"92426310","0","0","94002","0.9","101822","bgm_MC170","-30","0","0","140","bgm_MC170","3","0","101822"
"92426320","0","0","94002","0.9","101822","bgm_MC170","-30","0","0","140","bgm_MC170","3","0","101822"
"92426330","0","0","94002","0.9","101822","bgm_MC170","-30","0","0","140","bgm_MC170","3","0","101822"
"92426340","0","0","94002","0.9","101822","bgm_MC170","-30","0","0","140","bgm_MC170","3","0","101822"
"92427110","0","0","94002","1.1","101191","bgm_MC170","-30","0","0","30","bgm_MC170","1","0","101191"
"92427120","0","0","94002","1.1","101191","bgm_MC170","-30","0","0","30","bgm_MC170","1","0","101191"
"92427130","0","0","94002","1.1","101191","bgm_MC170","-30","0","0","30","bgm_MC170","1","0","101191"
"92427140","0","0","94002","1.1","101191","bgm_MC170","-30","0","0","30","bgm_MC170","1","0","101191"
"92427210","0","0","94002","1.1","101191","bgm_MC170","-30","0","0","140","bgm_MC170","2","0","101191"
"92427220","0","0","94002","1.1","101191","bgm_MC170","-30","0","0","140","bgm_MC170","2","0","101191"
"92427230","0","0","94002","1.1","101191","bgm_MC170","-30","0","0","140","bgm_MC170","2","0","101191"
"92427240","0","0","94002","1.1","101191","bgm_MC170","-30","0","0","140","bgm_MC170","2","0","101191"
"92427310","0","0","94002","1.2","101191","bgm_MC170","-30","0","0","90","bgm_MC170","3","0","101191"
"92427320","0","0","94002","1.2","101191","bgm_MC170","-30","0","0","90","bgm_MC170","3","0","101191"
"92427330","0","0","94002","1.2","101191","bgm_MC170","-30","0","0","90","bgm_MC170","3","0","101191"
"92427340","0","0","94002","1.2","101191","bgm_MC170","-30","0","0","90","bgm_MC170","3","0","101191"
"92501110","0","0","94002","1","101191","bgm_MC170","-30","-210","0","90","bgm_MC170","1","0","101191"
"92501120","0","0","94002","1","101191","bgm_MC170","-30","-210","0","90","bgm_MC170","1","0","101191"
