99aec0dc99d40b173f9aa6face34418fee4400b67fd146248796210367514f81,36799ee621782fe2488bbcbc932c51fb4031e21d4f59f15b90ffb78563ecc30b,4e16d70b7c1dfdb843b2b8064aac91fd646fa74f2215cb17ec5e0d03709bc2be,4a28bb68427de22a1fecf9415eed1132c8135dad47039679972c08a63f749223,2e8bf163bacf8b94c38447ea9ec211316b4260ffccb045c019dff48c182af621
"94002","104","1000000","12","100410"
"20004","105","400","2","100410"
"90008","106","1500","2","100411"
"91002","107","40","8","100412"
"25001","108","9","2","100412"
"94002","109","1000000","12","100413"
"20004","110","400","2","100413"
"90008","111","1500","2","100414"
"41000","112","1","2","100415"
"94002","113","1000000","12","100416"
"20004","114","500","2","100416"
"91002","115","40","8","100417"
"90008","116","1500","2","100417"
"94002","117","2000000","12","100418"
"90008","118","2000","2","100418"
"94002","119","3000000","12","100501"
"20004","120","300","2","100501"
"90008","121","1000","2","100502"
"25001","122","12","2","100503"
"94002","123","1000000","12","100504"
"20004","124","300","2","100504"
"90008","125","1000","2","100505"
"25001","126","10","2","100506"
"91002","127","40","8","100507"
"94002","128","1000000","12","100507"
"20004","129","300","2","100507"
"90008","130","1000","2","100508"
"41000","131","1","2","100509"
"25001","132","10","2","100509"
"94002","133","1000000","12","100510"
"20004","134","400","2","100510"
"90008","135","1500","2","100511"
"91002","136","40","8","100512"
"25001","137","9","2","100512"
"94002","138","1000000","12","100513"
"20004","139","400","2","100513"
"90008","140","1500","2","100514"
"41000","141","1","2","100515"
"94002","142","1000000","12","100516"
"20004","143","500","2","100516"
"91002","144","40","8","100517"
"90008","145","1500","2","100517"
"94002","146","2000000","12","100518"
"90008","147","2000","2","100518"
"94002","148","3000000","12","100601"
"20004","149","300","2","100601"
"90008","150","1000","2","100602"
"25001","151","12","2","100603"
"94002","152","1000000","12","100604"
"20004","153","300","2","100604"
"90008","154","1000","2","100605"
"25001","155","10","2","100606"
"91002","156","40","8","100607"
"94002","157","1000000","12","100607"
"20004","158","300","2","100607"
"90008","159","1000","2","100608"
"41000","160","1","2","100609"
"25001","161","10","2","100609"
"94002","162","1000000","12","100610"
"20004","163","400","2","100610"
"90008","164","1500","2","100611"
"91002","165","40","8","100612"
"25001","166","9","2","100612"
"94002","167","1000000","12","100613"
"20004","168","400","2","100613"
"90008","169","1500","2","100614"
"41000","170","1","2","100615"
"94002","171","1000000","12","100616"
"20004","172","500","2","100616"
"91002","173","40","8","100617"
"90008","174","1500","2","100617"
"94002","175","2000000","12","100618"
"90008","176","2000","2","100618"
"94002","177","3000000","12","100701"
"20004","178","300","2","100701"
"90008","179","1000","2","100702"
"25001","180","12","2","100703"
"94002","181","1000000","12","100704"
"20004","182","300","2","100704"
"90008","183","1000","2","100705"
"25001","184","10","2","100706"
"91002","185","40","8","100707"
"94002","186","1000000","12","100707"
"20004","187","300","2","100707"
"90008","188","1000","2","100708"
"41000","189","1","2","100709"
"25001","190","10","2","100709"
"94002","191","1000000","12","100710"
"20004","192","400","2","100710"
"90008","193","1500","2","100711"
"91002","194","40","8","100712"
"25001","195","9","2","100712"
"94002","196","1000000","12","100713"
"20004","197","400","2","100713"
"90008","198","1500","2","100714"
"41000","199","1","2","100715"
"94002","200","1000000","12","100716"
"20004","201","500","2","100716"
"91002","202","40","8","100717"
"90008","203","1500","2","100717"
"94002","204","2000000","12","100718"
"90008","205","2000","2","100718"
"94002","206","3000000","12","100801"
"20004","207","300","2","100801"
"90008","208","1000","2","100802"
"25001","209","12","2","100803"
"94002","210","1000000","12","100804"
"20004","211","300","2","100804"
"90008","212","1000","2","100805"
"25001","213","10","2","100806"
"91002","214","40","8","100807"
"94002","215","1000000","12","100807"
"20004","216","300","2","100807"
"90008","217","1000","2","100808"
"41000","218","1","2","100809"
"25001","219","10","2","100809"
"94002","220","1000000","12","100810"
"20004","221","400","2","100810"
"90008","222","1500","2","100811"
"91002","223","40","8","100812"
"25001","224","9","2","100812"
"94002","225","1000000","12","100813"
"20004","226","400","2","100813"
"90008","227","1500","2","100814"
"41000","228","1","2","100815"
"94002","229","1000000","12","100816"
"20004","230","500","2","100816"
"91002","231","40","8","100817"
"90008","232","1500","2","100817"
"94002","233","2000000","12","100818"
"90008","234","2000","2","100818"
"94002","235","3000000","12","100901"
"20004","236","300","2","100901"
"90008","237","1000","2","100902"
"23003","238","150","2","100902"
"25001","239","12","2","100903"
"94002","240","1000000","12","100904"
"20004","241","300","2","100904"
"90008","242","1000","2","100905"
"23003","243","150","2","100905"
"25001","244","10","2","100906"
"91002","245","40","8","100907"
"94002","246","1000000","12","100907"
"20004","247","300","2","100907"
"90008","248","1000","2","100908"
"23003","249","200","2","100908"
"41000","250","1","2","100909"
"25001","251","10","2","100909"
"94002","252","1000000","12","100910"
"20004","253","400","2","100910"
"90008","254","1500","2","100911"
"91002","255","40","8","100912"
"25001","256","9","2","100912"
"94002","257","1000000","12","100913"
"20004","258","400","2","100913"
"90008","259","1500","2","100914"
"41000","260","1","2","100915"
"94002","261","1000000","12","100916"
"20004","262","500","2","100916"
"91002","263","40","8","100917"
"90008","264","1500","2","100917"
"94002","265","2000000","12","100918"
"90008","266","2000","2","100918"
"94002","267","3000000","12","101001"
"20004","268","300","2","101001"
"90008","269","1000","2","101002"
"23003","270","150","2","101002"
"25001","271","12","2","101003"
"94002","272","1000000","12","101004"
"20004","273","300","2","101004"
"90008","274","1000","2","101005"
"23003","275","150","2","101005"
"25001","276","10","2","101006"
"91002","277","40","8","101007"
"94002","278","1000000","12","101007"
"20004","279","300","2","101007"
"90008","280","1000","2","101008"
"23003","281","200","2","101008"
"41000","282","1","2","101009"
"25001","283","10","2","101009"
"94002","284","1000000","12","101010"
"20004","285","400","2","101010"
"90008","286","1500","2","101011"
"91002","287","40","8","101012"
"25001","288","9","2","101012"
"94002","289","1000000","12","101013"
"20004","290","400","2","101013"
"90008","291","1500","2","101014"
"41000","292","1","2","101015"
"94002","293","1000000","12","101016"
"20004","294","500","2","101016"
"91002","295","40","8","101017"
"90008","296","1500","2","101017"
"94002","297","2000000","12","101018"
"90008","298","2000","2","101018"
"94002","299","3000000","12","101101"
"20004","300","300","2","101101"
"90008","301","1000","2","101102"
"23003","302","150","2","101102"
"25001","303","12","2","101103"
"94002","304","1000000","12","101104"
"20004","305","300","2","101104"
"90008","306","1000","2","101105"
"23003","307","150","2","101105"
"25001","308","10","2","101106"
"91002","309","40","8","101107"
"94002","310","1000000","12","101107"
"20004","311","300","2","101107"
"90008","312","1000","2","101108"
"23003","313","200","2","101108"
"41000","314","1","2","101109"
"25001","315","10","2","101109"
"94002","316","1000000","12","101110"
"20004","317","400","2","101110"
"90008","318","1500","2","101111"
"91002","319","40","8","101112"
"25001","320","9","2","101112"
"94002","321","1000000","12","101113"
"20004","322","400","2","101113"
"90008","323","1500","2","101114"
"41000","324","1","2","101115"
"94002","325","1000000","12","101116"
"20004","326","500","2","101116"
"91002","327","40","8","101117"
"90008","328","1500","2","101117"
"94002","329","2000000","12","101118"
"90008","330","2000","2","101118"
"94002","331","3000000","12","101201"
"20004","332","300","2","101201"
"90008","333","1000","2","101202"
"23003","334","150","2","101202"
"25001","335","12","2","101203"
"94002","336","1000000","12","101204"
"20004","337","300","2","101204"
"90008","338","1000","2","101205"
"23003","339","150","2","101205"
"25001","340","10","2","101206"
"91002","341","40","8","101207"
"94002","342","1000000","12","101207"
"20004","343","300","2","101207"
"90008","344","1000","2","101208"
"23003","345","200","2","101208"
"41000","346","1","2","101209"
"25001","347","10","2","101209"
"94002","348","1000000","12","101210"
"20004","349","400","2","101210"
"90008","350","1500","2","101211"
"91002","351","40","8","101212"
"25001","352","9","2","101212"
"94002","353","1000000","12","101213"
"20004","354","400","2","101213"
"90008","355","1500","2","101214"
"41000","356","1","2","101215"
"94002","357","1000000","12","101216"
"20004","358","500","2","101216"
"91002","359","40","8","101217"
"90008","360","1500","2","101217"
"94002","361","2000000","12","101218"
"90008","362","2000","2","101218"
"94002","363","3000000","12","101301"
"20004","364","300","2","101301"
"90008","365","1000","2","101302"
"23003","366","150","2","101302"
"25001","367","12","2","101303"
"94002","368","1000000","12","101304"
"20004","369","300","2","101304"
"90008","370","1000","2","101305"
"23003","371","150","2","101305"
"25001","372","10","2","101306"
"91002","373","40","8","101307"
"94002","374","1000000","12","101307"
"20004","375","300","2","101307"
"90008","376","1000","2","101308"
"23003","377","200","2","101308"
"41000","378","1","2","101309"
"25001","379","10","2","101309"
"94002","380","1000000","12","101310"
"20004","381","400","2","101310"
"90008","382","1500","2","101311"
"91002","383","40","8","101312"
"25001","384","9","2","101312"
"94002","385","1000000","12","101313"
"20004","386","400","2","101313"
"90008","387","1500","2","101314"
"41000","388","1","2","101315"
"94002","389","1000000","12","101316"
"20004","390","500","2","101316"
"91002","391","40","8","101317"
"90008","392","1500","2","101317"
"94002","393","2000000","12","101318"
"90008","394","2000","2","101318"
"94002","395","3000000","12","101401"
"20004","396","300","2","101401"
"90008","397","1000","2","101402"
"23003","398","150","2","101402"
"25001","399","12","2","101403"
"94002","400","1000000","12","101404"
"20004","401","300","2","101404"
"90008","402","1000","2","101405"
"23003","403","150","2","101405"
"25001","404","10","2","101406"
"91002","405","40","8","101407"
"94002","406","1000000","12","101407"
"20004","407","300","2","101407"
"90008","408","1000","2","101408"
"23003","409","200","2","101408"
"41000","410","1","2","101409"
"25001","411","10","2","101409"
"94002","412","1000000","12","101410"
"20004","413","400","2","101410"
"90008","414","1500","2","101411"
"91002","415","40","8","101412"
"25001","416","9","2","101412"
"94002","417","1000000","12","101413"
"20004","418","400","2","101413"
"90008","419","1500","2","101414"
"41000","420","1","2","101415"
"94002","421","1000000","12","101416"
"20004","422","500","2","101416"
"91002","423","40","8","101417"
"90008","424","1500","2","101417"
"94002","425","2000000","12","101418"
"90008","426","2000","2","101418"
"94002","427","3000000","12","101501"
"20004","428","300","2","101501"
"90008","429","1000","2","101502"
"23003","430","150","2","101502"
"25001","431","12","2","101503"
"94002","432","1000000","12","101504"
"20004","433","300","2","101504"
"90008","434","1000","2","101505"
"23003","435","150","2","101505"
"25001","436","10","2","101506"
"91002","437","40","8","101507"
"94002","438","1000000","12","101507"
"20004","439","300","2","101507"
"90008","440","1000","2","101508"
"23003","441","200","2","101508"
"41000","442","1","2","101509"
"25001","443","10","2","101509"
"94002","444","1000000","12","101510"
"20004","445","400","2","101510"
"90008","446","1500","2","101511"
"91002","447","40","8","101512"
"25001","448","9","2","101512"
"94002","449","1000000","12","101513"
"20004","450","400","2","101513"
"90008","451","1500","2","101514"
"41000","452","1","2","101515"
"94002","453","1000000","12","101516"
"20004","454","500","2","101516"
"91002","455","40","8","101517"
"90008","456","1500","2","101517"
"94002","457","2000000","12","101518"
"90008","458","2000","2","101518"
"94002","459","3000000","12","101601"
"20004","460","300","2","101601"
"90008","461","1000","2","101602"
"23003","462","150","2","101602"
"25001","463","12","2","101603"
"94002","464","1000000","12","101604"
"20004","465","300","2","101604"
"90008","466","1000","2","101605"
"23003","467","150","2","101605"
"25001","468","10","2","101606"
"91002","469","40","8","101607"
"94002","470","1000000","12","101607"
"20004","471","300","2","101607"
"90008","472","1000","2","101608"
"23003","473","200","2","101608"
"41000","474","1","2","101609"
"25001","475","10","2","101609"
"94002","476","1000000","12","101610"
"20004","477","400","2","101610"
"90008","478","1500","2","101611"
"91002","479","40","8","101612"
"25001","480","9","2","101612"
"94002","481","1000000","12","101613"
"20004","482","400","2","101613"
"90008","483","1500","2","101614"
"41000","484","1","2","101615"
"94002","485","1000000","12","101616"
"20004","486","500","2","101616"
"91002","487","40","8","101617"
"90008","488","1500","2","101617"
"94002","489","2000000","12","101618"
"90008","490","2000","2","101618"
"94002","491","3000000","12","101701"
"20004","492","300","2","101701"
"90008","493","1000","2","101702"
"23003","494","150","2","101702"
"25001","495","12","2","101703"
"94002","496","1000000","12","101704"
"20004","497","300","2","101704"
"90008","498","1000","2","101705"
"23003","499","150","2","101705"
"25001","500","10","2","101706"
"91002","501","40","8","101707"
"94002","502","1000000","12","101707"
"20004","503","300","2","101707"
"90008","504","1000","2","101708"
"23003","505","200","2","101708"
"41000","506","1","2","101709"
"25001","507","10","2","101709"
"94002","508","1000000","12","101710"
"20004","509","400","2","101710"
"90008","510","1500","2","101711"
"91002","511","40","8","101712"
"25001","512","9","2","101712"
"94002","513","1000000","12","101713"
"20004","514","400","2","101713"
"90008","515","1500","2","101714"
"41000","516","1","2","101715"
"94002","517","1000000","12","101716"
"20004","518","500","2","101716"
"91002","519","40","8","101717"
"90008","520","1500","2","101717"
"94002","521","2000000","12","101718"
"90008","522","2000","2","101718"
"94002","523","3000000","12","101801"
"20004","524","300","2","101801"
"90008","525","1000","2","101802"
"23003","526","150","2","101802"
"25001","527","12","2","101803"
"94002","528","1000000","12","101804"
"20004","529","300","2","101804"
"90008","530","1000","2","101805"
"23003","531","150","2","101805"
"25001","532","10","2","101806"
"91002","533","40","8","101807"
"94002","534","1000000","12","101807"
"20004","535","300","2","101807"
"90008","536","1000","2","101808"
"23003","537","200","2","101808"
"41000","538","1","2","101809"
"25001","539","10","2","101809"
"94002","540","1000000","12","101810"
"20004","541","400","2","101810"
"90008","542","1500","2","101811"
"91002","543","40","8","101812"
"25001","544","9","2","101812"
"94002","545","1000000","12","101813"
"20004","546","400","2","101813"
"90008","547","1500","2","101814"
"41000","548","1","2","101815"
"94002","549","1000000","12","101816"
"20004","550","500","2","101816"
"91002","551","40","8","101817"
"90008","552","1500","2","101817"
"94002","553","2000000","12","101818"
"90008","554","2000","2","101818"
"94002","555","3000000","12","101901"
"20004","556","300","2","101901"
"90008","557","1000","2","101902"
"23003","558","150","2","101902"
"25001","559","12","2","101903"
"94002","560","1000000","12","101904"
"20004","561","300","2","101904"
"90008","562","1000","2","101905"
"23003","563","150","2","101905"
"25001","564","10","2","101906"
"91002","565","40","8","101907"
"94002","566","1000000","12","101907"
"20004","567","300","2","101907"
"90008","568","1000","2","101908"
"23003","569","200","2","101908"
"41000","570","1","2","101909"
"25001","571","10","2","101909"
"94002","572","1000000","12","101910"
"20004","573","400","2","101910"
"90008","574","1500","2","101911"
"91002","575","40","8","101912"
"25001","576","9","2","101912"
"94002","577","1000000","12","101913"
"20004","578","400","2","101913"
"90008","579","1500","2","101914"
"41000","580","1","2","101915"
"94002","581","1000000","12","101916"
"20004","582","500","2","101916"
"91002","583","40","8","101917"
"90008","584","1500","2","101917"
"94002","585","2000000","12","101918"
"90008","586","2000","2","101918"
"94002","587","3000000","12","102001"
"20004","588","300","2","102001"
"90008","589","1000","2","102002"
"23003","590","150","2","102002"
"25001","591","12","2","102003"
"94002","592","1000000","12","102004"
"20004","593","300","2","102004"
"90008","594","1000","2","102005"
"23003","595","150","2","102005"
"25001","596","10","2","102006"
"91002","597","40","8","102007"
"94002","598","1000000","12","102007"
"20004","599","300","2","102007"
"90008","600","1000","2","102008"
"23003","601","200","2","102008"
"41000","602","1","2","102009"
"25001","603","10","2","102009"
"94002","604","1000000","12","102010"
"20004","605","400","2","102010"
"90008","606","1500","2","102011"
"91002","607","40","8","102012"
"25001","608","9","2","102012"
"94002","609","1000000","12","102013"
"20004","610","400","2","102013"
"90008","611","1500","2","102014"
"41000","612","1","2","102015"
"94002","613","1000000","12","102016"
"20004","614","500","2","102016"
"91002","615","40","8","102017"
"90008","616","1500","2","102017"
"94002","617","2000000","12","102018"
"90008","618","2000","2","102018"
"94002","619","3000000","12","102101"
"20004","620","300","2","102101"
"90008","621","1000","2","102102"
"23003","622","150","2","102102"
"25001","623","12","2","102103"
"94002","624","1000000","12","102104"
"20004","625","300","2","102104"
"90008","626","1000","2","102105"
"23003","627","150","2","102105"
"25001","628","10","2","102106"
"91002","629","40","8","102107"
"94002","630","1000000","12","102107"
"20004","631","300","2","102107"
"90008","632","1000","2","102108"
"23003","633","200","2","102108"
"41000","634","1","2","102109"
"25001","635","10","2","102109"
"94002","636","1000000","12","102110"
"20004","637","400","2","102110"
"90008","638","1500","2","102111"
"91002","639","40","8","102112"
"25001","640","9","2","102112"
"94002","641","1000000","12","102113"
"20004","642","400","2","102113"
"90008","643","1500","2","102114"
"41000","644","1","2","102115"
"94002","645","1000000","12","102116"
"20004","646","500","2","102116"
"91002","647","40","8","102117"
"90008","648","1500","2","102117"
"94002","649","2000000","12","102118"
"90008","650","2000","2","102118"
"94002","651","3000000","12","102201"
"20004","652","300","2","102201"
"90008","653","1000","2","102202"
"23003","654","150","2","102202"
"25001","655","12","2","102203"
"94002","656","1000000","12","102204"
"20004","657","300","2","102204"
"90008","658","1000","2","102205"
"23003","659","150","2","102205"
"25001","660","10","2","102206"
"91002","661","40","8","102207"
"94002","662","1000000","12","102207"
"20004","663","300","2","102207"
"90008","664","1000","2","102208"
"23003","665","200","2","102208"
"41000","666","1","2","102209"
"25001","667","10","2","102209"
"94002","668","1000000","12","102210"
"20004","669","400","2","102210"
"90008","670","1500","2","102211"
"91002","671","40","8","102212"
"25001","672","9","2","102212"
"94002","673","1000000","12","102213"
"20004","674","400","2","102213"
"90008","675","1500","2","102214"
"41000","676","1","2","102215"
"94002","677","1000000","12","102216"
"20004","678","500","2","102216"
"91002","679","40","8","102217"
"90008","680","1500","2","102217"
"94002","681","2000000","12","102218"
"90008","682","2000","2","102218"
