31ebf2d41230b34a24613ed57950599aae04cd3a24682396c31037e04fb9be96,776341f8677f159c25ec2ef615fc1cb3298f080a4d32804932bae19aff1f2db8,b33c628faa3388212b78bb1a67f1726a8351537f4160edebf4ab160f167ed40e,2d3a543e9936caff9ac07b373649d05ed5912e03b6cffdfdfe26cfaef6838b5d,1e3595a11c2dabed69af4768e5eaa5cf2aa8ff55a7999adbdaf8f54777cf6cc7,ade8c9b5fb265731ce1e2149b89f32527e983e4985b5abf24c33884f3790fb97,5f81e65e9a5a7b4e48259e3591787cbc5c57f34165744fc6981944d22a3e5ead,ae79009cfd64a96d4fe5c21d11aed8c5f16d354e0d07ddb59cb0cd0143c5f512,47f86e9f5fb64350f7ffac80da2295fd9a21801c8c15bb7034a8c81eeaf355cc
"1","30","320040109","158","0","0.9","1","20","0"
"1","20","320040110","159","0","1","1","-25","0"
"1","-74","320040206","160","0","0.7","1","49","502004203"
"3","13","320040206","161","0","0.85","2","67","502004204"
"2","43.5","320040206","162","0","0.65","3","11","0"
"1","59","320040207","163","0","0.7","1","50","502004207"
"3","-4","320040207","164","0","0.85","2","62","502004209"
"2","-49","320040207","165","0","0.65","3","13","0"
"1","0","320040208","166","0","0.8","1","-10","0"
"1","30","320040209","167","0","0.9","1","20","0"
"1","20","320040210","168","0","1","1","-25","0"
"1","-74","320040306","169","0","0.7","1","49","502004303"
"3","13","320040306","170","0","0.85","2","67","502004304"
"2","43.5","320040306","171","0","0.65","3","11","0"
"1","59","320040307","172","0","0.7","1","50","502004307"
"3","-4","320040307","173","0","0.85","2","62","502004309"
"2","-49","320040307","174","0","0.65","3","13","0"
"1","0","320040308","175","0","0.8","1","-10","0"
"1","30","320040309","176","0","0.9","1","20","0"
"1","20","320040310","177","0","1","1","-25","0"
"1","-74","320040406","178","0","0.7","1","49","502004403"
"3","13","320040406","179","0","0.85","2","67","502004404"
"2","43.5","320040406","180","0","0.65","3","11","0"
"1","59","320040407","181","0","0.7","1","50","502004407"
"3","-4","320040407","182","0","0.85","2","62","502004409"
"2","-49","320040407","183","0","0.65","3","13","0"
"1","0","320040408","184","0","0.8","1","-10","0"
"1","30","320040409","185","0","0.9","1","20","0"
"1","20","320040410","186","0","1","1","-25","0"
"1","-74","320040506","187","0","0.7","1","49","502004503"
"3","13","320040506","188","0","0.85","2","67","502004504"
"2","43.5","320040506","189","0","0.65","3","11","0"
"1","59","320040507","190","0","0.7","1","50","502004507"
"3","-4","320040507","191","0","0.85","2","62","502004509"
"2","-49","320040507","192","0","0.65","3","13","0"
"1","0","320040508","193","0","0.8","1","-10","0"
"1","30","320040509","194","0","0.9","1","20","0"
"1","20","320040510","195","0","1","1","-25","0"
"2","-74","320050106","196","0","0.7","1","40","502005101"
"3","13","320050106","197","0","1","2","67","502005103"
"1","43.5","320050106","198","0","0.65","3","11","0"
"2","59","320050107","199","0","0.7","1","50","502005106"
"3","30","320050107","200","0","0.9","2","62","502005108"
"1","-49","320050107","201","0","0.65","3","13","0"
"1","5","320050108","202","0","0.75","1","10","0"
"1","-10","320050109","203","0","0.75","1","10","0"
"1","20","320050110","204","0","1","1","-25","0"
"2","-74","320050206","205","0","0.7","1","40","502005201"
"3","13","320050206","206","0","1","2","67","502005203"
"1","43.5","320050206","207","0","0.65","3","11","0"
"2","59","320050207","208","0","0.7","1","50","502005206"
"3","30","320050207","209","0","0.9","2","62","502005208"
"1","-49","320050207","210","0","0.65","3","13","0"
"1","5","320050208","211","0","0.75","1","10","0"
"1","-10","320050209","212","0","0.75","1","10","0"
"1","20","320050210","213","0","1","1","-25","0"
"2","-74","320050306","214","0","0.7","1","40","502005301"
"3","13","320050306","215","0","1","2","67","502005303"
"1","43.5","320050306","216","0","0.65","3","11","0"
"2","59","320050307","217","0","0.7","1","50","502005306"
"3","30","320050307","218","0","0.9","2","62","502005308"
"1","-49","320050307","219","0","0.65","3","13","0"
"1","5","320050308","220","0","0.75","1","10","0"
"1","-10","320050309","221","0","0.75","1","10","0"
"1","20","320050310","222","0","1","1","-25","0"
"2","-74","320050406","223","0","0.7","1","40","502005401"
"3","13","320050406","224","0","1","2","67","502005403"
"1","43.5","320050406","225","0","0.65","3","11","0"
"2","59","320050407","226","0","0.7","1","50","502005406"
"3","30","320050407","227","0","0.9","2","62","502005408"
"1","-49","320050407","228","0","0.65","3","13","0"
"1","5","320050408","229","0","0.75","1","10","0"
"1","-10","320050409","230","0","0.75","1","10","0"
"1","20","320050410","231","0","1","1","-25","0"
"2","-74","320050506","232","0","0.7","1","40","502005501"
"3","13","320050506","233","0","1","2","67","502005503"
"1","43.5","320050506","234","0","0.65","3","11","0"
"2","59","320050507","235","0","0.7","1","50","502005506"
"3","30","320050507","236","0","0.9","2","62","502005508"
"1","-49","320050507","237","0","0.65","3","13","0"
"1","5","320050508","238","0","0.75","1","10","0"
"1","-10","320050509","239","0","0.75","1","10","0"
"1","20","320050510","240","0","1","1","-25","0"
"2","-74","320060106","241","0","0.7","1","40","502006101"
"3","13","320060106","242","0","0.7","2","67","502006103"
"1","43.5","320060106","243","0","0.65","3","11","0"
"2","59","320060107","244","0","0.7","1","50","502006106"
"3","30","320060107","245","0","0.9","2","62","502006108"
"1","-49","320060107","246","0","0.65","3","13","0"
"1","5","320060108","247","0","1","1","10","0"
"1","-10","320060109","248","0","1.2","1","10","0"
"1","20","320060110","249","0","1","1","-25","0"
"2","-74","320060206","250","0","0.7","1","40","502006201"
"3","13","320060206","251","0","0.7","2","67","502006203"
"1","43.5","320060206","252","0","0.65","3","11","0"
"2","59","320060207","253","0","0.7","1","50","502006206"
"3","30","320060207","254","0","0.9","2","62","502006208"
"1","-49","320060207","255","0","0.65","3","13","0"
"1","5","320060208","256","0","1","1","10","0"
"1","-10","320060209","257","0","1.2","1","10","0"
"1","20","320060210","258","0","1","1","-25","0"
"2","-74","320060306","259","0","0.7","1","40","502006301"
"3","13","320060306","260","0","0.7","2","67","502006303"
"1","43.5","320060306","261","0","0.65","3","11","0"
"2","59","320060307","262","0","0.7","1","50","502006306"
"3","30","320060307","263","0","0.9","2","62","502006308"
"1","-49","320060307","264","0","0.65","3","13","0"
"1","5","320060308","265","0","1","1","10","0"
"1","-10","320060309","266","0","1.2","1","10","0"
"1","20","320060310","267","0","1","1","-25","0"
"2","-74","320060406","268","0","0.7","1","40","502006401"
"3","13","320060406","269","0","0.7","2","67","502006403"
"1","43.5","320060406","270","0","0.65","3","11","0"
"2","59","320060407","271","0","0.7","1","50","502006406"
"3","30","320060407","272","0","0.9","2","62","502006408"
"1","-49","320060407","273","0","0.65","3","13","0"
"1","5","320060408","274","0","1","1","10","0"
"1","-10","320060409","275","0","1.2","1","10","0"
"1","20","320060410","276","0","1","1","-25","0"
"2","-74","320060506","277","0","0.7","1","40","502006501"
"3","13","320060506","278","0","0.7","2","67","502006503"
"1","43.5","320060506","279","0","0.65","3","11","0"
"2","59","320060507","280","0","0.7","1","50","502006506"
"3","30","320060507","281","0","0.9","2","62","502006508"
"1","-49","320060507","282","0","0.65","3","13","0"
"1","5","320060508","283","0","1","1","10","0"
"1","-10","320060509","284","0","1.2","1","10","0"
"1","20","320060510","285","0","1","1","-25","0"
"2","-74","320070106","286","0","0.7","1","40","502007101"
"3","43","320070106","287","0","0.7","2","67","502007103"
"1","43.5","320070106","288","0","0.65","3","11","0"
"2","59","320070107","289","0","0.7","1","50","502007106"
"3","30","320070107","290","0","0.9","2","62","502007108"
"1","-49","320070107","291","0","0.65","3","13","0"
"1","5","320070108","292","0","0.9","1","20","0"
"1","0","320070109","293","0","0.9","1","20","0"
"1","-20","320070110","294","0","1","1","-20","0"
"2","-74","320070206","295","0","0.7","1","40","502007201"
"3","43","320070206","296","0","0.7","2","67","502007203"
"1","43.5","320070206","297","0","0.65","3","11","0"
"2","59","320070207","298","0","0.7","1","50","502007206"
"3","30","320070207","299","0","0.9","2","62","502007208"
"1","-49","320070207","300","0","0.65","3","13","0"
"1","5","320070208","301","0","0.9","1","20","0"
"1","0","320070209","302","0","0.9","1","20","0"
"1","-20","320070210","303","0","1","1","-20","0"
"2","-74","320070306","304","0","0.7","1","40","502007301"
"3","43","320070306","305","0","0.7","2","67","502007303"
"1","43.5","320070306","306","0","0.65","3","11","0"
"2","59","320070307","307","0","0.7","1","50","502007306"
"3","30","320070307","308","0","0.9","2","62","502007308"
"1","-49","320070307","309","0","0.65","3","13","0"
"1","5","320070308","310","0","0.9","1","20","0"
"1","0","320070309","311","0","0.9","1","20","0"
"1","-20","320070310","312","0","1","1","-20","0"
"2","-74","320070406","313","0","0.7","1","40","502007401"
"3","43","320070406","314","0","0.7","2","67","502007403"
"1","43.5","320070406","315","0","0.65","3","11","0"
"2","59","320070407","316","0","0.7","1","50","502007406"
"3","30","320070407","317","0","0.9","2","62","502007408"
"1","-49","320070407","318","0","0.65","3","13","0"
"1","5","320070408","319","0","0.9","1","20","0"
"1","0","320070409","320","0","0.9","1","20","0"
"1","-20","320070410","321","0","1","1","-20","0"
"2","-74","320070506","322","0","0.7","1","40","502007501"
"3","43","320070506","323","0","0.7","2","67","502007503"
"1","43.5","320070506","324","0","0.65","3","11","0"
"2","59","320070507","325","0","0.7","1","50","502007506"
"3","30","320070507","326","0","0.9","2","62","502007508"
"1","-49","320070507","327","0","0.65","3","13","0"
"1","5","320070508","328","0","0.9","1","20","0"
"1","0","320070509","329","0","0.9","1","20","0"
"1","-20","320070510","330","0","1","1","-20","0"
"2","-74","320080106","331","0","0.7","1","40","502008101"
"3","43","320080106","332","0","0.9","2","67","502008103"
"1","43.5","320080106","333","0","0.65","3","11","0"
"2","59","320080107","334","0","0.7","1","50","502008106"
"3","30","320080107","335","0","0.9","2","62","502008108"
"1","-49","320080107","336","0","0.65","3","13","0"
"1","5","320080108","337","0","0.8","1","20","0"
"1","0","320080109","338","0","1.1","1","20","0"
"1","-20","320080110","339","0","1","1","-20","0"
"2","-74","320080206","340","0","0.7","1","40","502008201"
"3","43","320080206","341","0","0.9","2","67","502008203"
"1","43.5","320080206","342","0","0.65","3","11","0"
"2","59","320080207","343","0","0.7","1","50","502008206"
"3","30","320080207","344","0","0.9","2","62","502008208"
"1","-49","320080207","345","0","0.65","3","13","0"
"1","5","320080208","346","0","0.8","1","20","0"
"1","0","320080209","347","0","1.1","1","20","0"
"1","-20","320080210","348","0","1","1","-20","0"
"2","-74","320080306","349","0","0.7","1","40","502008301"
"3","43","320080306","350","0","0.9","2","67","502008303"
"1","43.5","320080306","351","0","0.65","3","11","0"
"2","59","320080307","352","0","0.7","1","50","502008306"
"3","30","320080307","353","0","0.9","2","62","502008308"
"1","-49","320080307","354","0","0.65","3","13","0"
"1","5","320080308","355","0","0.8","1","20","0"
"1","0","320080309","356","0","1.1","1","20","0"
"1","-20","320080310","357","0","1","1","-20","0"
"2","-74","320080406","358","0","0.7","1","40","502008401"
"3","43","320080406","359","0","0.9","2","67","502008403"
"1","43.5","320080406","360","0","0.65","3","11","0"
"2","59","320080407","361","0","0.7","1","50","502008406"
"3","30","320080407","362","0","0.9","2","62","502008408"
"1","-49","320080407","363","0","0.65","3","13","0"
"1","5","320080408","364","0","0.8","1","20","0"
"1","0","320080409","365","0","1.1","1","20","0"
"1","-20","320080410","366","0","1","1","-20","0"
"2","-74","320080506","367","0","0.7","1","40","502008501"
"3","43","320080506","368","0","0.9","2","67","502008503"
"1","43.5","320080506","369","0","0.65","3","11","0"
"2","59","320080507","370","0","0.7","1","50","502008506"
"3","30","320080507","371","0","0.9","2","62","502008508"
"1","-49","320080507","372","0","0.65","3","13","0"
"1","5","320080508","373","0","0.8","1","20","0"
"1","0","320080509","374","0","1.1","1","20","0"
"1","-20","320080510","375","0","1","1","-20","0"
"2","-74","320090106","376","0","0.7","1","40","502009101"
"3","13","320090106","377","0","1","2","67","502009103"
"1","43.5","320090106","378","0","0.65","3","11","0"
"2","-68","320090107","379","0","0.7","1","50","502009106"
"3","30","320090107","380","0","0.9","2","62","502009108"
"1","29","320090107","381","0","0.65","3","13","0"
"1","5","320090108","382","0","0.75","1","10","0"
"1","0","320090109","383","0","1","1","10","0"
"1","-20","320090110","384","0","1","1","-20","0"
"2","-74","320090206","385","0","0.7","1","40","502009201"
"3","13","320090206","386","0","1","2","67","502009203"
"1","43.5","320090206","387","0","0.65","3","11","0"
"2","-68","320090207","388","0","0.7","1","50","502009206"
"3","30","320090207","389","0","0.9","2","62","502009208"
"1","29","320090207","390","0","0.65","3","13","0"
"1","5","320090208","391","0","0.75","1","10","0"
"1","0","320090209","392","0","1","1","10","0"
"1","-20","320090210","393","0","1","1","-20","0"
"2","-74","320090306","394","0","0.7","1","40","502009301"
"3","13","320090306","395","0","1","2","67","502009303"
"1","43.5","320090306","396","0","0.65","3","11","0"
"2","-68","320090307","397","0","0.7","1","50","502009306"
"3","30","320090307","398","0","0.9","2","62","502009308"
"1","29","320090307","399","0","0.65","3","13","0"
"1","5","320090308","400","0","0.75","1","10","0"
"1","0","320090309","401","0","1","1","10","0"
"1","-20","320090310","402","0","1","1","-20","0"
"2","-74","320090406","403","0","0.7","1","40","502009401"
"3","13","320090406","404","0","1","2","67","502009403"
"1","43.5","320090406","405","0","0.65","3","11","0"
"2","-68","320090407","406","0","0.7","1","50","502009406"
"3","30","320090407","407","0","0.9","2","62","502009408"
"1","29","320090407","408","0","0.65","3","13","0"
"1","5","320090408","409","0","0.75","1","10","0"
"1","0","320090409","410","0","1","1","10","0"
"1","-20","320090410","411","0","1","1","-20","0"
"2","-74","320090506","412","0","0.7","1","40","502009501"
"3","13","320090506","413","0","1","2","67","502009503"
"1","43.5","320090506","414","0","0.65","3","11","0"
"2","-68","320090507","415","0","0.7","1","50","502009506"
"3","30","320090507","416","0","0.9","2","62","502009508"
"1","29","320090507","417","0","0.65","3","13","0"
"1","5","320090508","418","0","0.75","1","10","0"
"1","0","320090509","419","0","1","1","10","0"
"1","-20","320090510","420","0","1","1","-20","0"
"2","-74","320100106","421","0","0.7","1","40","502010101"
"3","13","320100106","422","0","1","2","67","502010103"
"1","43.5","320100106","423","0","0.65","3","11","0"
"2","-68","320100107","424","0","0.7","1","50","502010106"
"3","30","320100107","425","0","0.9","2","62","502010108"
"1","29","320100107","426","0","0.65","3","13","0"
"1","40","320100108","427","0","0.9","1","60","0"
"1","0","320100109","428","0","1","1","10","0"
"1","-20","320100110","429","0","1","1","-35","0"
"2","-74","320100206","430","0","0.7","1","40","502010201"
"3","13","320100206","431","0","1","2","67","502010203"
"1","43.5","320100206","432","0","0.65","3","11","0"
"2","-68","320100207","433","0","0.7","1","50","502010206"
"3","30","320100207","434","0","0.9","2","62","502010208"
"1","29","320100207","435","0","0.65","3","13","0"
"1","40","320100208","436","0","0.9","1","60","0"
"1","0","320100209","437","0","1","1","10","0"
"1","-20","320100210","438","0","1","1","-35","0"
"2","-74","320100306","439","0","0.7","1","40","502010301"
"3","13","320100306","440","0","1","2","67","502010303"
"1","43.5","320100306","441","0","0.65","3","11","0"
"2","-68","320100307","442","0","0.7","1","50","502010306"
"3","30","320100307","443","0","0.9","2","62","502010308"
"1","29","320100307","444","0","0.65","3","13","0"
"1","40","320100308","445","0","0.9","1","60","0"
"1","0","320100309","446","0","1","1","10","0"
"1","-20","320100310","447","0","1","1","-35","0"
"2","-74","320100406","448","0","0.7","1","40","502010401"
"3","13","320100406","449","0","1","2","67","502010403"
"1","43.5","320100406","450","0","0.65","3","11","0"
"2","-68","320100407","451","0","0.7","1","50","502010406"
"3","30","320100407","452","0","0.9","2","62","502010408"
"1","29","320100407","453","0","0.65","3","13","0"
"1","40","320100408","454","0","0.9","1","60","0"
"1","0","320100409","455","0","1","1","10","0"
"1","-20","320100410","456","0","1","1","-35","0"
"2","-74","320100506","457","0","0.7","1","40","502010501"
"3","13","320100506","458","0","1","2","67","502010503"
"1","43.5","320100506","459","0","0.65","3","11","0"
"2","-68","320100507","460","0","0.7","1","50","502010506"
"3","30","320100507","461","0","0.9","2","62","502010508"
"1","29","320100507","462","0","0.65","3","13","0"
"1","40","320100508","463","0","0.9","1","60","0"
"1","0","320100509","464","0","1","1","10","0"
"1","-20","320100510","465","0","1","1","-35","0"
