f5a71c19fde054bf73c536be18d15bc110ed8411fd6297276434045389b3baed,d46ad4e23fc96590f2299d828d792e1b548b22e9fa72ea626c89f2911cb33255,236173fefa85131064d1da7d78fbcea023cecad250ad369e90fb44a82e1a3db1,d0f693392bf385844575d0f117b62a9000909568c88336a97a6221452e78b0fd,0ae11b1fab47aabb6b7c483032748c9419cdc492a74306748cbe0a5b51b27649,984d55e30692de160ae3ded1519eabb0fa69988a82624e8390d525b51b3eb862,b50035af24f4490ffc2ce6ec323767526dc1c85b624dfa7d66a3a4d8b27e9c68,4b734279abc02e4c97b4ad134a96f9c6e875bd316bd567aad203676f268c7013,f21425bb22acd6a71f915873cd0efcad8df13a500e8aeb2eb0cbd508180f971b,ef2e2e9a1563a6fa8e84c541a70147e1577b005c546f0d686384df600a6fb1fb,594f832bc71eb0ebba630637b31000f2826f49fb9b8f6887aedda3b6de1d693f
"0","30403","453","3040302","3","ハンマー","1","8","3","0","4"
"0","30501","157","3050100","3","ショットガン","1","5","1","0","5"
"0","30501","216","3050101","3","ショットガン","1","6","1","0","5"
"0","30501","275","3050102","3","ショットガン","1","7","1","0","5"
"0","30502","252","3050200","3","ショットガン","1","5","2","0","5"
"0","30502","346","3050201","3","ショットガン","1","6","2","0","5"
"0","30502","441","3050202","3","ショットガン","1","7","2","0","5"
"0","30503","403","3050300","3","ショットガン","1","5","3","0","5"
"0","30503","554","3050301","3","ショットガン","1","6","3","0","5"
"0","30503","705","3050302","3","ショットガン","1","7","3","0","5"
"100","40101","0","4010100","4","リフト","1","3","1","0","1"
"125","40101","0","4010101","4","リフト","1","4","1","0","1"
"150","40101","0","4010102","4","リフト","1","5","1","0","1"
"160","40102","0","4010200","4","リフト","1","3","2","0","1"
"200","40102","0","4010201","4","リフト","1","4","2","0","1"
"240","40102","0","4010202","4","リフト","1","5","2","0","1"
"256","40103","0","4010300","4","リフト","1","3","3","0","1"
"320","40103","0","4010301","4","リフト","1","4","3","0","1"
"384","40103","0","4010302","4","リフト","1","5","3","0","1"
"125","40201","0","4020100","4","フック","1","2","1","0","2"
"156","40201","0","4020101","4","フック","1","3","1","0","2"
"188","40201","0","4020102","4","フック","1","4","1","0","2"
"200","40202","0","4020200","4","フック","1","2","2","0","2"
"250","40202","0","4020201","4","フック","1","3","2","0","2"
"300","40202","0","4020202","4","フック","1","4","2","0","2"
"320","40203","0","4020300","4","フック","1","2","3","0","2"
"400","40203","0","4020301","4","フック","1","3","3","0","2"
"480","40203","0","4020302","4","フック","1","4","3","0","2"
"150","40301","0","4030100","4","ブースター","1","1","1","0","3"
"188","40301","0","4030101","4","ブースター","1","2","1","0","3"
"225","40301","0","4030102","4","ブースター","1","3","1","0","3"
"240","40302","0","4030200","4","ブースター","1","1","2","0","3"
"300","40302","0","4030201","4","ブースター","1","2","2","0","3"
"360","40302","0","4030202","4","ブースター","1","3","2","0","3"
"384","40303","0","4030300","4","ブースター","1","1","3","0","3"
"480","40303","0","4030301","4","ブースター","1","2","3","0","3"
"576","40303","0","4030302","4","ブースター","1","3","3","0","3"
