7426276b7f3ebc117f41ca6048ae1f8dc386fbe6f3fba48e0c7156a04cc21fa3,45f0bfeb9c4ca44823b3e05fc9eca54a9a6e45c2f5b77b8d13defe3820127b0a,7652ea0a1e38a90760feec338fe339c3bb91de54dffb476e2b73634693bdfa6b,92e89699ec989021228e5cf1117883c575d92de0190afd44e600b8d3c7a74c0a,4b1a897a6efc16748e19801e64f32a555133173bd07686929e423bee541b36f5,220b9ac835929db7d3c94f623a70f27b68c314a2b340d2cd104c7cf273217006,e2fa4b5a037c69736318230c860b7aed03369384a6bdb75d354e6f714c537026,bd3a48ba8e4f70106013298e691ac0093e9fd4f9a9ee3fbdef6dd55866094675
"36000","100511","物理攻撃ダウン90秒","1005","バトル開始から90秒間、敵の物理攻撃力がダウン","1","17920000000000","100511"
"36000","100512","物理攻撃ダウン90秒","1005","バトル開始から90秒間、敵の物理攻撃力がダウン","1","16800000000000","100512"
"36000","100513","物理防御ダウン90秒","1005","バトル開始から90秒間、敵の物理防御力がダウン","1","15960000000000","100513"
"36000","100514","魔法防御ダウン90秒","1005","バトル開始から90秒間、敵の魔法防御力がダウン","1","15120000000000","100514"
"36000","100515","物理攻撃ダウン90秒","1005","バトル開始から90秒間、敵の物理攻撃力がダウン","1","14280000000000","100515"
"36000","100516","物理攻撃ダウン90秒","1005","バトル開始から90秒間、敵の物理攻撃力がダウン","1","13160000000000","100516"
"36000","100517","物理防御ダウン90秒","1005","バトル開始から90秒間、敵の物理防御力がダウン","1","12320000000000","100517"
"36000","100518","魔法防御ダウン90秒","1005","バトル開始から90秒間、敵の魔法防御力がダウン","1","11480000000000","100518"
"36000","100519","物理攻撃ダウン90秒","1005","バトル開始から90秒間、敵の物理攻撃力がダウン","1","10360000000000","100519"
"36000","100520","物理攻撃ダウン90秒","1005","バトル開始から90秒間、敵の物理攻撃力がダウン","1","9520000000000","100520"
"36000","100521","物理攻撃ダウン90秒","1005","バトル開始から90秒間、敵の物理攻撃力がダウン","1","8680000000000","100521"
"36000","100522","物理攻撃ダウン90秒","1005","バトル開始から90秒間、敵の物理攻撃力がダウン","1","7560000000000","100522"
"36000","100523","物理防御ダウン90秒","1005","バトル開始から90秒間、敵の物理防御力がダウン","1","6720000000000","100523"
"36000","100524","魔法防御ダウン90秒","1005","バトル開始から90秒間、敵の魔法防御力がダウン","1","5880000000000","100524"
"36000","100525","物理攻撃ダウン90秒","1005","バトル開始から90秒間、敵の物理攻撃力がダウン","1","5040000000000","100525"
"36000","100526","ＴＰ150アップ","1005","バトル開始時、味方のＴＰが150アップ","1","3920000000000","100526"
"36000","100527","無敵10秒","1005","バトル開始から10秒間、味方が無敵状態になる","1","3080000000000","100527"
"36000","100528","物理攻撃ダウン90秒","1005","バトル開始から90秒間、敵の物理攻撃力がダウン","1","2240000000000","100528"
"36000","100529","物理防御ダウン90秒","1005","バトル開始から90秒間、敵の物理防御力がダウン","1","1120000000000","100529"
"36000","100530","魔法防御ダウン90秒","1005","バトル開始から90秒間、敵の魔法防御力がダウン","1","280000000000","100530"
"36000","100601","魔法攻撃アップ90秒","1006","バトル開始から90秒間、味方の魔法攻撃力がアップ","1","43650000000000","100601"
"36000","100602","物理攻撃アップ90秒","1006","バトル開始から90秒間、味方の物理攻撃力がアップ","1","41850000000000","100602"
"36000","100603","物理防御ダウン90秒","1006","バトル開始から90秒間、敵の物理防御力がダウン","1","40500000000000","100603"
"36000","100604","魔法防御ダウン90秒","1006","バトル開始から90秒間、敵の魔法防御力がダウン","1","39150000000000","100604"
"36000","100605","魔法攻撃アップ90秒","1006","バトル開始から90秒間、味方の魔法攻撃力がアップ","1","37800000000000","100605"
"36000","100606","物理攻撃アップ90秒","1006","バトル開始から90秒間、味方の物理攻撃力がアップ","1","36000000000000","100606"
"36000","100607","毎秒ＨＰ回復90秒","1006","バトル開始から90秒間、味方のＨＰが毎秒回復","1","34650000000000","100607"
"36000","100608","物理攻撃アップ90秒","1006","バトル開始から90秒間、味方の物理攻撃力がアップ","1","33300000000000","100608"
"36000","100609","物理攻撃アップ90秒","1006","バトル開始から90秒間、味方の物理攻撃力がアップ","1","31500000000000","100609"
"36000","100610","魔法防御ダウン90秒","1006","バトル開始から90秒間、敵の魔法防御力がダウン","1","30150000000000","100610"
"36000","100611","魔法攻撃アップ90秒","1006","バトル開始から90秒間、味方の魔法攻撃力がアップ","1","28800000000000","100611"
"36000","100612","物理攻撃アップ90秒","1006","バトル開始から90秒間、味方の物理攻撃力がアップ","1","27000000000000","100612"
"36000","100613","物理防御ダウン90秒","1006","バトル開始から90秒間、敵の物理防御力がダウン","1","25650000000000","100613"
"36000","100614","魔法防御ダウン90秒","1006","バトル開始から90秒間、敵の魔法防御力がダウン","1","24300000000000","100614"
"36000","100615","魔法攻撃アップ90秒","1006","バトル開始から90秒間、味方の魔法攻撃力がアップ","1","22950000000000","100615"
"36000","100616","物理攻撃アップ90秒","1006","バトル開始から90秒間、味方の物理攻撃力がアップ","1","21150000000000","100616"
"36000","100617","毎秒ＨＰ回復90秒","1006","バトル開始から90秒間、味方のＨＰが毎秒回復","1","19800000000000","100617"
"36000","100618","物理攻撃アップ90秒","1006","バトル開始から90秒間、味方の物理攻撃力がアップ","1","18450000000000","100618"
"36000","100619","物理攻撃アップ90秒","1006","バトル開始から90秒間、味方の物理攻撃力がアップ","1","16650000000000","100619"
"36000","100620","魔法防御ダウン90秒","1006","バトル開始から90秒間、敵の魔法防御力がダウン","1","15300000000000","100620"
"36000","100621","物理防御ダウン90秒","1006","バトル開始から90秒間、敵の物理防御力がダウン","1","13950000000000","100621"
"36000","100622","魔法攻撃アップ90秒","1006","バトル開始から90秒間、味方の魔法攻撃力がアップ","1","12150000000000","100622"
"36000","100623","物理攻撃アップ90秒","1006","バトル開始から90秒間、味方の物理攻撃力がアップ","1","10800000000000","100623"
"36000","100624","毎秒ＨＰ回復90秒","1006","バトル開始から90秒間、味方のＨＰが毎秒回復","1","9450000000000","100624"
"36000","100625","魔法防御ダウン90秒","1006","バトル開始から90秒間、敵の魔法防御力がダウン","1","8100000000000","100625"
"36000","100626","ＴＰ150アップ","1006","バトル開始時、味方のＴＰが150アップ","1","6300000000000","100626"
"36000","100627","無敵10秒","1006","バトル開始から10秒間、味方が無敵状態になる","1","4950000000000","100627"
"36000","100628","魔法攻撃アップ90秒","1006","バトル開始から90秒間、味方の魔法攻撃力がアップ","1","3600000000000","100628"
"36000","100629","物理攻撃アップ90秒","1006","バトル開始から90秒間、味方の物理攻撃力がアップ","1","1800000000000","100629"
"36000","100630","魔法防御ダウン90秒","1006","バトル開始から90秒間、敵の魔法防御力がダウン","1","450000000000","100630"
"36000","100701","毎秒ＴＰアップ90秒","1007","バトル開始から90秒間、味方のＴＰが毎秒アップ","1","27160000000000","100701"
"36000","100702","ＴＰ50アップ","1007","バトル開始時、味方のＴＰが50アップ","1","26040000000000","100702"
"36000","100703","火傷ダメージ10秒","1007","バトル開始から10秒間、敵が火傷状態になる","1","25200000000000","100703"
"36000","100704","物理防御ダウン90秒","1007","バトル開始から90秒間、敵の物理防御力がダウン","1","24360000000000","100704"
"36000","100705","物理防御ダウン90秒","1007","バトル開始から90秒間、敵の物理防御力がダウン","1","23520000000000","100705"
"36000","100706","物理攻撃アップ90秒","1007","バトル開始から90秒間、味方の物理攻撃力がアップ","1","22400000000000","100706"
"36000","100707","魔法攻撃アップ90秒","1007","バトル開始から90秒間、味方の魔法攻撃力がアップ","1","21560000000000","100707"
"36000","100708","火傷ダメージ10秒","1007","バトル開始から10秒間、敵が火傷状態になる","1","20720000000000","100708"
"36000","100709","物理防御ダウン90秒","1007","バトル開始から90秒間、敵の物理防御力がダウン","1","19600000000000","100709"
"36000","100710","物理攻撃アップ90秒","1007","バトル開始から90秒間、味方の物理攻撃力がアップ","1","18760000000000","100710"
"36000","100711","毎秒ＴＰアップ90秒","1007","バトル開始から90秒間、味方のＴＰが毎秒アップ","1","17920000000000","100711"
"36000","100712","火傷ダメージ10秒","1007","バトル開始から10秒間、敵が火傷状態になる","1","16800000000000","100712"
"36000","100713","物理防御ダウン90秒","1007","バトル開始から90秒間、敵の物理防御力がダウン","1","15960000000000","100713"
"36000","100714","魔法防御ダウン90秒","1007","バトル開始から90秒間、敵の魔法防御力がダウン","1","15120000000000","100714"
"36000","100715","魔法攻撃アップ90秒","1007","バトル開始から90秒間、味方の魔法攻撃力がアップ","1","14280000000000","100715"
"36000","100716","物理攻撃アップ90秒","1007","バトル開始から90秒間、味方の物理攻撃力がアップ","1","13160000000000","100716"
"36000","100717","ＴＰ100アップ","1007","バトル開始時、味方のＴＰが100アップ","1","12320000000000","100717"
"36000","100718","物理防御ダウン90秒","1007","バトル開始から90秒間、敵の物理防御力がダウン","1","11480000000000","100718"
"36000","100719","魔法防御ダウン90秒","1007","バトル開始から90秒間、敵の魔法防御力がダウン","1","10360000000000","100719"
"36000","100720","物理攻撃アップ90秒","1007","バトル開始から90秒間、味方の物理攻撃力がアップ","1","9520000000000","100720"
"36000","100721","毎秒ＴＰアップ90秒","1007","バトル開始から90秒間、味方のＴＰが毎秒アップ","1","8680000000000","100721"
"36000","100722","ＴＰ150アップ","1007","バトル開始時、味方のＴＰが150アップ","1","7560000000000","100722"
"36000","100723","火傷ダメージ10秒","1007","バトル開始から10秒間、敵が火傷状態になる","1","6720000000000","100723"
"36000","100724","物理防御ダウン90秒","1007","バトル開始から90秒間、敵の物理防御力がダウン","1","5880000000000","100724"
"36000","100725","魔法防御ダウン90秒","1007","バトル開始から90秒間、敵の魔法防御力がダウン","1","5040000000000","100725"
"36000","100726","ＴＰ150アップ","1007","バトル開始時、味方のＴＰが150アップ","1","3920000000000","100726"
"36000","100727","無敵10秒","1007","バトル開始から10秒間、味方が無敵状態になる","1","3080000000000","100727"
"36000","100728","火傷ダメージ10秒","1007","バトル開始から10秒間、敵が火傷状態になる","1","2240000000000","100728"
"36000","100729","物理防御ダウン90秒","1007","バトル開始から90秒間、敵の物理防御力がダウン","1","1120000000000","100729"
"36000","100730","魔法防御ダウン90秒","1007","バトル開始から90秒間、敵の魔法防御力がダウン","1","280000000000","100730"
"36000","100801","毒ダメージ10秒","1008","バトル開始から10秒間、敵が毒状態になる","1","43650000000000","100801"
"36000","100802","物理攻撃ダウン90秒","1008","バトル開始から90秒間、敵の物理攻撃力がダウン","1","41850000000000","100802"
"36000","100803","物理攻撃ダウン90秒","1008","バトル開始から90秒間、敵の物理攻撃力がダウン","1","40500000000000","100803"
"36000","100804","物理防御ダウン90秒","1008","バトル開始から90秒間、敵の物理防御力がダウン","1","39150000000000","100804"
"36000","100805","物理防御ダウン90秒","1008","バトル開始から90秒間、敵の物理防御力がダウン","1","37800000000000","100805"
"36000","100806","物理攻撃ダウン90秒","1008","バトル開始から90秒間、敵の物理攻撃力がダウン","1","36000000000000","100806"
"36000","100807","物理攻撃ダウン90秒","1008","バトル開始から90秒間、敵の物理攻撃力がダウン","1","34650000000000","100807"
"36000","100808","物理防御ダウン90秒","1008","バトル開始から90秒間、敵の物理防御力がダウン","1","33300000000000","100808"
"36000","100809","物理防御ダウン90秒","1008","バトル開始から90秒間、敵の物理防御力がダウン","1","31500000000000","100809"
"36000","100810","魔法攻撃ダウン90秒","1008","バトル開始から90秒間、敵の魔法攻撃力がダウン","1","30150000000000","100810"
"36000","100811","毒ダメージ10秒","1008","バトル開始から10秒間、敵が毒状態になる","1","28800000000000","100811"
"36000","100812","物理攻撃ダウン90秒","1008","バトル開始から90秒間、敵の物理攻撃力がダウン","1","27000000000000","100812"
"36000","100813","物理攻撃ダウン90秒","1008","バトル開始から90秒間、敵の物理攻撃力がダウン","1","25650000000000","100813"
"36000","100814","物理防御ダウン90秒","1008","バトル開始から90秒間、敵の物理防御力がダウン","1","24300000000000","100814"
"36000","100815","魔法防御ダウン90秒","1008","バトル開始から90秒間、敵の魔法防御力がダウン","1","22950000000000","100815"
"36000","100816","物理攻撃ダウン90秒","1008","バトル開始から90秒間、敵の物理攻撃力がダウン","1","21150000000000","100816"
"36000","100817","物理攻撃ダウン90秒","1008","バトル開始から90秒間、敵の物理攻撃力がダウン","1","19800000000000","100817"
"36000","100818","物理防御ダウン90秒","1008","バトル開始から90秒間、敵の物理防御力がダウン","1","18450000000000","100818"
"36000","100819","魔法防御ダウン90秒","1008","バトル開始から90秒間、敵の魔法防御力がダウン","1","16650000000000","100819"
"36000","100820","物理攻撃ダウン90秒","1008","バトル開始から90秒間、敵の物理攻撃力がダウン","1","15300000000000","100820"
"36000","100821","毒ダメージ10秒","1008","バトル開始から10秒間、敵が毒状態になる","1","13950000000000","100821"
"36000","100822","物理攻撃ダウン90秒","1008","バトル開始から90秒間、敵の物理攻撃力がダウン","1","12150000000000","100822"
"36000","100823","物理攻撃ダウン90秒","1008","バトル開始から90秒間、敵の物理攻撃力がダウン","1","10800000000000","100823"
"36000","100824","物理防御ダウン90秒","1008","バトル開始から90秒間、敵の物理防御力がダウン","1","9450000000000","100824"
"36000","100825","物理防御ダウン90秒","1008","バトル開始から90秒間、敵の物理防御力がダウン","1","8100000000000","100825"
"36000","100826","ＴＰ150アップ","1008","バトル開始時、味方のＴＰが150アップ","1","6300000000000","100826"
"36000","100827","無敵10秒","1008","バトル開始から10秒間、味方が無敵状態になる","1","4950000000000","100827"
"36000","100828","物理防御ダウン90秒","1008","バトル開始から90秒間、敵の物理防御力がダウン","1","3600000000000","100828"
"36000","100829","魔法防御ダウン90秒","1008","バトル開始から90秒間、敵の魔法防御力がダウン","1","1800000000000","100829"
"36000","100830","毒ダメージ10秒","1008","バトル開始から10秒間、敵が毒状態になる","1","450000000000","100830"
