ff35ec30a7e50a4668a43e435e6582d52f9673e84a287e67eec98305ac54b98a,f7f87db83d72f6879788afab50d888c879201a47c59d172d3ade6ba3b695e98e,0dac6e201ec63f855406227ac610fd63639b477c1100d6bc9281bd95299ec845,bd6320ec92bb05871b8f745c6e9322b80b0736223b277857da38acb338c4ae64,066d365a27488a51b6d14358497acd9aef38dce17606875811c61e43d2470d69,f2fe0e1658dc0bd0b9326800335188f158d14097149ddd03ecd9407e522a2aa0,c50d7e2f68a80a1761d8391fc1207be267ec937213dd9bb57a16beec2ac6e62d,139cf14f0e4b56deff38adaa7307ea224fc6d1425cf55aa8952b941d7aabda09,3dc4721a6d4b4e4c2c2d69099f3a51f30f09a4cac1da8151f0e9709dc1354c28,95f9df115b9771c1dabe4a396198f0e9d40944ba04eccc49d30c89ad3a98d6e3,ea782b42c5af91c95ecbb00f39401fd7e36c0dde26a521a1ec0f2fa1c5af1d27
"23","","","se_fpc_water_random","","151","","se_10053800","","","11510001"
"1","22","cmn_swm_flutterKick","<unit_id>","-180","151","1.75","1","-850","0","11510002"
"31","-850","","1","1","151","1","1","-180","","11510003"
"91","","","0","","151","","0","","","11510004"
"2","-180","","1050","","151","","<unit_id>","10","","11510005"
"33","-180","","1050","","151","","1","10","","11510006"
"23","","","se_fpc_water_random","","201","","se_10053800","","","12010001"
"1","22","cmn_swm_breastStroke","<unit_id>","-180","201","1.75","1","-850","0","12010002"
"31","-850","","2","1","201","1","2","-180","","12010003"
"91","","","0","","201","","0","","","12010004"
"2","-180","","850","","201","","<unit_id>","10","","12010005"
"33","-180","","850","","201","","2","10","","12010006"
"23","","","se_fpc_water_random","","251","","se_10053800","","","12510001"
"1","22","cmn_swm_diving","<unit_id>","-180","251","1.75","1","-850","0","12510002"
"31","-850","","9","1","251","1","9","-180","","12510003"
"91","","","0","","251","","0","","","12510004"
"2","-180","","850","","251","","<unit_id>","10","","12510005"
"33","-180","","850","","251","","9","10","","12510006"
"23","","","se_fpc_water_random","","301","","se_10053800","","","13010001"
"1","23","cmn_swm_flutterKick_floatRing","<unit_id>","-180","301","1.75","1","-850","0","13010002"
"5","22","cmn_swm_flutterKick_floatRing_pink","1","-180","301","1.75","1","-850","0","13010003"
"31","-850","","1","1","301","1","1","-180","","13010004"
"91","","","0","","301","","0","","","13010005"
"2","-180","","1050","","301","","<unit_id>","10","","13010006"
"2","-180","","1050","","301","","1","10","","13010007"
"33","-180","","1050","","301","","1","10","","13010008"
"23","","","se_fpc_water_random","","302","","se_10053800","","","13020001"
"1","23","cmn_swm_flutterKick_floatRing","<unit_id>","-180","302","1.75","1","-850","0","13020002"
"5","22","cmn_swm_flutterKick_floatRing_blue","1","-180","302","1.75","1","-850","0","13020003"
"31","-850","","1","1","302","1","1","-180","","13020004"
"91","","","0","","302","","0","","","13020005"
"2","-180","","1050","","302","","<unit_id>","10","","13020006"
"2","-180","","1050","","302","","1","10","","13020007"
"33","-180","","1050","","302","","1","10","","13020008"
"23","","","se_fpc_water_random","","303","","se_10053800","","","13030001"
"1","23","cmn_swm_flutterKick_floatRing","<unit_id>","-180","303","1.75","1","-850","0","13030002"
"5","22","cmn_swm_flutterKick_floatRing","1","-180","303","1.75","1","-850","0","13030003"
"31","-850","","1","1","303","1","1","-180","","13030004"
"91","","","0","","303","","0","","","13030005"
"2","-180","","1050","","303","","<unit_id>","10","","13030006"
"2","-180","","1050","","303","","1","10","","13030007"
"33","-180","","1050","","303","","1","10","","13030008"
"23","","","se_fpc_water_random","","351","","se_10053800","","","13510001"
"1","23","cmn_swm_flutterKick_floatRing","<unit_id>","-180","351","1.75","1","-850","0","13510002"
"5","22","cmn_swm_flutterKick_floatBoad","1","-180","351","1.75","1","-850","0","13510003"
"31","-850","","1","1","351","1","1","-180","","13510004"
"91","","","0","","351","","0","","","13510005"
"2","-180","","1050","","351","","<unit_id>","10","","13510006"
"2","-180","","1050","","351","","1","10","","13510007"
"33","-180","","1050","","351","","1","10","","13510008"
"23","","","se_fpc_water_random","","352","","se_10053800","","","13520001"
"1","23","cmn_swm_flutterKick_floatRing","<unit_id>","-180","352","1.75","1","-850","0","13520002"
"5","22","cmn_swm_flutterKick_floatBoad_blue","1","-180","352","1.75","1","-850","0","13520003"
"31","-850","","1","1","352","1","1","-180","","13520004"
"91","","","0","","352","","0","","","13520005"
"2","-180","","1050","","352","","<unit_id>","10","","13520006"
"2","-180","","1050","","352","","1","10","","13520007"
"33","-180","","1050","","352","","1","10","","13520008"
"23","","","se_fpc_water_random","","401","","se_10053800","","","14010001"
"1","22","cmn_float","<unit_id>","-180","401","1.75","1","-850","0","14010002"
"31","-850","","6","1","401","1","6","-180","","14010003"
"91","","","0","","401","","0","","","14010004"
"2","-180","","1050","","401","","<unit_id>","10","","14010005"
"33","-180","","1050","","401","","6","10","","14010006"
"23","","","se_fpc_water_random","","402","","se_10053800","","","14020001"
"1","22","cmn_float_4","<unit_id>","-180","402","1.75","1","-850","0","14020002"
"31","-850","","6","1","402","1","6","-180","","14020003"
"91","","","0","","402","","0","","","14020004"
"2","-180","","1050","","402","","<unit_id>","10","","14020005"
"33","-180","","1050","","402","","6","10","","14020006"
"23","","","se_fpc_water_random","","451","","se_10053800","","","14510001"
"1","22","cmn_crawl","<unit_id>","-180","451","1.75","1","-850","0","14510002"
"31","-850","","1","1","451","1","1","-180","","14510003"
"91","","","0","","451","","0","","","14510004"
"2","-180","","1050","","451","","<unit_id>","10","","14510005"
"33","-180","","1050","","451","","1","10","","14510006"
"23","","","se_fpc_water_random","","501","","se_10053800","","","15010001"
"1","45","cmn_surfing","<unit_id>","-250","501","1.75","1","-850","0","15010002"
"5","44","cmn_surfing","6","-250","501","1.75","6","-850","0","15010003"
"31","-850","","11","1","501","1","11","-250","","15010004"
"91","","","0","","501","","0","","","15010005"
"2","-250","","1800","","501","","<unit_id>","6","","15010006"
"2","-250","","1800","","501","","6","6","","15010007"
"33","-250","","1800","","501","","11","6","","15010008"
"23","","","se_10053800_surfing_wave","","501","","se_10053800","","","15010009"
"23","","","se_fpc_water_random","","851","","se_10053800","","","18510001"
"1","45","cmn_surfing","107511","-125","851","1.75","1","-850","0","18510002"
"1","45","cmn_surfing","107611","-250","851","1.75","1","-1100","0","18510003"
"1","45","cmn_surfing","107811","-125","851","1.75","1","-1350","0","18510004"
"5","44","cmn_surfing","1","-125","851","1.75","6","-850","0","18510005"
"5","44","cmn_surfing","2","-250","851","1.75","6","-1100","0","18510006"
"5","44","cmn_surfing","3","-125","851","1.75","6","-1350","0","18510007"
"31","-850","","1","1","851","1","11","-125","","18510008"
"31","-1100","","2","1","851","1","11","-250","","18510009"
"31","-1350","","3","1","851","1","11","-125","","18510010"
"2","-125","","2350","","851","","107511","6","","18510011"
"2","-250","","2100","","851","","107611","6","","18510012"
"2","-125","","1850","","851","","107811","6","","18510013"
"2","-125","","2350","","851","","1","6","","18510014"
"2","-250","","2100","","851","","2","6","","18510015"
"2","-125","","1850","","851","","3","6","","18510016"
"33","-125","","2350","","851","","1","6","","18510017"
"33","-250","","2100","","851","","2","6","","18510018"
"33","-125","","1850","","851","","3","6","","18510019"
"23","","","se_10053800_surfing_wave","","851","","se_10053800","","","18510020"
"93","","","","","851","","0.3","","","18510021"
"21","","","vo_fpc_85101","","851","","vo_fpc","0","","18510022"
"23","","","se_fpc_water_random","","852","","se_10053800","","","18520001"
"1","13","cmn_swm_flutterKick_floatRing","122411","-125","852","1.75","1","-850","0","18520002"
"1","33","cmn_swm_flutterKick_floatRing","122511","-250","852","1.75","1","-1100","0","18520003"
"1","13","cmn_swm_flutterKick_floatRing","122611","-125","852","1.75","1","-1350","0","18520004"
"5","12","cmn_swm_flutterKick_floatRing","1","-125","852","1.75","1","-850","0","18520005"
"5","32","cmn_swm_flutterKick_floatRing_blue","2","-250","852","1.75","1","-1100","0","18520006"
"5","12","cmn_swm_flutterKick_floatRing_pink","3","-125","852","1.75","1","-1350","0","18520007"
"31","-850","","1","1","852","1","7","-125","","18520008"
"31","-1100","","2","1","852","1","1","-250","","18520009"
"31","-1350","","3","1","852","1","7","-125","","18520010"
"2","-125","","1750","","852","","122411","10","","18520011"
"2","-250","","1500","","852","","122511","10","","18520012"
"2","-125","","1250","","852","","122611","10","","18520013"
"2","-125","","1750","","852","","1","10","","18520014"
"2","-250","","1500","","852","","2","10","","18520015"
"2","-125","","1250","","852","","3","10","","18520016"
"33","-125","","1750","","852","","1","10","","18520017"
"33","-250","","1500","","852","","2","10","","18520018"
"33","-125","","1250","","852","","3","10","","18520019"
"23","","","se_fpc_water_random","","853","","se_10053800","","","18530001"
"1","12","cmn_swm_breastStroke","117211","-125","853","1.75","1","-850","0","18530002"
"1","32","cmn_swm_breastStroke","117311","-250","853","1.75","1","-1100","0","18530003"
"1","12","cmn_swm_breastStroke","117411","-125","853","1.75","1","-1350","0","18530004"
"31","-850","","1","1","853","1","2","-125","","18530005"
"31","-1100","","2","1","853","1","2","-250","","18530006"
"31","-1350","","3","1","853","1","2","-125","","18530007"
"2","-125","","1750","","853","","117211","10","","18530008"
"2","-250","","1500","","853","","117311","10","","18530009"
"2","-125","","1250","","853","","117411","10","","18530010"
"33","-125","","1750","","853","","1","10","","18530011"
"33","-250","","1500","","853","","2","10","","18530012"
"33","-125","","1250","","853","","3","10","","18530013"
"23","","","se_fpc_water_random","","854","","se_10053800","","","18540001"
"1","13","cmn_swm_flutterKick_floatRing","122711","-125","854","1.75","1","-850","0","18540002"
"1","33","cmn_swm_flutterKick_floatRing","122811","-250","854","1.75","1","-1100","0","18540003"
"1","13","cmn_swm_flutterKick_floatRing","122911","-125","854","1.75","1","-1350","0","18540004"
"5","12","cmn_swm_flutterKick_floatBoad","1","-125","854","1.75","1","-850","0","18540005"
"5","32","cmn_swm_flutterKick_floatBoad_blue","2","-250","854","1.75","1","-1100","0","18540006"
"5","12","cmn_swm_flutterKick_floatBoad","3","-125","854","1.75","1","-1350","0","18540007"
"31","-850","","1","1","854","1","7","-125","","18540008"
"31","-1100","","2","1","854","1","1","-250","","18540009"
"31","-1350","","3","1","854","1","7","-125","","18540010"
"2","-125","","1750","","854","","122711","10","","18540011"
"2","-250","","1500","","854","","122811","10","","18540012"
"2","-125","","1250","","854","","122911","10","","18540013"
"2","-125","","1750","","854","","1","10","","18540014"
"2","-250","","1500","","854","","2","10","","18540015"
"2","-125","","1250","","854","","3","10","","18540016"
"33","-125","","1750","","854","","1","10","","18540017"
"33","-250","","1500","","854","","2","10","","18540018"
"33","-125","","1250","","854","","3","10","","18540019"
"23","","","se_fpc_water_random","","855","","se_10053800","","","18550001"
"1","13","cmn_swm_flutterKick_floatRing","113411","-125","855","1.75","1","-850","0","18550002"
"1","33","cmn_swm_flutterKick_floatRing","113511","-250","855","1.75","1","-1100","0","18550003"
"5","12","cmn_swm_flutterKick_floatBoad","1","-125","855","1.75","1","-850","0","18550004"
"5","32","cmn_swm_flutterKick_floatBoad_blue","2","-250","855","1.75","1","-1100","0","18550005"
"31","-850","","1","1","855","1","7","-125","","18550006"
"31","-1100","","2","1","855","1","1","-250","","18550007"
"2","-125","","1750","","855","","113411","10","","18550008"
"2","-250","","1500","","855","","113511","10","","18550009"
"2","-125","","1750","","855","","1","10","","18550010"
"2","-250","","1500","","855","","2","10","","18550011"
"33","-125","","1750","","855","","1","10","","18550012"
"33","-250","","1500","","855","","2","10","","18550013"
"23","","","se_fpc_water_random","","856","","se_10053800","","","18560001"
"1","13","cmn_swm_tread","110311","-125","856","1.75","1","-850","0","18560002"
"1","33","cmn_swm_tread","107711","-250","856","1.75","1","-1100","0","18560003"
"5","12","cmn_swm_tread_pink","1","-125","856","1.75","1","-850","0","18560004"
"5","32","cmn_swm_tread","2","-250","856","1.75","1","-1100","0","18560005"
"31","-850","","1","1","856","1","13","-125","","18560006"
"31","-1100","","2","1","856","1","3","-250","","18560007"
"2","-125","","1750","","856","","110311","13.5","","18560008"
"2","-250","","1500","","856","","107711","13.5","","18560009"
"2","-125","","1750","","856","","1","13.5","","18560010"
"2","-250","","1500","","856","","2","13.5","","18560011"
"33","-125","","1750","","856","","1","13.5","","18560012"
"33","-250","","1500","","856","","2","13.5","","18560013"
"23","","","se_fpc_water_random","","857","","se_10053800","","","18570001"
"1","13","cmn_swm_tread","110411","-125","857","1.75","1","-850","0","18570002"
"1","33","cmn_swm_tread","110511","-250","857","1.75","1","-1100","0","18570003"
"1","13","cmn_swm_tread","115711","-125","857","1.75","1","-1350","0","18570004"
"1","33","cmn_boat_relax","110611","-250","857","1.75","1","-1600","0","18570005"
"5","12","cmn_swm_tread_blue","1","-125","857","1.75","1","-850","0","18570006"
"5","32","cmn_swm_tread","2","-250","857","1.75","1","-1100","0","18570007"
"5","12","cmn_swm_tread_pink","3","-125","857","1.75","1","-1350","0","18570008"
"5","32","cmn_boat_idle_l","4","-250","857","1.75","2","-1600","0","18570009"
"31","-850","","1","1","857","1","13","-125","","18570010"
"31","-1100","","2","1","857","1","3","-250","","18570011"
"31","-1350","","3","1","857","1","13","-125","","18570012"
"31","-1600","","4","1","857","1","116","-250","","18570013"
"2","-125","","1750","","857","","110411","13.5","","18570014"
"2","-250","","1500","","857","","110511","13.5","","18570015"
"2","-125","","1250","","857","","115711","13.5","","18570016"
"2","-250","","1000","","857","","110611","13.5","","18570017"
"2","-125","","1750","","857","","1","13.5","","18570018"
"2","-250","","1500","","857","","2","13.5","","18570019"
"2","-125","","1250","","857","","3","13.5","","18570020"
"2","-250","","1000","","857","","4","13.5","","18570021"
"33","-125","","1750","","857","","1","13.5","","18570022"
"33","-250","","1500","","857","","2","13.5","","18570023"
"33","-125","","1250","","857","","3","13.5","","18570024"
"33","-250","","1000","","857","","4","13.5","","18570025"
"23","","","se_fpc_water_random","","858","","se_10053800","","","18580001"
"1","13","cmn_swm_tread","126711","-125","858","1.75","1","-850","0","18580002"
"1","13","cmn_swm_tread","126711","-125","858","1.75","1","-850","0","18580003"
"1","33","cmn_swm_tread","126811","-250","858","1.75","1","-1100","0","18580004"
"1","13","cmn_swm_tread","108011","-125","858","1.75","1","-1350","0","18580005"
"1","33","cmn_boat_cat","107911","-250","858","1.75","1","-1600","0","18580006"
"5","12","cmn_swm_tread_pink","1","-125","858","1.75","1","-850","0","18580007"
"5","32","cmn_swm_tread","2","-250","858","1.75","1","-1100","0","18580008"
"5","12","cmn_swm_tread_blue","3","-125","858","1.75","1","-1350","0","18580009"
"5","32","cmn_boat_idle_l","4","-250","858","1.75","2","-1600","0","18580010"
"31","-850","","1","1","858","1","13","-125","","18580011"
"31","-1100","","2","1","858","1","3","-250","","18580012"
"31","-1350","","3","1","858","1","13","-125","","18580013"
"31","-1600","","4","1","858","1","116","-250","","18580014"
"2","-125","","1750","","858","","126711","13.5","","18580015"
"2","-250","","1500","","858","","126811","13.5","","18580016"
"2","-125","","1250","","858","","108011","13.5","","18580017"
"2","-250","","1000","","858","","107911","13.5","","18580018"
"2","-125","","1750","","858","","1","13.5","","18580019"
"2","-250","","1500","","858","","2","13.5","","18580020"
"2","-125","","1250","","858","","3","13.5","","18580021"
"2","-250","","1000","","858","","4","13.5","","18580022"
"33","-125","","1750","","858","","1","13.5","","18580023"
"33","-250","","1500","","858","","2","13.5","","18580024"
"33","-125","","1250","","858","","3","13.5","","18580025"
"33","-250","","1000","","858","","4","13.5","","18580026"
"23","","","se_fpc_water_random","","859","","se_10053800","","","18590001"
"1","45","cmn_surfing","113111","-125","859","1.75","1","-850","0","18590002"
"1","45","cmn_surfing","113211","-250","859","1.75","1","-1100","0","18590003"
"1","45","cmn_surfing","113311","-125","859","1.75","1","-1350","0","18590004"
"1","45","cmn_surfing","117011","-250","859","1.75","1","-1600","0","18590005"
"5","44","cmn_surfing","1","-125","859","1.75","6","-850","0","18590006"
"5","44","cmn_surfing","2","-250","859","1.75","6","-1100","0","18590007"
"5","44","cmn_surfing","3","-125","859","1.75","6","-1350","0","18590008"
"5","44","cmn_surfing","4","-250","859","1.75","6","-1600","0","18590009"
"31","-850","","1","1","859","1","11","-125","","18590010"
"31","-1100","","2","1","859","1","11","-250","","18590011"
"31","-1350","","3","1","859","1","11","-125","","18590012"
"31","-1600","","4","1","859","1","11","-250","","18590013"
"2","-125","","2350","","859","","113111","6","","18590014"
"2","-250","","2100","","859","","113211","6","","18590015"
"2","-125","","1850","","859","","113311","6","","18590016"
"2","-250","","1600","","859","","117011","6","","18590017"
"2","-125","","2350","","859","","1","6","","18590018"
"2","-250","","2100","","859","","2","6","","18590019"
"2","-125","","1850","","859","","3","6","","18590020"
"2","-250","","1600","","859","","4","6","","18590021"
"33","-125","","2350","","859","","1","6","","18590022"
"33","-250","","2100","","859","","2","6","","18590023"
"33","-125","","1850","","859","","3","6","","18590024"
"33","-250","","1600","","859","","4","6","","18590025"
"23","","","se_10053800_surfing_wave","","859","","se_10053800","","","18590026"
"93","","","","","859","","0.3","","","18590027"
"21","","","vo_fpc_85901","","859","","vo_fpc","0","","18590028"
"23","","","se_fpc_water_random","","860","","se_10053800","","","18600001"
"1","23","cmn_boat_relax_l","110011","-180","860","1.75","1","-850","0","18600002"
"1","23","cmn_boat_relax","110111","-180","860","1.75","1","-1200","0","18600003"
"5","22","cmn_boat_idle_blue","1","-180","860","1.75","2","-850","0","18600004"
"5","22","cmn_boat_idle_l","2","-180","860","1.75","2","-1200","0","18600005"
"31","-850","","1","1","860","1","116","-180","","18600006"
"31","-1200","","2","1","860","1","116","-180","","18600007"
"2","-180","","1750","","860","","110011","13.5","","18600008"
"2","-180","","1400","","860","","110111","13.5","","18600009"
"2","-180","","1750","","860","","1","13.5","","18600010"
"2","-180","","1400","","860","","2","13.5","","18600011"
"33","-180","","1750","","860","","1","13.5","","18600012"
"33","-180","","1400","","860","","2","13.5","","18600013"
"93","","","","","860","","2.7","","","18600014"
"21","","","vo_fpc_86001","","860","","vo_fpc","0","","18600015"
"23","","","se_fpc_water_random","","861","","se_10053800","","","18610001"
"1","13","cmn_swm_tread","129511","-125","861","1.75","1","-850","0","18610002"
"1","33","cmn_swm_tread","129411","-250","861","1.75","1","-1100","0","18610003"
"1","13","cmn_swm_tread","129311","-125","861","1.75","1","-1350","0","18610004"
"5","12","cmn_swm_tread_pink","1","-125","861","1.75","1","-850","0","18610005"
"5","32","cmn_swm_tread_blue","2","-250","861","1.75","1","-1100","0","18610006"
"5","12","cmn_swm_tread","3","-125","861","1.75","1","-1350","0","18610007"
"31","-850","","1","1","861","1","13","-125","","18610008"
"31","-1100","","2","1","861","1","3","-250","","18610009"
"31","-1350","","3","1","861","1","13","-125","","18610010"
"2","-125","","1750","","861","","129511","13.5","","18610011"
"2","-250","","1500","","861","","129411","13.5","","18610012"
"2","-125","","1250","","861","","129311","13.5","","18610013"
"2","-125","","1750","","861","","1","13.5","","18610014"
"2","-250","","1500","","861","","2","13.5","","18610015"
"2","-125","","1250","","861","","3","13.5","","18610016"
"33","-125","","1750","","861","","1","13.5","","18610017"
"33","-250","","1500","","861","","2","13.5","","18610018"
"33","-125","","1250","","861","","3","13.5","","18610019"
"23","","","se_fpc_water_random","","862","","se_10053800","","","18620001"
"1","13","cmn_swm_tread","126711","-125","862","1.75","1","-850","0","18620002"
"1","33","cmn_swm_tread","126811","-250","862","1.75","1","-1100","0","18620003"
"5","22","02_neneka_floatRing","21","-180","862","1.66","21","-1350","0","18620004"
"5","12","cmn_swm_tread","1","-125","862","1.75","1","-850","0","18620005"
"5","32","cmn_swm_tread_blue","2","-250","862","1.75","1","-1100","0","18620006"
"31","-850","","1","1","862","1","13","-125","","18620007"
"31","-1100","","2","1","862","1","3","-250","","18620008"
"31","-1350","","3","1","862","1","102","-180","","18620009"
"2","-125","","1750","","862","","126711","13.5","","18620010"
"2","-250","","1500","","862","","126811","13.5","","18620011"
"2","-180","","1250","","862","","21","13.5","","18620012"
"2","-125","","1750","","862","","1","13.5","","18620013"
"2","-250","","1500","","862","","2","13.5","","18620014"
"33","-125","","1750","","862","","1","13.5","","18620015"
"33","-250","","1500","","862","","2","13.5","","18620016"
"33","-180","","1250","","862","","3","13.5","","18620017"
"23","","","se_fpc_water_random","","863","","se_10053800","","","18630001"
"1","22","cmn_float","126911","-180","863","1.75","1","-1100","1","18630002"
"1","12","cmn_float","127011","-125","863","1.75","1","-1350","0","18630003"
"1","22","cmn_float","127111","-180","863","1.75","1","-1600","0","18630004"
"31","-1070","","2","1","863","1","6","-180","","18630005"
"31","-1350","","3","1","863","1","6","-125","","18630006"
"31","-1600","","4","1","863","1","6","-180","","18630007"
"2","-180","","1500","","863","","126911","13.5","","18630008"
"2","-125","","1250","","863","","127011","13.5","","18630009"
"2","-180","","1000","","863","","127111","13.5","","18630010"
"33","-180","","1530","","863","","2","13.5","","18630011"
"33","-125","","1250","","863","","3","13.5","","18630012"
"33","-180","","1000","","863","","4","13.5","","18630013"
"93","","","","","863","","2.3","","","18630014"
"21","","","vo_fpc_86301","","863","","vo_fpc","0","","18630015"
"23","","","se_fpc_water_random","","864","","se_10053800","","","18640001"
"1","45","cmn_surfing","107811","-125","864","1.75","1","-850","0","18640002"
"1","45","cmn_surfing","110011","-250","864","1.75","1","-1100","0","18640003"
"5","44","cmn_surfing","1","-125","864","1.75","6","-850","0","18640004"
"5","44","cmn_surfing","2","-250","864","1.75","6","-1100","0","18640005"
"31","-850","","1","1","864","1","11","-125","","18640006"
"31","-1100","","2","1","864","1","11","-250","","18640007"
"2","-125","","2350","","864","","107811","6","","18640008"
"2","-250","","2100","","864","","110011","6","","18640009"
"2","-125","","2350","","864","","1","6","","18640010"
"2","-250","","2100","","864","","2","6","","18640011"
"33","-125","","2350","","864","","1","6","","18640012"
"33","-250","","2100","","864","","2","6","","18640013"
"23","","","se_10053800_surfing_wave","","864","","se_10053800","","","18640014"
"93","","","","","864","","0.2","","","18640015"
"21","","","vo_fpc_86401","","864","","vo_fpc","0","","18640016"
"23","","","se_fpc_water_random","","865","","se_10053800","","","18650001"
"1","13","cmn_swm_flutterKick_floatRing","110311","-125","865","1.75","1","-850","0","18650002"
"1","33","cmn_swm_flutterKick_floatRing","113111","-250","865","1.75","1","-1100","0","18650003"
"5","12","cmn_swm_flutterKick_floatRing_pink","1","-125","865","1.75","1","-850","0","18650004"
"5","32","cmn_swm_flutterKick_floatRing_blue","2","-250","865","1.75","1","-1100","0","18650005"
"31","-850","","1","1","865","1","7","-125","","18650006"
"31","-1100","","2","1","865","1","1","-250","","18650007"
"2","-125","","1750","","865","","110311","10","","18650008"
"2","-250","","1500","","865","","113111","10","","18650009"
"2","-125","","1750","","865","","1","10","","18650010"
"2","-250","","1500","","865","","2","10","","18650011"
"33","-125","","1750","","865","","1","10","","18650012"
"33","-250","","1500","","865","","2","10","","18650013"
"23","","","se_fpc_water_random","","866","","se_10053800","","","18660001"
"1","13","cmn_swm_flutterKick_floatRing","113411","-125","866","1.75","1","-850","0","18660002"
"1","33","cmn_swm_flutterKick_floatRing","115711","-250","866","1.75","1","-1100","0","18660003"
"5","12","cmn_swm_flutterKick_floatRing_pink","1","-125","866","1.75","1","-850","0","18660004"
"5","32","cmn_swm_flutterKick_floatRing_blue","2","-250","866","1.75","1","-1100","0","18660005"
"31","-850","","1","1","866","1","7","-125","","18660006"
"31","-1100","","2","1","866","1","1","-250","","18660007"
"2","-125","","1750","","866","","113411","10","","18660008"
"2","-250","","1500","","866","","115711","10","","18660009"
"2","-125","","1750","","866","","1","10","","18660010"
"2","-250","","1500","","866","","2","10","","18660011"
"33","-125","","1750","","866","","1","10","","18660012"
"33","-250","","1500","","866","","2","10","","18660013"
"23","","","se_fpc_water_random","","867","","se_10053800","","","18670001"
"1","13","cmn_swm_tread","113211","-125","867","1.75","1","-850","0","18670002"
"1","33","cmn_swm_tread","127111","-250","867","1.75","1","-1100","0","18670003"
"5","12","cmn_swm_tread_pink","1","-125","867","1.75","1","-850","0","18670004"
"5","32","cmn_swm_tread_blue","2","-250","867","1.75","1","-1100","0","18670005"
"31","-850","","1","1","867","1","13","-125","","18670006"
"31","-1100","","2","1","867","1","3","-250","","18670007"
"2","-125","","1750","","867","","113211","13.5","","18670008"
"2","-250","","1500","","867","","127111","13.5","","18670009"
"2","-125","","1750","","867","","1","13.5","","18670010"
"2","-250","","1500","","867","","2","13.5","","18670011"
"33","-125","","1750","","867","","1","13.5","","18670012"
"33","-250","","1500","","867","","2","13.5","","18670013"
"23","","","se_fpc_water_random","","868","","se_10053800","","","18680001"
"1","12","cmn_swm_diving","117011","-125","868","1.75","1","-850","0","18680002"
"1","22","cmn_swm_diving","117111","-180","868","1.75","1","-1100","0","18680003"
"31","-850","","1","1","868","1","9","-125","","18680004"
"31","-1100","","2","1","868","1","9","-180","","18680005"
"2","-125","","1750","","868","","117011","13.5","","18680006"
"2","-180","","1500","","868","","117111","13.5","","18680007"
"33","-125","","1750","","868","","1","13.5","","18680008"
"33","-180","","1500","","868","","2","13.5","","18680009"
"23","","","se_fpc_water_random","","869","","se_10053800","","","18690001"
"1","13","cmn_swm_flutterKick_floatRing","110511","-125","869","1.75","1","-850","0","18690002"
"1","33","cmn_swm_flutterKick_floatRing","110011","-250","869","1.75","1","-1100","0","18690003"
"5","12","cmn_swm_flutterKick_floatBoad","1","-125","869","1.75","1","-850","0","18690004"
"5","32","cmn_swm_flutterKick_floatBoad_blue","2","-250","869","1.75","1","-1100","0","18690005"
"31","-850","","1","1","869","1","7","-125","","18690006"
