902eb12c61149acc64f4447f309a47edb0b12362597b2d2cbbe8449356d78ee0,efcbae17e80aa0d5f7cba5a0451067af8d603f362aba219542ff3bc66a8cf006,3156f5c19f5aeae71309ec9b804c97ddf4547a84218c910be657573b3480fc8f,fad1902bd090340f6b977ce904c366ae86455727e49c5a8a125a4c9a6ce0644f,0382f6965d6b0ba3c005dfac43c1ac9d650a8b9926b094383e576fb3830c6d67,99480ef9cc1cbdca722f0c8e17ccb8592e0da230fa085a6fd1d459638880d074,f3e99e8b684fa288c97ad9dc6d944c0a5439beda8ef983f46d99dfab14942cf8,c83c7e787d2c3c2e71d54763664e2918f868a616d854d0c7101ff1cb7d1e5c59,4231da4d413b251c5117da4f07dc20a1c8fb77bc51f5066b1775bb346dedf502,0283c3b950dfcbde9fe06fb82d3962ceb7cfb07b10e5fdc9edf4c247712e8b4c,c688faf78d1620f8217219eccc64a13bd5178c87282c85fc9f322958fd7cf1fa
"3015","0","3","","","","","32","","130150014",""
"3015","0","1.5","","","","","93","","130150015",""
"3015","joy","1000001","0","","0.2","","3","","130150016",""
"3015","0","1.7","","","","","93","","130150017",""
"3015","run_gatein","1000001","1","","0","","3","","130150018",""
"3015","450","1000001","-195","0","","","2","1","130150019",""
"3015","1","0.5","","","","","93","","130150020",""
"3015","1","1000001","1","0","0.4","","6","1","130150021","0"
"3015","0","0.4","","","","","93","","130150022",""
"3015","","1","","","","","113","","130150023",""
"3016","6","6","345.4","1","0","","31","0","130160001",""
"3016","8","8","345.4","1","0","","31","0","130160002",""
"3016","301600","301600","345.4","1","0","","31","-80","130160003",""
"3016","301601","301601","345.4","1","0","","31","0","130160004",""
"3016","990002","990002","345.4","1","1","","31","0","130160005",""
"3016","","0","","","","","91","","130160006",""
"3016","1.05","1.05","1.05","7.4","0","","123","1.05","130160007",""
"3016","wait","1000001","0","","0.2","","3","","130160008",""
"3016","1","2","","","","","35","","130160009",""
"3016","0","5.4","","","","","93","","130160010",""
"3016","0.95","0.95","0.95","0.4","0","","123","0.95","130160011",""
"3016","1","8","","","","","32","","130160012",""
"3016","0","8","","","","","35","","130160013",""
"3016","1","301600","","","","","32","","130160014",""
"3016","1","6","","","","","32","","130160015",""
"3016","0","0.1","","","","","93","","130160016",""
"3016","0","2","","","","","32","","130160017",""
"3016","0","3","","","","","32","","130160018",""
"3016","glad","1000001","0","","0.1","","3","","130160019",""
"3016","se_travel_treasure_success_butterfly","se_travel","0","","","","23","","130160020",""
"3016","0","0.5","","","","","93","","130160021",""
"3016","1","8","","","","","35","","130160022",""
"3016","0","1.1","","","","","93","","130160023",""
"3016","1","301601","","","","","32","","130160024",""
"3016","1","996","","","","","32","","130160025",""
"3016","joy","1000001","0","","0.2","","3","","130160026",""
"3016","0","1.67","","","","","93","","130160027",""
"3016","run_gatein","1000001","1","","0","","3","","130160028",""
"3016","se_travel_treasure_cha_run","se_travel","0","","","","23","","130160029",""
"3016","450","1000001","-195","0","","","2","1","130160030",""
"3016","1","0.5","","","","","93","","130160031",""
"3016","1","1000001","1","0","0.4","","6","1","130160032","0"
"3016","0","0.4","","","","","93","","130160033",""
"3016","","1","","","","","113","","130160034",""
"3017","310000","310000","345.4","1","0","","31","0","130170001",""
"3017","310001","310001","0","1","0","","31","0","130170002",""
"3017","301700","301700","345.4","1","0","","31","0","130170003",""
"3017","301701","301701","740","1","0","","31","-115","130170004",""
"3017","301702","301702","345.4","1","0","","31","0","130170005",""
"3017","301703","301703","345.4","1","0","","31","0","130170006",""
"3017","15","5","100","-235","0.44","empty","5","610","130170007","0"
"3017","16","5","55","-235","0.44","empty","5","610","130170008","0"
"3017","","0","","","","","91","","130170009",""
"3017","1.05","1.05","1.05","7.4","0","","123","1.05","130170010",""
"3017","wait","1000001","0","","0.2","","3","","130170011",""
"3017","1","2","","","","","35","","130170012",""
"3017","0","5.4","","","","","93","","130170013",""
"3017","0.95","0.95","0.95","0.3","0","","123","0.95","130170014",""
"3017","1","310000","","","","","32","","130170015",""
"3017","1","310001","","","","","32","","130170016",""
"3017","0","0.2","","","","","93","","130170017",""
"3017","50","50","0.6","","","","122","","130170018",""
"3017","shock","1000001","0","","0.2","","3","","130170019",""
"3017","0","1.6","","","","","93","","130170020",""
"3017","1","301700","","","","","32","","130170021",""
"3017","0","1.2","","","","","93","","130170022",""
"3017","se_travel_treasure_croce_ui","se_travel","0","","","","23","","130170023",""
"3017","punch","15","0","","","","3","","130170024",""
"3017","punch_B","16","0","","","","3","","130170025",""
"3017","0","0.2","","","","","93","","130170026",""
"3017","1.05","1.05","1.05","0.1","11","","123","1.05","130170027",""
"3017","0","0.1","","","","","93","","130170028",""
"3017","0.95","0.95","0.95","0.3","0","","123","0.95","130170029",""
"3017","0","1","","","","","93","","130170030",""
"3017","se_travel_treasure_croce_door","se_travel","0","","","","23","","130170031",""
"3017","0","0.4","","","","","93","","130170032",""
"3017","1","301701","","","","","32","","130170033",""
"3017","0","0.9","","","","","93","","130170034",""
"3017","1.05","1.05","1.05","0","0","","123","1.05","130170035",""
"3017","75","75","0.6","","","","122","","130170036",""
"3017","1","301702","","","","","32","","130170037",""
"3017","0","0.4","","","","","93","","130170038",""
"3017","0","2","","","","","32","","130170039",""
"3017","0","310000","","","","","32","","130170040",""
"3017","0","0.4","","","","","93","","130170041",""
"3017","0.95","0.95","0.95","2","11","","123","0.95","130170042",""
"3017","0","0.2","","","","","93","","130170043",""
"3017","glad","1000001","0","","0.2","","3","","130170044",""
"3017","1","301703","","","","","32","","130170045",""
"3017","0","0.1","","","","","93","","130170046",""
"3017","1","996","","","","","32","","130170047",""
"3017","0","0.9","","","","","93","","130170048",""
"3017","joy","1000001","0","","0.2","","3","","130170049",""
"3017","0","1.7","","","","","93","","130170050",""
"3017","run_gatein","1000001","1","","0","","3","","130170051",""
"3017","se_travel_treasure_cha_run","se_travel","","","","","23","","130170052",""
"3017","450","1000001","-195","0","","","2","1","130170053",""
"3017","1","0.5","","","","","93","","130170054",""
"3017","1","1000001","1","0","0.4","","6","1","130170055","0"
"3017","0","0.4","","","","","93","","130170056",""
"3017","","1","","","","","113","","130170057",""
"3100","310000","310000","345.4","1","0","","31","0","131000001",""
"3100","310001","310001","0","1","0","","31","0","131000002",""
"3100","","0","","","","","91","","131000003",""
"3100","1.05","1.05","1.05","7.4","0","","123","1.05","131000004",""
"3100","wait","1000001","0","","0.2","","3","","131000005",""
"3100","1","2","","","","","35","","131000006",""
"3100","0","5.4","","","","","93","","131000007",""
"3100","0.95","0.95","0.95","0.3","0","","123","0.95","131000008",""
"3100","1","310000","","","","","32","","131000009",""
"3100","1","310001","","","","","32","","131000010",""
"3100","0","0.2","","","","","93","","131000011",""
"3100","50","50","0.6","","","","122","","131000012",""
"3100","shock","1000001","0","","0.2","","3","","131000013",""
"3100","0","1.6","","","","","93","","131000014",""
"3100","","2","","","","","113","","131000015",""
"3111","6","6","345.4","1","0","","31","0","131110001",""
"3111","7","7","345.4","1","0","","31","0","131110002",""
"3111","8","8","345.4","1","0","","31","0","131110003",""
"3111","13","3","55","0","1.3","appear","5","8000","131110004","0"
"3111","","0","","","","","91","","131110005",""
"3111","1","13","1","0","0","","6","1","131110006","0"
"3111","95","13","-250","0","","","2","0","131110007",""
"3111","1.05","1.05","1.05","7.4","0","","123","1.05","131110008",""
"3111","wait","1000001","0","","0.2","","3","","131110009",""
"3111","1","2","","","","","35","","131110010",""
"3111","0","4.9","","","","","93","","131110011",""
"3111","0.95","0.95","0.95","0.3","0","","123","0.95","131110012",""
"3111","se_travel_treasure_ghost_fail","se_travel","0","","","","23","","131110013",""
"3111","1","8","","","","","32","","131110014",""
"3111","0","8","","","","","35","","131110015",""
"3111","1","6","","","","","32","","131110016",""
"3111","0","0.1","","","","","93","","131110017",""
"3111","0","2","","","","","32","","131110018",""
"3111","0","3","","","","","32","","131110019",""
"3111","dotEyes","1000001","0","","","","3","","131110020",""
"3111","0","0.3","","","","","93","","131110021",""
"3111","appear","13","0","","","","3","","131110022",""
"3111","1","13","1","1","0","","6","1","131110023","0"
"3111","0","0.67","","","","","93","","131110024",""
"3111","shock_jump","1000001","0","","","","3","","131110025",""
"3111","70","1000001","-250","0","","","2","1","131110026",""
"3111","0","1.1","","","","","93","","131110027",""
"3111","escape","1000001","1","","","","3","","131110028",""
"3111","-350","1000001","-250","0","","","2","1.2","131110029",""
"3111","march","13","0","","","","3","","131110030",""
"3111","0","0.2","","","","","93","","131110031",""
"3111","1","7","","","","","32","","131110032",""
"3111","0","0.1","","","","","93","","131110033",""
"3111","0","6","","","","","32","","131110034",""
"3111","0","1.6","","","","","93","","131110035",""
"3111","","2","","","","","113","","131110036",""
"3112","idle","1000001","1","","0.2","","3","","131120001",""
"3112","13","301200","0","1","0","","31","0","131120002",""
"3112","14","101","0","1","0","","31","0","131120003",""
"3112","15","301205","0","1","0","","31","0","131120004",""
"3112","16","301206","130","1","0","","31","-170","131120005",""
"3112","18","6","345.4","1","0","","31","0","131120006",""
"3112","20","301201","345.4","1","0","","31","0","131120007",""
"3112","21","301202","345.4","1","0","","31","0","131120008",""
"3112","3","1","55","-234","1","round_monster_walk","5","9340","131120009","0"
"3112","","0","","","","","91","","131120010",""
"3112","1","3","1","0","0","","6","1","131120011","0"
"3112","345","3","-234","0","0","","2","0","131120012","0"
"3112","1.05","1.05","1.05","7.4","0","","123","1.05","131120013","0"
"3112","wait","1000001","0","","0.2","","3","","131120014",""
"3112","1","2","","","","","35","","131120015",""
"3112","0","4.3","","","","","93","","131120016",""
"3112","0.95","0.95","0.95","0.4","0","","123","0.95","131120017",""
"3112","1","21","","","","","32","","131120018",""
"3112","0","21","","","","","35","","131120019",""
"3112","se_travel_treasure_monster_failure","se_travel","","","","","23","","131120020",""
"3112","1","18","","","","","32","","131120021",""
"3112","0","0.1","","","","","93","","131120022",""
"3112","0","2","","","","","32","","131120023",""
"3112","1","3","1","1","0.3","","6","1","131120024","0"
"3112","1","13","","","","","32","","131120025",""
"3112","round_monster_appear","3","0","","","","3","","131120026",""
"3112","back","1000001","0","","","","3","","131120027",""
"3112","0","0.67","","","","","93","","131120028",""
"3112","round_monster_walk","3","0","","0.2","","3","","131120029",""
"3112","220","3","-234","0","0","","2","1.4","131120030","0"
"3112","1","20","","","","","32","","131120031",""
"3112","0","0.1","","","","","93","","131120032",""
"3112","0","18","","","","","32","","131120033",""
"3112","0","1","","","","","93","","131120034",""
"3112","round_monster_attack","3","0","","0.3","","3","","131120035",""
"3112","0","0.5","","","","","93","","131120036",""
"3112","1","15","","","","","32","","131120037",""
"3112","back_loop","1000001","1","","0.2","","3","","131120038",""
"3112","0","1","","","","","93","","131120039",""
"3112","1","16","","","","","32","","131120040",""
"3112","50","0","0.5","","","","122","","131120041",""
"3112","40","1000001","-250","0","","","2","0","131120042",""
"3112","shock_jump","1000001","0","","0","","3","","131120043",""
