6c8cc853b606241afce12939634be8e1f11f05ab2cd94924d8c460705dd5aa47,960e612aa770814ff66b79abc07330c2777bbafc5f21f315ed5346c22b9b98bd,a4031014148cb79994037f7e78a3fad574dde16d1d91bed07084071261e85f95,5cc28281341e54e7b235691f76b430aebf22b23b8b7d6a59dc8745f7ce01e35a,97b823b43c527b038824cb4a7ee3c4b05da9d39e0b9eef7f2c8acd10bae7e803,b2982c6d5e86c945f7c94aa967fa1ca3b8ac8ab1c11f902678ee4823d39830b3,781e78773f82d1602ff52ce0bdb1eaa3fbb347b66bfe61202b073885fa4eca45,97849d4906e14008c05525b6ca63718dc01b97ac0e57870f59c0775e4722c779,b68362d3750a9cfeefa7eb22701bbdc7d9493492774d5ace424bf9a759edb87a,09d8148648201a2e71c9e80ef9be93c70452d25ac1ba83ceba0f9fef8c226850,b305f06631e2fe823e874cd895bf96b4b5949262d898449a6032244bd2cab983
"0","","vo_dsb_1010","vo_dsb_1010801","1010801","21","0","","","","1010801067"
"10","0.2","うん☆\n私のこと覚えててくれたみたいでね？\nすぐに実を分けてくれたんだ～♪\nこころよ～く、ね？","1","1010801","11","1","1","0","0","1010801068"
"","","","0","1010801","91","","","","","1010801069"
"1","","dsb_hot","1","1010801","3","","","","0.5","1010801070"
"0","","vo_dsb_1011","vo_dsb_1010801","1010801","21","0","","","","1010801071"
"10","0.2","それにしても……\nふぅ。\n実の量を多くしすぎたかな～？\nちょっと火照ってきちゃった～","1","1010801","11","1","1","0","0","1010801072"
"","","","0","1010801","91","","","","","1010801073"
"1","","dsb_hot_loop","1","1010801","3","","","","0.5","1010801074"
"1","","dsb_talk_thinking_Ex9","2","1010801","3","","","","0.3","1010801075"
"0","","vo_dsb_1012","vo_dsb_1010801","1010801","21","0","","","","1010801076"
"10","0.2","（こ、これは……チャンスですよ！\nあたしよりも先にボスがのぼせたら\nその時点でボスはあたしよりへっぽこ！\nつまりあたしの勝ち！　ザ・下克上！）","2","1010801","11","1","1","0","0","1010801077"
"","","","0","1010801","91","","","","","1010801078"
"0","","dsb_talk_arm_crossed_Ex10","2","1010801","3","dsb_talk_arm_crossed_Ex10_loop","1","0.5","0.5","1010801079"
"0","","vo_dsb_1013","vo_dsb_1010801","1010801","21","0","","","","1010801080"
"10","0.2","くっくっく……\nこの勝負、もらったですよー！\nあーっはっはっはっは！","2","1010801","11","1","1","0","0","1010801081"
"","","1","5.6","1010801","93","","","","","1010801082"
"0","","dsb_ahaha_in","2","1010801","3","dsb_ahaha_loop","1","0","0.5","1010801083"
"","","","1010801081","1010801","91","","","","","1010801084"
"","","1","40","1010801","32","","","","","1010801085"
"","","0","1.5","1010801","93","","","","","1010801086"
"1","","dsb_inori_dizzy","2","1010801","3","","","","0","1010801087"
"1","","dsb_idle_normal","1","1010801","3","","","","0","1010801088"
"","","0","0.5","1010801","93","","","","","1010801089"
"","","0","0","1010801","22","","","","","1010801090"
"","","0","1","1010801","93","","","","","1010801091"
"0","","dsb_smile4","1","1010801","3","dsb_talk_joy3","1","0.2","0.5","1010801092"
"0","","vo_dsb_1014","vo_dsb_1010801","1010801","21","0","","","","1010801093"
"10","0.2","うーん♪\nようやくあったまってきた～\nね、イノリちゃん？","1","1010801","11","1","1","0","0","1010801094"
"","","","0","1010801","91","","","","","1010801095"
"1","","dsb_idle_normal","1","1010801","3","","","","0.5","1010801096"
"0","","vo_dsb_1015","vo_dsb_1010801","1010801","21","0","","","","1010801097"
"10","0.2","ぴ……\nぴぃいいい……\nゆでドラゴン族になっちまうです～っ！","2","1010801","11","1","1","0","0","1010801098"
"","","","0","1010801","91","","","","","1010801099"
"","","0","0","1010801","22","","","","","1010801100"
"0","","se_10044200_get_out_water","se_10044200","1010801","23","","","","","1010801101"
"0","","dsb_inori_stand_up_in","2","1010801","3","dsb_inori_stand_up_loop","1","0.2","0.2","1010801102"
"0","","dsb_smile2","1","1010801","3","dsb_idle_normal","1","0.2","0.3","1010801103"
"","","0","0.3","1010801","93","","","","","1010801104"
"0","","se_adv_emote_sweat_02","se_adv_emote_sweat_02","1010801","23","","","","","1010801105"
"1.4","0","2","2","1010801","12","0","0","0","0","1010801106"
"1.4","0","10","1","1010801","12","0","0","0","0","1010801107"
"","","0","2.5","1010801","93","","","","","1010801108"
"70","dsb_idle_normal","1","12","1010802","5","-165","-345","0","2","1010802001"
"70","dsb_idle_normal","2","6","1010802","5","165","-345","1","2","1010802002"
"0","","1","1","1010802","31","0","1","","1","1010802003"
"0","","3","3","1010802","31","0","1","","1","1010802004"
"0","","4","4","1010802","31","0","1","","1","1010802005"
"0","","10","16","1010802","31","0","1","","1","1010802006"
"0","","20","26","1010802","31","0","1","","1","1010802007"
"155","","30","36","1010802","31","-168","1","","1","1010802008"
"-155","","31","36","1010802","31","-168","1","","1","1010802009"
"","","170","1","1010802","13","","","","","1010802010"
"","","170","2","1010802","13","","","","","1010802011"
"","","","0","1010802","91","","","","","1010802012"
"1","","se_10044200_cmn_amb","se_10044200","1010802","23","","","","","1010802013"
"0","","se_10044200_cmn_steam","se_10044200","1010802","23","","","","","1010802014"
"","","0","6","1010802","93","","","","","1010802015"
"1","","se_10044200_hotspring_06","se_10044200","1010802","23","","","","","1010802016"
"","","0","1.5","1010802","93","","","","","1010802017"
"0","","dsb_smile3_joy","2","1010802","3","dsb_talk_joy1","1","0.5","0.5","1010802018"
"0","","vo_dsb_2001","vo_dsb_1010802","1010802","21","0","","","","1010802019"
"10","0.2","やっばー！　おフロ、ひっろ～い☆\n温泉きちゃった感まじパない！\nそれにミサトっちにも会えるとか\nちょーウケるし！　アガる～♪","2","1010802","11","1","1","0","0","1010802020"
"","","","0","1010802","91","","","","","1010802021"
"1","","dsb_idle_joy1","2","1010802","3","","","","0.5","1010802022"
"1","","dsb_talk_normal_joy","1","1010802","3","","","","0.5","1010802023"
"0","","vo_dsb_2002","vo_dsb_1010802","1010802","21","0","","","","1010802024"
"10","0.2","久しぶりね～、スズナちゃん♪\n今日の温泉はね\nお花のアロマ風呂にしてみたの。\n香りはいいし、お肌にもいいのよ～","1","1010802","11","1","1","0","0","1010802025"
"","","","0","1010802","91","","","","","1010802026"
"1","","dsb_idle_normal","1","1010802","3","","","","0.5","1010802027"
"0","","dsb_surprise2","2","1010802","3","dsb_talk_surprise1_2","1","0.5","0.5","1010802028"
"0","","vo_dsb_2003","vo_dsb_1010802","1010802","21","0","","","","1010802029"
"10","0.2","やばば、温泉天才じゃん！\nビヨーにもいいとかビビる！\nここ教えてくれた\nちゃんイオに感謝じゃん♪","2","1010802","11","1","1","0","0","1010802030"
"","","1","6.5","1010802","93","","","","","1010802031"
"1","","dsb_talk_joy3","2","1010802","3","","","","0.5","1010802032"
"","","","1010802030","1010802","91","","","","","1010802033"
"0","","dsb_talk_guts2_doya","2","1010802","3","dsb_talk_guts2_doya_loop","1","0.5","0.3","1010802034"
"0","","vo_dsb_2004","vo_dsb_1010802","1010802","21","0","","","","1010802035"
"10","0.2","よーし！\nじゃあいーっぱい入ってー\nお肌ツヤッツヤにしてー\nヒデサイびっくりさせちゃおーっと☆","2","1010802","11","1","1","0","0","1010802036"
"","","","0","1010802","91","","","","","1010802037"
"1","","dsb_talk_worry_normal2","2","1010802","3","","","","0.5","1010802038"
"0","","vo_dsb_2005","vo_dsb_1010802","1010802","21","0","","","","1010802039"
"10","0.2","あ、そーだ！\nびっくりっていったらさー？\nここももっとすごそー感\n出しちゃってもいんじゃない？","2","1010802","11","1","1","0","0","1010802040"
"","","","0","1010802","91","","","","","1010802041"
"1","","dsb_idle_normal","2","1010802","3","","","","0.5","1010802042"
"1","","dsb_talk_surprise1","1","1010802","3","","","","0.5","1010802043"
"0","","vo_dsb_2006","vo_dsb_1010802","1010802","21","0","","","","1010802044"
"10","0.2","すごそー感？","1","1010802","11","1","1","0","0","1010802045"
"","","","0","1010802","91","","","","","1010802046"
"1","","dsb_idle_wish_normal","1","1010802","3","","","","0.2","1010802047"
"1","","dsb_talk_surprise1_normal2","2","1010802","3","","","","0.5","1010802048"
"0","","vo_dsb_2007","vo_dsb_1010802","1010802","21","0","","","","1010802049"
"10","0.2","そそ！\nみんな一発でやばば！\nってわかるようにすんの！","2","1010802","11","1","1","0","0","1010802050"
"","","","0","1010802","91","","","","","1010802051"
"1","","dsb_talk_surprise1_talkjoy2","2","1010802","3","","","","0.5","1010802052"
"0","","vo_dsb_2008","vo_dsb_1010802","1010802","21","0","","","","1010802053"
"10","0.2","フンイキ変わるとバズるかもだし！\nめっちゃかわいいおフロだったら\nお客さんもジャンジャンだよ！","2","1010802","11","1","1","0","0","1010802054"
"","","","0","1010802","91","","","","","1010802055"
"1","","dsb_idle_joy1","2","1010802","3","","","","0.5","1010802056"
"1","","dsb_talk_joy3","1","1010802","3","","","","0.5","1010802057"
"0","","vo_dsb_2009","vo_dsb_1010802","1010802","21","0","","","","1010802058"
"10","0.2","かわいいお風呂……\n気になるわね～♪\nどんな感じになるのかしら？","1","1010802","11","1","1","0","0","1010802059"
"","","","0","1010802","91","","","","","1010802060"
"1","","dsb_idle_sad_talkjoy2","1","1010802","3","","","","0.5","1010802061"
"1","","dsb_talk_worry_normal2","2","1010802","3","","","","0.5","1010802062"
"0","","vo_dsb_2010","vo_dsb_1010802","1010802","21","0","","","","1010802063"
"10","0.2","んっとねー\nやっぱお花はもっと浮かせるっしょ！\nもちろんいろんなやつね！\nカラフルだったらビビビッとくるし♪","2","1010802","11","1","1","0","0","1010802064"
"","","","0","1010802","91","","","","","1010802065"
"1","","dsb_idle_normal","2","1010802","3","","","","0.5","1010802066"
"1","","dsb_talk_memory","1","1010802","3","","","","0.5","1010802067"
"0","","vo_dsb_2011","vo_dsb_1010802","1010802","21","0","","","","1010802068"
"10","0.2","まるで温泉のお花畑ね～♪\n色とりどりのお花に囲まれて\nお風呂に入れるなんて……うふふ♪\n想像するだけで気持ちが華やぐわ～","1","1010802","11","1","1","0","0","1010802069"
"","","","0","1010802","91","","","","","1010802070"
"1","","dsb_talk_normal","1","1010802","3","","","","0.5","1010802071"
"0","","vo_dsb_2012","vo_dsb_1010802","1010802","21","0","","","","1010802072"
"10","0.2","そうね、それだったら……\nお花の香りの相性もこだわりたいわね。\nあとは花言葉の意味も。","1","1010802","11","1","1","0","0","1010802073"
"","","","0","1010802","91","","","","","1010802074"
"1","","dsb_idle_normal","1","1010802","3","","","","0.5","1010802075"
"0","","dsb_surprise","2","1010802","3","dsb_talk_surprise1","1","0.5","0.5","1010802076"
"0","","vo_dsb_2013","vo_dsb_1010802","1010802","21","0","","","","1010802077"
"10","0.2","へ？\nハナコトバ？","2","1010802","11","1","1","0","0","1010802078"
"","","","0","1010802","91","","","","","1010802079"
"1","","dsb_idle_surprise1","2","1010802","3","","","","0.5","1010802080"
"1","","dsb_talk_worry_normal2","1","1010802","3","","","","0.5","1010802081"
"0","","vo_dsb_2014","vo_dsb_1010802","1010802","21","0","","","","1010802082"
"10","0.2","お花にはね、その一つ一つに\n意味があるの。\n誰かに贈るときには\n相手へのメッセージにもなるのよ～","1","1010802","11","1","1","0","0","1010802083"
"","","","0","1010802","91","","","","","1010802084"
"1","","dsb_talk_wish_dere","1","1010802","3","","","","0.3","1010802085"
"0","","vo_dsb_2015","vo_dsb_1010802","1010802","21","0","","","","1010802086"
"10","0.2","ちなみに今日のお花の意味は……\n『愛するあなたのために』\nうふふ、素敵でしょう♪","1","1010802","11","1","1","0","0","1010802087"
"","","","0","1010802","91","","","","","1010802088"
"1","","dsb_idle_wish_normal","1","1010802","3","","","","0.5","1010802089"
"1","","dsb_talk_anger_shy2","2","1010802","3","","","","0.5","1010802090"
"0","","vo_dsb_2016","vo_dsb_1010802","1010802","21","0","","","","1010802091"
"10","0.2","あ、愛する……！\nちょ、それまじ……？\nそんなの、ストレートで……\nなんか…………ズルじゃん。","2","1010802","11","1","1","0","0","1010802092"
"","","","0","1010802","91","","","","","1010802093"
"1","","dsb_talk_sad2_dead","2","1010802","3","","","","0.5","1010802094"
"0","","vo_dsb_2017","vo_dsb_1010802","1010802","21","0","","","","1010802095"
"10","0.2","えっと……\nバズり計画、ナシで。\n……あー、あつぅ。","2","1010802","11","1","1","0","0","1010802096"
"","","","0","1010802","91","","","","","1010802097"
"1","","dsb_hot_dead_loop","2","1010802","3","","","","0.2","1010802098"
"0","","dsb_smile2_dere2","1","1010802","3","dsb_talk_normal_dere2","1","0.5","0.5","1010802099"
"0","","vo_dsb_2018","vo_dsb_1010802","1010802","21","0","","","","1010802100"
"10","0.2","うふふ♪\nのぼせないように気をつけてね。","1","1010802","11","1","1","0","0","1010802101"
"","","","0","1010802","91","","","","","1010802102"
"","","0","0.3","1010802","93","","","","","1010802103"
"70","dsb_idle_normal","1","11","1010803","5","-165","-345","0","2","1010803001"
"70","dsb_idle_normal","2","2","1010803","5","165","-345","1","2","1010803002"
"0","","1","1","1010803","31","0","1","","1","1010803003"
"0","","3","3","1010803","31","0","1","","1","1010803004"
"0","","4","4","1010803","31","0","1","","1","1010803005"
"0","","10","12","1010803","31","0","1","","1","1010803006"
"0","","20","22","1010803","31","0","1","","1","1010803007"
"155","","30","32","1010803","31","-168","1","","1","1010803008"
"-155","","31","32","1010803","31","-168","1","","1","1010803009"
"","","170","1","1010803","13","","","","","1010803010"
"","","170","2","1010803","13","","","","","1010803011"
"","","","0","1010803","91","","","","","1010803012"
"1","","se_10044200_cmn_amb","se_10044200","1010803","23","","","","","1010803013"
"0","","se_10044200_cmn_steam","se_10044200","1010803","23","","","","","1010803014"
"","","0","6.2","1010803","93","","","","","1010803015"
"1","","se_10044200_hotspring_02","se_10044200","1010803","23","","","","","1010803016"
"","","0","1.3","1010803","93","","","","","1010803017"
"0","","dsb_smile3_kyouka","2","1010803","3","dsb_talk_anger_dere2","1","0.5","0.5","1010803018"
"0","","vo_dsb_3001","vo_dsb_1010803","1010803","21","0","","","","1010803019"
"10","0.2","わわっ……\nすごい、シュワシュワしてる……！\n本当にメロンソーダのお風呂に\n入っているみたい……♪","2","1010803","11","1","1","0","0","1010803020"
"","","","0","1010803","91","","","","","1010803021"
"1","","dsb_idle_joy1_Ex2","2","1010803","3","","","","0.5","1010803022"
"1","","dsb_talk_normal_dere","1","1010803","3","","","","0.5","1010803023"
"0","","vo_dsb_3002","vo_dsb_1010803","1010803","21","0","","","","1010803024"
"10","0.2","ふふふ、素敵でしょう？\n子どもたちが喜んでくれるような\n温泉にしたいと思って作ったの。","1","1010803","11","1","1","0","0","1010803025"
"","","","0","1010803","91","","","","","1010803026"
"1","","dsb_idle_normal","1","1010803","3","","","","0.5","1010803027"
"1","","dsb_talk_surprise1","2","1010803","3","","","","0.5","1010803028"
"0","","vo_dsb_3003","vo_dsb_1010803","1010803","21","0","","","","1010803029"
"10","0.2","そうだったんですか……","2","1010803","11","1","1","0","0","1010803030"
"","","","0","1010803","91","","","","","1010803031"
"1","","dsb_idle_surprise1_look","2","1010803","3","","","","0.5","1010803032"
"0","","vo_dsb_3004","vo_dsb_1010803","1010803","21","0","","","","1010803033"
"10","0.2","（なんだかあやしい人かと思ったけど\n本当はいい人なのかな……）","2","1010803","11","1","1","0","0","1010803034"
"","","","0","1010803","91","","","","","1010803035"
"1","","dsb_talk_thinking","2","1010803","3","","","","0.3","1010803036"
"0","","vo_dsb_3005","vo_dsb_1010803","1010803","21","0","","","","1010803037"
"10","0.2","たしかに子どもは喜びますね。\n……わ、私も思わず\n童心に帰ってしまいましたから。","2","1010803","11","1","1","0","0","1010803038"
"","","","0","1010803","91","","","","","1010803039"
"1","","dsb_idle_arm_crossed","2","1010803","3","","","","0.5","1010803040"
"1","","dsb_talk_thinking_normal2","1","1010803","3","","","","0.5","1010803041"
"0","","vo_dsb_3006","vo_dsb_1010803","1010803","21","0","","","","1010803042"
"10","0.2","童心……？\nああ、なるほど。\nそれはよかったわ♪","1","1010803","11","1","1","0","0","1010803043"
"","","","0","1010803","91","","","","","1010803044"
"1","","dsb_idle_arm_crossed","1","1010803","3","","","","0.5","1010803045"
"1","","dsb_talk_sad2_Ex5","2","1010803","3","","","","0.5","1010803046"
"","","0","0","1010803","22","","","","","1010803047"
"0","","vo_dsb_3007","vo_dsb_1010803","1010803","21","0.9","","","","1010803048"
"10","0.2","……何か引っかかることでも？","2","1010803","11","1","1","0","0","1010803049"
"","","","0","1010803","91","","","","","1010803050"
"1","","dsb_idle_sad_blink","2","1010803","3","","","","0.5","1010803051"
"1","","dsb_talk_sad_dere","1","1010803","3","","","","0.5","1010803052"
"0","","vo_dsb_3008","vo_dsb_1010803","1010803","21","0","","","","1010803053"
"10","0.2","いいえ、何も♪","1","1010803","11","1","1","0","0","1010803054"
"","","","0","1010803","91","","","","","1010803055"
"1","","dsb_idle_normal","2","1010803","3","","","","0.5","1010803056"
"1","","dsb_talk_normal_joy","1","1010803","3","","","","0.5","1010803057"
"0","","vo_dsb_3009","vo_dsb_1010803","1010803","21","0","","","","1010803058"
"10","0.2","ところで……\n童心に帰ると大きなお風呂で\n泳ぎたくなったりするわよね？\nキョウカちゃんはどう？","1","1010803","11","1","1","0","0","1010803059"
"","","","0","1010803","91","","","","","1010803060"
"1","","dsb_idle_normal","1","1010803","3","","","","0.5","1010803061"
"1","","dsb_talk_tsun_shy","2","1010803","3","","","","0.5","1010803062"
"0","","vo_dsb_3010","vo_dsb_1010803","1010803","21","0","","","","1010803063"
"10","0.2","泳ぐなんて……！\nしませんよ、そんなことっ！\nはしたないですし……","2","1010803","11","1","1","0","0","1010803064"
"","","","0","1010803","91","","","","","1010803065"
"1","","dsb_idle_anger","2","1010803","3","","","","0.5","1010803066"
"1","","dsb_talk_normal","1","1010803","3","","","","0.5","1010803067"
"0","","vo_dsb_3011","vo_dsb_1010803","1010803","21","0","","","","1010803068"
"10","0.2","はしたないなんて……\n今は私たち二人きりなのよ。\nメロンソーダの中で泳いだら\nきっと楽しいと思うけど……？","1","1010803","11","1","1","0","0","1010803069"
"","","","0","1010803","91","","","","","1010803070"
"1","","dsb_idle_normal","1","1010803","3","","","","0.5","1010803071"
"1","","dsb_talk_surprise1_shy","2","1010803","3","","","","0.5","1010803072"
"0","","vo_dsb_3012","vo_dsb_1010803","1010803","21","0","","","","1010803073"
"10","0.2","そ、それは……\n楽しそうですけど……\n私も少し泳げるようになりましたし……\nでも、マナー的に……う～ん……","2","1010803","11","1","1","0","0","1010803074"
"","","","0","1010803","91","","","","","1010803075"
"1","","dsb_idle_surprise1_normal","2","1010803","3","","","","0.5","1010803076"
"1","","dsb_talk_thinking_joy","1","1010803","3","","","","0.5","1010803077"
"","","0","0","1010803","22","","","","","1010803078"
"0","","vo_dsb_3013","vo_dsb_1010803","1010803","21","0.9","","","","1010803079"
"10","0.2","……ふふふ。\nじゃあ、私は泳いじゃおっかな～？","1","1010803","11","1","1","0","0","1010803080"
"","","","0","1010803","91","","","","","1010803081"
"1","","dsb_idle_joy1","1","1010803","3","","","","0.5","1010803082"
"0","","dsb_surprise2","2","1010803","3","dsb_talk_surprise1_2","1","0.5","0.5","1010803083"
"0","","vo_dsb_3014","vo_dsb_1010803","1010803","21","0","","","","1010803084"
"10","0.2","ええっ！？\nそんな、ズルいですっ。\nだったら……わ、私もっ！","2","1010803","11","1","1","0","0","1010803085"
"","","1","3.5","1010803","93","","","","","1010803086"
"1","","dsb_talk_anger_shy2","2","1010803","3","","","","0.5","1010803087"
"","","","1010803085","1010803","91","","","","","1010803088"
"","","0","0","1010803","22","","","","","1010803089"
"1","","dsb_surprise_kyouka","2","1010803","3","","","","0.2","1010803090"
"1","","dsb_surprise_mitsuki","1","1010803","3","","","","0.2","1010803091"
"","","0","0.7","1010803","93","","","","","1010803092"
"0","","dsb_smile2_kyouka","2","1010803","3","dsb_idle_normal_Ex1","1","0.2","0.3","1010803093"
"0","","dsb_smile2_mitsuki2","1","1010803","3","dsb_idle_normal","1","0.2","0.3","1010803094"
"","","0","0.3","1010803","93","","","","","1010803095"
"0","","se_adv_emote_common_01","se_adv_emote_common_01","1010803","23","","","","","1010803096"
"1.4","0","10","2","1010803","12","0","0","0","0","1010803097"
"1.4","0","10","1","1010803","12","0","0","0","0","1010803098"
"","","0","2","1010803","93","","","","","1010803099"
"70","dsb_idle_normal","124531","1","1010804","1","-475","-219","0","2","1010804001"
"70","dsb_idle_relax_Ex2","2","7","1010804","5","0","-360","1","2","1010804002"
"71","dsb_empty","99","10","1010804","5","-345","-219","0","2","1010804003"
"0","","1","1","1010804","31","0","1","","1","1010804004"
"0","","3","3","1010804","31","0","1","","1","1010804005"
"0","","4","4","1010804","31","0","1","","1","1010804006"
"0","","10","17","1010804","31","0","1","","1","1010804007"
"0","","20","27","1010804","31","0","1","","1","1010804008"
"-10","","30","37","1010804","31","-183","1","","1","1010804009"
"0","","43","43","1010804","31","0","1","","1","1010804010"
"130","","44","44","1010804","31","0","1","","0","1010804011"
"133","","45","45","1010804","31","-141","1","","0","1010804012"
"130","","46","46","1010804","31","0","1","","0","1010804013"
"142","","47","47","1010804","31","-212","1","","0","1010804014"
"142","","48","48","1010804","31","-212","1","","0","1010804015"
"","","170","124531","1010804","13","","","","","1010804016"
"","","170","2","1010804","13","","","","","1010804017"
"","","","0","1010804","91","","","","","1010804018"
"1","","se_10044200_cmn_amb","se_10044200","1010804","23","","","","","1010804019"
"0","","se_10044200_cmn_steam","se_10044200","1010804","23","","","","","1010804020"
"","","0","6","1010804","93","","","","","1010804021"
"1","","se_10044200_hotspring_07","se_10044200","1010804","23","","","","","1010804022"
"","","0","1.5","1010804","93","","","","","1010804023"
"1","","dsb_idle_relax_blink","2","1010804","3","","","","0.5","1010804024"
"0","","vo_dsb_4001","vo_dsb_1010804","1010804","21","0","","","","1010804025"
