64a16795865d7ae0f7ec1c66e006a11d9ef95b8a7247be0eb562950a7c36fd0f,a197814df55ff7cd82ade7aa9a7b4c4fc92d13a448000ed12389ff2abee95476,7c1a7f87d6f4f17781212076fec8796ce23a5ab8ea5555bed33ca85ded4f40a1,4019f91339f17970260083f993310e3536ff7efcff045120d541e18237497b9d,f3187ecee1f934a1a9b69d0ca1e03c0f6d32dfc6aab415b13b3a180213e46314,cddaa3be88f9758d33c14f7f8b19c965e9920d2a8b2c5668d503a47881f1e635
"14","0","101","3000","0","330022"
"14","0","107","9000","0","330031"
"14","0","6","3000","0","330041"
"14","0","7","3000","0","330042"
"14","0","9","30","0","330051"
"14","0","107","50000","0","330061"
"14","0","9","50","0","330062"
"14","0","108","9000","0","340011"
"1","0","2999132","15000","0","340021"
"1","0","2999133","15000","0","340031"
"14","0","2","6000","0","340041"
"14","0","4","6000","0","340042"
"14","0","3","3000","0","340051"
"14","0","5","3000","0","340052"
"1","0","2999191","5000","0","340061"
"14","0","110","3000","0","350011"
"14","0","1","3000","0","350021"
"1","0","2999144","150000","0","350031"
"1","0","2999145","150000","0","350032"
"1","0","2999146","150000","0","350033"
"1","0","2999147","150000","0","350034"
"1","0","2999148","150000","0","350035"
"1","0","2999159","150000","0","350041"
"1","0","2999160","150000","0","350042"
"1","0","2999161","150000","0","350043"
"1","0","2999162","150000","0","350044"
"1","0","2999163","150000","0","350045"
"1","0","2999166","15000","0","350051"
"14","0","1","10000","0","350061"
"14","0","1","1500","0","400011"
"14","0","102","1500","0","400012"
"14","0","103","1500","0","400013"
"14","0","104","5000","0","400021"
"8","0","10","0","0","400031"
"14","0","100","5000","0","400041"
"14","0","101","5000","0","400042"
"14","0","6","-2500","0","400043"
"14","0","7","-2500","0","400044"
"2","0","40005","1","0","400051"
"14","25","2","400","1","500011"
"14","25","4","400","1","500012"
"12","0","0","0","0","500021"
"14","10000","107","1","30","500031"
"1","0","2999130","2500","0","500041"
"3","0","50005","1","0","500051"
