c0b25148f963362b4969fa81a0d0770e432e36a2a1eda5a02b16688f7c077e23,6907fbd414e4c341e79d4a468f2e5a14a08eb7fdf4cf5218797e7f970e7e847b,8cb899840f130cd4bdc38b2e6b6111ebed2de3ba9dc1305e2256c387a528eb9d,24154549b58c09f77d2e30af0dbb18a1f517159172e8f236d5da1c87dbc1440d,dce45f0b057ffed3abfbdb82c94e7501b02bdf4d0336bf57d930561a4458a01d,e1dced93ae23784ff62b6437d7d95e1efea5595a357643cde79d9b763a7842e6,7e6eda9413fb3e728a487ebed5de065261bfded9525922f22b359d25f9411870,cd5338896b63141a080102b4632f6f1cc8e9b08e7c8eaef5ba315311b14c11c2,7a7c4c7eb874ace6fc1661abe1072146bfdf7e2cb5b3af3c0b9bf96412630b85,1e414dbd9dce6ae5eb4e5dbc9bddbc8f6ddb87c4c6a76fb89d2eae02fe283cac,cae95ba68db4a12ea292f89d8c3e7b226a8a3501f8dae97abc597969da2ac405,16da47e271ef8b6b3430c2171e86e6609239259fef5457f12ea75a5440ac6211,7eab6fa33de8719785e34f914bbb8d189cc4a7a13daf0c39c026b34a5d6af95c
"23","0","380000","1","0","bgm_M254","2019/08/26 15:00:00","10023","0","380000","0","2030/03/26 14:59:00","bgm_M254"
"24","0","380000","1","0","bgm_M128","2019/09/09 15:00:00","10024","0","380000","0","2030/03/26 14:59:00","bgm_M128"
"25","0","380000","1","0","bgm_M265_Top","2019/09/24 15:00:00","10025","0","380000","0","2030/03/26 14:59:00","bgm_M265"
"26","0","380000","1","0","bgm_M135","2019/10/10 15:00:00","10026","0","380000","0","2030/03/26 14:59:00","bgm_M135"
"27","0","380000","1","0","bgm_M273","2019/10/25 15:00:00","10027","0","380000","0","2030/03/26 14:59:00","bgm_M273"
"28","0","380000","1","0","bgm_M162","2019/11/08 15:00:00","10028","0","380000","0","2030/03/26 14:59:00","bgm_M162"
"29","0","380000","1","0","bgm_M281","2019/11/25 15:00:00","10029","0","380000","0","2030/03/26 14:59:00","bgm_M281"
"30","0","380000","1","0","bgm_M171","2019/12/09 15:00:00","10030","0","380000","0","2030/03/26 14:59:00","bgm_M171"
"31","0","380000","1","0","bgm_M294","2019/12/25 15:00:00","10031","0","380000","0","2030/03/26 14:59:00","bgm_M294"
"32","0","380000","1","0","bgm_M182","2020/01/14 12:00:00","10032","0","380000","0","2030/03/26 14:59:00","bgm_M182"
"33","0","380000","1","0","bgm_M316","2020/01/24 15:00:00","10033","0","380000","0","2030/03/26 14:59:00","bgm_M316"
"34","0","380000","1","0","bgm_M189","2020/02/10 15:00:00","10034","0","380000","0","2030/03/26 14:59:00","bgm_M189"
"35","0","380000","1","0","bgm_M330","2020/02/25 15:00:00","10035","0","380000","0","2030/03/26 14:59:00","bgm_M330"
"36","0","380000","1","0","bgm_M330","2020/02/25 15:00:00","10036","0","380000","0","2030/03/26 14:59:00","bgm_M330"
"37","0","380000","1","0","bgm_M206","2020/03/12 15:00:00","10037","0","380000","0","2030/03/26 14:59:00","bgm_M206"
"38","0","380000","1","0","bgm_M343","2020/03/24 15:00:00","10038","0","380000","0","2030/03/26 14:59:00","bgm_M343"
"39","0","380000","1","0","bgm_M215","2020/04/10 12:00:00","10039","0","380000","0","2030/03/26 14:59:00","bgm_M215"
"40","0","380000","1","0","bgm_M351","2020/04/24 15:00:00","10040","0","380000","0","2030/03/26 14:59:00","bgm_M351"
"41","0","380000","1","0","bgm_M223","2020/05/10 12:00:00","10041","0","380000","0","2030/03/26 14:59:00","bgm_M223"
"42","0","380000","1","0","bgm_M375","2020/05/25 15:00:00","10042","0","380000","0","2030/03/26 14:59:00","bgm_M375"
"43","0","380000","1","0","bgm_M237","2020/06/08 18:00:00","10043","0","380000","0","2030/03/26 14:59:00","bgm_M237"
"44","0","380000","1","0","bgm_M380A","2020/06/24 15:00:00","10044","0","380000","0","2030/03/26 14:59:00","bgm_M380A"
"45","0","380000","1","0","bgm_M393","2020/07/25 12:00:00","10046","0","380000","0","2030/03/26 14:59:00","bgm_M393"
"46","0","380000","1","0","bgm_M245","2020/07/09 15:00:00","10045","0","380000","0","2030/03/26 14:59:00","bgm_M245"
"47","0","380000","1","0","bgm_M254","2020/08/09 15:00:00","10047","0","380000","0","2030/03/26 14:59:00","bgm_M254"
"48","0","380000","1","0","bgm_M403","2020/08/24 12:00:00","10048","0","380000","0","2030/03/26 14:59:00","bgm_M403"
"49","0","380000","1","0","bgm_M265_Top","2020/09/14 15:00:00","10049","0","380000","0","2030/03/26 14:59:00","bgm_M265"
"50","0","380000","1","0","bgm_M413","2020/09/25 15:00:00","10050","0","380000","0","2030/03/26 14:59:00","bgm_M413"
"52","0","380000","1","0","bgm_M421","2020/10/26 12:00:00","10052","0","380000","0","2030/03/26 14:59:00","bgm_M421"
"53","0","380000","1","0","0","2020/11/06","10053","0","380000","0","2030/03/26 14:59:00","0"
"54","0","380000","1","0","bgm_M426","2020/11/25 15:00:00","10054","0","380000","0","2030/03/26 14:59:00","bgm_M426"
"56","0","380000","1","0","bgm_M435","2020/12/25 15:00:00","10056","0","380000","0","2030/03/26 14:59:00","bgm_M435"
"58","0","380000","1","0","bgm_M442A","2021/01/25 15:00:00","10058","0","380000","0","2030/03/26 14:59:00","bgm_M442A"
"59","0","380000","1","0","bgm_M442B","2021/01/25 15:00:00","10059","0","380000","0","2030/03/26 14:59:00","bgm_M442B"
"61","0","380000","1","0","bgm_M451","2021/02/25 15:00:00","10061","0","380000","0","2030/03/26 14:59:00","bgm_M451"
"64","0","380000","1","0","bgm_M457","2021/03/25 15:00:00","10064","0","380000","0","2030/03/26 14:59:00","bgm_M457"
"66","0","380000","1","0","bgm_M467","2021/04/26 15:00:00","10066","0","380000","0","2030/03/26 14:59:00","bgm_M467"
"68","0","380000","1","0","bgm_M478_Lofi","2021/05/25 15:00:00","10068","0","380000","0","2030/03/26 14:59:00","bgm_M478"
"70","0","380000","1","0","bgm_M486","2021/06/24 15:00:00","10070","0","380000","0","2030/03/26 14:59:00","bgm_M486"
"72","0","380000","1","0","bgm_M496","2021/07/26 15:00:00","10072","0","380000","0","2030/03/26 14:59:00","bgm_M496"
"74","0","380000","1","0","bgm_M508","2021/08/26 15:00:00","10074","0","380000","0","2030/03/26 14:59:00","bgm_M508"
"76","0","380000","1","0","bgm_M520","2021/09/24 15:00:00","10076","0","380000","0","2030/03/26 14:59:00","bgm_M520"
"78","0","380000","1","0","bgm_M527","2021/10/25 18:30:00","10078","0","380000","0","2030/03/26 14:59:00","bgm_M527"
"80","0","380000","1","0","bgm_M536","2021/11/24 15:00:00","10080","0","380000","0","2030/03/26 14:59:00","bgm_M536"
"82","0","380000","1","0","bgm_M543","2021/12/27 18:30:00","10082","0","380000","0","2030/03/26 14:59:00","bgm_M543"
"84","0","380000","1","0","bgm_M552","2022/01/25 15:00:00","10084","0","380000","0","2030/03/26 14:59:00","bgm_M552"
"85","0","380000","1","0","bgm_M553","2022/01/25 15:00:00","10085","0","380000","0","2030/03/26 14:59:00","bgm_M553"
"88","0","380000","1","0","bgm_M565","2022/02/24 15:00:00","10088","0","380000","0","2030/03/26 14:59:00","bgm_M565"
"90","0","380000","1","0","bgm_M574","2022/03/24 15:00:00","10090","0","380000","0","2030/03/26 14:59:00","bgm_M574"
"92","0","380000","1","0","bgm_M582","2022/04/25 15:00:00","10092","0","380000","0","2030/03/26 14:59:00","bgm_M582"
"94","0","380000","1","0","bgm_M595","2022/05/25 15:00:00","10094","0","380000","0","2030/03/26 14:59:00","bgm_M595"
"96","0","380000","1","0","bgm_M601","2022/06/24 15:00:00","10096","0","380000","0","2030/03/26 14:59:00","bgm_M601"
"98","0","380000","1","0","bgm_M608","2022/07/25 15:00:00","10098","0","380000","0","2030/03/26 14:59:00","bgm_M608"
"100","0","380000","1","0","bgm_M618","2022/08/26 15:00:00","10100","0","380000","0","2030/03/26 14:59:00","bgm_M618"
"102","0","380000","1","0","bgm_M623","2022/09/22 15:00:00","10102","0","380000","0","2030/03/26 14:59:00","bgm_M623"
"104","0","380000","1","0","bgm_M630","2022/10/25 15:00:00","10104","0","380000","0","2030/03/26 14:59:00","bgm_M630"
"106","0","380000","1","0","bgm_M638","2022/11/24 15:00:00","10106","0","380000","0","2030/03/26 14:59:00","bgm_M638"
"108","0","380000","1","0","bgm_M647","2022/12/27 15:00:00","10108","0","380000","0","2030/03/26 14:59:00","bgm_M647"
"110","0","380000","1","0","bgm_M659","2023/01/24 15:00:00","10110","0","380000","0","2030/03/26 14:59:00","bgm_M659"
"111","0","380000","1","0","bgm_M660","2023/01/24 15:00:00","10111","0","380000","0","2030/03/26 14:59:00","bgm_M660"
"114","0","380000","1","0","bgm_M668","2023/02/24 15:00:00","10114","0","380000","0","2030/03/26 14:59:00","bgm_M668"
"116","0","380000","1","0","bgm_MC017","2023/03/23 15:00:00","10116","0","380000","0","2030/03/26 14:59:00","bgm_MC017"
"118","0","380000","1","0","bgm_MC026","2023/04/24 19:00:00","10118","0","380000","0","2030/03/26 14:59:00","bgm_MC026"
"120","0","380000","1","0","bgm_MC036","2023/05/26 15:00:00","10120","0","380000","0","2030/03/26 14:59:00","bgm_MC036"
"122","0","380000","1","0","bgm_MC046","2023/06/23 15:00:00","10122","0","380000","0","2030/03/26 14:59:00","bgm_MC046"
"124","0","380000","1","0","bgm_MC056","2023/07/25 15:00:00","10124","0","380000","0","2030/03/26 14:59:00","bgm_MC056"
"126","0","380000","1","0","bgm_MC063","2023/08/25 15:00:00","10126","0","380000","0","2030/03/26 14:59:00","bgm_MC063"
"128","0","380000","1","0","bgm_MC075","2023/09/26 15:00:00","10128","0","380000","0","2030/03/26 14:59:00","bgm_MC075"
"130","0","380000","1","0","bgm_MC082","2023/10/23 15:00:00","10130","0","380000","0","2030/03/26 14:59:00","bgm_MC082"
"132","0","380000","1","0","bgm_MC091","2023/11/24 15:00:00","10132","0","380000","0","2030/03/26 14:59:00","bgm_MC091"
"134","0","380000","1","0","bgm_MC099","2023/12/27 15:00:00","10134","0","380000","0","2030/03/26 14:59:00","bgm_MC099"
"136","0","380000","1","0","bgm_MC110","2024/01/26 15:00:00","10136","0","380000","0","2030/03/26 14:59:00","bgm_MC110"
"137","0","380000","1","0","bgm_MC111","2024/01/26 15:00:00","10137","0","380000","0","2030/03/26 14:59:00","bgm_MC111"
"140","0","380000","1","0","bgm_MC124","2024/02/24 15:00:00","10140","0","380000","0","2030/03/26 14:59:00","bgm_MC124"
"142","0","380000","1","0","bgm_MC136","2024/03/26 15:00:00","10142","0","380000","0","2030/03/26 14:59:00","bgm_MC136"
"144","0","380000","1","0","bgm_MC143","2024/04/27 21:00:00","10144","0","380000","0","2030/03/26 14:59:00","bgm_MC143"
"146","0","380000","1","0","bgm_MC147","2024/05/23 15:00:00","10146","0","380000","0","2030/03/26 14:59:00","bgm_MC147"
"148","0","380000","1","0","bgm_MC156","2024/06/30 12:00:00","10148","0","380000","0","2030/03/26 14:59:00","bgm_MC156"
"150","0","380000","1","0","bgm_MC162","2024/07/26 15:00:00","10150","0","380000","0","2030/03/26 14:59:00","bgm_MC162"
"152","0","380000","1","0","bgm_MC172_TitleCall","2024/08/26 18:00:00","10152","0","380000","0","2030/03/26 14:59:00","bgm_MC172"
"154","0","380000","1","0","bgm_MC186","2024/09/25 15:00:00","10154","0","380000","0","2030/03/26 14:59:00","bgm_MC186"
"156","0","380000","1","0","bgm_MC194","2024/10/25 17:00:00","10156","0","380000","0","2030/03/26 14:59:00","bgm_MC194"
"158","0","380000","1","0","bgm_MC213","2024/11/30 12:00:00","10158","0","380000","0","2030/03/26 14:59:00","bgm_MC213"
"160","0","380000","1","0","bgm_MC215B","2024/12/26 21:00:00","10160","0","380000","0","2030/03/26 14:59:00","bgm_MC215B"
