377149baea74f603e2cbae6a4132ccdd601e9e9433f10758c5de7b8f8095f158,0cdf32a4ff9c185f3c570bab58831ee3422635cfad883cea96a1db807533508c,9ab91ca9299ea14e8814828b41e9a076bbf1ed41622eaba70db85c5fb795c633,e19a03f3ed60454816861e3cff2c18b11151d3864c8e240d5e5a0a056936ac37,104cf4388c1fa97f9ee4be674f7df8d0dd4eeef48b641d7fbd754aa5de41c2b7,e8d0fef925f19685b29912d5e866a3fcbd80a55a808b9bb48f5994243786d7f0,58affd9d22339e1498ae423cdae28f33a9bd1c861619aaddcd8262f7db75a032,41afff591d11e5d65166daac0c639d2d1f978f94a867a666e6dc07ed2192afd9,fbac60c211160c2fc6d26dca5628f629a832f521867f420fbadd8c75899339d8,fb5497b5eab4cfc134fda5f0c2588671e34cdc011017ddf171502ea276e07ca4,23bb6129fe53ad5d6f22decf4ae1c05a063d023443e3a09a2d75e11f5be76e81,6b6fb0686c97beb99d4d3dc6e168d3aa8d978a2bb77621d0c57989763d85988e
"2","0","ハツネ","21","1","0","80001","101201","0","0","少しでも\n寝る時間を減らして\nキミと一緒にいる\n時間増やしたいなぁ♪",""
"1","0","シオリ","22","1","0","80001","103801","1","0","あなたと知り合ってから\nもう1年…\n時がたつのは\n早いですね",""
"2","0","シオリ","23","1","0","80001","103801","1","0","来年も、\n一緒にいられたら…\nうれしいな",""
"1","0","キョウカ","24","2","0","80001","103601","0","0","あなたと一緒にいるようになって、\nもう1年ですか…",""
"2","0","キョウカ","25","2","0","80001","103601","0","0","最初の頃よりも、頼もしく\nなりましたね。私はどうですか？\n成長していますか？",""
"1","0","ミミ","26","2","0","80001","102001","1","0","おにいちゃんとあってから、\n1年たったよ～！",""
"2","0","ミミ","27","2","0","80001","102001","1","0","ミミね、おにいちゃんと\nいっぱい遊べてたのしかったな～♪\nこれからもずっと\nいっしょにいてね～！",""
"1","0","ミソギ","28","2","0","80001","100401","2","0","にいちゃんがミソギのイタズラに\n引っかかり続けてもう1年かぁ",""
"2","0","ミソギ","29","2","0","80001","100401","2","0","…これからもいっぱいミソギと\n遊んでね、にいちゃん！",""
"1","0","マホ","30","3","0","80001","101001","0","0","もう王子はんと会うてから\n1年ぐらいたつそうどすえ\n早いもんやなあ",""
"2","0","マホ","31","3","0","80001","101001","0","0","このままやと、\nうちもあっという間に\n干からびてしまいそうどすえ\nなーんてな。うふふ",""
"1","0","イリヤ","32","3","0","80001","104401","1","0","お主と会って早1年じゃな\nこれからも存分に尽くすがよい",""
"2","0","イリヤ","33","3","0","80001","104401","1","0","わらわもたまには、お主の献身に\n報いてやらぬでもない♪",""
"1","0","カオリ","34","3","0","80001","101701","2","0","もう、キミと出会って結構な時間が\nたつさ～。でも、私たちの旅は\nまだまだ始まったばかりさ～！",""
"2","0","カオリ","35","3","0","80001","101701","2","0","これからも、どうぞよろしく\nお願いするさ～！",""
"1","0","サレン","36","4","0","80001","102801","0","0","あんたと出会ってからもうそんなに\nたつのね～",""
"2","0","サレン","37","4","0","80001","102801","0","0","あっという間だったって感じるほど\n楽しかったわ！\nこれからも一緒に頑張りましょ！",""
"1","0","スズメ","38","4","0","80001","102501","1","0","出会ってから1年間、ずっと\nご迷惑をかけっぱなしで、\nすみません…",""
"2","0","スズメ","39","4","0","80001","102501","1","0","これからはもっと頑張りますから\n見ていてくださいね\nできれば…\n今までよりも、私の近くで♪",""
"1","0","タマキ","40","5","0","80001","104601","0","0","振り返れば、今までいろんなことが\nあったにゃあ…",""
"2","0","タマキ","41","5","0","80001","104601","0","0","これからも、二人でたくさんの\n思い出をがっぽり作っていく\nにゃー！",""
"1","0","ミフユ","42","5","0","80001","104801","1","0","キミとの師弟関係も、\nもう1年なのね…\nでもキミに教えることは、",""
"2","0","ミフユ","43","5","0","80001","104801","1","0","まだまだいっぱいあるわ\nこれからも、\nしっかりついて来てね！",""
"1","0","アキノ","44","6","0","80001","103201","0","0","あなたさまと出会ってもう1年…",""
"2","0","アキノ","45","6","0","80001","103201","0","0","光陰矢のごとし、とはまさに\nこのことですわ。…思い出は決して\nお金では買えませんわね",""
"1","0","ユカリ","46","6","0","80001","103401","1","0","ダメな私を1年間も見捨てないで\nくれて、本当にありがとう",""
"2","0","ユカリ","47","6","0","80001","103401","1","0","情けないところいっぱいみせるかも\nしれないけど、これからも一緒に\nいてくれると、うれしいな",""
"1","0","クリスティーナ","48","7","0","80001","107101","0","0","オマエと出会ってもう1年か\nまさかこのワタシの結婚相手に\nなろうとはな…",""
"2","0","クリスティーナ","49","7","0","80001","107101","0","0","ともかくこれからも\n愉しませてくれよ☆",""
"1","0","ジュン","50","7","0","80001","104701","1","0","君と出会ってからもう1年か。\n以前と比べて私の表情もいくらか\n柔らかくなった気がするんだが、\nどうだろう？",""
"2","0","ジュン","51","7","0","80001","104701","1","0","見えないから分からないって？\nそれもそうだな…",""
"1","0","トモ","52","8","0","80001","103701","0","0","もう1年たったみたいだね\nあなたをからかってばかりだった\nけど、楽しかった♪",""
"2","0","トモ","53","8","0","80001","103701","0","0","これからもよろしくね！",""
"1","0","マツリ","54","8","0","80001","100501","1","0","出会って、もう1年たっちゃった\nんスね。なんだか意外ッス",""
"2","0","マツリ","55","8","0","80001","100501","1","0","毎日楽しくて、あっという間に過ぎ\nちゃったみたいなんスよね\nこれからも一緒に悪と戦うッス！",""
"1","0","ミヤコ","56","9","0","80001","100701","0","0","オマエと会って1年なの！\n全然成仏もできなかったし、",""
"2","0","ミヤコ","57","9","0","80001","100701","0","0","生き返りもしなかったけど、\nすごく楽しかったの～♪\nオマエとプリンがあれば、\nミヤコはハッピーなの～♪",""
"1","0","シノブ","58","9","0","80001","103101","1","0","あなたと出会って1年なんですね\nでも、私の占いでは、私とあなたは",""
"2","0","シノブ","59","9","0","80001","103101","1","0","来年も再来年も一緒にいるようです\nふふ、よろしくお願いしますね",""
"1","0","アンナ","60","10","0","80001","100901","0","0","貴様が閃光のシグルドとして覚醒し\nもう1年か…。これからも我らの\n長き戦いに終わりはないが、",""
"2","0","アンナ","61","10","0","80001","100901","0","0","それでも貴様となら…\n添い遂げる覚悟はできているぞ！",""
"1","0","ナナカ","62","10","0","80001","101301","1","0","君と出会ってもう1年だって！\n早いねー！",""
"2","0","ナナカ","63","10","0","80001","101301","1","0","これからも最強のバディタッグで\n大活躍だー！\n頼りにしてるよ、相棒！",""
"1","0","ミツキ","64","11","0","80001","105101","0","0","1年たつのって、あっという間ね\nまだまだ君の知らない部分が\nたくさんあるし…",""
"2","0","ミツキ","65","11","0","80001","105101","0","0","これからも、いろんなところを\n調べさせてね？",""
"1","0","ルカ","66","11","0","80001","105601","1","0","お前さんと出会ってもう1年か\n助太刀するつもりが",""
"2","0","ルカ","67","11","0","80001","105601","1","0","逆に助けられたりもしたね\nこれからもよろしく頼むよ！",""
"1","0","エリコ","68","11","0","80001","102701","2","0","早いものですわね、あなた様と\nお会いして、もう1年…",""
"2","0","エリコ","69","11","0","80001","102701","2","0","あなた様といると、時があっと\nいう間に過ぎてしまいます\n時間を止める研究をしなくては\nいけませんね…",""
"1","0","アヤネ","70","12","0","80001","102301","0","0","お兄ちゃんと会ってから、もう、\n1年なんだね。私、少しは\nお姉ちゃんっぽくなったかな？",""
"2","0","アヤネ","71","12","0","80001","102301","0","0","あ、ぷうきちもお兄ちゃんっぽく\nなったよね？",""
"1","0","チカ","72","12","0","80001","104201","1","0","あなたと出会って、\nもう1年がたったんですね…\nこれからもそばにいて、",""
"2","0","チカ","73","12","0","80001","104201","1","0","私のことを見守ってください\nできることなら、ずっと…",""
"1","0","クルミ","74","12","0","80001","102101","2","0","お兄ちゃんと出会って1年かぁ\n私、相変わらずダメダメで…",""
"2","0","クルミ","75","12","0","80001","102101","2","0","で、でもこれからもずっと…\n一緒にいたいなぁ…",""
"1","0","シズル","76","13","0","80001","104901","0","0","再会してちょうど1年だね\nお祝いにごちそう作ってきたよ～♪\n特製ケーキと、お寿司と、",""
"2","0","シズル","77","13","0","80001","104901","0","0","ハンバーグと、カレーと、\nシチューと、あ、隠しきれない隠し\n味は、お姉ちゃんの愛情だよ！",""
"1","0","リノ","78","13","0","80001","101101","1","0","お兄ちゃんと再会して、もう1年\nなんですね。\n会えなかった時を思うと、",""
"2","0","リノ","79","13","0","80001","101101","1","0","信じられないくらい幸せな1年\nでした！もう絶対、私から離れ\nないでくださいね♪",""
"1","0","ユイ","80","14","0","80001","100201","0","0","騎士クンと出会ってから今まで、\nいろんなことがあったよね\n楽しいこと、ドキドキしたこと…",""
"2","0","ユイ","81","14","0","80001","100201","0","0","そんな日々をこれからも、\nず、ずっと一緒に…\n過ごしていきたいな…！",""
"1","0","ヒヨリ","82","14","0","80001","100101","1","0","騎士くんと出会って、まだ1年しか\nたってないんだ！？",""
"2","0","ヒヨリ","83","14","0","80001","100101","1","0","なんかもうずっと一緒にいる気が\nするなぁ…えへへ。これからの\n1年もまたよろしくねっ！\n騎士くん！",""
"1","0","レイ","84","14","0","80001","100301","2","0","初めてキミに出会って1年…\n随分見違えたね私もキミも、\n更に強くなっていく…",""
"2","0","レイ","85","14","0","80001","100301","2","0","キミに背中を預けられる日が、\n早くきますように",""
"1","0","ペコリーヌ","86","15","0","80001","105801","0","0","1年もわたしのことを、忘れない\nでいてくれて、ありがとうござい\nます！",""
"2","0","ペコリーヌ","87","15","0","80001","105801","0","0","これからもずっと、覚えていて\nくださいね！",""
"1","0","コッコロ","88","15","0","80001","105901","1","0","こうして1年も、主さまのおそばに\n置いていただけて、とても光栄\nです。どうかこれからも、",""
"2","0","コッコロ","89","15","0","80001","105901","1","0","末永く主さまをお世話させて\nください。わたくしは、ずっと\n主さまのガイド役でいたいのです",""
"1","0","キャル","90","15","0","80001","106001","2","0","1年か、まっさかこんなに長い\n付き合いになるなんてね～\nでも…わりと楽しい1年だったかも",""
"2","0","キャル","91","15","0","80001","106001","2","0","だから、もうしばらくあんたに\n付き合ってやるわよ喜びなさい！",""
"1","0","スズメ","92","0","1","60001","112101","1","0","新しい年のはじめに、\nおみくじはいかがでしょうか？\nよい運勢であるほど、\n沢山プレゼントが貰えますよ♪",""
"0","1","","93","0","1","60001","0","2","0","今日の運勢は姫吉！　あらゆる運気が最大を示しています！　　　今なら「伝説の吸血鬼」をも従え、世界征服も夢じゃありません！",""
"0","1","","94","0","1","60001","0","2","0","今日の運勢は姫吉！　やること全てが最高潮！　やばいですね☆　ラッキーアイテムはおにぎり！　お腹一杯で幸せが続くでしょう！",""
"0","1","","95","0","1","60001","0","2","0","今日の運勢は姫吉！　最強の運勢でどんなドジも跳ね除けます！　大切な人と一緒に、最高の一日になること間違いなし！",""
"0","1","","96","0","1","60001","0","2","0","今日の運勢は姫吉！　どんな挑戦も上手くいく、最高の運勢です！理想の自分に変身できる絶好の機会！　新しい一歩を踏み出そう！",""
"0","1","","97","0","2","60001","0","2","0","今日の運勢は姫吉！　その高い運気はまさにショーグンの如く！　その溢れる威光は人々を惹きつけ、皆の人気者間違いなしです！",""
"0","2","","98","0","1","60001","0","2","0","今日の運勢は大吉！　運気がどんどん高まっています！　　　　　何をやっても、最大効率で素晴らしい結果になりますよ♪",""
"0","2","","99","0","1","60001","0","2","0","今日の運勢は大吉！　なにをやっても上手くいって大活躍！　　　そんな素敵なあなたを見て、後ろから誰かが……クスクス♪",""
"0","2","","100","0","1","60001","0","2","0","今日の運勢は大吉！　ラッキーワードは「ちぇる～ん♪」　　　　出会う人みんなに言ってあげると、ハッピーになれますよ！",""
"0","2","","101","0","1","60001","0","2","0","今日の運勢は大吉！　運勢はバッチリで無敵状態！　　　　　　　龍眼で全てを見通して、思い通りの一日を過ごしましょう！",""
"0","2","","102","0","2","60001","0","2","0","今日の運勢は大吉！　運気が高く、何かに挑戦すると良い結果に！隠れた才能が引き出されそう！　目指せヒデサ……ではなく秀才！",""
"0","3","","103","0","1","60001","0","2","0","今日の運勢は中吉！　商売運が上がってきています！　　　　　　ラッキーアイテムはたいやき！　和菓子パワーで売上アップです！",""
"0","3","","104","0","1","60001","0","2","0","今日の運勢は中吉！　旅行運がぐんぐんと上昇中♪　　　　　　　もしかしたら、あの「マホマホ王国」にだって行けるかも♪",""
"0","3","","105","0","1","60001","0","2","0","今日の運勢は中吉！　仕事運が急上昇中です！　　　　　　　　　きっと「煉獄に舞う一陣の疾風」の如き活躍ができますよ！",""
"0","3","","106","0","1","60001","0","2","0","今日の運勢は中吉！　チャンスを待つと良い結果に！　　　　　　ラッキーアイテムのプリンを食べて、運を呼び込みましょう！",""
"0","3","","107","0","1","60001","0","2","0","今日の運勢は中吉！　お出かけした先で良縁に恵まれそうです！　ダウナー系あざとい女子が、あま～い飴をくれるかも？",""
"0","3","","108","0","1","60001","0","2","0","今日の運勢は中吉！　大抵のことはゴリ押しでなんとかできます！ラッキープレイスはゲーセン。パンチングマシンでストレス発散！",""
"0","3","","109","0","2","60001","0","2","0","今日の運勢は中吉！　運気が着々と上昇中！　　　　　　　　　　精霊の加護を受けたかの如く、色々な事がうまくいきますよ♪",""
"0","4","","110","0","1","60001","0","2","0","今日の運勢は小吉！　早朝に幸運の兆しあり！　　　　　　　　　もしかしたら、優しいお姉ちゃんが起こしにきてくれますよ♪",""
"0","4","","111","0","1","60001","0","2","0","今日の運勢は小吉！　運気上昇中ですが、上がるまでが要注意！　ラッキーアニマルは熊！　本当の家族のように守ってくれるかも♪",""
"0","4","","112","0","1","60001","0","2","0","今日の運勢は小吉！　外に出てゆっくり過ごすと運気が上昇！　　ラッキースポットは牧場。面白い出会いがありそうです♪",""
"0","4","","113","0","1","60001","0","2","0","今日の運勢は小吉！　運気は高いけども、ハプニングには注意！　出かけた先で、「ふしんしゃ」扱いされてしまうかも……",""
"0","4","","114","0","1","60001","0","2","0","今日の運勢は小吉！　同腹一心の友だちが見つかるかも！　　　　キーワードは「ユニちゃんズ」、記憶に刻みましょう！",""
"0","4","","115","0","1","60001","0","2","0","今日の運勢は小吉！　思わぬ相手と仲良くなれるかも？　　　　　うっかり毒舌をもらしてしまわないように要注意です！",""
"0","4","","116","0","2","60001","0","2","0","今日の運勢は小吉！　根を詰めずにリラックスすると運気向上！　ラッキーパーソンはアイドル。歌があなたを幸せにしてくれます♪",""
"2","0","スズメ","117","0","0","60001","112101","3","0","おみくじの結果はいかがでしたか？\n新たに始まる一日が、\nあなたにとってよい日になりますように\n明日もお待ちしていますね♪",""
"3","0","スズメ","118","7","0","60001","112101","3","0","おみくじ、楽しんで頂けましたか？\nあなたの新しい年が\n素晴らしいものになるよう、\n心からお祈りしますね",""
"1","0","ペコリーヌ","119","1","0","80003","105801","0","0","ヒューヒュー♪\nドンドンパフパフー♪",""
"1","0","コッコロ","120","1","0","80003","105901","1","0","ひゅーひゅー\nどんどんぱふぱふー\nでございます",""
"2","0","コッコロ","121","1","0","80003","105901","1","0","さぁ、キャルさまもご一緒に\nどんどんぱふぱふいたしましょう",""
"1","0","キャル","122","1","0","80003","106001","2","0","え？　ちょっと\nいきなりなにっ？",""
"2","0","キャル","123","1","0","80003","106001","2","0","ドンドンパフパフってなんなの？\nあたしにも分かるように\nちゃんと説明しなさいっての！",""
"2","0","ペコリーヌ","124","1","0","80003","105801","0","0","実はですねキャルちゃん！\nもうすぐわたしたちにとっての\n大切な節目──",""
"3","0","ペコリーヌ","125","1","0","80003","105801","0","0","『プリンセスコネクト！\nRe:Dive』\n2.5周年なんですよ！\nやばいですね☆",""
"3","0","コッコロ","126","1","0","80003","105901","1","0","ですからその日に向けて\n今から気分を盛り上げているのです",""
"3","0","キャル","127","1","0","80003","106001","2","0","ああ、そういえば\nそんな時期だっけ\nって言っても、もう少し先じゃない\n気が早いんじゃないの？",""
"4","0","コッコロ","128","1","0","80003","105901","1","0","いいえ、キャルさま\nこういったお祝いは準備から\n楽しむものでございます\nそうですよね、ペコリーヌさま",""
"4","0","ペコリーヌ","129","1","0","80003","105801","0","0","その通りです♪　というわけで！\nカウントダウンの始まりですよ！\nみんなで一緒に2.5周年に向けて\n盛り上がっていきましょー☆",""
"4","0","キャル","130","1","0","80003","106001","2","0","ド、ドンドンパフパフ～\nって何言わせんのよ！\nまったくもう、浮かれちゃってさ",""
"5","0","コッコロ","131","1","0","80003","105901","1","0","ふふ。キャルさまもワクワクして\nおいでのようですね\nそれでは主さま。大切な記念日まで\nどうぞご期待くださいませ",""
"5","0","キャル","132","2","0","80003","106001","0","0","記念日を盛り上げるったって\n一体どうしたらいいのよ？\nあたし、そういうの\n苦手なんだけど…",""
"1","0","カリン","133","2","0","80003","190801","1","0","あら、キャルさん\nどうかなさいましたか？\n何かお困りのようですけど",""
"6","0","キャル","134","2","0","80003","106001","0","0","げっ…カリンじゃない\nなんでもないわよ！",""
"2","0","カリン","135","2","0","80003","190801","1","0","そうなのですか？\nキャルさんのことですからてっきり\n2.5周年をどう盛り上げたら\nいいか悩んでいるのかと…",""
"7","0","キャル","136","2","0","80003","106001","0","0","分かってんじゃないのよ！？\nいっ、いや、違うけどね！\nあたしは別にそんなことで\n悩んでないわよっ？",""
"3","0","カリン","137","2","0","80003","190801","1","0","ふふっ…\nこういう時は、真心を込めて\n気持ちをそのまま口にしたら\nいいのではないでしょうか？",""
"8","0","キャル","138","2","0","80003","106001","0","0","気持ちを、ねぇ\nそれが一番難しいんじゃない…\nそもそも、あたしは記念日とか\n別にどうだっていいし",""
"9","0","キャル","139","2","0","80003","106001","0","0","…まあ、ペコリーヌもコロ助も\nやけに楽しそうだったから…\nこういうお祭り騒ぎみたいなのも\nたまにはいいかな、とは思うけど",""
"4","0","カリン","140","2","0","80003","190801","1","0","なるほどなるほど～\nキャルさんは【美食殿】で祝う\n2.5周年を心から楽しみに\nしている、ということですね！",""
"10","0","キャル","141","2","0","80003","106001","0","0","はぁ！？\nどこ聞いたらそうなるのよ！\nあたしは別に楽しみになんか…！",""
"5","0","カリン","142","2","0","80003","190801","1","0","キャルさんの心からの想い\nみなさんにも伝わったでしょうか？\n私も2.5周年が楽しみです！\n以上、カリンがお伝えしました！",""
"11","0","キャル","143","2","0","80003","106001","0","0","心からの想いって何なのよ！？\n勝手に人の言葉を\n捻じ曲げんじゃないわよ！\nこのくそ眼鏡ーーーっ！",""
"6","0","コッコロ","144","3","0","80003","105901","0","0","ペコリーヌさま、もうすぐ\n記念日でございますね\nこういった節目というのは\n感慨深いものでございます",""
"5","0","ペコリーヌ","145","3","0","80003","105801","1","0","色んな思い出が蘇ってきますね！\n楽しい出来事が\nいっぱいありました♪",""
"7","0","コッコロ","146","3","0","80003","105901","0","0","はい、そうでございますね\n主さまも【美食殿】の活動の他にも\nいろんなご経験をされたと\n聞いておりますよ",""
"8","0","コッコロ","147","3","0","80003","105901","0","0","たしか…ランドソルで話題沸騰と\nなっていた、魔法少女なるものに\nお会いになられたとか",""
"6","0","ペコリーヌ","148","3","0","80003","105801","1","0","魔法少女って、あの美味しくって\n栄養たっぷりの大ヒット商品\n『魔法少女ソーセージ』の箱に\n描いてある女の子のことですか！？",""
"7","0","ペコリーヌ","149","3","0","80003","105801","1","0","あのソーセージ\n美味しいんですよね～♪\nわたしもたっくさん食べてますよ！",""
"9","0","コッコロ","150","3","0","80003","105901","0","0","あとは、牧場に素敵な温泉が\n出来たとか…",""
"8","0","ペコリーヌ","151","3","0","80003","105801","1","0","牧場ですか！？　温泉につかって\nチーズもオツですね～♪　考えた\nだけでよだれが出ちゃいそうです！\nやばいですね☆",""
"10","0","コッコロ","152","3","0","80003","105901","0","0","ペコリーヌさま\n言ってるそばからよだれが…\n今お拭きしますね。ふき、ふき",""
"9","0","ペコリーヌ","153","3","0","80003","105801","1","0","えへへ、ありがとうございます\nコッコロちゃん！",""
"11","0","コッコロ","154","3","0","80003","105901","0","0","それにしても、主さまは\n【美食殿】の一員として様々な\n美食と出会われていたのですね\nわたくし、感服いたしました",""
"10","0","ペコリーヌ","155","3","0","80003","105801","1","0","これからもたくさん冒険をして\nめいっぱい美食を\n味わい尽くしましょうね！",""
"11","0","ペコリーヌ","156","4","0","80003","105801","0","0","2.5周年カウントダウン♪\nキャルちゃんキャルちゃん！\nわくわくしますね☆",""
"12","0","キャル","157","4","0","80003","106001","1","0","あぁもう、うるさいわね～\nまだまだ先でしょ？\nちょっとは落ち着きなさいよ",""
"12","0","ペコリーヌ","158","4","0","80003","105801","0","0","キャルちゃんだって最近\nソワソワしてるじゃないですか～\nさっきもご機嫌そうに鼻歌とか\n歌ってましたよね？",""
"13","0","キャル","159","4","0","80003","106001","1","0","なっ…！　き、聞いてたの！？\nじゃない、歌ってないわよ！？\nあんたいい加減なこと言うと\nぶっ殺すわよ！？",""
"13","0","ペコリーヌ","160","4","0","80003","105801","0","0","えっへへ～♪\nわたしは最近のキャルちゃんが\nもっともっと大好きですよ♪\nすごく積極的になりましたよね！",""
"14","0","キャル","161","4","0","80003","106001","1","0","…積極的？\nなんの話よ？",""
"14","0","ペコリーヌ","162","4","0","80003","105801","0","0","またまた～♪\nアイドルを目指そうとしたこと\n忘れちゃったんですか？",""
"15","0","ペコリーヌ","163","4","0","80003","105801","0","0","ムーサの町で\nきゃるきゃる～ん☆　って！",""
"15","0","キャル","164","4","0","80003","106001","1","0","あっ…！？　ちちち違うわよっ！\nあれは操られてただけで\nあたしはアイドルなんか\n目指してないっての！！",""
"16","0","ペコリーヌ","165","4","0","80003","105801","0","0","本当に本当ですか？\nわたし、キャルちゃんとっても\n乗り気だなって\n思ってたんですけど～",""
"16","0","キャル","166","4","0","80003","106001","1","0","まぁ、悪くはなかったけど…って\nだ、だから目指してないって\n言ってるでしょ！！\nなんてこと思い出させんのよ！？",""
"17","0","キャル","167","4","0","80003","106001","1","0","ああ…ダメだわ…\nもう殺すしかない…\n2.5周年が来る前に\n記憶ごと消し去ってやるー！",""
"18","0","キャル","168","5","0","80003","106001","0","0","2.5周年まであと10日…\nふ～ん？\n案外早いもんね？",""
"12","0","コッコロ","169","5","0","80003","105901","1","0","そうでございますね…\nその日のためにやるべきことは\nまだまだございます\n気を引き締めねばなりません…！",""
"19","0","キャル","170","5","0","80003","106001","0","0","やる気十分ねコロ助…\nそんな気負ってるとしんどいわよ？\nお気楽にやりましょ？",""
"13","0","コッコロ","171","5","0","80003","105901","1","0","キャルさま…\nありがとうございます\nキャルさまは本当に\n優しいおかたです",""
"20","0","キャル","172","5","0","80003","106001","0","0","な、なにわけの分かんないこと\n言ってんのよ…\nあたしは優しくなんかないっての",""
"14","0","コッコロ","173","5","0","80003","105901","1","0","そんなことはございません\n…あの、実はわたくし\nキャルさまに\nひとつお願いがございまして",""
"21","0","キャル","174","5","0","80003","106001","0","0","お願い？　珍しいわね\nコロ助がそんなこと言うなんて\n…まあ、あたしに出来ることなら\n別にいいけど",""
"15","0","コッコロ","175","5","0","80003","105901","1","0","ありがとうございます\n実は記念日へ向けて\n『かくし芸』というものを\n用意してみようかと思いまして",""
"22","0","キャル","176","5","0","80003","106001","0","0","かくし芸？",""
"16","0","コッコロ","177","5","0","80003","105901","1","0","はい。きゃるきゃる～ん☆　を\n参考に、ころころ～ん☆　という\nご挨拶を考えてみたのですが\nポーズがうまくいかなくて…",""
"23","0","キャル","178","5","0","80003","106001","0","0","～～！！　ちょっと褒められて\nいい気になって損したわ！！\nふざけんなふざけんな\nふ～ざ～け～ん～な～っ！！",""
