00bf0a53d925e6bca9b531e01889453762fb379e2fb75e80e43963d3bb81209b,fbed4e563eb89341f8edf0babbb8ca4178f3ee36528a0a8f1442b0ceb9cd84c0,5ef77e79dfdeebb244a6aa10c2b580791b0757f654017c4a741c9f871f22dbeb,f7259608ca1d406caa65e3620dea4b16a49a18be6284cdda1275cf12b3fc6a45,77c754f3923c52e07abae9b0645c4382fe7eb775538efbd4828dc2c180d72ba8,63852a52f66657837870fe2b8f8e4c39e7467bf76cf5f3c7e8eb1aec086f858f,66bbba4df30726dd0dd2ec8b282011258e1210f5292cc5a5e0247b04165a13a0,9e854f3fc1021cf76cd05d245dc537a4c5a194dc9fc0bacae08b3d1d29ef9d41,8d0d3c52bb9ce6645e90c0abff565547674c3f52996e0a744e2fee602524a6c8,348ab80a1a52a001b1db708281d6f43da45bda2f717098806387060f33edf8e1
"1131","0","0","2","1103","0","0","25021","500000","220"
"1141","0","0","2","1104","0","0","25021","500000","220"
"1151","0","0","2","1105","0","0","25021","500000","220"
"1211","0","0","2","1201","0","0","25021","500000","220"
"1221","0","0","2","1202","0","0","25021","500000","220"
"1231","0","0","2","1203","0","0","25021","500000","220"
"1241","0","0","2","1204","0","0","25021","500000","220"
"1251","0","0","2","1205","0","0","25021","500000","220"
"1311","0","0","2","1301","0","0","25021","500000","220"
"1321","0","0","2","1302","0","0","25021","500000","220"
"1331","0","0","2","1303","0","0","25021","500000","220"
"1341","0","0","2","1304","0","0","25021","500000","220"
"1351","0","0","2","1305","0","0","25021","500000","220"
"1411","0","0","2","1401","0","0","25021","500000","220"
"1421","0","0","2","1402","0","0","25021","500000","220"
"1431","0","0","2","1403","0","0","25021","500000","220"
"1441","0","0","2","1404","0","0","25021","500000","220"
"1451","0","0","2","1405","0","0","25021","500000","220"
"1511","0","0","2","1501","0","0","25021","500000","220"
"1521","0","0","2","1502","0","0","25021","500000","220"
"1531","0","0","2","1503","0","0","25021","500000","220"
"1541","0","0","2","1504","0","0","25021","500000","220"
"1551","0","0","2","1505","0","0","25021","500000","220"
"1611","0","0","2","1601","0","0","25021","500000","1100"
"1711","0","0","2","1701","0","0","25021","500000","1100"
"1811","0","0","2","1801","0","0","25021","500000","220"
"1821","0","0","2","1802","0","0","25021","500000","220"
"1831","0","0","2","1803","0","0","25021","500000","220"
"1841","0","0","2","1804","0","0","25021","500000","220"
"1851","0","0","2","1805","0","0","25021","500000","220"
"1911","0","0","2","1901","0","0","25021","500000","220"
"1921","0","0","2","1902","0","0","25021","500000","220"
"1931","0","0","2","1903","0","0","25021","500000","220"
"1941","0","0","2","1904","0","0","25021","500000","220"
"1951","0","0","2","1905","0","0","25021","500000","220"
"2011","0","0","2","2001","0","0","25021","500000","220"
"2021","0","0","2","2002","0","0","25021","500000","220"
"2031","0","0","2","2003","0","0","25021","500000","220"
"2041","0","0","2","2004","0","0","25021","500000","220"
"2051","0","0","2","2005","0","0","25021","500000","220"
"2111","0","0","2","2101","0","0","25021","500000","1100"
"2211","0","0","2","2201","0","0","25021","500000","220"
"2221","0","0","2","2202","0","0","25021","500000","220"
"2231","0","0","2","2203","0","0","25021","500000","220"
"2241","0","0","2","2204","0","0","25021","500000","220"
"2251","0","0","2","2205","0","0","25021","500000","220"
"2311","0","0","2","2301","0","0","25021","500000","220"
"2321","0","0","2","2302","0","0","25021","500000","220"
"2331","0","0","2","2303","0","0","25021","500000","220"
"2341","0","0","2","2304","0","0","25021","500000","220"
"2351","0","0","2","2305","0","0","25021","500000","220"
"2411","0","0","2","2401","0","0","25021","500000","220"
"2421","0","0","2","2402","0","0","25021","500000","220"
"2431","0","0","2","2403","0","0","25021","500000","220"
"2441","0","0","2","2404","0","0","25021","500000","220"
"2451","0","0","2","2405","0","0","25021","500000","220"
"2511","0","0","2","2501","0","0","25021","500000","220"
"2521","0","0","2","2502","0","0","25021","500000","220"
"2531","0","0","2","2503","0","0","25021","500000","220"
"2541","0","0","2","2504","0","0","25021","500000","220"
"2551","0","0","2","2505","0","0","25021","500000","220"
"2611","0","0","2","2601","0","0","25021","510000","470"
"2621","0","0","2","2602","0","0","25021","510000","470"
"2631","0","0","2","2603","0","0","25021","510000","470"
"2711","0","0","2","2701","0","0","25021","510000","280"
"2721","0","0","2","2702","0","0","25021","510000","280"
"2731","0","0","2","2703","0","0","25021","510000","280"
"2741","0","0","2","2704","0","0","25021","510000","280"
"2751","0","0","2","2705","0","0","25021","510000","280"
"2811","0","0","2","2801","0","0","25021","510000","280"
"2821","0","0","2","2802","0","0","25021","510000","280"
"2831","0","0","2","2803","0","0","25021","510000","280"
"2841","0","0","2","2804","0","0","25021","510000","280"
"2851","0","0","2","2805","0","0","25021","510000","280"
"2911","0","0","2","2901","0","0","25021","510000","280"
"2921","0","0","2","2902","0","0","25021","510000","280"
"2931","0","0","2","2903","0","0","25021","510000","280"
"2941","0","0","2","2904","0","0","25021","510000","280"
"2951","0","0","2","2905","0","0","25021","510000","280"
"3011","0","0","2","3001","0","0","25021","510000","280"
"3021","0","0","2","3002","0","0","25021","510000","280"
"3031","0","0","2","3003","0","0","25021","510000","280"
"3041","0","0","2","3004","0","0","25021","510000","280"
"3051","0","0","2","3005","0","0","25021","510000","280"
"3111","0","0","2","3101","0","0","25021","510000","280"
"3121","0","0","2","3102","0","0","25021","510000","280"
"3131","0","0","2","3103","0","0","25021","510000","280"
"3141","0","0","2","3104","0","0","25021","510000","280"
"3151","0","0","2","3105","0","0","25021","510000","280"
"3211","0","0","2","3201","0","0","25021","510000","280"
"3221","0","0","2","3202","0","0","25021","510000","280"
"3231","0","0","2","3203","0","0","25021","510000","280"
"3241","0","0","2","3204","0","0","25021","510000","280"
"3251","0","0","2","3205","0","0","25021","510000","280"
"3311","0","0","2","3301","0","0","25021","510000","280"
"3321","0","0","2","3302","0","0","25021","510000","280"
"3331","0","0","2","3303","0","0","25021","510000","280"
"3341","0","0","2","3304","0","0","25021","510000","280"
"3351","0","0","2","3305","0","0","25021","510000","280"
"3411","0","0","2","3401","0","0","25021","510000","280"
"3421","0","0","2","3402","0","0","25021","510000","280"
"3431","0","0","2","3403","0","0","25021","510000","280"
"3441","0","0","2","3404","0","0","25021","510000","280"
"3451","0","0","2","3405","0","0","25021","510000","280"
"3511","0","0","2","3501","0","0","25021","510000","280"
"3521","0","0","2","3502","0","0","25021","510000","280"
"3531","0","0","2","3503","0","0","25021","510000","280"
"3541","0","0","2","3504","0","0","25021","510000","280"
"3551","0","0","2","3505","0","0","25021","510000","280"
"3611","0","0","2","3601","0","0","25021","510000","280"
"3621","0","0","2","3602","0","0","25021","510000","280"
"3631","0","0","2","3603","0","0","25021","510000","280"
"3641","0","0","2","3604","0","0","25021","510000","280"
"3651","0","0","2","3605","0","0","25021","510000","280"
"3711","0","0","2","3701","0","0","25021","510000","280"
"3721","0","0","2","3702","0","0","25021","510000","280"
"3731","0","0","2","3703","0","0","25021","510000","280"
"3741","0","0","2","3704","0","0","25021","510000","280"
"3751","0","0","2","3705","0","0","25021","510000","280"
"3811","0","0","2","3801","0","0","25021","510000","280"
"3821","0","0","2","3802","0","0","25021","510000","280"
"3831","0","0","2","3803","0","0","25021","510000","280"
"3841","0","0","2","3804","0","0","25021","510000","280"
"3851","0","0","2","3805","0","0","25021","510000","280"
"3911","0","0","2","3901","0","0","25021","510000","280"
"3921","0","0","2","3902","0","0","25021","510000","280"
"3931","0","0","2","3903","0","0","25021","510000","280"
"3941","0","0","2","3904","0","0","25021","510000","280"
"3951","0","0","2","3905","0","0","25021","510000","280"
"4011","0","0","2","4001","0","0","25021","510000","280"
"4021","0","0","2","4002","0","0","25021","510000","280"
"4031","0","0","2","4003","0","0","25021","510000","280"
"4041","0","0","2","4004","0","0","25021","510000","280"
"4051","0","0","2","4005","0","0","25021","510000","280"
"4111","0","0","2","4101","0","0","25021","510000","280"
"4121","0","0","2","4102","0","0","25021","510000","280"
"4131","0","0","2","4103","0","0","25021","510000","280"
"4141","0","0","2","4104","0","0","25021","510000","280"
"4151","0","0","2","4105","0","0","25021","510000","280"
"4211","0","0","2","4201","0","0","25021","510000","280"
"4221","0","0","2","4202","0","0","25021","510000","280"
"4231","0","0","2","4203","0","0","25021","510000","280"
"4241","0","0","2","4204","0","0","25021","510000","280"
"4251","0","0","2","4205","0","0","25021","510000","280"
"4311","0","0","2","4301","0","0","25021","510000","280"
"4321","0","0","2","4302","0","0","25021","510000","280"
"4331","0","0","2","4303","0","0","25021","510000","280"
"4341","0","0","2","4304","0","0","25021","510000","280"
"4351","0","0","2","4305","0","0","25021","510000","280"
"4411","0","0","2","4401","0","0","25021","510000","280"
"4421","0","0","2","4402","0","0","25021","510000","280"
"4431","0","0","2","4403","0","0","25021","510000","280"
"4441","0","0","2","4404","0","0","25021","510000","280"
"4451","0","0","2","4405","0","0","25021","510000","280"
"4511","0","0","2","4501","0","0","25021","510000","280"
"4521","0","0","2","4502","0","0","25021","510000","280"
"4531","0","0","2","4503","0","0","25021","510000","280"
"4541","0","0","2","4504","0","0","25021","510000","280"
"4551","0","0","2","4505","0","0","25021","510000","280"
"4611","0","0","2","4601","0","0","25021","510000","280"
"4621","0","0","2","4602","0","0","25021","510000","280"
"4631","0","0","2","4603","0","0","25021","510000","280"
"4641","0","0","2","4604","0","0","25021","510000","280"
"4651","0","0","2","4605","0","0","25021","510000","280"
"4711","0","0","2","4701","0","0","25021","510000","280"
"4721","0","0","2","4702","0","0","25021","510000","280"
"4731","0","0","2","4703","0","0","25021","510000","280"
"4741","0","0","2","4704","0","0","25021","510000","280"
"4751","0","0","2","4705","0","0","25021","510000","280"
"4811","0","0","2","4801","0","0","25021","510000","280"
"4821","0","0","2","4802","0","0","25021","510000","280"
"4831","0","0","2","4803","0","0","25021","510000","280"
"4841","0","0","2","4804","0","0","25021","510000","280"
"4851","0","0","2","4805","0","0","25021","510000","280"
"4911","0","0","2","4901","0","0","25021","510000","280"
"4921","0","0","2","4902","0","0","25021","510000","280"
"4931","0","0","2","4903","0","0","25021","510000","280"
"4941","0","0","2","4904","0","0","25021","510000","280"
"4951","0","0","2","4905","0","0","25021","510000","280"
"5011","0","0","2","5001","0","0","25021","510000","280"
"5021","0","0","2","5002","0","0","25021","510000","280"
"5031","0","0","2","5003","0","0","25021","510000","280"
"5041","0","0","2","5004","0","0","25021","510000","280"
"5051","0","0","2","5005","0","0","25021","510000","280"
"5111","0","0","2","5101","0","0","25021","510000","280"
"5121","0","0","2","5102","0","0","25021","510000","280"
"5131","0","0","2","5103","0","0","25021","510000","280"
"5141","0","0","2","5104","0","0","25021","510000","280"
"5151","0","0","2","5105","0","0","25021","510000","280"
"5211","0","0","2","5201","0","0","25021","510000","280"
"5221","0","0","2","5202","0","0","25021","510000","280"
"5231","0","0","2","5203","0","0","25021","510000","280"
"5241","0","0","2","5204","0","0","25021","510000","280"
"5251","0","0","2","5205","0","0","25021","510000","280"
"5311","0","0","2","5301","0","0","25021","510000","280"
"5321","0","0","2","5302","0","0","25021","510000","280"
"5331","0","0","2","5303","0","0","25021","510000","280"
"5341","0","0","2","5304","0","0","25021","510000","280"
"5351","0","0","2","5305","0","0","25021","510000","280"
"5411","0","0","2","5401","0","0","25021","520000","640"
"5421","0","0","2","5402","0","0","25021","520000","640"
"5431","0","0","2","5403","0","0","25021","520000","640"
"5511","0","0","2","5501","0","0","25021","520000","380"
"5521","0","0","2","5502","0","0","25021","520000","380"
"5531","0","0","2","5503","0","0","25021","520000","380"
"5541","0","0","2","5504","0","0","25021","520000","380"
"5551","0","0","2","5505","0","0","25021","520000","380"
"5611","0","0","2","5601","0","0","25021","520000","950"
"5621","0","0","2","5602","0","0","25021","520000","950"
"5711","0","0","2","5701","0","0","25021","520000","380"
"5721","0","0","2","5702","0","0","25021","520000","380"
"5731","0","0","2","5703","0","0","25021","520000","380"
"5741","0","0","2","5704","0","0","25021","520000","380"
"5751","0","0","2","5705","0","0","25021","520000","380"
"5811","0","0","2","5801","0","0","25021","520000","380"
"5821","0","0","2","5802","0","0","25021","520000","380"
"5831","0","0","2","5803","0","0","25021","520000","380"
"5841","0","0","2","5804","0","0","25021","520000","380"
"5851","0","0","2","5805","0","0","25021","520000","380"
"5911","0","0","2","5901","0","0","25021","520000","380"
"5921","0","0","2","5902","0","0","25021","520000","380"
"5931","0","0","2","5903","0","0","25021","520000","380"
"5941","0","0","2","5904","0","0","25021","520000","380"
"5951","0","0","2","5905","0","0","25021","520000","380"
"6011","0","0","2","6001","0","0","25021","520000","950"
"6021","0","0","2","6002","0","0","25021","520000","950"
"6111","0","0","2","6101","0","0","25021","520000","380"
"6121","0","0","2","6102","0","0","25021","520000","380"
"6131","0","0","2","6103","0","0","25021","520000","380"
"6141","0","0","2","6104","0","0","25021","520000","380"
"6151","0","0","2","6105","0","0","25021","520000","380"
"6211","0","0","2","6201","0","0","25021","520000","380"
"6221","0","0","2","6202","0","0","25021","520000","380"
"6231","0","0","2","6203","0","0","25021","520000","380"
"6241","0","0","2","6204","0","0","25021","520000","380"
"6251","0","0","2","6205","0","0","25021","520000","380"
"6311","0","0","2","6301","0","0","25021","520000","380"
"6321","0","0","2","6302","0","0","25021","520000","380"
"6331","0","0","2","6303","0","0","25021","520000","380"
"6341","0","0","2","6304","0","0","25021","520000","380"
"6351","0","0","2","6305","0","0","25021","520000","380"
"6411","0","0","2","6401","0","0","25021","520000","380"
"6421","0","0","2","6402","0","0","25021","520000","380"
"6431","0","0","2","6403","0","0","25021","520000","380"
"6441","0","0","2","6404","0","0","25021","520000","380"
"6451","0","0","2","6405","0","0","25021","520000","380"
"6511","0","0","2","6501","0","0","25021","520000","380"
"6521","0","0","2","6502","0","0","25021","520000","380"
"6531","0","0","2","6503","0","0","25021","520000","380"
"6541","0","0","2","6504","0","0","25021","520000","380"
"6551","0","0","2","6505","0","0","25021","520000","380"
"6611","0","0","2","6601","0","0","25021","520000","1900"
"6711","0","0","2","6701","0","0","25021","520000","380"
"6721","0","0","2","6702","0","0","25021","520000","380"
"6731","0","0","2","6703","0","0","25021","520000","380"
"6741","0","0","2","6704","0","0","25021","520000","380"
"6751","0","0","2","6705","0","0","25021","520000","380"
"6811","0","0","2","6801","0","0","25021","520000","380"
"6821","0","0","2","6802","0","0","25021","520000","380"
"6831","0","0","2","6803","0","0","25021","520000","380"
"6841","0","0","2","6804","0","0","25021","520000","380"
"6851","0","0","2","6805","0","0","25021","520000","380"
"6911","0","0","2","6901","0","0","25021","520000","380"
"6921","0","0","2","6902","0","0","25021","520000","380"
"6931","0","0","2","6903","0","0","25021","520000","380"
"6941","0","0","2","6904","0","0","25021","520000","380"
"6951","0","0","2","6905","0","0","25021","520000","380"
"7011","0","0","2","7001","0","0","25021","520000","380"
"7021","0","0","2","7002","0","0","25021","520000","380"
"7031","0","0","2","7003","0","0","25021","520000","380"
"7041","0","0","2","7004","0","0","25021","520000","380"
"7051","0","0","2","7005","0","0","25021","520000","380"
"7111","0","0","2","7101","0","0","25021","520000","380"
"7121","0","0","2","7102","0","0","25021","520000","380"
"7131","0","0","2","7103","0","0","25021","520000","380"
"7141","0","0","2","7104","0","0","25021","520000","380"
"7151","0","0","2","7105","0","0","25021","520000","380"
"7211","0","0","2","7201","0","0","25021","520000","1900"
"7311","0","0","2","7301","0","0","25021","520000","380"
"7321","0","0","2","7302","0","0","25021","520000","380"
"7331","0","0","2","7303","0","0","25021","520000","380"
"7341","0","0","2","7304","0","0","25021","520000","380"
"7351","0","0","2","7305","0","0","25021","520000","380"
"7411","0","0","2","7401","0","0","25021","520000","380"
"7421","0","0","2","7402","0","0","25021","520000","380"
"7431","0","0","2","7403","0","0","25021","520000","380"
"7441","0","0","2","7404","0","0","25021","520000","380"
"7451","0","0","2","7405","0","0","25021","520000","380"
"7511","0","0","2","7501","0","0","25021","520000","380"
"7521","0","0","2","7502","0","0","25021","520000","380"
"7531","0","0","2","7503","0","0","25021","520000","380"
"7541","0","0","2","7504","0","0","25021","520000","380"
"7551","0","0","2","7505","0","0","25021","520000","380"
"7611","0","0","2","7601","0","0","25021","520000","380"
"7621","0","0","2","7602","0","0","25021","520000","380"
"7631","0","0","2","7603","0","0","25021","520000","380"
"7641","0","0","2","7604","0","0","25021","520000","380"
"7651","0","0","2","7605","0","0","25021","520000","380"
"7711","0","0","2","7701","0","0","25021","520000","1900"
"7811","0","0","2","7801","0","0","25021","520000","950"
"7821","0","0","2","7802","0","0","25021","520000","950"
"7911","0","0","2","7901","0","0","25021","520000","380"
"7921","0","0","2","7902","0","0","25021","520000","380"
"7931","0","0","2","7903","0","0","25021","520000","380"
"7941","0","0","2","7904","0","0","25021","520000","380"
"7951","0","0","2","7905","0","0","25021","520000","380"
"8011","0","0","2","8001","0","0","25021","520000","380"
"8021","0","0","2","8002","0","0","25021","520000","380"
"8031","0","0","2","8003","0","0","25021","520000","380"
"8041","0","0","2","8004","0","0","25021","520000","380"
"8051","0","0","2","8005","0","0","25021","520000","380"
"8111","0","0","2","8101","0","0","25021","520000","380"
"8121","0","0","2","8102","0","0","25021","520000","380"
"8131","0","0","2","8103","0","0","25021","520000","380"
"8141","0","0","2","8104","0","0","25021","520000","380"
"8151","0","0","2","8105","0","0","25021","520000","380"
"8211","0","0","2","8201","0","0","25021","530000","460"
"8221","0","0","2","8202","0","0","25021","530000","460"
"8231","0","0","2","8203","0","0","25021","530000","460"
"8241","0","0","2","8204","0","0","25021","530000","460"
"8251","0","0","2","8205","0","0","25021","530000","460"
"8311","0","0","2","8301","0","0","25021","530000","460"
"8321","0","0","2","8302","0","0","25021","530000","460"
"8331","0","0","2","8303","0","0","25021","530000","460"
"8341","0","0","2","8304","0","0","25021","530000","460"
"8351","0","0","2","8305","0","0","25021","530000","460"
"8411","0","0","2","8401","0","0","25021","530000","460"
"8421","0","0","2","8402","0","0","25021","530000","460"
"8431","0","0","2","8403","0","0","25021","530000","460"
"8441","0","0","2","8404","0","0","25021","530000","460"
"8451","0","0","2","8405","0","0","25021","530000","460"
"8511","0","0","2","8501","0","0","25021","530000","460"
"8521","0","0","2","8502","0","0","25021","530000","460"
"8531","0","0","2","8503","0","0","25021","530000","460"
"8541","0","0","2","8504","0","0","25021","530000","460"
"8551","0","0","2","8505","0","0","25021","530000","460"
"8611","0","0","2","8601","0","0","25021","530000","460"
"8621","0","0","2","8602","0","0","25021","530000","460"
"8631","0","0","2","8603","0","0","25021","530000","460"
"8641","0","0","2","8604","0","0","25021","530000","460"
"8651","0","0","2","8605","0","0","25021","530000","460"
"8711","0","0","2","8701","0","0","25021","530000","460"
"8721","0","0","2","8702","0","0","25021","530000","460"
"8731","0","0","2","8703","0","0","25021","530000","460"
"8741","0","0","2","8704","0","0","25021","530000","460"
"8751","0","0","2","8705","0","0","25021","530000","460"
"8811","0","0","2","8801","0","0","25021","530000","460"
"8821","0","0","2","8802","0","0","25021","530000","460"
"8831","0","0","2","8803","0","0","25021","530000","460"
"8841","0","0","2","8804","0","0","25021","530000","460"
"8851","0","0","2","8805","0","0","25021","530000","460"
"8911","0","0","2","8901","0","0","25021","530000","460"
"8921","0","0","2","8902","0","0","25021","530000","460"
"8931","0","0","2","8903","0","0","25021","530000","460"
"8941","0","0","2","8904","0","0","25021","530000","460"
"8951","0","0","2","8905","0","0","25021","530000","460"
"9011","0","0","2","9001","0","0","25021","530000","460"
"9021","0","0","2","9002","0","0","25021","530000","460"
"9031","0","0","2","9003","0","0","25021","530000","460"
"9041","0","0","2","9004","0","0","25021","530000","460"
"9051","0","0","2","9005","0","0","25021","530000","460"
"9111","0","0","2","9101","0","0","25021","530000","460"
"9121","0","0","2","9102","0","0","25021","530000","460"
"9131","0","0","2","9103","0","0","25021","530000","460"
"9141","0","0","2","9104","0","0","25021","530000","460"
"9151","0","0","2","9105","0","0","25021","530000","460"
"9211","0","0","2","9201","0","0","25021","530000","460"
"9221","0","0","2","9202","0","0","25021","530000","460"
"9231","0","0","2","9203","0","0","25021","530000","460"
"9241","0","0","2","9204","0","0","25021","530000","460"
"9251","0","0","2","9205","0","0","25021","530000","460"
"9311","0","0","2","9301","0","0","25021","530000","460"
"9321","0","0","2","9302","0","0","25021","530000","460"
"9331","0","0","2","9303","0","0","25021","530000","460"
"9341","0","0","2","9304","0","0","25021","530000","460"
"9351","0","0","2","9305","0","0","25021","530000","460"
"9411","0","0","2","9401","0","0","25021","530000","460"
"9421","0","0","2","9402","0","0","25021","530000","460"
"9431","0","0","2","9403","0","0","25021","530000","460"
"9441","0","0","2","9404","0","0","25021","530000","460"
"9451","0","0","2","9405","0","0","25021","530000","460"
"9511","0","0","2","9501","0","0","25021","530000","460"
"9521","0","0","2","9502","0","0","25021","530000","460"
"9531","0","0","2","9503","0","0","25021","530000","460"
"9541","0","0","2","9504","0","0","25021","530000","460"
"9551","0","0","2","9505","0","0","25021","530000","460"
"9611","0","0","2","9601","0","0","25021","530000","460"
"9621","0","0","2","9602","0","0","25021","530000","460"
"9631","0","0","2","9603","0","0","25021","530000","460"
"9641","0","0","2","9604","0","0","25021","530000","460"
"9651","0","0","2","9605","0","0","25021","530000","460"
"9711","0","0","2","9701","0","0","25021","530000","460"
"9721","0","0","2","9702","0","0","25021","530000","460"
"9731","0","0","2","9703","0","0","25021","530000","460"
"9741","0","0","2","9704","0","0","25021","530000","460"
"9751","0","0","2","9705","0","0","25021","530000","460"
"9811","0","0","2","9801","0","0","25021","530000","460"
"9821","0","0","2","9802","0","0","25021","530000","460"
"9831","0","0","2","9803","0","0","25021","530000","460"
"9841","0","0","2","9804","0","0","25021","530000","460"
"9851","0","0","2","9805","0","0","25021","530000","460"
"9911","0","0","2","9901","0","0","25021","530000","460"
"9921","0","0","2","9902","0","0","25021","530000","460"
"9931","0","0","2","9903","0","0","25021","530000","460"
"9941","0","0","2","9904","0","0","25021","530000","460"
"9951","0","0","2","9905","0","0","25021","530000","460"
"10011","0","0","2","10001","0","0","25021","530000","460"
"10021","0","0","2","10002","0","0","25021","530000","460"
"10031","0","0","2","10003","0","0","25021","530000","460"
"10041","0","0","2","10004","0","0","25021","530000","460"
"10051","0","0","2","10005","0","0","25021","530000","460"
"10111","0","0","2","10101","0","0","25021","530000","460"
"10121","0","0","2","10102","0","0","25021","530000","460"
"10131","0","0","2","10103","0","0","25021","530000","460"
"10141","0","0","2","10104","0","0","25021","530000","460"
"10151","0","0","2","10105","0","0","25021","530000","460"
"10211","0","0","2","10201","0","0","25021","530000","460"
"10221","0","0","2","10202","0","0","25021","530000","460"
"10231","0","0","2","10203","0","0","25021","530000","460"
"10241","0","0","2","10204","0","0","25021","530000","460"
"10251","0","0","2","10205","0","0","25021","530000","460"
"10311","0","0","2","10301","0","0","25021","530000","460"
"10321","0","0","2","10302","0","0","25021","530000","460"
"10331","0","0","2","10303","0","0","25021","530000","460"
"10341","0","0","2","10304","0","0","25021","530000","460"
"10351","0","0","2","10305","0","0","25021","530000","460"
"10411","0","0","2","10401","0","0","25021","530000","460"
"10421","0","0","2","10402","0","0","25021","530000","460"
"10431","0","0","2","10403","0","0","25021","530000","460"
"10441","0","0","2","10404","0","0","25021","530000","460"
"10451","0","0","2","10405","0","0","25021","530000","460"
"10511","0","0","2","10501","0","0","25021","530000","460"
"10521","0","0","2","10502","0","0","25021","530000","460"
"10531","0","0","2","10503","0","0","25021","530000","460"
"10541","0","0","2","10504","0","0","25021","530000","460"
"10551","0","0","2","10505","0","0","25021","530000","460"
"10611","0","0","2","10601","0","0","25021","530000","460"
"10621","0","0","2","10602","0","0","25021","530000","460"
"10631","0","0","2","10603","0","0","25021","530000","460"
"10641","0","0","2","10604","0","0","25021","530000","460"
"10651","0","0","2","10605","0","0","25021","530000","460"
"10711","0","0","2","10701","0","0","25021","530000","460"
"10721","0","0","2","10702","0","0","25021","530000","460"
"10731","0","0","2","10703","0","0","25021","530000","460"
"10741","0","0","2","10704","0","0","25021","530000","460"
"10751","0","0","2","10705","0","0","25021","530000","460"
"10811","0","0","2","10801","0","0","25021","530000","460"
"10821","0","0","2","10802","0","0","25021","530000","460"
"10831","0","0","2","10803","0","0","25021","530000","460"
"10841","0","0","2","10804","0","0","25021","530000","460"
"10851","0","0","2","10805","0","0","25021","530000","460"
"10911","0","0","2","10901","0","0","25021","530000","460"
"10921","0","0","2","10902","0","0","25021","530000","460"
"10931","0","0","2","10903","0","0","25021","530000","460"
"10941","0","0","2","10904","0","0","25021","530000","460"
"10951","0","0","2","10905","0","0","25021","530000","460"
"11011","0","0","2","11001","0","0","25021","540000","580"
"11021","0","0","2","11002","0","0","25021","540000","580"
"11031","0","0","2","11003","0","0","25021","540000","580"
"11041","0","0","2","11004","0","0","25021","540000","580"
"11051","0","0","2","11005","0","0","25021","540000","580"
"11111","0","0","2","11101","0","0","25021","540000","580"
"11121","0","0","2","11102","0","0","25021","540000","580"
