b19cc1c65cdb4f0cc2c95287f4b48b82f9f148f08dcc1268af010da09fe808cb,03cdbf3657358a6c9c9f84d7ce9538d1244bfeeaf853d89222d21fb873fdc77d,953ee5fd4284a8565611c705de76d41bcfb4dacb4e4c426bb1fe517fbd7aa5b2,c7c2bd654f9b4d30bfe5232eabfb452fd9d2687280191692bb4775e3a563ad77,700ca5e891f3b7fc4ed21fa527e6ae6c3402f9de23f938e67eb5c4330db6f389,f14d8884a8f0851be258301d85eaa6fdd9cff156b580174b64bf3c7bb7c73df4,07de2b6050c353b85eba989b5cc81aeb6470b73467d437afb1c36bb0e1408153,a4f9dc029a502ff064e711f52ffac724489fd6be9d83d4195c4fef5fc0c18934,254a3de1ef24cdde7838b2420662c79a4b135e9700e2151c108dd5ce48d759d1
"610211201","0","-5","","55","0.9","1","0","1"
"610211202","0","30","","55","0.9","1","0","1"
"610211203","0","30","","55","0.9","1","0","1"
"610211301","0","-5","","55","0.9","1","0","1"
"610211302","0","30","","55","0.9","1","0","1"
"610211303","0","30","","55","0.9","1","0","1"
"610211401","0","0","","0","0.78","0","-40","2"
"610211402","0","0","","0","0.78","0","-10","3"
"610211403","0","0","","0","0.78","0","50","4"
"610211404","0","0","","0","0.78","0","50","5"
"610211501","0","0","","0","0.78","0","-40","2"
"610211502","0","0","","0","0.78","0","-10","3"
"610211503","0","0","","0","0.78","0","50","4"
"610211504","0","0","","0","0.78","0","50","5"
