e47bce633d0a7139febf07c7d9fd1cfec6261f309675bad19ac3ba5f404140f5,4a26e84d31b13ba3203e7899277f7e6c11103534c55f42ac52d2cb847fd4e635,6feec14b628b798bc266bcc7f70eef1fdef07ffedd4c5f4740b42dd84fd7881a,2edf3f61e89030391fe936b6ad05ebb25b3198700d6c5d578cb4773b9e111f30,0a901bbc08b37396cb8ea0de2c95982861598eca1172301c8a8ac0bf5b504be7
"1002220101","99002","56","","ミフユ（サマー）のメモリーピース"
"1002220102","99002","57","","アキノのメモリーピース"
"1002320101","99002","58","","ルカのメモリーピース"
"1002320102","99002","59","","アオイのメモリーピース"
"1002520101","99002","60","","ミソギ（ハロウィン）のメモリーピース"
"1002520102","99002","61","","キョウカのメモリーピース"
"1002420101","99002","62","","ジュンのメモリーピース"
"1002420102","99002","63","","ユカリのメモリーピース"
"1002620101","99002","64","","ミヤコ（ハロウィン）のメモリーピース"
"1002620102","99002","65","","ヨリのメモリーピース"
"1002720101","99002","66","","トモのメモリーピース"
"1002720102","99002","67","","マツリのメモリーピース"
"1002820101","99002","68","","アンナのメモリーピース"
"1002820102","99002","69","","ミツキのメモリーピース"
"1002920101","99002","70","","ノゾミ（クリスマス）のメモリーピース"
"1002920102","99002","71","","イリヤのメモリーピース"
"1003020101","99002","72","","クルミ（クリスマス）のメモリーピース"
"1003020102","99002","73","","ノゾミのメモリーピース"
"1003120101","99002","74","","スズメ（ニューイヤー）のメモリーピース"
"1003120102","99002","75","","クルミのメモリーピース"
"1003320101","99002","76","","シオリ（マジカル）のメモリーピース"
"1003320102","99002","77","","シズルのメモリーピース"
"1003220101","99002","80","","レイ（ニューイヤー）のメモリーピース"
"1003220102","99002","81","","ユイのメモリーピース"
"1003520101","99002","82","","ミオ（デレマス）のメモリーピース"
"1003520102","99002","83","","チカのメモリーピース"
"1003420101","99002","86","","エリコ（バレンタイン）のメモリーピース"
"1003420102","99002","87","","リノのメモリーピース"
"1003720101","99002","88","","マコトのメモリーピース"
"1003720102","99002","89","","ユキのメモリーピース"
"1003820101","99002","90","","ノゾミ（クリスマス）のメモリーピース"
"1003820102","99002","91","","イリヤのメモリーピース"
"1003920101","99002","92","","ルゥのメモリーピース"
"1003920102","99002","93","","イオのメモリーピース"
"1004020101","99002","94","","サレンのメモリーピース"
"1004020102","99002","95","","マヒルのメモリーピース"
"1004120101","99002","96","","モニカのメモリーピース"
"1004120102","99002","97","","クウカのメモリーピース"
"1004220101","99002","98","","アユミ（ワンダー）のメモリーピース"
"1004220102","99002","99","","カヤのメモリーピース"
"1004320101","99002","100","","イオ（サマー）のメモリーピース"
"1004320102","99002","101","","ミサキのメモリーピース"
"1004420101","99002","102","","アンナ（サマー）のメモリーピース"
"1004420102","99002","103","","エリコのメモリーピース"
"box_rank_3-8","99002","104","ランダムな装備が獲得できる。","ランダム装備BOX"
"box_rank_3-10","99002","105","ランダムな装備が獲得できる。","ランダム装備BOX"
"box_rank_9-13","99002","106","ランダムな装備が獲得できる。","ランダム装備BOX"
"box_rank_11-14","99002","107","ランダムな装備が獲得できる。","ランダム装備BOX"
"1004520103","99002","108","","カオリ（サマー）のメモリーピース"
"1004520104","99002","109","","カスミのメモリーピース"
"1004620101","99002","110","","ミサト（サマー）のメモリーピース"
"1004620102","99002","111","","アヤネのメモリーピース"
"1004720101","99002","112","","ルカのメモリーピース"
"1004720102","99002","113","","アオイのメモリーピース"
"1004820101","99002","114","","スズナのメモリーピース"
"1004820102","99002","115","","ナナカのメモリーピース"
"1004920101","99002","1004901","","ミソギ（ハロウィン）のメモリーピース"
"1004920102","99002","1004902","","キョウカのメモリーピース"
"1005020101","99002","1005001","","マツリ（ハロウィン）のメモリーピース"
"1005020102","99002","1005002","","ツムギのメモリーピース"
"1005120101","99002","1005101","","トモのメモリーピース"
"1005120102","99002","1005102","","マツリのメモリーピース"
"1005220101","99002","1005201","","カスミのメモリーピース"
"1005220102","99002","1005202","","トモのメモリーピース"
"1005320101","99002","1005301","","ラムのメモリーピース"
"1005320102","99002","1005302","","スズメのメモリーピース"
"1005420101","99002","1005401","","ユカリ（クリスマス）のメモリーピース"
"1005420102","99002","1005402","","ミフユのメモリーピース"
"1005520101","99002","1005501","","ノゾミ（クリスマス）のメモリーピース"
"1005520102","99002","1005502","","イリヤのメモリーピース"
"1005620101","99002","1005601","","ムイミ（ニューイヤー）のメモリーピース"
"1005620102","99002","1005602","","キャルのメモリーピース"
"box_rank_11-14","99002","1005603","ランダムな装備が獲得できる。","ランダム装備BOX"
"1005720101","99002","1005701","","スズメ（ニューイヤー）のメモリーピース"
"1005720102","99002","1005702","","クルミのメモリーピース"
"1005820101","99002","1005801","","ユイ（儀装束）のメモリーピース"
"1005820102","99002","1005802","","レイのメモリーピース"
"1006020101","99002","1006001","","シオリ（マジカル）のメモリーピース"
"1006020102","99002","1006002","","シズルのメモリーピース"
"1006120101","99002","1006101","","リマ（シンデレラ）のメモリーピース"
"1006120102","99002","1006102","","マホのメモリーピース"
"1006220101","99002","1006201","","ミオ（デレマス）のメモリーピース"
"1006220102","99002","1006202","","チカのメモリーピース"
"1006420101","99002","1006401","","アキノのメモリーピース"
"1006420102","99002","1006402","","シノブのメモリーピース"
"box_rank_4-11","99002","1006403","ランダムな装備が獲得できる。","ランダム装備BOX"
"1006520101","99002","1006501","","アオイ（編入生）のメモリーピース"
"1006520102","99002","1006502","","タマキのメモリーピース"
"1006620101","99002","1006601","","カヤのメモリーピース"
"1006620102","99002","1006602","","ミサトのメモリーピース"
"1006720101","99002","1006701","","サレンのメモリーピース"
"1006720102","99002","1006702","","マヒルのメモリーピース"
"1006820101","99002","1006801","","タマキ（作業服）のメモリーピース"
"1006820102","99002","1006802","","アオイのメモリーピース"
"1006920101","99002","1006901","","アユミ（ワンダー）のメモリーピース"
"1006920102","99002","1006902","","カヤのメモリーピース"
"1007020101","99002","1007001","","イオのメモリーピース"
"1007020102","99002","1007002","","ミサキのメモリーピース"
"box_rank_4-12","99002","1007003","ランダムな装備が獲得できる。","ランダム装備BOX"
"1007120101","99002","1007101","","アンナ（サマー）のメモリーピース"
"1007120102","99002","1007102","","エリコのメモリーピース"
"1007220101","99002","1007201","","ツムギ（サマー）のメモリーピース"
"1007220102","99002","1007202","","チエルのメモリーピース"
"1007320101","99002","1007301","","ミサト（サマー）のメモリーピース"
"1007320102","99002","1007302","","アヤネのメモリーピース"
"1007420101","99002","1007401","","ニノン（オーエド）のメモリーピース"
"1007420102","99002","1007402","","ミツキのメモリーピース"
"1007520101","99002","1007501","","スズナのメモリーピース"
"1007520102","99002","1007502","","ナナカのメモリーピース"
"1007620101","99002","1007601","","ニノン（ハロウィン）のメモリーピース"
"1007620102","99002","1007602","","ジュンのメモリーピース"
"box_rank_5-13","99002","1007603","ランダムな装備が獲得できる。","ランダム装備BOX"
"1007720101","99002","1007701","","マツリ（ハロウィン）のメモリーピース"
"1007720102","99002","1007702","","ツムギのメモリーピース"
"1007920101","99002","1007901","","カスミのメモリーピース"
"1007920102","99002","1007902","","トモのメモリーピース"
"1008020101","99002","1008001","","マヒル（クリスマス）のメモリーピース"
"1008020102","99002","1008002","","アカリのメモリーピース"
"1008120101","99002","1008101","","ユカリ（クリスマス）のメモリーピース"
"1008120102","99002","1008102","","ミフユのメモリーピース"
"1008220101","99002","1008201","","ルカ（ニューイヤー）のメモリーピース"
"1008220102","99002","1008202","","イリヤのメモリーピース"
"box_rank_6-14","99002","1008203","ランダムな装備が獲得できる。","ランダム装備BOX"
"1008320101","99002","1008301","","ムイミ（ニューイヤー）のメモリーピース"
"1008320102","99002","1008302","","キャルのメモリーピース"
"1008620101","99002","1008401","","コッコロのメモリーピース"
"1008620102","99002","1008402","","キャルのメモリーピース"
"1008620101","99002","1008601","","ユイ（儀装束）のメモリーピース"
"1008620102","99002","1008602","","レイのメモリーピース"
"1008820101","99002","1008801","","マヒル（レンジャー）のメモリーピース"
"1008820102","99002","1008802","","リンのメモリーピース"
"1008920101","99002","1008901","","リマ（シンデレラ）のメモリーピース"
"1008920102","99002","1008902","","マホのメモリーピース"
"1009020101","99002","1009001","","カヤのメモリーピース"
"1009020102","99002","1009002","","タマキのメモリーピース"
"box_rank_7-15","99002","1009003","ランダムな装備が獲得できる。","ランダム装備BOX"
"1009120101","99002","1009101","","アキノのメモリーピース"
"1009120102","99002","1009102","","シノブのメモリーピース"
"1009320101","99002","1009301","","カヤのメモリーピース"
"1009320102","99002","1009302","","ミサトのメモリーピース"
"1009420101","99002","1009401","","アオイ（キャンプ）のメモリーピース"
"1009420102","99002","1009402","","ユカリのメモリーピース"
"1009520101","99002","1009501","","タマキ（作業服）のメモリーピース"
"1009520102","99002","1009502","","アオイのメモリーピース"
"1009620101","99002","1009601","","ヒヨリ（サマー）のメモリーピース"
"1009620102","99002","1009602","","ユイのメモリーピース"
"box_rank_8-16","99002","1009603","ランダムな装備が獲得できる。","ランダム装備BOX"
"1009720101","99002","1009701","","イオのメモリーピース"
"1009720102","99002","1009702","","ミサキのメモリーピース"
"1009820101","99002","1009801","","ミソギ（サマー）のメモリーピース"
"1009820102","99002","1009802","","キョウカのメモリーピース"
"1009920101","99002","1009901","","ツムギ（サマー）のメモリーピース"
"1009920102","99002","1009902","","チエルのメモリーピース"
"1010020101","99002","1010001","","マホのメモリーピース"
"1010020102","99002","1010002","","アヤネのメモリーピース"
"1010120101","99002","1010101","","ニノン（オーエド）のメモリーピース"
"1010120102","99002","1010102","","ミツキのメモリーピース"
"1010220101","99002","1010201","","リン（ハロウィン）のメモリーピース"
"1010220102","99002","1010202","","ナナカのメモリーピース"
"box_rank_9-17","99002","1010203","ランダムな装備が獲得できる。","ランダム装備BOX"
"1010320101","99002","1010301","","ニノン（ハロウィン）のメモリーピース"
"1010320102","99002","1010302","","ジュンのメモリーピース"
"1010420101","99002","1010401","","トモのメモリーピース"
"1010420102","99002","1010402","","マツリのメモリーピース"
"1010520101","99002","1010501","","モニカのメモリーピース"
"1010520102","99002","1010502","","アユミのメモリーピース"
"1010620101","99002","1010601","","ヨリ（クリスマス）のメモリーピース"
"1010620102","99002","1010602","","ジュンのメモリーピース"
"1010720101","99002","1010701","","マヒル（クリスマス）のメモリーピース"
"1010720102","99002","1010702","","アカリのメモリーピース"
"1010820101","99002","1010801","","ミツキ（ニューイヤー）のメモリーピース"
"1010820102","99002","1010802","","イノリのメモリーピース"
"box_rank_10-18","99002","1010803","ランダムな装備が獲得できる。","ランダム装備BOX"
"1010920101","99002","1010901","","ルカ（ニューイヤー）のメモリーピース"
"1010920102","99002","1010902","","イリヤのメモリーピース"
"1011020101","99002","1011001","","カヤ（リベレイター）のメモリーピース"
"1011020102","99002","1011002","","ノゾミのメモリーピース"
"1011120101","99002","1011101","","カヤ（リベレイター）のメモリーピース"
"1011120102","99002","1011102","","チカのメモリーピース"
"1011220101","99002","1011201","","コッコロのメモリーピース"
"1011220102","99002","1011202","","キャルのメモリーピース"
"1011420101","99002","1011401","","モニカのメモリーピース"
"1011420102","99002","1011402","","タマキのメモリーピース"
"1011520101","99002","1011501","","マヒル（レンジャー）のメモリーピース"
"1011520102","99002","1011502","","リンのメモリーピース"
"1011620101","99002","1011601","","ハツネのメモリーピース"
"1011620102","99002","1011602","","シオリのメモリーピース"
"box_rank_11-19","99002","1011603","ランダムな装備が獲得できる。","ランダム装備BOX"
"1011720101","99002","1011701","","カヤのメモリーピース"
"1011720102","99002","1011702","","タマキのメモリーピース"
"1011820101","99002","1011801","","カリン（アルケミスト）のメモリーピース"
"1011820102","99002","1011802","","ジータのメモリーピース"
"1011920101","99002","1011901","","カスミのメモリーピース"
"1011920102","99002","1011902","","シノブのメモリーピース"
"1012020101","99002","1012001","","イリヤのメモリーピース"
"1012020102","99002","1012002","","ユキのメモリーピース"
"1012120101","99002","1012101","","アオイ（キャンプ）のメモリーピース"
"1012120102","99002","1012102","","ユカリのメモリーピース"
"1012220101","99002","1012201","","アキノ（サマー）のメモリーピース"
"1012220102","99002","1012202","","ミフユのメモリーピース"
"box_rank_12-20","99002","1012203","ランダムな装備が獲得できる。","ランダム装備BOX"
"1012320101","99002","1012301","","ヒヨリ（サマー）のメモリーピース"
"1012320102","99002","1012302","","ユイのメモリーピース"
"1012420101","99002","1012401","","クウカ（サマー）のメモリーピース"
"1012420102","99002","1012402","","シノブのメモリーピース"
"1012520101","99002","1012501","","ミソギ（サマー）のメモリーピース"
"1012520102","99002","1012502","","キョウカのメモリーピース"
"1012620101","99002","1012601","","リノのメモリーピース"
"1012620102","99002","1012602","","キャルのメモリーピース"
"1012720101","99002","1012701","","マホのメモリーピース"
"1012720102","99002","1012702","","アヤネのメモリーピース"
"1012820101","99002","1012801","","ルカのメモリーピース"
"1012820102","99002","1012802","","チカのメモリーピース"
"box_rank_13-21","99002","1012803","ランダムな装備が獲得できる。","ランダム装備BOX"
"1012920101","99002","1012901","","リン（ハロウィン）のメモリーピース"
"1012920102","99002","1012902","","ナナカのメモリーピース"
"1013020101","99002","1013001","","イオのメモリーピース"
"1013020102","99002","1013002","","ツムギのメモリーピース"
"1013120101","99002","1013101","","トモのメモリーピース"
"1013120102","99002","1013102","","マツリのメモリーピース"
"1013220101","99002","1013201","","サレンのメモリーピース"
"1013220102","99002","1013202","","ペコリーヌのメモリーピース"
"1013320101","99002","1013301","","ヨリ（クリスマス）のメモリーピース"
"1013320102","99002","1013302","","ジュンのメモリーピース"
"1013420101","99002","1013401","","イノリ（ニューイヤー）のメモリーピース"
"1013420102","99002","1013402","","カスミのメモリーピース"
"1013520101","99002","1013501","","ミツキ（ニューイヤー）のメモリーピース"
"1013520102","99002","1013502","","イノリのメモリーピース"
"1013620101","99002","1013601","","レイ（アストラル）のメモリーピース"
"1013620102","99002","1013602","","ユイのメモリーピース"
"box_rank_14-22","99002","1013603","ランダムな装備が獲得できる。","ランダム装備BOX"
"1013720101","99002","1013701","","レイ（アストラル）のメモリーピース"
"1013720102","99002","1013702","","ヒヨリのメモリーピース"
"1013820101","99002","1013801","","カヤ（リベレイター）のメモリーピース"
"1013820102","99002","1013802","","ノゾミのメモリーピース"
"1013920101","99002","1013901","","カヤ（リベレイター）のメモリーピース"
"1013920102","99002","1013902","","チカのメモリーピース"
"1014020101","99002","1014001","","ユニのメモリーピース"
"1014020102","99002","1014002","","ユカリのメモリーピース"
"1014120101","99002","1014101","","タマキのメモリーピース"
"1014120102","99002","1014102","","モニカのメモリーピース"
"1014220101","99002","1014201","","マコトのメモリーピース"
"1014220102","99002","1014202","","エリコのメモリーピース"
"1014420101","99002","1014401","","キョウカのメモリーピース"
"1014420102","99002","1014402","","スズメのメモリーピース"
"box_rank_15-23","99002","1014403","ランダムな装備が獲得できる。","ランダム装備BOX"
"1014620101","99002","1014601","","マホのメモリーピース"
"1014620102","99002","1014602","","クルミのメモリーピース"
"1014820101","99002","1014801","","ノゾミのメモリーピース"
"1014820102","99002","1014802","","チカのメモリーピース"
"1014920101","99002","1014901","","アキノ（サマー）のメモリーピース"
"1014920102","99002","1014902","","ミフユのメモリーピース"
"1015020101","99002","1015001","","ジュンのメモリーピース"
"1015020102","99002","1015002","","ペコリーヌのメモリーピース"
"box_rank_16-24","99002","1015003","ランダムな装備が獲得できる。","ランダム装備BOX"
"1015120101","99002","1015101","","クウカ（サマー）のメモリーピース"
"1015120102","99002","1015102","","シノブのメモリーピース"
"1015220101","99002","1015201","","エミリア（サマー）のメモリーピース"
"1015220102","99002","1015202","","コッコロのメモリーピース"
"1015320101","99002","1015301","","ラムのメモリーピース"
"1015320102","99002","1015302","","スズメのメモリーピース"
"1015420101","99002","1015401","","ハツネのメモリーピース"
"1015420102","99002","1015402","","ミヤコのメモリーピース"
"1015520101","99002","1015501","","リノのメモリーピース"
"1015520102","99002","1015502","","キャルのメモリーピース"
"1015620101","99002","1015601","","シズルのメモリーピース"
"1015620102","99002","1015602","","シオリのメモリーピース"
"box_rank_17-25","99002","1015603","ランダムな装備が獲得できる。","ランダム装備BOX"
"1015720101","99002","1015701","","ルカのメモリーピース"
"1015720102","99002","1015702","","チカのメモリーピース"
"1015820101","99002","1015801","","スズナのメモリーピース"
"1015820102","99002","1015802","","ミサキのメモリーピース"
"1015920101","99002","1015901","","イオのメモリーピース"
"1015920102","99002","1015902","","ツムギのメモリーピース"
"1016020101","99002","1016001","","モニカ（ニューイヤー）のメモリーピース"
"1016020102","99002","1016002","","サレンのメモリーピース"
"1016120101","99002","1016101","","サレンのメモリーピース"
"1016120102","99002","1016102","","ペコリーヌのメモリーピース"
"1016320101","99002","1016301","","イノリ（ニューイヤー）のメモリーピース"
"1016320102","99002","1016302","","カスミのメモリーピース"
"1016420101","99002","1016401","","レイ（アストラル）のメモリーピース"
"1016420102","99002","1016402","","ユイのメモリーピース"
"1016520101","99002","1016501","","レイ（アストラル）のメモリーピース"
"1016520102","99002","1016502","","ヒヨリのメモリーピース"
"1016620101","99002","1016601","","ユニのメモリーピース"
"1016620102","99002","1016602","","ユカリのメモリーピース"
"1016720101","99002","1016701","","マコトのメモリーピース"
"1016720102","99002","1016702","","エリコのメモリーピース"
"1016820101","99002","1016801","","キョウカのメモリーピース"
"1016820102","99002","1016802","","スズメのメモリーピース"
"1016920101","99002","1016901","","マホのメモリーピース"
"1016920102","99002","1016902","","クルミのメモリーピース"
"1017020101","99002","1017001","","ノゾミのメモリーピース"
"1017020102","99002","1017002","","チカのメモリーピース"
"1017120101","99002","1017101","","ジュンのメモリーピース"
"1017120102","99002","1017102","","ペコリーヌのメモリーピース"
"1017220101","99002","1017201","","エミリア（サマー）のメモリーピース"
"1017220102","99002","1017202","","コッコロのメモリーピース"
"1017320101","99002","1017301","","ハツネのメモリーピース"
"1017320102","99002","1017302","","ミヤコのメモリーピース"
"1017420101","99002","1017401","","ミオ（デレマス）のメモリーピース"
"1017420102","99002","1017402","","チカのメモリーピース"
"1017520101","99002","1017501","","ミオ（デレマス）のメモリーピース"
"1017520102","99002","1017502","","チカのメモリーピース"
"1017620101","99002","1017601","","シズルのメモリーピース"
"1017620102","99002","1017602","","シオリのメモリーピース"
"1017720101","99002","1017701","","スズナのメモリーピース"
"1017720102","99002","1017702","","ミサキのメモリーピース"
"1017820101","99002","1017801","","モニカ（ニューイヤー）のメモリーピース"
"1017820102","99002","1017802","","サレンのメモリーピース"
