e51039a181e623751f9a938f232ddeeeedefe4ad9cc8a17010eaf41486fbe944,8b6ce350a37a4fbe968588dc375b26cc890ebe0011e387c92558c2355c064f14,f9b5a6693fe7e47fd609409e666e8f5371b1c1006a1fd6ec3135999d9d0f9349,ce5f340e067a79547675581a423c971534c5a7b882d9830fee97fa3c88c93380,5909029aee0266db288211ff0b730d9171cd68e3adcad832ac80d55820b6afda,8f1d152dd5726ac7b6ec4213641bfea1c0f7fee22d7741410ddb0b241b6e49b0,ce5f882f78cd59de35b42da362e90c06937643350bab89bfe953b66254dcaa22,883787c39e4c8a916e2e0fb55045c757fb49ed49867f080393315041263887cb,b8c9fd4bbf23c4c77c33d23ffebbe0de3d0805d13e7026303565a6c2a70382d2,b209ba53efcdd7b00a28cf29a2d800dfddf60f693f06f6be5e18e6c85b31fe1e,8f92c4c2e0b1aff7debcd13642e53415bd77383a74387a7479a738a49c80e4b8,cb34158ccf40a4a872838488d16c87c287e50e3ce4c73c79148a6a002959e0ee,a7dbca13c1e2a775db22ffdefe56730763d2d8cc2711efcee866969992daef0f,b34e50555db8043805c0ba6a6d91d041a8f8ac029a52079296bf24dd859f1212,e978e30b2c47159604b00839c3a1b3795144b856c5714d22f61241134e998306,a049e7553848d9fb4a946ff6b0ddc5948d967a6acec4b788f464f174ae685bcf,b2f068d339ffe387123a8a61da113ed7fc28dd48f2c575f66978a76e5096585b,7823d6a708ca40ecbd68d16070e8ce9fa5ab526c1942f7bbd598e0d2942de026,2a8c853767860ee38481b9895a964becd71068219a94da706ce805c2f6851c2b,f3a6fd93424448e98dd49266c261f122b0052a373097d0cca237ef795db959a1,42313398eabcbe966744085bf673554567733f996718b0bb92cf63b71e35cef1
"41","2","0","0","91002","2","1000","8","0","0","1005","2","2","0","31025","90006","8","0","0","1","1000"
"42","3","0","0","91002","2","1500","8","0","0","1005","2","3","0","31025","90006","10","0","0","1","1500"
"43","4","0","0","91002","2","2000","8","0","0","1005","2","4","0","31025","90006","12","0","0","1","2000"
"44","5","0","0","91002","2","2500","8","0","0","1005","2","5","0","31025","90006","14","0","0","1","2500"
"45","6","0","0","91002","2","3000","8","0","0","1005","2","6","0","31025","90006","16","0","0","1","3000"
"46","7","0","0","91002","2","3500","8","0","0","1005","2","7","0","31025","90006","18","0","0","1","3500"
"47","8","0","0","91002","2","4000","8","0","0","1005","2","8","0","31025","90006","20","0","0","1","4000"
"48","9","0","0","91002","2","4500","8","0","0","1005","2","9","0","31025","90006","25","0","0","1","4500"
"49","10","0","0","91002","2","5000","8","0","0","1005","2","-1","0","31025","90006","30","0","0","1","5000"
"50","1","0","0","91002","2","500","8","0","0","1006","2","1","0","31043","90006","5","0","0","1","500"
"51","2","0","0","91002","2","1000","8","0","0","1006","2","2","0","31043","90006","8","0","0","1","1000"
"52","3","0","0","91002","2","1500","8","0","0","1006","2","3","0","31043","90006","10","0","0","1","1500"
"53","4","0","0","91002","2","2000","8","0","0","1006","2","4","0","31043","90006","12","0","0","1","2000"
"54","5","0","0","91002","2","2500","8","0","0","1006","2","5","0","31043","90006","14","0","0","1","2500"
"55","6","0","0","91002","2","3000","8","0","0","1006","2","6","0","31043","90006","16","0","0","1","3000"
"56","7","0","0","91002","2","3500","8","0","0","1006","2","7","0","31043","90006","18","0","0","1","3500"
"57","8","0","0","91002","2","4000","8","0","0","1006","2","8","0","31043","90006","20","0","0","1","4000"
"58","9","0","0","91002","2","4500","8","0","0","1006","2","9","0","31043","90006","25","0","0","1","4500"
"59","10","0","0","91002","2","5000","8","0","0","1006","2","-1","0","31043","90006","30","0","0","1","5000"
"60","1","0","0","91002","2","500","8","0","0","1007","2","1","0","31022","90006","5","0","0","1","500"
"61","2","0","0","91002","2","1000","8","0","0","1007","2","2","0","31022","90006","8","0","0","1","1000"
"62","3","0","0","91002","2","1500","8","0","0","1007","2","3","0","31022","90006","10","0","0","1","1500"
"63","4","0","0","91002","2","2000","8","0","0","1007","2","4","0","31022","90006","12","0","0","1","2000"
"64","5","0","0","91002","2","2500","8","0","0","1007","2","5","0","31022","90006","14","0","0","1","2500"
"65","6","0","0","91002","2","3000","8","0","0","1007","2","6","0","31022","90006","16","0","0","1","3000"
"66","7","0","0","91002","2","3500","8","0","0","1007","2","7","0","31022","90006","18","0","0","1","3500"
"67","8","0","0","91002","2","4000","8","0","0","1007","2","8","0","31022","90006","20","0","0","1","4000"
"68","9","0","0","91002","2","4500","8","0","0","1007","2","9","0","31022","90006","25","0","0","1","4500"
"69","10","0","0","91002","2","5000","8","0","0","1007","2","-1","0","31022","90006","30","0","0","1","5000"
"70","1","0","0","91002","2","500","8","0","0","1008","2","1","0","31042","90006","5","0","0","1","500"
"71","2","0","0","91002","2","1000","8","0","0","1008","2","2","0","31042","90006","8","0","0","1","1000"
"72","3","0","0","91002","2","1500","8","0","0","1008","2","3","0","31042","90006","10","0","0","1","1500"
"73","4","0","0","91002","2","2000","8","0","0","1008","2","4","0","31042","90006","12","0","0","1","2000"
"74","5","0","0","91002","2","2500","8","0","0","1008","2","5","0","31042","90006","14","0","0","1","2500"
"75","6","0","0","91002","2","3000","8","0","0","1008","2","6","0","31042","90006","16","0","0","1","3000"
"76","7","0","0","91002","2","3500","8","0","0","1008","2","7","0","31042","90006","18","0","0","1","3500"
"77","8","0","0","91002","2","4000","8","0","0","1008","2","8","0","31042","90006","20","0","0","1","4000"
"78","9","0","0","91002","2","4500","8","0","0","1008","2","9","0","31042","90006","25","0","0","1","4500"
"79","10","0","0","91002","2","5000","8","0","0","1008","2","-1","0","31042","90006","30","0","0","1","5000"
"80","1","0","0","91002","2","500","8","0","0","1009","2","1","0","31018","90006","5","0","0","1","500"
"81","2","0","0","91002","2","1000","8","0","0","1009","2","2","0","31018","90006","8","0","0","1","1000"
"82","3","0","0","91002","2","1500","8","0","0","1009","2","3","0","31018","90006","10","0","0","1","1500"
"83","4","0","0","91002","2","2000","8","0","0","1009","2","4","0","31018","90006","12","0","0","1","2000"
"84","5","0","0","91002","2","2500","8","0","0","1009","2","5","0","31018","90006","14","0","0","1","2500"
"85","6","0","0","91002","2","3000","8","0","0","1009","2","6","0","31018","90006","16","0","0","1","3000"
"86","7","0","0","91002","2","3500","8","0","0","1009","2","7","0","31018","90006","18","0","0","1","3500"
"87","8","0","0","91002","2","4000","8","0","0","1009","2","8","0","31018","90006","20","0","0","1","4000"
"88","9","0","0","91002","2","4500","8","0","0","1009","2","9","0","31018","90006","25","0","0","1","4500"
"89","10","0","0","91002","2","5000","8","0","0","1009","2","-1","0","31018","90006","30","0","0","1","5000"
"90","1","0","0","91002","2","500","8","0","0","1010","2","1","0","31025","90006","5","0","0","1","500"
"91","2","0","0","91002","2","1000","8","0","0","1010","2","2","0","31025","90006","8","0","0","1","1000"
"92","3","0","0","91002","2","1500","8","0","0","1010","2","3","0","31025","90006","10","0","0","1","1500"
"93","4","0","0","91002","2","2000","8","0","0","1010","2","4","0","31025","90006","12","0","0","1","2000"
"94","5","0","0","91002","2","2500","8","0","0","1010","2","5","0","31025","90006","14","0","0","1","2500"
"95","6","0","0","91002","2","3000","8","0","0","1010","2","6","0","31025","90006","16","0","0","1","3000"
"96","7","0","0","91002","2","3500","8","0","0","1010","2","7","0","31025","90006","18","0","0","1","3500"
"97","8","0","0","91002","2","4000","8","0","0","1010","2","8","0","31025","90006","20","0","0","1","4000"
"98","9","0","0","91002","2","4500","8","0","0","1010","2","9","0","31025","90006","25","0","0","1","4500"
"99","10","0","0","91002","2","5000","8","0","0","1010","2","-1","0","31025","90006","30","0","0","1","5000"
"100","1","0","0","91002","2","500","8","0","0","1011","2","1","0","31043","90006","5","0","0","1","500"
"101","2","0","0","91002","2","1000","8","0","0","1011","2","2","0","31043","90006","8","0","0","1","1000"
"102","3","0","0","91002","2","1500","8","0","0","1011","2","3","0","31043","90006","10","0","0","1","1500"
"103","4","0","0","91002","2","2000","8","0","0","1011","2","4","0","31043","90006","12","0","0","1","2000"
"104","5","0","0","91002","2","2500","8","0","0","1011","2","5","0","31043","90006","14","0","0","1","2500"
"105","6","0","0","91002","2","3000","8","0","0","1011","2","6","0","31043","90006","16","0","0","1","3000"
"106","7","0","0","91002","2","3500","8","0","0","1011","2","7","0","31043","90006","18","0","0","1","3500"
"107","8","0","0","91002","2","4000","8","0","0","1011","2","8","0","31043","90006","20","0","0","1","4000"
"108","9","0","0","91002","2","4500","8","0","0","1011","2","9","0","31043","90006","25","0","0","1","4500"
"109","10","0","0","91002","2","5000","8","0","0","1011","2","-1","0","31043","90006","30","0","0","1","5000"
"110","1","0","0","91002","2","500","8","0","0","1012","2","1","0","31022","90006","5","0","0","1","500"
"111","2","0","0","91002","2","1000","8","0","0","1012","2","2","0","31022","90006","8","0","0","1","1000"
"112","3","0","0","91002","2","1500","8","0","0","1012","2","3","0","31022","90006","10","0","0","1","1500"
"113","4","0","0","91002","2","2000","8","0","0","1012","2","4","0","31022","90006","12","0","0","1","2000"
"114","5","0","0","91002","2","2500","8","0","0","1012","2","5","0","31022","90006","14","0","0","1","2500"
"115","6","0","0","91002","2","3000","8","0","0","1012","2","6","0","31022","90006","16","0","0","1","3000"
"116","7","0","0","91002","2","3500","8","0","0","1012","2","7","0","31022","90006","18","0","0","1","3500"
"117","8","0","0","91002","2","4000","8","0","0","1012","2","8","0","31022","90006","20","0","0","1","4000"
"118","9","0","0","91002","2","4500","8","0","0","1012","2","9","0","31022","90006","25","0","0","1","4500"
"119","10","0","0","91002","2","5000","8","0","0","1012","2","-1","0","31022","90006","30","0","0","1","5000"
"120","1","0","0","91002","2","500","8","0","0","1013","2","1","0","31042","90006","5","0","0","1","500"
"121","2","0","0","91002","2","1000","8","0","0","1013","2","2","0","31042","90006","8","0","0","1","1000"
"122","3","0","0","91002","2","1500","8","0","0","1013","2","3","0","31042","90006","10","0","0","1","1500"
"123","4","0","0","91002","2","2000","8","0","0","1013","2","4","0","31042","90006","12","0","0","1","2000"
"124","5","0","0","91002","2","2500","8","0","0","1013","2","5","0","31042","90006","14","0","0","1","2500"
"125","6","0","0","91002","2","3000","8","0","0","1013","2","6","0","31042","90006","16","0","0","1","3000"
"126","7","0","0","91002","2","3500","8","0","0","1013","2","7","0","31042","90006","18","0","0","1","3500"
"127","8","0","0","91002","2","4000","8","0","0","1013","2","8","0","31042","90006","20","0","0","1","4000"
"128","9","0","0","91002","2","4500","8","0","0","1013","2","9","0","31042","90006","25","0","0","1","4500"
"129","10","0","0","91002","2","5000","8","0","0","1013","2","-1","0","31042","90006","30","0","0","1","5000"
"130","1","0","0","91002","2","500","8","0","0","1014","2","1","0","31018","90006","5","0","0","1","500"
"131","2","0","0","91002","2","1000","8","0","0","1014","2","2","0","31018","90006","8","0","0","1","1000"
"132","3","0","0","91002","2","1500","8","0","0","1014","2","3","0","31018","90006","10","0","0","1","1500"
"133","4","0","0","91002","2","2000","8","0","0","1014","2","4","0","31018","90006","12","0","0","1","2000"
"134","5","0","0","91002","2","2500","8","0","0","1014","2","5","0","31018","90006","14","0","0","1","2500"
"135","6","0","0","91002","2","3000","8","0","0","1014","2","6","0","31018","90006","16","0","0","1","3000"
"136","7","0","0","91002","2","3500","8","0","0","1014","2","7","0","31018","90006","18","0","0","1","3500"
"137","8","0","0","91002","2","4000","8","0","0","1014","2","8","0","31018","90006","20","0","0","1","4000"
"138","9","0","0","91002","2","4500","8","0","0","1014","2","9","0","31018","90006","25","0","0","1","4500"
"139","10","0","0","91002","2","5000","8","0","0","1014","2","-1","0","31018","90006","30","0","0","1","5000"
"140","1","0","0","91002","2","500","8","0","0","1015","2","1","0","31042","90006","5","0","0","1","500"
"141","2","0","0","91002","2","1000","8","0","0","1015","2","2","0","31042","90006","8","0","0","1","1000"
"142","3","0","0","91002","2","1500","8","0","0","1015","2","3","0","31042","90006","10","0","0","1","1500"
"143","4","0","0","91002","2","2000","8","0","0","1015","2","4","0","31042","90006","12","0","0","1","2000"
"144","5","0","0","91002","2","2500","8","0","0","1015","2","5","0","31042","90006","14","0","0","1","2500"
"145","6","0","0","91002","2","3000","8","0","0","1015","2","6","0","31042","90006","16","0","0","1","3000"
"146","7","0","0","91002","2","3500","8","0","0","1015","2","7","0","31042","90006","18","0","0","1","3500"
"147","8","0","0","91002","2","4000","8","0","0","1015","2","8","0","31042","90006","20","0","0","1","4000"
"148","9","0","0","91002","2","4500","8","0","0","1015","2","9","0","31042","90006","25","0","0","1","4500"
"149","10","0","0","91002","2","5000","8","0","0","1015","2","-1","0","31042","90006","30","0","0","1","5000"
"150","1","0","0","91002","2","300","8","0","0","1016","2","1","0","31043","90006","3","0","0","1","300"
"151","2","0","0","91002","2","400","8","0","0","1016","2","2","0","31043","90006","4","0","0","1","400"
"152","3","0","0","91002","2","500","8","0","0","1016","2","3","0","31043","90006","5","0","0","1","500"
"153","4","0","0","91002","2","750","8","0","0","1016","2","4","0","31043","90006","7","0","0","1","750"
"154","5","0","0","91002","2","1000","8","0","0","1016","2","5","0","31043","90006","8","0","0","1","1000"
"155","6","0","0","91002","2","1500","8","0","0","1016","2","6","0","31043","90006","10","0","0","1","1500"
"156","7","0","0","91002","2","2000","8","0","0","1016","2","-1","0","31043","90006","12","0","0","1","2000"
"157","1","0","0","94002","0","10000","12","0","0","1019","0","1","0","0","0","0","0","0","1","0"
"158","2","0","0","94002","2","250000","12","0","0","1019","2","2","0","22003","22002","4","0","0","1","20"
"159","3","0","0","94002","2","500000","12","0","0","1019","2","3","0","22003","22002","8","0","0","1","40"
"160","4","0","0","94002","2","750000","12","0","0","1019","2","4","0","22003","22002","12","0","0","1","60"
"161","5","0","0","94002","2","1000000","12","0","0","1019","2","-1","0","22003","22002","16","0","0","1","80"
"162","1","0","0","94002","0","10000","12","0","0","1020","0","1","0","0","0","0","0","0","1","0"
"163","2","0","0","94002","2","250000","12","0","0","1020","2","2","0","22003","22002","4","0","0","1","20"
"164","3","0","0","94002","2","500000","12","0","0","1020","2","3","0","22003","22002","8","0","0","1","40"
"165","4","0","0","94002","2","750000","12","0","0","1020","2","4","0","22003","22002","12","0","0","1","60"
"166","5","0","0","94002","2","1000000","12","0","0","1020","2","-1","0","22003","22002","16","0","0","1","80"
"167","1","0","0","94002","0","10000","12","0","0","1021","0","1","0","0","0","0","0","0","1","0"
"168","2","0","0","94002","2","250000","12","0","0","1021","2","2","0","22003","22002","4","0","0","1","20"
"169","3","0","0","94002","2","500000","12","0","0","1021","2","3","0","22003","22002","8","0","0","1","40"
"170","4","0","0","94002","2","750000","12","0","0","1021","2","4","0","22003","22002","12","0","0","1","60"
"171","5","0","0","94002","2","1000000","12","0","0","1021","2","-1","0","22003","22002","16","0","0","1","80"
"172","1","0","0","94002","0","10000","12","0","0","1022","0","1","0","0","0","0","0","0","1","0"
"173","2","0","0","94002","2","250000","12","0","0","1022","2","2","0","22003","22002","4","0","0","1","20"
"174","3","0","0","94002","2","500000","12","0","0","1022","2","3","0","22003","22002","8","0","0","1","40"
"175","4","0","0","94002","2","750000","12","0","0","1022","2","4","0","22003","22002","12","0","0","1","60"
"176","5","0","0","94002","2","1000000","12","0","0","1022","2","-1","0","22003","22002","16","0","0","1","80"
"177","1","0","0","94002","0","10000","12","0","0","1023","0","1","0","0","0","0","0","0","1","0"
"178","2","0","0","94002","2","250000","12","0","0","1023","2","2","0","22003","22002","4","0","0","1","20"
"179","3","0","0","94002","2","500000","12","0","0","1023","2","3","0","22003","22002","8","0","0","1","40"
"180","4","0","0","94002","2","750000","12","0","0","1023","2","4","0","22003","22002","12","0","0","1","60"
"181","5","0","0","94002","2","1000000","12","0","0","1023","2","-1","0","22003","22002","16","0","0","1","80"
"182","1","0","0","94002","0","10000","12","0","0","1024","0","1","0","0","0","0","0","0","1","0"
"183","2","0","0","94002","2","250000","12","0","0","1024","2","2","0","22003","22002","4","0","0","1","20"
"184","3","0","0","94002","2","500000","12","0","0","1024","2","3","0","22003","22002","8","0","0","1","40"
"185","4","0","0","94002","2","750000","12","0","0","1024","2","4","0","22003","22002","12","0","0","1","60"
"186","5","0","0","94002","2","1000000","12","0","0","1024","2","-1","0","22003","22002","16","0","0","1","80"
"187","1","0","0","94002","0","10000","12","0","0","1025","0","1","0","0","0","0","0","0","1","0"
"188","2","0","0","94002","2","250000","12","0","0","1025","2","2","0","22003","22002","4","0","0","1","20"
"189","3","0","0","94002","2","500000","12","0","0","1025","2","3","0","22003","22002","8","0","0","1","40"
"190","4","0","0","94002","2","750000","12","0","0","1025","2","4","0","22003","22002","12","0","0","1","60"
"191","5","0","0","94002","2","1000000","12","0","0","1025","2","-1","0","22003","22002","16","0","0","1","80"
"192","1","0","0","94002","0","10000","12","0","0","1026","0","1","0","0","0","0","0","0","1","0"
"193","2","0","0","94002","2","250000","12","0","0","1026","2","2","0","22003","22002","4","0","0","1","20"
"194","3","0","0","94002","2","500000","12","0","0","1026","2","3","0","22003","22002","8","0","0","1","40"
"195","4","0","0","94002","2","750000","12","0","0","1026","2","4","0","22003","22002","12","0","0","1","60"
"196","5","0","0","94002","2","1000000","12","0","0","1026","2","-1","0","22003","22002","16","0","0","1","80"
"197","1","0","0","94002","0","10000","12","0","0","1027","0","1","0","0","0","0","0","0","1","0"
"198","2","0","0","94002","2","250000","12","0","0","1027","2","2","0","22003","22002","4","0","0","1","20"
"199","3","0","0","94002","2","500000","12","0","0","1027","2","3","0","22003","22002","8","0","0","1","40"
"200","4","0","0","94002","2","750000","12","0","0","1027","2","4","0","22003","22002","12","0","0","1","60"
"201","5","0","0","94002","2","1000000","12","0","0","1027","2","-1","0","22003","22002","16","0","0","1","80"
"202","1","0","0","94002","0","10000","12","0","0","1028","0","1","0","0","0","0","0","0","1","0"
"203","2","0","0","94002","2","250000","12","0","0","1028","2","2","0","22003","22002","4","0","0","1","20"
"204","3","0","0","94002","2","500000","12","0","0","1028","2","3","0","22003","22002","8","0","0","1","40"
"205","4","0","0","94002","2","750000","12","0","0","1028","2","4","0","22003","22002","12","0","0","1","60"
"206","5","0","0","94002","2","1000000","12","0","0","1028","2","-1","0","22003","22002","16","0","0","1","80"
"207","1","0","0","94002","0","10000","12","0","0","1029","0","1","0","0","0","0","0","0","1","0"
"208","2","0","0","94002","2","250000","12","0","0","1029","2","2","0","22003","22002","4","0","0","1","20"
"209","3","0","0","94002","2","500000","12","0","0","1029","2","3","0","22003","22002","8","0","0","1","40"
"210","4","0","0","94002","2","750000","12","0","0","1029","2","4","0","22003","22002","12","0","0","1","60"
"211","5","0","0","94002","2","1000000","12","0","0","1029","2","-1","0","22003","22002","16","0","0","1","80"
"212","1","0","0","94002","0","10000","12","0","0","1030","0","1","0","0","0","0","0","0","1","0"
"213","2","0","0","94002","2","250000","12","0","0","1030","2","2","0","22003","22002","4","0","0","1","20"
"214","3","0","0","94002","2","500000","12","0","0","1030","2","3","0","22003","22002","8","0","0","1","40"
"215","4","0","0","94002","2","750000","12","0","0","1030","2","4","0","22003","22002","12","0","0","1","60"
"216","5","0","0","94002","2","1000000","12","0","0","1030","2","-1","0","22003","22002","16","0","0","1","80"
"217","1","0","0","94002","0","10000","12","0","0","1031","0","1","0","0","0","0","0","0","1","0"
"218","2","0","0","94002","2","250000","12","0","0","1031","2","2","0","22003","22002","4","0","0","1","20"
"219","3","0","0","94002","2","500000","12","0","0","1031","2","3","0","22003","22002","8","0","0","1","40"
"220","4","0","0","94002","2","750000","12","0","0","1031","2","4","0","22003","22002","12","0","0","1","60"
"221","5","0","0","94002","2","1000000","12","0","0","1031","2","-1","0","22003","22002","16","0","0","1","80"
"222","1","0","0","94002","0","10000","12","0","0","1032","0","1","0","0","0","0","0","0","1","0"
"223","2","0","0","94002","2","250000","12","0","0","1032","2","2","0","22003","22002","4","0","0","1","20"
"224","3","0","0","94002","2","500000","12","0","0","1032","2","3","0","22003","22002","8","0","0","1","40"
"225","4","0","0","94002","2","750000","12","0","0","1032","2","4","0","22003","22002","12","0","0","1","60"
"226","5","0","0","94002","2","1000000","12","0","0","1032","2","-1","0","22003","22002","16","0","0","1","80"
"227","1","0","0","94002","0","10000","12","0","0","1033","0","1","0","0","0","0","0","0","1","0"
"228","2","0","0","94002","2","250000","12","0","0","1033","2","2","0","22003","22002","4","0","0","1","20"
"229","3","0","0","94002","2","500000","12","0","0","1033","2","3","0","22003","22002","8","0","0","1","40"
"230","4","0","0","94002","2","750000","12","0","0","1033","2","4","0","22003","22002","12","0","0","1","60"
"231","5","0","0","94002","2","1000000","12","0","0","1033","2","-1","0","22003","22002","16","0","0","1","80"
"232","1","0","0","94002","0","10000","12","0","0","1034","0","1","0","0","0","0","0","0","1","0"
"233","2","0","0","94002","2","250000","12","0","0","1034","2","2","0","22003","22002","4","0","0","1","20"
"234","3","0","0","94002","2","500000","12","0","0","1034","2","3","0","22003","22002","8","0","0","1","40"
"235","4","0","0","94002","2","750000","12","0","0","1034","2","4","0","22003","22002","12","0","0","1","60"
"236","5","0","0","94002","2","1000000","12","0","0","1034","2","-1","0","22003","22002","16","0","0","1","80"
"237","1","0","0","94002","0","10000","12","0","0","1035","0","1","0","0","0","0","0","0","1","0"
"238","2","0","0","94002","2","250000","12","0","0","1035","2","2","0","22003","22002","4","0","0","1","20"
"239","3","0","0","94002","2","500000","12","0","0","1035","2","3","0","22003","22002","8","0","0","1","40"
"240","4","0","0","94002","2","750000","12","0","0","1035","2","4","0","22003","22002","12","0","0","1","60"
"241","5","0","0","94002","2","1000000","12","0","0","1035","2","-1","0","22003","22002","16","0","0","1","80"
"242","1","0","0","94002","0","10000","12","0","0","1036","0","1","0","0","0","0","0","0","1","0"
"243","2","0","0","94002","2","250000","12","0","0","1036","2","2","0","22003","22002","4","0","0","1","20"
"244","3","0","0","94002","2","500000","12","0","0","1036","2","3","0","22003","22002","8","0","0","1","40"
"245","4","0","0","94002","2","750000","12","0","0","1036","2","4","0","22003","22002","12","0","0","1","60"
"246","5","0","0","94002","2","1000000","12","0","0","1036","2","-1","0","22003","22002","16","0","0","1","80"
"247","1","0","0","94002","0","10000","12","0","0","1037","0","1","0","0","0","0","0","0","1","0"
