208439518dbaf3a0f0290ef367bb5f4932b62532708ca45c77f26c33b02d4d87,11214384859e6f06e71d7ed81a9510b5ec0311b89da4918927137cdc7f41ad2f,5886570aab6c9f0a598d308fb5a7351560b29c31264299c232f7558bdf757030,a5e2b8bb56cd8d50f76c78d00ce5b2f48f1e1ba661addd186c34eb6417f4c9af,5b89932d0abfc95f3617e93e55dffec39091ef8bbe292f49b71c2402b25d08a2
"4304201","18","11001004","80000","179"
"4304202","18","11001004","80000","180"
"4304301","18","11001004","44250","181"
"4304302","18","11001004","44250","182"
"4304401","18","11001004","2000","183"
"99006","2","11001004","0","184"
"94002","12","11001004","0","185"
"90008","2","11001004","0","186"
"26201","2","11001004","0","187"
"23002","2","11001004","0","188"
"4103101","18","11001005","750000","189"
"4103201","18","11001005","120000","190"
"4103202","18","11001005","120000","191"
"4103203","18","11001005","120000","192"
"4103251","18","11001005","120000","193"
"4103301","18","11001005","66374","194"
"4103302","18","11001005","66374","195"
"4103303","18","11001005","66374","196"
"4103351","18","11001005","66374","197"
"4103401","18","11001005","4500","198"
"4107101","18","11001005","750000","199"
"4107201","18","11001005","120000","200"
"4107202","18","11001005","120000","201"
"4107203","18","11001005","120000","202"
"4107251","18","11001005","120000","203"
"4107301","18","11001005","66374","204"
"4107302","18","11001005","66374","205"
"4107303","18","11001005","66374","206"
"4107351","18","11001005","66374","207"
"4107401","18","11001005","4500","208"
"4201101","18","11001005","333334","209"
"4201201","18","11001005","80000","210"
"4201202","18","11001005","80000","211"
"4201203","18","11001005","80000","212"
"4201301","18","11001005","44250","213"
"4201302","18","11001005","44250","214"
"4201303","18","11001005","44250","215"
"4201401","18","11001005","2000","216"
"4202101","18","11001005","333334","217"
"4202201","18","11001005","80000","218"
"4202202","18","11001005","80000","219"
"4202203","18","11001005","80000","220"
"4202301","18","11001005","44250","221"
"4202302","18","11001005","44250","222"
"4202303","18","11001005","44250","223"
"4202401","18","11001005","2000","224"
"4303101","18","11001005","333332","225"
"4303201","18","11001005","80000","226"
"4303202","18","11001005","80000","227"
"4303301","18","11001005","44250","228"
"4303302","18","11001005","44250","229"
"4303401","18","11001005","2000","230"
"99006","2","11001005","0","231"
"94002","12","11001005","0","232"
"90008","2","11001005","0","233"
"26201","2","11001005","0","234"
"23002","2","11001005","0","235"
"4101101","18","11002001","500000","236"
"4101201","18","11002001","80000","237"
"4101202","18","11002001","80000","238"
"4101203","18","11002001","80000","239"
"4101251","18","11002001","80000","240"
"4101301","18","11002001","44250","241"
"4101302","18","11002001","44250","242"
"4101303","18","11002001","44250","243"
"4101351","18","11002001","44250","244"
"4101401","18","11002001","3000","245"
"4104101","18","11002001","500000","246"
"4104201","18","11002001","80000","247"
"4104202","18","11002001","80000","248"
"4104203","18","11002001","80000","249"
"4104251","18","11002001","80000","250"
"4104301","18","11002001","44250","251"
"4104302","18","11002001","44250","252"
"4104303","18","11002001","44250","253"
"4104351","18","11002001","44250","254"
"4104401","18","11002001","3000","255"
"4201101","18","11002001","300000","256"
"4201201","18","11002001","63945","257"
"4201202","18","11002001","63945","258"
"4201203","18","11002001","63945","259"
"4201301","18","11002001","35376","260"
"4201302","18","11002001","35379","261"
"4201303","18","11002001","35379","262"
"4201401","18","11002001","1800","263"
"4202101","18","11002001","300000","264"
"4202201","18","11002001","63948","265"
"4202202","18","11002001","63948","266"
"4202203","18","11002001","63948","267"
"4202301","18","11002001","35379","268"
"4202302","18","11002001","35379","269"
"4202303","18","11002001","35379","270"
"4202401","18","11002001","1800","271"
"4301101","18","11002001","899999","272"
"4301201","18","11002001","215999","273"
"4301202","18","11002001","215999","274"
"4301251","18","11002001","144000","275"
"4301301","18","11002001","119700","276"
"4301302","18","11002001","119700","277"
"4301351","18","11002001","79650","278"
"4301401","18","11002001","5400","279"
"99006","2","11002001","0","280"
"94002","12","11002001","0","281"
"90008","2","11002001","0","282"
"26201","2","11002001","0","283"
"23002","2","11002001","0","284"
"4106101","18","11002002","500000","285"
"4106201","18","11002002","80000","286"
"4106202","18","11002002","80000","287"
"4106203","18","11002002","80000","288"
"4106251","18","11002002","80000","289"
"4106301","18","11002002","44250","290"
"4106302","18","11002002","44250","291"
"4106303","18","11002002","44250","292"
"4106351","18","11002002","44250","293"
"4106401","18","11002002","3000","294"
"4110101","18","11002002","500000","295"
"4110201","18","11002002","80000","296"
"4110202","18","11002002","80000","297"
"4110203","18","11002002","80000","298"
"4110251","18","11002002","80000","299"
"4110301","18","11002002","44250","300"
"4110302","18","11002002","44250","301"
"4110303","18","11002002","44250","302"
"4110351","18","11002002","44250","303"
"4110401","18","11002002","3000","304"
"4203101","18","11002002","300000","305"
"4203201","18","11002002","63945","306"
"4203202","18","11002002","63945","307"
"4203203","18","11002002","63945","308"
"4203301","18","11002002","35376","309"
"4203302","18","11002002","35379","310"
"4203303","18","11002002","35379","311"
"4203401","18","11002002","1800","312"
"4204101","18","11002002","300000","313"
"4204201","18","11002002","63948","314"
"4204202","18","11002002","63948","315"
"4204203","18","11002002","63948","316"
"4204301","18","11002002","35379","317"
"4204302","18","11002002","35379","318"
"4204303","18","11002002","35379","319"
"4204401","18","11002002","1800","320"
"4305101","18","11002002","899999","321"
"4305201","18","11002002","215999","322"
"4305202","18","11002002","215999","323"
"4305251","18","11002002","144000","324"
"4305301","18","11002002","119700","325"
"4305302","18","11002002","119700","326"
"4305351","18","11002002","79650","327"
"4305401","18","11002002","5400","328"
"99006","2","11002002","0","329"
"94002","12","11002002","0","330"
"90008","2","11002002","0","331"
"26201","2","11002002","0","332"
"23002","2","11002002","0","333"
"4102101","18","11002003","500000","334"
"4102201","18","11002003","80000","335"
"4102202","18","11002003","80000","336"
"4102203","18","11002003","80000","337"
"4102251","18","11002003","80000","338"
"4102301","18","11002003","44250","339"
"4102302","18","11002003","44250","340"
"4102303","18","11002003","44250","341"
"4102351","18","11002003","44250","342"
"4102401","18","11002003","3000","343"
"4105101","18","11002003","500000","344"
"4105201","18","11002003","80000","345"
"4105202","18","11002003","80000","346"
"4105203","18","11002003","80000","347"
"4105251","18","11002003","80000","348"
"4105301","18","11002003","44250","349"
"4105302","18","11002003","44250","350"
"4105303","18","11002003","44250","351"
"4105351","18","11002003","44250","352"
"4105401","18","11002003","3000","353"
"4201101","18","11002003","300000","354"
"4201201","18","11002003","63945","355"
"4201202","18","11002003","63945","356"
"4201203","18","11002003","63945","357"
"4201301","18","11002003","35376","358"
"4201302","18","11002003","35379","359"
"4201303","18","11002003","35379","360"
"4201401","18","11002003","1800","361"
"4202101","18","11002003","300000","362"
"4202201","18","11002003","63948","363"
"4202202","18","11002003","63948","364"
"4202203","18","11002003","63948","365"
"4202301","18","11002003","35379","366"
"4202302","18","11002003","35379","367"
"4202303","18","11002003","35379","368"
"4202401","18","11002003","1800","369"
"4302101","18","11002003","899999","370"
"4302201","18","11002003","215999","371"
"4302202","18","11002003","215999","372"
"4302251","18","11002003","144000","373"
"4302301","18","11002003","119700","374"
"4302302","18","11002003","119700","375"
"4302351","18","11002003","79650","376"
"4302401","18","11002003","5400","377"
"99006","2","11002003","0","378"
"94002","12","11002003","0","379"
"90008","2","11002003","0","380"
"26201","2","11002003","0","381"
"23002","2","11002003","0","382"
"4108101","18","11002004","500000","383"
"4108201","18","11002004","80000","384"
"4108202","18","11002004","80000","385"
"4108203","18","11002004","80000","386"
"4108251","18","11002004","80000","387"
"4108301","18","11002004","44250","388"
"4108302","18","11002004","44250","389"
"4108303","18","11002004","44250","390"
"4108351","18","11002004","44250","391"
"4108401","18","11002004","3000","392"
"4109101","18","11002004","500000","393"
"4109201","18","11002004","80000","394"
"4109202","18","11002004","80000","395"
"4109203","18","11002004","80000","396"
"4109251","18","11002004","80000","397"
"4109301","18","11002004","44250","398"
"4109302","18","11002004","44250","399"
"4109303","18","11002004","44250","400"
"4109351","18","11002004","44250","401"
"4109401","18","11002004","3000","402"
"4203101","18","11002004","300000","403"
"4203201","18","11002004","63945","404"
"4203202","18","11002004","63945","405"
"4203203","18","11002004","63945","406"
"4203301","18","11002004","35376","407"
"4203302","18","11002004","35379","408"
"4203303","18","11002004","35379","409"
"4203401","18","11002004","1800","410"
"4204101","18","11002004","300000","411"
"4204201","18","11002004","63948","412"
"4204202","18","11002004","63948","413"
"4204203","18","11002004","63948","414"
"4204301","18","11002004","35379","415"
"4204302","18","11002004","35379","416"
"4204303","18","11002004","35379","417"
"4204401","18","11002004","1800","418"
"4304101","18","11002004","899999","419"
"4304201","18","11002004","215999","420"
"4304202","18","11002004","215999","421"
"4304251","18","11002004","144000","422"
"4304301","18","11002004","119700","423"
"4304302","18","11002004","119700","424"
"4304351","18","11002004","79650","425"
"4304401","18","11002004","5400","426"
"99006","2","11002004","0","427"
"94002","12","11002004","0","428"
"90008","2","11002004","0","429"
"26201","2","11002004","0","430"
"23002","2","11002004","0","431"
"4103101","18","11002005","500000","432"
"4103201","18","11002005","80000","433"
"4103202","18","11002005","80000","434"
"4103203","18","11002005","80000","435"
"4103251","18","11002005","80000","436"
"4103301","18","11002005","44250","437"
"4103302","18","11002005","44250","438"
"4103303","18","11002005","44250","439"
"4103351","18","11002005","44250","440"
"4103401","18","11002005","3000","441"
"4107101","18","11002005","500000","442"
"4107201","18","11002005","80000","443"
"4107202","18","11002005","80000","444"
"4107203","18","11002005","80000","445"
"4107251","18","11002005","80000","446"
"4107301","18","11002005","44250","447"
"4107302","18","11002005","44250","448"
"4107303","18","11002005","44250","449"
"4107351","18","11002005","44250","450"
"4107401","18","11002005","3000","451"
"4201101","18","11002005","300000","452"
"4201201","18","11002005","63945","453"
"4201202","18","11002005","63945","454"
"4201203","18","11002005","63945","455"
"4201301","18","11002005","35376","456"
"4201302","18","11002005","35379","457"
"4201303","18","11002005","35379","458"
"4201401","18","11002005","1800","459"
"4202101","18","11002005","300000","460"
"4202201","18","11002005","63948","461"
"4202202","18","11002005","63948","462"
"4202203","18","11002005","63948","463"
"4202301","18","11002005","35379","464"
"4202302","18","11002005","35379","465"
"4202303","18","11002005","35379","466"
"4202401","18","11002005","1800","467"
"4303101","18","11002005","899999","468"
"4303201","18","11002005","215999","469"
"4303202","18","11002005","215999","470"
"4303251","18","11002005","144000","471"
"4303301","18","11002005","119700","472"
"4303302","18","11002005","119700","473"
"4303351","18","11002005","79650","474"
"4303401","18","11002005","5400","475"
"99006","2","11002005","0","476"
"94002","12","11002005","0","477"
"90008","2","11002005","0","478"
"26201","2","11002005","0","479"
"23002","2","11002005","0","480"
"4101101","18","11003001","167000","481"
"4101201","18","11003001","26500","482"
"4101202","18","11003001","26500","483"
"4101203","18","11003001","26500","484"
"4101251","18","11003001","27000","485"
"4101301","18","11003001","14700","486"
"4101302","18","11003001","14700","487"
"4101303","18","11003001","14700","488"
"4101351","18","11003001","14700","489"
"4101401","18","11003001","1000","490"
"4104101","18","11003001","167000","491"
"4104201","18","11003001","26500","492"
"4104202","18","11003001","26500","493"
"4104203","18","11003001","26500","494"
"4104251","18","11003001","27000","495"
"4104301","18","11003001","14700","496"
"4104302","18","11003001","14700","497"
"4104303","18","11003001","14700","498"
"4104351","18","11003001","14700","499"
"4104401","18","11003001","1000","500"
"4109101","18","11003001","167000","501"
"4109201","18","11003001","26500","502"
"4109202","18","11003001","26500","503"
"4109203","18","11003001","26500","504"
"4109251","18","11003001","27000","505"
"4109301","18","11003001","14700","506"
"4109302","18","11003001","14700","507"
"4109303","18","11003001","14700","508"
"4109351","18","11003001","14800","509"
"4109401","18","11003001","1000","510"
"4201101","18","11003001","800000","511"
"4201201","18","11003001","128000","512"
"4201202","18","11003001","128000","513"
"4201203","18","11003001","128000","514"
"4201251","18","11003001","128000","515"
"4201301","18","11003001","70800","516"
"4201302","18","11003001","70800","517"
"4201303","18","11003001","70800","518"
"4201351","18","11003001","70800","519"
"4201401","18","11003001","4800","520"
"4301101","18","11003001","600000","521"
"4301201","18","11003001","144000","522"
"4301202","18","11003001","144000","523"
"4301251","18","11003001","96000","524"
"4301301","18","11003001","79800","525"
"4301302","18","11003001","79800","526"
"4301351","18","11003001","52800","527"
"4301401","18","11003001","3600","528"
"4303101","18","11003001","600000","529"
"4303201","18","11003001","144000","530"
"4303202","18","11003001","144000","531"
"4303251","18","11003001","96000","532"
"4303301","18","11003001","79800","533"
"4303302","18","11003001","79800","534"
"4303351","18","11003001","52800","535"
"4303401","18","11003001","3600","536"
"99006","2","11003001","0","537"
"94002","12","11003001","0","538"
"90008","2","11003001","0","539"
"26201","2","11003001","0","540"
"23002","2","11003001","0","541"
"4102101","18","11003002","167000","542"
"4102201","18","11003002","26500","543"
"4102202","18","11003002","26500","544"
"4102203","18","11003002","26500","545"
"4102251","18","11003002","27000","546"
"4102301","18","11003002","14700","547"
"4102302","18","11003002","14700","548"
"4102303","18","11003002","14700","549"
"4102351","18","11003002","14700","550"
"4102401","18","11003002","1000","551"
"4108101","18","11003002","167000","552"
"4108201","18","11003002","26500","553"
"4108202","18","11003002","26500","554"
"4108203","18","11003002","26500","555"
"4108251","18","11003002","27000","556"
"4108301","18","11003002","14700","557"
"4108302","18","11003002","14700","558"
"4108303","18","11003002","14700","559"
"4108351","18","11003002","14700","560"
"4108401","18","11003002","1000","561"
"4110101","18","11003002","167000","562"
"4110201","18","11003002","26500","563"
"4110202","18","11003002","26500","564"
"4110203","18","11003002","26500","565"
"4110251","18","11003002","27000","566"
"4110301","18","11003002","14700","567"
"4110302","18","11003002","14700","568"
"4110303","18","11003002","14700","569"
"4110351","18","11003002","14800","570"
"4110401","18","11003002","1000","571"
"4202101","18","11003002","800000","572"
"4202201","18","11003002","128000","573"
"4202202","18","11003002","128000","574"
"4202203","18","11003002","128000","575"
"4202251","18","11003002","128000","576"
"4202301","18","11003002","70800","577"
"4202302","18","11003002","70800","578"
"4202303","18","11003002","70800","579"
"4202351","18","11003002","70800","580"
"4202401","18","11003002","4800","581"
"4301101","18","11003002","600000","582"
"4301201","18","11003002","144000","583"
"4301202","18","11003002","144000","584"
"4301251","18","11003002","96000","585"
"4301301","18","11003002","79800","586"
"4301302","18","11003002","79800","587"
"4301351","18","11003002","52800","588"
"4301401","18","11003002","3600","589"
"4302101","18","11003002","600000","590"
"4302201","18","11003002","144000","591"
"4302202","18","11003002","144000","592"
"4302251","18","11003002","96000","593"
"4302301","18","11003002","79800","594"
"4302302","18","11003002","79800","595"
"4302351","18","11003002","52800","596"
"4302401","18","11003002","3600","597"
"99006","2","11003002","0","598"
"94002","12","11003002","0","599"
"90008","2","11003002","0","600"
"26201","2","11003002","0","601"
"23002","2","11003002","0","602"
"4103101","18","11003003","167000","603"
"4103201","18","11003003","26500","604"
"4103202","18","11003003","26500","605"
"4103203","18","11003003","26500","606"
"4103251","18","11003003","27000","607"
"4103301","18","11003003","14700","608"
"4103302","18","11003003","14700","609"
"4103303","18","11003003","14700","610"
"4103351","18","11003003","14700","611"
"4103401","18","11003003","1000","612"
"4105101","18","11003003","167000","613"
"4105201","18","11003003","26500","614"
"4105202","18","11003003","26500","615"
"4105203","18","11003003","26500","616"
"4105251","18","11003003","27000","617"
"4105301","18","11003003","14700","618"
"4105302","18","11003003","14700","619"
"4105303","18","11003003","14700","620"
"4105351","18","11003003","14700","621"
"4105401","18","11003003","1000","622"
"4109101","18","11003003","167000","623"
"4109201","18","11003003","26500","624"
"4109202","18","11003003","26500","625"
"4109203","18","11003003","26500","626"
"4109251","18","11003003","27000","627"
"4109301","18","11003003","14700","628"
"4109302","18","11003003","14700","629"
"4109303","18","11003003","14700","630"
"4109351","18","11003003","14800","631"
"4109401","18","11003003","1000","632"
"4203101","18","11003003","800000","633"
"4203201","18","11003003","128000","634"
"4203202","18","11003003","128000","635"
"4203203","18","11003003","128000","636"
"4203251","18","11003003","128000","637"
"4203301","18","11003003","70800","638"
"4203302","18","11003003","70800","639"
"4203303","18","11003003","70800","640"
"4203351","18","11003003","70800","641"
"4203401","18","11003003","4800","642"
"4304101","18","11003003","600000","643"
"4304201","18","11003003","144000","644"
"4304202","18","11003003","144000","645"
"4304251","18","11003003","96000","646"
"4304301","18","11003003","79800","647"
"4304302","18","11003003","79800","648"
"4304351","18","11003003","52800","649"
"4304401","18","11003003","3600","650"
"4305101","18","11003003","600000","651"
"4305201","18","11003003","144000","652"
"4305202","18","11003003","144000","653"
"4305251","18","11003003","96000","654"
"4305301","18","11003003","79800","655"
"4305302","18","11003003","79800","656"
"4305351","18","11003003","52800","657"
"4305401","18","11003003","3600","658"
"99006","2","11003003","0","659"
"94002","12","11003003","0","660"
"90008","2","11003003","0","661"
"26201","2","11003003","0","662"
"23002","2","11003003","0","663"
"4106101","18","11003004","167000","664"
"4106201","18","11003004","26500","665"
"4106202","18","11003004","26500","666"
"4106203","18","11003004","26500","667"
"4106251","18","11003004","27000","668"
"4106301","18","11003004","14700","669"
"4106302","18","11003004","14700","670"
"4106303","18","11003004","14700","671"
"4106351","18","11003004","14700","672"
"4106401","18","11003004","1000","673"
"4107101","18","11003004","167000","674"
"4107201","18","11003004","26500","675"
"4107202","18","11003004","26500","676"
"4107203","18","11003004","26500","677"
"4107251","18","11003004","27000","678"
"4107301","18","11003004","14700","679"
"4107302","18","11003004","14700","680"
"4107303","18","11003004","14700","681"
"4107351","18","11003004","14700","682"
"4107401","18","11003004","1000","683"
"4110101","18","11003004","167000","684"
"4110201","18","11003004","26500","685"
"4110202","18","11003004","26500","686"
"4110203","18","11003004","26500","687"
"4110251","18","11003004","27000","688"
"4110301","18","11003004","14700","689"
"4110302","18","11003004","14700","690"
"4110303","18","11003004","14700","691"
"4110351","18","11003004","14800","692"
"4110401","18","11003004","1000","693"
"4204101","18","11003004","800000","694"
"4204201","18","11003004","128000","695"
"4204202","18","11003004","128000","696"
"4204203","18","11003004","128000","697"
"4204251","18","11003004","128000","698"
"4204301","18","11003004","70800","699"
"4204302","18","11003004","70800","700"
"4204303","18","11003004","70800","701"
"4204351","18","11003004","70800","702"
"4204401","18","11003004","4800","703"
"4304101","18","11003004","600000","704"
"4304201","18","11003004","144000","705"
"4304202","18","11003004","144000","706"
"4304251","18","11003004","96000","707"
"4304301","18","11003004","79800","708"
"4304302","18","11003004","79800","709"
"4304351","18","11003004","52800","710"
"4304401","18","11003004","3600","711"
"4305101","18","11003004","600000","712"
"4305201","18","11003004","144000","713"
"4305202","18","11003004","144000","714"
"4305251","18","11003004","96000","715"
"4305301","18","11003004","79800","716"
"4305302","18","11003004","79800","717"
"4305351","18","11003004","52800","718"
"4305401","18","11003004","3600","719"
"99006","2","11003004","0","720"
"94002","12","11003004","0","721"
"90008","2","11003004","0","722"
"26201","2","11003004","0","723"
"23002","2","11003004","0","724"
