5efeaccd54d0eee63c668d3138f74d289ef9c4abc2e98cbc3b857bcf9092dd5e,80c84d3cc341be81f3b7f26f840de674526d47eb7ee1846b5fc0178c7a56a202,78524c13186fdf44e1eb14d94d0de00ceae6e414242ac22c11c0c647cb2f1a28,d541f0fe67c5555bd65ecf0f0c23064aab005e2c01e4095647dc004d3b65870e,3fc9a055f987e72472b0f2505935b63684b727b190bd815ca702d346851c5e97,03df27a2e4e2caa1b5fce69b05a50beeafe10e472fc5c501898e5de5e8b89895,9c1b47b1e5bdb0faacbbd7ed8b57c59e88d56084387f54179cc74627edb42458,42f89607c85ecad607b644bd3b8a48682f34137242f17c403d9c28401f6d396e,005d33322a359ba48ed18fcabffce0a8d583143072ee474c1594c4a2450a6228,0d8a39bc82a6d9ecabef1e40a92519266cb98634e8ff1f93956ee9288987dcb8,0ef5701b571a484cb1adab784e6d0db3f311f876231828966f6d4b18b5d31e7c
"91002","10","8","68","283001068","2","25013","37","2","25021","190"
"91002","10","8","69","283001069","2","25013","38","2","25021","193"
"91002","30","8","70","283001070","2","25013","38","2","25021","196"
"91002","10","8","71","283001071","2","25013","39","2","25021","200"
"91002","10","8","72","283001072","2","25013","39","2","25021","204"
"91002","10","8","73","283001073","2","25013","40","2","25021","208"
"91002","10","8","74","283001074","2","25013","40","2","25021","212"
"91002","10","8","75","283001075","2","25013","41","2","25021","216"
"91002","10","8","76","283001076","2","25013","41","2","25021","220"
"91002","10","8","77","283001077","2","25013","42","2","25021","224"
"91002","10","8","78","283001078","2","25013","42","2","25021","228"
"91002","10","8","79","283001079","2","25013","43","2","25021","232"
"91002","30","8","80","283001080","2","25013","43","2","25021","236"
"91002","10","8","81","283001081","2","25013","44","2","25021","240"
"91002","10","8","82","283001082","2","25013","44","2","25021","244"
"91002","10","8","83","283001083","2","25013","45","2","25021","248"
"91002","10","8","84","283001084","2","25013","45","2","25021","252"
"91002","10","8","85","283001085","2","25013","46","2","25021","256"
"91002","10","8","86","283001086","2","25013","46","2","25021","260"
"91002","10","8","87","283001087","2","25013","47","2","25021","264"
"91002","10","8","88","283001088","2","25013","47","2","25021","268"
"91002","10","8","89","283001089","2","25013","48","2","25021","272"
"91002","30","8","90","283001090","2","25013","48","2","25021","276"
