93bcedab2de927e456ba4ac19e24e0c4e9e119e02f9ff7228909a3dd1eb9c1e8,aa3db3593c907efa43dabbba1ba805cea3d154c38e26cfa76698b544a38c221a,2e705a146416e923c577221ff8506431670ff3c865040aec3cd45bd1e087103b,113f129e0d1c0f167296b7defcabc73293889e200f07443b22c7cdb0079ac678,fa57432eec2ead0f5b5c7c5916a554478b082c25824f9c9f83879d81a8691b0b
"0","436","3","235","1091"
"0","437","4","236","1091"
"0","438","1","237","1092"
"0","440","2","238","1092"
"0","441","3","239","1092"
"0","442","4","240","1092"
"0","443","1","241","1093"
"0","445","2","242","1093"
"0","446","3","243","1093"
"0","447","4","244","1093"
"0","448","1","245","1094"
"0","450","2","246","1094"
"0","451","3","247","1094"
"0","452","4","248","1094"
"0","453","1","249","1095"
"0","455","2","250","1095"
"0","456","3","251","1095"
"0","457","4","252","1095"
"0","458","1","253","1096"
"0","460","2","254","1096"
"0","461","3","255","1096"
"0","462","4","256","1096"
"0","463","1","257","1097"
"0","465","2","258","1097"
"0","466","3","259","1097"
"0","467","4","260","1097"
"0","468","1","261","1098"
"0","470","2","262","1098"
"0","471","3","263","1098"
"0","472","4","264","1098"
"0","473","1","265","1099"
"0","475","2","266","1099"
"0","476","3","267","1099"
"0","477","4","268","1099"
"0","478","1","269","1100"
"0","480","2","270","1100"
"0","481","3","271","1100"
"0","482","4","272","1100"
