671df5fc18eee33670777d86e6bbb19c713453b85be9ac49a1385a555150108b,7af08f84359a12adca1c54d015c3393b48f42b0c0c557654ad5d6b4fc5d08f62,31c99fb0c26f9810a146e1d69f1ea7797529c70660a8d504d3b2ca6b5ee75b8f,8fb3415a887f077516de50c78298a604c855163bd97e9d7581e78e322973f765,65bf7cd6e1488fb9673cf6132d77dba74b2ce311e65286fd48d5b7bff0f91056,ef77af6083df7a557ec4116755b4388d70ac797149a35bf87c0ba5a841720c32,916987fd21334d884aa951a7ca157b450ea3c892fcd6aa28617c0209215645c0,2511882626dee04b510f02fc60e2b862f5b6b7dca095b817fb78eec9740062de,310c361c7747cdedfef80f21727edc5fc5e05b4d2f0827dcab8d98e8f082d4fe,75b0bf60a57e516afdf60046b1b50083acbe6ddac75eeba102fda8adcfb684eb,b61ac96867e3abbf1a73a8e14802635cc2720bd1850eb2259eba0f0498d3b002,aa4ffdf61d5d55ae700cf580c81f405baa1309284ee2788fb5ca357351c62e2b,cdfbf9d23070466273769e4997e0bd0b1a47d7f583d09b71f0c51b5e2775aef5,6e23d975b0e8b4ffab2285112bcde09dadb132a66fe66d9860a13ef0329ad0f6
"157","41","101","0","-1","1","2019/06/07 05:00:00","0","0","1","2019/06/11 04:59:59","40","2000","0"
"158","45","104","0","-1","1","2019/06/11 05:00:00","0","0","1","2019/06/20 04:59:59","40","2000","0"
"159","31","101","0","-1","1","2019/06/14 05:00:00","0","0","1","2019/06/22 04:59:59","30","2000","0"
"160","41","101","0","-1","1","2019/06/14 05:00:00","0","0","1","2019/06/22 04:59:59","40","2000","0"
"161","251","7004","0","-1","1","2019/06/15 12:00:00","0","0","1","2019/06/22 20:59:59","80","1500","0"
"162","252","7005","0","-1","1","2019/06/15 12:00:00","0","0","1","2019/06/22 20:59:59","80","1500","0"
"163","34","103","0","-1","1","2019/06/14 05:00:00","0","0","1","2019/06/18 04:59:59","30","2000","0"
"164","44","103","0","-1","1","2019/06/14 05:00:00","0","0","1","2019/06/18 04:59:59","40","2000","0"
"165","32","102","0","-1","1","2019/06/21 05:00:00","0","0","1","2019/06/27 04:59:59","30","2000","0"
"166","42","102","0","-1","1","2019/06/21 05:00:00","0","0","1","2019/06/27 04:59:59","40","2000","0"
"167","37","109","0","-1","1","2019/06/21 05:00:00","0","0","1","2019/06/27 04:59:59","30","2000","0"
"168","31","101","0","-1","1","2019/06/27 05:00:00","0","0","1","2019/06/30 04:59:59","30","2000","0"
"169","41","101","0","-1","1","2019/06/27 05:00:00","0","0","1","2019/06/30 04:59:59","40","2000","0"
"170","34","103","0","-1","1","2019/06/30 05:00:00","0","0","1","2019/07/06 04:59:59","30","2000","0"
"171","44","103","0","-1","1","2019/06/30 05:00:00","0","0","1","2019/07/06 04:59:59","40","2000","0"
"172","151","6004","0","-1","1","2019/06/30 12:00:00","0","0","1","2019/07/14 20:59:59","80","1500","0"
"173","152","6005","0","-1","1","2019/06/30 12:00:00","0","0","1","2019/07/14 20:59:59","80","1500","0"
"174","31","101","0","-1","1","2019/07/6 05:00:00","0","0","1","2019/07/11 04:59:59","30","2000","0"
"175","41","101","0","-1","1","2019/07/6 05:00:00","0","0","1","2019/07/11 04:59:59","40","2000","0"
"176","37","109","0","-1","1","2019/07/11 05:00:00","0","0","1","2019/07/15 04:59:59","30","2000","0"
"177","45","104","0","-1","1","2019/07/11 05:00:00","0","0","1","2019/07/21 04:59:59","40","2000","0"
"178","34","103","0","-1","1","2019/07/14 05:00:00","0","0","1","2019/07/23 04:59:59","30","2000","0"
"179","44","103","0","-1","1","2019/07/14 05:00:00","0","0","1","2019/07/23 04:59:59","40","2000","0"
"180","31","101","0","-1","1","2019/07/15 05:00:00","0","0","1","2019/07/22 04:59:59","30","2000","0"
"181","41","101","0","-1","1","2019/07/15 05:00:00","0","0","1","2019/07/22 04:59:59","40","2000","0"
"182","32","102","0","-1","1","2019/07/22 05:00:00","0","0","1","2019/07/28 04:59:59","30","2000","0"
"183","42","102","0","-1","1","2019/07/22 05:00:00","0","0","1","2019/07/28 04:59:59","40","2000","0"
"184","37","109","0","-1","1","2019/07/25 05:00:00","0","0","1","2019/07/28 04:59:59","30","2000","0"
"185","31","101","0","-1","1","2019/07/28 05:00:00","0","0","1","2019/07/31 04:59:59","30","2000","0"
"186","41","101","0","-1","1","2019/07/28 05:00:00","0","0","1","2019/07/31 04:59:59","40","2000","0"
"187","34","103","0","-1","1","2019/07/31 05:00:00","0","0","1","2019/08/6 04:59:59","30","2000","0"
"188","44","103","0","-1","1","2019/07/31 05:00:00","0","0","1","2019/08/6 04:59:59","40","2000","0"
"189","251","7004","0","-1","1","2019/07/15 12:00:00","0","0","1","2019/07/22 20:59:59","80","1500","0"
"190","252","7005","0","-1","1","2019/07/15 12:00:00","0","0","1","2019/07/22 20:59:59","80","1500","0"
"191","151","6004","0","-1","1","2019/07/31 12:00:00","0","0","1","2019/08/13 20:59:59","80","1500","0"
"192","152","6005","0","-1","1","2019/07/31 12:00:00","0","0","1","2019/08/13 20:59:59","80","1500","0"
"193","31","101","0","-1","1","2019/08/06 05:00:00","0","0","1","2019/08/11 04:59:59","30","2000","0"
"194","41","101","0","-1","1","2019/08/06 05:00:00","0","0","1","2019/08/11 04:59:59","40","2000","0"
"195","45","104","0","-1","1","2019/08/11 05:00:00","0","0","1","2019/08/21 04:59:59","40","2000","0"
"196","37","109","0","-1","1","2019/08/22 05:00:00","0","0","1","2019/08/28 04:59:59","30","2000","0"
"197","31","101","0","-1","1","2019/08/28 05:00:00","0","0","1","2019/08/31 04:59:59","30","2000","0"
"198","41","101","0","-1","1","2019/08/28 05:00:00","0","0","1","2019/08/31 04:59:59","40","2000","0"
"199","34","103","0","-1","1","2019/08/31 05:00:00","0","0","1","2019/09/06 04:59:59","30","2000","0"
"200","44","103","0","-1","1","2019/08/31 05:00:00","0","0","1","2019/09/06 04:59:59","40","2000","0"
"201","31","101","0","-1","1","2019/08/15 05:00:00","0","0","1","2019/08/22 04:59:59","30","3000","0"
"202","41","101","0","-1","1","2019/08/15 05:00:00","0","0","1","2019/08/22 04:59:59","40","3000","0"
"203","34","103","0","-1","1","2019/08/15 05:00:00","0","0","1","2019/08/19 04:59:59","30","2000","0"
"204","44","103","0","-1","1","2019/08/15 05:00:00","0","0","1","2019/08/19 04:59:59","40","2000","0"
"205","32","102","0","-1","1","2019/08/22 05:00:00","0","0","1","2019/08/28 04:59:59","30","3000","0"
"206","42","102","0","-1","1","2019/08/22 05:00:00","0","0","1","2019/08/28 04:59:59","40","3000","0"
"207","151","6004","0","-1","1","2019/08/31 12:00:00","0","0","1","2019/09/14 20:59:59","80","1500","0"
"208","152","6005","0","-1","1","2019/08/31 12:00:00","0","0","1","2019/09/14 20:59:59","80","1500","0"
"209","251","7004","0","-1","1","2019/08/15 12:00:00","0","0","1","2019/08/22 20:59:59","80","1500","0"
"210","252","7005","0","-1","1","2019/08/15 12:00:00","0","0","1","2019/08/22 20:59:59","80","1500","0"
"211","91","101","0","-1","1","2019/08/31 05:00:00","0","0","1","2019/09/04 04:59:59","100","1500","0"
"212","92","102","0","-1","1","2019/08/31 05:00:00","0","0","1","2019/09/04 04:59:59","100","1500","0"
"213","93","111","0","-1","1","2019/08/31 12:00:00","0","0","1","2019/09/04 04:59:59","100","1500","0"
"214","94","109","0","-1","1","2019/08/31 05:00:00","0","0","1","2019/09/04 04:59:59","100","1500","0"
"215","95","112","0","-1","1","2019/08/31 12:00:00","0","0","1","2019/09/04 04:59:59","100","1500","0"
"216","96","6004","0","-1","1","2019/08/31 12:00:00","0","0","1","2019/09/04 04:59:59","100","1500","0"
"217","97","6005","0","-1","1","2019/08/31 12:00:00","0","0","1","2019/09/04 04:59:59","100","1500","0"
"220","31","101","0","-1","1","2019/09/04 05:00:00","0","0","1","2019/09/09 04:59:59","30","2000","0"
"221","41","101","0","-1","1","2019/09/04 05:00:00","0","0","1","2019/09/09 04:59:59","40","2000","0"
"222","37","109","0","-1","1","2019/09/09 05:00:00","0","0","1","2019/09/14 04:59:59","30","2000","0"
"223","45","104","0","-1","1","2019/09/11 05:00:00","0","0","1","2019/09/20 04:59:59","40","2000","0"
"224","31","101","0","-1","1","2019/09/14 05:00:00","0","0","1","2019/09/20 04:59:59","30","2000","0"
"225","41","101","0","-1","1","2019/09/14 05:00:00","0","0","1","2019/09/20 04:59:59","40","2000","0"
"226","34","103","0","-1","1","2019/09/14 05:00:00","0","0","1","2019/09/21 04:59:59","30","2000","0"
"227","44","103","0","-1","1","2019/09/14 05:00:00","0","0","1","2019/09/21 04:59:59","40","2000","0"
"228","32","102","0","-1","1","2019/09/20 05:00:00","0","0","1","2019/09/26 04:59:59","30","2000","0"
"229","42","102","0","-1","1","2019/09/20 05:00:00","0","0","1","2019/09/26 04:59:59","40","2000","0"
"230","37","109","0","-1","1","2019/09/26 05:00:00","0","0","1","2019/09/29 04:59:59","30","2000","0"
"231","31","101","0","-1","1","2019/09/27 05:00:00","0","0","1","2019/09/30 04:59:59","30","2000","0"
"232","41","101","0","-1","1","2019/09/27 05:00:00","0","0","1","2019/09/30 04:59:59","40","2000","0"
"233","34","103","0","-1","1","2019/09/30 05:00:00","0","0","1","2019/10/06 04:59:59","30","2000","0"
"234","44","103","0","-1","1","2019/09/30 05:00:00","0","0","1","2019/10/06 04:59:59","40","2000","0"
"235","251","7004","0","-1","1","2019/09/16 12:00:00","0","0","1","2019/09/23 20:59:59","80","1500","0"
"236","252","7005","0","-1","1","2019/09/16 12:00:00","0","0","1","2019/09/23 20:59:59","80","1500","0"
"237","38","112","0","-1","1","2019/09/09 05:00:00","0","0","1","2019/09/14 04:59:59","30","2000","0"
"238","151","6004","0","-1","1","2019/09/30 12:00:00","0","0","1","2019/10/14 20:59:59","80","1500","0"
"239","152","6005","0","-1","1","2019/09/30 12:00:00","0","0","1","2019/10/14 20:59:59","80","1500","0"
"240","38","112","0","-1","1","2019/09/26 05:00:00","0","0","1","2019/09/29 04:59:59","30","2000","0"
