8ac079fc54d87152cef65ce7d268a3b1805fddfe5df81d42b7290461390d3185,e0931eb60ff08c66ddafa4954828a0556b80a1f2cb190ac76bb90f644e9ea755,f119cbd8ca522ee186e4146659b66800915fe15903a485c992d78a6e9ad007ac,c9452eeacd760ae1ddf83231021b78896debc8b917e5afe23a866ac4699a693a,29de391532f05d745c0149b9d47ecaed08819d6037a2cdef6720af5cf07a11ca,ac30178de56a2ce2c44cdbd34113f847e85eecf8d05e00cc7b3b5345a677c3a7,a8c50112d95f46075e05d2aafa7c15b09494eea7a337527972c040213c9b69d5,904bb87b41e1860bc1a2c5f41b082d705d2b483c0c0512aa7b5572f492338e19,a00ade99ebfb162af32f1963e9d9d7399ba22b71480ba0a64cb218c1a2951b48,55999cbcd3b5d5bc8dbe1b4afacde16154b905c5d06919d319b43ee9f2b87d28,27c2e7a81d80c1c877e787db957dc7477f7b6698c80c2529e398ab22b495dae9
"","304","104011","1","3","","nop_idle_surprise2","","0.2","","304014"
"","304","304013","","91","","","","","","304015"
"1","304","104011","1","3","","nop_idle_normal","","0.2","","304016"
"","304","101511","1","3","","nop_idle_normal","","0.2","","304017"
"","304","101231","1","3","","nop_idle_normal","","0.2","","304018"
"0","305","100711","8","11","0","プリンプリン……プリンはどこなの？\nプリンをよこすのー！","0.5","0","0","305001"
"","305","100711","1","3","","nop_05_miyako_talk_anger","","0.2","","305002"
"","305","305001","","91","","","","","","305003"
"1","305","100711","1","3","","nop_05_miyako_idle_anger","","0.2","","305004"
"0","305","103111","8","11","0","お父さん。きれいな女性が多いからって\n他の人に迷惑かけないでね。","0.5","0","0","305005"
"","305","103111","1","3","","nop_talk_worry","","0.2","","305006"
"","305","305005","","91","","","","","","305007"
"1","305","103111","1","3","","nop_idle_worry","","0.2","","305008"
"0","305","100611","8","11","0","わあ、すごい量のおせち料理♪\nアカリ、お腹いっぱいになっちゃう～","0.5","0","0","305009"
"","305","100611","1","3","","nop_talk_surprise_kira","","0.2","","305010"
"","305","2","","93","","0","","","","305011"
"","305","100611","1","3","","nop_talk_memory","","0.2","","305012"
"","305","305009","","91","","","","","","305013"
"","305","100611","1","3","","nop_idle_memory2","","0.2","","305014"
"0","305","102211","8","11","0","アイツの作った料理って、どれだろ……\nべ、別に食べたいから探してるって\nわけじゃないからね？","0.5","0","0","305015"
"","305","102211","1","3","","nop_talk_sad","","0.2","","305016"
"","305","2.8","","93","","0","","","","305017"
"","305","102211","1","3","","nop_talk_anger2","","0.2","","305018"
"","305","305015","","91","","","","","","305019"
"1","305","102211","1","3","","nop_idle_anger2","","0.2","","305020"
"0","306","107131","8","11","0","はーっはっはっは！\nこういう華やかな場所こそ\nクリスティーナさんに相応しいな。","0.5","0","0","306001"
"1","306","107131","0","3","0","nop_06_cris_ahaha_in","","0.2","nop_06_cris_ahaha_loop","306002"
"","306","1.5","","93","","0","","","","306003"
"1","306","107131","0","3","0.2","nop_talk_arm_crossed","","0.2","nop_talk_arm_crossed_loop","306004"
"","306","306001","","91","","","","","","306005"
"1","306","107131","1","3","","nop_idle_arm_crossed","","0.2","","306006"
"0","306","100511","8","11","0","美味しそうな料理がいっぱいッス！\nトモねーちゃん、\n次はあれを食べるッスよ！","0.5","0","0","306007"
"","306","100511","1","3","","nop_talk_surprise_kira","","0.2","","306008"
"","306","4.5","","93","","0","","","","306009"
"","306","100511","1","3","","nop_talk_joy2","","0.2","","306010"
"","306","306007","","91","","","","","","306011"
"","306","100511","1","3","","nop_idle_normal","","0.2","","306012"
"0","306","103731","8","11","0","マツリちゃん、少し落ち着こう？\n料理は逃げないからね。","0.5","0","0","306013"
"","306","103731","1","3","","nop_talk_worry","","0.2","","306014"
"","306","306013","","91","","","","","","306015"
"1","306","103731","1","3","","nop_idle_worry","","0.2","","306016"
"0","306","104731","8","11","0","みんな楽しんでいるようだね。\nやっぱり平和が何よりだよ。","0.5","0","0","306017"
"","306","104731","1","3","","nop_talk_arm_crossed_loop","","0.2","","306018"
"","306","306017","","91","","","","","","306019"
"1","306","104731","1","3","","nop_idle_arm_crossed","","0.2","","306020"
"0","307","102831","8","11","0","すごい人数ね。\n会場は広いから、みんな\n迷子にならないようにね？","0.5","0","0","307001"
"","307","102831","1","3","","nop_talk_surprise1","","0.2","","307002"
"","307","1.2","","93","","0","","","","307003"
"","307","102831","1","3","","nop_talk_joy1_normal","","0.2","","307004"
"","307","307001","","91","","","","","","307005"
"1","307","102831","1","3","","nop_idle_normal","","0.2","","307006"
"0","307","102111","8","11","0","はーい、ママ・サレン！\nみんないい子にしてるよ。","0.5","0","0","307007"
"","307","102111","1","3","","nop_talk_joy3_dere","","0.2","","307008"
"","307","1.7","","93","","0","","","","307009"
"","307","102111","1","3","","nop_talk_wish","","0.2","","307010"
"","307","307007","","91","","","","","","307011"
"0","307","102511","8","11","0","お嬢様！\nわ、私も一緒ですから\n大丈夫です！","0.5","0","0","307012"
"1","307","102511","0","3","0","nop_talk_guts3_NoBlink","","0.2","nop_talk_guts3_loop","307013"
"","307","307012","","91","","","","","","307014"
"0","307","102311","8","11","0","そう言いながら、\nスズメが一番迷子に\nなりそうなんだけど……","0.5","0","0","307015"
"","307","102311","1","3","","nop_talk_worry","","0.2","","307016"
"","307","307015","","91","","","","","","307017"
"","307","102311","1","3","","nop_idle_normal","","0.2","","307018"
"1","307","102111","1","3","","nop_idle_normal","","0.2","","307019"
"1","307","102511","1","3","","nop_idle_normal","","0.2","","307020"
"0","308","101011","8","11","0","立派な新年会ですなあ。\n美味しそうなお料理ばかりで\n目移りしそうやわ～","0.5","0","0","308001"
"","308","101011","1","3","","nop_talk_joy3_blink2","","0.2","","308002"
"","308","1.5","1","93","","1","","","","308003"
"","308","101011","1","3","","nop_talk_joy1","","0.2","","308004"
"","308","308001","","91","","","","","","308005"
"1","308","101011","1","3","","nop_idle_joy_normal","","0.2","","308006"
"0","308","104331","8","11","0","お、あの料理、\nうちの店でも出せないかな？\nもうちょっと食べてみるか……","0.5","0","0","308007"
"1","308","104331","0","3","0.2","nop_talk_arm_crossed2","","0.2","nop_talk_arm_crossed_loop2","308008"
"","308","3","1","93","","1","","","","308009"
"","308","104331","1","3","","nop_talk_thinking","","0.2","","308010"
"","308","308007","","91","","","","","","308011"
"1","308","104331","1","3","","nop_idle_thinking","","0.2","","308012"
"0","308","101711","8","11","0","賑やかで楽しい雰囲気の新年会だね～\nなんだか踊りたくなってきたさ～","0.5","0","0","308013"
"","308","101711","1","3","","nop_talk_joy1_wink","","0.2","","308014"
"","308","2.5","1","93","","1","","","","308015"
"","308","101711","1","3","","nop_talk_joy2","","0.2","","308016"
"","308","308013","","91","","","","","","308017"
"1","308","101711","1","3","","nop_idle_joy1","","0.2","","308018"
"0","308","101431","8","11","0","事件の匂い……はしないようだね。\nふうむ、少しだけ残念だよ。","0.5","0","0","308019"
"","308","101431","1","3","","nop_talk_joy3_blink2","","0.2","","308020"
"","308","3","1","93","","1","","","","308021"
"1","308","101431","0","3","0.2","nop_talk_arm_crossed","","0.2","nop_talk_arm_crossed_loop","308022"
"","308","308019","","91","","","","","","308023"
"","308","101431","1","3","","nop_idle_arm_crossed","","0.2","","308024"
"","308","0","1","91","","","","","","308025"
"0","309","103311","8","11","0","新春初笑いのネタをつくってきたべ！\n誰か聞いていかねえか？","0.5","0","0","309001"
"1","309","103311","0","3","0.2","nop_talk_guts2","","0.2","nop_talk_guts2_loop","309002"
"","309","2.5","","93","","1","","","","309003"
"","309","103311","1","3","","nop_talk_joy2","","0.2","","309004"
"","309","309001","","91","","","","","","309005"
"1","309","103311","1","3","","nop_idle_joy1","","0.2","","309006"
"0","309","105211","8","11","0","舞踏会が開けそうな会場ね。\n素敵だわ。","0.5","0","0","309007"
"","309","105211","1","3","","nop_talk_joy1_normal","","0.2","","309008"
"","309","2","","93","","1","","","","309009"
"","309","105211","1","3","","nop_talk_memory","","0.2","","309010"
"","309","309007","","91","","","","","","309011"
"1","309","105211","1","3","","nop_idle_memory","","0.2","","309012"
"0","309","102611","8","11","0","人が多くて疲れたよ～\nリマ～、おんぶしてよ～","0.5","0","0","309013"
"","309","102611","1","3","","nop_talk_sad2","","0.2","","309014"
"","309","1.5","","93","","1","","","","309015"
"","309","102611","1","3","","nop_talk_worry","","0.2","","309016"
"","309","309013","","91","","","","","","309017"
"1","309","102611","1","3","","nop_idle_worry","","0.2","","309018"
"0","309","103811","8","11","0","あのお料理美味しそう……\nお姉ちゃんにも教えてあげなくちゃ。","0.5","0","0","309019"
"","309","103811","1","3","","nop_talk_joy3_blink","","0.2","","309020"
"","309","309019","","91","","","","","","309021"
"","309","103811","1","3","","nop_idle_normal_joy","","0.2","","309022"
"","309","0","","91","","","","","","309023"
"0","310","103231","8","11","0","こうして大勢のみなさまと過ごすお正月\n賑やかで最高ですわね！","0.5","0","0","310001"
"","310","103231","1","3","","nop_talk_joy1","","0.2","","310002"
"","310","310001","","91","","","","","","310003"
"1","310","103231","1","3","","nop_idle_joy1","","0.2","","310004"
"0","310","104611","8","11","0","珍しいおせち料理がいっぱいにゃ。\nたいやきの新メニューのヒントに\nなるかにゃ？","0.5","0","0","310005"
"","310","104611","1","3","","nop_talk_joy2","","0.2","","310006"
"","310","2.5","","93","","1","","","","310007"
"","310","104611","1","3","","nop_talk_thinking","","0.2","","310008"
"","310","310005","","91","","","","","","310009"
"","310","104611","1","3","","nop_idle_thinking","","0.2","","310010"
"0","310","103411","8","11","0","みんな～、あけおめ～！\nなんちゃって。ヒック。","0.5","0","0","310011"
"","310","103411","1","3","","nop_10_yukari_04","","0.2","","310012"
"","310","11","1","3","","nop_10_yukari_04","","0.2","","310013"
"","310","2.5","","93","","1","","","","310014"
"1","310","103411","0","3","0.5","nop_10_yukari_06","","0.2","nop_10_yukari_02","310015"
"1","310","11","0","3","0.5","nop_10_yukari_06","","0.2","nop_10_yukari_02","310016"
"","310","310011","","91","","","","","","310017"
"0","310","104811","8","11","0","え？　ユカリさん？\nもう酔っぱらっちゃってる……","0.5","0","0","310018"
"","310","104811","1","3","","nop_talk_surprise1","","0.2","","310019"
"","310","104811","","4","","0","","","","310020"
"","310","1","","93","","1","","","","310021"
"","310","104811","1","3","","nop_talk_worry","","0.2","","310022"
"","310","310018","","91","","","","","","310023"
"1","310","104811","1","3","","nop_idle_worry","","0.2","","310024"
"","310","0","","91","","","","","","310025"
"","311","102711","1","3","","nop_talk_wish","","0.2","","311001"
"0","311","102711","8","11","0","この広い会場のどこかに\nあのおかたの存在を感じますわ……","0.5","0","0","311002"
"","311","311002","","91","","","","","","311003"
"","311","102711","1","3","","nop_idle_wish","","0.2","","311004"
"1","311","100911","0","3","0","nop_11_anna_huhuStand_in","","0.2","nop_11_anna_huhuStand_loop","311005"
"0","311","100911","8","11","0","疼く……疼くぞ！\n我が魔眼が新たなる年を祝えと……！","0.5","0","0","311006"
"","311","311006","","91","","","","","","311007"
"","311","100911","1","3","","nop_11_anna_huhuStand_loop","","0.2","","311008"
"","311","101311","1","3","","nop_talk_joy2","","0.2","","311009"
"0","311","101311","8","11","0","アンナたそアンナたそ！\nおせち料理、美味しそうですぞ！\nさあ、おあがりよ！！","0.5","0","0","311010"
"","311","311010","","91","","","","","","311011"
