6e87856317065517c4b83cc95a6b30fa35eb5e13cb377ba905c6967233a9a853,18a0fa9decfb70bc94ab341b9d3272d99b7b953e2a593112192aa16fa03f245b,ad4d88c60fade9d83348771ceb50cdf536e84d46bcbbaf2edd64fe89080aa602,450209f20bec94c8cdcf2890c743a60975b0b308b1d342114e46dd25a8864435,7537d08d69553daf321013674c1e7df0a6d0c698cbd55c0e9a9ae04da4b9fe92,f9e63d3e52ed7dc2410168c3a1137bdde38cab5e7bf3a0bea91edbba492ee5c3,1f5cc02e8954b5d5ae39fe4d5269710449637d894cf965b4de61ee85140d65eb,b2b2c26f91a7a9510cf1ba143d517386cafbcd1ef39d6732b84c652920f9a6c7,6709f8df5c8bf228e232a143521d546764bff5b3deaefe2deac19aae70cf708b,08ac3cb876047d8c207646709f21be2787c12a5d097cef10c5d8301ca48f8902,1ff300707ff65704932506dbf112e415674b5fc69acd232b61be4120147c1548
"","","","","3","0","1000001","3002","glad","0.2","130020009"
"","","","","32","","300100","3002","1","","130020010"
"","","","","32","","996","3002","1","","130020011"
"","","","","93","","0.1","3002","0","","130020012"
"","","","","32","","2","3002","0","","130020013"
"","","","","32","","3","3002","0","","130020014"
"","","","","93","","1.5","3002","0","","130020015"
"","","","","3","0","1000001","3002","joy","0.2","130020016"
"","","","","93","","1.7","3002","0","","130020017"
"","","","","3","1","1000001","3002","run_gatein","0","130020018"
"1","0","","","2","-195","1000001","3002","450","","130020019"
"","","","","93","","0.5","3002","1","","130020020"
"1","0","0","","6","1","1000001","3002","1","0.4","130020021"
"","","","","93","","0.4","3002","0","","130020022"
"","","","","113","","1","3002","","","130020023"
"0","1","","","31","345.4","6","3011","6","0","130110001"
"0","1","","","31","345.4","8","3011","8","0","130110002"
"0","1","","","31","345.4","301100","3011","301100","0","130110003"
"","","","","91","","0","3011","","","130110004"
"1.05","7.4","","","123","1.05","1.05","3011","1.05","0","130110005"
"","","","","3","0","1000001","3011","wait","0.2","130110006"
"","","","","35","","2","3011","1","","130110007"
"","","","","93","","4.9","3011","0","","130110008"
"0.95","0.3","","","123","0.95","0.95","3011","0.95","0","130110009"
"","","","","23","0","se_travel","3011","se_travel_treasure_ghost_success","","130110010"
"","","","","32","","8","3011","1","","130110011"
"","","","","35","","8","3011","0","","130110012"
"","","","","32","","6","3011","1","","130110013"
"","","","","93","","0.1","3011","0","","130110014"
"","","","","32","","2","3011","0","","130110015"
"","","","","32","","3","3011","0","","130110016"
"","","","","3","0","1000001","3011","dotEyes","","130110017"
"","","","","93","","0.87","3011","0","","130110018"
"","","","","3","0","1000001","3011","glad","0.2","130110019"
"","","","","32","","301100","3011","1","","130110020"
"","","","","35","","8","3011","1","","130110021"
"","","","","93","","0.6","3011","0","","130110022"
"","","","","32","","996","3011","1","","130110023"
"","","","","93","","0.5","3011","0","","130110024"
"","","","","3","0","1000001","3011","joy","","130110025"
"","","","","93","","1.67","3011","0","","130110026"
"","","","","3","1","1000001","3011","run_gatein","0","130110027"
"1","0","","","2","-195","1000001","3011","450","","130110028"
"","","","","93","","0.5","3011","1","","130110029"
"1","0","0","","6","1","1000001","3011","1","0.4","130110030"
"","","","","93","","0.4","3011","0","","130110031"
"","","","","113","","1","3011","","","130110032"
"","","","","3","1","1000001","3012","idle","0.2","130120001"
"0","1","","","31","0","301200","3012","13","0","130120002"
"0","1","","","31","0","101","3012","14","0","130120003"
"-150","1","","","31","260","301204","3012","16","0","130120004"
"0","1","","","31","0","301205","3012","17","0","130120005"
"0","1","","","31","345.4","6","3012","18","0","130120006"
"0","1","","","31","345.4","301201","3012","20","0","130120007"
"0","1","","","31","345.4","301202","3012","21","0","130120008"
"9340","-234","0","round_monster_walk","5","55","1","3012","3","1","130120009"
"","","","","91","","0","3012","","","130120010"
"1","0","0","","6","1","3","3012","1","0","130120011"
"0","0","0","","2","-234","3","3012","345","0","130120012"
"1.05","7.4","0","","123","1.05","1.05","3012","1.05","0","130120013"
"","","","","3","0","1000001","3012","wait","0.2","130120014"
"","","","","35","","2","3012","1","","130120015"
"0","1","","","31","0","301203","3012","15","0","130120016"
"9340","-250","0","<weapon>_run","1","57","2","3012","1000002","0.89","130120017"
"","","","","93","","4.3","3012","0","","130120018"
"0.95","0.4","","","123","0.95","0.95","3012","0.95","0","130120019"
"","","","","32","","21","3012","1","","130120020"
"","","","","35","","21","3012","0","","130120021"
"","","","","23","","se_travel","3012","se_travel_treasure_success_monster_helper_1","","130120022"
"","","","","32","","18","3012","1","","130120023"
"","","","","93","","0.1","3012","0","","130120024"
"","","","","32","","2","3012","0","","130120025"
"1","1","0","","6","1","3","3012","1","0.3","130120026"
"","","","","32","","13","3012","1","","130120027"
"","","","","3","0","3","3012","round_monster_appear","","130120028"
"","","","","3","0","1000001","3012","back","","130120029"
"","","","","93","","0.67","3012","0","","130120030"
"","","","","3","0","3","3012","round_monster_walk","0.2","130120031"
"1.4","0","","","2","-234","3","3012","220","","130120032"
"","","","","32","","20","3012","1","","130120033"
"","","","","93","","0.1","3012","0","","130120034"
"","","","","32","","18","3012","0","","130120035"
"","","","","93","","0.5","3012","0","","130120036"
"","","","","4","","1000002","3012","1","","130120037"
"0","0","","","2","-240","1000002","3012","1445","","130120038"
"","","","","93","","0.5","3012","0","","130120039"
"","","","","3","0","3","3012","round_monster_attack","0.3","130120040"
"","","","","93","","0.5","3012","0","","130120041"
"","","","","32","","17","3012","1","","130120042"
"","","","","3","0","1000001","3012","back_loop","0.1","130120043"
"","","","","93","","0.5","3012","0","","130120044"
"0","0","","","2","-240","1000002","3012","950","","130120045"
"0.16","0","","","2","-240","1000002","3012","650","","130120046"
"","","","","3","0","1000002","3012","<weapon>_run","0.2","130120047"
"","","","","93","","0.16","3012","0","","130120048"
"","","","","3","0","1000002","3012","<weapon>_attack_skipQuest","0.2","130120049"
"","","","","93","","0.1","3012","0","","130120050"
"0","0","","","2","-234","3","3012","280","","130120051"
"","","","","4","","3","3012","1","","130120052"
"","","","","3","0","3","3012","round_monster_die","0.2","130120053"
"","","","","32","","16","3012","1","","130120054"
"","","","","93","","0.5","3012","0","","130120055"
"0","0","","","2","-240","1000001","3012","20","","130120056"
"","","","","3","0","1000001","3012","back_origin","0","130120057"
"","","","","3","0","1000001","3012","surprise","0.2","130120058"
"","","","","3","1","1000002","3012","<weapon>_idle","0.2","130120059"
"","","","","93","","0.66","3012","0","","130120060"
"","","","","32","","15","3012","1","","130120061"
"","","","","32","","996","3012","1","","130120062"
"1","0","","","6","1","3","3012","1","0.6","130120063"
"","","","","3","0","1000001","3012","joy_short","0.2","130120064"
"","","","","32","","18","3012","1","","130120065"
"","","","","93","","0.02","3012","0","","130120066"
"","","","","32","","20","3012","0","","130120067"
"","","","","32","","21","3012","0","","130120068"
"","","","","93","","1.5","3012","0","","130120069"
"","","","","3","0","1000001","3012","smile","0.2","130120070"
"","","","","3","1","1000002","3012","<weapon>_run","0","130120071"
"","","","","4","","1000002","3012","0","","130120072"
"2","0","","","2","-250","1000002","3012","1500","","130120073"
"","","","","93","","1","3012","0","","130120074"
"1","0","","","6","1","1000002","3012","1","0.2","130120075"
"","","","","3","1","1000001","3012","run_gatein","0.2","130120076"
"1","0","","","2","-200","1000001","3012","360","","130120077"
"","","","","93","","0.5","3012","0","","130120078"
"1","0","","","6","1","1000001","3012","1","0.4","130120079"
"","","","","93","","0.4","3012","0","","130120080"
"","","","","113","","1","3012","0","","130120081"
"0","1","","","31","345.4","301300","3013","301300","0","130130001"
"","","","","91","","0","3013","","","130130002"
"","","","","3","0","1000001","3013","wait_gradeUp","0.2","130130003"
"","","","","32","","301300","3013","1","","130130004"
"","","","","93","","0.1","3013","0","","130130005"
"","","","","32","","2","3013","0","","130130006"
"","","","","93","","0.8","3013","0","","130130007"
"1.05","0","","","123","1.05","1.05","3013","1.05","0","130130008"
"","","","","122","0.5","5","3013","5","","130130009"
"","","","","93","","1.1","3013","0","","130130010"
"1.05","0","","","123","1.05","1.05","3013","1.05","0","130130011"
"","","","","122","0.5","10","3013","10","","130130012"
"","","","","93","","0.8","3013","0","","130130013"
"","","","","3","0","1000001","3013","glad","0.2","130130014"
"","","","","93","","0.1","3013","0","","130130015"
"0.907","2","","","123","0.907","0.907","3013","0.907","2","130130016"
"","","","","93","","0.3","3013","0","","130130017"
"","","","","32","","996","3013","1","","130130018"
"","","","","93","","0.5","3013","0","","130130019"
"","","","","3","0","1000001","3013","joy","0.2","130130020"
"","","","","93","","1.7","3013","0","","130130021"
"","","","","3","1","1000001","3013","run_gatein","0","130130022"
"1","0","","","2","-195","1000001","3013","450","","130130023"
"","","","","93","","0.5","3013","1","","130130024"
"1","0","0","","6","1","1000001","3013","1","0.4","130130025"
"","","","","93","","0.4","3013","0","","130130026"
"","","","","113","","1","3013","","","130130027"
"0","1","","","31","345.4","301400","3014","301400","0","130140001"
"","","","","91","","0","3014","","","130140002"
"1.05","7.4","","","123","1.05","1.05","3014","1.05","0","130140003"
"","","","","3","0","1000001","3014","wait","0.2","130140004"
"","","","","32","","301400","3014","1","","130140005"
"","","","","93","","0.1","3014","0","","130140006"
"","","","","32","","2","3014","0","","130140007"
"","","","","93","","3.4","3014","0","","130140008"
"0.95","3.2","","","123","0.95","0.95","3014","0.95","5","130140009"
"","","","","93","","1.6","3014","0","","130140010"
"","","","","3","0","1000001","3014","relief","0.2","130140011"
"","","","","32","","996","3014","1","","130140012"
"","","","","93","","1.7","3014","0","","130140013"
"","","","","3","1","1000001","3014","run_gatein","0","130140014"
"1","0","","","2","-195","1000001","3014","450","","130140015"
"","","","","93","","0.5","3014","1","","130140016"
"1","0","0","","6","1","1000001","3014","1","0.4","130140017"
"","","","","93","","0.4","3014","0","","130140018"
"","","","","113","","1","3014","","","130140019"
"0","1","","","31","345.4","301501","3015","301501","0","130150001"
"0","1","","","31","345.4","301500","3015","301500","1","130150002"
"","","","","91","","0","3015","","","130150003"
"1.05","7.4","","","123","1.05","1.05","3015","1.05","0","130150004"
"","","","","3","0","1000001","3015","wait_wakuwaku","0.2","130150005"
"","","","","35","","2","3015","1","","130150006"
"","","","","93","","5.4","3015","0","","130150007"
"0.95","0.4","","","123","0.95","0.95","3015","0.95","0","130150008"
"","","","","3","0","1000001","3015","glad","0.2","130150009"
"","","","","32","","301501","3015","1","","130150010"
"","","","","32","","996","3015","1","","130150011"
"","","","","93","","0.1","3015","0","","130150012"
"","","","","32","","2","3015","0","","130150013"
"","","","","32","","3","3015","0","","130150014"
"","","","","93","","1.5","3015","0","","130150015"
"","","","","3","0","1000001","3015","joy","0.2","130150016"
"","","","","93","","1.7","3015","0","","130150017"
"","","","","3","1","1000001","3015","run_gatein","0","130150018"
"1","0","","","2","-195","1000001","3015","450","","130150019"
"","","","","93","","0.5","3015","1","","130150020"
"1","0","0","","6","1","1000001","3015","1","0.4","130150021"
"","","","","93","","0.4","3015","0","","130150022"
"","","","","113","","1","3015","","","130150023"
"0","1","","","31","345.4","6","3016","6","0","130160001"
"0","1","","","31","345.4","8","3016","8","0","130160002"
"-80","1","","","31","345.4","301600","3016","301600","0","130160003"
"0","1","","","31","345.4","301601","3016","301601","0","130160004"
"0","1","","","31","345.4","990002","3016","990002","1","130160005"
"","","","","91","","0","3016","","","130160006"
"1.05","7.4","","","123","1.05","1.05","3016","1.05","0","130160007"
"","","","","3","0","1000001","3016","wait","0.2","130160008"
"","","","","35","","2","3016","1","","130160009"
"","","","","93","","5.4","3016","0","","130160010"
"0.95","0.4","","","123","0.95","0.95","3016","0.95","0","130160011"
"","","","","32","","8","3016","1","","130160012"
"","","","","35","","8","3016","0","","130160013"
"","","","","32","","301600","3016","1","","130160014"
"","","","","32","","6","3016","1","","130160015"
"","","","","93","","0.1","3016","0","","130160016"
"","","","","32","","2","3016","0","","130160017"
"","","","","32","","3","3016","0","","130160018"
"","","","","3","0","1000001","3016","glad","0.1","130160019"
"","","","","23","0","se_travel","3016","se_travel_treasure_success_butterfly","","130160020"
"","","","","93","","0.5","3016","0","","130160021"
"","","","","35","","8","3016","1","","130160022"
"","","","","93","","1.1","3016","0","","130160023"
"","","","","32","","301601","3016","1","","130160024"
"","","","","32","","996","3016","1","","130160025"
"","","","","3","0","1000001","3016","joy","0.2","130160026"
"","","","","93","","1.67","3016","0","","130160027"
"","","","","3","1","1000001","3016","run_gatein","0","130160028"
"","","","","23","0","se_travel","3016","se_travel_treasure_cha_run","","130160029"
"1","0","","","2","-195","1000001","3016","450","","130160030"
"","","","","93","","0.5","3016","1","","130160031"
"1","0","0","","6","1","1000001","3016","1","0.4","130160032"
"","","","","93","","0.4","3016","0","","130160033"
"","","","","113","","1","3016","","","130160034"
"0","1","","","31","345.4","310000","3017","310000","0","130170001"
"0","1","","","31","0","310001","3017","310001","0","130170002"
"0","1","","","31","345.4","301700","3017","301700","0","130170003"
"-115","1","","","31","740","301701","3017","301701","0","130170004"
"0","1","","","31","345.4","301702","3017","301702","0","130170005"
"0","1","","","31","345.4","301703","3017","301703","0","130170006"
"610","-235","0","empty","5","100","5","3017","15","0.44","130170007"
"610","-235","0","empty","5","55","5","3017","16","0.44","130170008"
"","","","","91","","0","3017","","","130170009"
"1.05","7.4","","","123","1.05","1.05","3017","1.05","0","130170010"
"","","","","3","0","1000001","3017","wait","0.2","130170011"
"","","","","35","","2","3017","1","","130170012"
"","","","","93","","5.4","3017","0","","130170013"
"0.95","0.3","","","123","0.95","0.95","3017","0.95","0","130170014"
"","","","","32","","310000","3017","1","","130170015"
"","","","","32","","310001","3017","1","","130170016"
"","","","","93","","0.2","3017","0","","130170017"
"","","","","122","0.6","50","3017","50","","130170018"
"","","","","3","0","1000001","3017","shock","0.2","130170019"
"","","","","93","","1.6","3017","0","","130170020"
"","","","","32","","301700","3017","1","","130170021"
"","","","","93","","1.2","3017","0","","130170022"
"","","","","23","0","se_travel","3017","se_travel_treasure_croce_ui","","130170023"
"","","","","3","0","15","3017","punch","","130170024"
"","","","","3","0","16","3017","punch_B","","130170025"
"","","","","93","","0.2","3017","0","","130170026"
"1.05","0.1","","","123","1.05","1.05","3017","1.05","11","130170027"
"","","","","93","","0.1","3017","0","","130170028"
"0.95","0.3","","","123","0.95","0.95","3017","0.95","0","130170029"
"","","","","93","","1","3017","0","","130170030"
"","","","","23","0","se_travel","3017","se_travel_treasure_croce_door","","130170031"
"","","","","93","","0.4","3017","0","","130170032"
"","","","","32","","301701","3017","1","","130170033"
"","","","","93","","0.9","3017","0","","130170034"
"1.05","0","","","123","1.05","1.05","3017","1.05","0","130170035"
"","","","","122","0.6","75","3017","75","","130170036"
"","","","","32","","301702","3017","1","","130170037"
"","","","","93","","0.4","3017","0","","130170038"
"","","","","32","","2","3017","0","","130170039"
"","","","","32","","310000","3017","0","","130170040"
"","","","","93","","0.4","3017","0","","130170041"
"0.95","2","","","123","0.95","0.95","3017","0.95","11","130170042"
"","","","","93","","0.2","3017","0","","130170043"
"","","","","3","0","1000001","3017","glad","0.2","130170044"
"","","","","32","","301703","3017","1","","130170045"
"","","","","93","","0.1","3017","0","","130170046"
"","","","","32","","996","3017","1","","130170047"
"","","","","93","","0.9","3017","0","","130170048"
"","","","","3","0","1000001","3017","joy","0.2","130170049"
"","","","","93","","1.7","3017","0","","130170050"
"","","","","3","1","1000001","3017","run_gatein","0","130170051"
"","","","","23","","se_travel","3017","se_travel_treasure_cha_run","","130170052"
"1","0","","","2","-195","1000001","3017","450","","130170053"
"","","","","93","","0.5","3017","1","","130170054"
"1","0","0","","6","1","1000001","3017","1","0.4","130170055"
"","","","","93","","0.4","3017","0","","130170056"
"","","","","113","","1","3017","","","130170057"
"0","1","","","31","345.4","310000","3100","310000","0","131000001"
"0","1","","","31","0","310001","3100","310001","0","131000002"
"","","","","91","","0","3100","","","131000003"
"1.05","7.4","","","123","1.05","1.05","3100","1.05","0","131000004"
"","","","","3","0","1000001","3100","wait","0.2","131000005"
"","","","","35","","2","3100","1","","131000006"
"","","","","93","","5.4","3100","0","","131000007"
"0.95","0.3","","","123","0.95","0.95","3100","0.95","0","131000008"
"","","","","32","","310000","3100","1","","131000009"
"","","","","32","","310001","3100","1","","131000010"
"","","","","93","","0.2","3100","0","","131000011"
"","","","","122","0.6","50","3100","50","","131000012"
"","","","","3","0","1000001","3100","shock","0.2","131000013"
"","","","","93","","1.6","3100","0","","131000014"
"","","","","113","","2","3100","","","131000015"
"0","1","","","31","345.4","6","3111","6","0","131110001"
"0","1","","","31","345.4","7","3111","7","0","131110002"
"0","1","","","31","345.4","8","3111","8","0","131110003"
"8000","0","0","appear","5","55","3","3111","13","1.3","131110004"
"","","","","91","","0","3111","","","131110005"
"1","0","0","","6","1","13","3111","1","0","131110006"
"0","0","","","2","-250","13","3111","95","","131110007"
"1.05","7.4","","","123","1.05","1.05","3111","1.05","0","131110008"
"","","","","3","0","1000001","3111","wait","0.2","131110009"
"","","","","35","","2","3111","1","","131110010"
"","","","","93","","4.9","3111","0","","131110011"
"0.95","0.3","","","123","0.95","0.95","3111","0.95","0","131110012"
"","","","","23","0","se_travel","3111","se_travel_treasure_ghost_fail","","131110013"
"","","","","32","","8","3111","1","","131110014"
"","","","","35","","8","3111","0","","131110015"
"","","","","32","","6","3111","1","","131110016"
"","","","","93","","0.1","3111","0","","131110017"
"","","","","32","","2","3111","0","","131110018"
"","","","","32","","3","3111","0","","131110019"
"","","","","3","0","1000001","3111","dotEyes","","131110020"
"","","","","93","","0.3","3111","0","","131110021"
"","","","","3","0","13","3111","appear","","131110022"
"1","1","0","","6","1","13","3111","1","0","131110023"
"","","","","93","","0.67","3111","0","","131110024"
"","","","","3","0","1000001","3111","shock_jump","","131110025"
"1","0","","","2","-250","1000001","3111","70","","131110026"
"","","","","93","","1.1","3111","0","","131110027"
"","","","","3","1","1000001","3111","escape","","131110028"
"1.2","0","","","2","-250","1000001","3111","-350","","131110029"
"","","","","3","0","13","3111","march","","131110030"
"","","","","93","","0.2","3111","0","","131110031"
"","","","","32","","7","3111","1","","131110032"
"","","","","93","","0.1","3111","0","","131110033"
"","","","","32","","6","3111","0","","131110034"
"","","","","93","","1.6","3111","0","","131110035"
"","","","","113","","2","3111","","","131110036"
"","","","","3","1","1000001","3112","idle","0.2","131120001"
"0","1","","","31","0","301200","3112","13","0","131120002"
"0","1","","","31","0","101","3112","14","0","131120003"
"0","1","","","31","0","301205","3112","15","0","131120004"
"-170","1","","","31","130","301206","3112","16","0","131120005"
"0","1","","","31","345.4","6","3112","18","0","131120006"
"0","1","","","31","345.4","301201","3112","20","0","131120007"
"0","1","","","31","345.4","301202","3112","21","0","131120008"
"9340","-234","0","round_monster_walk","5","55","1","3112","3","1","131120009"
"","","","","91","","0","3112","","","131120010"
"1","0","0","","6","1","3","3112","1","0","131120011"
"0","0","0","","2","-234","3","3112","345","0","131120012"
"1.05","7.4","0","","123","1.05","1.05","3112","1.05","0","131120013"
"","","","","3","0","1000001","3112","wait","0.2","131120014"
"","","","","35","","2","3112","1","","131120015"
"","","","","93","","4.3","3112","0","","131120016"
"0.95","0.4","","","123","0.95","0.95","3112","0.95","0","131120017"
"","","","","32","","21","3112","1","","131120018"
"","","","","35","","21","3112","0","","131120019"
"","","","","23","","se_travel","3112","se_travel_treasure_monster_failure","","131120020"
"","","","","32","","18","3112","1","","131120021"
"","","","","93","","0.1","3112","0","","131120022"
"","","","","32","","2","3112","0","","131120023"
"1","1","0","","6","1","3","3112","1","0.3","131120024"
"","","","","32","","13","3112","1","","131120025"
"","","","","3","0","3","3112","round_monster_appear","","131120026"
"","","","","3","0","1000001","3112","back","","131120027"
"","","","","93","","0.67","3112","0","","131120028"
"","","","","3","0","3","3112","round_monster_walk","0.2","131120029"
"1.4","0","0","","2","-234","3","3112","220","0","131120030"
"","","","","32","","20","3112","1","","131120031"
"","","","","93","","0.1","3112","0","","131120032"
"","","","","32","","18","3112","0","","131120033"
"","","","","93","","1","3112","0","","131120034"
"","","","","3","0","3","3112","round_monster_attack","0.3","131120035"
"","","","","93","","0.5","3112","0","","131120036"
"","","","","32","","15","3112","1","","131120037"
"","","","","3","1","1000001","3112","back_loop","0.2","131120038"
"","","","","93","","1","3112","0","","131120039"
"","","","","32","","16","3112","1","","131120040"
"","","","","122","0.5","0","3112","50","","131120041"
"0","0","","","2","-250","1000001","3112","40","","131120042"
"","","","","3","0","1000001","3112","shock_jump","0","131120043"
"","","","","93","","0.6","3112","0","","131120044"
