10dbb0302d5c8ec2e3886914148fab0db873d242c50e9729ec3dce36524a6a73,4d9455f89980584ee385ead6752cca0e187982b9bdf22b79e39470c487f816b6,5bc1a86829b28477b3a998972550da61ef2523f2da3312fb40c4463e5f74763c,de60487e4b5971ef24459f4bdb7ac38251ad2575216c71db9503346b5c5234e0,8ddfa8c56af9fa6ecbf01caeae25d8379449098710c427a833af6704325f2876,2c51e3de8e80db61719a8fad9f6f6510f80f27e3914cc22112ac3930f59b254f,9cf3af52ae912c5b151ede20c470d93a0bafde31ea478c96341f7048ccd49cfc,075f7a238d8899f86ed9cfa198fa8f8f8fef4fc05842037bf7b3538857671b9c,423564b08a2dd132a0e829718efe7d2c48167006a3f680864ba026c25e6b99c3,82cae13bcffa9fbdd964bdb11107eb281ec76e440270a44b99e21a1b5be5f701,eb64ecabd2209f5b87b5c5dc10f07937411db200bdac7c2214f9a7f98c1270b6,4ff984426fef3dc2f707223becdcb4d2cf234c8cb5b08465204111853390eb11,6cb21df2dc1375e3bf566e723a35640cba6e47b78c8ff02aeeae71ab5131351d,e133e29eb47c493575f5e8d358b93782c7aeb5b048347aa632c719c98d30e3a0,6aea79370ac99af4ff05dab0ad65d0a043e2da733e58212a297c73674d2de857,b68daef5336a7b00fe4ff3383f73ecbf7da35d6afa0645769e7d4992051b2b09,d7b4bd4488f38b64ca1fe1f1ad957ee07f9fda8625101b26139d0de7d158a3fc,6576ba12b613b50a8cfada8229c37d879f053ac0301912bf65f0f233b6401c68,a8c7bf0ee76810cfab7e17e4b9783934f56ac0145eb09ac202bc21d6e185ea1e,3f3b3ff3b139f832e06f2aef345341654871f30b9fb7847bc1299aad58cc9849,f3e1ef53b7ae868be2e8e01aad9b977276cec875ac4f61c418a1affc897960af
"EnemyD","0","JumpBoard","400","NONE","0","0","0","NONE","NONE","0","1074","0","NONE","SpeedTerritoryB","NONE","1600","NONE","800","1200","TrapA"
"EnemyH","0","Onigiri","400","NONE","0","0","0","NONE","NONE","0","1075","0","NONE","SpeedTerritoryB","NONE","1600","NONE","800","1200","TrapA"
"EnemyB","0","Onigiri","400","NONE","3000","2400","0","NONE","EnemyB","3600","1076","0","NONE","JumpOverEnemyC","EnemyI","1800","StoneFlyingItem","800","1200","EnemyH"
"SpeedTerritoryA","0","Onigiri","400","NONE","3200","2600","0","NONE","EnemyD","3600","1077","0","NONE","WholeCake","EnemyI","2000","EnemyB","800","1600","SpeedTerritoryA"
"EnemyC","0","EnemyI","400","NONE","3600","2800","0","NONE","JumpOverTrap","3600","1078","0","NONE","StoneFlyingItem","NONE","2000","EnemyI","800","1600","Surf"
"TrapA","0","Surf","400","NONE","2400","2000","0","NONE","StoneFlyingItem","2800","1079","0","NONE","JumpOverTrap","EnemyC","1600","StoneFlyingItem","800","1200","TrapA"
"TrapA_NoCall","3200","EnemyC","400","NONE","2000","1600","2800","StoneFlyingItem","EnemyD","2400","1080","0","EnemyC","EnemyA_NoColl","EnemyC","1300","Surf","700","1000","JumpBoard"
"StoneFlyingItem","0","EnemyC","400","NONE","2800","2000","0","NONE","EnemyC","3600","1081","0","NONE","Surf","JumpOverTrap","1600","TrapA","800","1200","EnemyA"
"TrapA","0","SurfB","400","NONE","3200","2400","0","NONE","EnemyC","3600","1082","0","NONE","StoneFlyingItem","JumpOverTrap","2000","EnemyC","800","1600","SurfB"
"StoneFlyingItem","0","EnemyC","400","NONE","2600","2000","3400","EnemyI","Surf","3000","1083","0","NONE","SurfB","StoneFlyingItem","1800","EnemyD","800","1100","SpeedTerritoryA"
"StoneFlyingItem","0","EnemyD","300","NONE","2800","2500","0","NONE","SurfB","3600","1084","0","NONE","EnemyB","EnemyD","1800","EnemyI","800","1500","Surf"
"JumpOverTrap","0","EnemyD","300","NONE","2800","2500","0","NONE","SurfB","3600","1085","0","NONE","EnemyB","EnemyD","1800","EnemyI","800","1500","SurfB"
"StoneFlyingItem","0","EnemyD","300","NONE","2800","2500","0","NONE","SurfB","3600","1086","0","NONE","EnemyB","JumpOverTrap","1800","EnemyI","800","1500","Surf"
"StoneFlyingItem","0","EnemyD","300","NONE","2800","2500","0","NONE","SurfB","3600","1087","0","NONE","EnemyB","TrapA","1800","EnemyI","800","1500","Surf"
"NONE","0","NONE","400","NONE","0","0","0","NONE","NONE","0","1088","0","NONE","NONE","NONE","0","NONE","0","0","Carpet500"
"TrapA","0","JumpOverTrap","500","NONE","3000","2600","0","NONE","AccelBoardA","3500","1089","0","NONE","EnemyC","JumpOverEnemyA","2100","JumpOverTrap","1000","1500","EnemyA"
"JumpOverEnemyA","0","AccelBoardA","400","NONE","2800","2300","0","NONE","EnemyC","3300","1090","0","NONE","SpeedTerritoryA","TrapA","1900","EnemyD","900","1500","TrapA"
"EnemyA","0","EnemyC","500","NONE","0","3200","0","NONE","EnemyA","0","1091","0","NONE","TrapA","NONE","2700","NONE","1500","2200","WholeCake"
"TrapA","0","JumpOverEnemyA","600","NONE","3300","2600","0","NONE","SpeedTerritoryA","0","1092","0","NONE","EnemyA","NONE","2200","TrapA","1100","1700","JumpOverTrap"
"StoneFlyingItem","0","Onigiri","500","NONE","3400","3000","0","NONE","EnemyI","0","1093","0","NONE","EnemyB","NONE","2600","EnemyD","900","1500","Surf"
"Onigiri","0","EnemyB","400","NONE","3400","2700","0","NONE","EnemyI","0","1094","0","NONE","JumpOverTrap","NONE","2000","EnemyD","800","1300","EnemyD"
"SpeedTerritoryA","0","Onigiri","500","NONE","3300","2800","0","NONE","EnemyD","0","1095","0","NONE","WholeCake","NONE","2300","StoneFlyingItem","1000","1900","TrapA"
"EnemyC","0","Onigiri","400","NONE","3500","3000","0","NONE","StoneFlyingItem","0","1096","0","NONE","JumpBoard","NONE","2500","EnemyD","900","1800","JumpOverEnemyA"
"AccelBoardA","0","EnemyD","400","NONE","3000","2200","0","NONE","AccelBoardA","3400","1097","0","NONE","SpeedTerritoryA","EnemyA","1900","EnemyC","800","1400","EnemyA"
"EnemyC","0","TrapA","500","NONE","3000","2400","0","NONE","EnemyD","3300","1098","0","NONE","AccelBoardA","TrapA","1900","EnemyC","900","1500","TrapA"
"EnemyD","0","AccelBoardA","400","NONE","3000","2500","0","NONE","EnemyA","0","1099","0","NONE","TrapA","NONE","1900","EnemyC","800","1400","EnemyC"
"AccelBoardA","0","SpeedTerritoryA","500","NONE","3000","2300","0","NONE","EnemyH","3400","1100","0","NONE","TrapA","EnemyC","1900","TrapA","900","1300","EnemyA"
"SpeedTerritoryA","0","EnemyC","600","NONE","3300","2700","0","NONE","EnemyC","0","1101","0","NONE","TrapA","NONE","2100","TrapA","1000","1600","EnemyA"
"AccelBoardA","0","EnemyC","500","NONE","2700","2300","3400","EnemyC","EnemyD","3000","1102","0","NONE","EnemyA","EnemyA","1900","TrapA","900","1500","TrapA"
"TrapA","0","SpeedTerritoryA","600","NONE","3300","2800","0","NONE","EnemyC","3600","1103","0","NONE","EnemyD","EnemyD","1900","SpeedTerritoryA","1100","1500","EnemyC"
"TrapA","0","EnemyA","600","NONE","2600","2200","3300","EnemyD","AccelBoardA","2900","1104","0","NONE","EnemyH","SpeedTerritoryA","1800","EnemyA","1000","1400","TrapA"
"EnemyD","0","EnemyA","500","NONE","2800","2400","3500","EnemyA","EnemyH","3100","1105","0","NONE","JumpOverEnemyD","EnemyH","1900","JumpOverEnemyC","1000","1500","JumpOverEnemyA"
"JumpOverEnemyB","0","EnemyH","500","NONE","3100","2500","0","NONE","JumpOverEnemyB","3500","1106","0","NONE","EnemyA","EnemyD","2000","EnemyH","900","1500","JumpOverEnemyC"
"JumpOverEnemyC","0","JumpOverEnemyA","600","NONE","3400","2800","0","NONE","EnemyA","0","1107","0","NONE","JumpOverEnemyC","NONE","2300","JumpOverEnemyB","1200","1800","EnemyA"
"JumpOverEnemyA","0","JumpOverEnemyC","500","NONE","3500","2900","0","NONE","EnemyA","0","1108","0","NONE","EnemyH","NONE","2400","EnemyC","1000","1700","JumpOverEnemyB"
"EnemyC","0","EnemyI","700","NONE","0","3000","0","NONE","EnemyI","0","8001","0","NONE","StoneFlyingItem","NONE","2000","NONE","1000","1300","SurfC"
"EnemyB","0","EnemyA","700","NONE","0","3000","0","NONE","EnemyI","0","8002","0","NONE","EnemyA","NONE","2000","NONE","1000","1300","SurfC"
"JumpOverEnemyA","0","TrapA","300","NONE","2500","2200","3100","AccelBoardA","JumpOverTrap","2800","8003","0","NONE","EnemyA","SpeedTerritoryB","1900","SpeedTerritoryA","1300","1600","SurfB"
"EnemyA_NoColl","0","SpeedTerritoryA_NoColl","300","NONE","3200","2200","0","NONE","WarpGateA","0","8004","0","NONE","JumpBoard","NONE","1800","WholeCake","1300","1600","SurfB"
"EnemyA_NoColl","0","SpeedTerritoryA_NoColl","300","NONE","0","0","0","NONE","NONE","0","8005","0","NONE","Balloon","NONE","2400","NONE","1300","2000","SurfB"
"JumpOverEnemyA","3000","TrapA","0","NONE","1500","1200","2100","AccelBoardA","JumpOverTrap","1800","8006","0","SurfB","EnemyA","SpeedTerritoryB","900","SpeedTerritoryA","300","600","NONE"
"EnemyA_NoColl","0","SpeedTerritoryA_NoColl","0","NONE","2200","1200","0","NONE","WarpGateA","3000","8007","0","NONE","JumpBoard","SurfB","800","WholeCake","300","600","NONE"
"EnemyA_NoColl","0","SpeedTerritoryA_NoColl","0","NONE","0","3000","0","NONE","SurfB","0","8008","0","NONE","Balloon","NONE","1300","NONE","300","1000","NONE"
"NONE","0","NONE","0","NONE","0","3000","0","NONE","NONE","0","8009","0","NONE","NONE","NONE","1300","NONE","300","1000","NONE"
"WarpGateA","0","JumpBoard","500","NONE","0","0","0","NONE","NONE","0","9990","0","NONE","AccelBoardA","NONE","3100","NONE","1000","2000","AccelBoardA"
"TrapA","0","JumpOverEnemyB","500","NONE","3000","2500","0","NONE","EnemyB","0","9991","0","NONE","TrapA","NONE","2000","NONE","800","1300","AccelBoardA"
"JumpOverEnemyB","0","EnemyB","500","NONE","3300","2800","0","NONE","AccelBoardA","0","9992","0","NONE","EnemyD","NONE","2100","TrapA","1100","1400","AccelBoardA"
"EnemyA","0","AccelBoardA","500","NONE","3300","3000","0","NONE","EnemyC","3600","9993","0","NONE","JumpOverEnemyA","EnemyA","2500","EnemyA","1200","2000","AccelBoardA"
"AccelBoardA","0","AccelBoardA","300","NONE","3000","2500","0","NONE","AccelBoardA","0","9994","0","NONE","AccelBoardA","NONE","2000","AccelBoardA","1000","1500","WholeCake"
"JumpOverTrap","0","SpeedTerritoryA","500","NONE","3000","2600","0","NONE","JumpOverTrap","0","9995","0","NONE","EnemyB","NONE","1700","JumpOverEnemyA","900","1400","JumpOverEnemyA"
"AccelBoardA","0","AccelBoardA","400","NONE","0","0","0","NONE","NONE","0","9996","0","NONE","WarpGateA","NONE","2700","NONE","700","1900","JumpOverEnemyB"
"EnemyA","0","StoneFlyingItem","400","NONE","0","3600","0","NONE","StoneFlyingItem","0","9997","0","NONE","StoneFlyingItem","NONE","2700","NONE","700","1900","Onigiri"
