63860bde3495898b0d89f23cfcbb1d483526206d5adacdc586259a5238d2394f,860c25b3c8760ec30e5dd05cb8ec55b23be9fe544826fef14298b9f2c1bb4379,48f03536d2447a4ada9f66d8f2041058e01791752748d22d62f204c8b2fb6324,27a2ab4b821ba73188cae5573dd633c2b2f4e67393c87380d87c1bb80af71390,7c7010b1b2978cc30c3c3860b5868d5cb0a3831ae279d092747f352f0b6fc9fb,14ff2346d56a94c19a3d0b54877a598c774fab96e8e03dbf4d89714c0109b1a6
"1","-120","10060","0","0","610060501"
"1","-10","10060","0","0","610060502"
"1","30","10060","0","0","610060503"
"1","-80","10060","0","0","610060504"
"1","-200","10061","0","0","610061501"
"1","-80","10061","0","0","610061502"
"1","100","10061","0","0","610061503"
"1","10","10062","0","0","610062501"
"1","-120","10062","0","0","610062502"
"1","90","10062","0","0","610062503"
"1","-220","10062","0","0","610062601"
"1","100","10062","0","0","610062603"
"1","150","10062","0","0","610062604"
"1","-120","10065","0","0","610065501"
"1","-40","10065","0","0","610065502"
"1","10","10065","0","0","610065503"
"1","50","10065","0","0","610065504"
"2","-220","10066","0","0","610066501"
"2","60","10066","0","0","610066502"
"2","89","10066","0","0","610066503"
"1","-205","10067","0","0","610067501"
"1","122","10067","0","0","610067502"
"1","25","10067","0","0","610067503"
"1","295","10067","0","0","610067504"
"2","-180","10068","0","0","610068501"
"2","20","10068","0","0","610068502"
"2","150","10068","0","0","610068503"
"2","-170","10069","0","0","610069501"
"2","-80","10069","0","0","610069502"
"2","120","10069","0","0","610069503"
"2","350","10070","0","0","610070506"
"2","250","10070","0","0","610070507"
"1","250","10070","0","0","610070640"
"1","350","10070","0","0","610070641"
"1","700","10070","0","0","610070642"
"1","800","10070","0","0","610070643"
"1","20","10072","1","1","610072501"
"1","140","10072","2","1","610072502"
"1","300","10072","3","1","610072503"
"2","-180","10072","0","0","610072601"
"2","-145","10072","0","0","610072602"
"2","80","10072","0","0","610072603"
"1","-275","10073","0","0","610073404"
"1","-45","10073","0","0","610073405"
"1","115","10073","0","0","610073406"
"1","175","10073","0","0","610073407"
"1","250","10074","0","0","610074501"
"1","380","10074","0","0","610074502"
"1","-100","10074","0","0","610074503"
"1","480","10074","0","0","610074504"
"2","20","10074","1","1","610074601"
"2","140","10074","2","1","610074602"
"2","300","10074","3","1","610074603"
"2","-150","10075","0","0","610075601"
"2","-145","10075","0","0","610075602"
"2","-180","10076","0","0","610076601"
"2","-145","10076","0","0","610076602"
"2","150","10076","0","0","610076603"
"1","20","10077","1","1","610077404"
"1","140","10077","2","1","610077405"
"1","300","10077","3","1","610077406"
"1","20","10079","1","0","610079401"
"1","140","10079","2","0","610079402"
"1","300","10079","3","0","610079403"
"2","-220","10080","0","0","610080601"
"2","-110","10080","0","0","610080602"
"2","0","10080","0","0","610080603"
"2","-180","10081","0","0","610081501"
"2","20","10081","0","0","610081502"
"2","150","10081","0","0","610081503"
"1","20","10082","0","1","610082501"
"1","140","10082","0","1","610082502"
"1","300","10082","0","1","610082503"
"1","-120","10083","0","0","610083501"
"1","-10","10083","0","0","610083502"
"1","30","10083","0","0","610083503"
"1","-150","10084","0","0","610084601"
"1","250","10084","0","0","610084602"
"1","50","10084","0","0","610084603"
"1","450","10084","0","0","610084604"
"2","-15","10084","1","1","610084701"
"2","40","10084","2","1","610084702"
"2","-70","10084","3","1","610084703"
"2","40","10084","4","1","610084704"
"2","-15","10084","5","1","610084705"
"2","-70","10084","6","1","610084706"
"2","40","10084","7","1","610084707"
"2","-15","10084","8","1","610084708"
"2","-70","10084","9","1","610084709"
"2","-100","10084","10","1","610084710"
"1","-500","10085","0","0","610085501"
"1","-220","10085","0","0","610085502"
"1","-50","10085","0","0","610085503"
"1","-350","10085","0","0","610085504"
"1","20","10086","1","1","610086501"
"1","140","10086","2","1","610086502"
"1","300","10086","3","1","610086503"
"1","200","10086","0","0","610086601"
"1","-200","10086","0","0","610086602"
"2","40","10087","0","0","610087501"
"2","-15","10087","0","0","610087502"
"2","-90","10087","0","0","610087503"
"2","200","10087","0","0","610087504"
"1","20","10088","1","1","610088404"
"1","100","10088","2","1","610088405"
"1","150","10088","3","1","610088406"
"1","200","10088","4","1","610088407"
"1","250","10088","5","1","610088408"
"1","300","10088","6","1","610088409"
"1","-200","10089","0","0","610089501"
"1","-80","10089","0","0","610089502"
"1","100","10089","0","0","610089503"
"1","20","10092","1","1","610092404"
"1","140","10092","2","1","610092405"
"1","300","10092","3","1","610092406"
"2","-150","10092","0","0","610092501"
"2","250","10092","0","0","610092502"
"2","50","10092","0","0","610092503"
"2","450","10092","0","0","610092504"
"1","-170","10093","0","0","610093501"
"1","20","10093","0","0","610093502"
"1","49","10093","0","0","610093503"
"1","-150","10094","1","1","610094501"
"1","250","10094","2","1","610094502"
"1","50","10094","3","1","610094503"
"1","450","10094","4","1","610094504"
"2","-180","10095","0","0","610095501"
"2","20","10095","0","0","610095502"
"2","150","10095","0","0","610095503"
"2","-180","10096","0","0","610096501"
"2","80","10096","0","0","610096502"
"2","-145","10096","0","0","610096503"
"2","350","10097","0","0","610097506"
"2","250","10097","0","0","610097507"
"1","250","10097","0","0","610097640"
"1","350","10097","0","0","610097641"
"1","700","10097","0","0","610097642"
"1","800","10097","0","0","610097643"
"2","-180","10098","0","0","610098501"
"2","-25","10098","0","0","610098502"
"2","280","10098","0","0","610098503"
"2","-40","10098","0","0","610098601"
"2","80","10098","0","0","610098602"
"2","180","10098","0","0","610098603"
"2","280","10098","0","0","610098604"
"1","20","10099","1","1","610099501"
"1","140","10099","2","1","610099502"
"1","300","10099","3","1","610099503"
"2","-180","10099","0","0","610099601"
"2","-145","10099","0","0","610099602"
"2","80","10099","0","0","610099603"
"1","-150","10100","0","0","610100501"
"1","0","10100","0","0","610100502"
"1","300","10100","0","0","610100503"
"1","150","10100","0","0","610100504"
"1","250","10101","0","0","610101501"
"1","380","10101","0","0","610101502"
"1","-100","10101","0","0","610101503"
"1","480","10101","0","0","610101504"
"2","20","10101","1","1","610101601"
"2","140","10101","2","1","610101602"
"2","300","10101","3","1","610101603"
"2","-180","10102","0","0","610102501"
"2","50","10102","0","0","610102502"
"2","180","10102","0","0","610102503"
"2","-180","10103","0","0","610103601"
"2","-145","10103","0","0","610103602"
"2","150","10103","0","0","610103603"
"1","-110","10104","0","0","610104501"
"1","0","10104","0","0","610104502"
"1","-200","10104","0","0","610104503"
"2","150","10106","0","1","610106601"
"2","-50","10106","0","1","610106602"
"2","-300","10106","0","1","610106603"
"2","-220","10107","0","0","610107601"
"2","-110","10107","0","0","610107602"
"2","0","10107","0","0","610107603"
"1","20","10109","0","1","610109501"
"1","140","10109","0","1","610109502"
"1","300","10109","0","1","610109503"
"1","-200","10110","0","0","610110501"
"1","-100","10110","0","0","610110502"
"1","0","10110","0","0","610110503"
"1","100","10110","0","0","610110504"
"2","-120","10111","0","0","610111501"
"2","-40","10111","0","0","610111502"
"2","40","10111","0","0","610111503"
"1","-150","10112","0","0","610112601"
"1","250","10112","0","0","610112602"
"1","50","10112","0","0","610112603"
"1","450","10112","0","0","610112604"
"2","-15","10112","1","1","610112701"
"2","40","10112","2","1","610112702"
"2","-70","10112","3","1","610112703"
"2","40","10112","4","1","610112704"
"2","-15","10112","5","1","610112705"
"2","-70","10112","6","1","610112706"
"2","40","10112","7","1","610112707"
"2","-15","10112","8","1","610112708"
"2","-70","10112","9","1","610112709"
"2","-100","10112","10","1","610112710"
"1","-500","10113","0","0","610113501"
"1","-220","10113","0","0","610113502"
"1","-50","10113","0","0","610113503"
"1","-350","10113","0","0","610113504"
"1","-400","10114","0","1","610114501"
"1","-300","10114","0","1","610114502"
"1","-200","10114","0","1","610114503"
"1","-100","10114","0","1","610114504"
"1","20","10115","1","1","610115404"
"1","140","10115","2","1","610115405"
"1","300","10115","3","1","610115406"
"1","20","10117","0","1","610117501"
"1","140","10117","0","1","610117502"
"1","300","10117","0","1","610117503"
"1","20","10119","1","1","610119404"
"1","140","10119","2","1","610119405"
"1","300","10119","3","1","610119406"
"2","-150","10119","0","0","610119501"
"2","250","10119","0","0","610119502"
"2","50","10119","0","0","610119503"
"2","450","10119","0","0","610119504"
"2","-275","10120","0","0","610120501"
"2","-45","10120","0","0","610120502"
"2","115","10120","0","0","610120503"
"2","175","10120","0","0","610120504"
"1","-150","10121","1","1","610121501"
"1","250","10121","2","1","610121502"
"1","50","10121","3","1","610121503"
"1","450","10121","4","1","610121504"
"2","-220","10122","0","0","610122403"
"2","-110","10122","0","0","610122404"
"2","0","10122","0","0","610122405"
"2","-180","10123","0","0","610123501"
"2","80","10123","0","0","610123502"
"2","-145","10123","0","0","610123503"
"1","-220","10124","0","0","610124407"
"1","-110","10124","0","0","610124408"
"1","0","10124","0","0","610124409"
"2","-180","10125","0","0","610125501"
"2","-25","10125","0","0","610125502"
"2","280","10125","0","0","610125503"
"2","-40","10125","0","0","610125601"
"2","80","10125","0","0","610125602"
"2","180","10125","0","0","610125603"
"2","280","10125","0","0","610125604"
"2","-300","10126","0","0","610126404"
"2","-200","10126","0","0","610126405"
"2","20","10126","0","0","610126406"
"2","80","10126","0","0","610126407"
"1","-150","10127","0","0","610127501"
"1","250","10127","0","0","610127502"
"1","50","10127","0","0","610127503"
"1","450","10127","0","0","610127504"
"1","-220","10128","0","1","610128402"
"1","-110","10128","0","1","610128403"
"1","0","10128","0","1","610128404"
"2","-180","10129","0","0","610129501"
"2","-145","10129","0","0","610129502"
"2","80","10129","0","0","610129503"
"2","-180","10129","0","0","610129601"
"2","-145","10129","0","0","610129602"
"2","80","10129","0","0","610129603"
"2","-100","10130","0","0","610130502"
"2","100","10130","0","0","610130503"
"2","220","10130","0","0","610130504"
"1","-110","10131","0","0","610131501"
"1","0","10131","0","0","610131502"
"1","-200","10131","0","0","610131503"
"1","-220","10132","0","1","610132601"
"1","-140","10132","0","1","610132602"
"1","-60","10132","0","1","610132603"
"1","0","10132","0","1","610132604"
"1","-220","10132","0","1","610132701"
"1","-140","10132","0","1","610132702"
"1","-60","10132","0","1","610132703"
"1","0","10132","0","1","610132704"
"2","-180","10133","0","0","610133501"
"2","-145","10133","0","0","610133502"
"2","80","10133","0","0","610133503"
"2","150","10133","0","1","610133601"
"2","-50","10133","0","1","610133602"
"2","-300","10133","0","1","610133603"
"2","-220","10134","0","1","610134602"
"2","-140","10134","0","1","610134603"
"2","-60","10134","0","1","610134604"
"2","0","10134","0","1","610134605"
"2","-220","10134","0","1","610134702"
"2","-140","10134","0","1","610134703"
"2","-60","10134","0","1","610134704"
"2","0","10134","0","1","610134705"
"1","-180","10136","0","0","610136601"
"1","80","10136","0","0","610136602"
"1","-145","10136","0","0","610136603"
"2","0","10136","0","0","610136604"
"1","-180","10136","0","0","610136701"
"1","80","10136","0","0","610136702"
"1","-145","10136","0","0","610136703"
"2","0","10136","0","0","610136704"
"1","-200","10138","0","0","610138501"
"1","-100","10138","0","0","610138502"
"1","0","10138","0","0","610138503"
"1","100","10138","0","0","610138504"
"2","-120","10139","0","0","610139501"
"2","-40","10139","0","0","610139502"
"2","40","10139","0","0","610139503"
"1","-400","10141","0","1","610141501"
"1","-300","10141","0","1","610141502"
"1","-200","10141","0","1","610141503"
"1","-100","10141","0","1","610141504"
"2","-200","10142","0","0","610142601"
"2","-140","10142","0","0","610142602"
"2","-60","10142","0","0","610142603"
"2","0","10142","0","0","610142604"
"2","-200","10142","0","0","610142701"
"2","-140","10142","0","0","610142702"
"2","-60","10142","0","0","610142703"
"2","0","10142","0","0","610142704"
"2","-200","10144","0","0","610144601"
"2","-140","10144","0","0","610144602"
"2","-60","10144","0","0","610144603"
"2","0","10144","0","0","610144604"
"2","-200","10144","0","0","610144701"
"2","-140","10144","0","0","610144702"
"2","-60","10144","0","0","610144703"
"2","0","10144","0","0","610144704"
"1","-250","10146","0","0","610146601"
"1","-180","10146","0","0","610146602"
"1","100","10146","0","0","610146603"
"1","150","10146","0","0","610146604"
"1","-250","10146","0","0","610146701"
"1","-180","10146","0","0","610146702"
"1","100","10146","0","0","610146703"
"1","150","10146","0","0","610146704"
"2","-275","10147","0","0","610147501"
"2","-45","10147","0","0","610147502"
"2","115","10147","0","0","610147503"
"2","175","10147","0","0","610147504"
"1","-220","10148","0","0","610148601"
"1","-100","10148","0","0","610148602"
"1","0","10148","0","0","610148603"
"1","-220","10148","0","0","610148701"
"1","-100","10148","0","0","610148702"
"1","0","10148","0","0","610148703"
"2","-220","10149","0","0","610149403"
"2","-110","10149","0","0","610149404"
"2","0","10149","0","0","610149405"
"1","-220","10151","0","0","610151407"
"1","-110","10151","0","0","610151408"
"1","0","10151","0","0","610151409"
"1","-480","10152","0","1","610152601"
"1","-440","10152","0","1","610152602"
"1","-320","10152","0","1","610152603"
"1","-260","10152","0","1","610152604"
"1","-480","10152","0","1","610152701"
"1","-440","10152","0","1","610152702"
"1","-320","10152","0","1","610152703"
"1","-260","10152","0","1","610152704"
