f0d4fc76e76cbaa040eb27d9ffe2d89f88e83c97e993ac8631ed99c98574796e,98f867796a1bd048aa9576a5bff7498ed345e19d65b925440d92c8f358ba3156,e7e62f267e520037dee3e294b25ec892428f0df0022ae9360b1370e74da7b296,69e278448bf78945f9b83a98d6a1fd9e0aec9e8017b91ef9df706492be8679ae,886a64aa453851cdf0551cbd90d234eca87c397452efd3e5f4948ed658732b27,044221ab5d2827ea92e4b260db032e67a562763131218570eb73f512669e813e,bf4c5b907ddd94db0c39e43aca6a645e50b0e62fae69953a9046ffc3549e52df,f7adb720384df7cf9b2a0cb0448ab0555f269edd673c3cc8235f2eee2f352c78,88184edb0adb4906fde86bba9eee7205fd9891e75fa6925c9a38399139e01a3a,42fcae352a17e43862af58852e7ced0e8987267b1a82eeeeba908af659441ef3,af8eb21125d4c47ad25a1b3ab7ff29d6cf2aa7d0e65f14b35a12184884574307,e8b5c85dbe9e55807c92bb180aad547b2ee9adddb01e9aae44353045f302d936,50cf57a790b2da70a7bce025b1a6514d12ea60eb1c8fadcf1f936f33f4fb1479,323aaf7c3371bc23479e85c6a9443b4189b07e73a3d7ddf5db147591399db71f,2450f1178c3f4389010352e97d36c8d0e6276815216f46c1d79788fb9fd7c641,08c96d8a37b881e348fdb5eb7fb5106991604178b29678a634637232e17c3aa2,bc1e394e2dd6e9f39137ac31e03efc7b25545cc2de4bf5f82d34dae5c9941711,0d2c3e88ca182177aca6c0f4c30af2f0778518423310153ad2e9e25b7c5d6e65,f495fdfb301385050cab9e5fb9696f3aa3dd299d59d8acb6737c5e949d237d23,7513a9db526fbf964609a42ff7a76fdb043a0cd6fb7fcaee397ca79056606ff5,f634f37aa50dc7242d9a626d1f7ea601e7ae68d7dc147505e56e73b0d8a0e6eb,378bf3dc2ae0517f63dbd2798b8f92fdef244f4c8ca72a51c091e79db71d03cf
"-10","0","bgm_M64","200","3","1.1","65","100","1","1006","0.8","101161","0","-15","1","-10","3","1","-30","1","10060103","101191"
"0","0","bgm_M64","200","4","1.2","-110","0","1","1006","0.8","101161","0","0","1","190","4","1","-30","1","10060104","101191"
"-45","-10","bgm_M55","280","5","1.15","-70","270","1","1006","0.9","101162","-50","0","1","485","5","1","-30","1","10060105","101192"
"-30","10","bgm_M64","210","1","0.8","-120","250","1","1007","0.6","101161","0","0","0.7","-480","1","1","-30","1","10070101","101201"
"0","10","bgm_M64","240","2","1.2","-120","120","1","1007","0.9","101161","0","0","1","-260","2","1","-30","1","10070102","101201"
"-10","0","bgm_M64","200","3","1.1","65","100","1","1007","0.8","101161","0","-15","1","-10","3","1","-30","1","10070103","101201"
"0","0","bgm_M64","200","4","1.2","-110","100","1","1007","0.9","101161","0","0","1","190","4","1","-30","1","10070104","101201"
"-45","10","bgm_M55","250","5","1.45","-30","270","1","1007","1","101162","-50","-20","1","475","5","1","-30","1","10070105","101202"
"-30","10","bgm_M64","210","1","0.8","-120","250","1","1008","0.6","101161","0","0","0.7","-480","1","1","-30","1","10080101","101291"
"0","10","bgm_M64","240","2","1.2","-120","120","1","1008","0.9","101161","0","0","1","-260","2","1","-30","1","10080102","101291"
"-10","0","bgm_M64","200","3","1.1","65","100","1","1008","0.8","101161","0","-15","1","-40","3","1","-30","1","10080103","101291"
"0","0","bgm_M64","200","4","1.3","-110","100","1","1008","0.9","101161","0","0","1.3","150","4","1","-30","1","10080104","101291"
"30","30","bgm_M55","230","5","1.45","-15","45","1","1008","1.1","101162","15","-20","1.3","490","5","1","-30","1","10080105","101292"
"-30","10","bgm_M64","210","1","0.8","-120","250","1","1009","0.6","101161","0","0","0.7","-480","1","1","-30","1","10090101","101301"
"0","10","bgm_M64","200","2","1.2","-120","120","1","1009","0.75","101161","0","0","1","-260","2","1","-30","1","10090102","101301"
"-10","0","bgm_M64","200","3","2.3","100","100","1","1009","1.55","101161","0","-15","2.2","-50","3","1","-30","1","10090103","101301"
"0","0","bgm_M64","200","4","1.3","-100","100","1","1009","1","101161","15","0","1.3","180","4","1","-30","1","10090104","101301"
"-30","10","bgm_M55","270","5","1.2","-55","200","1","1009","1","101162","-15","-20","1.1","470","5","1","-30","1","10090105","101302"
"-30","10","bgm_M64","210","1","1","-130","170","1","1010","0.575","101161","-25","0","0.9","-450","1","1","-30","1","10100101","101441"
"0","10","bgm_M64","200","2","1.2","-120","120","1","1010","0.75","101161","0","0","1","-250","2","1","-30","1","10100102","101441"
"-10","0","bgm_M64","200","3","1.1","50","100","1","1010","0.8","101161","0","-15","1","-10","3","1","-30","1","10100103","101441"
"0","0","bgm_M64","200","4","1.3","-100","0","1","1010","0.9","101161","-30","0","1","180","4","1","-30","1","10100104","101441"
"-30","10","bgm_M55","270","5","1.2","-70","200","1","1010","0.95","101162","-35","-20","1.1","470","5","1","-30","1","10100105","101442"
"-30","10","bgm_M64","210","1","1","-130","170","1","1011","0.575","101451","-25","0","0.9","-450","1","1","-30","1","10110101","101451"
"0","10","bgm_M64","200","2","1.2","-120","120","1","1011","0.75","101451","0","0","1","-250","2","1","-30","1","10110102","101451"
"-10","0","bgm_M64","200","3","1.4","50","100","1","1011","0.9","101451","-30","-15","1","-20","3","1","-30","1","10110103","101451"
"0","0","bgm_M64","220","4","0.9","-100","100","1","1011","0.65","101451","20","0","0.8","200","4","1","-30","1","10110104","101451"
"-50","0","bgm_M55","290","5","1.55","-70","200","1","1011","1.25","101452","-35","0","1.4","510","5","1","-30","1","10110105","101452"
"-30","10","bgm_M64","210","1","1","-130","170","1","1012","0.575","101451","-25","0","0.9","-450","1","1","-30","1","10120101","101561"
"0","0","bgm_M64","240","2","1.2","-120","120","1","1012","0.9","101451","0","0","1","-240","2","1","-30","1","10120102","101561"
"-10","5","bgm_M64","200","3","0.9","60","100","1","1012","0.6","101451","0","-5","0.8","-30","3","1","-30","1","10120103","101561"
"0","0","bgm_M64","200","4","1.5","-100","100","1","1012","0.9","101451","-30","0","1.2","180","4","1","-30","1","10120104","101561"
"-50","0","bgm_M55","290","5","1.55","-70","400","1","1012","1.25","101452","-60","0","1.35","460","5","1","-30","1","10120105","101562"
"-30","10","bgm_M64","210","1","0.8","-120","250","1","1013","0.6","101001","0","0","0.7","-480","1","1","-30","1","10130101","101001"
"0","10","bgm_M64","200","2","1.2","-120","0","1","1013","0.75","101001","0","0","1","-260","2","1","-30","1","10130102","101001"
"-10","0","bgm_M64","200","3","1.1","0","100","1","1013","0.7","101001","0","-13","1","-40","3","1","-30","1","10130103","101001"
"0","0","bgm_M64","200","4","1.2","-50","0","1","1013","0.7","101001","0","0","1","240","4","1","-30","1","10130104","101001"
"0","0","bgm_M55","250","5","1.3","-40","200","1","1013","1.2","101011","0","0","1","480","5","1","-30","1","10130105","101011"
"-30","10","bgm_M64","210","1","1","-130","170","1","1014","0.575","101041","-25","0","0.9","-450","1","1","-30","1","10140101","101041"
"0","10","bgm_M64","200","2","1.2","-120","120","1","1014","0.75","101041","0","0","1","-250","2","1","-30","1","10140102","101041"
"-10","0","bgm_M64","200","3","2.3","100","100","1","1014","1.55","101041","0","-15","2.2","-50","3","1","-30","1","10140103","101041"
"0","0","bgm_M64","200","4","1","-70","0","1","1014","0.7","101041","0","0","1","190","4","1","-30","1","10140104","101041"
"0","0","bgm_M55","250","5","1.8","0","200","1","1014","1.4","101042","0","0","1.6","440","5","1","-30","1","10140105","101042"
"-30","10","bgm_M64","210","1","0.8","-125","250","1","1015","0.6","101161","0","0","0.7","-470","1","1","-30","1","10150101","101041"
"0","10","bgm_M64","200","2","1.2","-95","120","1","1015","0.75","101161","0","0","1","-210","2","1","-30","1","10150102","101041"
"-10","0","bgm_M64","200","3","1.4","-120","100","1","1015","0.9","101161","-30","-15","1","50","3","1","-30","1","10150103","101041"
"0","0","bgm_M64","200","4","1","35","150","1","1015","0.7","101162","43","0","1","195","4","1","-30","1","10150104","101041"
"0","0","bgm_M55","210","5","1.8","-55","150","1","1015","1.1","101161","-50","0","1.35","450","5","1","-30","1","10150105","101042"
"0","10","bgm_M64","210","1","0.8","-120","250","1","1016","0.6","101451","0","0","0.85","-480","1","1","-30","1","10160101","101161"
"0","10","bgm_M64","200","2","1.2","-100","0","1","1016","0.75","101451","0","0","1.1","-260","2","1","-30","1","10160102","101161"
"-10","0","bgm_M64","200","3","1.1","65","100","1","1016","0.8","101451","0","-15","1","-10","3","1","-30","1","10160103","101161"
"0","0","bgm_M64","200","4","1","-110","0","1","1016","0.8","101451","0","0","0.85","190","4","1","-30","1","10160104","101161"
"-45","-10","bgm_M55","280","5","1.15","-70","270","1","1016","0.9","101452","-50","0","1","485","5","1","-30","1","10160105","101162"
"-30","10","bgm_M64","210","1","0.8","-120","200","1","1017","0.6","101171","0","0","0.7","-480","1","1","-30","1","10170101","101171"
"0","10","bgm_M64","240","2","1","-120","200","1","1017","0.6","101171","0","0","0.7","-260","2","1","-30","1","10170102","101171"
"-10","0","bgm_M64","200","3","1.4","65","200","1","1017","0.9","101171","-30","-15","1","-10","3","1","-30","1","10170103","101171"
"0","0","bgm_M64","200","4","1.3","-110","200","1","1017","0.9","101171","-30","0","1","190","4","1","-30","1","10170104","101171"
"0","10","bgm_M55","250","5","1.45","-30","200","1","1017","1","101172","-50","-20","1","475","5","1","-30","1","10170105","101172"
"-30","10","bgm_M64","210","1","0.8","-120","100","1","1018","0.6","101171","0","0","0.7","-480","1","1","-30","1","10180101","101191"
"0","10","bgm_M64","200","2","1.2","-100","100","1","1018","0.8","101171","0","0","1","-260","2","1","-30","1","10180102","101191"
"-10","5","bgm_M64","200","3","0.9","65","100","1","1018","0.6","101171","0","-5","0.8","-10","3","1","-30","1","10180103","101191"
"0","0","bgm_M64","200","4","1.2","-110","100","1","1018","0.9","101171","0","-30","1","190","4","1","-30","1","10180104","101191"
"-45","-10","bgm_M55","280","5","1.3","-70","100","1","1018","1.1","101172","-50","0","1","485","5","1","-30","1","10180105","101192"
"0","10","bgm_M64","210","1","0.8","-120","100","1","1019","0.6","101161","0","0","0.85","-480","1","1","-30","1","10190101","101201"
"0","10","bgm_M64","240","2","1.2","-120","100","1","1019","0.75","101161","0","0","1.1","-260","2","1","-30","1","10190102","101201"
"-10","0","bgm_M64","200","3","1.1","65","100","1","1019","0.8","101161","0","-15","1","-10","3","1","-30","1","10190103","101201"
"0","0","bgm_M64","200","4","1","-110","100","1","1019","0.7","101161","43","0","1","190","4","1","-30","1","10190104","101201"
"-45","10","bgm_M55","250","5","1.45","-30","100","1","1019","1","101162","-50","-20","1","475","5","1","-30","1","10190105","101202"
"0","10","bgm_M64","210","1","0.8","-120","100","1","1020","0.6","101161","0","0","0.85","-480","1","1","-30","1","10200101","101291"
"0","10","bgm_M64","240","2","1.2","-120","100","1","1020","0.75","101161","0","0","1.1","-260","2","1","-30","1","10200102","101291"
"-10","0","bgm_M64","200","3","1.1","65","100","1","1020","0.8","101161","0","-15","1","-40","3","1","-30","1","10200103","101291"
"0","0","bgm_M64","200","4","1.5","-110","100","1","1020","0.8","101161","-30","0","1","150","4","1","-30","1","10200104","101291"
"30","30","bgm_M55","230","5","1.45","-15","100","1","1020","1.1","101162","15","-20","1","490","5","1","-30","1","10200105","101292"
"-30","10","bgm_M64","210","1","0.8","-120","100","1","1021","0.58","101161","0","0","0.7","-480","1","1","-30","1","10210101","101301"
"0","10","bgm_M64","200","2","1.2","-120","100","1","1021","0.9","101161","0","0","1","-260","2","1","-30","1","10210102","101301"
"-10","-10","bgm_M64","200","3","1.4","100","200","1","1021","0.93","101161","-30","0","1","-50","3","1","-30","1","10210103","101301"
"0","0","bgm_M64","200","4","1.3","-100","100","1","1021","0.9","101161","15","0","1.3","180","4","1","-30","1","10210104","101301"
"-30","10","bgm_M55","270","5","1.2","-55","100","1","1021","1","101162","-15","-20","1.1","470","5","1","-30","1","10210105","101302"
"0","10","bgm_M64","210","1","0.8","-130","100","1","1022","0.575","101161","0","0","0.85","-450","1","1","-30","1","10220101","101441"
"0","10","bgm_M64","200","2","1.2","-120","100","1","1022","0.75","101161","0","0","1.1","-250","2","1","-30","1","10220102","101441"
"-10","0","bgm_M64","200","3","1.2","50","100","1","1022","0.8","101161","0","-15","1.1","-10","3","1","-30","1","10220103","101441"
"0","0","bgm_M64","200","4","1.3","-100","100","1","1022","0.9","101161","15","0","1.3","180","4","1","-30","1","10220104","101441"
"-30","10","bgm_M55","230","5","1.2","-70","100","1","1022","0.95","101162","-35","-20","1.1","470","5","1","-30","1","10220105","101442"
"-30","10","bgm_M64","210","1","0.8","-130","100","1","1023","0.58","101451","0","0","0.7","-450","1","1","-30","1","10230101","101451"
"0","10","bgm_M64","200","2","1.2","-120","100","1","1023","0.9","101451","0","0","1","-250","2","1","-30","1","10230102","101451"
"-10","0","bgm_M64","200","3","1.4","50","100","1","1023","0.9","101451","-30","-15","1","-20","3","1","-30","1","10230103","101451"
"0","0","bgm_M64","200","4","1","-100","100","1","1023","0.8","101451","0","0","0.85","200","4","1","-30","1","10230104","101451"
"-50","0","bgm_M55","290","5","1.55","-70","100","1","1023","1.25","101452","-35","0","1.4","510","5","1","-30","1","10230105","101452"
"-30","10","bgm_M64","210","1","0.8","-130","100","1","1024","0.58","101451","0","0","0.7","-450","1","1","-30","1","10240101","101561"
"0","0","bgm_M64","240","2","1.2","-120","100","1","1024","0.75","101451","0","0","1.1","-240","2","1","-30","1","10240102","101561"
"-10","5","bgm_M64","200","3","1.1","60","100","1","1024","0.65","101451","0","-5","1","-30","3","1","-30","1","10240103","101561"
"0","0","bgm_M64","200","4","1.2","-100","100","1","1024","0.7","101451","0","0","1","180","4","1","-30","1","10240104","101561"
"-50","0","bgm_M55","290","5","1.55","-70","400","1","1024","1.25","101452","-60","0","1.35","460","5","1","-30","1","10240105","101562"
"-30","10","bgm_M64","210","1","0.8","-120","100","1","1025","0.58","101451","0","0","0.7","-480","1","1","-30","1","10250101","101001"
"0","10","bgm_M64","200","2","1.2","-120","100","1","1025","0.75","101451","0","0","1.1","-260","2","1","-30","1","10250102","101001"
"-10","0","bgm_M64","200","3","0.9","0","100","1","1025","0.6","101451","0","-13","0.8","-40","3","1","-30","1","10250103","101001"
"0","0","bgm_M64","200","4","1.5","-50","100","1","1025","0.8","101451","-30","0","1","240","4","1","-30","1","10250104","101001"
"0","0","bgm_M55","250","5","1.3","-40","100","1","1025","1.2","101452","0","0","1","480","5","1","-30","1","10250105","101011"
"-30","10","bgm_M64","210","1","1","-130","170","1","1026","0.575","101021","-25","0","0.9","-450","1","1","-30","1","10260101","101021"
"0","10","bgm_M64","200","2","1.2","-120","120","1","1026","0.75","101021","0","0","1","-250","2","1","-30","1","10260102","101021"
"-10","0","bgm_M64","200","3","2.3","100","100","1","1026","1.55","101021","0","-15","2.2","-50","3","1","-30","1","10260103","101021"
"0","0","bgm_M64","200","4","1","-70","150","1","1026","0.7","101021","43","0","1","190","4","1","-30","1","10260104","101021"
"0","0","bgm_M55","220","5","1.8","0","200","1","1026","1.4","101031","0","0","1.6","440","5","1","-30","1","10260105","101031"
"-30","10","bgm_M64","210","1","0.8","-125","250","1","1027","0.6","101161","0","0","0.7","-470","1","1","-30","1","10270101","101041"
"0","10","bgm_M64","200","2","1.2","-95","120","1","1027","0.75","101161","0","0","1","-210","2","1","-30","1","10270102","101041"
"-10","10","bgm_M64","200","3","1.2","-120","100","1","1027","0.75","101161","-10","-15","1","50","3","1","-30","1","10270103","101041"
"0","0","bgm_M64","200","4","1.1","35","100","1","1027","0.7","101162","20","0","1","195","4","1","-30","1","10270104","101041"
"0","0","bgm_M55","210","5","1.8","-55","150","1","1027","1.1","101161","-50","0","1.35","450","5","1.3","-30","1","10270105","101042"
"0","10","bgm_M64","210","1","0.8","-120","250","1","1028","0.6","101161","0","0","0.85","-480","1","1","-30","1","10280101","101161"
"0","10","bgm_M64","200","2","1.2","-100","0","1","1028","0.75","101161","0","0","1.1","-260","2","1","-30","1","10280102","101161"
"-10","5","bgm_M64","200","3","1.1","65","100","1","1028","0.65","101161","0","-5","1","-10","3","1","-30","1","10280103","101161"
"0","0","bgm_M64","200","4","1.35","-110","100","1","1028","0.9","101161","0","0","1.3","190","4","1","-30","1","10280104","101161"
"-45","-10","bgm_M55","280","5","1.15","-70","270","1","1028","0.9","101162","-50","-40","1","485","5","1.3","-30","1","10280105","101162"
"-30","10","bgm_M64","210","1","0.8","-120","200","1","1029","0.6","101171","0","0","0.7","-480","1","1","-30","1","10290101","101171"
"0","10","bgm_M64","240","2","1","-120","200","1","1029","0.6","101171","0","0","0.7","-260","2","1","-30","1","10290102","101171"
"-10","0","bgm_M64","200","3","1.4","65","200","1","1029","0.9","101171","-30","-15","1","-10","3","1","-30","1","10290103","101171"
"0","0","bgm_M64","200","4","1.3","-110","200","1","1029","0.9","101171","-30","0","1","190","4","1","-30","1","10290104","101171"
"0","10","bgm_M55","250","5","1.45","-30","200","1","1029","1","101172","-50","-20","1","475","5","1","-30","1","10290105","101172"
"-30","10","bgm_M64","210","1","0.8","-120","100","1","1030","0.6","101171","0","0","0.7","-480","1","1","-30","1","10300101","101191"
"0","10","bgm_M64","200","2","1.2","-100","100","1","1030","0.8","101171","0","0","1","-260","2","1","-30","1","10300102","101191"
"-10","5","bgm_M64","200","3","0.9","65","100","1","1030","0.6","101171","0","-5","0.8","-10","3","1","-30","1","10300103","101191"
"0","0","bgm_M64","200","4","1.2","-110","100","1","1030","0.9","101171","0","0","1","190","4","1","-30","1","10300104","101191"
"-45","-10","bgm_M55","280","5","1.3","-70","200","1.2","1030","1.1","101172","-50","0","1","485","5","1","-30","1","10300105","101192"
"0","10","bgm_M64","210","1","0.8","-120","100","1","1031","0.6","101161","0","0","0.85","-480","1","1","-30","1","10310101","101201"
"0","10","bgm_M64","240","2","1.2","-120","100","1","1031","0.75","101161","0","0","1.1","-260","2","1","-30","1","10310102","101201"
"-10","0","bgm_M64","200","3","1.1","65","100","1","1031","0.8","101161","0","-15","1","-10","3","1","-30","1","10310103","101201"
"0","0","bgm_M64","200","4","1","-110","100","1","1031","0.7","101161","43","0","1","190","4","1","-30","1","10310104","101201"
"-45","10","bgm_M55","250","5","1.45","-30","100","1","1031","1","101162","-50","-20","1","475","5","1","-30","1","10310105","101202"
"0","10","bgm_M64","210","1","0.8","-120","100","1","1032","0.6","101291","0","0","0.85","-480","1","1","-30","1","10320101","101291"
"0","10","bgm_M64","240","2","1.2","-120","100","1","1032","0.75","101291","0","0","1.1","-260","2","1","-30","1","10320102","101291"
"-10","0","bgm_M64","200","3","1.3","65","100","1","1032","0.9","101291","0","-15","1","-40","3","1","-30","1","10320103","101291"
"0","0","bgm_M64","200","4","1.3","-110","100","1","1032","0.8","101291","-30","0","1","150","4","1","-30","1","10320104","101291"
"30","30","bgm_M55","230","5","1.45","-15","100","1","1032","1.1","101292","15","-20","1","490","5","1","-30","1","10320105","101292"
"-30","10","bgm_M64","210","1","0.8","-120","100","1","1033","0.58","101301","0","0","0.7","-480","1","1","-30","1","10330101","101301"
"0","10","bgm_M64","200","2","1.2","-120","100","1","1033","0.9","101301","0","0","1","-260","2","1","-30","1","10330102","101301"
"-10","-10","bgm_M64","200","3","1.4","100","200","1","1033","0.93","101301","-30","0","1","-50","3","1","-30","1","10330103","101301"
"0","0","bgm_M64","200","4","1.3","-100","100","1","1033","0.9","101301","15","0","1","100","4","1","-30","1","10330104","101301"
"-30","10","bgm_M55","270","5","1.2","-55","100","1","1033","1","101302","-15","-20","1.1","470","5","1","-30","1","10330105","101302"
"0","10","bgm_M64","210","1","0.8","-130","100","1","1034","0.575","101161","0","0","0.85","-450","1","1","-30","1","10340101","101441"
"0","10","bgm_M64","200","2","1","-120","200","1","1034","0.75","101161","0","0","0.7","-250","2","1","-30","1","10340102","101441"
"-10","0","bgm_M64","200","3","1.2","50","100","1","1034","0.8","101161","0","-15","1.1","-10","3","1","-30","1","10340103","101441"
"0","0","bgm_M64","200","4","1","-100","150","1","1034","0.9","101161","43","0","1","180","4","1","-30","1","10340104","101441"
"-30","10","bgm_M55","230","5","1.2","-70","100","1","1034","0.95","101162","-35","-20","1.1","470","5","1","-30","1","10340105","101442"
"-30","10","bgm_M64","210","1","0.8","-130","100","1","1035","0.58","101451","0","0","0.7","-450","1","1","-30","1","10350101","101451"
"0","10","bgm_M64","200","2","1.2","-120","100","1","1035","0.9","101451","0","0","1","-250","2","1","-30","1","10350102","101451"
"-10","0","bgm_M64","200","3","1.4","50","100","1","1035","0.9","101451","-30","-15","1","-20","3","1","-30","1","10350103","101451"
"0","0","bgm_M64","200","4","1","-100","100","1","1035","0.8","101451","0","0","0.85","200","4","1","-30","1","10350104","101451"
"-50","0","bgm_M55","290","5","1.55","-70","100","1.2","1035","1.25","101452","-35","0","1.4","510","5","1","-30","1","10350105","101452"
"-30","10","bgm_M64","210","1","0.8","-130","100","1","1036","0.58","101451","0","0","0.7","-450","1","1","-30","1","10360101","101561"
"0","0","bgm_M64","240","2","1.2","-120","100","1","1036","0.75","101451","0","0","1.1","-240","2","1","-30","1","10360102","101561"
"-10","5","bgm_M64","200","3","1.1","60","100","1","1036","0.65","101451","0","-5","1","-30","3","1","-30","1","10360103","101561"
"0","0","bgm_M64","200","4","1.2","-100","100","1","1036","1.1","101451","0","0","1","180","4","1","-30","1","10360104","101561"
"-50","0","bgm_M55","290","5","1.55","-70","400","1.4","1036","1.25","101452","-60","0","1.35","460","5","1","-30","1","10360105","101562"
"-30","10","bgm_M64","210","1","0.8","-120","100","1","1037","0.58","101451","0","0","0.7","-480","1","1","-30","1","10370101","101001"
"0","10","bgm_M64","200","2","1.2","-120","100","1","1037","0.75","101451","0","0","1.1","-260","2","1","-30","1","10370102","101001"
"-60","0","bgm_M64","200","3","0.9","0","150","1.4","1037","0.6","101451","-50","-13","0.55","-40","3","1","-30","1","10370103","101001"
"0","0","bgm_M64","200","4","1.3","-50","100","1","1037","0.8","101451","-30","0","1","240","4","1","-30","1","10370104","101001"
"0","0","bgm_M55","250","5","1.3","-40","100","1.2","1037","1.2","101452","0","0","1","480","5","1","-30","1","10370105","101011"
"-30","10","bgm_M64","210","1","1","-110","170","1","1038","0.575","101021","-25","0","0.9","-450","1","1","-30","1","10380101","101021"
"0","10","bgm_M64","200","2","1.2","-120","120","1","1038","0.75","101021","0","0","1","-250","2","1","-30","1","10380102","101021"
"-10","0","bgm_M64","200","3","1.2","100","100","1","1038","0.8","101021","0","-15","1.1","-50","3","1","-30","1","10380103","101021"
