71c08a4afb198c5948ff359c1fd98cae32919f2730cdb9764d187a95bf525e1a,33adcff94c0d87555d715dd51c9e543988ce13cce54bbdb5e356b9f33ffadb7b,0ce3d28823cffe7f2a598cc2646f59e613f741198ce02d1e3aeb8c6f2653e9f1,4fcdb14f410b07ab64d0319fc11e5d044dbc747c41b31a7dac8fb5b927d117fe,3b42c705ef31a2651ef4cd8dd3ee57493512f935fabfc554ab6b593fb33b6969,ab0573ff752d451fc1a5c79e54a95ddbaec65de7de451c00a541e2c3198c579f,3578203ebae94f299628bbc99e5768e4c24665b4bf2b7279338f179b201bbb55,6964fa16efc4e910e16a27bbb8db3f1c9b9ce42be2eeb511e8f717f2edea6fcb,5e4b945b222d9967bda7d63b35fa3b7aaff722396360973ef428852019e5c0a2,2a100ea49ef10cd0911985edfd2f75727d77a0e1cdd869bad4fe8cd8f5ddc235,8cd82d26010399320062c51a363df95f735965b0486bae0f0a8740c471840920,6819b6918fbcb51ebd8ac9ecb33c38fc7aae595516744e62e4c90ce8b34b79e5,b094deced6e46602d27b3ab3998557fecf6065fce5a19b13f6b018b08ef844c7,1c9ba51549221ba616ebb2d71f1e46c4b4b67df417b9f0fe17ad95be6c1878ee,cdd752095729fe28bf4079db123c8c0e4b8fcda2cadb8510eba850baafebc9b8,b1f604ae0ebd2498aca3e673e3bbc00357fc3f0d1b8eb387d806b9ac7bec8f23,0eb1efb93f646ab14ac2b57125b1a355d5b3a06d301ba191610c8a2077f93de5,a32b1a104668938f4be38f1141987bdc589682cdfb2c522f05fcd213a09fc396,ff1fdd3dacae405aaa9a3392ad47a874e8936822862376cd2e43b44f82e2a9aa,e02f3620d5bb1485e56b8499a39b555de7b1eeb7cdf866f7c9efe9563b80c3dc,4ec6e00b4f36ecac317f185349cce54422c8fd33ca659f3617f6d0272fde4ad5,71b8602731485f3f9bc011bcc901c608dcf1344e8f013ef0470acf844bd17423,2e4195177d49dbe3837b54053d2f0cf347044384575bf060d71095507f0149b3,3db9467efb0cffaa0411afef8adbf942bc61a7922f70bca1139b33bab46037ea,a7c0393d09249957d36e82d1b8230822dac467ad7b47ec05a84050d2d1faa66e,ede6892870f06fd56c5ed8bcb066eb6a6643866656a908134ceedc9d9a5c2fae,e043668f5d35692179583872b042f02c00df80b40923e0b1d9dc23b2f8136e7f,9ae0c834d043ade9c0c7e8b5dca95e1b7be339d2a20e47ea0204a7f29eabed10,d6382ecb2c860e712e567c68c6f9356eeb115fdd59e11372ce5d7b3dd0d61241,2a50ff2307370b87df0317c9539a723bb1cb08e5156ba11d6ee480adf8838bdf,1db5523c0c14ee507ecc22db4b320c1213bf90538667ef367ff452bb9327476a,b1a85b5c05bb0d55973788d4bf45bc27d6eeda58440c983322a0d270c229eb00,dc4bd74f53f579a5b853a3e37d01f92da09163dbb9c9dc61260412e63b317c3e,ac4941380c41c1440c3a5128da7f618a2ee45af8dba5f9ae5eb9ac2929c11510
"650005021","450","20005","1.3","20005201","ボスバトル（HARD）","0.6","81000506","1","5005302","0","1","0","90","90","bgm_M124","1","380","90","0","0","81000506","660005002","0","-40","-100","2","bgm_M124","1","2000502","510052","0","0","0"
"650005031","450","20005","1.3","20005201","ボスバトル（VERYHARD）","0.6","81000506","1","5005308","0","1","0","90","90","bgm_M124","1","520","90","0","0","81000506","660005003","0","-40","58","3","bgm_M124","1","2000503","510052","0","0","0"
"650006011","770","20006","1.5","20006101","ボスバトル（NORMAL）","0.6","81000605","1","5006301","0","1","0","0","90","bgm_M131","1","888","120","0","0","81000605","660006001","0","-40","14","1","bgm_M131","0.8","2000601","510061","0","0","0"
"650006021","450","20006","1.5","20006201","ボスバトル（HARD）","0.6","81000606","1","5006302","0","1","0","0","90","bgm_M131","1","42","120","0","0","81000606","660006002","0","-40","14","2","bgm_M131","0.8","2000602","510062","0","0","0"
"650006031","450","20006","1.5","20006201","ボスバトル（VERY HARD）","0.6","81000606","1","5006308","0","1","0","0","90","bgm_M131","1","500","120","0","0","81000606","660006003","0","-40","-60","3","bgm_M131","0.8","2000603","510062","0","0","0"
"650007011","770","20007","1.3","20007103","ボスバトル（NORMAL）","0.6","81000705","1","5007301","0","1","0","-50","90","bgm_M138","1","482","140","0","0","81000705","660007001","0","-40","10","1","bgm_M138","1","2000701","510071","0","0","0"
"650007021","450","20007","1.3","20007201","ボスバトル（HARD）","0.6","81000706","1","5007302","0","1.3","0","-50","90","bgm_M138","1","-373","140","0","0","81000706","660007002","0","-40","-186","2","bgm_M138","1","2000702","510072","0","0","0"
"650007031","450","20007","1.3","20007201","ボスバトル（VERYHARD）","0.6","81000706","1","5007308","0","1.3","0","-50","90","bgm_M138","1","455","140","0","0","81000706","660007003","0","-40","-63","3","bgm_M138","1","2000703","510072","0","0","0"
"650008011","770","20008","1.5","20008101","ボスバトル（NORMAL）","0.6","81000805","1","5008301","0","1","0","-50","90","bgm_M165","1","1400","100","0","0","81000805","660008001","0","-40","-85","1","bgm_M165","1","2000801","510081","0","0","0"
"650008021","450","20008","1.5","20008201","ボスバトル（HARD）","0.6","81000806","1","5008302","0","1","0","-50","90","bgm_M165","1","-175","100","0","0","81000806","660008002","0","-40","-160","2","bgm_M165","0.8","2000802","510082","0","0","0"
"650008031","450","20008","1.5","20008201","ボスバトル（VERY HARD）","0.6","81000806","1","5008308","0","1","0","-50","90","bgm_M165","1","450","100","0","0","81000806","660008003","0","-40","-80","3","bgm_M165","0.8","2000803","510082","0","0","0"
"650009011","770","20009","1.5","20009101","ボスバトル（NORMAL）","0.8","81000905","1","5009301","0","1.1","0","-50","90","bgm_M172","1","885","250","0","0","81000905","660009001","0","-40","-56","1","bgm_M172","0.8","2000901","510091","0","0","0"
"650009021","450","20009","1.5","20009201","ボスバトル（HARD）","0.8","81000906","1","5009302","0","1.1","0","-50","90","bgm_M172","1","-404","250","0","0","81000906","660009002","0","-40","37","2","bgm_M172","0.8","2000902","510092","0","0","0"
"650009031","450","20009","1.5","20009201","ボスバトル（VERY HARD）","0.8","81000906","1","5009308","0","1.1","0","-50","90","bgm_M172","1","442","250","0","0","81000906","660009003","0","-40","-104","3","bgm_M172","0.8","2000903","510092","0","0","0"
"650010011","450","20010","1.5","20010101","ボスバトル（NORMAL）","0.6","81001005","1","5010301","0","1","0","-50","90","bgm_M183","1","450","200","0","0","81001005","660010001","0","770","770","1","bgm_M183","0.8","2001001","510101","0","0","0"
"650010021","-173","20010","1.5","20010201","ボスバトル（HARD）","0.6","81001006","1","5010302","0","1.4","0","-50","90","bgm_M183","1","-173","200","0","0","81001006","660010002","0","12","12","2","bgm_M183","0.8","2001002","510102","0","0","0"
"650010031","213","20010","1.5","20010201","ボスバトル（VERY HARD）","0.6","81001006","1","5010308","0","1.4","0","-50","90","bgm_M183","1","213","200","0","0","81001006","660010003","0","85","85","3","bgm_M183","0.8","2001003","510102","0","0","0"
"650011011","770","20011","1.4","20011102","ボスバトル（NORMAL）","0.8","81001105","1","5011301","0","1.1","0","0","90","bgm_M192","1","885","100","0","0","81001105","660011001","0","-40","-56","1","bgm_M192","0.8","2001101","510111","0","0","0"
"650011021","450","20011","1.4","20011201","ボスバトル（HARD）","0.8","81001106","1","5011302","0","1.1","0","0","90","bgm_M192","1","-67","100","0","0","81001106","660011002","0","-90","-1","2","bgm_M192","0.8","2001102","510112","0","0","0"
"650011031","375","20011","1.4","20011201","ボスバトル（VERYHARD）","0.8","81001106","1","5011308","0","1.1","0","0","90","bgm_M192","1","395","100","0","0","81001106","660011003","0","-55","-99","3","bgm_M192","0.8","2001103","510112","0","0","0"
"650012011","1130","20012","1.5","20012101","ボスバトル（NORMAL）","0.8","81001205","1","5012301","0","1.1","0","-50","90","bgm_M209","1","980","100","0","0","81001205","660012001","0","-60","-40","1","bgm_M209","0.8","2001201","510121","0","0","0"
"650012021","-32","20012","1.5","20012201","ボスバトル（HARD）","0.8","81001206","1","5012302","0","1.1","0","-50","90","bgm_M209","1","-32","100","0","0","81001206","660012002","0","-175","-175","2","bgm_M209","0.8","2001202","510122","0","0","0"
"650012031","510","20012","1.5","20012201","ボスバトル（VERY HARD）","0.8","81001206","1","5012308","0","1.1","0","-50","90","bgm_M209","1","500","100","0","0","81001206","660012003","0","-63","-80","3","bgm_M209_02","0.8","2001203","510122","0","0","0"
"650013011","450","20013","1","20013102","ボスバトル（NORMAL）","0.2","81001305","1","5013301","205","1.1","0","84","90","bgm_M218","1","313","120","0","0","81001305","660013001","0","-40","29","1","bgm_M218","1","2001301","0","-48","0","1"
"650013021","450","20013","1","20013201","ボスバトル（HARD）","-0.18","81001306","1","5013302","73","1.1","0","84","90","bgm_M218","1","-384","120","0","0","81001306","660013002","0","-40","41","2","bgm_M218","1","2001302","0","-41","0","1"
"650013031","450","20013","1","20013201","ボスバトル（VERYHARD）","0.2","81001306","1","5013308","178","1.1","0","84","90","bgm_M218","1","220","120","0","0","81001306","660013003","0","-40","52","3","bgm_M218","1","2001303","0","-40","0","1"
"650014011","963","20014","1.3","20014101","ボスバトル（NORMAL）","0.7","81001505","1","5015301","0","1","0","-50","90","bgm_M226","1","963","100","0","0","81001505","660014001","0","-95","-65","1","bgm_M226","0.7","2001401","510141","0","0","0"
"650014021","121","20014","1.3","20014201","ボスバトル（HARD）","0.7","81001506","1","5015302","0","1","0","-50","90","bgm_M226","1","121","100","0","0","81001506","660014002","0","-4","-4","2","bgm_M226","0.7","2001402","510142","0","0","0"
"650014031","500","20014","1.3","20014201","ボスバトル（VERYHARD）","0.7","81001506","1","5015308","0","1","0","-50","90","bgm_M226","1","500","100","0","0","81001506","660014003","0","23","23","3","bgm_M226_02","0.7","2001403","510142","0","0","0"
"650015011","800","20015","1.25","20015101","ボスバトル（NORMAL）","0.6","81001905","1","5019301","0","1","0","-50","90","bgm_M240","1","900","370","0","0","81001905","660015001","0","-85","-35","1","bgm_M240_02","1","2001501","510181","0","0","0"
"650015021","145","20015","1.25","20015201","ボスバトル（HARD）","0.6","81001906","1","5019302","0","1","0","-50","90","bgm_M240","1","205","370","0","0","81001906","660015002","0","-10","40","2","bgm_M240_02","1","2001502","510182","0","0","0"
"650015031","480","20015","1.25","20015201","ボスバトル（VERY HARD）","0.6","81001906","1","5019308","0","1","0","-50","90","bgm_M240","1","515","370","0","0","81001906","660015003","0","-70","-70","3","bgm_M240_02","1","2001503","510182","0","0","0"
"650016011","1019","20016","1","20016101","ボスバトル（NORMAL）","0.6","81002101","1","5021301","0","1","0","0","90","bgm_M248","1","1072","300","0","0","81002101","660016001","0","-116","-71","1","bgm_M248","1","2001601","510211","0","0","0"
"650016021","180","20016","1","20016201","ボスバトル（HARD）","0.6","81002102","1","5021302","0","1","0","0","90","bgm_M248","1","233","300","0","0","81002102","660016002","0","20","65","2","bgm_M248","1","2001602","510212","0","0","0"
"650016031","450","20016","1","20016201","ボスバトル（VERY HARD）","0.6","81002102","1","5021308","0","1","0","0","90","bgm_M248","1","515","300","0","0","81002102","660016003","0","-40","-65","3","bgm_M248_02","1","2001603","510212","0","0","0"
"650017011","730","20017","1.25","20017101","ボスバトル（NORMAL）","0.6","81002301","1","5023301","0","1","0","-50","90","bgm_M257","1","780","170","0","0","81002301","660017001","0","-50","0","1","bgm_M257","1","2001701","510231","0","0","0"
"650017021","160","20017","1.25","20017201","ボスバトル（HARD）","0.6","81002302","1","5023302","0","1","0","-50","90","bgm_M257","1","210","170","0","0","81002302","660017002","0","20","70","2","bgm_M257","0.8","2001702","510232","0","0","0"
"650017031","460","20017","1.25","20017201","ボスバトル（VERY HARD）","0.6","81002302","1","5023308","0","1","0","-50","90","bgm_M257","1","510","170","0","0","81002302","660017003","0","-85","-35","3","bgm_M257","0.8","2001703","510232","0","0","0"
"650018011","800","20018","1.25","20018102","ボスバトル（NORMAL）","0.6","81002501","1","5025301","0","1","0","-50","90","bgm_M268","1","458","240","0","0","81002501","660018001","0","-85","0","1","bgm_M268","1","2001801","510251","0","0","0"
"650018021","145","20018","1.25","20018201","ボスバトル（HARD）","0.6","81002502","1","5025302","0","1","0","-50","90","bgm_M268","1","0","240","0","0","81002502","660018002","0","-10","8","2","bgm_M268","1","2001802","510252","0","0","0"
"650018031","480","20018","1.25","20018201","ボスバトル（VERY HARD）","0.6","81002502","1","5025308","0","1","0","-50","90","bgm_M268","1","490","240","0","0","81002502","660018003","0","-70","-80","3","bgm_M268","1","2001803","510252","0","0","0"
"650019011","800","20019","1.25","20019101","ボスバトル（NORMAL）","0.6","81002701","1","5027301","0","1","0","-50","90","bgm_M276","1","827","170","0","0","81002701","660019001","0","-85","0","1","bgm_M276","1","2001901","510271","0","0","0"
"650019021","145","20019","1.25","20019201","ボスバトル（HARD）","0.6","81002702","1","5027302","0","1","0","-50","90","bgm_M276","1","-43","170","0","0","81002702","660019002","0","-10","10","2","bgm_M276","1","2001902","510272","0","0","0"
"650019031","480","20019","1.25","20019201","ボスバトル（VERY HARD）","0.6","81002702","1","5027308","0","1","0","-50","90","bgm_M276","1","450","170","0","0","81002702","660019003","0","-70","-15","3","bgm_M276","1","2001903","510272","0","0","0"
"650020011","820","20020","1.7","20020102","ボスバトル（NORMAL）","0.8","81002901","1","5029301","0","1","0","0","90","bgm_M284","1","458","170","0","0","81002901","660020001","0","-57","0","1","bgm_M284","0.6","2002001","510331","0","0","0"
"650020021","150","20020","1.7","20020201","ボスバトル（HARD）","0.8","81002902","1","5029302","0","1","0","0","90","bgm_M284","1","-38","170","0","0","81002902","660020002","0","19","39","2","bgm_M284","0.6","2002002","510332","0","0","0"
"650020031","480","20020","1.7","20020201","ボスバトル（VERY HARD）","0.8","81002902","1","5029308","0","1","0","0","90","bgm_M284","1","474","170","0","0","81002902","660020003","0","-70","-40","3","bgm_M284","0.6","2002003","510333","0","0","0"
"650021011","800","20021","1.25","20021102","ボスバトル（NORMAL）","0.6","81003101","1","5031301","0","1","0","-50","90","bgm_M297","1","550","170","0","0","81003101","660021001","0","-85","-50","1","bgm_M297","1","2002101","510311","0","0","0"
"650021021","145","20021","1.25","20021201","ボスバトル（HARD）","0.6","81003102","1","5031302","0","1","0","-50","90","bgm_M297","1","-17","170","0","0","81003102","660021002","0","-10","10","2","bgm_M297","1","2002102","510312","0","0","0"
"650021031","480","20021","1.25","20021201","ボスバトル（VERY HARD）","0.6","81003102","1","5031308","0","1","0","-50","90","bgm_M297","1","516","170","0","0","81003102","660021003","0","-70","-70","3","bgm_M297","1","2002103","510312","0","0","0"
"650022011","822","20022","1.25","20022101","ボスバトル（NORMAL）","0.8","81000605","1","5033301","0","1.1","0","-50","90","bgm_M319","1","825","100","0","0","81000605","660022001","0","-75","-85","1","bgm_M319","0.8","2002201","510331","0","0","0"
"650022021","-30","20022","1.25","20022201","ボスバトル（HARD）","0.8","81003301","1","5033302","0","1.1","0","-50","90","bgm_M319","1","-27","100","0","0","81003304","660022002","0","-190","-200","2","bgm_M319","0.8","2002202","510332","0","0","0"
"650022031","482","20022","1.25","20022201","ボスバトル（VERY HARD）","0.8","81003301","1","5033308","0","1.1","0","-50","90","bgm_M319","1","485","100","0","0","81003304","660022003","0","-60","-70","3","bgm_M319","0.8","2002203","510333","0","0","0"
"650023011","613","20023","1.8","20023101","ボスバトル（NORMAL）","0.8","81003801","1","5038301","0","0.8","0","-50","90","bgm_M346","1","663","325","0","0","81003801","660023001","0","-93","-43","1","bgm_M346","0.65","2002301","510331","0","0","0"
"650023021","-62","20023","1.8","20023201","ボスバトル（HARD）","0.8","81003802","1","5038302","0","0.8","0","-50","90","bgm_M346","1","-12","325","0","0","81003803","660023002","0","-21","29","2","bgm_M346","0.65","2002302","510332","0","0","0"
"650023031","467","20023","1.8","20023201","ボスバトル（VERY HARD）","0.8","81003802","1","5038308","0","0.8","0","-50","90","bgm_M346","1","517","325","0","0","81003803","660023003","0","-117","-67","3","bgm_M346","0.65","2002303","510333","0","0","0"
"650024011","406","20024","1.7","20024103","ボスバトル（NORMAL）","0.8","81004001","1","5040301","0","0.8","0","-35","90","bgm_M354","1","456","100","0","0","81004001","660024001","0","-85","-35","1","bgm_M354","0.65","2002401","510331","0","0","0"
"650024021","49","20024","1.7","20024201","ボスバトル（HARD）","0.8","81004002","1","5040302","0","0.8","0","-35","90","bgm_M354","1","99","100","0","0","81004002","660024002","0","-41","9","2","bgm_M354","0.65","2002402","510332","0","0","0"
"650024031","431","20024","1.7","20024201","ボスバトル（VERY HARD）","0.8","81004002","1","5040308","0","0.8","0","-35","90","bgm_M354","1","481","100","0","0","81004002","660024003","0","-109","-59","3","bgm_M354","0.65","2002403","510333","0","0","0"
"650025011","770","20025","1.8","20025101","ボスバトル（NORMAL）","0.8","81004201","1","5042301","0","0.8","0","-50","90","bgm_M378","1","1345","140","0","0","81004201","660025001","0","-40","33","1","bgm_M378","0.65","2002501","510331","0","0","0"
"650025021","450","20025","1.8","20025201","ボスバトル（HARD）","0.8","81004202","1","5042302","0","0.8","0","-50","90","bgm_M378","1","160","140","0","0","81004202","660025002","0","-40","-155","2","bgm_M378","0.65","2002502","510332","0","0","0"
"650025031","450","20025","1.8","20025201","ボスバトル（VERY HARD）","0.8","81004202","1","5042308","0","0.8","0","-50","90","bgm_M378","1","577","140","0","0","81004202","660025003","0","-40","44","3","bgm_M378","0.65","2002503","510333","0","0","0"
"650026011","770","20026","1.8","20026102","ボスバトル（NORMAL）","0.8","81004401","1","5044301","0","0.8","0","-54","90","bgm_M384","1","482","140","0","0","81004401","660026001","0","-85","-35","1","bgm_M384","0.65","2002601","510331","0","0","0"
"650026021","720","20026","1.8","20026201","ボスバトル（HARD）","0.8","81004402","1","5044302","0","0.8","0","-54","90","bgm_M384","1","-37","140","0","0","81004402","660026002","0","110","-22","2","bgm_M384","0.65","2002602","510332","0","0","0"
"650026031","490","20026","1.8","20026201","ボスバトル（VERY HARD）","0.8","81004402","1","5044308","0","0.8","0","-54","90","bgm_M384","1","514","140","0","0","81004402","660026003","0","-40","-51","3","bgm_M384","0.65","2002603","510333","0","0","0"
"650027011","833","20027","1.7","20027101","ボスバトル（NORMAL）","0.8","81004601","1","5046301","0","0.8","0","-35","90","bgm_M397","1","883","320","0","0","81004601","660027001","0","6","80","1","bgm_M397","0.65","2002701","510331","0","0","0"
"650027021","124","20027","1.7","20027201","ボスバトル（HARD）","0.8","81004602","1","5046302","0","0.8","0","-35","90","bgm_M397","1","174","320","0","0","81004602","660027002","0","29","79","2","bgm_M397","0.65","2002702","510332","0","0","0"
"650027031","436","20027","1.7","20027201","ボスバトル（VERY HARD）","0.8","81004602","1","5046308","0","0.8","0","-35","90","bgm_M397","1","486","320","0","0","81004602","660027003","0","43","-7","3","bgm_M397","0.65","2002703","510333","0","0","0"
"650028011","798","20028","1.25","20028101","ボスバトル（NORMAL）","0.7","81000605","1","5048301","0","0.7","0","-35","90","bgm_M406","1","828","100","0","0","81000605","660028001","0","-176","-73","1","bgm_M406","0.75","2002801","510331","0","0","0"
"650028021","-63","20028","1.25","20028201","ボスバトル（HARD）","0.7","81000606","1","5048302","0","0.7","0","-35","90","bgm_M406","1","-13","100","0","0","81000606","660028002","0","-260","-210","2","bgm_M406","0.75","2002802","510332","0","0","0"
"650028031","432","20028","1.25","20028201","ボスバトル（VERY HARD）","0.7","81000606","1","5048308","0","0.7","0","-35","90","bgm_M406","1","482","100","0","0","81000606","660028003","0","-115","-65","3","bgm_M406","0.75","2002803","510333","0","0","0"
"650029011","770","20029","1.7","20029101","ボスバトル（NORMAL）","0.8","81005001","1","5050301","0","0.8","0","-35","90","bgm_M416","1.3","1029","100","0","0","81005001","660029001","0","-85","-25","1","bgm_M416","0.65","2002901","510331","0","0","0"
"650029021","720","20029","1.7","20029201","ボスバトル（HARD）","0.8","81005002","1","5050302","0","0.8","0","-35","90","bgm_M416","1.3","-88","100","0","0","81005002","660029002","0","110","-190","2","bgm_M416","0.65","2002902","510332","0","0","0"
"650029031","490","20029","1.7","20029201","ボスバトル（VERY HARD）","0.8","81005002","1","5050308","0","0.8","0","-35","90","bgm_M416","1.3","465","100","0","0","81005002","660029003","0","-40","-65","3","bgm_M416","0.65","2002903","510333","0","0","0"
"650030011","770","20030","1.7","20030101","ボスバトル（NORMAL）","0.8","81000605","1","5052301","0","0.8","0","-75","90","bgm_M424","1","842","260","0","0","81000605","660030001","0","-85","-54","1","bgm_M424","0.65","2003001","510331","0","0","0"
"650030021","720","20030","1.7","20030201","ボスバトル（HARD）","0.8","81003301","1","5052302","0","0.8","0","-75","90","bgm_M424","1","-15","260","0","0","81003304","660030002","0","110","32","2","bgm_M424","0.65","2003002","510332","0","0","0"
"650030031","490","20030","1.7","20030201","ボスバトル（VERY HARD）","0.8","81003301","1","5052308","0","0.8","0","-75","90","bgm_M424","1","514","260","0","0","81003304","660030003","0","-40","-25","3","bgm_M424","0.65","2003003","510333","0","0","0"
"650031011","698","20031","1.7","20031101","ボスバトル（NORMAL）","0.8","81000905","1","5054301","0","0.8","0","-75","90","bgm_M429","1","732","380","0","0","81000905","660031001","0","0","-25","1","bgm_M429","0.65","2003101","510331","0","0","0"
"650031021","720","20031","1.7","20031201","ボスバトル（HARD）","0.8","81000906","1","5054302","0","0.8","0","-75","90","bgm_M429","1","-42","380","0","0","81000906","660031002","0","110","-10","2","bgm_M429","0.65","2003102","510332","0","0","0"
"650031031","490","20031","1.7","20031201","ボスバトル（VERY HARD）","0.8","81000906","1","5054308","0","0.8","0","-75","90","bgm_M429","1","437","380","0","0","81000906","660031003","0","-40","-63","3","bgm_M429","0.65","2003103","510333","0","0","0"
"650032011","800","20032","2","20032101","ボスバトル（NORMAL）","0.8","81005601","1","5056301","0","0.75","0","-20","90","bgm_M438","1","883","150","0","0","81005601","660032001","0","-85","-30","1","bgm_M438","0.65","2003201","510331","0","0","0"
"650032021","145","20032","2","20032201","ボスバトル（HARD）","0.8","81005602","1","5056302","0","0.75","0","-20","90","bgm_M438","1","-28","150","0","0","81005602","660032002","0","-10","-21","2","bgm_M438","0.65","2003202","510332","0","0","0"
