60398ddfe081503289631d1bf85164587553480e5d221493655bf93fe6ba645f,55e70181ad7159fdab4e24856c9b747502d58fdc4e4cc64524b22fb7a1aa22e3,38232df3f7fd95c6305b7d007d9dce1780f6afb2a6d8a236f43a5d368c9683f1,3895d331b4e081545b4b3a2475ee028eb353e803c215fd2acd50fcd66b7c3ea7,2f057673ce3febe9e0de23f116279ad50158f4f2cbc9e633da971cebfc55f49e,42fd036b9df28205b78703b6cae39e387343281bbd4861865ef9ed8d02a231ee,dcc358207f9f44ef53ded661a9a856468adb48e43c46291a92aeabeea663d552,60af063725ae196fb44f3ffd1a16cde03957f0b27dbb0acc1f8b31078a57fd1e,e22303df1b532ba58ab79e34388a658dde28e532ce4d3d6c8af6e9f1ae46ebf2,907d869bdb6bf69467d98eeff114245615b94529d546fe98b02bcc76fda42252,fa179dd99843473c4704757fa6a5cef754d96144152c4bb1e73c7967a957f5fe,0a161bc1b5fac1189c146d543bee11e8c0ddddc8196cdb9ed237f391c0e3f85c,ba339da5f0845f83d5fbe8ee89df3f865a7064de29c20a58fde95b56bce30158,8c65854f34665d796f472c17c07849186ab84976fe192f0431277fa07afe8295,807c0281b1c4c9ba36893bfedc9bf9c6e39d8ddec670cc4f6ae4b5107d1e677f,8a43be5111401c73f62c1b6b211e546a79ad7f23b8948db3e464701d130147e7,d31c73e185a71f71550f0c989713521213bef6eaebb360b2c65e862a698da7ad,45a8ac25525d7addcc9c99600524a1e630ebee2c6a05853e089f8b6ad9d7facd,0a0eb4ef51e96ad9e31e3bda33dcf7f51491785153036de33686839ee816612a,a70c9d99b650fb2ad0a225a25c8436c9b617936f85a992581ad1e6acbde47fa4,52037f9c95b69e8b84ff775df10538f1c51de9d0a205df7b57c42b65672ac9a2,a5a224e61464aa4e25bf29753fb17636290625a1891c9515b5fafeb0154e1b61,c3e3a79d2d4bc60f0630415b6f7c4413e25c0b57a10608594f3477d933b41ee9,ecc86125dc319c00446dd04c76b5cbaaebd29d835220cc3a1c6f92b3879cc880,79b6886809b6e0f1efb8309d65c57fcf0a078d800b2dcee2d407cc8f20b7c9ea,212ce2b5cf1067d5f8b0f89668ef4255dbd5df5bdc068d75c982d6d167d11dae,b503da34f71cff2cdc4ae6f4c95e389d053f3629426ffb676d514882d9e01951,bd8931e9132f440a3533d54f3611e480f259cae5cfdcd4d776eb2ed175fc247c,3b2ab4d37063cb3f9e11d065413fbe906b9e3d88eabd187201235a2caa19f997,77adf7bb1c9b432f837032cbc3206a6ffd03bb3302248769d7e4b0ef52686fd0,fadbff904699caf4c1e7a77d9a3297056e5019e4ee7fb2a0a9ad4d5c5059e0ee,ab51b440066884467200de23348ab473c66910560a0bfb289b19090314689e26,423dfdd89d0a82aa1ef45b3f99b8b874f2ef8505ec0949a0c87d99f32c81cdcd,dc9f53341db5ea2701fe43ba4fe81f41687ecfa4d1f76ef3fae33ee34f888ac1,aa5db613653909f2ec880ef7920c6d7f55641d1283ed830ae11d78b1d5734812,036f9085dcfa3392225908002d0f528040cc16a014c09c85b5db1d2abb6d0265,a2a42fb6736572656a22340815c84ba581c9a659cbe7442a750767c8ee9642d4,489dca6730535afc74622642cf93e4734af709486bbe8b500e1d3581606eaf0f,8d68243fb4da3191a5749422d15521ff01acb839ba59386f24174ae65a803ffa,38c8a09ab1f8f0035b5b34fa742fd0ce3ef7adc2d391d17c2036018f8f117666,a4655504611eb537b6cb0c9d114637a13c13b8255a742bf4722848fe31236a2b,ccda6426c324e5061f1e52305249de54141a7394d9c9993e1f5d254d710f1b82,17c772478c813d0e4a138d4431b190153f16caa282f180501ff3216de128bf88,460f538ef0acb0955b0f40586e91cf73484007d34dfa695c7b6761be827a4a60
"604","3010","0","0","0","0","0","301","1","0","17600","3010","0","903","0","0","0","0","0","0","0","0","3010","0","8354042","0","3010","0","258300","0","0","0","0","0","0","42","0","810100305","906","200000001","ホオズキムシ","0","3010","3010"
"1515","3020","0","0","0","0","0","302","1","0","9724","3020","0","0","0","0","0","0","0","0","0","0","3020","0","10244800","0","3020","0","251100","0","0","0","0","0","0","42","0","810100401","2273","200000001","タートルタイラント","0","3020","3020"
"303","3020","0","0","0","0","0","302","1","0","11670","3020","0","0","0","0","200","0","0","0","0","0","3020","0","13243084","0","3020","0","250300","0","0","0","0","0","0","42","0","810100402","1364","200000001","ゴブリンリトル","0","3020","3020"
"606","3020","0","0","0","0","0","302","1","0","0","3020","0","0","0","0","0","0","0","0","6528","0","3020","0","12323722","0","3020","0","250600","0","0","0","0","0","0","42","0","810100403","909","200000001","ワッパダヌキ","0","3020","3020"
"772","302","0","0","5","0","0","302","32","0","52112","302","0","20","0","0","24","0","0","0","0","0","302","0","6746755","15","302","0","610901","0","0","0","2391","0","0","62","1","810100404","580","200000001","チエルのシャドウ","40","302","302"
"2744","302","0","0","5","0","0","302","32","0","28169","302","0","114","0","0","28","0","0","0","0","0","302","0","7957592","4","302","0","611602","0","0","0","652","0","0","42","1","810100405","1882","200000001","ノゾミ（クリスマス）のシャドウ","20","302","302"
"2424","3020","0","0","0","0","0","302","1","0","9951","3020","0","0","0","0","0","0","0","0","0","0","3020","0","12217327","0","3020","0","250700","0","0","0","0","0","0","42","0","810100501","909","200000001","ゴーレム","0","3020","3020"
"909","3020","0","0","0","0","0","302","1","0","0","3020","0","0","0","0","0","0","0","0","35424","0","3020","0","11048088","0","3020","0","252700","0","0","0","0","0","0","42","0","810100502","1364","200000001","フレアゼラチナ","0","3020","3020"
"499","302","1208","0","5","0","0","302","32","0","53888","302","0","36","0","0","10","0","0","0","0","0","302","0","8027121","0","302","0","614301","0","0","0","2110","0","0","71","1","810100503","432","200000001","トモ（マジカル）のシャドウ","30","302","302"
"559","302","1023","0","5","0","0","302","32","0","0","302","0","146","0","0","0","0","0","0","51298","0","302","0","8146777","29","302","0","613301","0","0","0","0","0","0","42","1","810100504","841","200000001","ナナカ（サマー）のシャドウ","20","302","302"
"303","3020","0","0","0","0","0","302","1","0","0","3020","0","906","0","0","0","0","0","0","25403","0","3020","0","13418414","0","3020","0","258400","0","0","0","0","0","0","42","0","810100505","455","200000001","スズランムシ","0","3020","3020"
"2493","302","0","0","6","0","0","302","32","0","27753","302","0","140","0","0","21","0","0","0","0","0","302","0","11033748","5","302","0","605802","0","0","0","493","0","0","42","1","810100601","2313","200000001","ペコリーヌのシャドウ","26","302","302"
"1212","3020","0","0","0","0","0","302","1","0","12951","3020","0","0","0","0","0","0","0","0","0","0","3020","0","12297640","0","3020","0","253200","0","0","0","0","0","0","42","0","810100602","1818","200000001","サンドボア","0","3020","3020"
"856","302","0","0","6","0","0","302","32","0","62481","302","0","20","0","0","20","0","0","0","0","0","302","0","9189303","15","302","0","600101","0","0","0","2194","0","0","62","1","810100603","727","200000001","ヒヨリのシャドウ","49","302","302"
"1451","302","522","0","6","0","0","302","32","0","0","302","0","2740","0","0","3","0","0","0","48319","0","302","0","9140499","21","302","0","604201","0","0","0","0","0","0","42","1","810100604","1743","200000001","チカのシャドウ","19","302","302"
"909","3020","0","0","0","0","0","302","1","0","1957","3020","0","906","0","0","0","0","0","0","0","0","3020","0","11258510","0","3020","0","257600","0","0","0","0","0","0","42","0","810100605","1364","200000001","バルーンバード","0","3020","3020"
"2432","3030","0","0","0","0","0","303","1","0","9953","3030","0","0","0","0","0","0","0","0","0","0","3030","0","12976749","0","3030","0","250700","0","0","0","0","0","0","42","0","810100701","912","200000001","ゴーレム","0","3030","3030"
"608","3030","0","0","0","0","0","303","1","0","0","3030","0","0","0","0","0","0","0","0","6526","0","3030","0","14306969","0","3030","0","250600","0","0","0","0","0","0","42","0","810100702","912","200000001","ワッパダヌキ","0","3030","3030"
"1824","3030","0","0","0","0","0","303","1","0","11784","3030","0","0","0","0","0","0","0","0","0","0","3030","0","12098087","0","3030","0","250900","0","0","0","0","0","0","42","0","810100703","1824","200000001","動く戦士像","0","3030","3030"
"2650","303","130","0","5","0","0","303","32","0","0","303","0","86","0","0","12","0","0","0","26088","0","303","0","10708529","20","303","0","619101","0","0","0","0","0","0","42","1","810100704","2167","200000001","クウカ（ノワール）のシャドウ","15","303","303"
"548","303","0","0","6","0","0","303","32","0","56723","303","0","40","0","0","15","0","0","0","0","0","303","0","8710513","0","303","0","606301","0","0","0","1984","0","0","75","1","810100705","773","200000001","アリサのシャドウ","35","303","303"
"1520","3030","0","0","0","0","0","303","1","0","0","3030","0","0","0","0","0","0","0","0","26865","0","3030","0","10975615","0","3030","0","251500","0","0","0","0","0","0","42","0","810100801","2280","200000001","ゲートキーパー","0","3030","3030"
"1216","3030","0","0","0","0","0","303","1","0","11903","3030","0","0","0","0","0","0","0","0","0","0","3030","0","12063237","0","3030","0","251000","0","0","0","0","0","0","42","0","810100802","2736","200000001","動く剣士","0","3030","3030"
"1815","303","198","0","5","0","0","303","32","0","0","303","0","1580","0","0","6","0","0","0","32023","0","303","0","9483730","18","303","0","613801","0","0","0","0","0","0","42","1","810100803","2683","200000001","ヨリ（エンジェル）のシャドウ","23","303","303"
"456","3030","0","0","0","0","0","303","1","0","0","3030","0","0","0","0","0","0","0","0","46833","0","3030","0","11869295","0","3030","0","256000","0","0","0","0","0","0","42","0","810100804","684","200000001","ウイングロップ","0","3030","3030"
"507","303","2393","0","6","0","0","303","32","0","0","303","0","45","0","0","0","0","0","0","59172","0","303","0","8824926","18","303","0","607801","0","0","0","0","0","0","42","1","810100805","596","200000001","キャル（サマー）のシャドウ","34","303","303"
"912","3030","0","0","0","0","0","303","1","0","11557","3030","0","0","0","0","0","0","0","0","0","0","3030","0","13035517","0","3030","0","251300","0","0","0","0","0","0","42","0","810100901","2280","200000001","ジャングルガード","0","3030","3030"
"2558","303","0","0","6","0","0","303","32","0","23811","303","0","69","0","0","26","0","0","0","0","0","303","0","11252501","5","303","0","604701","0","0","0","536","0","0","42","1","810100902","2936","200000001","ジュンのシャドウ","30","303","303"
"912","3030","0","0","0","0","0","303","1","0","31676","3030","0","0","0","0","0","0","0","0","0","0","3030","0","11872997","0","3030","0","253700","0","0","0","0","0","0","42","0","810100903","1368","200000001","ラットン","0","3030","3030"
"2978","303","0","0","6","0","0","303","32","0","28818","303","0","64","0","0","41","0","0","0","0","0","303","0","10665885","4","303","0","605501","0","0","0","196","0","0","42","1","810100904","2271","200000001","アユミのシャドウ","31","303","303"
"760","3030","0","0","0","0","0","303","1","0","12468","3030","0","0","0","0","0","0","0","0","0","0","3030","0","11582580","0","3030","0","255000","0","0","0","0","0","0","42","0","810100905","1140","200000001","ツチノコブラ","0","3030","3030"
"1400","1800","0","0","1","0","0","310","1","0","80000","0","0","0","0","0","0","0","0","0","0","0","0","0","145000000","0","0","0","305705","0","0","0","0","0","0","60","0","810101001","1300","300000008","ゴブリングレート","70","1200","600"
"0","0","0","0","1","0","0","310","1","0","0","100","0","0","0","0","0","150","0","0","0","0","125","0","1000000000","0","0","0","217300","0","5000","0","0","0","0","100","0","810101002","0","300000008","バーストエネミー","0","125","0"
"0","0","0","0","1","0","0","310","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1000000000","0","0","0","217301","0","0","0","0","0","0","100","0","810101003","0","300000008","バーストエネミー","0","0","100"
"0","0","0","0","1","0","0","310","1","0","0","0","0","0","0","0","0","0","0","0","0","0","3000","0","1000000000","0","0","0","217303","0","0","0","0","0","0","100","0","810101004","0","300000008","バーストエネミー","0","0","0"
"2440","3040","0","0","0","0","0","304","1","0","11008","3040","0","0","0","0","0","0","0","0","0","0","3040","0","13682634","0","3040","0","250700","0","0","0","0","0","0","42","0","810101101","915","200000001","ゴーレム","0","3040","3040"
"605","304","0","0","5","0","0","304","32","0","59852","304","0","30","0","0","48","0","0","0","0","0","304","0","9514010","0","304","0","610801","0","0","0","2553","0","0","64","1","810101102","450","200000001","クロエのシャドウ","18","304","304"
"1187","304","0","0","6","0","0","304","32","0","59250","304","0","50","0","0","11","0","0","0","0","0","304","0","10405471","0","304","0","606602","0","0","0","1254","0","0","47","1","810101103","1112","200000001","イノリのシャドウ","32","304","304"
"458","3040","0","0","0","0","0","304","1","0","45193","3040","0","0","0","0","0","0","0","0","0","0","3040","0","12723732","0","3040","0","256800","0","0","0","0","0","0","42","0","810101104","687","200000001","ケイブエイプ","0","3040","3040"
"610","3040","0","0","0","0","0","304","1","0","24400","3040","0","912","0","0","0","0","0","0","0","0","3040","0","13243526","0","3040","0","258300","0","0","0","0","0","0","42","0","810101105","915","200000001","ホオズキムシ","0","3040","3040"
"1525","3040","0","0","0","0","0","304","1","0","10761","3040","0","0","0","0","0","0","0","0","0","0","3040","0","13170027","0","3040","0","251100","0","0","0","0","0","0","42","0","810101201","2288","200000001","タートルタイラント","0","3040","3040"
"1220","3040","0","0","0","0","0","304","1","0","12126","3040","0","0","0","0","0","0","0","0","0","0","3040","0","13646968","0","3040","0","253200","0","0","0","0","0","0","42","0","810101202","1830","200000001","サンドボア","0","3040","3040"
"1525","3040","0","0","0","0","0","304","1","0","12627","3040","0","0","0","0","0","0","0","0","0","0","3040","0","13653499","0","3040","0","251200","0","0","0","0","0","0","42","0","810101203","1373","200000001","ゴブリンガード","0","3040","3040"
"2933","304","0","0","5","0","0","304","32","0","28742","304","0","147","0","0","21","0","0","0","0","0","304","0","11650699","5","304","0","617101","0","0","0","511","0","0","42","1","810101204","1961","200000001","シズル（サマー）のシャドウ","26","304","304"
"480","304","2460","0","6","0","0","304","32","0","0","304","0","60","0","0","0","0","0","0","60649","0","304","0","9813346","17","304","0","603602","0","0","0","0","0","0","42","1","810101205","585","200000001","キョウカのシャドウ","29","304","304"
"2305","304","0","0","6","0","0","304","32","0","34960","304","0","59","0","0","36","0","0","0","0","0","304","0","12642341","4","304","0","602101","0","0","0","365","0","0","42","1","810101301","2367","200000001","クルミのシャドウ","28","304","304"
"915","3040","0","0","0","0","0","304","1","0","0","3040","0","0","0","0","0","0","0","0","39832","0","3040","0","13680314","0","3040","0","252600","0","0","0","0","0","0","42","0","810101302","1373","200000001","ゼラチナ","0","3040","3040"
"571","304","1023","0","5","0","0","304","32","0","0","304","0","146","0","0","0","0","0","0","55499","0","304","0","10594265","29","304","0","613301","0","0","0","0","0","0","42","1","810101303","857","200000001","ナナカ（サマー）のシャドウ","20","304","304"
"1849","304","201","0","5","0","0","304","32","0","0","304","0","1580","0","0","6","0","0","0","40965","0","304","0","11357835","18","304","0","613801","0","0","0","0","0","0","42","1","810101304","2734","200000001","ヨリ（エンジェル）のシャドウ","23","304","304"
"458","3040","0","0","0","0","0","304","1","0","0","3040","0","0","0","0","0","0","0","0","53440","0","3040","0","13860738","0","3040","0","256300","0","0","0","0","0","0","42","0","810101305","687","200000001","インプ","0","3040","3040"
"918","3050","0","0","0","0","0","305","1","0","11384","3050","0","0","0","0","0","0","0","0","0","0","3050","0","14485103","0","3050","0","252900","0","0","0","0","0","0","42","0","810101401","2295","200000001","ハイオーク","0","3050","3050"
"918","3050","0","0","0","0","0","305","1","0","12749","3050","0","0","0","0","0","0","0","0","0","0","3050","0","14412407","0","3050","0","251300","0","0","0","0","0","0","42","0","810101402","2295","200000001","ジャングルガード","0","3050","3050"
"2544","305","0","0","6","0","0","305","32","0","28176","305","0","141","0","0","21","0","0","0","0","0","305","0","12722511","5","305","0","605802","0","0","0","493","0","0","42","1","810101403","2358","200000001","ペコリーヌのシャドウ","26","305","305"
"395","305","2268","0","5","0","0","305","32","0","0","305","0","45","0","0","0","0","0","0","68142","0","305","0","9549941","17","305","0","612001","0","0","0","0","0","0","42","1","810101404","459","200000001","キャル（ニューイヤー）のシャドウ","24","305","305"
"459","3050","0","0","0","0","0","305","1","0","0","3050","0","0","0","0","0","0","0","0","53438","0","3050","0","13479043","0","3050","0","256300","0","0","0","0","0","0","42","0","810101405","689","200000001","インプ","0","3050","3050"
"918","3050","0","0","0","0","0","305","1","0","11384","3050","0","0","0","0","0","0","0","0","0","0","3050","0","14708223","0","3050","0","252900","0","0","0","0","0","0","42","0","810101501","2295","200000001","ハイオーク","0","3050","3050"
"1224","3050","0","0","0","0","0","305","1","0","11507","3050","0","0","0","0","0","0","0","0","0","0","3050","0","14428666","0","3050","0","251600","0","0","0","0","0","0","42","0","810101502","1836","200000001","ワイルドホーン","0","3050","3050"
"918","3050","0","0","0","0","0","305","1","0","12749","3050","0","0","0","0","0","0","0","0","0","0","3050","0","14635506","0","3050","0","251300","0","0","0","0","0","0","42","0","810101503","2295","200000001","ジャングルガード","0","3050","3050"
"2237","305","120","0","5","0","0","305","32","0","0","305","0","208","0","0","12","0","0","0","27063","0","305","0","12183422","20","305","0","609501","0","0","0","0","0","0","42","1","810101504","3207","200000001","クウカ（オーエド）のシャドウ","19","305","305"
"467","305","2341","0","6","0","0","305","32","0","0","305","0","45","0","0","0","0","0","0","72998","0","305","0","10490545","17","305","0","605001","0","0","0","0","0","0","42","1","810101505","574","200000001","ミサキのシャドウ","29","305","305"
"3503","305","0","0","6","0","0","305","32","0","26315","305","0","24","0","0","12","0","0","0","0","0","305","0","13592091","6","305","0","605202","0","0","0","135","0","0","42","1","810101601","2506","200000001","リマのシャドウ","19","305","305"
"875","305","0","0","6","0","0","305","32","0","62513","305","0","20","0","0","20","0","0","0","0","0","305","0","12013495","15","305","0","600101","0","0","0","2197","0","0","62","1","810101602","769","200000001","ヒヨリのシャドウ","49","305","305"
"2021","305","0","0","6","0","0","305","32","0","32893","305","0","2640","0","0","13","0","0","0","0","0","305","0","12986070","5","305","0","603401","0","0","0","575","0","0","42","1","810101603","2881","200000001","ユカリのシャドウ","26","305","305"
"459","3050","0","0","0","0","0","305","1","0","44918","3050","0","0","0","0","0","0","0","0","0","0","3050","0","14602120","0","3050","0","256100","0","0","0","0","0","0","42","0","810101604","689","200000001","タビガラス","0","3050","3050"
"459","3050","0","0","0","0","0","305","1","0","45170","3050","0","0","0","0","0","0","0","0","0","0","3050","0","14556578","0","3050","0","256800","0","0","0","0","0","0","42","0","810101605","689","200000001","ケイブエイプ","0","3050","3050"
"1228","3060","0","0","0","0","0","306","1","0","11507","3060","0","0","0","0","0","0","0","0","0","0","3060","0","14908947","0","3060","0","251600","0","0","0","0","0","0","42","0","810101701","1842","200000001","ワイルドホーン","0","3060","3060"
"1535","3060","0","0","0","0","0","306","1","0","12624","3060","0","0","0","0","0","0","0","0","0","0","3060","0","14882731","0","3060","0","251200","0","0","0","0","0","0","42","0","810101702","1382","200000001","ゴブリンガード","0","3060","3060"
"1842","3060","0","0","0","0","0","306","1","0","12994","3060","0","0","0","0","0","0","0","0","0","0","3060","0","14280959","0","3060","0","250900","0","0","0","0","0","0","42","0","810101703","1842","200000001","動く戦士像","0","3060","3060"
"2976","306","0","0","6","0","0","306","32","0","31261","306","0","49","0","0","29","0","0","0","0","0","306","0","12876732","4","306","0","602901","0","0","0","565","0","0","45","1","810101704","2286","200000001","ノゾミのシャドウ","25","306","306"
"1451","306","0","0","6","0","0","306","32","0","52650","306","0","22","0","0","17","0","0","0","0","0","306","0","12068561","2","306","0","605301","0","0","0","1400","0","0","58","1","810101705","1436","200000001","モニカのシャドウ","28","306","306"
"614","3060","0","0","0","0","0","306","1","0","11131","3060","0","0","0","0","0","0","0","0","0","0","3060","0","15938297","0","3060","0","250800","0","0","0","0","0","0","42","0","810101801","3684","200000001","ブルーゴーレム","0","3060","3060"
"768","3060","0","0","0","0","0","306","1","0","0","3060","0","0","0","0","0","0","0","0","47677","0","3060","0","13894026","0","3060","0","254900","0","0","0","0","0","0","42","0","810101802","1152","200000001","バットケイブ","0","3060","3060"
"600","306","2176","0","6","0","0","306","32","0","0","306","0","49","0","0","0","0","0","0","69248","0","306","0","11113683","16","306","0","601301","0","0","0","0","0","0","42","1","810101803","761","200000001","ナナカのシャドウ","34","306","306"
"921","3060","0","0","0","0","0","306","1","0","0","3060","0","918","0","0","0","0","0","0","1929","0","3060","0","14385049","0","3060","0","256900","0","0","0","0","0","0","42","0","810101804","1382","200000001","ケイブスネイル","0","3060","3060"
"482","306","2462","0","6","0","0","306","32","0","0","306","0","60","0","0","0","0","0","0","60736","0","306","0","11244578","17","306","0","603602","0","0","0","0","0","0","42","1","810101805","586","200000001","キョウカのシャドウ","29","306","306"
"921","3060","0","0","0","0","0","306","1","0","11383","3060","0","0","0","0","0","0","0","0","0","0","3060","0","15594947","0","3060","0","252900","0","0","0","0","0","0","42","0","810101901","2303","200000001","ハイオーク","0","3060","3060"
