a4f3b8daec070ab492e080032487e5ddbff03720c07a33713ca87bbe7e0837fe,0a61e77b5bb84d71dd1d45df416eb1425b6f278ecfef4a0e9533683f520c23e4,02afd105d4a54322baa26cb07880c17d3a627586fb575d4ed027d56afa017fed,8877247812725ebdb262ae61f77614b21571fae8a489114ea4588eb37f44324e,4a2ef9160cd15b4845b650232a45a24bb37b1d33a208e5c1d1cdbf2bb50a7aea,f7c88252e21182658af834db573c8e92f73ee07662c9682788f08e257eb7ec61,c5aeabac99fa0585faed3c2ad1ec37a3a3662ea6f965affe060b2bf10c9d0939,f2263aeaf5a2df3d024f9f30d8876714f8f7caf58d909a068eaf5afcacb05c5e,73bebdb8a07e96d61f5b73fd3868bca7a0a189a531cc5c32120f2e777840f8b0,59c9980fb5f7f0f533325033c7619bb313f5cac1f859ba32bdcaa1dea99fe0c6,35f47967441ccf4c876f27c9b962ff1ece146b9f9553e9715c116fcbfa21a011,4999ffd59f3d664f7028ec65c81ea6054d0cd125e3b5b10b90c581d0372182a0,105469d456ee2c1182daa8d04151b4a462c9d152c083303df167253d4c8f6a74,32402381635bd41d334ddc6b2a56ceee84122c05ef6032f9c52e6386f73ff9cd,d72b280976fdb9a4e9213231d724223f89aa26c1ba9e826ef4d6c23c4afd1eef,e46761eaab350e2885466bdd180d721c9329064091b43fa64bfc161c6b40fe2f,06452b405cde039450af35944ff4cd9803ff3ef902d06bd9d40599911f5ecf5f,55c38357b46d98758fcd8f9521fe74f8fa6fa92a7df0896ea5f37bb5eb5d1b0c
"9400","91002","0","0","0","0","62","0","0","15","0","8","0","0","0","0","0","9400"
"9500","91002","0","0","0","0","63","0","0","15","0","8","0","0","0","0","0","9500"
"9600","91002","0","0","0","0","64","0","0","15","0","8","0","0","0","0","0","9600"
"9700","91002","0","0","0","0","65","0","0","15","0","8","0","0","0","0","0","9700"
"9800","91002","0","0","0","0","66","0","0","15","0","8","0","0","0","0","0","9800"
"9900","91002","0","0","0","0","67","0","0","15","0","8","0","0","0","0","0","9900"
"10000","91002","0","0","0","0","68","0","0","15","0","8","0","0","0","0","0","10000"
"10100","91002","0","0","0","0","69","0","0","15","0","8","0","0","0","0","0","10100"
"10200","91002","0","0","0","0","70","0","0","15","0","8","0","0","0","0","0","10200"
"10300","91002","0","0","0","0","71","0","0","15","0","8","0","0","0","0","0","10300"
"10400","91002","0","0","0","0","72","0","0","15","0","8","0","0","0","0","0","10400"
"10500","91002","0","0","0","0","73","0","0","15","0","8","0","0","0","0","0","10500"
"10600","91002","0","0","0","0","74","0","0","15","0","8","0","0","0","0","0","10600"
"10700","91002","0","0","0","0","75","0","0","15","0","8","0","0","0","0","0","10700"
"10800","91002","0","0","0","0","76","0","0","15","0","8","0","0","0","0","0","10800"
"10900","91002","0","0","0","0","77","0","0","15","0","8","0","0","0","0","0","10900"
"11000","91002","0","0","0","0","78","0","0","15","0","8","0","0","0","0","0","11000"
"11100","91002","0","0","0","0","79","0","0","15","0","8","0","0","0","0","0","11100"
"11200","91002","0","0","0","0","80","0","0","15","0","8","0","0","0","0","0","11200"
"11300","91002","0","0","0","0","81","0","0","15","0","8","0","0","0","0","0","11300"
"11400","91002","0","0","0","0","82","0","0","15","0","8","0","0","0","0","0","11400"
"11500","91002","0","0","0","0","83","0","0","15","0","8","0","0","0","0","0","11500"
"11600","91002","0","0","0","0","84","0","0","15","0","8","0","0","0","0","0","11600"
"11700","91002","0","0","0","0","85","0","0","15","0","8","0","0","0","0","0","11700"
"11800","91002","0","0","0","0","86","0","0","15","0","8","0","0","0","0","0","11800"
"11900","91002","0","0","0","0","87","0","0","15","0","8","0","0","0","0","0","11900"
"12000","91002","0","0","0","0","88","0","0","15","0","8","0","0","0","0","0","12000"
"12100","91002","0","0","0","0","89","0","0","15","0","8","0","0","0","0","0","12100"
"12200","91002","0","0","0","0","90","0","0","15","0","8","0","0","0","0","0","12200"
"12300","91002","0","0","0","0","91","0","0","15","0","8","0","0","0","0","0","12300"
"12400","91002","0","0","0","0","92","0","0","15","0","8","0","0","0","0","0","12400"
"12500","91002","0","0","0","0","93","0","0","15","0","8","0","0","0","0","0","12500"
"12600","91002","0","0","0","0","94","0","0","15","0","8","0","0","0","0","0","12600"
"12700","91002","0","0","0","0","95","0","0","15","0","8","0","0","0","0","0","12700"
"12800","91002","0","0","0","0","96","0","0","15","0","8","0","0","0","0","0","12800"
"12900","91002","0","0","0","0","97","0","0","15","0","8","0","0","0","0","0","12900"
"13000","91002","0","0","0","0","98","0","0","15","0","8","0","0","0","0","0","13000"
"13100","91002","0","0","0","0","99","0","0","15","0","8","0","0","0","0","0","13100"
"13200","91002","0","0","0","0","100","0","0","15","0","8","0","0","0","0","0","13200"
"13300","91002","0","0","0","0","101","0","0","15","0","8","0","0","0","0","0","13300"
"13400","91002","0","0","0","0","102","0","0","15","0","8","0","0","0","0","0","13400"
"13500","91002","0","0","0","0","103","0","0","15","0","8","0","0","0","0","0","13500"
"13600","91002","0","0","0","0","104","0","0","15","0","8","0","0","0","0","0","13600"
"13700","91002","0","0","0","0","105","0","0","15","0","8","0","0","0","0","0","13700"
"13800","91002","0","0","0","0","106","0","0","15","0","8","0","0","0","0","0","13800"
"13900","91002","0","0","0","0","107","0","0","15","0","8","0","0","0","0","0","13900"
"14000","91002","0","0","0","0","108","0","0","15","0","8","0","0","0","0","0","14000"
"14100","91002","0","0","0","0","109","0","0","15","0","8","0","0","0","0","0","14100"
"14200","91002","0","0","0","0","110","0","0","15","0","8","0","0","0","0","0","14200"
"14300","91002","0","0","0","0","111","0","0","15","0","8","0","0","0","0","0","14300"
"14400","91002","0","0","0","0","112","0","0","15","0","8","0","0","0","0","0","14400"
"14500","91002","0","0","0","0","113","0","0","15","0","8","0","0","0","0","0","14500"
"14600","91002","0","0","0","0","114","0","0","15","0","8","0","0","0","0","0","14600"
"14700","91002","0","0","0","0","115","0","0","15","0","8","0","0","0","0","0","14700"
"14800","91002","0","0","0","0","116","0","0","15","0","8","0","0","0","0","0","14800"
"14900","91002","0","0","0","0","117","0","0","15","0","8","0","0","0","0","0","14900"
"15000","91002","0","0","0","0","118","0","0","15","0","8","0","0","0","0","0","15000"
