66022ad849a12ea755dc27479bfab8a2f014b9228a9be8aaa19ed9e699f03e49,77cf10bb1e360cfe2373e73cca46328f14fbf284b0af0d332d0c2973959017b1,4fb2c1d13467fb2debe0eef44f554df6da4fe1a98c70ef113d8b08a960e5630e,ecb73b3d39b42b139b7863eb682d336e3e5261c9d74b3170b81b63163cd27961,ed78057bda63fb5c4838d8eb0072aef9ed38b32ef83be606441a84e98c744dd6,dbab07d31398b999fa864c26e6f2ea41cfa9c635ad278b4c427bfe44cba086c6,3c917e0b249e0ac73a6eb984a2d6feb236ab3f0b6a8c14a65ed136f4de743aa9,f7409afc6bf6cf095fe2cd2a855b144dddba51efd3f235667faf192842868c8f,70f46b9e284792d4fd5e998a4dfae08cad0ea6021098c093ccc511f121bca297,082513fa8cc833be23315e8bd81168079a3a1d4097238ca9f2d8c020e435879f,de6bf5ba9dddb88a88aaa3fe644bc9f2d9a3a9adb0482fcd4cf8039544b0ff67,301a2091226176b3f0d5261acf5b97a3e6b9f80a0e17461af923adc155c9537b,d576353cf4480d86474c64beb170e56d2166933e44b6767bc3f11047799c1fd3
"0","2022/02/07 12:00:00","0","2030/04/19 15:00:00","2023/11/16 15:00:00","10085","0","0","0","20046","1,29","20047","8164"
"0","2022/02/28 12:00:00","0","2030/04/19 15:00:00","2023/12/18 15:00:00","10088","0","0","0","0","1","20048","2201"
"0","2022/03/31 12:00:00","0","2030/04/19 15:00:00","2024/01/17 15:00:00","10090","0","0","0","0","1","20049","430"
"0","2022/04/30 12:00:00","0","2030/04/19 15:00:00","2024/03/18 15:00:00","10092","0","0","0","0","1","20050","351"
"0","2022/05/25 15:00:00","0","2030/04/19 15:00:00","2024/04/18 15:00:00","10094","0","0","0","0","1,30","20051","392"
"0","2022/06/30 12:00:00","0","2030/04/19 15:00:00","2024/06/17 15:00:00","10096","0","0","0","0","1,31","20052","3402"
"0","2022/07/31 12:00:00","0","2030/04/19 15:00:00","2024/07/16 15:00:00","10098","0","0","0","0","1,32","20053","8132"
"0","2022/08/31 12:00:00","0","2030/04/19 15:00:00","2024/08/16 15:00:00","10100","0","0","0","0","1","20054","6057"
"0","2022/09/30 12:00:00","0","2030/04/19 15:00:00","2024/09/17 15:00:00","10102","0","0","0","0","1,33","20055","5200"
"0","2022/10/31 12:00:00","0","2030/04/19 15:00:00","2024/10/16 15:00:00","10104","0","0","0","0","1","20056","3479"
"0","2022/11/30 12:00:00","0","2030/04/19 15:00:00","2024/11/16 15:00:00","10106","0","0","0","0","1,34","20057","5033"
"0","2022/12/31 12:00:00","0","2030/04/19 15:00:00","2024/12/16 15:00:00","10108","-10","0","0","0","1,35","20058","7213"
"0","2023/01/31 12:00:00","0","2030/04/19 15:00:00","2025/01/16 15:00:00","10110","-10","0","0","0","1,36","20059","8153"
"0","2023/02/07 12:00:00","0","2030/04/19 15:00:00","2025/01/16 15:00:00","10111","-10","0","0","20059","1,36","20060","8154"
"0","2023/02/28 12:00:00","0","2030/04/19 15:00:00","2025/02/16 15:00:00","10114","-10","0","0","0","1","20061","4314"
"0","2023/03/31 12:00:00","0","2030/04/19 15:00:00","2025/03/17 15:00:00","10116","-10","0","0","0","1","20062","3301"
"0","2023/04/30 12:00:00","0","2030/04/19 15:00:00","2025/04/16 15:00:00","10118","10","0","0","0","1,37","20063","1443"
"0","2023/05/31 12:00:00","0","2030/04/19 15:00:00","2025/05/16 15:00:00","10120","0","0","0","0","1","20064","202"
"0","2023/06/30 12:00:00","0","2030/04/19 15:00:00","2025/06/17 15:00:00","10122","0","0","0","0","1,38","20065","460"
"0","2023/07/31 12:00:00","0","2030/04/19 15:00:00","2025/07/16 15:00:00","10124","0","0","0","0","1,39","20066","2394"
"0","2024/01/31 12:00:00","0","2030/04/19 15:00:00","2025/08/16 15:00:00","10136","0","0","0","0","1,40","20067","1"
"0","2024/01/31 12:00:00","0","2030/04/19 15:00:00","2025/08/16 15:00:00","10137","0","0","0","20067","1,40","20068","2"
