9288aab90c85bf053ee725f6cb8016d724a1f46e2e5f38e92f4e9c2690381ab1,5de1baad54ecbab234712b90998f114aeef0f774ea40e491dfb2e332f7491961,7636d99695eb7e68449630a04ce408cc686e3d03912871f9df2c0189ce850a31,e456580d171dbec757308168fce6bfbf7cb154d8979812d3c1dcdf5f805487e4,ceb4d8f2ca6c306c7734c8a6086e97c34cd577449704e61a53e9a636033fb1da,b89d24dd300016dfaff42cb79c1af2d521f946333329b433e56ba45ed500b278,264842b0a45c8fde587c564cb6300a882d828e1f327ea6db77c75060dfa7ba41,c1d04d422ed03f226718f2ea81c7d0fe64eee328fe2be10f9a1bed36896f317d,49edcc5c756a3906757e2160caafa6a76a82f2d93a9bb6893b184507485d1089,656b74c25df59319ec55300a2eeb36292c8c2cd05939b31426d40e1ac81e4cf5,70689b7c86b3789e702c13471960a1404f32dd72ce209c62230731e209c7cf3a
"3","","","0","0","0","1024","0","travel_exdrama_r_102_loupe_finish","2","1010240006"
"3","","","0","","","1024","","reliclight_none","5","1010240007"
"31","","5","-350","","1","1031","1","10300","10300","1010310001"
"31","","5","-350","","0","1031","1","10301","10301","1010310002"
"31","","5","-350","","0","1031","1","10302","10302","1010310003"
"31","","50","-525","","0","1031","1","10002","10002","1010310004"
"1","travel_exdrama_r_103_dig_A","-510","5","0","1.46","1031","-200","1000001","1","1010310005"
"1","travel_exdrama_r_103_dig_B","-400","3","0","1.46","1031","-175","1000002","1","1010310006"
"1","travel_exdrama_r_103_map","-190","1","0","1.46","1031","-140","1000003","1","1010310007"
"5","travel_exdrama_r_103_dig_A","-510","6","0","1.46","1031","-200","1","1","1010310008"
"5","travel_exdrama_r_103_dig_B","-400","4","0","1.46","1031","-175","2","1","1010310009"
"5","travel_exdrama_r_103_map","-190","2","0","1.46","1031","-140","3","1","1010310010"
"23","","","0","","","1032","","se_travel_finish_dig_rare","se_travel","1010320001"
"3","","travel_exdrama_r_103_dig_A","0","0.2","0.2","1032","1","travel_exdrama_r_103_surprise_A","1000001","1010320002"
"3","","travel_exdrama_r_103_dig_B","0","0.2","0.2","1032","1","travel_exdrama_r_103_surprise_A","1000002","1010320003"
"3","","travel_exdrama_r_103_map","0","0.2","0.2","1032","1","travel_exdrama_r_103_mapSurprise_A","1000003","1010320004"
"3","","travel_exdrama_r_103_dig_A","0","0.2","0.2","1032","1","travel_exdrama_r_103_surprise_A","1","1010320005"
"3","","travel_exdrama_r_103_dig_B","0","0.2","0.2","1032","1","travel_exdrama_r_103_surprise_A","2","1010320006"
"3","","travel_exdrama_r_103_map","0","0.2","0.2","1032","1","travel_exdrama_r_103_mapSurprise_A","3","1010320007"
"32","","","","","","1032","","1","10302","1010320008"
"93","","","","","","1032","","0","1.25","1010320009"
"32","","","","","","1032","","0","10302","1010320010"
"23","","","0","","","1033","","se_travel_finish_dig_event","se_travel","1010330001"
"3","","travel_exdrama_r_103_dig_A","0","0","0.2","1033","1","travel_exdrama_r_103_surprise_B","1000001","1010330002"
"3","","travel_exdrama_r_103_dig_B","0","0","0.2","1033","1","travel_exdrama_r_103_surprise_B","1000002","1010330003"
"3","","travel_exdrama_r_103_map","0","0","0.2","1033","1","travel_exdrama_r_103_mapSurprise_B","1000003","1010330004"
"3","","travel_exdrama_r_103_dig_A","0","0","0.2","1033","1","travel_exdrama_r_103_surprise_B","1","1010330005"
"3","","travel_exdrama_r_103_dig_B","0","0","0.2","1033","1","travel_exdrama_r_103_surprise_B","2","1010330006"
"3","","travel_exdrama_r_103_map","0","0","0.2","1033","1","travel_exdrama_r_103_mapSurprise_B","3","1010330007"
"32","","","","","","1033","","1","10301","1010330008"
"32","","","","","","1033","","1","10002","1010330009"
"93","","","","","","1033","","0","3","1010330010"
"32","","","","","","1033","","0","10301","1010330011"
"32","","","","","","1033","","0","10002","1010330012"
"4","","","","","","1034","","1","1000003","1010340001"
"4","","","","","","1034","","1","3","1010340002"
"3","","","0","0","0","1034","0","travel_exdrama_r_finish_B","1000001","1010340003"
"3","","","0","0","0","1034","0","travel_exdrama_r_finish_B","1000002","1010340004"
"3","","","0","0","0","1034","0","travel_exdrama_r_finish_A_front","1000003","1010340005"
"3","","","0","0","0","1034","0","travel_exdrama_r_103_shovel","1","1010340006"
"3","","","0","0","0","1034","0","travel_exdrama_r_103_shovel","2","1010340007"
"3","","","0","0","0","1034","0","travel_exdrama_r_103_map_finish","3","1010340008"
"31","","5","-350","","1","1041","1","10400","10400","1010410001"
"31","","5","-350","","1","1041","1","10401","10401","1010410002"
"31","","5","-350","","0","1041","1","10402","10402","1010410003"
"31","","5","-350","","0","1041","1","10403","10403","1010410004"
"31","","50","-525","","0","1041","1","10001","10001","1010410005"
"1","travel_exdrama_r_104_fishingIdle","-450","12","0","1.46","1041","-150","1000001","1","1010410006"
"1","travel_exdrama_r_104_idle_B","-200","10","0","1.46","1041","-125","1000002","1","1010410007"
"5","travel_exdrama_r_104_fishingIdle","-450","11","0","1.46","1041","-150","1","2","1010410008"
"5","none","-350","20","0","1","1041","-150","10","4","1010410009"
"23","","","0","","","1042","","se_travel_finish_bridge_rare","se_travel","1010420001"
"3","","travel_exdrama_r_104_fishingIdle","0","0.2","0.2","1042","1","travel_exdrama_r_104_fishingCatch","1000001","1010420002"
"3","","travel_exdrama_r_104_idle_B","0","0.2","0.2","1042","1","travel_exdrama_r_104_glad_B","1000002","1010420003"
"3","","travel_exdrama_r_104_fishingIdle","0","0.2","0.2","1042","1","travel_exdrama_r_104_fishingCatch","1","1010420004"
"3","","none","0","0","0","1042","1","fish","10","1010420005"
"32","","","","","","1042","","1","10402","1010420006"
"93","","","","","","1042","","0","1.25","1010420007"
"32","","","","","","1042","","0","10402","1010420008"
"23","","","0","","","1043","","se_travel_finish_bridge_event","se_travel","1010430001"
"3","","travel_exdrama_r_104_fishingIdle","0","0","0","1043","1","travel_exdrama_r_104_fishingBig","1000001","1010430002"
"3","","travel_exdrama_r_104_idle_B","0","0","0","1043","1","travel_exdrama_r_104_surprise_B","1000002","1010430003"
"3","","travel_exdrama_r_104_fishingIdle","0","0","0","1043","1","travel_exdrama_r_104_fishingBig","1","1010430004"
"32","","","","","","1043","","1","10403","1010430005"
"32","","","","","","1043","","1","10001","1010430006"
"93","","","","","","1043","","0","3","1010430007"
"32","","","","","","1043","","0","10403","1010430008"
"32","","","","","","1043","","0","10001","1010430009"
"4","","","","","","1044","","1","1000002","1010440001"
"3","","","0","0","0","1044","0","travel_exdrama_r_104_fishing_finish","1000001","1010440002"
"3","","","0","0","0","1044","0","travel_exdrama_r_finish_A_front","1000002","1010440003"
"3","","","0","0","0.2","1044","0","travel_exdrama_r_104_fishing_finish","1","1010440004"
"31","","5","-350","","1","1051","1","10500","10500","1010510001"
"31","","-200","-350","","0","1051","1","10501","10501","1010510002"
"31","","50","-525","","0","1051","1","10001","10001","1010510003"
"1","travel_exdrama_r_105_netSearch","-470","1","0","1.46","1051","-200","1000001","1","1010510004"
"1","travel_exdrama_r_105_binoculars","-200","2","0","1.46","1051","-220","1000002","1","1010510005"
"5","travel_exdrama_r_105_netSearch","-470","5","0","1.46","1051","-200","1","1","1010510006"
"5","travel_exdrama_r_105_binoculars","-200","3","0","1.46","1051","-220","2","1","1010510007"
"5","idle","-350","4","0","1.46","1051","-230","10","3","1010510008"
"3","","travel_exdrama_r_105_netSearch","0","0.1","0.2","1052","1","travel_exdrama_r_105_netFind_A","1000001","1010520001"
"3","","travel_exdrama_r_105_binoculars","0","0.2","0.2","1052","1","travel_exdrama_r_105_binocularsFind_A","1000002","1010520002"
"3","","travel_exdrama_r_105_netSearch","0","0.1","0.2","1052","1","travel_exdrama_r_105_netFind_A","1","1010520003"
"3","","travel_exdrama_r_105_binoculars","0","0.2","0.2","1052","1","travel_exdrama_r_105_binocularsFind_A","2","1010520004"
"3","","idle","0","0.2","0.2","1052","1","beetle","10","1010520005"
"32","","","","","","1052","","1","10501","1010520006"
"93","","","","","","1052","","0","1.2","1010520007"
"32","","","","","","1052","","0","10501","1010520008"
"23","","","0","","","1053","","se_travel_finish_insects_event","se_travel","1010530001"
"3","","travel_exdrama_r_105_netSearch","0","0","0.2","1053","1","travel_exdrama_r_105_netFind_B","1000001","1010530002"
"3","","travel_exdrama_r_105_binoculars","0","0","0.2","1053","1","travel_exdrama_r_105_binocularsFind_B","1000002","1010530003"
"3","","travel_exdrama_r_105_netSearch","0","0","0.2","1053","1","travel_exdrama_r_105_netFind_B","1","1010530004"
"3","","travel_exdrama_r_105_binoculars","0","0","0.2","1053","1","travel_exdrama_r_105_binocularsFind_B","2","1010530005"
"3","","idle","0","0","0.2","1053","1","butterfly","10","1010530006"
"32","","","","","","1053","","1","10501","1010530007"
"32","","","","","","1053","","1","10001","1010530008"
"93","","","","","","1053","","0","2.6","1010530009"
"32","","","","","","1053","","0","10501","1010530010"
"32","","","","","","1053","","1","10501","1010530011"
"93","","","","","","1053","","0","0.4","1010530012"
"32","","","","","","1053","","0","10501","1010530013"
"32","","","","","","1053","","0","10001","1010530014"
"4","","","","","","1054","","1","1000002","1010540001"
"4","","","","","","1054","","1","2","1010540002"
"3","","","0","0","0","1054","0","travel_exdrama_r_finish_B_hand","1000001","1010540003"
"3","","","0","0","0","1054","0","travel_exdrama_r_finish_B","1000002","1010540004"
"3","","","0","0","0","1054","0","travel_exdrama_r_105_net_finish","1","1010540005"
"3","","","0","0","0","1054","0","travel_exdrama_r_105_binoculars_finish","2","1010540006"
"3","","","0","0","0","1054","0","stop","10","1010540007"
"31","","5","-350","","1","1061","1","10600","10600","1010610001"
"31","","5","-350","","0","1061","1","10601","10601","1010610002"
"31","","5","-350","","0","1061","1","10602","10602","1010610003"
"31","","5","-350","","0","1061","1","10603","10603","1010610004"
"31","","5","-350","","1","1061","1","10604","10604","1010610005"
"31","","5","-350","","1","1061","1","10605","10605","1010610006"
"31","","50","-525","","0","1061","1","10001","10001","1010610007"
"1","travel_exdrama_r_106_idle_A","-497","18","0","1.46","1061","-224","1000001","1","1010610008"
"1","travel_exdrama_r_106_idle_B","-208","2","0","1.46","1061","-116","1000002","1","1010610009"
"5","travel_exdrama_r_106_idle_A","-497","30","0","1.46","1061","-224","1","1","1010610010"
"5","travel_exdrama_r_000_none","-208","3","0","1.46","1061","-116","2","1","1010610011"
"23","","","0","","","1062","","se_travel_finish_beach_rare","se_travel","1010620001"
"3","","travel_exdrama_r_106_idle_A","0","0.2","0","1062","1","travel_exdrama_r_106_rare_A","1000001","1010620002"
"3","","travel_exdrama_r_106_idle_B","0","0.2","0","1062","1","travel_exdrama_r_106_rare_B","1000002","1010620003"
"3","","travel_exdrama_r_106_idle_A","0","0.2","0","1062","1","travel_exdrama_r_106_rare_A","1","1010620004"
"3","","travel_exdrama_r_000_none","0","0.2","0","1062","0","travel_exdrama_r_106_rare_B","2","1010620005"
"32","","","","","","1062","","1","10603","1010620006"
"93","","","","","","1062","","0","1.2","1010620007"
"32","","","","","","1062","","0","10603","1010620008"
"23","","","0","","","1063","","se_travel_finish_beach_event","se_travel","1010630001"
"3","","travel_exdrama_r_106_idle_A","0","0","0","1063","1","travel_exdrama_r_106_memory_A","1000001","1010630002"
"3","","travel_exdrama_r_106_idle_B","0","0","0","1063","1","travel_exdrama_r_106_memory_B","1000002","1010630003"
"3","","travel_exdrama_r_106_idle_A","0","0","0","1063","1","travel_exdrama_r_106_memory_A","1","1010630004"
"32","","","","","","1063","","1","10601","1010630005"
"32","","","","","","1063","","1","10602","1010630006"
"32","","","","","","1063","","1","10001","1010630007"
"93","","","","","","1063","","0","3","1010630008"
"32","","","","","","1063","","0","10601","1010630009"
"32","","","","","","1063","","0","10602","1010630010"
"32","","","","","","1063","","0","10001","1010630011"
"4","","","","","","1064","","1","1000002","1010640001"
"4","","","","","","1064","","1","1000001","1010640002"
"4","","","","","","1064","","1","2","1010640003"
"3","","","0","0","0","1064","","travel_exdrama_r_106_finish_A","1000001","1010640004"
"3","","","0","0","0","1064","","travel_exdrama_r_106_finish_B","1000002","1010640005"
"3","","","0","0","0","1064","","travel_exdrama_r_106_rare_A","1","1010640006"
"3","","","0","0","0","1064","","travel_exdrama_r_000_none","2","1010640007"
"31","","5","-350","","1","1071","1","10700","10700","1010710001"
"31","","5","-350","","1","1071","1","10701","10701","1010710002"
"31","","5","-350","","0","1071","1","10702","10702","1010710003"
"31","","5","-350","","0","1071","1","10703","10703","1010710004"
"31","","50","-525","","0","1071","1","10001","10001","1010710005"
"1","travel_exdrama_r_107_dig_A","-470","32","0","1.46","1071","-170","1000001","1","1010710006"
"1","travel_exdrama_r_107_dig_B","-215","30","1","1.46","1071","-170","1000002","1","1010710007"
"5","travel_exdrama_r_107_dig_A","-470","33","0","1.46","1071","-170","1","1","1010710008"
"5","travel_exdrama_r_107_dig_B","-215","31","1","1.46","1071","-170","10","1","1010710009"
"23","","","0","","","1072","","se_travel_finish_raredrop","se_travel","1010720001"
"3","","travel_exdrama_r_107_dig_A","0","0.2","0.2","1072","1","travel_exdrama_r_107_joy","1000001","1010720002"
"3","","travel_exdrama_r_107_dig_B","0","0.2","0.2","1072","1","travel_exdrama_r_107_joy","1000002","1010720003"
"3","","travel_exdrama_r_107_dig_A","0","0.2","0.2","1072","1","travel_exdrama_r_107_joy","1","1010720004"
"3","","travel_exdrama_r_107_dig_B","0","0.2","0.2","1072","1","travel_exdrama_r_107_joy","10","1010720005"
"32","","","","","","1072","","0","10701","1010720006"
"32","","","","","","1072","","1","10702","1010720007"
"93","","","","","","1072","","0","1.4","1010720008"
"32","","","","","","1072","","1","10701","1010720009"
"32","","","","","","1072","","0","10702","1010720010"
"23","","","0","","","1073","","se_travel_finish_memory_event","se_travel","1010730001"
"3","","travel_exdrama_r_107_dig_A","0","0","0.2","1073","1","travel_exdrama_r_107_surprise_A","1000001","1010730002"
"3","","travel_exdrama_r_107_dig_B","0","0","0.2","1073","1","travel_exdrama_r_107_surprise_B","1000002","1010730003"
"3","","travel_exdrama_r_107_dig_A","0","0","0.2","1073","1","travel_exdrama_r_107_surprise_A","1","1010730004"
"3","","travel_exdrama_r_107_dig_B","0","0","0.2","1073","1","travel_exdrama_r_107_surprise_B","10","1010730005"
"32","","","","","","1073","","1","10703","1010730006"
"32","","","","","","1073","","1","10001","1010730007"
"32","","","","","","1073","","0","10701","1010730008"
"93","","","","","","1073","","0","3","1010730009"
"32","","","","","","1073","","0","10703","1010730010"
"32","","","","","","1073","","0","10001","1010730011"
"32","","","","","","1073","","1","10701","1010730012"
"4","","","","","","1074","","1","1000002","1010740001"
"4","","","","","","1074","","1","10","1010740002"
"3","","","0","0","0","1074","0","travel_exdrama_r_finish_B_hand","1000001","1010740003"
"3","","","0","0","0","1074","0","travel_exdrama_r_finish_B_hand","1000002","1010740004"
"3","","","0","0","0","1074","0","travel_exdrama_r_107_finish_A","1","1010740005"
"3","","","0","0","0","1074","0","travel_exdrama_r_107_finish_A","10","1010740006"
"32","","","","","","1074","","0","10701","1010740007"
"31","","5","-350","","1","1081","1","10800","10800","1010810001"
"31","","5","-350","","1","1081","1","10401","10401","1010810002"
"31","","5","-350","","0","1081","1","10402","10402","1010810003"
"31","","5","-350","","0","1081","1","10403","10403","1010810004"
"31","","50","-525","","0","1081","1","10001","10001","1010810005"
"1","travel_exdrama_r_104_fishingIdle","-450","12","0","1.46","1081","-150","1000001","1","1010810006"
"1","travel_exdrama_r_104_idle_B","-200","10","0","1.46","1081","-125","1000002","1","1010810007"
"5","travel_exdrama_r_104_fishingIdle","-450","11","0","1.46","1081","-150","1","2","1010810008"
"5","none","-350","20","0","1","1081","-150","10","4","1010810009"
"23","","","0","","","1082","","se_travel_finish_bridge_rare","se_travel","1010820001"
"3","","travel_exdrama_r_104_fishingIdle","0","0.2","0.2","1082","1","travel_exdrama_r_104_fishingCatch","1000001","1010820002"
"3","","travel_exdrama_r_104_idle_B","0","0.2","0.2","1082","1","travel_exdrama_r_104_glad_B","1000002","1010820003"
"3","","travel_exdrama_r_104_fishingIdle","0","0.2","0.2","1082","1","travel_exdrama_r_104_fishingCatch","1","1010820004"
"3","","none","0","0","0","1082","1","fish","10","1010820005"
"32","","","","","","1082","","1","10402","1010820006"
"93","","","","","","1082","","0","1.25","1010820007"
"32","","","","","","1082","","0","10402","1010820008"
"23","","","0","","","1083","","se_travel_finish_bridge_event","se_travel","1010830001"
"3","","travel_exdrama_r_104_fishingIdle","0","0","0","1083","1","travel_exdrama_r_104_fishingBig","1000001","1010830002"
"3","","travel_exdrama_r_104_idle_B","0","0","0","1083","1","travel_exdrama_r_104_surprise_B","1000002","1010830003"
"3","","travel_exdrama_r_104_fishingIdle","0","0","0","1083","1","travel_exdrama_r_104_fishingBig","1","1010830004"
"32","","","","","","1083","","1","10403","1010830005"
