236f7d207a0bc59eb07b37476dbe9ab61433f6d9123b1c425f6ff2d7a22aef49,294db284e760588267f294fda17f0699b22b3408ac9b05d61f79856c04c4cf9b,14433c45aa7a9ccbd2efa26e36fec4b1efb9d3b15f65868bd48ec223a0d3dd14,ce3417d4afa4441771dea12697fd903f3ca87d6bc94c3ceeb44820a6490402f0,a7ece90b9223824a33e6c61d12d2f5b6994dd56598b75388dd3de3a74c3557ba,0da21f77f6be894e991adb496b314564805154acb96cd49091ac917cfb87dcf8,9edb646b2f4fc513e5adcaf33bc8d05f2bb22360d7a0537213341d55a99bd903,0e1de620154da2fef88e56c30d9da108e9b5088a48546bbe7ccc65695faf6c0d,620c3c99ff444738e3c590b0f242ede76e719c01868f6aa9c5493478f7b5e766,0638f20a6411de00722426f17c955781a84931021f4be9d14db9e8a469729e92,ae91d1587bfb844fd1b60e0b60d88f6b7f382553931f5fac9530c98e51e95332,1721124bb45fd2e8ec136bc20963438da540af812257e1d229e47a87493dce08,b575531a11a31400832d4ff3d2de11457872135251fb2c4149cc61bdd5d75148,8b6d196dadbb5e77a6ac4a953f241cafa265807524a1b7b4d73d60bfcc3b84e6,0dfab695c6d7ad2ab26b19b9eafb3a5c9b7c365f59a0fd2dbcfc7dbfbb0a6f9c,3237b61d4f7b10008d3e2bf8bfdf6d302bd0d52b4a1f4822fb1d41c46c27948e,a1a7292e0264874a7d31fb7388e6acfba93fde118c40356ad031bb7fcd1273fa,082947c21856f2929b9bb59c037002a753a79a889956494a0e06b43523bda5b6,a7b0da6cc828d228cc3a067b8ac26957ec59d8e9c973bf8c449960fbffdef25d
"240913","25015","25013","0","3000","20000000000","3000","3000","2","2","92409","2","0","2","25021","0","abyss_reward_icon_astralshard","1000","25014"
"240914","25013","25011","0","3000","25000000000","3000","3000","2","2","92409","2","0","2","25021","0","abyss_reward_icon_astralshard","1000","25012"
"240915","0","0","0","0","30000000000","0","0","0","0","92409","0","0","2","90005","0","abyss_reward_icon_hiseki","10","0"
"240916","0","0","0","0","35000000000","0","0","0","0","92409","0","0","2","90005","0","abyss_reward_icon_hiseki","20","0"
"240917","0","0","0","0","40000000000","0","0","0","0","92409","0","0","2","90005","0","abyss_reward_icon_hiseki","30","0"
"240918","0","0","0","0","50000000000","0","0","0","0","92409","0","0","2","90005","0","abyss_reward_icon_hiseki","50","0"
"241001","25015","25021","0","1000","1000000000","200","1000","2","2","92410","2","0","2","25102","0","abyss_reward_icon_masterpieces_piece","10","25014"
"241002","25013","25011","0","1000","2000000000","1000","1000","2","2","92410","2","0","2","25021","0","abyss_reward_icon_astralshard","300","25012"
"241003","25015","25021","0","1000","3000000000","500","1000","2","2","92410","2","0","2","25102","0","abyss_reward_icon_masterpieces_piece","10","25014"
"241004","25013","25011","0","1000","4000000000","1000","1000","2","2","92410","2","0","2","25021","0","abyss_reward_icon_astralshard","500","25012"
"241005","25015","25021","0","1000","5000000000","1000","1000","2","2","92410","2","0","2","25102","0","abyss_reward_icon_masterpieces_piece","10","25014"
"241006","25013","25011","0","1000","6000000000","1000","1000","2","2","92410","2","0","2","25021","0","abyss_reward_icon_astralshard","1000","25012"
"241007","25015","25021","0","3000","7000000000","1000","3000","2","2","92410","2","0","2","25102","0","abyss_reward_icon_masterpieces_piece","10","25014"
"241008","25013","25011","0","3000","8000000000","3000","3000","2","2","92410","2","0","2","25021","0","abyss_reward_icon_astralshard","1000","25012"
"241009","25015","25021","0","3000","9000000000","1000","3000","2","2","92410","2","0","2","25102","0","abyss_reward_icon_masterpieces_piece","10","25014"
"241010","25012","25021","0","3000","10000000000","1000","3000","2","2","92410","2","0","2","25102","0","abyss_reward_icon_masterpieces_piece","10","25011"
"241011","25015","25021","0","3000","12000000000","1000","3000","2","2","92410","2","0","2","25102","0","abyss_reward_icon_masterpieces_piece","10","25013"
"241012","25014","25011","0","3000","16000000000","3000","3000","2","2","92410","2","0","2","25021","0","abyss_reward_icon_astralshard","1000","25012"
"241013","25015","25013","0","3000","20000000000","3000","3000","2","2","92410","2","0","2","25021","0","abyss_reward_icon_astralshard","1000","25014"
"241014","25013","25011","0","3000","25000000000","3000","3000","2","2","92410","2","0","2","25021","0","abyss_reward_icon_astralshard","1000","25012"
"241015","0","0","0","0","30000000000","0","0","0","0","92410","0","0","2","90005","0","abyss_reward_icon_hiseki","10","0"
"241016","0","0","0","0","35000000000","0","0","0","0","92410","0","0","2","90005","0","abyss_reward_icon_hiseki","20","0"
"241017","0","0","0","0","40000000000","0","0","0","0","92410","0","0","2","90005","0","abyss_reward_icon_hiseki","30","0"
"241018","0","0","0","0","50000000000","0","0","0","0","92410","0","0","2","90005","0","abyss_reward_icon_hiseki","50","0"
"241019","0","0","0","0","60000000000","0","0","0","0","92410","0","0","4","140001","0","abyss_reward_icon_piece_p_heart","50","0"
"241020","0","0","0","0","70000000000","0","0","0","0","92410","0","0","4","140001","0","abyss_reward_icon_piece_p_heart","50","0"
"241101","25015","25021","0","1000","1000000000","200","1000","2","2","92411","2","0","2","25102","0","abyss_reward_icon_masterpieces_piece","10","25014"
"241102","25013","25011","0","1000","2000000000","1000","1000","2","2","92411","2","0","2","25021","0","abyss_reward_icon_astralshard","300","25012"
"241103","25015","25021","0","1000","3000000000","500","1000","2","2","92411","2","0","2","25102","0","abyss_reward_icon_masterpieces_piece","10","25014"
"241104","25013","25011","0","1000","4000000000","1000","1000","2","2","92411","2","0","2","25021","0","abyss_reward_icon_astralshard","500","25012"
"241105","25015","25021","0","1000","5000000000","1000","1000","2","2","92411","2","0","2","25102","0","abyss_reward_icon_masterpieces_piece","10","25014"
"241106","25013","25011","0","1000","6000000000","1000","1000","2","2","92411","2","0","2","25021","0","abyss_reward_icon_astralshard","1000","25012"
"241107","25015","25021","0","3000","7000000000","1000","3000","2","2","92411","2","0","2","25102","0","abyss_reward_icon_masterpieces_piece","10","25014"
"241108","25013","25011","0","3000","8000000000","3000","3000","2","2","92411","2","0","2","25021","0","abyss_reward_icon_astralshard","1000","25012"
"241109","25015","25021","0","3000","9000000000","1000","3000","2","2","92411","2","0","2","25102","0","abyss_reward_icon_masterpieces_piece","10","25014"
"241110","25012","25021","0","3000","10000000000","1000","3000","2","2","92411","2","0","2","25102","0","abyss_reward_icon_masterpieces_piece","10","25011"
"241111","25015","25021","0","3000","12000000000","1000","3000","2","2","92411","2","0","2","25102","0","abyss_reward_icon_masterpieces_piece","10","25013"
"241112","25014","25011","0","3000","16000000000","3000","3000","2","2","92411","2","0","2","25021","0","abyss_reward_icon_astralshard","1000","25012"
"241113","25015","25013","0","3000","20000000000","3000","3000","2","2","92411","2","0","2","25021","0","abyss_reward_icon_astralshard","1000","25014"
"241114","25013","25011","0","3000","25000000000","3000","3000","2","2","92411","2","0","2","25021","0","abyss_reward_icon_astralshard","1000","25012"
"241115","0","0","0","0","30000000000","0","0","0","0","92411","0","0","2","90005","0","abyss_reward_icon_hiseki","10","0"
"241116","0","0","0","0","35000000000","0","0","0","0","92411","0","0","2","90005","0","abyss_reward_icon_hiseki","20","0"
"241117","0","0","0","0","40000000000","0","0","0","0","92411","0","0","2","90005","0","abyss_reward_icon_hiseki","30","0"
"241118","0","0","0","0","50000000000","0","0","0","0","92411","0","0","2","90005","0","abyss_reward_icon_hiseki","50","0"
"241119","0","0","0","0","60000000000","0","0","0","0","92411","0","0","4","140001","0","abyss_reward_icon_piece_p_heart","50","0"
"241120","0","0","0","0","70000000000","0","0","0","0","92411","0","0","4","140001","0","abyss_reward_icon_piece_p_heart","50","0"
"241201","25015","25021","0","1000","1000000000","200","1000","2","2","92412","2","0","2","25102","0","abyss_reward_icon_masterpieces_piece","10","25014"
"241202","25013","25011","0","1000","2000000000","1000","1000","2","2","92412","2","0","2","25021","0","abyss_reward_icon_astralshard","300","25012"
"241203","25015","25021","0","1000","3000000000","500","1000","2","2","92412","2","0","2","25102","0","abyss_reward_icon_masterpieces_piece","10","25014"
"241204","25013","25011","0","1000","4000000000","1000","1000","2","2","92412","2","0","2","25021","0","abyss_reward_icon_astralshard","500","25012"
"241205","25015","25021","0","1000","5000000000","1000","1000","2","2","92412","2","0","2","25102","0","abyss_reward_icon_masterpieces_piece","10","25014"
"241206","25013","25011","0","1000","6000000000","1000","1000","2","2","92412","2","0","2","25021","0","abyss_reward_icon_astralshard","1000","25012"
"241207","25015","25021","0","3000","7000000000","1000","3000","2","2","92412","2","0","2","25102","0","abyss_reward_icon_masterpieces_piece","10","25014"
"241208","25013","25011","0","3000","8000000000","3000","3000","2","2","92412","2","0","2","25021","0","abyss_reward_icon_astralshard","1000","25012"
"241209","25015","25021","0","3000","9000000000","1000","3000","2","2","92412","2","0","2","25102","0","abyss_reward_icon_masterpieces_piece","10","25014"
"241210","25012","25021","0","3000","10000000000","1000","3000","2","2","92412","2","0","2","25102","0","abyss_reward_icon_masterpieces_piece","10","25011"
"241211","25015","25021","0","3000","12000000000","1000","3000","2","2","92412","2","0","2","25102","0","abyss_reward_icon_masterpieces_piece","10","25013"
"241212","25014","25011","0","3000","16000000000","3000","3000","2","2","92412","2","0","2","25021","0","abyss_reward_icon_astralshard","1000","25012"
"241213","25015","25013","0","3000","20000000000","3000","3000","2","2","92412","2","0","2","25021","0","abyss_reward_icon_astralshard","1000","25014"
"241214","25013","25011","0","3000","25000000000","3000","3000","2","2","92412","2","0","2","25021","0","abyss_reward_icon_astralshard","1000","25012"
"241215","0","0","0","0","30000000000","0","0","0","0","92412","0","0","2","90005","0","abyss_reward_icon_hiseki","10","0"
"241216","0","0","0","0","35000000000","0","0","0","0","92412","0","0","2","90005","0","abyss_reward_icon_hiseki","20","0"
"241217","0","0","0","0","40000000000","0","0","0","0","92412","0","0","2","90005","0","abyss_reward_icon_hiseki","30","0"
"241218","0","0","0","0","50000000000","0","0","0","0","92412","0","0","2","90005","0","abyss_reward_icon_hiseki","50","0"
"241219","0","0","0","0","60000000000","0","0","0","0","92412","0","0","4","140001","0","abyss_reward_icon_piece_p_heart","50","0"
"241220","0","0","0","0","70000000000","0","0","0","0","92412","0","0","4","140001","0","abyss_reward_icon_piece_p_heart","50","0"
"241401","25015","25021","0","1000","1000000000","200","1000","2","2","92414","2","0","2","25102","0","abyss_reward_icon_masterpieces_piece","10","25014"
"241402","25013","25011","0","1000","2000000000","1000","1000","2","2","92414","2","0","2","25021","0","abyss_reward_icon_astralshard","300","25012"
"241403","25015","25021","0","1000","3000000000","500","1000","2","2","92414","2","0","2","25102","0","abyss_reward_icon_masterpieces_piece","10","25014"
"241404","25013","25011","0","1000","4000000000","1000","1000","2","2","92414","2","0","2","25021","0","abyss_reward_icon_astralshard","500","25012"
"241405","25015","25021","0","1000","5000000000","1000","1000","2","2","92414","2","0","2","25102","0","abyss_reward_icon_masterpieces_piece","10","25014"
"241406","25013","25011","0","1000","6000000000","1000","1000","2","2","92414","2","0","2","25021","0","abyss_reward_icon_astralshard","1000","25012"
"241407","25015","25021","0","3000","7000000000","1000","3000","2","2","92414","2","0","2","25102","0","abyss_reward_icon_masterpieces_piece","10","25014"
"241408","25013","25011","0","3000","8000000000","3000","3000","2","2","92414","2","0","2","25021","0","abyss_reward_icon_astralshard","1000","25012"
"241409","25015","25021","0","3000","9000000000","1000","3000","2","2","92414","2","0","2","25102","0","abyss_reward_icon_masterpieces_piece","10","25014"
"241410","25012","25021","0","3000","10000000000","1000","3000","2","2","92414","2","0","2","25102","0","abyss_reward_icon_masterpieces_piece","10","25011"
"241411","25015","25021","0","3000","12000000000","1000","3000","2","2","92414","2","0","2","25102","0","abyss_reward_icon_masterpieces_piece","10","25013"
"241412","25014","25011","0","3000","16000000000","3000","3000","2","2","92414","2","0","2","25021","0","abyss_reward_icon_astralshard","1000","25012"
"241413","25015","25013","0","3000","20000000000","3000","3000","2","2","92414","2","0","2","25021","0","abyss_reward_icon_astralshard","1000","25014"
"241414","25013","25011","0","3000","25000000000","3000","3000","2","2","92414","2","0","2","25021","0","abyss_reward_icon_astralshard","1000","25012"
"241415","0","0","0","0","30000000000","0","0","0","0","92414","0","0","2","90005","0","abyss_reward_icon_hiseki","10","0"
"241416","0","0","0","0","35000000000","0","0","0","0","92414","0","0","2","90005","0","abyss_reward_icon_hiseki","20","0"
"241417","0","0","0","0","40000000000","0","0","0","0","92414","0","0","2","90005","0","abyss_reward_icon_hiseki","30","0"
"241418","0","0","0","0","50000000000","0","0","0","0","92414","0","0","2","90005","0","abyss_reward_icon_hiseki","50","0"
"241419","0","0","0","0","60000000000","0","0","0","0","92414","0","0","4","140001","0","abyss_reward_icon_piece_p_heart","50","0"
"241420","0","0","0","0","70000000000","0","0","0","0","92414","0","0","4","140001","0","abyss_reward_icon_piece_p_heart","50","0"
"241501","25015","25021","0","1250","1000000000","500","1250","2","2","92415","2","0","2","25102","0","abyss_reward_icon_masterpieces_piece","10","25014"
"241502","25013","25011","0","1250","2000000000","1250","1250","2","2","92415","2","0","2","25021","0","abyss_reward_icon_astralshard","500","25012"
"241503","25015","25021","0","1250","3000000000","500","1250","2","2","92415","2","0","2","25102","0","abyss_reward_icon_masterpieces_piece","10","25014"
"241504","25013","25011","0","1250","4000000000","1250","1250","2","2","92415","2","0","2","25021","0","abyss_reward_icon_astralshard","500","25012"
"241505","25015","25021","0","1250","5000000000","1000","1250","2","2","92415","2","0","2","25102","0","abyss_reward_icon_masterpieces_piece","10","25014"
"241506","25013","25011","0","1250","6000000000","1250","1250","2","2","92415","2","0","2","25021","0","abyss_reward_icon_astralshard","1000","25012"
"241507","25015","25021","0","3000","7000000000","1000","3000","2","2","92415","2","0","2","25102","0","abyss_reward_icon_masterpieces_piece","10","25014"
"241508","25013","25011","0","3000","8000000000","3000","3000","2","2","92415","2","0","2","25021","0","abyss_reward_icon_astralshard","1000","25012"
"241509","25015","25021","0","3000","9000000000","1000","3000","2","2","92415","2","0","2","25102","0","abyss_reward_icon_masterpieces_piece","10","25014"
"241510","25012","25021","0","3000","10000000000","1000","3000","2","2","92415","2","0","2","25102","0","abyss_reward_icon_masterpieces_piece","10","25011"
"241511","25015","25021","0","3000","12000000000","1000","3000","2","2","92415","2","0","2","25102","0","abyss_reward_icon_masterpieces_piece","10","25013"
"241512","25014","25011","0","3000","16000000000","3000","3000","2","2","92415","2","0","2","25021","0","abyss_reward_icon_astralshard","1000","25012"
"241513","25015","25013","0","3000","20000000000","3000","3000","2","2","92415","2","0","2","25021","0","abyss_reward_icon_astralshard","1000","25014"
"241514","25013","25011","0","3000","25000000000","3000","3000","2","2","92415","2","0","2","25021","0","abyss_reward_icon_astralshard","1000","25012"
"241515","0","0","0","0","30000000000","0","0","0","0","92415","0","0","2","90005","0","abyss_reward_icon_hiseki","10","0"
"241516","0","0","0","0","35000000000","0","0","0","0","92415","0","0","2","90005","0","abyss_reward_icon_hiseki","20","0"
"241517","0","0","0","0","40000000000","0","0","0","0","92415","0","0","2","90005","0","abyss_reward_icon_hiseki","30","0"
"241518","0","0","0","0","50000000000","0","0","0","0","92415","0","0","2","90005","0","abyss_reward_icon_hiseki","50","0"
"241519","0","0","0","0","60000000000","0","0","0","0","92415","0","0","4","140001","0","abyss_reward_icon_piece_p_heart","50","0"
"241520","0","0","0","0","70000000000","0","0","0","0","92415","0","0","4","140001","0","abyss_reward_icon_piece_p_heart","50","0"
"241601","25015","25021","0","1250","1000000000","500","1250","2","2","92416","2","0","2","25102","0","abyss_reward_icon_masterpieces_piece","10","25014"
"241602","25013","25011","0","1250","2000000000","1250","1250","2","2","92416","2","0","2","25021","0","abyss_reward_icon_astralshard","500","25012"
"241603","25015","25021","0","1250","3000000000","500","1250","2","2","92416","2","0","2","25102","0","abyss_reward_icon_masterpieces_piece","10","25014"
"241604","25013","25011","0","1250","4000000000","1250","1250","2","2","92416","2","0","2","25021","0","abyss_reward_icon_astralshard","500","25012"
"241605","25015","25021","0","1250","5000000000","1000","1250","2","2","92416","2","0","2","25102","0","abyss_reward_icon_masterpieces_piece","10","25014"
"241606","25013","25011","0","1250","6000000000","1250","1250","2","2","92416","2","0","2","25021","0","abyss_reward_icon_astralshard","1000","25012"
"241607","25015","25021","0","3000","7000000000","1000","3000","2","2","92416","2","0","2","25102","0","abyss_reward_icon_masterpieces_piece","10","25014"
"241608","25013","25011","0","3000","8000000000","3000","3000","2","2","92416","2","0","2","25021","0","abyss_reward_icon_astralshard","1000","25012"
"241609","25015","25021","0","3000","9000000000","1000","3000","2","2","92416","2","0","2","25102","0","abyss_reward_icon_masterpieces_piece","10","25014"
"241610","25012","25021","0","3000","10000000000","1000","3000","2","2","92416","2","0","2","25102","0","abyss_reward_icon_masterpieces_piece","10","25011"
"241611","25015","25021","0","3000","12000000000","1000","3000","2","2","92416","2","0","2","25102","0","abyss_reward_icon_masterpieces_piece","10","25013"
"241612","25014","25011","0","3000","16000000000","3000","3000","2","2","92416","2","0","2","25021","0","abyss_reward_icon_astralshard","1000","25012"
"241613","25015","25013","0","3000","20000000000","3000","3000","2","2","92416","2","0","2","25021","0","abyss_reward_icon_astralshard","1000","25014"
"241614","25013","25011","0","3000","25000000000","3000","3000","2","2","92416","2","0","2","25021","0","abyss_reward_icon_astralshard","1000","25012"
"241615","0","0","0","0","30000000000","0","0","0","0","92416","0","0","2","90005","0","abyss_reward_icon_hiseki","10","0"
"241616","0","0","0","0","35000000000","0","0","0","0","92416","0","0","2","90005","0","abyss_reward_icon_hiseki","20","0"
"241617","0","0","0","0","40000000000","0","0","0","0","92416","0","0","2","90005","0","abyss_reward_icon_hiseki","30","0"
"241618","0","0","0","0","50000000000","0","0","0","0","92416","0","0","2","90005","0","abyss_reward_icon_hiseki","50","0"
"241619","0","0","0","0","60000000000","0","0","0","0","92416","0","0","4","140001","0","abyss_reward_icon_piece_p_heart","50","0"
"241620","0","0","0","0","70000000000","0","0","0","0","92416","0","0","4","140001","0","abyss_reward_icon_piece_p_heart","50","0"
"241701","25015","25021","0","1250","1000000000","500","1250","2","2","92417","2","0","2","25102","0","abyss_reward_icon_masterpieces_piece","10","25014"
"241702","25013","25011","0","1250","2000000000","1250","1250","2","2","92417","2","0","2","25021","0","abyss_reward_icon_astralshard","500","25012"
"241703","25015","25021","0","1250","3000000000","500","1250","2","2","92417","2","0","2","25102","0","abyss_reward_icon_masterpieces_piece","10","25014"
"241704","25013","25011","0","1250","4000000000","1250","1250","2","2","92417","2","0","2","25021","0","abyss_reward_icon_astralshard","500","25012"
"241705","25015","25021","0","1250","5000000000","1000","1250","2","2","92417","2","0","2","25102","0","abyss_reward_icon_masterpieces_piece","10","25014"
"241706","25013","25011","0","1250","6000000000","1250","1250","2","2","92417","2","0","2","25021","0","abyss_reward_icon_astralshard","1000","25012"
"241707","25015","25021","0","3000","7000000000","1000","3000","2","2","92417","2","0","2","25102","0","abyss_reward_icon_masterpieces_piece","10","25014"
"241708","25013","25011","0","3000","8000000000","3000","3000","2","2","92417","2","0","2","25021","0","abyss_reward_icon_astralshard","1000","25012"
"241709","25015","25021","0","3000","9000000000","1000","3000","2","2","92417","2","0","2","25102","0","abyss_reward_icon_masterpieces_piece","10","25014"
"241710","25012","25021","0","3000","10000000000","1000","3000","2","2","92417","2","0","2","25102","0","abyss_reward_icon_masterpieces_piece","10","25011"
"241711","25015","25021","0","3000","12000000000","1000","3000","2","2","92417","2","0","2","25102","0","abyss_reward_icon_masterpieces_piece","10","25013"
"241712","25014","25011","0","3000","16000000000","3000","3000","2","2","92417","2","0","2","25021","0","abyss_reward_icon_astralshard","1000","25012"
"241713","25015","25013","0","3000","20000000000","3000","3000","2","2","92417","2","0","2","25021","0","abyss_reward_icon_astralshard","1000","25014"
"241714","25013","25011","0","3000","25000000000","3000","3000","2","2","92417","2","0","2","25021","0","abyss_reward_icon_astralshard","1000","25012"
"241715","0","0","0","0","30000000000","0","0","0","0","92417","0","0","2","90005","0","abyss_reward_icon_hiseki","10","0"
