8caf32071655bf78716b25e23b1ddb761b0fd288078b3311854bd1dfe7fe5b30,9cf3c6dc80707a0a20c6feffb97aaa0b168c88498e8c124a06f0e5cda75dff34,3e8ddd1ae59585d54cac9162158f19673432935c2491bd874f07cf84bf9bfe63,dc11d6f10ef3099b01506062fcf92c7024c5101fcf7d73ef6354dbc917d212ba,b7f1f6276236a2590ae7546ddbdb512d7f966e1baee6a9a368854e5324d6033b,4c34f1d1d380a3bba0622b576030d7f11f3dfb7e549699c1a220ed5006db1e33,ea9159a060314f3d32b4b267f168e4abb83a2d318916bcd51971b628c752f73b,288f3ecb0e3eeac8448bdf0cad18cf47f8ceabd35d36264382dd3736d27dfd3d,1001fada0bee7eef436dfece14c98e86a201ce22896d9e98cbb2288bfbe29b95,b4c40355ea66266f61eae1427ce5e6aa23680adfbcb34d7338c99965642ea227,ff53eb0c90db39df4cc29f49b22a0f7936dcdd25b27861577d9deed91b0120fb,16ed4a68f85a35302bad4f07e8d81c9d3984d5397c04d37840b07ea345cbef87
"924111100","0","1","924112101","92411110","90","1","500000000","1","92411","92411120","924113101"
"924111200","92411110","2","924112102","92411120","90","2","1000000000","1","92411","92411130","924113102"
"924111300","92411120","3","924112103","92411130","90","3","1500000000","1","92411","92411140","924113103"
"924111400","92411130","4","924112104","92411140","90","4","0","1","92411","0","924113104"
"924112100","0","1","924112201","92411210","90","1","500000000","1","92411","92411220","924113201"
"924112200","92411210","2","924112202","92411220","90","2","1000000000","1","92411","92411230","924113202"
"924112300","92411220","3","924112203","92411230","90","3","1500000000","1","92411","92411240","924113203"
"924112400","92411230","4","924112204","92411240","90","4","0","1","92411","0","924113204"
"924113100","0","1","924112301","92411310","90","1","500000000","1","92411","92411320","924113301"
"924113200","92411310","2","924112302","92411320","90","2","1000000000","1","92411","92411330","924113302"
"924113300","92411320","3","924112303","92411330","90","3","1500000000","1","92411","92411340","924113303"
"924113400","92411330","4","924112304","92411340","90","4","0","1","92411","0","924113304"
"924121100","0","1","924122101","92412110","90","1","500000000","1","92412","92412120","924123101"
"924121200","92412110","2","924122102","92412120","90","2","1000000000","1","92412","92412130","924123102"
"924121300","92412120","3","924122103","92412130","90","3","1500000000","1","92412","92412140","924123103"
"924121400","92412130","4","924122104","92412140","90","4","0","1","92412","0","924123104"
"924122100","0","1","924122201","92412210","90","1","500000000","1","92412","92412220","924123201"
"924122200","92412210","2","924122202","92412220","90","2","1000000000","1","92412","92412230","924123202"
"924122300","92412220","3","924122203","92412230","90","3","1500000000","1","92412","92412240","924123203"
"924122400","92412230","4","924122204","92412240","90","4","0","1","92412","0","924123204"
"924123100","0","1","924122301","92412310","90","1","500000000","1","92412","92412320","924123301"
"924123200","92412310","2","924122302","92412320","90","2","1000000000","1","92412","92412330","924123302"
"924123300","92412320","3","924122303","92412330","90","3","1500000000","1","92412","92412340","924123303"
"924123400","92412330","4","924122304","92412340","90","4","0","1","92412","0","924123304"
"924141100","0","1","924142101","92414110","90","1","500000000","1","92414","92414120","924143101"
"924141200","92414110","2","924142102","92414120","90","2","1000000000","1","92414","92414130","924143102"
"924141300","92414120","3","924142103","92414130","90","3","1500000000","1","92414","92414140","924143103"
"924141400","92414130","4","924142104","92414140","90","4","0","1","92414","0","924143104"
"924142100","0","1","924142201","92414210","90","1","500000000","1","92414","92414220","924143201"
"924142200","92414210","2","924142202","92414220","90","2","1000000000","1","92414","92414230","924143202"
"924142300","92414220","3","924142203","92414230","90","3","1500000000","1","92414","92414240","924143203"
"924142400","92414230","4","924142204","92414240","90","4","0","1","92414","0","924143204"
"924143100","0","1","924142301","92414310","90","1","500000000","1","92414","92414320","924143301"
"924143200","92414310","2","924142302","92414320","90","2","1000000000","1","92414","92414330","924143302"
"924143300","92414320","3","924142303","92414330","90","3","1500000000","1","92414","92414340","924143303"
"924143400","92414330","4","924142304","92414340","90","4","0","1","92414","0","924143304"
"924151100","0","1","924152101","92415110","90","1","500000000","1","92415","92415120","924153101"
"924151200","92415110","2","924152102","92415120","90","2","1000000000","1","92415","92415130","924153102"
"924151300","92415120","3","924152103","92415130","90","3","1500000000","1","92415","92415140","924153103"
"924151400","92415130","4","924152104","92415140","90","4","0","1","92415","0","924153104"
"924152100","0","1","924152201","92415210","90","1","500000000","1","92415","92415220","924153201"
"924152200","92415210","2","924152202","92415220","90","2","1000000000","1","92415","92415230","924153202"
"924152300","92415220","3","924152203","92415230","90","3","1500000000","1","92415","92415240","924153203"
"924152400","92415230","4","924152204","92415240","90","4","0","1","92415","0","924153204"
"924153100","0","1","924152301","92415310","90","1","500000000","1","92415","92415320","924153301"
"924153200","92415310","2","924152302","92415320","90","2","1000000000","1","92415","92415330","924153302"
"924153300","92415320","3","924152303","92415330","90","3","1500000000","1","92415","92415340","924153303"
"924153400","92415330","4","924152304","92415340","90","4","0","1","92415","0","924153304"
"924161100","0","1","924162101","92416110","90","1","500000000","1","92416","92416120","924163101"
"924161200","92416110","2","924162102","92416120","90","2","1000000000","1","92416","92416130","924163102"
"924161300","92416120","3","924162103","92416130","90","3","1500000000","1","92416","92416140","924163103"
"924161400","92416130","4","924162104","92416140","90","4","0","1","92416","0","924163104"
"924162100","0","1","924162201","92416210","90","1","500000000","1","92416","92416220","924163201"
"924162200","92416210","2","924162202","92416220","90","2","1000000000","1","92416","92416230","924163202"
"924162300","92416220","3","924162203","92416230","90","3","1500000000","1","92416","92416240","924163203"
"924162400","92416230","4","924162204","92416240","90","4","0","1","92416","0","924163204"
"924163100","0","1","924162301","92416310","90","1","500000000","1","92416","92416320","924163301"
"924163200","92416310","2","924162302","92416320","90","2","1000000000","1","92416","92416330","924163302"
"924163300","92416320","3","924162303","92416330","90","3","1500000000","1","92416","92416340","924163303"
"924163400","92416330","4","924162304","92416340","90","4","0","1","92416","0","924163304"
"924171100","0","1","924172101","92417110","90","1","500000000","1","92417","92417120","924173101"
"924171200","92417110","2","924172102","92417120","90","2","1000000000","1","92417","92417130","924173102"
"924171300","92417120","3","924172103","92417130","90","3","1500000000","1","92417","92417140","924173103"
"924171400","92417130","4","924172104","92417140","90","4","0","1","92417","0","924173104"
"924172100","0","1","924172201","92417210","90","1","500000000","1","92417","92417220","924173201"
"924172200","92417210","2","924172202","92417220","90","2","1000000000","1","92417","92417230","924173202"
"924172300","92417220","3","924172203","92417230","90","3","1500000000","1","92417","92417240","924173203"
"924172400","92417230","4","924172204","92417240","90","4","0","1","92417","0","924173204"
"924173100","0","1","924172301","92417310","90","1","500000000","1","92417","92417320","924173301"
"924173200","92417310","2","924172302","92417320","90","2","1000000000","1","92417","92417330","924173302"
"924173300","92417320","3","924172303","92417330","90","3","1500000000","1","92417","92417340","924173303"
"924173400","92417330","4","924172304","92417340","90","4","0","1","92417","0","924173304"
"924181100","0","1","924182101","92418110","90","1","500000000","1","92418","92418120","924183101"
"924181200","92418110","2","924182102","92418120","90","2","1000000000","1","92418","92418130","924183102"
"924181300","92418120","3","924182103","92418130","90","3","1500000000","1","92418","92418140","924183103"
"924181400","92418130","4","924182104","92418140","90","4","0","1","92418","0","924183104"
"924182100","0","1","924182201","92418210","90","1","500000000","1","92418","92418220","924183201"
"924182200","92418210","2","924182202","92418220","90","2","1000000000","1","92418","92418230","924183202"
"924182300","92418220","3","924182203","92418230","90","3","1500000000","1","92418","92418240","924183203"
"924182400","92418230","4","924182204","92418240","90","4","0","1","92418","0","924183204"
"924183100","0","1","924182301","92418310","90","1","500000000","1","92418","92418320","924183301"
"924183200","92418310","2","924182302","92418320","90","2","1000000000","1","92418","92418330","924183302"
"924183300","92418320","3","924182303","92418330","90","3","1500000000","1","92418","92418340","924183303"
"924183400","92418330","4","924182304","92418340","90","4","0","1","92418","0","924183304"
"924191100","0","1","924192101","92419110","90","1","500000000","1","92419","92419120","924193101"
"924191200","92419110","2","924192102","92419120","90","2","1000000000","1","92419","92419130","924193102"
"924191300","92419120","3","924192103","92419130","90","3","1500000000","1","92419","92419140","924193103"
"924191400","92419130","4","924192104","92419140","90","4","0","1","92419","0","924193104"
"924192100","0","1","924192201","92419210","90","1","500000000","1","92419","92419220","924193201"
"924192200","92419210","2","924192202","92419220","90","2","1000000000","1","92419","92419230","924193202"
"924192300","92419220","3","924192203","92419230","90","3","1500000000","1","92419","92419240","924193203"
"924192400","92419230","4","924192204","92419240","90","4","0","1","92419","0","924193204"
"924193100","0","1","924192301","92419310","90","1","500000000","1","92419","92419320","924193301"
"924193200","92419310","2","924192302","92419320","90","2","1000000000","1","92419","92419330","924193302"
"924193300","92419320","3","924192303","92419330","90","3","1500000000","1","92419","92419340","924193303"
"924193400","92419330","4","924192304","92419340","90","4","0","1","92419","0","924193304"
"924201100","0","1","924202101","92420110","90","1","500000000","1","92420","92420120","924203101"
"924201200","92420110","2","924202102","92420120","90","2","1000000000","1","92420","92420130","924203102"
"924201300","92420120","3","924202103","92420130","90","3","1500000000","1","92420","92420140","924203103"
"924201400","92420130","4","924202104","92420140","90","4","0","1","92420","0","924203104"
"924202100","0","1","924202201","92420210","90","1","500000000","1","92420","92420220","924203201"
"924202200","92420210","2","924202202","92420220","90","2","1000000000","1","92420","92420230","924203202"
"924202300","92420220","3","924202203","92420230","90","3","1500000000","1","92420","92420240","924203203"
"924202400","92420230","4","924202204","92420240","90","4","0","1","92420","0","924203204"
"924203100","0","1","924202301","92420310","90","1","500000000","1","92420","92420320","924203301"
"924203200","92420310","2","924202302","92420320","90","2","1000000000","1","92420","92420330","924203302"
"924203300","92420320","3","924202303","92420330","90","3","1500000000","1","92420","92420340","924203303"
"924203400","92420330","4","924202304","92420340","90","4","0","1","92420","0","924203304"
"924211100","0","1","924212101","92421110","90","1","500000000","1","92421","92421120","924213101"
"924211200","92421110","2","924212102","92421120","90","2","1000000000","1","92421","92421130","924213102"
"924211300","92421120","3","924212103","92421130","90","3","1500000000","1","92421","92421140","924213103"
"924211400","92421130","4","924212104","92421140","90","4","0","1","92421","0","924213104"
"924212100","0","1","924212201","92421210","90","1","500000000","1","92421","92421220","924213201"
"924212200","92421210","2","924212202","92421220","90","2","1000000000","1","92421","92421230","924213202"
"924212300","92421220","3","924212203","92421230","90","3","1500000000","1","92421","92421240","924213203"
"924212400","92421230","4","924212204","92421240","90","4","0","1","92421","0","924213204"
"924213100","0","1","924212301","92421310","90","1","500000000","1","92421","92421320","924213301"
"924213200","92421310","2","924212302","92421320","90","2","1000000000","1","92421","92421330","924213302"
"924213300","92421320","3","924212303","92421330","90","3","1500000000","1","92421","92421340","924213303"
"924213400","92421330","4","924212304","92421340","90","4","0","1","92421","0","924213304"
"924221100","0","1","924222101","92422110","90","1","500000000","1","92422","92422120","924223101"
"924221200","92422110","2","924222102","92422120","90","2","1000000000","1","92422","92422130","924223102"
"924221300","92422120","3","924222103","92422130","90","3","1500000000","1","92422","92422140","924223103"
"924221400","92422130","4","924222104","92422140","90","4","0","1","92422","0","924223104"
"924222100","0","1","924222201","92422210","90","1","500000000","1","92422","92422220","924223201"
"924222200","92422210","2","924222202","92422220","90","2","1000000000","1","92422","92422230","924223202"
"924222300","92422220","3","924222203","92422230","90","3","1500000000","1","92422","92422240","924223203"
"924222400","92422230","4","924222204","92422240","90","4","0","1","92422","0","924223204"
"924223100","0","1","924222301","92422310","90","1","500000000","1","92422","92422320","924223301"
"924223200","92422310","2","924222302","92422320","90","2","1000000000","1","92422","92422330","924223302"
"924223300","92422320","3","924222303","92422330","90","3","1500000000","1","92422","92422340","924223303"
"924223400","92422330","4","924222304","92422340","90","4","0","1","92422","0","924223304"
"924231100","0","1","924232101","92423110","90","1","500000000","1","92423","92423120","924233101"
"924231200","92423110","2","924232102","92423120","90","2","1000000000","1","92423","92423130","924233102"
"924231300","92423120","3","924232103","92423130","90","3","1500000000","1","92423","92423140","924233103"
"924231400","92423130","4","924232104","92423140","90","4","0","1","92423","0","924233104"
"924232100","0","1","924232201","92423210","90","1","500000000","1","92423","92423220","924233201"
"924232200","92423210","2","924232202","92423220","90","2","1000000000","1","92423","92423230","924233202"
"924232300","92423220","3","924232203","92423230","90","3","1500000000","1","92423","92423240","924233203"
"924232400","92423230","4","924232204","92423240","90","4","0","1","92423","0","924233204"
"924233100","0","1","924232301","92423310","90","1","500000000","1","92423","92423320","924233301"
"924233200","92423310","2","924232302","92423320","90","2","1000000000","1","92423","92423330","924233302"
"924233300","92423320","3","924232303","92423330","90","3","1500000000","1","92423","92423340","924233303"
"924233400","92423330","4","924232304","92423340","90","4","0","1","92423","0","924233304"
"924241100","0","1","924242101","92424110","90","1","500000000","1","92424","92424120","924243101"
"924241200","92424110","2","924242102","92424120","90","2","1000000000","1","92424","92424130","924243102"
"924241300","92424120","3","924242103","92424130","90","3","1500000000","1","92424","92424140","924243103"
"924241400","92424130","4","924242104","92424140","90","4","0","1","92424","0","924243104"
"924242100","0","1","924242201","92424210","90","1","500000000","1","92424","92424220","924243201"
"924242200","92424210","2","924242202","92424220","90","2","1000000000","1","92424","92424230","924243202"
"924242300","92424220","3","924242203","92424230","90","3","1500000000","1","92424","92424240","924243203"
"924242400","92424230","4","924242204","92424240","90","4","0","1","92424","0","924243204"
"924243100","0","1","924242301","92424310","90","1","500000000","1","92424","92424320","924243301"
"924243200","92424310","2","924242302","92424320","90","2","1000000000","1","92424","92424330","924243302"
"924243300","92424320","3","924242303","92424330","90","3","1500000000","1","92424","92424340","924243303"
"924243400","92424330","4","924242304","92424340","90","4","0","1","92424","0","924243304"
"924251100","0","1","924252101","92425110","90","1","500000000","1","92425","92425120","924253101"
"924251200","92425110","2","924252102","92425120","90","2","1000000000","1","92425","92425130","924253102"
"924251300","92425120","3","924252103","92425130","90","3","1500000000","1","92425","92425140","924253103"
"924251400","92425130","4","924252104","92425140","90","4","0","1","92425","0","924253104"
"924252100","0","1","924252201","92425210","90","1","500000000","1","92425","92425220","924253201"
"924252200","92425210","2","924252202","92425220","90","2","1000000000","1","92425","92425230","924253202"
"924252300","92425220","3","924252203","92425230","90","3","1500000000","1","92425","92425240","924253203"
"924252400","92425230","4","924252204","92425240","90","4","0","1","92425","0","924253204"
"924253100","0","1","924252301","92425310","90","1","500000000","1","92425","92425320","924253301"
"924253200","92425310","2","924252302","92425320","90","2","1000000000","1","92425","92425330","924253302"
"924253300","92425320","3","924252303","92425330","90","3","1500000000","1","92425","92425340","924253303"
"924253400","92425330","4","924252304","92425340","90","4","0","1","92425","0","924253304"
"924261100","0","1","924262101","92426110","90","1","500000000","1","92426","92426120","924263101"
"924261200","92426110","2","924262102","92426120","90","2","1000000000","1","92426","92426130","924263102"
"924261300","92426120","3","924262103","92426130","90","3","1500000000","1","92426","92426140","924263103"
"924261400","92426130","4","924262104","92426140","90","4","0","1","92426","0","924263104"
"924262100","0","1","924262201","92426210","90","1","500000000","1","92426","92426220","924263201"
"924262200","92426210","2","924262202","92426220","90","2","1000000000","1","92426","92426230","924263202"
"924262300","92426220","3","924262203","92426230","90","3","1500000000","1","92426","92426240","924263203"
"924262400","92426230","4","924262204","92426240","90","4","0","1","92426","0","924263204"
"924263100","0","1","924262301","92426310","90","1","500000000","1","92426","92426320","924263301"
"924263200","92426310","2","924262302","92426320","90","2","1000000000","1","92426","92426330","924263302"
"924263300","92426320","3","924262303","92426330","90","3","1500000000","1","92426","92426340","924263303"
"924263400","92426330","4","924262304","92426340","90","4","0","1","92426","0","924263304"
"925011100","0","1","925012101","92501110","90","1","500000000","1","92413","92501120","925013101"
"925011200","92501110","2","925012102","92501120","90","2","1000000000","1","92413","92501130","925013102"
"925011300","92501120","3","925012103","92501130","90","3","1500000000","1","92413","92501140","925013103"
"925011400","92501130","4","925012104","92501140","90","4","0","1","92413","0","925013104"
"925012100","0","1","925012201","92501210","90","1","500000000","1","92413","92501220","925013201"
"925012200","92501210","2","925012202","92501220","90","2","1000000000","1","92413","92501230","925013202"
"925012300","92501220","3","925012203","92501230","90","3","1500000000","1","92413","92501240","925013203"
"925012400","92501230","4","925012204","92501240","90","4","0","1","92413","0","925013204"
"925013100","0","1","925012301","92501310","90","1","500000000","1","92413","92501320","925013301"
"925013200","92501310","2","925012302","92501320","90","2","1000000000","1","92413","92501330","925013302"
"925013300","92501320","3","925012303","92501330","90","3","1500000000","1","92413","92501340","925013303"
"925013400","92501330","4","925012304","92501340","90","4","0","1","92413","0","925013304"
