02395acef4bfcfae3859f451167a7fb6959b7510758103b4c22f19a5e73f6959,21e406b3c555efea6f963172dbd38dd2f591278bd28c052f9343573667440721,3955f5cc1bedf1b35e951aa0f167bbcbe0ebc8559863dbe6758c0a098a22d307,15f7c70ef08f1c8508411203bc44781ad989dc792b2ab08a23e19500c1682d77,330e9a8986236f5d638376bf6ebae068c668ee6974b1626267d055408fa0c82d,8770915f8e2dc1a14de0c3ca3b0e66ce0fe13bf4654af555dd00680222c7e444,9487ae934e1ebadc74126e2ffdbc53f4eb207657744980d4676a71214f09c611,33d433577723224da2780c9b556bfc647333dcc2b21415bd989b53dfd2926ad8,50ea9275bba473f4599f3190dc835b274941e7f61fadcd752403e375985d6080,c8caaa2c2c7add9f94fef47c2a84400a653a23f89c8bbb0c01462b99634b23b7,d825605f0439701c51e3edc83879f4e9383f16a68edac668ae749ce43a9e3fda
"61099","3","","0.2","1","102311","","","5152061","joy_idle",""
"61100","3","","0.2","1","102111","","","5152061","joy_idle",""
"61101","3","","0.2","1","107711","","","5152061","joy_idle",""
"61102","3","","0.2","1","122811","","","5152061","joy_idle",""
"61103","3","","0.2","1","122911","","","5152061","joy_idle",""
"61104","3","","0.2","1","122711","","","5152061","joy_idle",""
"61105","3","0","0.2","0","110311","","0","5152061","kids_jump_in_saren","kids_jump_sideHair_out"
"61106","21","","","0","vo_rag","","","5152061","vo_rag_6008","0"
"61107","11","0","0","10","110311","1","0","5152061","最後はみんなで大きく…ジャーンプ！","1"
"61108","93","","","","0.1","","","5152061","0",""
"61109","3","1","0.2","0","131911","","0","5152061","kids_jump_in","kids_jump_mid"
"61110","3","1","0.2","0","102311","","0","5152061","kids_jump_in","kids_jump_mid"
"61111","3","1","0.2","0","102111","","0","5152061","kids_jump_in","kids_jump_mid"
"61112","3","1","0.2","0","107711","","0","5152061","kids_jump_in","kids_jump_mid"
"61113","3","1","0.2","0","122811","","0","5152061","kids_jump_in","kids_jump_mid"
"61114","3","1","0.2","0","122911","","0","5152061","kids_jump_in","kids_jump_mid"
"61115","3","1","0.2","0","122711","","0","5152061","kids_jump_in","kids_jump_mid"
"61116","93","","","","4.1","","","5152061","0",""
"61117","91","","","0","61107","","","5152061","","0"
"61118","37","","","","2","","","5152061","finish",""
"61119","23","","","0","se_10058300","","","5152061","se_10058300_kids_finish",""
"61120","3","","0","0","131911","","","5152061","kids_jump_out",""
"61121","3","","0","0","102311","","","5152061","kids_jump_out",""
"61122","3","","0","0","102111","","","5152061","kids_jump_out",""
"61123","3","","0","0","107711","","","5152061","kids_jump_sideHair_out",""
"61124","3","","0","0","122811","","","5152061","kids_jump_out",""
"61125","3","","0","0","122911","","","5152061","kids_jump_out",""
"61126","3","","0","0","122711","","","5152061","kids_jump_sideHair_out",""
"61127","21","","","0","vo_rag","","","5152061","vo_rag_6009","0"
"61128","3","","0","0","2","","","5152061","1009_in",""
"61129","93","","","","0.4","","","5152061","1",""
"61130","3","","0","0","2","","","5152061","1009_mid",""
"61131","92","","","","","","","5152061","",""
"61132","3","","0","0","2","","","5152061","1009_out",""
"61133","93","","","","0.2","","","5152061","0",""
"61134","3","1","0","0","131911","","0.2","5152061","kids_jump_end","idle_normal"
"61135","3","1","0","0","102311","","0.2","5152061","kids_jump_end","joy_idle_normal"
"61136","3","1","0","0","102111","","0.2","5152061","kids_jump_end","wish_idle"
"61137","3","1","0","0","107711","","0.2","5152061","kids_jump_sideHair_end","idle_normal"
"61138","3","1","0","0","122811","","0.2","5152061","kids_jump_end","doya_idle"
"61139","3","1","0","0","122911","","0.2","5152061","kids_jump_end","idle_normal"
"61140","3","1","0","0","122711","","0.2","5152061","kids_jump_sideHair_end","idle_normal"
"61141","27","0","0","0.5","bgm_MC173B","","1","5152061","bgm_MC173B","0.5"
"61142","3","1","0","0","110311","","0.2","5152061","kids_jump_sideHair_end","talk_normal"
"61143","21","","","0","vo_rag","","","5152061","vo_rag_6010","0"
"61144","11","1","0","10","110311","0","0","5152061","はい、お疲れさま\nみんな、楽しかったかしら？","1"
"61145","91","","","0","0","","","5152061","","0"
"61146","3","","0.2","1","110311","","","5152061","idle_normal",""
"61147","3","1","0.2","0","131911","","0","5152061","gutsB_in","gutsB_talk"
"61148","3","1","0.2","0","102311","","0","5152061","surprise3_in_joy2","surprise3_loop_joy2"
"61149","3","","0.2","1","102111","","","5152061","memory_talk",""
"61150","3","","0.2","1","107711","","","5152061","wish_talk_joy_shy",""
"61151","3","1","0.2","0","122811","","0","5152061","eieio_in","eieio_loop"
"61152","3","","0.2","1","122911","","","5152061","anger_talk_joy",""
"61153","3","","0.2","1","122711","","","5152061","sad_talk_dere2",""
"61154","21","","","0","vo_rag","","","5152061","vo_rag_6011","0"
"61155","11","1","0","10","131911","0","60","5152061","ええ、とっても！\nすごーく新鮮な\nラジーオタイソーだったわ！","1"
"61156","91","","","0","0","","","5152061","","0"
"61157","3","","0.2","1","131911","","","5152061","gutsB_idle",""
"61158","3","","0.2","1","102111","","","5152061","memory_talk",""
"61159","21","","","0","vo_rag","","","5152061","vo_rag_6012","0"
"61160","11","1","0","10","102111","0","56","5152061","かわいくて元気が出て♪\nママ・サレンの体操、すごいですぅ♪","1"
"61161","91","","","0","0","","","5152061","","0"
"61162","3","","0.2","1","102111","","","5152061","memory_talk",""
"61163","23","","","0","se_10058300","","","5152061","se_10058300_emotion_laugh",""
"61164","32","","","","11","","","5152061","1",""
"61165","3","","0.2","1","110311","","","5152061","sad_talk_normal",""
"61166","21","","","0","vo_rag","","","5152061","vo_rag_6013","0"
"61167","11","1","0","10","110311","0","0","5152061","あはは、\nそんなに喜んでもらえるなんて、\n悪い気はしないわね","1"
"61168","91","","","0","0","","","5152061","","0"
"61169","32","","","","11","","","5152061","0",""
"61170","22","","","","0","","","5152061","0",""
"61171","93","","","","0.1","","","5152061","0",""
"61172","3","","0.2","1","110311","","","5152061","wish_talk_joy_shy",""
"61173","3","1","0.2","0","131911","","0","5152061","smile2_joy","sad_idle_joy"
"61174","3","","0.2","1","102311","","","5152061","joy_idle",""
"61175","3","","0.2","1","102111","","","5152061","memory_idle",""
"61176","3","","0.2","1","107711","","","5152061","wish_idle_dere",""
"61177","3","","0.2","1","122811","","","5152061","cool_talk_dere2",""
"61178","3","","0.2","1","122911","","","5152061","anger_idle_normal2",""
"61179","3","","0.2","1","122711","","","5152061","sad_idle_dere",""
"61180","23","","","0","se_10058300","","","5152061","se_10058300_emotion_kids",""
"61181","12","0","0","2","110311","0","0","5152061","9","0"
"61182","12","0","0","2","131911","0","0","5152061","7","0"
"61183","12","0","0","2","102311","0","0","5152061","10","0"
"61184","12","0","0","2","102111","0","0","5152061","6","0"
"61185","93","","","","2.5","","","5152061","0",""
"61186","101","","","","61187","","","5152061","",""
"61187","25","","","","bgm_MC173B","","","5152061","bgm_MC173B",""
"61188","22","","","","0","","","5152061","0",""
"62001","1","-280","1.55","110","1","doya_idle","1","5152062","107111","382"
"62002","1","-210","1.5","105","1","idle_normal","0","5152062","107611","145"
"62003","1","-296","1.57","107","1","joy_idle_normal","0","5152062","131911","-22"
"62004","1","-311","1.57","109","1","wish_idle_joy","0","5152062","107511","-217"
"62005","1","-255","1.53","108","1","cool_idle","0","5152062","107811","-440"
"62006","1","-136","1.45","103","1","idle_normal","0","5152062","131411","34"
"62007","1","-146","1.45","104","1","riri_idle","0","5152062","131311","-163"
"62008","1","-166","1.45","105","1","sad_idle_surprise1","0","5152062","131511","-350"
"62009","5","-235","1.5","106","5","empty","1","5152062","5","-13"
"62010","5","-210","1.5","110","1","empty","0","5152062","11","145"
"62011","5","-296","1.57","110","1","empty","0","5152062","12","-22"
"62012","5","-311","1.57","110","1","empty","0","5152062","13","-217"
"62013","5","-255","1.53","110","1","empty","0","5152062","14","-440"
"62014","5","-136","1.45","107","1","empty","0","5152062","15","34"
"62015","5","-146","1.45","107","1","empty","0","5152062","16","-163"
"62016","5","-166","1.45","107","1","empty","0","5152062","17","-350"
"62017","13","","","","107111","","","5152062","210",""
"62018","13","","","","131911","","","5152062","207",""
"62019","13","","","","107511","","","5152062","209",""
"62020","13","","","","107611","","","5152062","205",""
"62021","13","","","","107811","","","5152062","208",""
"62022","13","","","","131411","","","5152062","203",""
"62023","13","","","","131311","","","5152062","204",""
"62024","13","","","","131511","","","5152062","205",""
"62025","5","-235","1.57","108","1","empty","0","5152062","1","-13"
"62026","5","11","1","210","2","empty","0","5152062","2","382"
"62027","31","1","1","0","1","","","5152062","1","0"
"62028","31","1","0","0","2","","","5152062","2","0"
"62029","31","1","0","0","12","","","5152062","12","0"
"62030","31","1","1","0","3","","","5152062","3","0"
"62031","91","","","","0","","","5152062","",""
"62032","37","","","","3","","","5152062","telop_2",""
"62033","102","","","0","0","","","5152062","0",""
"62034","93","","","","1","","","5152062","0",""
"62035","3","","0.2","1","107111","","","5152062","doya_talk",""
"62036","21","","","0","vo_rag","","","5152062","vo_rag_2001","0"
"62037","11","1","0","10","107111","0","35","5152062","早朝にもかかわらず、よく集まった","1"
"62038","91","","","0","0","","","5152062","","0"
"62039","3","1","0.2","0","107111","","0","5152062","cool_in_joy","cool_talk_joy"
"62040","21","","","0","vo_rag","","","5152062","vo_rag_2002","0"
"62041","11","1","0","10","107111","0","35","5152062","オマエたちにとっておきの体操を\n伝授してやろう♪","1"
"62042","91","","","0","0","","","5152062","","0"
"62043","3","","0.2","1","107111","","","5152062","cool_idle",""
"62044","3","","0.2","1","131311","","","5152062","gutsB_talk_anger",""
"62045","21","","","0","vo_rag","","","5152062","vo_rag_2003","0"
"62046","11","1","0","10","131311","0","0","5152062","どんな苛烈な体操でも…\n頑張りぬく所存です…！","1"
"62047","91","","","0","0","","","5152062","","0"
"62048","3","","0.2","1","131311","","","5152062","riri_idle",""
"62049","26","","","","1","","","5152062","",""
"62050","3","","0.2","1","107111","","","5152062","joy_talk_normal",""
"62051","3","","0.2","1","131911","","","5152062","idle_normal",""
"62052","3","","0.2","1","107511","","","5152062","idle_normal",""
"62053","3","","0.2","1","107611","","","5152062","idle_normal",""
"62054","3","","0.2","1","107811","","","5152062","idle_normal",""
"62055","3","","0.2","1","131411","","","5152062","idle_normal",""
"62056","3","","0.2","1","131311","","","5152062","idle_normal",""
"62057","3","","0.2","1","131511","","","5152062","idle_normal",""
"62058","21","","","0","vo_rag","","","5152062","vo_rag_2004","0"
"62059","11","0","0","10","107111","2","0","5152062","ではいくぞ\nそれ、ワンツーワンツー\nもっと腕を高く！","1"
"62060","93","","","0","1.1","","","5152062","0","0"
"62061","25","","","","bgm_MC175A","","","5152062","bgm_MC175A",""
"62062","32","","","","2","","","5152062","1",""
"62063","3","1","0.2","0","107111","","0","5152062","clapping_in","clapping_loop"
"62064","3","","0.2","0","131911","","","5152062","idol_before_dance",""
"62065","3","","0.2","0","107511","","","5152062","idol_before_dance",""
"62066","3","","0.2","0","107611","","","5152062","idol_before_dance",""
"62067","3","","0.2","0","107811","","","5152062","idol_before_dance",""
"62068","3","","0.2","0","131411","","","5152062","idol_before_dance",""
"62069","3","","0.2","0","131311","","","5152062","idol_before_dance",""
"62070","3","","0.2","0","131511","","","5152062","idol_before_dance",""
"62071","91","","","","0","","","5152062","",""
"62072","32","","","","12","","","5152062","1",""
"62073","3","","0.2","1","131911","","","5152062","idol_danceF",""
"62074","3","","0.2","1","107511","","","5152062","idol_danceF",""
"62075","3","","0.2","1","107611","","","5152062","idol_danceF",""
"62076","3","","0.2","1","107811","","","5152062","idol_danceF",""
"62077","3","1","0.2","0","131411","","0","5152062","idol_danceB_in","idol_danceB_loop"
"62078","3","1","0.2","0","131311","","0","5152062","idol_danceB_in","idol_danceB_loop"
"62079","3","1","0.2","0","131511","","0","5152062","idol_danceB_in","idol_danceB_loop"
"62080","3","","0.2","1","12","","","5152062","idol_danceF",""
"62081","3","","0.2","1","13","","","5152062","idol_danceF",""
"62082","3","","0.2","1","11","","","5152062","idol_danceF",""
"62083","3","","0.2","1","14","","","5152062","idol_danceF",""
"62084","3","","0.2","1","15","","","5152062","idol_danceB_loop",""
"62085","3","","0.2","1","16","","","5152062","idol_danceB_loop",""
"62086","3","","0.2","1","17","","","5152062","idol_danceB_loop",""
"62087","93","","","0","2.8","","","5152062","0","0"
"62088","93","","","0","0.1","","","5152062","0","0"
"62089","3","1","0.2","0","107111","","0","5152062","pointing_in_anger","pointing_loop_anger"
"62090","93","","","0","0.5","","","5152062","0","0"
"62091","21","","","0","vo_rag","","","5152062","vo_rag_2005","0"
"62092","3","","0","0","2","","","5152062","0204_in",""
"62093","93","","","","2.5","","","5152062","0",""
"62094","3","","0","0","2","","","5152062","0204_out",""
"62095","93","","","","0.2","","","5152062","0",""
"62096","3","","0.2","1","107111","","","5152062","angry_loop",""
"62097","21","","","0","vo_rag","","","5152062","vo_rag_2006","0"
"62098","3","","0","0","2","","","5152062","0205_in",""
"62099","93","","","","2.2","","","5152062","0",""
"62100","3","","0","0","2","","","5152062","0205_out",""
"62101","93","","","","0.3","","","5152062","0",""
"62102","3","1","0.2","0","107111","","0","5152062","clapping_in_talk2","clapping_loop_talk2"
"62103","93","","","","2.1","","","5152062","0",""
"62104","37","","","","12","","","5152062","out",""
"62105","3","1","0.1","0","131911","","0","5152062","idol_poseF_in","idol_poseF_loop"
"62106","3","1","0.1","0","107511","","0","5152062","idol_poseF_in","idol_poseF_loop"
"62107","3","1","0.1","0","107611","","0","5152062","idol_poseF_in","idol_poseF_loop"
"62108","3","1","0.1","0","107811","","0","5152062","idol_poseF_in","idol_poseF_loop"
"62109","3","1","0.1","0","131411","","0","5152062","idol_poseB_in","idol_poseB_loop"
"62110","3","1","0.1","0","131311","","0","5152062","idol_poseB_in","idol_poseB_loop"
"62111","3","1","0.1","0","131511","","0","5152062","idol_poseB_in","idol_poseB_loop"
"62112","3","","0.2","1","12","","","5152062","empty",""
"62113","3","","0.2","1","13","","","5152062","empty",""
"62114","3","","0.2","1","11","","","5152062","empty",""
"62115","3","","0.2","1","14","","","5152062","empty",""
"62116","3","","0.2","1","15","","","5152062","empty",""
"62117","3","","0.2","1","16","","","5152062","empty",""
"62118","3","","0.2","1","17","","","5152062","empty",""
"62119","2","11","","-206","107611","","","5152062","93","0.7"
"62120","2","11","","-235","131911","","","5152062","-13","0.7"
"62121","2","11","","-248","107511","","","5152062","-152","0.7"
"62122","2","11","","-243","107811","","","5152062","-277","0.7"
"62123","2","11","","-151","131411","","","5152062","8","0.7"
"62124","2","11","","-154","131311","","","5152062","-102","0.7"
"62125","2","11","","-167","131511","","","5152062","-222","0.7"
"62126","93","","","","1.6","","","5152062","0",""
"62127","37","","","","2","","","5152062","finish",""
"62128","23","","","0","se_10058300","","","5152062","se_10058300_idle_finish",""
"62129","27","0","0","0.5","bgm_MC173B","","1","5152062","bgm_MC173B","0.5"
"62130","93","","","","0","","","5152062","0",""
"62131","3","","0.1","0","107111","","","5152062","clapping_end",""
"62132","93","","","","2","","","5152062","0",""
"62133","3","1","0.2","0","107111","","0","5152062","armcrossed_in","armcrossed_talk"
"62134","21","","","0","vo_rag","","","5152062","vo_rag_2007","0"
"62135","11","1","0","10","107111","0","35","5152062","これでフィニッシュ！　…見事だ☆\nアイドルの道は険しいが\nオマエたちならやれるだろう","1"
"62136","91","","","0","0","","","5152062","","0"
"62137","3","","0.2","1","107111","","","5152062","armcrossed_idle",""
"62138","3","1","0","0","5","","0","5152062","pack_in","pack_talk"
"62139","23","","","0","se_10058300","","","5152062","se_10058300_pack_appear",""
"62140","3","1","0.2","0","131911","","0","5152062","idol_poseF_end_emilia_in","idol_poseF_end_emilia_loop"
"62141","93","","","","1","","","5152062","0",""
"62142","21","","","0","vo_rag","","","5152062","vo_rag_2008","0"
"62143","11","1","5","10","5","0","24","5152062","ねえリア、\nこれってラジーオタイソーなの？","1"
"62144","91","","","0","0","","","5152062","","0"
"62145","22","","","","0","","","5152062","0",""
"62146","3","","0.2","1","131911","","","5152062","idol_poseF_end_emilia_loop_nervous",""
"62147","3","1","0","0","1","","0","5152062","idol_poseF_end_emilia_nervous_in","idol_poseF_end_emilia_loop"
"62148","3","","0.2","1","5","","","5152062","pack_idle",""
"62149","3","","0.2","1","107111","","","5152062","chris_laugh",""
"62150","23","","","0","se_10058300","","","5152062","se_10058300_emotion_idol",""
"62151","12","0","5","2","5","0","5","5152062","5","0"
"62152","12","0","0","2","107111","0","0","5152062","10","0"
"62153","93","","","","2.5","","","5152062","0",""
"62154","101","","","","62155","","","5152062","",""
"62155","25","","","","bgm_MC173B","","","5152062","bgm_MC173B",""
"62156","22","","","","0","","","5152062","0",""
"63001","1","-215","1.8","109","1","ames_sit_idle","1","5152063","131711","124"
"63002","1","-215","1.8","108","1","echidna_sit_thinking_idle","0","5152063","132011","-119"
"63003","5","-215","1.8","109","1","empty","0","5152063","1","-119"
"63004","13","","","","131711","","","5152063","209",""
"63005","13","","","","132011","","","5152063","208",""
"63006","31","1.16","1","0","1","","","5152063","1","0"
"63007","31","1","1","0","10","","","5152063","10","0"
"63008","31","1","0","0","5","","","5152063","5","0"
"63009","31","1","1","0","3","","","5152063","3","0"
"63010","91","","","","0","","","5152063","0",""
"63011","37","","","","3","","","5152063","telop_3",""
"63012","102","","","0","0","","","5152063","0",""
"63013","93","","","","1","","","5152063","0",""
"63014","3","","0.2","1","132011","","","5152063","echidna_sit_thinking_talk",""
"63015","21","","","0","vo_rag","","","5152063","vo_rag_5001","0"
"63016","11","1","-20","10","132011","0","50","5152063","この世界には『アイドル』という\n種族にのみ伝わる、伝統の\nタイソーとやらがあるらしいね","1"
"63017","91","","","0","0","","","5152063","","0"
"63018","3","","0.2","1","132011","","","5152063","echidna_sit_talk",""
"63019","21","","","0","vo_rag","","","5152063","vo_rag_5002","0"
"63020","11","1","-20","10","132011","0","50","5152063","君は智に長けた存在だろう？\nボクにもその動きを\n教えてもらえないかな？","1"
"63021","91","","","0","0","","","5152063","","0"
"63022","3","","0.2","1","132011","","","5152063","echidna_sit_idle",""
"63023","3","1","0.2","0","131711","","0","5152063","ames_yareyare_in","ames_yareyare_talk"
"63024","21","","","0","vo_rag","","","5152063","vo_rag_5003","0"
"63025","11","1","20","10","131711","0","50","5152063","随分と面倒なこと言ってくれちゃって","1"
"63026","91","","","0","0","","","5152063","","0"
"63027","3","","0.2","1","131711","","","5152063","ames_sit_talk",""
"63028","21","","","0","vo_rag","","","5152063","vo_rag_5004","0"
"63029","11","1","20","10","131711","0","50","5152063","色々誤解があるみたいだけど、\nまあいいわ","1"
"63030","91","","","0","0","","","5152063","","0"
"63031","21","","","0","vo_rag","","","5152063","vo_rag_5005","0"
"63032","11","1","20","10","131711","0","50","5152063","それじゃ、\nあたしと同じ動きをやってみて","1"
"63033","91","","","0","0","","","5152063","","0"
"63034","3","1","0.2","0","131711","","0","5152063","ames_sit_out","idle_normal"
"63035","93","","","","0.1","","","5152063","0",""
"63036","3","1","0.2","0","132011","","0","5152063","echidna_sit_out","idle_normal"
"63037","37","","","","10","","","5152063","out",""
"63038","93","","","","1","","","5152063","0",""
"63039","91","","","0","0","","","5152063","","0"
"63040","25","","","","bgm_MC175A","","","5152063","bgm_MC175A",""
"63041","32","","","","5","","","5152063","1",""
"63042","3","","0.2","1","131711","","","5152063","isekai_dance",""
"63043","93","","","","0.1","","","5152063","0",""
"63044","3","","0.2","1","132011","","","5152063","isekai_dance",""
"63045","21","","","0","vo_rag","","","5152063","vo_rag_5006","0"
"63046","11","0","0","10","131711","1.7","0","5152063","はい、ワンツーワンツー、\nステップステップ…","1"
"63047","93","","","","7","","","5152063","0",""
"63048","91","","","0","0","","","5152063","","0"
"63049","21","","","0","vo_rag","","","5152063","vo_rag_5007","0"
"63050","11","1","0","10","132011","0","0","5152063","ワン、ツー…ワン、ツ…\nはぁ、はぁ…\n今日のところは、ここまで、だね…","1"
"63051","93","","","","3.4","","","5152063","0",""
"63052","27","0","0","0.5","bgm_MC173B","","1","5152063","bgm_MC173B","0.5"
"63053","37","","","","5","","","5152063","out",""
"63054","3","1","0","0","1","","0","5152063","tired_in","tired_talk"
"63055","3","1","0","0","132011","","0","5152063","echidna_tired_in","echidna_tired_talk"
"63056","23","","","0","se_10058300","","","5152063","se_10058300_isekai_breath",""
"63057","93","","","","7.6","","","5152063","0",""
"63058","91","","","0","63050","","","5152063","","0"
"63059","3","","0.2","1","1","","","5152063","tired_idle",""
"63060","3","","0.2","1","132011","","","5152063","echidna_tired_idle",""
"63061","3","1","0","0","131711","","0","5152063","shock_in","shock_talk"
"63062","21","","","0","vo_rag","","","5152063","vo_rag_5008","0"
"63063","11","1","0","10","131711","0","0","5152063","ウソでしょ！　まだちょっとしか\nやってないわよ！","1"
"63064","91","","","0","0","","","5152063","","0"
"63065","3","1","0.2","0","131711","","","5152063","shock_to_surprise","surprise_idle"
