73f6cceb2f0b4b704f8a89441a4d5447d3a9ed65f94f020da75a128e7307ec28,b1f84cbba76d4d741f12105177f3b5fa5f68c671620f9eb3669617a8fb1a4d66,ee4db900541e1726474f9d2365506ffdbc4181a425efbf514a37aec3c0825853,2830ee49129c20dc3c4ef033298a22532cbde64990e48fe4f3cb2b22beb6ef5d,185c45f781c5ebbea8262d66dbcc8dc9bb3d00915623c4b66cf0133965acc7ca,f72d5697cec6c8770111da215e530eca1e811e86578f7790ed0bd1900e6ce4db,3219add0876a723d3a62e6747747530bf431cbaa6a8d64b9dec3e5881482ce43,690532f17d85cb0a6b3438218e2326beed648b3e7462854b7e194fd6d1ce66de,4650238db627b3ac1f582a3ff1bf4fadb8a14a11b2031efa1c8c3970bfa920f7,434dd2ee5f8fc6c465e42b7df8229e44d6b616261049a7a46c0384c6d5295c89,e0145a8f3593678aad65586efc51a20b97f32e31514a31f8cdc2ea82673c0f5f,abf45e27b215afb3994894fb86b249ac53d488b2c48ea0da175173c66864ad71,17d560c9928326243e6f94fcd7cbf440a5056c74e221f7413a5eb4b0803e811a,36c7ce290ff3134ece59c89864ca74686738c086f96b5858fe07b5962f6ae7fc,8f584c01effc2d0b6313deb74cd4c5f39562fdf74e93816b6f16105d877d258b,965d59b51488e88676c5e09f034e8bfec5207d8e562f2530f2834fe256e4479a,7cb18aa4d04863cf385848b7717328095d25143a64c7e4493468a45dba7fb2cc,ca359382dbc6d2ca1e49dfe879ce0b0a8a840a925d7f3a4d40e95df2ad904fca,6b613e0b239db979849a70e3b2d8737fa7859c8aa97be9d34b68c41f1fab3385,b77a827e095babbf1a38a11c40474d96f66ebe9f3c44b61388258677e248a96a,4c6b36ddcd998ba3b2c6a6f86bd4e6c8cdbcd4f6658400e6f70b20fc2073a6c2,1a0cef2314478dcb3f2c1db3ce7c85bf95dc97cbf860ff654af8d642e31f7488
"7000","0","0","0","0","103101","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","113101"
"7000","0","0","0","0","103131","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","113131"
"10000","1","0","0","0","103132","0","3","0","0","0","0","0","0","0","0","0","103131","0","0","0","123132"
"5000","1","0","0","0","103161","0","3","0","0","0","0","0","0","0","0","0","102162","0","0","0","123161"
"7000","0","0","0","0","103162","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","113162"
"5000","0","0","0","0","103191","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","113191"
"7000","1","0","0","0","103192","0","3","0","0","0","0","0","102013","0","0","0","103191","0","1","0","123192"
"10000","1","0","0","0","103193","0","3","0","0","0","0","0","0","0","0","0","103192","0","0","0","123193"
"5000","0","0","0","0","103221","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","113221"
"10000","0","0","0","0","103222","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","113222"
"5000","1","0","0","0","103251","0","3","0","0","0","0","0","0","0","0","0","102251","0","0","0","123251"
"7000","0","0","0","0","103252","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","113252"
"5000","1","0","0","0","103281","0","3","0","0","0","0","0","0","0","0","0","102282","0","0","0","123281"
"7000","1","0","0","0","103282","0","3","0","0","0","0","0","102312","0","0","0","102282","0","1","0","123282"
"10000","0","0","0","0","103283","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","113283"
"5000","1","0","0","0","103311","0","3","0","0","0","0","0","0","0","0","0","102312","0","0","0","123311"
"5000","1","0","0","0","103341","0","3","0","0","0","0","0","0","0","0","0","102342","0","0","0","123341"
"7000","0","0","0","0","103342","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","113342"
"10000","1","0","0","0","103343","0","3","0","0","0","0","0","103611","0","0","0","103341","0","1","0","123343"
"7000","1","0","0","0","103371","0","3","0","0","0","0","0","0","0","0","0","102372","0","0","0","123371"
"10000","0","0","0","0","103372","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","113372"
"7000","0","0","0","0","103401","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","113401"
"5000","0","0","0","0","103431","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","113431"
"7000","1","0","0","0","103432","0","3","0","0","0","0","0","0","0","0","0","103431","0","0","0","123432"
"7000","1","0","0","0","103461","0","3","0","0","0","0","0","102432","0","0","0","102614","0","1","0","123461"
"7000","1","0","0","0","103491","0","3","0","0","0","0","0","102493","0","0","0","102312","0","1","0","123491"
"5000","0","0","0","0","103521","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","113521"
"7000","0","0","0","0","103522","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","113522"
"5000","0","0","0","0","103551","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","113551"
"7000","0","0","0","0","103552","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","113552"
"10000","0","0","0","0","103553","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","113553"
"5000","0","0","0","0","103581","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","113581"
"7000","1","0","0","0","103582","0","3","0","0","0","0","0","0","0","0","0","102582","0","0","0","123582"
"10000","1","0","0","0","103583","0","3","0","0","0","0","0","0","0","0","0","103581","0","0","0","123583"
"5000","0","0","0","0","103611","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","113611"
"5000","1","0","0","0","103612","0","3","0","0","0","0","0","0","0","0","0","102614","0","0","0","123612"
"7000","1","0","0","0","103613","0","1","0","0","0","0","0","0","0","0","0","102614","0","0","0","103611"
"10000","0","0","0","0","103614","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","113614"
"20000","0","0","0","0","104011","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0","114011"
"25000","0","0","0","0","104012","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0","114012"
"30000","0","0","0","0","104013","0","7","0","0","0","0","0","0","0","0","0","0","0","0","0","114013"
"35000","1","0","0","0","104014","0","10","0","0","0","0","0","0","0","0","0","0","0","0","0","114014"
"20000","0","0","0","0","104041","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0","114041"
"25000","1","0","0","0","104042","0","3","0","0","0","0","0","0","0","0","0","103013","0","0","0","124042"
"30000","0","0","0","0","104043","0","7","0","0","0","0","0","0","0","0","0","0","0","0","0","114043"
"35000","1","0","0","0","104044","0","5","0","0","0","0","0","0","0","0","0","104041","0","0","0","124044"
"20000","1","0","0","0","104071","0","3","0","0","0","0","0","0","0","0","0","103013","0","0","0","124071"
"25000","0","0","0","0","104072","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0","114072"
"30000","0","0","0","0","104073","0","7","0","0","0","0","0","0","0","0","0","0","0","0","0","114073"
"35000","1","0","0","0","104074","0","5","0","0","0","0","0","0","0","0","0","104072","0","0","0","124074"
"20000","1","0","0","0","104101","0","3","0","0","0","0","0","103552","0","0","0","103101","0","1","0","124101"
"25000","0","0","0","0","104102","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0","114102"
"30000","1","0","0","0","104103","0","5","0","0","0","0","0","103611","0","0","0","104101","0","1","0","124103"
"35000","1","0","0","0","104104","0","10","0","0","0","0","0","0","0","0","0","0","0","0","0","114104"
"20000","1","0","0","0","104131","0","3","0","0","0","0","0","103132","0","0","0","103611","0","1","0","124131"
"25000","0","0","0","0","104132","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0","114132"
"30000","0","0","0","0","104133","0","7","0","0","0","0","0","0","0","0","0","0","0","0","0","114133"
"35000","1","0","0","0","104134","0","10","0","0","0","0","0","0","0","0","0","0","0","1","0","114134"
"20000","1","0","0","0","104161","0","3","0","0","0","0","0","103551","0","0","0","103162","0","1","0","124161"
"25000","0","0","0","0","104162","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0","114162"
"30000","1","0","0","0","104163","0","5","0","0","0","0","0","0","0","0","0","104161","0","0","0","124163"
"35000","1","0","0","0","104164","1","10","0","0","0","0","0","0","0","0","0","0","0","1","0","114164"
"20000","0","0","0","0","104191","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0","114191"
"25000","1","0","0","0","104192","0","3","0","0","0","0","0","0","0","0","0","103553","0","0","0","124192"
"30000","0","0","0","0","104193","0","7","0","0","0","0","0","0","0","0","0","0","0","0","0","114193"
"35000","0","0","0","0","104194","0","10","0","0","0","0","0","0","0","0","0","0","0","0","0","114194"
"20000","0","0","0","0","104221","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0","114221"
"25000","0","0","0","0","104222","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0","114222"
"30000","0","0","0","0","104223","0","7","0","0","0","0","0","0","0","0","0","0","0","0","0","114223"
"35000","1","0","0","0","104224","0","5","0","0","0","0","0","104611","0","0","0","104221","0","1","0","124224"
"20000","1","0","0","0","104251","0","3","0","0","0","0","0","0","0","0","0","103222","0","0","0","124251"
"25000","0","0","0","0","104252","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0","114252"
"30000","1","0","0","0","104253","1","5","0","103553","0","0","0","103614","0","0","0","104251","0","1","0","124253"
"35000","0","0","0","0","104254","0","10","0","0","0","0","0","0","0","0","0","0","0","0","0","114254"
"20000","0","0","0","0","104281","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0","114281"
"25000","1","0","0","0","104282","1","3","0","103552","0","0","0","103401","0","0","0","103282","0","1","0","124282"
"30000","1","0","0","0","104283","0","5","0","0","0","0","0","0","0","0","0","104281","0","0","0","124283"
"35000","1","0","0","0","104284","0","5","0","0","0","0","0","104551","0","0","0","104281","0","1","0","124284"
"20000","1","0","0","0","104311","0","3","0","0","0","0","0","103311","0","0","0","103583","0","1","0","124311"
"25000","1","0","0","0","104312","0","3","0","0","0","0","0","103162","0","0","0","103283","0","1","0","124312"
"30000","1","0","0","0","104313","0","5","0","0","0","0","0","0","0","0","0","104282","0","0","0","124313"
"35000","1","0","0","0","104314","0","5","0","0","0","0","0","104161","0","0","0","104312","0","1","0","124314"
"20000","0","0","0","0","104341","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0","114341"
"25000","1","0","0","0","104342","0","3","0","0","0","0","0","103551","0","0","0","103072","0","1","0","124342"
"30000","1","0","0","0","104343","0","5","0","0","0","0","0","0","0","0","0","104341","0","0","0","124343"
"35000","1","0","0","0","104344","0","5","0","0","0","0","0","104191","0","0","0","104342","0","1","0","124344"
"20000","0","0","0","0","104371","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0","114371"
"25000","1","0","0","0","104372","0","3","0","0","0","0","0","103612","0","0","0","103614","0","1","0","124372"
"35000","1","0","0","0","104373","0","5","0","0","0","0","0","104251","0","0","0","104372","0","1","0","124373"
"20000","1","0","0","0","104401","0","3","0","0","0","0","0","103613","0","0","0","103583","0","1","0","124401"
"30000","1","0","0","0","104402","0","5","0","0","0","0","0","0","0","0","0","104401","0","0","0","124402"
"20000","1","0","0","0","104431","1","3","0","103581","0","0","0","103551","0","0","0","103431","0","1","0","124431"
"25000","1","0","0","0","104432","0","3","0","0","0","0","0","103013","0","0","0","103582","0","1","0","124432"
"35000","1","0","0","0","104433","1","5","0","103583","0","0","0","103614","0","0","0","104432","0","1","0","124433"
"20000","0","0","0","0","104461","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0","114461"
"30000","1","0","0","0","104462","0","5","0","0","0","0","0","103222","0","0","0","104461","0","1","0","124462"
"35000","1","0","0","0","104463","0","5","0","0","0","0","0","104581","0","0","0","104461","0","1","0","124463"
"20000","1","0","0","0","104491","0","3","0","0","0","0","0","102493","0","0","0","103583","0","1","0","124491"
"20000","1","0","0","0","104521","0","3","0","0","0","0","0","0","0","0","0","103614","0","0","0","124521"
"25000","1","0","0","0","104522","1","3","0","103371","0","0","0","103522","0","0","0","103583","0","1","0","124522"
"30000","1","0","0","0","104523","1","5","0","103612","0","0","0","103614","0","0","0","104521","0","1","0","124523"
"25000","0","0","0","0","104551","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0","114551"
"30000","0","0","0","0","104552","0","7","0","0","0","0","0","0","0","0","0","0","0","0","0","114552"
"35000","0","0","0","0","104553","0","10","0","0","0","0","0","0","0","0","0","0","0","0","0","114553"
"35000","0","0","0","0","104554","0","10","0","0","0","0","0","0","0","0","0","0","0","0","0","114554"
"25000","0","0","0","0","104581","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0","114581"
"30000","0","0","0","0","104582","0","7","0","0","0","0","0","0","0","0","0","0","0","0","0","114582"
"35000","0","0","0","0","104583","0","10","0","0","0","0","0","0","0","0","0","0","0","0","0","114583"
"25000","0","0","0","0","104611","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0","114611"
"30000","0","0","0","0","104612","0","7","0","0","0","0","0","0","0","0","0","0","0","0","0","114612"
"35000","0","0","0","0","104613","0","10","0","0","0","0","0","0","0","0","0","0","0","0","0","114613"
"40000","0","0","0","0","105011","0","10","0","0","0","0","0","0","0","0","0","0","0","0","0","115011"
"45000","1","0","0","0","105012","0","5","0","0","0","0","0","104011","0","0","0","104012","0","1","0","125012"
"50000","1","0","0","0","105013","0","5","0","0","0","0","0","103013","0","0","0","104431","0","1","0","125013"
"55000","1","0","0","0","105014","0","5","0","0","0","0","0","104013","0","0","0","104194","0","1","0","125014"
"55000","1","0","0","0","105015","0","5","0","0","0","0","0","104312","0","0","0","104164","0","1","0","125015"
"55000","1","0","0","0","105016","0","5","0","0","0","0","0","103012","0","0","0","104312","0","1","0","125016"
"55000","1","0","0","0","105017","0","5","0","0","0","0","0","103011","0","0","0","104071","0","1","0","125017"
"40000","0","0","0","0","105041","0","10","0","0","0","0","0","0","0","0","0","0","0","0","0","115041"
"45000","0","0","0","0","105042","0","10","0","0","0","0","0","0","0","0","0","0","0","0","0","115042"
"50000","1","0","0","0","105043","0","5","0","0","0","0","0","104042","0","0","0","104191","0","1","0","125043"
"55000","1","0","0","0","105044","0","5","0","0","0","0","0","104043","0","0","0","104553","0","1","0","125044"
"55000","1","0","0","0","105045","0","5","0","0","0","0","0","104041","0","0","0","104373","0","1","0","125045"
"55000","1","0","0","0","105046","0","5","0","0","0","0","0","103041","0","0","0","104042","0","1","0","125046"
"55000","1","0","0","0","105047","0","10","0","0","0","0","0","0","0","0","0","104072","0","0","0","115047"
"40000","0","0","0","0","105071","0","10","0","0","0","0","0","0","0","0","0","0","0","0","0","115071"
"45000","1","0","0","0","105072","1","5","0","103553","0","0","0","104551","0","0","0","104071","0","1","0","125072"
"50000","0","0","0","0","105073","0","10","0","0","0","0","0","0","0","0","0","0","0","0","0","115073"
"55000","1","0","0","0","105074","0","5","0","0","0","0","0","104073","0","0","0","104104","0","1","0","125074"
"55000","1","0","0","0","105075","0","5","0","0","0","0","0","104551","0","0","0","104014","0","1","0","125075"
"55000","1","0","0","0","105076","0","5","0","0","0","0","0","103491","0","0","0","104012","0","1","0","125076"
"55000","1","0","0","0","105077","0","10","0","0","0","0","0","0","0","0","0","104551","0","0","0","115077"
"40000","1","0","0","0","105101","0","5","0","0","0","0","0","104582","0","0","0","104102","0","1","0","125101"
"45000","0","0","0","0","105102","0","10","0","0","0","0","0","0","0","0","0","0","0","0","0","115102"
"50000","1","0","0","0","105103","0","5","0","0","0","0","0","104013","0","0","0","103101","0","1","0","125103"
"55000","1","0","0","0","105104","0","10","0","0","0","0","0","0","0","0","0","104101","0","0","0","115104"
"55000","1","0","0","0","105105","0","10","0","0","0","0","0","0","0","0","0","104104","0","0","0","115105"
"55000","1","0","0","0","105106","0","10","0","0","0","0","0","0","0","0","0","104101","0","0","0","115106"
"55000","1","0","0","0","105107","0","5","0","0","0","0","0","103551","0","0","0","104102","0","1","0","125107"
"40000","1","0","0","0","105131","1","5","0","103552","0","0","0","103131","0","0","0","104133","0","1","0","125131"
"45000","0","0","0","0","105132","0","10","0","0","0","0","0","0","0","0","0","0","0","0","0","115132"
"50000","0","0","0","0","105133","0","10","0","0","0","0","0","0","0","0","0","0","0","0","0","115133"
"55000","1","0","0","0","105134","0","5","0","0","0","0","0","104133","0","0","0","104134","0","1","0","125134"
"55000","1","0","0","0","105135","0","10","0","0","0","0","0","0","0","0","0","104013","0","0","0","115135"
"55000","1","0","0","0","105136","0","10","0","0","0","0","0","0","0","0","0","104133","0","0","0","115136"
"55000","1","0","0","0","105137","0","10","0","0","0","0","0","0","0","0","0","104342","0","0","0","115137"
"40000","0","0","0","0","105161","0","10","0","0","0","0","0","0","0","0","0","0","0","0","0","115161"
"45000","1","0","0","0","105162","0","5","0","0","0","0","0","103552","0","0","0","104162","0","1","0","125162"
"50000","0","0","0","0","105163","0","10","0","0","0","0","0","0","0","0","0","0","0","0","0","115163"
"55000","1","0","0","0","105164","0","5","0","0","0","0","0","104313","0","0","0","104164","0","1","0","125164"
"55000","1","0","0","0","105165","0","10","0","0","0","0","0","0","0","0","0","104553","0","0","0","115165"
"55000","1","0","0","0","105166","0","10","0","0","0","0","0","0","0","0","0","104162","0","0","0","115166"
"55000","1","0","0","0","105167","0","5","0","0","0","0","0","103161","0","0","0","104222","0","1","0","125167"
"40000","1","0","0","0","105191","0","5","0","0","0","0","0","104462","0","0","0","104191","0","1","0","125191"
"45000","0","0","0","0","105192","0","10","0","0","0","0","0","0","0","0","0","0","0","0","0","115192"
"50000","1","0","0","0","105193","0","5","0","0","0","0","0","103614","0","0","0","104192","0","1","0","125193"
"55000","1","0","0","0","105194","0","10","0","0","0","0","0","0","0","0","0","104192","0","0","0","115194"
"55000","1","0","0","0","105195","0","5","0","0","0","0","0","103191","0","0","0","104193","0","1","0","125195"
"55000","1","0","0","0","105196","0","10","0","0","0","0","0","0","0","0","0","104191","0","0","0","115196"
"55000","1","0","0","0","105197","0","10","0","0","0","0","0","0","0","0","0","104192","0","0","0","115197"
"40000","0","0","0","0","105221","0","10","0","0","0","0","0","0","0","0","0","0","0","0","0","115221"
"45000","0","0","0","0","105222","0","10","0","0","0","0","0","0","0","0","0","0","0","0","0","115222"
"50000","1","0","0","0","105223","0","5","0","0","0","0","0","104131","0","0","0","104222","0","1","0","125223"
"55000","1","0","0","0","105224","0","5","0","0","0","0","0","104223","0","0","0","104314","0","1","0","125224"
"55000","1","0","0","0","105225","0","10","0","0","0","0","0","0","0","0","0","104224","0","0","0","115225"
"55000","1","0","0","0","105226","0","5","0","0","0","0","0","103222","0","0","0","104041","0","1","0","125226"
"55000","1","0","0","0","105227","0","5","0","0","0","0","0","103221","0","0","0","104131","0","1","0","125227"
"40000","0","0","0","0","105251","0","10","0","0","0","0","0","0","0","0","0","0","0","0","0","115251"
"45000","1","0","0","0","105252","0","5","0","0","0","0","0","103252","0","0","0","104252","0","1","0","125252"
"50000","1","0","0","0","105253","0","5","0","0","0","0","0","104611","0","0","0","104252","0","1","0","125253"
"55000","1","0","0","0","105254","0","10","0","0","0","0","0","0","0","0","0","104251","0","0","0","115254"
"55000","1","0","0","0","105255","0","5","0","0","0","0","0","104253","0","0","0","104433","0","1","0","125255"
"55000","1","0","0","0","105256","0","5","0","0","0","0","0","103553","0","0","0","104252","0","1","0","125256"
"55000","1","0","0","0","105257","0","5","0","0","0","0","0","103251","0","0","0","104522","0","1","0","125257"
"40000","1","0","0","0","105281","1","5","0","0","0","0","0","103072","0","0","0","104283","0","1","0","125281"
"45000","1","0","0","0","105282","0","5","0","0","0","0","0","103013","0","0","0","104282","0","1","0","125282"
"50000","1","0","0","0","105283","0","5","0","0","0","0","0","103282","0","0","0","104134","0","1","0","125283"
"55000","1","0","0","0","105284","0","10","0","0","0","0","0","0","0","0","0","104072","0","0","0","115284"
"55000","1","0","0","0","105285","0","5","0","0","0","0","0","103583","0","0","0","104343","0","1","0","125285"
"55000","1","0","0","0","105286","0","5","0","0","0","0","0","103281","0","0","0","104011","0","1","0","125286"
"55000","1","0","0","0","105287","0","5","0","0","0","0","0","103612","0","0","0","104311","0","1","0","125287"
"40000","1","0","0","0","105311","1","5","0","0","0","0","0","104431","0","0","0","104313","0","1","0","125311"
"45000","1","0","0","0","105312","0","5","0","0","0","0","0","103192","0","0","0","104311","0","1","0","125312"
"50000","1","0","0","0","105313","0","5","0","0","0","0","0","104491","0","0","0","104313","0","1","0","125313"
"55000","1","0","0","0","105314","0","5","0","0","0","0","0","104312","0","0","0","104193","0","1","0","125314"
"55000","1","0","0","0","105315","0","10","0","0","0","0","0","0","0","0","0","104282","0","0","0","115315"
"55000","1","0","0","0","105316","0","10","0","0","0","0","0","0","0","0","0","104161","0","0","0","115316"
"55000","1","0","0","0","105317","0","10","0","0","0","0","0","0","0","0","0","104191","0","0","0","115317"
"40000","1","0","0","0","105341","1","5","0","0","0","0","0","104491","0","0","0","104343","0","1","0","125341"
"45000","1","0","0","0","105342","0","5","0","0","0","0","0","103343","0","0","0","104611","0","1","0","125342"
"50000","1","0","0","0","105343","0","5","0","0","0","0","0","103342","0","0","0","104044","0","1","0","125343"
"55000","1","0","0","0","105344","0","10","0","0","0","0","0","0","0","0","0","104043","0","0","0","115344"
"55000","1","0","0","0","105345","0","5","0","0","0","0","0","104342","0","0","0","104463","0","1","0","125345"
"55000","1","0","0","0","105346","0","10","0","0","0","0","0","0","0","0","0","103252","0","0","0","115346"
"55000","1","0","0","0","105347","0","5","0","0","0","0","0","103192","0","0","0","104521","0","1","0","125347"
"40000","1","0","0","0","105371","1","5","0","0","0","0","0","104372","0","0","0","104552","0","1","0","125371"
"45000","1","0","0","0","105372","0","5","0","0","0","0","0","103222","0","0","0","104342","0","1","0","125372"
"50000","1","0","0","0","105373","0","5","0","0","0","0","0","104371","0","0","0","104613","0","1","0","125373"
"55000","1","0","0","0","105374","0","5","0","0","0","0","0","104372","0","0","0","104373","0","1","0","125374"
"55000","1","0","0","0","105375","0","10","0","0","0","0","0","0","0","0","0","104222","0","0","0","115375"
"55000","1","0","0","0","105376","0","5","0","0","0","0","0","103461","0","0","0","104372","0","1","0","125376"
"55000","1","0","0","0","105377","0","5","0","0","0","0","0","103341","0","0","0","104252","0","1","0","125377"
"40000","1","0","0","0","105401","1","5","0","103343","0","0","0","103401","0","0","0","104402","0","1","0","125401"
"45000","1","0","0","0","105402","0","10","0","0","0","0","0","0","0","0","0","104402","0","0","0","115402"
"55000","1","0","0","0","105403","0","10","0","0","0","0","0","0","0","0","0","104162","0","0","0","115403"
"45000","1","0","0","0","105431","0","5","0","0","0","0","0","103132","0","0","0","104432","0","1","0","125431"
"55000","1","0","0","0","105432","0","10","0","0","0","0","0","0","0","0","0","104132","0","0","0","115432"
"55000","1","0","0","0","105433","0","10","0","0","0","0","0","0","0","0","0","104432","0","0","0","115433"
"50000","1","0","0","0","105462","0","5","0","0","0","0","0","103371","0","0","0","104463","0","1","0","125462"
"50000","1","0","0","0","105463","0","5","0","0","0","0","0","104431","0","0","0","104523","0","1","0","125463"
"55000","1","0","0","0","105464","0","10","0","0","0","0","0","0","0","0","0","104041","0","0","0","115464"
"50000","1","0","0","0","105491","0","5","0","0","0","0","0","103522","0","0","0","104072","0","1","0","125491"
"40000","1","0","0","0","105521","1","5","0","0","0","0","0","103222","0","0","0","104523","0","1","0","125521"
"45000","1","0","0","0","105522","0","5","0","0","0","0","0","103583","0","0","0","104522","0","1","0","125522"
"55000","1","0","0","0","105523","0","5","0","0","0","0","0","104522","0","0","0","104344","0","1","0","125523"
"55000","1","0","0","0","105524","0","5","0","0","0","0","0","103522","0","0","0","104132","0","1","0","125524"
"40000","0","0","0","0","105551","0","10","0","0","0","0","0","0","0","0","0","0","0","0","0","115551"
"45000","0","0","0","0","105552","0","10","0","0","0","0","0","0","0","0","0","0","0","0","0","115552"
"45000","0","0","0","0","105553","0","10","0","0","0","0","0","0","0","0","0","0","0","0","0","115553"
