388edfca383aa5d3c177400adf741a834d4b7a2c79e62363f1590bbcf4480adb,c767934f8e1b03dbaa2de99c7b48514ad0d8366912c278cf06c48419a84cb2c7,f546c91d72fb2be47d467d3c7b3794a808640a56776cbe18c351ec0b6583416d,f5543fc263c454b39bbec1230d8d65294c2a5d332369755350b02c4d962d141b,1c020f5ec8fe08110c0af2b0620b822bb31ca0403257a97000b58a78961addf9,1a1cdffd6705c678fb101192ed59e534c1381685e5ac023bc59b7816ebbcf9d3,633ef7ef555f9e8dad790b41b6edc8ebd337772e70d0051dab70690e7384ff2f,035fee06aa9b334b3c236ed4db444d28aaeba09dc2b0d2bee99fb0a1637b79ff
"37.ヴェーナ湖畔道・北部","2030/12/17 14:59:59","bgm_M392","37.ヴェーナ\n　　　　　湖畔道・北部","bgm_M392","102","2015/12/17 15:00:00","11037"
"38.ラトゥス断崖・南部","2030/12/17 14:59:59","bgm_M411","38.ラトゥス\n　　　　　断崖・南部","bgm_M411","102","2015/12/17 15:00:00","11038"
"39.ラトゥス断崖・北部","2030/12/17 14:59:59","bgm_M411","39.ラトゥス\n　　　　　断崖・北部","bgm_M411","102","2015/12/17 15:00:00","11039"
"40.スカプ山系・西麓","2030/12/17 14:59:59","bgm_M411","40.スカプ\n　　　　　山系・西麓","bgm_M411_E40","102","2015/12/17 15:00:00","11040"
"41.スカプ山系・東麓","2030/12/17 14:59:59","bgm_M411","41.スカプ\n　　　　　山系・東麓","bgm_M411_E40","102","2015/12/17 15:00:00","11041"
"42.ペクトス氷峰・西壁","2030/12/17 14:59:59","bgm_M411","42.ペクトス\n　　　　　氷峰・西壁","bgm_M411_E40","102","2015/12/17 15:00:00","11042"
"43.ペクトス氷峰・東壁","2030/12/17 14:59:59","bgm_M411","43.ペクトス\n　　　　　氷峰・東壁","bgm_M411_E40","102","2015/12/17 15:00:00","11043"
"44.スクァーマ氷脈・西壁","2030/12/17 14:59:59","bgm_M411","44.スクァーマ\n　　　　　氷脈・西壁","bgm_M411_E40","102","2015/12/17 15:00:00","11044"
"45.スクァーマ氷脈・東壁","2030/12/17 14:59:59","bgm_M411","45.スクァーマ\n　　　　　氷脈・東壁","bgm_M411_E40","102","2015/12/17 15:00:00","11045"
"46.ラテリ連山・崖上","2030/12/17 14:59:59","bgm_M483","46.ラテリ\n　　　　　連山・崖上","bgm_M483_E46","102","2015/12/17 15:00:00","11046"
"47.ラテリ連山・崖下","2030/12/17 14:59:59","bgm_M483","47.ラテリ\n　　　　　連山・崖下","bgm_M483_E46","102","2015/12/17 15:00:00","11047"
"48.エスタ荒野・南部","2030/12/17 14:59:59","bgm_M483","48.エスタ\n　　　　　荒野・南部","bgm_M483_E46","102","2015/12/17 15:00:00","11048"
"49.エスタ荒野・北部","2030/12/17 14:59:59","bgm_M483","49.エスタ\n　　　　　荒野・北部","bgm_M483_E46","102","2015/12/17 15:00:00","11049"
"50.ネロ岩礁・西部","2030/12/17 14:59:59","bgm_M483","50.ネロ\n　　　　　岩礁・西部","bgm_M483_E50","102","2015/12/17 15:00:00","11050"
"51.ネロ岩礁・東部","2030/12/17 14:59:59","bgm_M483","51.ネロ\n　　　　　岩礁・東部","bgm_M483_E50","102","2015/12/17 15:00:00","11051"
"52.ピニオン浜堤・西岸","2030/12/17 14:59:59","bgm_M483","52.ピニオン\n　　　　　浜堤・西岸","bgm_M483_E50","102","2015/12/17 15:00:00","11052"
"53.ピニオン浜堤・東岸","2030/12/17 14:59:59","bgm_M483","53.ピニオン\n　　　　　浜堤・東岸","bgm_M483_E50","102","2015/12/17 15:00:00","11053"
"54.トータティス砂岸・西部","2030/12/17 14:59:59","bgm_M483","54.トータティス砂岸\n　　　　　西部","bgm_M483_E50","102","2015/12/17 15:00:00","11054"
"55.トータティス砂岸・東部","2030/12/17 14:59:59","bgm_M483","55.トータティス砂岸\n　　　　　東部","bgm_M483_E50","102","2015/12/17 15:00:00","11055"
"56.オニュクス砂島・北部","2030/12/17 14:59:59","bgm_M483","56.オニュクス砂島\n　　　　　北部","bgm_M483_E50","102","2015/12/17 15:00:00","11056"
"57.オニュクス砂島・南部","2030/12/17 14:59:59","bgm_M571","57.オニュクス砂島\n　　　　　南部","bgm_M571","102","2015/12/17 15:00:00","11057"
"58.クルース密林・東部","2030/12/17 14:59:59","bgm_M599A","58.クルース\n　　　　　密林・東部","bgm_M599A","102","2015/12/17 15:00:00","11058"
"59.クルース密林・西部","2030/12/17 14:59:59","bgm_M599A","59.クルース\n　　　　　密林・西部","bgm_M599A","102","2015/12/17 15:00:00","11059"
"60.カウダ砂浜・北部","2030/12/17 14:59:59","bgm_M599A","60.カウダ\n　　　　　砂浜・北部","bgm_M599A","102","2015/12/17 15:00:00","11060"
"61.カウダ砂浜・南部","2030/12/17 14:59:59","bgm_M599A","61.カウダ\n　　　　　砂浜・南部","bgm_M599A","102","2015/12/17 15:00:00","11061"
"62.プロピーナ岬","2030/12/17 14:59:59","bgm_M599A","62.プロピーナ岬","bgm_M599A","102","2015/12/17 15:00:00","11062"
"63.アパレーユ街道・西側","2030/12/17 14:59:59","bgm_MC001","63.アパレーユ\n　　　　　街道・西側","bgm_MC001","103","2015/12/17 15:00:00","11063"
"64.アパレーユ街道・東側","2030/12/17 14:59:59","bgm_MC001","64.アパレーユ\n　　　　　街道・東側","bgm_MC001","103","2015/12/17 15:00:00","11064"
"65.キャッスル・オブ・パルフェ　城下町","2030/12/17 14:59:59","bgm_MC001","65.キャッスル・オブ・パルフェ\n　　　　　　城下町","bgm_MC001","103","2015/12/17 15:00:00","11065"
"66.ラモリール平原","2030/12/17 14:59:59","bgm_MC001","66.ラモリール平原","bgm_MC001","103","2015/12/17 15:00:00","11066"
"67.渦炎密林","2030/12/17 14:59:59","bgm_MC079","67.渦炎密林","bgm_MC079","104","2015/12/17 15:00:00","11067"
"68.思索樹海","2030/12/17 14:59:59","bgm_MC079","68.思索樹海","bgm_MC079","104","2015/12/17 15:00:00","11068"
"69.鬼ノ膝元","2030/12/17 14:59:59","bgm_MC079","69.鬼ノ膝元","bgm_MC079","104","2015/12/17 15:00:00","11069"
"70.炎縄河","2030/12/17 14:59:59","bgm_MC079","70.炎縄河","bgm_MC079","104","2015/12/17 15:00:00","11070"
"71.崩豹峠","2030/12/17 14:59:59","bgm_MC079","71.崩豹峠","bgm_MC079","104","2015/12/17 15:00:00","11071"
"72.怒錐ヶ岳","2030/12/17 14:59:59","bgm_MC079","72.怒錐ヶ岳","bgm_MC079","104","2015/12/17 15:00:00","11072"
"73.久遠氷河・南端","2030/12/17 14:59:59","bgm_MC201","73.久遠氷河・南端","bgm_MC201","105","2015/12/17 15:00:00","11073"
"74.幽魂湿原","2030/12/17 14:59:59","bgm_MC201","74.幽魂湿原","bgm_MC201","105","2015/12/17 15:00:00","11074"
"75.巨鯨城・近隣","2030/12/17 14:59:59","bgm_MC201","75.巨鯨城・近隣","bgm_MC201","105","2015/12/17 15:00:00","11075"
"76.忘却された町","2030/12/17 14:59:59","bgm_MC201","76.忘却された町","bgm_MC201","105","2015/12/17 15:00:00","11076"
"77.黒曜に臨む丘","2030/12/17 14:59:59","bgm_MC201","77.黒曜に臨む丘","bgm_MC201","105","2015/12/17 15:00:00","11077"
"78.屍蝋の眠り城","2030/12/17 14:59:59","bgm_MC201","78.屍蝋の眠り城","bgm_MC201","105","2015/12/17 15:00:00","11078"
"79.はぐれ鬼の集落","2030/12/17 14:59:59","bgm_MC201","79.はぐれ鬼の集落","bgm_MC201","105","2015/12/17 15:00:00","11079"
"1.ジュノー平野","2030/12/17 14:59:59","bgm_M61","1.ジュノー平野","bgm_M61","101","2015/12/17 15:00:00","12001"
"2.パラス高原","2030/12/17 14:59:59","bgm_M61","2.パラス高原","bgm_M61_02","101","2015/12/17 15:00:00","12002"
"3.ヘーベ丘陵","2030/12/17 14:59:59","bgm_M61","3.ヘーベ丘陵","bgm_M61_03","101","2015/12/17 15:00:00","12003"
"4.ベスタ渓谷","2030/12/17 14:59:59","bgm_M61","4.ベスタ渓谷","bgm_M61_04","101","2015/12/17 15:00:00","12004"
"5.ケレス森林","2030/12/17 14:59:59","bgm_M62","5.ケレス森林","bgm_M62_01","101","2015/12/17 15:00:00","12005"
"6.フローラ湖畔","2030/12/17 14:59:59","bgm_M62","6.フローラ湖畔","bgm_M62_02","101","2015/12/17 15:00:00","12006"
"7.メティス大瀑布","2030/12/17 14:59:59","bgm_M62","7.メティス大瀑布","bgm_M62_03","101","2015/12/17 15:00:00","12007"
"8.イリス樹海","2030/12/17 14:59:59","bgm_M42","8.イリス樹海","bgm_M42_02","101","2015/12/17 15:00:00","12008"
"9.フリガ雪原","2030/12/17 14:59:59","bgm_M58","9.フリガ雪原","bgm_M58","101","2015/12/17 15:00:00","12009"
"10.ロレッタ海岸","2030/12/17 14:59:59","bgm_M101","10.ロレッタ海岸","bgm_M101","101","2015/12/17 15:00:00","12010"
"11.ゲヌア砂漠","2030/12/17 14:59:59","bgm_M93","11.ゲヌア砂漠","bgm_M93","101","2015/12/17 15:00:00","12011"
"12.ボノニア砂丘","2030/12/17 14:59:59","bgm_M94","12.ボノニア砂丘","bgm_M94","101","2015/12/17 15:00:00","12012"
"13.ドロテア湿地","2030/12/17 14:59:59","bgm_M118","13.ドロテア湿地","bgm_M118","101","2015/12/17 15:00:00","12013"
"14.ウジェニア熱地","2030/12/17 14:59:59","bgm_M95","14.ウジェニア熱地","bgm_M95","101","2015/12/17 15:00:00","12014"
"15.タリア火山","2030/12/17 14:59:59","bgm_M96","15.タリア火山","bgm_M96","101","2015/12/17 15:00:00","12015"
"16.テミス銀嶺","2030/12/17 14:59:59","bgm_M140","16.テミス銀嶺","bgm_M140","101","2015/12/17 15:00:00","12016"
"17.フィデス氷原","2030/12/17 14:59:59","bgm_M141","17.フィデス氷原","bgm_M141","101","2015/12/17 15:00:00","12017"
"18.ファエトン原野・北部","2030/12/17 14:59:59","bgm_M179","18.ファエトン\n　　　　　原野・北部","bgm_M179","102","2015/12/17 15:00:00","12018"
"19.ファエトン原野・南部","2030/12/17 14:59:59","bgm_M179","19.ファエトン\n　　　　　原野・南部","bgm_M179","102","2015/12/17 15:00:00","12019"
"20.カスタリア樹林・西部","2030/12/17 14:59:59","bgm_M180","20.カスタリア\n　　　　　樹林・西部","bgm_M180","102","2015/12/17 15:00:00","12020"
"21.カスタリア樹林・東部","2030/12/17 14:59:59","bgm_M180","21.カスタリア\n　　　　　樹林・東部","bgm_M180","102","2015/12/17 15:00:00","12021"
"22.マティルド岩峯・南部","2030/12/17 14:59:59","bgm_M232","22.マティルド\n　　　　　岩峯・南部","bgm_M232","102","2015/12/17 15:00:00","12022"
"23.マティルド岩峯・北部","2030/12/17 14:59:59","bgm_M232","23.マティルド\n　　　　　岩峯・北部","bgm_M232","102","2015/12/17 15:00:00","12023"
"24.レディウス群峰・西麓","2030/12/17 14:59:59","bgm_M233","24.レディウス\n　　　　　群峰・西麓","bgm_M233","102","2015/12/17 15:00:00","12024"
"25.レディウス群峰・東麓","2030/12/17 14:59:59","bgm_M233","25.レディウス\n　　　　　群峰・東麓","bgm_M233","102","2015/12/17 15:00:00","12025"
"26.ペテロ大森林・西部","2030/12/17 14:59:59","bgm_M260","26.ペテロ大森林・西部","bgm_M260","102","2015/12/17 15:00:00","12026"
"27.ペテロ大森林・東部","2030/12/17 14:59:59","bgm_M260","27.ペテロ大森林・東部","bgm_M260","102","2015/12/17 15:00:00","12027"
"28.ディズタル河食岸・北部","2030/12/17 14:59:59","bgm_M278","28.ディズタル\n　　　　　河食岸・北部","bgm_M278_E28","102","2015/12/17 15:00:00","12028"
"29.ディズタル河食岸・南部","2030/12/17 14:59:59","bgm_M278","29.ディズタル\n　　　　　河食岸・南部","bgm_M278_E29","102","2015/12/17 15:00:00","12029"
"30.フテラ断崖・北部","2030/12/17 14:59:59","bgm_M293","30.フテラ断崖・北部","bgm_M293","102","2015/12/17 15:00:00","12030"
"31.フテラ断崖・南部","2030/12/17 14:59:59","bgm_M293","31.フテラ断崖・南部","bgm_M293","102","2015/12/17 15:00:00","12031"
"32.ファスキア森林・南部","2030/12/17 14:59:59","bgm_M339","32.ファスキア\n　　　　　　森林・南部","bgm_M339","102","2015/12/17 15:00:00","12032"
"33.ファスキア森林・東部","2030/12/17 14:59:59","bgm_M339","33.ファスキア\n　　　　　　森林・東部","bgm_M339","102","2015/12/17 15:00:00","12033"
"34.デクスティア岩崖・西壁","2030/12/17 14:59:59","bgm_M374","34.デクスティア\n　　　　　岩崖・西壁","bgm_M374","102","2015/12/17 15:00:00","12034"
"35.デクスティア岩崖・東壁","2030/12/17 14:59:59","bgm_M374","35.デクスティア\n　　　　　岩崖・東壁","bgm_M374","102","2015/12/17 15:00:00","12035"
"36.ヴェーナ湖畔道・南部","2030/12/17 14:59:59","bgm_M392","36.ヴェーナ\n　　　　　湖畔道・南部","bgm_M392","102","2015/12/17 15:00:00","12036"
"37.ヴェーナ湖畔道・北部","2030/12/17 14:59:59","bgm_M392","37.ヴェーナ\n　　　　　湖畔道・北部","bgm_M392","102","2015/12/17 15:00:00","12037"
"38.ラトゥス断崖・南部","2030/12/17 14:59:59","bgm_M411","38.ラトゥス\n　　　　　断崖・南部","bgm_M411","102","2015/12/17 15:00:00","12038"
"39.ラトゥス断崖・北部","2030/12/17 14:59:59","bgm_M411","39.ラトゥス\n　　　　　断崖・北部","bgm_M411","102","2015/12/17 15:00:00","12039"
"40.スカプ山系・西麓","2030/12/17 14:59:59","bgm_M411","40.スカプ\n　　　　　山系・西麓","bgm_M411_E40","102","2015/12/17 15:00:00","12040"
"41.スカプ山系・東麓","2030/12/17 14:59:59","bgm_M411","41.スカプ\n　　　　　山系・東麓","bgm_M411_E40","102","2015/12/17 15:00:00","12041"
"42.ペクトス氷峰・西壁","2030/12/17 14:59:59","bgm_M411","42.ペクトス\n　　　　　氷峰・西壁","bgm_M411_E40","102","2015/12/17 15:00:00","12042"
"43.ペクトス氷峰・東壁","2030/12/17 14:59:59","bgm_M411","43.ペクトス\n　　　　　氷峰・東壁","bgm_M411_E40","102","2015/12/17 15:00:00","12043"
"44.スクァーマ氷脈・西壁","2030/12/17 14:59:59","bgm_M411","44.スクァーマ\n　　　　　氷脈・西壁","bgm_M411_E40","102","2015/12/17 15:00:00","12044"
"45.スクァーマ氷脈・東壁","2030/12/17 14:59:59","bgm_M411","45.スクァーマ\n　　　　　氷脈・東壁","bgm_M411_E40","102","2015/12/17 15:00:00","12045"
"46.ラテリ連山・崖上","2030/12/17 14:59:59","bgm_M483","46.ラテリ\n　　　　　連山・崖上","bgm_M483_E46","102","2015/12/17 15:00:00","12046"
"47.ラテリ連山・崖下","2030/12/17 14:59:59","bgm_M483","47.ラテリ\n　　　　　連山・崖下","bgm_M483_E46","102","2015/12/17 15:00:00","12047"
"48.エスタ荒野・南部","2030/12/17 14:59:59","bgm_M483","48.エスタ\n　　　　　荒野・南部","bgm_M483_E46","102","2015/12/17 15:00:00","12048"
"49.エスタ荒野・北部","2030/12/17 14:59:59","bgm_M483","49.エスタ\n　　　　　荒野・北部","bgm_M483_E46","102","2015/12/17 15:00:00","12049"
"50.ネロ岩礁・西部","2030/12/17 14:59:59","bgm_M483","50.ネロ\n　　　　　岩礁・西部","bgm_M483_E50","102","2015/12/17 15:00:00","12050"
"51.ネロ岩礁・東部","2030/12/17 14:59:59","bgm_M483","51.ネロ\n　　　　　岩礁・東部","bgm_M483_E50","102","2015/12/17 15:00:00","12051"
"52.ピニオン浜堤・西岸","2030/12/17 14:59:59","bgm_M483","52.ピニオン\n　　　　　浜堤・西岸","bgm_M483_E50","102","2015/12/17 15:00:00","12052"
"53.ピニオン浜堤・東岸","2030/12/17 14:59:59","bgm_M483","53.ピニオン\n　　　　　浜堤・東岸","bgm_M483_E50","102","2015/12/17 15:00:00","12053"
"54.トータティス砂岸・西部","2030/12/17 14:59:59","bgm_M483","54.トータティス砂岸\n　　　　　西部","bgm_M483_E50","102","2015/12/17 15:00:00","12054"
"55.トータティス砂岸・東部","2030/12/17 14:59:59","bgm_M483","55.トータティス砂岸\n　　　　　東部","bgm_M483_E50","102","2015/12/17 15:00:00","12055"
"56.オニュクス砂島・北部","2030/12/17 14:59:59","bgm_M483","56.オニュクス砂島\n　　　　　北部","bgm_M483_E50","102","2015/12/17 15:00:00","12056"
"57.オニュクス砂島・南部","2030/12/17 14:59:59","bgm_M571","57.オニュクス砂島\n　　　　　南部","bgm_M571","102","2015/12/17 15:00:00","12057"
"58.クルース密林・東部","2030/12/17 14:59:59","bgm_M599A","58.クルース\n　　　　　密林・東部","bgm_M599A","102","2015/12/17 15:00:00","12058"
"63.アパレーユ街道・西側","2030/12/17 14:59:59","bgm_MC001","63.アパレーユ\n　　　　　街道・西側","bgm_MC001","103","2015/12/17 15:00:00","12063"
"64.アパレーユ街道・東側","2030/12/17 14:59:59","bgm_MC001","64.アパレーユ\n　　　　　街道・東側","bgm_MC001","103","2015/12/17 15:00:00","12064"
"65.キャッスル・オブ・パルフェ　城下町","2030/12/17 14:59:59","bgm_MC001","65.キャッスル・オブ・パルフェ\n　　　　　　城下町","bgm_MC001","103","2015/12/17 15:00:00","12065"
"66.ラモリール平原","2030/12/17 14:59:59","bgm_MC001","66.ラモリール平原","bgm_MC001","103","2015/12/17 15:00:00","12066"
"67.渦炎密林","2030/12/17 14:59:59","bgm_MC079","67.渦炎密林","bgm_MC079","104","2015/12/17 15:00:00","12067"
"68.思索樹海","2030/12/17 14:59:59","bgm_MC079","68.思索樹海","bgm_MC079","104","2015/12/17 15:00:00","12068"
"69.鬼ノ膝元","2030/12/17 14:59:59","bgm_MC079","69.鬼ノ膝元","bgm_MC079","104","2015/12/17 15:00:00","12069"
"70.炎縄河","2030/12/17 14:59:59","bgm_MC079","70.炎縄河","bgm_MC079","104","2015/12/17 15:00:00","12070"
"71.崩豹峠","2030/12/17 14:59:59","bgm_MC079","71.崩豹峠","bgm_MC079","104","2015/12/17 15:00:00","12071"
"72.怒錐ヶ岳","2030/12/17 14:59:59","bgm_MC079","72.怒錐ヶ岳","bgm_MC079","104","2015/12/17 15:00:00","12072"
"73.久遠氷河・南端","2030/12/17 14:59:59","bgm_MC201","73.久遠氷河・南端","bgm_MC201","105","2015/12/17 15:00:00","12073"
"74.幽魂湿原","2030/12/17 14:59:59","bgm_MC201","74.幽魂湿原","bgm_MC201","105","2015/12/17 15:00:00","12074"
"75.巨鯨城・近隣","2030/12/17 14:59:59","bgm_MC201","75.巨鯨城・近隣","bgm_MC201","105","2015/12/17 15:00:00","12075"
"76.忘却された町","2030/12/17 14:59:59","bgm_MC201","76.忘却された町","bgm_MC201","105","2015/12/17 15:00:00","12076"
"77.黒曜に臨む丘","2030/12/17 14:59:59","bgm_MC201","77.黒曜に臨む丘","bgm_MC201","105","2015/12/17 15:00:00","12077"
"78.屍蝋の眠り城","2030/12/17 14:59:59","bgm_MC201","78.屍蝋の眠り城","bgm_MC201","105","2015/12/17 15:00:00","12078"
"79.はぐれ鬼の集落","2030/12/17 14:59:59","bgm_MC201","79.はぐれ鬼の集落","bgm_MC201","105","2015/12/17 15:00:00","12079"
"18.ファエトン原野・北部","2030/12/17 14:59:00","bgm_M179","18.ファエトン\n　　　　　原野・北部","bgm_M179","102","2015/12/17 15:00:00","13018"
"19.ファエトン原野・南部","2030/12/17 14:59:59","bgm_M179","19.ファエトン\n　　　　　原野・南部","bgm_M179","102","2015/12/17 15:00:00","13019"
"20.カスタリア樹林・西部","2030/12/17 14:59:59","bgm_M180","20.カスタリア\n　　　　　樹林・西部","bgm_M180","102","2015/12/17 15:00:00","13020"
"21.カスタリア樹林・東部","2030/12/17 14:59:59","bgm_M180","21.カスタリア\n　　　　　樹林・東部","bgm_M180","102","2015/12/17 15:00:00","13021"
"22.マティルド岩峯・南部","2030/12/17 14:59:59","bgm_M232","22.マティルド\n　　　　　岩峯・南部","bgm_M232","102","2015/12/17 15:00:00","13022"
"23.マティルド岩峯・北部","2030/12/17 14:59:59","bgm_M232","23.マティルド\n　　　　　岩峯・北部","bgm_M232","102","2015/12/17 15:00:00","13023"
"24.レディウス群峰・西麓","2030/12/17 14:59:59","bgm_M233","24.レディウス\n　　　　　群峰・西麓","bgm_M233","102","2015/12/17 15:00:00","13024"
"25.レディウス群峰・東麓","2030/12/17 14:59:59","bgm_M233","25.レディウス\n　　　　　群峰・東麓","bgm_M233","102","2015/12/17 15:00:00","13025"
"26.ペテロ大森林・西部","2030/12/17 14:59:59","bgm_M260","26.ペテロ大森林・西部","bgm_M260","102","2015/12/17 15:00:00","13026"
"27.ペテロ大森林・東部","2030/12/17 14:59:59","bgm_M260","27.ペテロ大森林・東部","bgm_M260","102","2015/12/17 15:00:00","13027"
"28.ディズタル河食岸・北部","2030/12/17 14:59:59","bgm_M278","28.ディズタル\n　　　　　河食岸・北部","bgm_M278_E28","102","2015/12/17 15:00:00","13028"
"29.ディズタル河食岸・南部","2030/12/17 14:59:59","bgm_M278","29.ディズタル\n　　　　　河食岸・南部","bgm_M278_E29","102","2015/12/17 15:00:00","13029"
"30.フテラ断崖・北部","2030/12/17 14:59:59","bgm_M293","30.フテラ断崖・北部","bgm_M293","102","2015/12/17 15:00:00","13030"
"31.フテラ断崖・南部","2030/12/17 14:59:59","bgm_M293","31.フテラ断崖・南部","bgm_M293","102","2015/12/17 15:00:00","13031"
"32.ファスキア森林・南部","2030/12/17 14:59:59","bgm_M339","32.ファスキア\n　　　　　　森林・南部","bgm_M339","102","2015/12/17 15:00:00","13032"
"33.ファスキア森林・東部","2030/12/17 14:59:59","bgm_M339","33.ファスキア\n　　　　　　森林・東部","bgm_M339","102","2015/12/17 15:00:00","13033"
