157a5cf40749da94f6402d12a8be067ef4387e88d4047897123d368b4245c885,fead988cee6ec46c473a53c57bbf2ebfcf13398603ef1c1631b90807d98ee399,0366a6e8d969091e8b222623e91148850b54862787f3412843fa0ac416b3d4ff,04961cbd84921021542d3f01c5ae204772ec8fc4536a5d18abb548367c52faa3,a88b757babae7a94cef780470f7c983858e04d582353995b114f66db5cf955de,706cb54e58e6f9e077379975c398ec0e60538536f01974603e4d528c5f5ff4cd,c1c13090fe343019d70090f5b2466fbae8c0bde510e8943ac35792b87f7ba92d,2168263679f9492bcbfa7ec9aaf8cf5d4ad088a12002d349593e0d58d5183ddd,ee4c2d693d4c29eba39db30344306dde7d48eb421840c18b1a9bca155582bf0c,31477f9f0bf1e14fa652ea737e7bbcae9905933d0fd2b3d03cf50e86bae32076,3ee53925ff342fe83ae2b91acb2527b98a7adf5e2c742be3c5acd220e0154c1c
"","0","1","0.2","106011","4514","3","0.2","wac_birthday_idle_doya","wac_birthday_clap","4514053"
"","","","","0.1","4514","93","","","","4514054"
"","0","1","0.2","105911","4514","3","0.2","wac_birthday_idle_wish","wac_birthday_clap_to_wish","4514055"
"","","","","0.1","4514","93","","","","4514056"
"","0","1","0.2","106431","4514","3","0.2","wac_birthday_idle_smile","wac_birthday_clap","4514057"
"","","","","2","4514","93","","","","4514058"
"","","","","1","4514","131","","","","4514059"
"","0","","","vo_wac_04514","4514","21","","0","vo_wac_04514_000","4514060"
"0.5","10","1","0","105811","4514","11","0","1","これって、誕生日ケーキですか！？\nありがとうございます♪\nとってもおいしそう……\nさっそくパクっといっちゃいますね♪","4514061"
"","","","","0","4514","91","","","","4514062"
"","1","","0.2","105811","4514","3","","","wac_birthday_idle_kyapi","4514063"
"","1","","0.2","106011","4514","3","","","wac_birthday_talk_normal","4514064"
"","0","","","vo_wac_04514","4514","21","","0","vo_wac_04514_001","4514065"
"0.5","10","1","0","106011","4514","11","0","1","ちょちょ、ストーーーップ！！\nまだろうそく外してないわよ！？\nほんと相変わらずね、あんたってば……\nふふっ、おめでと。","4514066"
"","","","","0","4514","91","","","","4514067"
"","1","","0.2","106011","4514","3","","","wac_birthday_idle_doya","4514068"
"","1","","0.2","105811","4514","3","","","wac_birthday_talk_kyapi","4514069"
"","0","","","vo_wac_04514","4514","21","","0","vo_wac_04514_002","4514070"
"0.5","10","1","0","105811","4514","11","0","1","えへへ、ありがとうございます♪\nいっぱい味わって食べますね！\nみんなに祝ってもらえて\n今日は最高の記念日です♪","4514071"
"","","","","0","4514","91","","","","4514072"
"","1","","0.2","105811","4514","3","","","wac_birthday_talk_wish","4514073"
"","0","","","vo_wac_04514","4514","21","","0","vo_wac_04514_003","4514074"
"0.5","10","1","0","105811","4514","11","0","1","今日も、明日も、この先の未来も\n素敵な食卓を囲んでいけますように♪\nもちろんあなたも一緒ですよ！\nこれからもよろしくお願いしますね！","4514075"
"","","","","0","4514","91","","","","4514076"
"","","","","0","4514","22","","","","4514077"
"","","","","bgm_M321","4814","25","","","bgm_M321_2C","4814001"
"wac_birthday_idle_normal","250","-70","2","1","4814","1","0","-1000","102011","4814002"
"wac_birthday_idle_doya","256","-270","2","1","4814","1","1","230","103611","4814003"
"wac_birthday_idle_kyapi","257","-310","2","1","4814","1","1","410","100411","4814004"
"","","","","102011","4814","13","","","300","4814005"
"","","","","103611","4814","13","","","300","4814006"
"","0","1","1","600","4814","31","","0","600","4814007"
"","0","1","0","602","4814","31","","0","602","4814008"
"","0","1","0","603","4814","31","","0","603","4814009"
"","30","1","1","604","4814","31","","60","604","4814010"
"","0","1","1","611","4814","31","","0","611","4814011"
"","0","1","0","700","4814","31","","0","700","4814012"
"","0","1","0","701","4814","31","","0","701","4814013"
"","0","1","0","702","4814","31","","0","702","4814014"
"","0","1","0","800","4814","31","","0","800","4814015"
"","30","1","1","901","4814","31","","60","901","4814016"
"","","","","1","4814","93","","","","4814017"
"","0","1","0.2","100411","4814","3","0.2","wac_birthday_reaction_03","wac_birthday_reaction_02","4814018"
"","","","","0.1","4814","93","","","","4814019"
"","0","1","0.2","103611","4814","3","0.2","wac_birthday_reaction_04","wac_birthday_reaction_01","4814020"
"","","","","0.3","4814","93","","","","4814021"
"","1","","0.2","102011","4814","3","","","wac_birthday_run_01","4814022"
"","-70","","","102011","4814","2","","3","0","4814023"
"","","","","2.5","4814","93","","","","4814024"
"","","","","602","4814","32","","","1","4814025"
"","","","","0.6","4814","93","","","","4814026"
"","","","","600","4814","32","","","0","4814027"
"","","","","611","4814","32","","","0","4814028"
"","","","","604","4814","32","","","0","4814029"
"","","","","701","4814","32","","","1","4814030"
"","0","","","901","4814","33","","0.01","0","4814031"
"","0","1","0.2","102011","4814","3","0.2","wac_birthday_wish_02","wac_birthday_blowout_02","4814032"
"","-330","","","102011","4814","2","","0.01","-200","4814033"
"","1","","0.2","103611","4814","3","","","wac_birthday_idle_doya","4814034"
"","-320","","","103611","4814","2","","0.01","180","4814035"
"","1","","0.2","100411","4814","3","","","wac_birthday_idle_kyapi","4814036"
"","-340","","","100411","4814","2","","0.01","320","4814037"
"","","","","0","4814","93","","","","4814038"
"","","","","800","4814","32","","","1","4814039"
"","","","","0.7","4814","93","","","","4814040"
"","","","","702","4814","32","","","1","4814041"
"","","","","0.5","4814","93","","","","4814042"
"","0","","","se_common","4814","23","","","se_sys_login_birthday_blow_candle","4814043"
"","","","","701","4814","32","","","0","4814044"
"","","","","0.4","4814","93","","","","4814045"
"","0","","","se_common","4814","23","","","se_sys_login_birthday_cracker","4814046"
"","","","","700","4814","32","","","1","4814047"
"","0","","","se_common","4814","23","","","se_sys_login_birthday_calendar_applause","4814048"
"","0","1","0.2","103611","4814","3","0.2","wac_birthday_idle_doya","wac_birthday_clap","4814049"
"","","","","0.1","4814","93","","","","4814050"
"","0","1","0.2","100411","4814","3","0.2","wac_birthday_idle_kyapi","wac_birthday_clap","4814051"
"","","","","2","4814","93","","","","4814052"
"","","","","1","4814","131","","","","4814053"
"","0","","","vo_wac_04814","4814","21","","0","vo_wac_04814_000","4814054"
"0.5","10","1","0","102011","4814","11","0","1","わあ～、ケーキだ～！\nお店屋さんで売ってるのより\nおっきい……！　すごいすごい♪","4814055"
"","","","","0","4814","91","","","","4814056"
"","1","","0.2","102011","4814","3","","","wac_birthday_idle_smile","4814057"
"","1","","0.2","103611","4814","3","","","wac_birthday_talk_doya","4814058"
"","0","","","vo_wac_04814","4814","21","","0","vo_wac_04814_001","4814059"
"0.5","10","1","0","103611","4814","11","0","1","こっそり作っておいたの！\nミソギがイタズラしてきて\n大変だったけど……\nミミ、お誕生日おめでとう♪","4814060"
"","","","","0","4814","91","","","","4814061"
"","1","","0.2","103611","4814","3","","","wac_birthday_idle_doya","4814062"
"","1","","0.2","102011","4814","3","","","wac_birthday_talk_smile","4814063"
"","0","","","vo_wac_04814","4814","21","","0","vo_wac_04814_002","4814064"
"0.5","10","1","0","102011","4814","11","0","1","えへへ、ふたりともありがとう～\nおとうさんとおかあさん、みんなからも\nケーキがもらえるなんて夢みたい……","4814065"
"","","","","0","4814","91","","","","4814066"
"","1","","0.2","102011","4814","3","","","wac_birthday_talk_kyapi","4814067"
"","0","","","vo_wac_04814","4814","21","","0","vo_wac_04814_003","4814068"
"0.5","10","1","0","102011","4814","11","0","1","ミミ、とっても幸せだよ～♪\nおにいちゃんもありがとう！\nみんなのお誕生日がきたら、ミミも\nぜ～ったいおいわいするからね♪","4814069"
"","","","","0","4814","91","","","","4814070"
"","","","","0","4814","22","","","","4814071"
"","","","","bgm_M321","5014","25","","","bgm_M321_2C","5014001"
"wac_birthday_idle_normal","250","-70","2","1","5014","1","0","-1000","100211","5014002"
"wac_birthday_idle_normal","256","-270","2","1","5014","1","1","230","100311","5014003"
"wac_birthday_idle_smile","257","-310","2","1","5014","1","1","410","100111","5014004"
"","","","","100211","5014","13","","","300","5014005"
"","","","","100311","5014","13","","","300","5014006"
"","0","1","1","600","5014","31","","0","600","5014007"
"","0","1","0","602","5014","31","","0","602","5014008"
"","0","1","0","603","5014","31","","0","603","5014009"
"","30","1","1","604","5014","31","","60","604","5014010"
"","0","1","1","611","5014","31","","0","611","5014011"
"","0","1","0","700","5014","31","","0","700","5014012"
"","0","1","0","701","5014","31","","0","701","5014013"
"","0","1","0","702","5014","31","","0","702","5014014"
"","0","1","0","800","5014","31","","0","800","5014015"
"","30","1","1","902","5014","31","","60","902","5014016"
"","","","","1","5014","93","","","","5014017"
"","0","1","0.2","100111","5014","3","0.2","wac_birthday_reaction_03","wac_birthday_reaction_02","5014018"
"","","","","0.1","5014","93","","","","5014019"
"","0","1","0.2","100311","5014","3","0.2","wac_birthday_reaction_04","wac_birthday_reaction_01","5014020"
"","","","","0.3","5014","93","","","","5014021"
"","1","","0.2","100211","5014","3","","","wac_birthday_run_01","5014022"
"","-70","","","100211","5014","2","","3","0","5014023"
"","","","","2.5","5014","93","","","","5014024"
"","","","","602","5014","32","","","1","5014025"
"","","","","0.6","5014","93","","","","5014026"
"","","","","600","5014","32","","","0","5014027"
"","","","","611","5014","32","","","0","5014028"
"","","","","604","5014","32","","","0","5014029"
"","","","","701","5014","32","","","1","5014030"
"","0","","","902","5014","33","","0.01","0","5014031"
"","0","1","0.2","100211","5014","3","0.2","wac_birthday_wish_04","wac_birthday_blowout_01","5014032"
"","-330","","","100211","5014","2","","0.01","-200","5014033"
"","1","","0.2","100311","5014","3","","","wac_birthday_idle_normal","5014034"
"","-320","","","100311","5014","2","","0.01","180","5014035"
"","1","","0.2","100111","5014","3","","","wac_birthday_idle_smile","5014036"
"","-340","","","100111","5014","2","","0.01","320","5014037"
"","","","","0","5014","93","","","","5014038"
"","","","","800","5014","32","","","1","5014039"
"","","","","0.7","5014","93","","","","5014040"
"","","","","702","5014","32","","","1","5014041"
"","","","","0.5","5014","93","","","","5014042"
"","0","","","se_common","5014","23","","","se_sys_login_birthday_blow_candle","5014043"
"","","","","701","5014","32","","","0","5014044"
"","","","","0.4","5014","93","","","","5014045"
"","0","","","se_common","5014","23","","","se_sys_login_birthday_cracker","5014046"
"","","","","700","5014","32","","","1","5014047"
"","0","","","se_common","5014","23","","","se_sys_login_birthday_calendar_applause","5014048"
"","0","1","0.2","100311","5014","3","0.2","wac_birthday_idle_normal","wac_birthday_clap","5014049"
"","","","","0.1","5014","93","","","","5014050"
"","0","1","0.2","100111","5014","3","0.2","wac_birthday_idle_smile","wac_birthday_clap","5014051"
"","","","","2","5014","93","","","","5014052"
"","","","","1","5014","131","","","","5014053"
"","0","","","vo_wac_05014","5014","21","","0","vo_wac_05014_000","5014054"
"0.5","10","1","0","100211","5014","11","0","1","この誕生日ケーキ、わたしにっ！？\nあっ、ありがとう……！\n……もしかしてこれ、\nふたりで手作りしてくれたの？","5014055"
"","","","","0","5014","91","","","","5014056"
"","1","","0.2","100211","5014","3","","","wac_birthday_idle_wish","5014057"
"","1","","0.2","100311","5014","3","","","wac_birthday_talk_normal","5014058"
"","0","","","vo_wac_05014","5014","21","","0","vo_wac_05014_001","5014059"
"0.5","10","1","0","100311","5014","11","0","1","うん。私とヒヨリで作ったんだ。\nユイにはいつだって助けられてるから\nせめてものお返しだよ。\n……誕生日おめでとう。ユイ。","5014060"
"","","","","0","5014","91","","","","5014061"
"","1","","0.2","100311","5014","3","","","wac_birthday_idle_normal","5014062"
"","1","","0.2","100211","5014","3","","","wac_birthday_talk_sad","5014063"
"","0","","","vo_wac_05014","5014","21","","0","vo_wac_05014_002","5014064"
"0.5","10","1","0","100211","5014","11","0","1","そ、そんな……わたしだって、いつも\n助けられてばっかりで……ご、ごめん！\nせっかくお祝いしてもらってるのに\nうれしくて泣いちゃいそう……！","5014065"
"","","","","0","5014","91","","","","5014066"
"","1","","0.2","100211","5014","3","","","wac_birthday_talk_smile","5014067"
"","0","","","vo_wac_05014","5014","21","","0","vo_wac_05014_003","5014068"
"0.5","10","1","0","100211","5014","11","0","1","騎士クンも、本当にありがとうね。\nみんなに祝福してもらえて\nわたし、最高に幸せだよ……！\n大事に味わって食べるね！","5014069"
"","","","","0","5014","91","","","","5014070"
"","","","","0","5014","22","","","","5014071"
"","","","","bgm_M321","5214","25","","","bgm_M321_2C","5214001"
"wac_birthday_idle_normal","250","-70","2","1","5214","1","0","-1000","105511","5214002"
"wac_birthday_idle_doya","256","-260","2","1","5214","1","1","170","105311","5214003"
"wac_birthday_idle_normal","259","-310","2","1","5214","1","1","270","104511","5214004"
"wac_birthday_idle_wish","257","-270","2","1","5214","1","1","410","100811","5214005"
"wac_birthday_idle_kyapi","258","-310","2","1","5214","1","1","510","103011","5214006"
"","","","","105511","5214","13","","","300","5214007"
"","","","","105311","5214","13","","","300","5214008"
"","0","1","1","600","5214","31","","0","600","5214009"
"","0","1","0","602","5214","31","","0","602","5214010"
"","0","1","0","603","5214","31","","0","603","5214011"
"","30","1","1","604","5214","31","","60","604","5214012"
"","0","1","1","611","5214","31","","0","611","5214013"
"","0","1","0","700","5214","31","","0","700","5214014"
"","0","1","0","701","5214","31","","0","701","5214015"
"","0","1","0","702","5214","31","","0","702","5214016"
"","0","1","0","800","5214","31","","0","800","5214017"
"","30","1","1","903","5214","31","","60","903","5214018"
"","","","","1","5214","93","","","","5214019"
"","0","1","0.2","104511","5214","3","0.2","wac_birthday_reaction_03","wac_birthday_reaction_05","5214020"
"","0","1","0.2","105311","5214","3","0.2","wac_birthday_reaction_03","wac_birthday_reaction_01","5214021"
"","","","","0.1","5214","93","","","","5214022"
"","0","1","0.2","100811","5214","3","0.2","wac_birthday_reaction_04","wac_birthday_reaction_01","5214023"
"","0","1","0.2","103011","5214","3","0.2","wac_birthday_reaction_03","wac_birthday_reaction_02","5214024"
"","","","","0.3","5214","93","","","","5214025"
"","1","","0.2","105511","5214","3","","","wac_birthday_run_01","5214026"
"","-70","","","105511","5214","2","","3","0","5214027"
"","","","","2.5","5214","93","","","","5214028"
"","","","","602","5214","32","","","1","5214029"
"","","","","0.6","5214","93","","","","5214030"
"","","","","600","5214","32","","","0","5214031"
"","","","","611","5214","32","","","0","5214032"
"","","","","604","5214","32","","","0","5214033"
"","","","","701","5214","32","","","1","5214034"
"","0","","","903","5214","33","","0.01","0","5214035"
"","0","1","0.2","105511","5214","3","0.2","wac_birthday_wish_04","wac_birthday_blowout_03","5214036"
"","-330","","","105511","5214","2","","0.01","-200","5214037"
"","1","","0.2","105311","5214","3","","","wac_birthday_idle_doya","5214038"
"","-320","","","105311","5214","2","","0.01","150","5214039"
"","1","","0.2","104511","5214","3","","","wac_birthday_idle_normal","5214040"
"","-360","","","104511","5214","2","","0.01","260","5214041"
"","1","","0.2","100811","5214","3","","","wac_birthday_idle_wish","5214042"
"","-320","","","100811","5214","2","","0.01","400","5214043"
"","1","","0.2","103011","5214","3","","","wac_birthday_idle_kyapi","5214044"
"","-340","","","103011","5214","2","","0.01","500","5214045"
"","","","","0","5214","93","","","","5214046"
"","","","","800","5214","32","","","1","5214047"
"","","","","0.7","5214","93","","","","5214048"
"","","","","702","5214","32","","","1","5214049"
"","","","","0.5","5214","93","","","","5214050"
"","0","","","se_common","5214","23","","","se_sys_login_birthday_blow_candle","5214051"
"","","","","701","5214","32","","","0","5214052"
"","","","","0.4","5214","93","","","","5214053"
"","0","","","se_common","5214","23","","","se_sys_login_birthday_cracker","5214054"
"","","","","700","5214","32","","","1","5214055"
"","0","","","se_common","5214","23","","","se_sys_login_birthday_calendar_applause","5214056"
"","0","1","0.2","105311","5214","3","0.2","wac_birthday_idle_doya","wac_birthday_clap","5214057"
"","0","1","0.2","100811","5214","3","0.2","wac_birthday_idle_wish","wac_birthday_clap_to_wish","5214058"
"","","","","0.1","5214","93","","","","5214059"
"","0","1","0.2","104511","5214","3","0.2","wac_birthday_idle_normal","wac_birthday_clap","5214060"
"","","","","0.1","5214","93","","","","5214061"
"","0","1","0.2","103011","5214","3","0.2","wac_birthday_idle_kyapi","wac_birthday_clap","5214062"
"","","","","2","5214","93","","","","5214063"
"","","","","1","5214","131","","","","5214064"
"","0","","","vo_wac_05214","5214","21","","0","vo_wac_05214_000","5214065"
"0.5","10","1","0","105511","5214","11","0","1","わぁ、お誕生日ケーキですか？\nおめでとうございます～\nいったい誰の……えっ、わ、私！？\n誕生日、覚えててくれたんですか……？","5214066"
"","","","","0","5214","91","","","","5214067"
"","1","","0.2","105511","5214","3","","","wac_birthday_idle_wish","5214068"
"","1","","0.2","105311","5214","3","","","wac_birthday_talk_smile","5214069"
"","0","","","vo_wac_05214","5214","21","","0","vo_wac_05214_001","5214070"
"0.5","10","1","0","105311","5214","11","0","1","忘れるはずがないだろう！\nアユミは我がギルドの数少ない良心……\nいや、重要な存在なのだからな！\n盛大に祝福させてくれ！　おめでとう！","5214071"
"","","","","0","5214","91","","","","5214072"
"","1","","0.2","105311","5214","3","","","wac_birthday_idle_doya","5214073"
"","1","","0.2","105511","5214","3","","","wac_birthday_talk_wish","5214074"
"","0","","","vo_wac_05214","5214","21","","0","vo_wac_05214_002","5214075"
"0.5","10","1","0","105511","5214","11","0","1","え、えっと……\nこれ、夢じゃないですよね？\nほっぺをつねっても……いひゃい！\nやっぱり夢じゃないれす！","5214076"
"","","","","0","5214","91","","","","5214077"
"","1","","0.2","105511","5214","3","","","wac_birthday_talk_smile","5214078"
"","0","","","vo_wac_05214","5214","21","","0","vo_wac_05214_003","5214079"
"0.5","10","1","0","105511","5214","11","0","1","うぅっ……あっ、ありがとうございます！\n先輩にもお祝いしてもらえて\nとってもうれしいです！\nえへへ、大切にいただきますね……♪","5214080"
"","","","","0","5214","91","","","","5214081"
"","","","","0","5214","22","","","","5214082"
"","","","","bgm_M321","5514","25","","","bgm_M321_2C","5514001"
"wac_birthday_idle_normal","250","-70","2","1","5514","1","0","-1000","101611","5514002"
"wac_birthday_idle_normal","256","-270","2","1","5514","1","1","230","105011","5514003"
"wac_birthday_idle_smile","257","-310","2","1","5514","1","1","410","101811","5514004"
"","","","","101611","5514","13","","","300","5514005"
"","","","","105011","5514","13","","","300","5514006"
"","0","1","1","600","5514","31","","0","600","5514007"
"","0","1","0","602","5514","31","","0","602","5514008"
"","0","1","0","603","5514","31","","0","603","5514009"
"","30","1","1","604","5514","31","","60","604","5514010"
"","0","1","1","611","5514","31","","0","611","5514011"
"","0","1","0","700","5514","31","","0","700","5514012"
"","0","1","0","701","5514","31","","0","701","5514013"
"","0","1","0","702","5514","31","","0","702","5514014"
"","0","1","0","800","5514","31","","0","800","5514015"
"","30","1","1","904","5514","31","","60","904","5514016"
"","","","","1","5514","93","","","","5514017"
"","0","1","0.2","101811","5514","3","0.2","wac_birthday_reaction_04","wac_birthday_reaction_01","5514018"
"","","","","0.1","5514","93","","","","5514019"
"","0","1","0.2","105011","5514","3","0.2","wac_birthday_reaction_03","wac_birthday_reaction_05","5514020"
"","","","","0.3","5514","93","","","","5514021"
"","1","","0.2","101611","5514","3","","","wac_birthday_run_01","5514022"
"","-70","","","101611","5514","2","","3","0","5514023"
"","","","","2.5","5514","93","","","","5514024"
"","","","","602","5514","32","","","1","5514025"
"","","","","0.6","5514","93","","","","5514026"
"","","","","600","5514","32","","","0","5514027"
"","","","","611","5514","32","","","0","5514028"
"","","","","604","5514","32","","","0","5514029"
"","","","","701","5514","32","","","1","5514030"
"","0","","","904","5514","33","","0.01","0","5514031"
"","0","1","0.2","101611","5514","3","0.2","wac_birthday_wish_03","wac_birthday_blowout_02","5514032"
"","-330","","","101611","5514","2","","0.01","-200","5514033"
"","1","","0.2","105011","5514","3","","","wac_birthday_idle_smile","5514034"
"","-320","","","105011","5514","2","","0.01","180","5514035"
"","1","","0.2","101811","5514","3","","","wac_birthday_idle_wish","5514036"
"","-340","","","101811","5514","2","","0.01","320","5514037"
"","","","","0","5514","93","","","","5514038"
"","","","","800","5514","32","","","1","5514039"
"","","","","0.7","5514","93","","","","5514040"
"","","","","702","5514","32","","","1","5514041"
"","","","","0.5","5514","93","","","","5514042"
"","0","","","se_common","5514","23","","","se_sys_login_birthday_blow_candle","5514043"
"","","","","701","5514","32","","","0","5514044"
"","","","","0.4","5514","93","","","","5514045"
"","0","","","se_common","5514","23","","","se_sys_login_birthday_cracker","5514046"
"","","","","700","5514","32","","","1","5514047"
"","0","","","se_common","5514","23","","","se_sys_login_birthday_calendar_applause","5514048"
"","0","1","0.2","105011","5514","3","0.2","wac_birthday_idle_smile","wac_birthday_clap","5514049"
"","","","","0.1","5514","93","","","","5514050"
"","0","1","0.2","101811","5514","3","0.2","wac_birthday_idle_wish","wac_birthday_clap_to_wish","5514051"
"","","","","2","5514","93","","","","5514052"
"","","","","1","5514","131","","","","5514053"
"","0","","","vo_wac_05514","5514","21","","0","vo_wac_05514_000","5514054"
"0.5","10","1","0","101611","5514","11","0","1","わわ、これってうちの誕生日ケーキ？\nこんなのあるなんて聞いてないし～！\nオニ感激なんだけど！？","5514055"
"","","","","0","5514","91","","","","5514056"
"","1","","0.2","101611","5514","3","","","wac_birthday_idle_kyapi","5514057"
"","1","","0.2","105011","5514","3","","","wac_birthday_talk_smile","5514058"
"","0","","","vo_wac_05514","5514","21","","0","vo_wac_05514_001","5514059"
"0.5","10","1","0","105011","5514","11","0","1","フフン、感謝しなさいよね～\nアタシとイオちゃんで徹夜して作っ……いや！\n大して苦労はしなかったけど！\nえっと……誕生日おめでと、スズナ。","5514060"
"","","","","0","5514","91","","","","5514061"
"","1","","0.2","105011","5514","3","","","wac_birthday_idle_smile","5514062"
"","1","","0.2","101611","5514","3","","","wac_birthday_talk_smile","5514063"
"","0","","","vo_wac_05514","5514","21","","0","vo_wac_05514_002","5514064"
"0.5","10","1","0","101611","5514","11","0","1","あはは、うん、ありがとっ！\nそれでミサキっちとちゃんイオ\n朝から甘～い匂いしてたんだね～","5514065"
"","","","","0","5514","91","","","","5514066"
"","1","","0.2","101611","5514","3","","","wac_birthday_talk_kyapi","5514067"
"","0","","","vo_wac_05514","5514","21","","0","vo_wac_05514_003","5514068"
"0.5","10","1","0","101611","5514","11","0","1","やっぱ持つべきものは\n友達だし……♪\nよーし、みんなでパーティーしよー！\nもちヒデサイも一緒だからね！","5514069"
"","","","","0","5514","91","","","","5514070"
"","","","","0","5514","22","","","","5514071"
"","","","","bgm_M321","6214","25","","","bgm_M321_2C","6214001"
"wac_birthday_idle_normal","250","-70","2","1","6214","1","0","-1000","106731","6214002"
"wac_birthday_idle_doya","256","-270","2","1","6214","1","1","230","106611","6214003"
"wac_birthday_idle_normal","257","-310","2","1","6214","1","1","410","106511","6214004"
"","","","","106731","6214","13","","","300","6214005"
"","","","","106611","6214","13","","","300","6214006"
"","0","1","1","600","6214","31","","0","600","6214007"
"","0","1","0","602","6214","31","","0","602","6214008"
"","0","1","0","603","6214","31","","0","603","6214009"
"","30","1","1","604","6214","31","","60","604","6214010"
"","0","1","1","611","6214","31","","0","611","6214011"
"","0","1","0","700","6214","31","","0","700","6214012"
"","0","1","0","701","6214","31","","0","701","6214013"
"","0","1","0","702","6214","31","","0","702","6214014"
"","0","1","0","800","6214","31","","0","800","6214015"
"","30","1","1","905","6214","31","","60","905","6214016"
"","","","","1","6214","93","","","","6214017"
"","0","1","0.2","106511","6214","3","0.2","wac_birthday_reaction_03","wac_birthday_reaction_02","6214018"
"","","","","0.1","6214","93","","","","6214019"
"","0","1","0.2","106611","6214","3","0.2","wac_birthday_reaction_03","wac_birthday_reaction_01","6214020"
"","","","","0.3","6214","93","","","","6214021"
"","1","","0.2","106731","6214","3","","","wac_birthday_run_01","6214022"
"","-70","","","106731","6214","2","","3","0","6214023"
"","","","","2.5","6214","93","","","","6214024"
"","","","","602","6214","32","","","1","6214025"
"","","","","0.6","6214","93","","","","6214026"
"","","","","600","6214","32","","","0","6214027"
"","","","","611","6214","32","","","0","6214028"
"","","","","604","6214","32","","","0","6214029"
"","","","","701","6214","32","","","1","6214030"
