75151ca51111e384d406cb9f28a99b73717e1312e60ffc50b3025f82561d0556,ee4e7a92c5796200cca105a3b176c51ebc4cd2dc815f4a21f10be1b551ea757d,11fbc294800833b8ef6344b28050e4338e68f0130fb1cb02c9bea87293032776,5ab81b0028d673e75b0ee22a0c182e0cfad29f54becf632a491bd5068cbb009f,f134dd157dd6a756c099eafe818813d5c2b341389dac9c101aea3791e2471eb8,2fc02b9cb8f089d736a22621d946aa256872b7bad91114ee2fb49dc0743c9171,4f068135092c9cd2c946733a39fb8113c684c12f96669646950146eab2529365,c006342dfdfd6565ae933a16cf26efe2672af8835788c7c8d67a758bf606807a,62392e2e8108f0688b6f902fdbdbd85387b638d2864cb8b166cf2752c3be3331,a01a39a1beb80a1c47cc1cec1d7ebd00a205d42237eb2585e992f6c1eb56cc40,ead711024f74521d0f7d337eb986b1e8b1b380abbafc934223608861826f421c,02cb39f21b27c372e0992c784c8ba4ef04e9af13e4ae11bd040a2452cc320a61,c2f259642ee4d919f8e89d068c97e1bd212d6dbdeae8591dedddc6377ac49a31,c3ce629b3c647f84dc1107b8cc757cafa5c886484d49978e46a33bfa39db9f23,15e66f7da50c6e88135d2fd08b6830cf2db78da055d094122a5cb3bc0098017f,ed07f6bfdbcf0f588ba590807bc0d39b615c9e1e76c93325e14ff63d835ecf14
"0","A","44","8","3","25","覚えていないと思うんですけど…\n私は妹なんですよ！\nだからお兄ちゃんって呼んでいいですか？","ラビリンス","156","お裁縫","101101","15","阿澄佳奈","人懐っこくてマシンガントークな妹系少女","ヒューマン","リノ"
"0","A","46","12","6","24","私はハツネ！　困っている人の味方だよ！\n困った時は、いつでも言ってね♪\n私のちょ…ま、魔法で助けてあげるから！","フォレスティエ","156","妹と遊ぶこと、二度寝、昼寝、早寝","101201","17","大橋彩香","みんなのために超能力を使う眠り姫","エルフ","ハツネ"
"0","O","55","8","13","21","","トワイライトキャラバン","166","読書、魔法","101301","18","佳村はるか","オタク全開な魔法少女","魔族","ナナカ"
"0","AB","41","11","10","3","test","自警団（カォン）","152","読書、推理","101401","15","水瀬いのり","頭脳明晰な美少女名探偵","獣人族","カスミ"
"0","O","54","9","6","5","test","フォレスティエ","165","絵本作り","101501","21","國府田マリ子","母性溢れる優しいみんなの「ミサト先生」","エルフ","ミサト"
"0","O","48","4","14","10","ヒデサイ、ちょっす～！　うち、漢字と計算は\nちょっち…てか、おに苦手なんだ～\nでもでも、ファッションだったら任せて～！","ルーセント学院","167","ファッション","101601","17","上坂すみれ","天真爛漫で人気者のカリスマモデル","魔族","スズナ"
"0","A","53","7","10","7","ハイターイ！　歌って踊って、\n最高に盛り上がるさ～！\nやさやさ、キミも一緒に踊るさ～！","自警団（カォン）","158","踊り、空手","101701","17","高森奈津美","いつでも「なんくるないさ～」な天然娘","獣人族","カオリ"
"0","B","52","8","14","14","いつも助けてくれてありがとう\n私のほうが年上なのに\n頼ってばかりでごめんなさい～","ルーセント学院","162","恋愛小説、恋愛舞台、恋愛漫画の鑑賞","101801","23","伊藤静","多くの男性を魅了する無垢な女教師","魔族","イオ"
"0","O","21","4","5","3","ぴょんぴょん、うさぎさんになりたいな～♪　\nミミ、うさぎさんになれたら、\n最初におにいちゃんに見せてあげるね！","リトルリリカル","117","かわいいもの集め","102001","10","日高里菜","お歌もにんじんも、ウサギさんも大好き♪","獣人族","ミミ"
"0","B","40","6","9","9","あの、えっと…私、く、クルミですぅ…\nふ、ふぇぇぇ…ど、どうしようぅ…\nは、恥かしくて…ご、ごめんなさいぃぃ！","サレンディア救護院","150","観劇、おままごと","102101","12","植田佳奈","泣き虫で臆病な守ってあげたい女の子","ヒューマン","クルミ"
"0","O","40","11","7","22","え、えっと…こ、こういうときって、\nどういうことを言えばいいんだっけ…\nうう、どうしてちゃんと喋れないの…","悪魔偽王国軍（ディアボロス）","150","ゲーム全般","102201","13","原紗友里","人見知りであまのじゃくな女の子","魔族","ヨリ"
"0","B","38","5","9","10","この子はね、ぷうきちって言うんだ\n武器なんだけど、しゃべるんだよ♪\n大事な大事な、私の友達なんだぁ～！","サレンディア救護院","148","屋内でできる遊び","102301","14","芹澤優","ぷうきちといつも一緒！","ヒューマン","アヤネ"
"0","O","43","12","9","12","うぅ…ごめんなさい～…\nまたキッチンを爆発させてしまいました～\nこれじゃあメイド失格です…","サレンディア救護院","154","ご奉仕","102501","15","悠木碧","お嬢さまのためにがんばるドジっ娘メイド","ヒューマン","スズメ"
"0","B","42","1","11","1","test","牧場（エリザベスパーク）","144","あんパン","102601","17","小岩井ことり","遊びと睡眠が何より大事なぐうたら娘","獣人族","リン"
"0","B","43","7","13","30","『壊し屋』の二つ名を持つ私…\nですが、怖がる必要はありませんわ\nあなた様は大切な運命の人ですから…","トワイライトキャラバン","154","実験、裁縫、料理","102701","16","橋本ちなみ","運命の相手に一途すぎる乙女","魔族","エリコ"
"0","A","43","10","9","4","貧乏性？　いいえ、\n「もったいない」の精神で\n日々を過ごしてるだけよ！","サレンディア救護院","156","経営、お茶会","102801","17","堀江由衣","救護院を経営する優しい庶民派お嬢様","エルフ","サレン"
"0","B","40","1","4","24","いつか世界中の人達をファンにしてみせる！\nトップアイドルになるその日まで、\n応援よろしくね♪","カルミナ","157","舞台鑑賞、ダンス","102901","17","日笠陽子","歌って踊れる大人気アイドル","ヒューマン","ノゾミ"
"0","O","51","8","15","31","スシ、ゲイシャ、テンプラ…\nはふぅ～！\nトーゴクの文化はステキデスね～！","ヴァイスフリューゲル　ランドソル支部","163","忍法開発","103001","16","佐藤聡美","トーゴクの神秘、オシエテクダサイ！","ヒューマン","ニノン"
"0","AB","42","12","7","22","私、小さい頃から人には見えないものが\n見えていたんです。今もあなたの後ろに\n一人、二人、三人…賑やかですね","悪魔偽王国軍（ディアボロス）","157","占い","103101","18","大坪由佳","占いが得意な霊能少女","魔族","シノブ"
"0","AB","45","3","12","12","この私とともにいる限り、\nお金に不自由はさせませんわ！","メルクリウス財団","157","慈善事業","103201","18","松嵜麗","一人前の商人を目指すパワフルお嬢様","ヒューマン","アキノ"
"0","B","35","3","11","3","オラはどんな時でもみんなに笑顔を届ける\n最高の芸人目指してる！\n一緒に頑張るべ！","牧場（エリザベスパーク）","142","漫才","103301","20","新田恵海","みんなを笑顔にするお笑い牧場主","ヒューマン","マヒル"
"0","A","55","3","12","16","キミには情けないところばかり\n見られているけど、こんなところ、\nキミ以外には見せないんだからね？","メルクリウス財団","164","ウインドーショッピング","103401","22","今井麻美","純情でほっとけない大人の女性","エルフ","ユカリ"
"0","A","21","2","5","2","test","リトルリリカル","118","お勉強","103601","8","小倉唯","礼儀正しくしっかり者のちびっ子優等生","エルフ","キョウカ"
"0","A","43","8","8","11","test","王宮騎士団（NIGHTMARE）","149","剣術、年長者をからかう","103701","13","茅原実里","義理堅くてからかい好きな剣術少女","ヒューマン","トモ"
"0","A","40","11","11","3","ゴホッ、ゴホッ…か、身体は弱いけど、\nせめて気持ちだけでも前向きに…！\nあっ、でもダメ…立ちくらみが…","牧場（エリザベスパーク）","153","読書、お散歩","103801","14","小清水亜美","読書が趣味の病弱少女","獣人族","シオリ"
"0","AB","44","6","6","6","友達ができるその日まで…\nBB団で\nトレーニングですっ！","フォレスティエ","158","友達作りのイメトレ","104001","13","花澤香菜","「友達」に憧れる、エルフの森の女の子","エルフ","アオイ"
"0","O","46","6","4","3","私は人々の平和を守るため、唱喚術を使って\n戦います。…最近は、ア、アイドルとしても\n活動してますが、そちらはまだ不慣れで…","カルミナ","163","各種楽器","104201","17","福原綾香","人々を守るために歌う、唱喚士の少女","ヒューマン","チカ"
"0","O","54","8","10","9","腹へってたら言えよな\n簡単でよければ\nすっげー旨いもん食わせてやるよ！","自警団（カォン）","168","お菓子作り","104301","17","小松未可子","男勝りで情に厚いワイルド娘","獣人族","マコト"
"0","A","50","5","7","5","test","悪魔偽王国軍（ディアボロス）","172","世界征服","104401","??","丹下桜","かつては夜を支配した最強の吸血鬼","魔族","イリヤ"
"0","AB","49","11","15","19","あなたのことを考えていました\n…逆らえないクウカをああして、こうして\nぐふ、ぐふふふ…","ヴァイスフリューゲル　ランドソル支部","157","小説を読むこと","104501","18","長妻樹里","妄想大好き！　ほんとは照れ屋な女の子","ヒューマン","クウカ"
"0","AB","48","3","12","1","お金もうけの話なら、ぜひともあたしに\n持ってくるにゃ！　稼げるなら１ルピだって\n見逃さないのが、あたしの信条にゃ～♪","メルクリウス財団","158","猫とたわむれること","104601","19","沼倉愛美","弱きを助け強きをくじく猫娘","獣人族","タマキ"
"0","A","50","10","8","25","？？？","王宮騎士団（NIGHTMARE）","171","格闘技、湯浴み","104701","25","川澄綾子","素顔を見せない冷静沈着な女性騎士","ヒューマン","ジュン"
"0","O","49","11","12","11","私がキミの師匠になってあげる！\nもちろんタダとはいかないわ\n時給はしっかりもらうから","メルクリウス財団","163","傭兵などのアルバイト","104801","20","田所あずさ","仕事も私事も効率優先な傭兵少女","ヒューマン","ミフユ"
"0","O","54","10","3","24","身の回りのお世話はお姉ちゃんがやってあげるね！\nお料理も、お洗濯も、お掃除も\nお風呂で背中も流してあげちゃうぞっ！","ラビリンス","168","家事全般","104901","18","生天目仁美","お姉ちゃんがお世話してあげるからねっ！","ヒューマン","シズル"
"0","A","22","1","14","3","アタシのこと呼んだ？\nレディの魅力で夢中にさせてあげるわね！","ルーセント学院","120","ファッション誌鑑賞、コスメ集め","105001","11","久野美咲","ちょっとおませな恋に恋する女の子","魔族","ミサキ"
"0","A","53","3","13","7","私は科学者だけど、\n医者の真似事もしてるの\n病気になったら診てあげるわ","トワイライトキャラバン","166","研究、実験","105101","27","三石琴乃","実験が趣味の危険な科学者","ヒューマン","ミツキ"
"0","A","100","3","11","14","私、ごく普通の、どこにでもいる女の子よ！\nみ、見た目以外はね…","牧場（エリザベスパーク）","150","毛繕い、お喋り","105201","17","徳井青空","乙女チックなもふもふアニマル","獣人族","リマ"
"0","A","33","7","15","28","「白き翼」こと、ヴァイスフリューゲル…\nその名に恥じぬよう、天高く舞い、\n華麗に敵を倒してみせる！","ヴァイスフリューゲル　ランドソル支部","140","お菓子屋通い","105301","17","辻あゆみ","見た目も中身もお子ちゃまな異国の軍人","ヒューマン","モニカ"
"0","AB","45","9","4","7","test","カルミナ","153","裁縫","105401","14","木戸衣吹","ファッション大好きなキュートガール","ヒューマン","ツムギ"
"0","O","43","4","15","7","test","ヴァイスフリューゲル　ランドソル支部","155","観察","105501","16","大関英里","どこまでも一途に慕う、純情乙女","エルフ","アユミ"
"0","B","54","7","13","11","test","トワイライトキャラバン","167","釣り","105601","25","佐藤利奈","人情味溢れる粋でいなせな「姉御」","ヒューマン","ルカ"
"0","O","45","3","","10","私ね、一人前の騎空士になりたいんだ\nいつか父さんみたいな騎空士になって、\n空の果てまで旅する。それが私の夢だよ！","？？？","156","冒険、おしゃべり","105701","17","金元寿子","空への冒険を夢見る騎空士の少女","ヒューマン","ジータ"
"0","O","46","3","1","31","あ、あの…何か食べ物持っていませんか？\nもう、お腹ペコペコで…","美食殿","156","食べ歩き、料理","105801","17","M・A・O","いつも元気な腹ペコ少女","ヒューマン","ペコリーヌ"
"0","B","35","5","1","11","主さまのガイド役を仰せつかりました\nわたくし、主さまに満足していただけるよう\n誠心誠意尽くさせていただきます","美食殿","140","瞑想、動植物の飼育","105901","11","伊藤美来","主を慕う、小さなガイド役","エルフ","コッコロ"
"0","A","39","9","1","2","なに、モタモタしてんのよ\n仕方ないから、あたしが手伝ってあげるわ\nいい？　感謝しなさいよね！","美食殿","152","猫と遊ぶ","106001","14","立花理香","行き倒れの謎のネコミミ魔法使い","獣人族","キャル"
"0","O","40","8","","11","いいんだ、アタシは……独りでも。大丈夫だから、もう慣れたからさぁ","？？？","148","冒険、思い出話","106101","16","潘めぐみ","さまよえる謎の少女","ヒューマン","ムイミ"
"0","O","42","6","","17","","？？？","155","キレイな葉っぱを集めること","106301","15","優木かな","森番を目指すエルフの少女","エルフ","アリサ"
"0","B","???","12","1","14","","美食殿","147","読書、ストレッチ","106401","14","近藤玲奈","記憶喪失のドラゴン娘","ドラゴン族","シェフィ"
"0","B","???","6","17","25","","ドラゴンズネスト","156","格闘技","106501","16","小市眞琴","拳で語る喧嘩屋ドラゴン少女","ドラゴン族","カヤ"
"0","AB","???","9","17","29","","ドラゴンズネスト","145","ゲーム","106601","13","藤田茜","口が達者なヘタレドラゴン","ドラゴン族","イノリ"
"0","O","???","4","17","17","","ドラゴンズネスト","168","絵画、読書","106701","25","大西沙織","妖しい微笑で全てを見透かす臥竜の頭領","ドラゴン族","ホマレ"
"0","AB","??","7","3","25","","ラビリンス","160","人間観察","106801","25","沢城みゆき","秘密結社ラビリンスの『迷宮女王』","ヒューマン","ラビリスタ"
"0","AB","??","7","","1","","？？？","166","占い、支配","106901","29","蒼井翔太","謎に包まれたランドソルの主","獣人族","カイザーインサイト"
"0","O","??","3","","24","","？？？","149","物真似、芸術鑑賞","107001","24","井口裕香","研究所に隠れ住む物静かなお姉さん","エルフ","ネネカ"
"0","O","??","2","8","7","","王宮騎士団（NIGHTMARE）","165","強敵との闘争","107101","27","たかはし智秋","傍若無人な王宮騎士団副団長","ヒューマン","クリスティーナ"
"0","O","46","3","1","31","あ、あの…何か食べ物持っていませんか？\nもう、お腹ペコペコで…","美食殿","156","食べ歩き、料理","107501","17","M・A・O","いつも元気な腹ペコ少女","ヒューマン","ペコリーヌ（サマー）"
"0","B","35","5","1","11","主さまのガイド役を仰せつかりました\nわたくし、主さまに満足していただけるよう\n誠心誠意尽くさせていただきます","美食殿","140","瞑想、動植物の飼育","107601","11","伊藤美来","主を慕う、小さなガイド役","エルフ","コッコロ（サマー）"
"0","O","43","12","9","12","うぅ…ごめんなさい～…\nまたキッチンを爆発させてしまいました～\nこれじゃあメイド失格です…","サレンディア救護院","154","ご奉仕","107701","15","悠木碧","お嬢さまのためにがんばるドジっ娘メイド","ヒューマン","スズメ（サマー）"
"0","A","39","9","1","2","なに、モタモタしてんのよ\n仕方ないから、あたしが手伝ってあげるわ\nいい？　感謝しなさいよね！","美食殿","152","猫と遊ぶ","107801","14","立花理香","行き倒れの謎のネコミミ魔法使い","獣人族","キャル（サマー）"
"0","AB","48","3","12","1","お金もうけの話なら、ぜひともあたしに\n持ってくるにゃ！　稼げるなら１ルピだって\n見逃さないのが、あたしの信条にゃ～♪","メルクリウス財団","158","猫とたわむれること","107901","19","沼倉愛美","弱きを助け強きをくじく猫娘","獣人族","タマキ（サマー）"
"0","O","49","11","12","11","私がキミの師匠になってあげる！\nもちろんタダとはいかないわ\n時給はしっかりもらうから","メルクリウス財団","163","傭兵などのアルバイト","108001","20","田所あずさ","仕事も私事も効率優先な傭兵少女","ヒューマン","ミフユ（サマー）"
"0","AB","42","12","7","22","私、小さい頃から人には見えないものが\n見えていたんです。今もあなたの後ろに\n一人、二人、三人…賑やかですね","悪魔偽王国軍（ディアボロス）","157","占い","108101","18","大坪由佳","占いが得意な霊能少女","魔族","シノブ（ハロウィン）"
"0","B","32","1","7","23","難しいことはわからないの～\nただ毎日プリンを食べられるなら、\n幽霊のままでいいの～","悪魔偽王国軍（ディアボロス）","130","プリンを食べること","108201","14","雨宮天","プリン大好きゴースト娘","魔族","ミヤコ（ハロウィン）"
"0","A","22","1","14","3","アタシのこと呼んだ？\nレディの魅力で夢中にさせてあげるわね！","ルーセント学院","120","ファッション誌鑑賞、コスメ集め","108301","11","久野美咲","ちょっとおませな恋に恋する女の子","魔族","ミサキ（ハロウィン）"
"0","O","46","6","4","3","私は人々の平和を守るため、唱喚術を使って\n戦います。…最近は、ア、アイドルとしても\n活動してますが、そちらはまだ不慣れで…","カルミナ","163","各種楽器","108401","17","福原綾香","人々を守るために歌う、唱喚士の少女","ヒューマン","チカ（クリスマス）"
"0","B","40","6","9","9","あの、えっと…私、く、クルミですぅ…\nふ、ふぇぇぇ…ど、どうしようぅ…\nは、恥かしくて…ご、ごめんなさいぃぃ！","サレンディア救護院","150","観劇、おままごと","108501","12","植田佳奈","泣き虫で臆病な守ってあげたい女の子","ヒューマン","クルミ（クリスマス）"
"0","B","38","5","9","10","この子はね、ぷうきちって言うんだ\n武器なんだけど、しゃべるんだよ♪\n大事な大事な、私の友達なんだぁ～！","サレンディア救護院","148","屋内でできる遊び","108601","14","芹澤優","ぷうきちといつも一緒！","ヒューマン","アヤネ（クリスマス）"
"0","A","44","8","2","27","こんにちは！　ヒヨリでっす！\n困っている人がいたら助けにいくよ！\nよかったら一緒に来ない？","トゥインクルウィッシュ","155","人助け、応援","108701","16","東山奈央","人助けが大好き！　前向き格闘娘","獣人族","ヒヨリ（ニューイヤー）"
"0","O","47","4","2","5","あんまり役に立てるかはわからないけど…\nわたしも頑張って、\nみんなをサポートするね！","トゥインクルウィッシュ","158","料理、人間観察","108801","17","種田梨沙","戦闘のサポートが得意な、心優しい少女","ヒューマン","ユイ（ニューイヤー）"
"0","B","46","1","2","12","キミと会ったのもきっと何かの縁だ\n一緒に塔の頂上を目指す仲間として\n頑張っていこう。よろしく頼む","トゥインクルウィッシュ","163","読書、乗馬、お茶","108901","18","早見沙織","クールで何事にも真っ直ぐな剣士","魔族","レイ（ニューイヤー）"
"0","B","43","7","13","30","『壊し屋』の二つ名を持つ私…\nですが、怖がる必要はありませんわ\nあなた様は大切な運命の人ですから…","トワイライトキャラバン","154","実験、裁縫、料理","109001","16","橋本ちなみ","運命の相手に一途すぎる乙女","魔族","エリコ（バレンタイン）"
"0","O","54","10","3","24","身の回りのお世話はお姉ちゃんがやってあげるね！\nお料理も、お洗濯も、お掃除も\nお風呂で背中も流してあげちゃうぞっ！","ラビリンス","168","家事全般","109101","18","生天目仁美","お姉ちゃんがお世話してあげるからねっ！","ヒューマン","シズル（バレンタイン）"
"0","AB","55","12","","1","私はアン！一応、マナリア王国の\n第一王女だけど…あまりかしこまらないで、\n気軽に仲良くしてくれたら嬉しいな！","？？？","156","読書","109201","17","日笠陽子","英霊と契約を結んだマナリアの天才王女","ヒューマン","アン"
"0","O","45","2","","4","ルゥはルゥですぅ！マナリア魔法学院に\n通ってるですぅ。あなたもルゥの\nお友だちになってくれるですか？","？？？","144","食べること、眠ること","109301","16","こやまきみこ","マナリア魔法学院の新入生","ヒューマン","ルゥ"
"0","B","67","11","","3","私はグレア。竜と人、両方の血を\n受け継いでいるの…\nえっと…よ、よろしくね","？？？","167","ピアノ","109401","17","福原綾香","人を超越した力を有す心優しい竜姫","半人半竜","グレア"
"0","AB","49","11","15","19","あなたのことを考えていました\n…逆らえないクウカをああして、こうして\nぐふ、ぐふふふ…","ヴァイスフリューゲル　ランドソル支部","157","小説を読むこと","109501","18","長妻樹里","妄想大好き！　ほんとは照れ屋な女の子","ヒューマン","クウカ（オーエド）"
"0","O","51","8","15","31","スシ、ゲイシャ、テンプラ…\nはふぅ～！\nトーゴクの文化はステキデスね～！","ヴァイスフリューゲル　ランドソル支部","163","忍法開発","109601","16","佐藤聡美","トーゴクの神秘、オシエテクダサイ！","ヒューマン","ニノン（オーエド）"
"0","?","??","2","","2","","？？？","154","演劇鑑賞、詩文","109701","17","水瀬いのり","鬼がかりの万能妹メイド","鬼族","レム"
"0","?","??","2","","2","","？？？","154","読書","109801","17","村川梨衣","毒舌系鬼姉メイド","鬼族","ラム"
"0","?","??","9","","23","","？？？","164","パックの毛繕い、勉強","109901","??","高橋李依","銀髪のおっとりハーフエルフ","ハーフエルフ","エミリア"
"0","O","48","4","14","10","ヒデサイ、ちょっす～！　うち、漢字と計算は\nちょっち…てか、おに苦手なんだ～\nでもでも、ファッションだったら任せて～！","ルーセント学院","167","ファッション","110001","17","上坂すみれ","天真爛漫で人気者のカリスマモデル","魔族","スズナ（サマー）"
"0","B","52","8","14","14","いつも助けてくれてありがとう\n私のほうが年上なのに\n頼ってばかりでごめんなさい～","ルーセント学院","162","恋愛小説、恋愛舞台、恋愛漫画の鑑賞","110101","23","伊藤静","多くの男性を魅了する無垢な女教師","魔族","イオ（サマー）"
"0","A","22","1","14","3","","ルーセント学院","120","ファッション誌鑑賞、コスメ集め","110201","11","久野美咲","ちょっとおませな恋に恋する女の子","魔族","ミサキ（サマー）"
"0","A","43","10","9","4","貧乏性？　いいえ、\n「もったいない」の精神で\n日々を過ごしてるだけよ！","サレンディア救護院","156","経営、お茶会","110301","17","堀江由衣","救護院を経営する優しい庶民派お嬢様","エルフ","サレン（サマー）"
"0","O","54","8","10","9","腹へってたら言えよな\n簡単でよければ\nすっげー旨いもん食わせてやるよ！","自警団（カォン）","168","お菓子作り","110401","17","小松未可子","男勝りで情に厚いワイルド娘","獣人族","マコト（サマー）"
"0","A","53","7","10","7","ハイターイ！　歌って踊って、\n最高に盛り上がるさ～！\nやさやさ、キミも一緒に踊るさ～！","自警団（カォン）","158","踊り、空手","110501","17","高森奈津美","いつでも「なんくるないさ～」な天然娘","獣人族","カオリ（サマー）"
"0","O","42","9","10","22","マホマホ王国のお姫はんの、マホ姫どす！\nけったいな顔してどないしはったん？\nマホマホ王国はずーっと遠くの国なんどす？","自警団（カォン）","155","空想、ぬいぐるみ集め","110601","16","内田真礼","マホマホ王国のプリンセス","獣人族","マホ（サマー）"
"0","AB","44","6","6","6","","フォレスティエ","158","友達作りのイメトレ","110701","13","花澤香菜","「友達」に憧れる、エルフの森の女の子","エルフ","アオイ（編入生）"
"0","O","42","8","16","7","","聖テレサ女学院（なかよし部）","154","ダーツ","110801","17","種﨑敦美","ダウンタウン育ちのダウナー系エルフ","エルフ","クロエ"
"0","O","46","9","16","15","","聖テレサ女学院（なかよし部）","156","ダンス、カラオケ","110901","16","佐倉綾音","自由奔放ナチュラル無礼な現代っ子","ヒューマン","チエル"
"0","O","36","2","16","28","","聖テレサ女学院（なかよし部）","142","読書","111001","18","小原好美","書庫に眠れる小さな賢人","ヒューマン","ユニ"
"0","A","21","2","5","2","","リトルリリカル","118","お勉強","111101","8","小倉唯","礼儀正しくしっかり者のちびっ子優等生","エルフ","キョウカ（ハロウィン）"
"0","O","27","8","5","10","イタズラなら任せて！\nにいちゃん、引っかからないように気を付けなよー♪","リトルリリカル","128","いたずら、探検","111201","9","諸星すみれ","探検好きのイタズラっ子","ヒューマン","ミソギ（ハロウィン）"
"0","O","21","4","5","3","ぴょんぴょん、うさぎさんになりたいな～♪　\nミミ、うさぎさんになれたら、\n最初におにいちゃんに見せてあげるね！","リトルリリカル","117","かわいいもの集め","111301","10","日高里菜","お歌もにんじんも、ウサギさんも大好き♪","獣人族","ミミ（ハロウィン）"
"0","?","28","1","","8","","？？？","142","「おともだち」を探すこと","111401","??","小倉唯","おともだちを探す死霊術師の少女","ヒューマン","ルナ"
"0","O","??","2","8","7","","王宮騎士団（NIGHTMARE）","165","強敵との闘争","111501","27","たかはし智秋","傍若無人な王宮騎士団副団長","ヒューマン","クリスティーナ（クリスマス）"
"0","B","40","1","4","24","","カルミナ","157","舞台鑑賞、ダンス","111601","17","日笠陽子","歌って踊れる大人気アイドル","ヒューマン","ノゾミ（クリスマス）"
"0","A","50","5","7","5","","悪魔偽王国軍（ディアボロス）","172","世界征服","111701","??","丹下桜","かつては夜を支配した最強の吸血鬼","魔族","イリヤ（クリスマス）"
"0","O","46","3","1","31","あ、あの…何か食べ物持っていませんか？\nもう、お腹ペコペコで…","美食殿","156","食べ歩き、料理","111801","17","M・A・O","いつも元気な腹ペコ少女","ヒューマン","ぺコリーヌ（ニューイヤー）"
"0","B","35","5","1","11","主さまのガイド役を仰せつかりました\nわたくし、主さまに満足していただけるよう\n誠心誠意尽くさせていただきます","美食殿","140","瞑想、動植物の飼育","111901","11","伊藤美来","主を慕う、小さなガイド役","エルフ","コッコロ（ニューイヤー）"
"0","A","39","9","1","2","なに、モタモタしてんのよ\n仕方ないから、あたしが手伝ってあげるわ\nいい？　感謝しなさいよね！","美食殿","152","猫と遊ぶ","112001","14","立花理香","行き倒れの謎のネコミミ魔法使い","獣人族","キャル（ニューイヤー）"
