80f8898bf03e39662acc58e261e095d35c61900b772d65207cd49ed529156f7a,3e8f6e15640c5864cbc95d6d76058fc72f6d59ad2e9e2e37ed965d2f1b72452a,f6f046b7c7cc95fc4ca47d8a2445bd98aacb81280266b3f27f598f96c81d7d71,faab27e9e6bb46fe78b7ff175cec63d0b802efe6fe3e8eb392e2a21275bb604e,de9ea4eca4b27bd3f67dcddb64563e404c4b805b2a42859b5b1abfe4ffe02eab,0b7ace57e7dac5254c2ecdddcbd23266551cc8986a239f3797e166259f12e50c,bf1d2125d48526be574984b34fb5937737665f0e1267dfe813af1c23b642b266,fdd7fbbd3b0de680a1b2067683e85eb471026438185c8bcdd8a85c9db6dc4127,2a9565fb777ef94056230b8b700b0e9abf71602a8d1c2ec578252e029d1f5a2a,d42c4a50b276efc0b38517d6205fe4eea3c833176f42847a8d014973ceaf36f7,1c25f97951618de8eda5936866e785028b31249ccd692dab1ba135107b7b0022,187ed8f82ffcdb7093fcd00cf2b27c0671bdebea9bfda812fe9b23d29fcc2626,11cb58959152e48e857e9d06cef326cbe1c82f9d13d9669a675aa4c4b72f3321,e407c23573727ab3ccfe294af2ff2dd9540b10c2af3458457c49f006a70f94cb,6fffcae6b98b9e281c19378cd156ac9fbbdb6438888c127f10883ebcbc3a31c7,6794aefb2305f766cf232a8bad79b260f07baf46d0682f31c1e6be6d45c21197,5004a85e0aa7660dbd726d92e2f993ef8c3bd2f8b43c17c6e3d36ff7b5868c07,8edb1adad4938c66275d89142f6ef3b3ef8984870db1c1c96ae9717fe173f056,129863e992683bd7db83bfd6ff595275383abf96ca553ae68c3869dad3677186,2074c67516a3ac5ae4bbde63aef443e886b7f6159e28f3164fb1b97c14242e2b,0e76955cc87de5aaec4d3f86ba4e19d927fee0bc9d5b22aab76bf6b54be2384b,a6f6749b39a23a680d38c38f879208b1b9dabd9f1b6046452c917423886ea435
"1012","-450","0","101451","1","0.575","1","170","1","210","1","-30","bgm_M64","-130","-25","101561","0.9","-30","1","10120101","10","1"
"1012","-240","0","101451","1","0.9","2","120","1","240","1.2","0","bgm_M64","-120","0","101561","1","-30","1","10120102","0","2"
"1012","-30","-5","101451","1","0.6","3","100","1","200","0.9","-10","bgm_M64","60","0","101561","0.8","-30","1","10120103","5","3"
"1012","180","0","101451","1","0.9","4","100","1","200","1.5","0","bgm_M64","-100","-30","101561","1.2","-30","1","10120104","0","4"
"1012","460","0","101452","1","1.25","5","400","1","290","1.55","-50","bgm_M55","-70","-60","101562","1.35","-30","1","10120105","0","5"
"1013","-480","0","101001","1","0.6","1","250","1","210","0.8","-30","bgm_M64","-120","0","101001","0.7","-30","1","10130101","10","1"
"1013","-260","0","101001","1","0.75","2","0","1","200","1.2","0","bgm_M64","-120","0","101001","1","-30","1","10130102","10","2"
"1013","-40","-13","101001","1","0.7","3","100","1","200","1.1","-10","bgm_M64","0","0","101001","1","-30","1","10130103","0","3"
"1013","240","0","101001","1","0.7","4","0","1","200","1.2","0","bgm_M64","-50","0","101001","1","-30","1","10130104","0","4"
"1013","480","0","101011","1","1.2","5","200","1","250","1.3","0","bgm_M55","-40","0","101011","1","-30","1","10130105","0","5"
"1014","-450","0","101041","1","0.575","1","170","1","210","1","-30","bgm_M64","-130","-25","101041","0.9","-30","1","10140101","10","1"
"1014","-250","0","101041","1","0.75","2","120","1","200","1.2","0","bgm_M64","-120","0","101041","1","-30","1","10140102","10","2"
"1014","-50","-15","101041","1","1.55","3","100","1","200","2.3","-10","bgm_M64","100","0","101041","2.2","-30","1","10140103","0","3"
"1014","190","0","101041","1","0.7","4","0","1","200","1","0","bgm_M64","-70","0","101041","1","-30","1","10140104","0","4"
"1014","440","0","101042","1","1.4","5","200","1","250","1.8","0","bgm_M55","0","0","101042","1.6","-30","1","10140105","0","5"
"1015","-470","0","101161","1","0.6","1","250","1","210","0.8","-30","bgm_M64","-125","0","101041","0.7","-30","1","10150101","10","1"
"1015","-210","0","101161","1","0.75","2","120","1","200","1.2","0","bgm_M64","-95","0","101041","1","-30","1","10150102","10","2"
"1015","50","-15","101161","1","0.9","3","100","1","200","1.4","-10","bgm_M64","-120","-30","101041","1","-30","1","10150103","0","3"
"1015","195","0","101162","1","0.7","4","150","1","200","1","0","bgm_M64","35","43","101041","1","-30","1","10150104","0","4"
"1015","450","0","101161","1","1.1","5","150","1","210","1.8","0","bgm_M55","-55","-50","101042","1.35","-30","1","10150105","0","5"
"1016","-480","0","101451","1","0.6","1","250","1","210","0.8","0","bgm_M64","-120","0","101161","0.85","-30","1","10160101","10","1"
"1016","-260","0","101451","1","0.75","2","0","1","200","1.2","0","bgm_M64","-100","0","101161","1.1","-30","1","10160102","10","2"
"1016","-10","-15","101451","1","0.8","3","100","1","200","1.1","-10","bgm_M64","65","0","101161","1","-30","1","10160103","0","3"
"1016","190","0","101451","1","0.8","4","0","1","200","1","0","bgm_M64","-110","0","101161","0.85","-30","1","10160104","0","4"
"1016","485","0","101452","1","0.9","5","270","1","280","1.15","-45","bgm_M55","-70","-50","101162","1","-30","1","10160105","-10","5"
"1017","-480","0","101171","1","0.6","1","250","1","210","0.8","-30","bgm_M64","-120","0","101171","0.7","-30","1","10170101","10","1"
"1017","-260","0","101171","1","0.6","2","0","1","240","1","0","bgm_M64","-120","0","101171","0.7","-30","1","10170102","10","2"
"1017","-10","-15","101171","1","0.9","3","0","1","200","1.4","-10","bgm_M64","65","-30","101171","1","-30","1","10170103","0","3"
"1017","190","0","101171","1","0.9","4","100","1","200","1.3","0","bgm_M64","-110","-30","101171","1","-30","1","10170104","0","4"
"1017","475","-20","101172","1","1","5","270","1","250","1.45","0","bgm_M55","-30","-50","101172","1","-30","1","10170105","10","5"
"1018","-480","0","101171","1","0.6","1","100","1","210","0.8","-30","bgm_M64","-120","0","101191","0.7","-30","1","10180101","10","1"
"1018","-260","0","101171","1","0.75","2","100","1","200","1.2","0","bgm_M64","-100","0","101191","1","-30","1","10180102","10","2"
"1018","-10","-5","101171","1","0.6","3","100","1","200","0.9","-10","bgm_M64","65","0","101191","0.8","-30","1","10180103","5","3"
"1018","190","-30","101171","1","0.9","4","100","1","200","1.2","0","bgm_M64","-110","0","101191","1","-30","1","10180104","0","4"
"1018","485","0","101172","1","1.1","5","100","1","280","1.3","-45","bgm_M55","-70","-50","101192","1","-30","1","10180105","-10","5"
"1019","-480","0","101161","1","0.6","1","100","1","210","0.8","0","bgm_M64","-120","0","101201","0.85","-30","1","10190101","10","1"
"1019","-260","0","101161","1","0.75","2","100","1","240","1.2","0","bgm_M64","-120","0","101201","1.1","-30","1","10190102","10","2"
"1019","-10","-15","101161","1","0.8","3","100","1","200","1.1","-10","bgm_M64","65","0","101201","1","-30","1","10190103","0","3"
"1019","190","0","101161","1","0.7","4","100","1","200","1","0","bgm_M64","-110","43","101201","1","-30","1","10190104","0","4"
"1019","475","-20","101162","1","1","5","100","1","250","1.45","-45","bgm_M55","-30","-50","101202","1","-30","1","10190105","10","5"
"1020","-480","0","101161","1","0.6","1","100","1","210","0.8","0","bgm_M64","-120","0","101291","0.85","-30","1","10200101","10","1"
"1020","-260","0","101161","1","0.75","2","100","1","240","1.2","0","bgm_M64","-120","0","101291","1.1","-30","1","10200102","10","2"
"1020","-40","-15","101161","1","0.8","3","100","1","200","1.1","-10","bgm_M64","65","0","101291","1","-30","1","10200103","0","3"
"1020","150","0","101161","1","0.8","4","100","1","200","1.5","0","bgm_M64","-110","-30","101291","1","-30","1","10200104","0","4"
"1020","490","-20","101162","1","1.1","5","100","1","230","1.45","30","bgm_M55","-15","15","101292","1","-30","1","10200105","30","5"
"1021","-480","0","101161","1","0.58","1","100","1","210","0.8","-30","bgm_M64","-120","0","101301","0.7","-30","1","10210101","10","1"
"1021","-260","0","101161","1","0.9","2","100","1","200","1.2","0","bgm_M64","-120","0","101301","1","-30","1","10210102","10","2"
"1021","-50","0","101161","1","0.93","3","100","1","200","1.4","-10","bgm_M64","100","-30","101301","1","-30","1","10210103","-10","3"
"1021","180","0","101161","1","0.9","4","100","1","200","1.3","0","bgm_M64","-100","15","101301","1.3","-30","1","10210104","0","4"
"1021","470","-20","101162","1","1","5","100","1","270","1.2","-30","bgm_M55","-55","-15","101302","1.1","-30","1","10210105","10","5"
"1022","-450","0","101161","1","0.575","1","100","1","210","0.8","0","bgm_M64","-130","0","101441","0.85","-30","1","10220101","10","1"
"1022","-250","0","101161","1","0.75","2","100","1","200","1.2","0","bgm_M64","-120","0","101441","1.1","-30","1","10220102","10","2"
"1022","-10","-15","101161","1","0.8","3","100","1","200","1.2","-10","bgm_M64","50","0","101441","1.1","-30","1","10220103","0","3"
"1022","180","0","101161","1","0.9","4","100","1","200","1.3","0","bgm_M64","-100","15","101441","1.3","-30","1","10220104","0","4"
"1022","470","-20","101162","1","0.95","5","100","1","230","1.2","-30","bgm_M55","-70","-35","101442","1.1","-30","1","10220105","10","5"
"1023","-450","0","101451","1","0.58","1","100","1","210","0.8","-30","bgm_M64","-130","0","101451","0.7","-30","1","10230101","10","1"
"1023","-250","0","101451","1","0.9","2","100","1","200","1.2","0","bgm_M64","-120","0","101451","1","-30","1","10230102","10","2"
"1023","-20","-15","101451","1","0.9","3","100","1","200","1.4","-10","bgm_M64","50","-30","101451","1","-30","1","10230103","0","3"
"1023","200","0","101451","1","0.8","4","100","1","200","1","0","bgm_M64","-100","0","101451","0.85","-30","1","10230104","0","4"
"1023","510","0","101452","1","1.25","5","100","1","290","1.55","-50","bgm_M55","-70","-35","101452","1.4","-30","1","10230105","0","5"
"1024","-450","0","101451","1","0.58","1","100","1","210","0.8","-30","bgm_M64","-130","0","101561","0.7","-30","1","10240101","10","1"
"1024","-240","0","101451","1","0.75","2","100","1","240","1.2","0","bgm_M64","-120","0","101561","1.1","-30","1","10240102","0","2"
"1024","-30","-5","101451","1","0.65","3","100","1","200","1.1","-10","bgm_M64","60","0","101561","1","-30","1","10240103","5","3"
"1024","180","0","101451","1","0.7","4","100","1","200","1.2","0","bgm_M64","-100","0","101561","1","-30","1","10240104","0","4"
"1024","460","0","101452","1","1.25","5","400","1","290","1.55","-50","bgm_M55","-70","-60","101562","1.35","-30","1","10240105","0","5"
"1025","-480","0","101451","1","0.58","1","100","1","210","0.8","-30","bgm_M64","-120","0","101001","0.7","-30","1","10250101","10","1"
"1025","-260","0","101451","1","0.75","2","100","1","200","1.2","0","bgm_M64","-120","0","101001","1.1","-30","1","10250102","10","2"
"1025","-40","-13","101451","1","0.6","3","100","1","200","0.9","-10","bgm_M64","0","0","101001","0.8","-30","1","10250103","0","3"
"1025","240","0","101451","1","0.8","4","100","1","200","1.5","0","bgm_M64","-50","-30","101001","1","-30","1","10250104","0","4"
"1025","480","0","101452","1","1.2","5","100","1","250","1.3","0","bgm_M55","-40","0","101011","1","-30","1","10250105","0","5"
"1026","-450","0","101021","1","0.575","1","170","1","210","1","-30","bgm_M64","-130","-25","101021","0.9","-30","1","10260101","10","1"
"1026","-250","0","101021","1","0.75","2","120","1","200","1.2","0","bgm_M64","-120","0","101021","1","-30","1","10260102","10","2"
"1026","-50","-15","101021","1","1.55","3","100","1","200","2.3","-10","bgm_M64","100","0","101021","2.2","-30","1","10260103","0","3"
"1026","190","0","101021","1","0.7","4","150","1","200","1","0","bgm_M64","-70","43","101021","1","-30","1","10260104","0","4"
"1026","440","0","101031","1","1.4","5","200","1","220","1.8","0","bgm_M55","0","0","101031","1.6","-30","1","10260105","0","5"
"1027","-470","0","101161","1","0.6","1","250","1","210","0.8","-30","bgm_M64","-125","0","101041","0.7","-30","1","10270101","10","1"
"1027","-210","0","101161","1","0.75","2","120","1","200","1.2","0","bgm_M64","-95","0","101041","1","-30","1","10270102","10","2"
"1027","50","-15","101161","1","0.75","3","100","1","200","1.2","-10","bgm_M64","-120","-10","101041","1","-30","1","10270103","10","3"
"1027","195","0","101162","1","0.7","4","100","1","200","1.1","0","bgm_M64","35","20","101041","1","-30","1","10270104","0","4"
"1027","450","0","101161","1","1.1","5","150","1","210","1.8","0","bgm_M55","-55","-50","101042","1.35","-30","1.3","10270105","0","5"
"1028","-480","0","101161","1","0.6","1","250","1","210","0.8","0","bgm_M64","-120","0","101161","0.85","-30","1","10280101","10","1"
"1028","-260","0","101161","1","0.75","2","0","1","200","1.2","0","bgm_M64","-100","0","101161","1.1","-30","1","10280102","10","2"
"1028","-10","-5","101161","1","0.65","3","100","1","200","1.1","-10","bgm_M64","65","0","101161","1","-30","1","10280103","5","3"
"1028","190","0","101161","1","0.9","4","100","1","200","1.35","0","bgm_M64","-110","0","101161","1.3","-30","1","10280104","0","4"
"1028","485","-40","101162","1","0.9","5","270","1","280","1.15","-45","bgm_M55","-70","-50","101162","1","-30","1.3","10280105","-10","5"
"1029","-480","0","101171","1","0.6","1","250","1","210","0.8","-30","bgm_M64","-120","0","101171","0.7","-30","1","10290101","10","1"
"1029","-260","0","101171","1","0.6","2","0","1","240","1","0","bgm_M64","-120","0","101171","0.7","-30","1","10290102","10","2"
"1029","-10","-15","101171","1","0.9","3","0","1","200","1.4","-10","bgm_M64","65","-30","101171","1","-30","1","10290103","0","3"
"1029","190","0","101171","1","0.9","4","100","1","200","1.3","0","bgm_M64","-110","-30","101171","1","-30","1","10290104","0","4"
"1029","475","-20","101172","1","1","5","270","1","250","1.45","0","bgm_M55","-30","-50","101172","1","-30","1","10290105","10","5"
"1030","-480","0","101171","1","0.6","1","100","1","210","0.8","-30","bgm_M64","-120","0","101191","0.7","-30","1","10300101","10","1"
"1030","-260","0","101171","1","0.8","2","100","1","200","1.2","0","bgm_M64","-100","0","101191","1","-30","1","10300102","10","2"
"1030","-10","-5","101171","1","0.6","3","100","1","200","0.9","-10","bgm_M64","65","0","101191","0.8","-30","1","10300103","5","3"
"1030","190","0","101171","1","0.9","4","100","1","200","1.2","0","bgm_M64","-110","0","101191","1","-30","1","10300104","0","4"
"1030","485","0","101172","1.2","1.1","5","200","1","280","1.3","-45","bgm_M55","-70","-50","101192","1","-30","1","10300105","-10","5"
"1031","-480","0","101161","1","0.6","1","100","1","210","0.8","0","bgm_M64","-120","0","101201","0.85","-30","1","10310101","10","1"
"1031","-260","0","101161","1","0.75","2","100","1","240","1.2","0","bgm_M64","-120","0","101201","1.1","-30","1","10310102","10","2"
"1031","-10","-15","101161","1","0.8","3","100","1","200","1.1","-10","bgm_M64","65","0","101201","1","-30","1","10310103","0","3"
"1031","190","0","101161","1","0.7","4","100","1","200","1","0","bgm_M64","-110","43","101201","1","-30","1","10310104","0","4"
"1031","475","-20","101162","1","1","5","100","1","250","1.45","-45","bgm_M55","-30","-50","101202","1","-30","1","10310105","10","5"
"1032","-480","0","101291","1","0.6","1","100","1","210","0.8","0","bgm_M64","-120","0","101291","0.85","-30","1","10320101","10","1"
"1032","-260","0","101291","1","0.75","2","100","1","240","1.2","0","bgm_M64","-120","0","101291","1.1","-30","1","10320102","10","2"
"1032","-40","-15","101291","1","0.9","3","100","1","200","1.3","-10","bgm_M64","65","0","101291","1","-30","1","10320103","0","3"
"1032","150","0","101291","1","0.8","4","100","1","200","1.3","0","bgm_M64","-110","-30","101291","1","-30","1","10320104","0","4"
"1032","490","-20","101292","1","1.1","5","100","1","230","1.45","30","bgm_M55","-15","15","101292","1","-30","1","10320105","30","5"
"1033","-480","0","101301","1","0.58","1","100","1","210","0.8","-30","bgm_M64","-120","0","101301","0.7","-30","1","10330101","10","1"
"1033","-260","0","101301","1","0.9","2","100","1","200","1.2","0","bgm_M64","-120","0","101301","1","-30","1","10330102","10","2"
"1033","-50","0","101301","1","0.93","3","200","1","200","1.4","-10","bgm_M64","100","-30","101301","1","-30","1","10330103","-10","3"
"1033","100","0","101301","1","0.9","4","100","1","200","1.3","0","bgm_M64","-100","15","101301","1","-30","1","10330104","0","4"
"1033","470","-20","101302","1","1","5","100","1","270","1.2","-30","bgm_M55","-55","-15","101302","1.1","-30","1","10330105","10","5"
"1034","-450","0","101161","1","0.575","1","100","1","210","0.8","0","bgm_M64","-130","0","101441","0.85","-30","1","10340101","10","1"
"1034","-250","0","101161","1","0.75","2","200","1","200","1","0","bgm_M64","-120","0","101441","0.7","-30","1","10340102","10","2"
"1034","-10","-15","101161","1","0.8","3","100","1","200","1.2","-10","bgm_M64","50","0","101441","1.1","-30","1","10340103","0","3"
"1034","180","0","101161","1","0.9","4","150","1","200","1","0","bgm_M64","-100","43","101441","1","-30","1","10340104","0","4"
"1034","470","-20","101162","1","0.95","5","100","1","230","1.2","-30","bgm_M55","-70","-35","101442","1.1","-30","1","10340105","10","5"
"1035","-450","0","101451","1","0.58","1","100","1","210","0.8","-30","bgm_M64","-130","0","101451","0.7","-30","1","10350101","10","1"
"1035","-250","0","101451","1","0.9","2","100","1","200","1.2","0","bgm_M64","-120","0","101451","1","-30","1","10350102","10","2"
"1035","-20","-15","101451","1","0.9","3","100","1","200","1.4","-10","bgm_M64","50","-30","101451","1","-30","1","10350103","0","3"
"1035","200","0","101451","1","0.8","4","100","1","200","1","0","bgm_M64","-100","0","101451","0.85","-30","1","10350104","0","4"
"1035","510","0","101452","1.2","1.25","5","100","1","290","1.55","-50","bgm_M55","-70","-35","101452","1.4","-30","1","10350105","0","5"
"1036","-450","0","101451","1","0.58","1","100","1","210","0.8","-30","bgm_M64","-130","0","101561","0.7","-30","1","10360101","10","1"
"1036","-240","0","101451","1","0.75","2","100","1","240","1.2","0","bgm_M64","-120","0","101561","1.1","-30","1","10360102","0","2"
"1036","-30","-5","101451","1","0.65","3","100","1","200","1.1","-10","bgm_M64","60","0","101561","1","-30","1","10360103","5","3"
"1036","180","0","101451","1","1.1","4","100","1","200","1.2","0","bgm_M64","-100","0","101561","1","-30","1","10360104","0","4"
"1036","460","0","101452","1.4","1.25","5","400","1","290","1.55","-50","bgm_M55","-70","-60","101562","1.35","-30","1","10360105","0","5"
"1037","-480","0","101451","1","0.58","1","100","1","210","0.8","-30","bgm_M64","-120","0","101001","0.7","-30","1","10370101","10","1"
"1037","-260","0","101451","1","0.75","2","100","1","200","1.2","0","bgm_M64","-120","0","101001","1.1","-30","1","10370102","10","2"
"1037","-40","-13","101451","1.4","0.6","3","150","1","200","0.9","-60","bgm_M64","0","-50","101001","0.55","-30","1","10370103","0","3"
"1037","240","0","101451","1","0.8","4","100","1","200","1.3","0","bgm_M64","-50","-30","101001","1","-30","1","10370104","0","4"
"1037","480","0","101452","1.2","1.2","5","100","1","250","1.3","0","bgm_M55","-40","0","101011","1","-30","1","10370105","0","5"
"1038","-450","0","101021","1","0.575","1","170","1","210","1","-30","bgm_M64","-110","-25","101021","0.9","-30","1","10380101","10","1"
"1038","-250","0","101021","1","0.75","2","120","1","200","1.2","0","bgm_M64","-120","0","101021","1","-30","1","10380102","10","2"
"1038","-50","-15","101021","1","0.8","3","100","1","200","1.2","-10","bgm_M64","100","0","101021","1.1","-30","1","10380103","0","3"
