fb39dd86e61d08f5e68c388349a349c33398776ae5099487ba1d1996e0260d0c,b5d510dc700c0feee79d8a41b8a8261504129d7eea2f30b78878f7324e8375f4,981ebb51f8c0e73f023d43eed1b6c5a53131cffa84f4cb6f8e20148d36c83bb1,147878ea162ee852065eea8d7ed8396cd25b8d333b9b97dfd9b6f9cd004113ae,f17c4288e4cd4bf3dd040d70d4c3c5561bc0f6c76f06ea6447205ff6252c72fd,8c811813ef359772664b6670be106567d6354e9f65505c4facad7f0305396a39,f7d717ad6ec10a8c9d2a9d1f5ce637fadf1ab26367f0a4e97cf4a3fa71b12236,0b7e3c11a8932229e7ad94b181325a15a805d8a718859c0788570d88f599afcf,740a8aa2aea9723f307a369159ac0c4b987f444712b5b59e30927027985103c1,91f30989aa97cc30f19bd22808ba79a005d59f83f4cc0fe335c0fd9dfac7a7e3,bae9fe421c86c6d6b489933ac46b6132e35b9fed4bae9a54b02f69b0b7936ab2,893ba7c0d1f69dbf5f4744bf3695c6e169e0a268344e12735ee1961d6a1871c5,700b24805bc51f244c3f00760eacfe27f0378dcb4844ff44730eaebac84197a8
"28","0","bgm_M162","1","2030/03/26 14:59:00","0","380000","0","0","2019/11/08 15:00:00","10028","380000","bgm_M162"
"29","0","bgm_M281","1","2030/03/26 14:59:00","0","380000","0","0","2019/11/25 15:00:00","10029","380000","bgm_M281"
"30","0","bgm_M171","1","2030/03/26 14:59:00","0","380000","0","0","2019/12/09 15:00:00","10030","380000","bgm_M171"
"31","0","bgm_M294","1","2030/03/26 14:59:00","0","380000","0","0","2019/12/25 15:00:00","10031","380000","bgm_M294"
"32","0","bgm_M182","1","2030/03/26 14:59:00","0","380000","0","0","2020/01/14 12:00:00","10032","380000","bgm_M182"
"33","0","bgm_M316","1","2030/03/26 14:59:00","0","380000","0","0","2020/01/24 15:00:00","10033","380000","bgm_M316"
"34","0","bgm_M189","1","2030/03/26 14:59:00","0","380000","0","0","2020/02/10 15:00:00","10034","380000","bgm_M189"
"35","0","bgm_M330","1","2030/03/26 14:59:00","0","380000","0","0","2020/02/25 15:00:00","10035","380000","bgm_M330"
"36","0","bgm_M330","1","2030/03/26 14:59:00","0","380000","0","0","2020/02/25 15:00:00","10036","380000","bgm_M330"
"37","0","bgm_M206","1","2030/03/26 14:59:00","0","380000","0","0","2020/03/12 15:00:00","10037","380000","bgm_M206"
"38","0","bgm_M343","1","2030/03/26 14:59:00","0","380000","0","0","2020/03/24 15:00:00","10038","380000","bgm_M343"
"39","0","bgm_M215","1","2030/03/26 14:59:00","0","380000","0","0","2020/04/10 12:00:00","10039","380000","bgm_M215"
"40","0","bgm_M351","1","2030/03/26 14:59:00","0","380000","0","0","2020/04/24 15:00:00","10040","380000","bgm_M351"
"41","0","bgm_M223","1","2030/03/26 14:59:00","0","380000","0","0","2020/05/10 12:00:00","10041","380000","bgm_M223"
"42","0","bgm_M375","1","2030/03/26 14:59:00","0","380000","0","0","2020/05/25 15:00:00","10042","380000","bgm_M375"
"43","0","bgm_M237","1","2030/03/26 14:59:00","0","380000","0","0","2020/06/08 18:00:00","10043","380000","bgm_M237"
"44","0","bgm_M380A","1","2030/03/26 14:59:00","0","380000","0","0","2020/06/24 15:00:00","10044","380000","bgm_M380A"
"45","0","bgm_M393","1","2030/03/26 14:59:00","0","380000","0","0","2020/07/25 12:00:00","10046","380000","bgm_M393"
"46","0","bgm_M245","1","2030/03/26 14:59:00","0","380000","0","0","2020/07/09 15:00:00","10045","380000","bgm_M245"
"47","0","bgm_M254","1","2030/03/26 14:59:00","0","380000","0","0","2020/08/09 15:00:00","10047","380000","bgm_M254"
"48","0","bgm_M403","1","2030/03/26 14:59:00","0","380000","0","0","2020/08/24 12:00:00","10048","380000","bgm_M403"
"49","0","bgm_M265","1","2030/03/26 14:59:00","0","380000","0","0","2020/09/14 15:00:00","10049","380000","bgm_M265_Top"
"50","0","bgm_M413","1","2030/03/26 14:59:00","0","380000","0","0","2020/09/25 15:00:00","10050","380000","bgm_M413"
"52","0","bgm_M421","1","2030/03/26 14:59:00","0","380000","0","0","2020/10/26 12:00:00","10052","380000","bgm_M421"
"53","0","0","1","2030/03/26 14:59:00","0","380000","0","0","2020/11/06","10053","380000","0"
"54","0","bgm_M426","1","2030/03/26 14:59:00","0","380000","0","0","2020/11/25 15:00:00","10054","380000","bgm_M426"
"56","0","bgm_M435","1","2030/03/26 14:59:00","0","380000","0","0","2020/12/25 15:00:00","10056","380000","bgm_M435"
"58","0","bgm_M442A","1","2030/03/26 14:59:00","0","380000","0","0","2021/01/25 15:00:00","10058","380000","bgm_M442A"
"59","0","bgm_M442B","1","2030/03/26 14:59:00","0","380000","0","0","2021/01/25 15:00:00","10059","380000","bgm_M442B"
"61","0","bgm_M451","1","2030/03/26 14:59:00","0","380000","0","0","2021/02/25 15:00:00","10061","380000","bgm_M451"
"64","0","bgm_M457","1","2030/03/26 14:59:00","0","380000","0","0","2021/03/25 15:00:00","10064","380000","bgm_M457"
"66","0","bgm_M467","1","2030/03/26 14:59:00","0","380000","0","0","2021/04/26 15:00:00","10066","380000","bgm_M467"
"68","0","bgm_M478","1","2030/03/26 14:59:00","0","380000","0","0","2021/05/25 15:00:00","10068","380000","bgm_M478_Lofi"
"70","0","bgm_M486","1","2030/03/26 14:59:00","0","380000","0","0","2021/06/24 15:00:00","10070","380000","bgm_M486"
"72","0","bgm_M496","1","2030/03/26 14:59:00","0","380000","0","0","2021/07/26 15:00:00","10072","380000","bgm_M496"
"74","0","bgm_M508","1","2030/03/26 14:59:00","0","380000","0","0","2021/08/26 15:00:00","10074","380000","bgm_M508"
"76","0","bgm_M520","1","2030/03/26 14:59:00","0","380000","0","0","2021/09/24 15:00:00","10076","380000","bgm_M520"
"78","0","bgm_M527","1","2030/03/26 14:59:00","0","380000","0","0","2021/10/25 18:30:00","10078","380000","bgm_M527"
"80","0","bgm_M536","1","2030/03/26 14:59:00","0","380000","0","0","2021/11/24 15:00:00","10080","380000","bgm_M536"
"82","0","bgm_M543","1","2030/03/26 14:59:00","0","380000","0","0","2021/12/27 18:30:00","10082","380000","bgm_M543"
"84","0","bgm_M552","1","2030/03/26 14:59:00","0","380000","0","0","2022/01/25 15:00:00","10084","380000","bgm_M552"
"85","0","bgm_M553","1","2030/03/26 14:59:00","0","380000","0","0","2022/01/25 15:00:00","10085","380000","bgm_M553"
"88","0","bgm_M565","1","2030/03/26 14:59:00","0","380000","0","0","2022/02/24 15:00:00","10088","380000","bgm_M565"
"90","0","bgm_M574","1","2030/03/26 14:59:00","0","380000","0","0","2022/03/24 15:00:00","10090","380000","bgm_M574"
"92","0","bgm_M582","1","2030/03/26 14:59:00","0","380000","0","0","2022/04/25 15:00:00","10092","380000","bgm_M582"
"94","0","bgm_M595","1","2030/03/26 14:59:00","0","380000","0","0","2022/05/25 15:00:00","10094","380000","bgm_M595"
"96","0","bgm_M601","1","2030/03/26 14:59:00","0","380000","0","0","2022/06/24 15:00:00","10096","380000","bgm_M601"
"98","0","bgm_M608","1","2030/03/26 14:59:00","0","380000","0","0","2022/07/25 15:00:00","10098","380000","bgm_M608"
"100","0","bgm_M618","1","2030/03/26 14:59:00","0","380000","0","0","2022/08/26 15:00:00","10100","380000","bgm_M618"
"102","0","bgm_M623","1","2030/03/26 14:59:00","0","380000","0","0","2022/09/22 15:00:00","10102","380000","bgm_M623"
"104","0","bgm_M630","1","2030/03/26 14:59:00","0","380000","0","0","2022/10/25 15:00:00","10104","380000","bgm_M630"
"106","0","bgm_M638","1","2030/03/26 14:59:00","0","380000","0","0","2022/11/24 15:00:00","10106","380000","bgm_M638"
"108","0","bgm_M647","1","2030/03/26 14:59:00","0","380000","0","0","2022/12/27 15:00:00","10108","380000","bgm_M647"
"110","0","bgm_M659","1","2030/03/26 14:59:00","0","380000","0","0","2023/01/24 15:00:00","10110","380000","bgm_M659"
"111","0","bgm_M660","1","2030/03/26 14:59:00","0","380000","0","0","2023/01/24 15:00:00","10111","380000","bgm_M660"
"114","0","bgm_M668","1","2030/03/26 14:59:00","0","380000","0","0","2023/02/24 15:00:00","10114","380000","bgm_M668"
"116","0","bgm_MC017","1","2030/03/26 14:59:00","0","380000","0","0","2023/03/23 15:00:00","10116","380000","bgm_MC017"
"118","0","bgm_MC026","1","2030/03/26 14:59:00","0","380000","0","0","2023/04/24 19:00:00","10118","380000","bgm_MC026"
"120","0","bgm_MC036","1","2030/03/26 14:59:00","0","380000","0","0","2023/05/26 15:00:00","10120","380000","bgm_MC036"
"122","0","bgm_MC046","1","2030/03/26 14:59:00","0","380000","0","0","2023/06/23 15:00:00","10122","380000","bgm_MC046"
"124","0","bgm_MC056","1","2030/03/26 14:59:00","0","380000","0","0","2023/07/25 15:00:00","10124","380000","bgm_MC056"
"126","0","bgm_MC063","1","2030/03/26 14:59:00","0","380000","0","0","2023/08/25 15:00:00","10126","380000","bgm_MC063"
"128","0","bgm_MC075","1","2030/03/26 14:59:00","0","380000","0","0","2023/09/26 15:00:00","10128","380000","bgm_MC075"
"130","0","bgm_MC082","1","2030/03/26 14:59:00","0","380000","0","0","2023/10/23 15:00:00","10130","380000","bgm_MC082"
"132","0","bgm_MC091","1","2030/03/26 14:59:00","0","380000","0","0","2023/11/24 15:00:00","10132","380000","bgm_MC091"
"134","0","bgm_MC099","1","2030/03/26 14:59:00","0","380000","0","0","2023/12/27 15:00:00","10134","380000","bgm_MC099"
"136","0","bgm_MC110","1","2030/03/26 14:59:00","0","380000","0","0","2024/01/26 15:00:00","10136","380000","bgm_MC110"
"137","0","bgm_MC111","1","2030/03/26 14:59:00","0","380000","0","0","2024/01/26 15:00:00","10137","380000","bgm_MC111"
"140","0","bgm_MC124","1","2030/03/26 14:59:00","0","380000","0","0","2024/02/24 15:00:00","10140","380000","bgm_MC124"
"142","0","bgm_MC136","1","2030/03/26 14:59:00","0","380000","0","0","2024/03/26 15:00:00","10142","380000","bgm_MC136"
"144","0","bgm_MC143","1","2030/03/26 14:59:00","0","380000","0","0","2024/04/27 21:00:00","10144","380000","bgm_MC143"
"146","0","bgm_MC147","1","2030/03/26 14:59:00","0","380000","0","0","2024/05/23 15:00:00","10146","380000","bgm_MC147"
"148","0","bgm_MC156","1","2030/03/26 14:59:00","0","380000","0","0","2024/06/30 12:00:00","10148","380000","bgm_MC156"
"150","0","bgm_MC162","1","2030/03/26 14:59:00","0","380000","0","0","2024/07/26 15:00:00","10150","380000","bgm_MC162"
"152","0","bgm_MC172","1","2030/03/26 14:59:00","0","380000","0","0","2024/08/26 18:00:00","10152","380000","bgm_MC172_TitleCall"
"154","0","bgm_MC186","1","2030/03/26 14:59:00","0","380000","0","0","2024/09/25 15:00:00","10154","380000","bgm_MC186"
"156","0","bgm_MC194","1","2030/03/26 14:59:00","0","380000","0","0","2024/10/25 17:00:00","10156","380000","bgm_MC194"
"158","0","bgm_MC213","1","2030/03/26 14:59:00","0","380000","0","0","2024/11/30 12:00:00","10158","380000","bgm_MC213"
"160","0","bgm_MC215B","1","2030/03/26 14:59:00","0","380000","0","0","2024/12/26 21:00:00","10160","380000","bgm_MC215B"
