a77430cbad0ab6a9f9c4443aff5c1faa41348d43c5b0dc45db1c3801f7859ae8,76bedcef9be822c9151c005b1b28906bb54d13c7c13a73c49e04799b6761eca5,ab2bc6754b20b83f2f0dc4c0f0e0fc4d1e08b73a79367b89aa41f5c54fb8192f,9175ad17ec403a61347b8a5d8dd22136d0291a5b0b9d4213acc04ab52c63858c,80cf2ca2dc446316b966dd96680c8bcc23aa665311ef1097c6114276a6517880,49203030dd474877c984298a460b497774d02af9abf19530901a4ff552d80cd2
"3","5084003","2","10112","500039","105"
"3","5085002","2","10113","500368","106"
"3","5085003","2","10113","510203","107"
"3","5085004","2","10113","500272","108"
"3","5085005","2","10113","501501","109"
"2","1011001","1","10110101","0","110"
"1","20037112","1","20037101","0","111"
"3","5066005","2","20037","501291","112"
"3","5088005","2","10115","501810","113"
"3","5114000","2","10114","500016","114"
"3","5114003","2","10114","501952","115"
"3","5068001","2","20038","501341","116"
"3","5090002","2","10117","501541","117"
"3","5070004","2","20039","501353","121"
"3","5070005","2","20039","500016","122"
"3","5116004","2","10116","500837","123"
"3","5092001","2","10119","501031","124"
"3","5092004","2","10119","501551","125"
"3","5118002","2","10118","500133","126"
"3","5118003","2","10118","500810","127"
"3","5118007","2","10118","500133","128"
"3","5072004","2","20040","501364","129"
"3","5072006","2","20040","501365","130"
"3","5124003","2","10124","501614","132"
"3","5074001","2","20041","501383","133"
"3","5094001","2","10121","501593","135"
"3","5122000","2","10122","502003","136"
"3","5122002","2","10122","502015","137"
"3","5096002","2","10123","501613","138"
"3","5076005","2","20042","505036","139"
"3","5078004","2","20043","501451","140"
"3","5098000","2","10125","501031","141"
"3","5100003","2","10127","500837","143"
"3","5080005","2","20044","501463","144"
"3","5128001","2","10128","502063","145"
"3","5102002","2","10129","501873","146"
"1","20045105","1","20045101","0","147"
"1","20045108","1","20045102","0","148"
"1","20045111","1","20045103","0","149"
"3","5082002","2","20045","501160","150"
"3","5082004","2","20045","501031","151"
"3","5082005","2","20045","501483","152"
"3","5084001","2","20046","500368","153"
"3","5084002","2","20046","510306","154"
"3","5084003","2","20046","500039","155"
"3","5085002","2","20047","500368","156"
"3","5085003","2","20047","510203","157"
"3","5085004","2","20047","500272","158"
"3","5085005","2","20047","501501","159"
"3","5130001","2","10130","500016","160"
"3","5130007","2","10130","500133","161"
"3","5104003","2","10131","500133","162"
"3","5136002","2","10136","500143","163"
"3","5136004","2","10136","500175","164"
"3","5137002","2","10137","501622","165"
"3","5137005","2","10137","500133","166"
"3","5088005","2","20048","501810","167"
"3","5134007","2","10134","500554","168"
"3","5108002","2","10135","501911","169"
"3","5110005","2","10138","501931","170"
"3","5111005","2","10139","500013","171"
"3","5090002","2","20049","501541","172"
"2","1013801","1","10138101","0","173"
"3","5114000","2","10141","500016","174"
"3","5114003","2","10141","501952","175"
"3","5140002","2","10140","502224","180"
"3","5092001","2","20050","501031","181"
"3","5092004","2","20050","501551","182"
"3","5142001","2","10142","501683","183"
"3","5116004","2","10143","500837","184"
"3","5118002","2","10145","500133","185"
"3","5118003","2","10145","500810","186"
"3","5118007","2","10145","500133","187"
"3","5094001","2","20051","501593","188"
"3","5096002","2","20052","501613","189"
"3","5146001","2","10146","502283","1014601"
"3","5122000","2","10149","502003","1014901"
"3","5122002","2","10149","502015","1014902"
"3","5124003","2","10151","501614","1015101"
"3","5154007","2","10154","502373","1015401"
"3","5156001","2","10156","502074","1015601"
"3","5156002","2","10156","502394","1015602"
"3","5128001","2","10157","502063","1015701"
"3","5158003","2","10158","500880","1015801"
"3","5130001","2","10159","500016","1015901"
"3","5130007","2","10159","500133","1015902"
"3","5134007","2","10163","500554","1016301"
"3","5136002","2","10164","500143","1016401"
"3","5136004","2","10164","500175","1016402"
"3","5137002","2","10165","501622","1016501"
"3","5137005","2","10165","500133","1016502"
"3","5140002","2","10166","502224","1016601"
"3","5142001","2","10167","501683","1016701"
"3","5146001","2","10169","502283","1016901"
"3","5154007","2","10173","502373","1017301"
"3","5156001","2","10176","502074","1017601"
"3","5156002","2","10176","502394","1017602"
"3","5158003","2","10177","500880","1017701"
"3","5098000","2","20053","501031","2005301"
"3","5100003","2","20054","500837","2005401"
"3","5102002","2","20055","501873","2005501"
"3","5104003","2","20056","500133","2005601"
"3","5108002","2","20058","501911","2005801"
"3","5110005","2","20059","501931","2005901"
"3","5111005","2","20060","500013","2006001"
"3","5114000","2","20061","500016","2006101"
"3","5114003","2","20061","501952","2006102"
"3","5116004","2","20062","500837","2006201"
"3","5118002","2","20063","500133","2006301"
"3","5118003","2","20063","500810","2006302"
"3","5118007","2","20063","500133","2006303"
"3","5122000","2","20065","502003","2006501"
"3","5122002","2","20065","502015","2006502"
"3","5124003","2","20066","501614","2006601"
"3","5136002","2","20067","500143","2006701"
"3","5136004","2","20067","500175","2006702"
"3","5137002","2","20068","501622","2006801"
"3","5137005","2","20068","500133","2006802"
"3","5128001","2","20070","502063","2007001"
"3","5130001","2","20071","500016","2007101"
"3","5130007","2","20071","500133","2007102"
"3","5134007","2","20073","500554","2007301"
"3","5140002","2","20074","502224","2007401"
"3","5142001","2","20075","501683","2007501"
"3","5146001","2","20077","502283","2007701"
