589bdf07225de88cd22b8d9a5e1604ae5a142cc40d9b740a1e510a9ac554957a,468912dc5acdad285f11a80071c594e7b9df818ab0aac0b3de0918eccda943c4,dbeb6876c5b4541284488234510f03f3c0dd754d5223e52add70d940ad445578,1ce61ad10327ee65e16830ec07ea303571cc5db53b77315c6f0a02e103e7b5aa,dd73eaab12fa2763ee64762d4df608f8817a6263237a31e557afb8c8c12179ef,6d0d61773cbd93222917c51dcb74ad6070973b2dd57d60e93444d90f3703d3d4,b1fd38acb2ff497ed75ec592f41f8018c7801db614b7a2fa8b43fb33815fdf4f,1ae87b5f7eedacec29cc1d8410b0dc98bca262519b3b969984ec5efe9531631b,4b47a87fe8b27b247d1b088457fb9ac572c392ba85d9dea541c5a24ef264935b,16b92690aca412fd13b0fb5a8689fec7cfb5b57b7dac592a83943fbdee92572d,8461880038c073e34829db1168d1b4c27c761c9e8c9acbf3b2f755b9c67efa80
"0","ネネカ","0","115001","0","1","5056002","0","1000","5","20032"
"0","リマ","0","115801","0","1","0","0","1000","1","20035"
"0","マホ","0","116001","0","1","5061002","0","1000","2","20035"
"0","マコト","0","115901","0","1","5061003","0","1000","3","20035"
"0","イノリ","0","116501","0","1","0","0","1000","1","20037"
"0","カヤ","0","116601","0","1","0","0","1000","2","20037"
"0","アオイ","0","116701","0","1","0","0","1000","1","20038"
"0","カオリ","0","117701","0","1","0","0","1000","1","20042"
"0","ニノン","0","117801","0","1","0","0","1000","2","20042"
"0","スズナ","0","117901","0","1","0","0","1000","3","20042"
"0","イオ","0","119001","0","1","0","0","1000","1","20043"
"0","クウカ","0","119101","0","1","0","0","1000","2","20043"
"0","クルミ","0","121301","0","1","0","0","1000","1","20048"
"0","ミサキ","0","121401","0","1","0","0","1000","2","20048"
"0","アユミ","0","121501","0","1","0","0","1000","1","20049"
"0","イノリ","0","121601","0","1","0","0","1000","2","20049"
"0","ユカリ","0","122201","0","1","0","0","1000","1","20051"
"0","アオイ","0","122101","0","1","0","0","1000","2","20051"
"0","ジュン","0","123401","0","1","0","0","1000","3","20051"
"0","マホ","0","123101","0","1","0","0","1000","1","20054"
"0","アヤネ","0","123201","0","1","0","0","1000","2","20054"
"0","トモ","0","123601","0","1","0","0","1000","1","20055"
"0","リン","0","123501","0","1","0","0","1000","2","20055"
"0","ナナカ","0","123701","0","1","0","0","1000","3","20055"
"0","マツリ","0","123901","0","1","0","0","1000","1","20056"
"0","クリスティーナ","0","123801","0","1","0","0","1000","2","20056"
"0","モニカ","0","125201","0","1","0","0","1000","1","10141"
"0","タマキ","0","125101","0","1","0","0","1000","2","10141"
"0","シノブ","0","127101","0","1","0","0","1000","1","10151"
"0","クウカ","0","127001","0","1","0","0","1000","2","10151"
"0","ランファ","0","126901","0","1","0","0","1000","3","10151"
"0","ドクロ親父","0","427101","0","1","0","0","1000","4","10151"
"0","スズメ","0","130801","0","1","0","0","1000","1","10144"
"0","キョウカ","0","130701","0","1","0","0","1000","2","10144"
