59ed1a5f9a51c25168269ece78932b80d76fa40f3690a26d2d46cad1fa842117,dd721351a497ee7b9c59c35f45904ce618ffb6c20e588652fae8a39f8cfdc1e6,5bebe3b1a30b27a112da24523e95c1735216aff0de4e2e7ef79b0f86957c94d4,9ef9cacdd647c5e2c6160767456f7e64e2e98cb2d75dcd580b03701fd8858702,17ecc43d473f03af2a716f7332df2eace5651b77e9b9a9685ee0ad2e7fa2c12c,70a816306dca1ab23ca048c17aa2439de4d20ceae0a19fbd8d708cc4f2d22e11,62c2b41422a4f793095a8c81e30002a61ca8cdd14c5cbd86da972d3cf5010ba2,d40a8bc932557c383e4dd6735d9d2a069bfe7ae6960b04601cbe919e2db08bdf,cb782610bbb2df0f39d9d59bb80baea4667cf318ef77be8c20eacc67cd259dc5,af88b96df2a6208bf2fb3d7e7e1b3fbc4152cbdfc6f7f18663f64c65743b8bd4
"ジ・オーダー・オブ・ゲヘナ・イモータルズ","1","ジ・オーダー・オブ・ハデス・イモータル","0","0","0","2121002","0","ザ・バタリオン・オブ・ゲヘナ・イモータルズ","ザ・バタリオン・オブ・ハデス・イモータル"
"絶対妻君","1","獰猛女君","0","0","0","2121003","0","聖夜女君","誓約女君"
"しっぷうのヘカーテ","1","しっぷうのダークプリンセス","0","0","0","2121004","0","しっぷうのめいひ","しっぷうのめいひめ"
"1000000","1","100000000","0","0","0","2121005","0","1000","10000000"
"薬指","1","中指","0","0","0","2130004","0","小指","親指"
"中指","1","人差し指","0","0","0","2130005","0","親指","薬指"
"人差し指","1","親指","0","0","0","2130006","0","薬指","中指"
"酒","1","米","0","0","0","2130007","0","野菜","肉"
"世間知らず","1","料理人","0","0","0","2130008","0","頑固者","貧乏人"
"床","1","尾","0","0","0","2130009","0","原","病"
"南","1","北","0","0","0","2130011","0","西","東"
"台所","1","納戸","0","0","0","2130014","0","居間","トイレ"
"九","1","八","0","0","0","2130015","0","六","七"
"三味線","1","ピアノ","0","0","0","2130016","0","ギター","琴"
"天衣無法","1","馬耳東風","0","0","0","2130018","0","千変万化","再三再四"
"格下","1","穀物","0","0","0","2130019","0","貴重","貢献"
"掛軸","1","木刀","0","0","0","2130020","0","金券","貝殻"
"羊頭苦肉","1","汚名返上","0","0","0","2130021","0","無芸大食","器用貧乏"
"秋","1","冬","0","0","0","2130022","0","夏","春"
"ハン","1","タン","0","0","0","2130023","0","チュウ","ホン"
"タン","1","コン","0","0","0","2130024","0","サン","イツ"
"シン","1","テン","0","0","0","2130025","0","キン","イン"
"木乃伊","1","乃伊木","0","0","0","2130026","0","木伊乃","伊乃木"
"ぬるまゆ","1","ねっとう","0","0","0","2130027","0","ちょうおんとう","さらゆ"
"自鳴琴","1","鉄琴","0","0","0","2130028","0","口風琴","手風琴"
"素描","1","寸描","0","0","0","2130029","0","線描","点描"
"用心しすぎ","1","平凡","0","0","0","2130030","0","不注意","大胆"
"囲碁","1","双六","0","0","0","2130031","0","麻雀","将棋"
"釣り","1","女性","0","0","0","2130033","0","食事","賭け事"
"鰯","1","鰹","0","0","0","2130034","0","鯵","鮪"
"良いときの邪魔者","1","災難続き","0","0","0","2130035","0","突然のチャンス","悪いときの助け船"
"蓮","1","百合","0","0","0","2130036","0","薔薇","菊"
"菊","1","松","0","0","0","2130037","0","梅","桜"
"いちる","1","いっぺん","0","0","0","2130039","0","いっき","いちまつ"
"サイコロ博打","1","指圧","0","0","0","2130041","0","生け花","タコ漁"
"クモ","1","ヤモリ","0","0","0","2130044","0","カエル","カマキリ"
"カラス","1","スズムシ","0","0","0","2130045","0","ネコ","カエル"
"江戸っ子","1","武士","0","0","0","2130046","0","居候","盗人"
"キジ","1","サギ","0","0","0","2130047","0","カモ","カラス"
"苔","1","芽","0","0","0","2130048","0","草","カビ"
"すいこう","1","すいさつ","0","0","0","2130049","0","ずいし","ついかく"
"翼","1","獅子","0","0","0","2130050","0","車","刀"
"味噌をつける","1","辛子をつける","0","0","0","2130052","0","酢をつける","塩をつける"
"筆まめ","1","筆あわ","0","0","0","2130053","0","筆いね","筆むぎ"
"ようやく","1","ことごとく","0","0","0","2130054","0","あまねく","しばらく"
"詩人","1","詩を書く","0","0","0","2130055","0","詩","詩集"
"いちじく","1","ざくろ","0","0","0","2130058","0","あけび","びわ"
"うど","1","つくし","0","0","0","2130059","0","ぜんまい","わらび"
"かきつばた","1","さるすべり","0","0","0","2130061","0","おみなえし","しょうぶ"
"エターナルアビス＝ディヴァイダー","1","エターナルアビス＝エアスラッシャー","0","0","0","2131001","0","ディープエターナル＝ディヴァイダー","ディープエターナル＝エアスラッシャー"
"ギアスアポクリフォ・タイラントコード","1","ギアスグリモワール・ナンバーオブサタン","0","0","0","2131002","0","アビステクノロジー・ヘルコード","アポカリプスコード・スリーシックス"
"百面相","1","百人一首","0","0","0","2131003","0","百点満点","百貨店"
"推し事","1","愛言葉","0","0","0","2131004","0","お仕事","胸の内"
"キャンプ","1","マラソン","0","0","0","2131005","0","ファイト","クルーズ"
"オタマジャクシ","1","ゲンゴロウ","0","0","0","2210001","0","ヤゴ","アオダイショウ"
"角","1","耳","0","0","0","2210003","0","しっぽ","翼"
"イナゴ","1","ロンゴ","0","0","0","2210004","0","サンゴ","ダンゴ"
"カラス","1","オウム","0","0","0","2210005","0","コウノトリ","ペリカン"
"ジンジャー","1","ターメリック","0","0","0","2210006","0","オニオン","ガーリック"
"アボカド","1","ランブータン","0","0","0","2210007","0","ドリアン","マンゴー"
"パクチー","1","パーシー","0","0","0","2210008","0","パール","パンジー"
"ニンジン","1","キュウリ","0","0","0","2210009","0","ハクサイ","ピーマン"
"魚類","1","は虫類","0","0","0","2210011","0","鳥類","哺乳類"
"免疫","1","自己防衛","0","0","0","2210012","0","慣れ","罷免"
"耳","1","目","0","0","0","2210013","0","口","鼻"
"イタチ科","1","ネコ科","0","0","0","2210015","0","イヌ科","リス科"
"お母さん","1","おばあさん","0","0","0","2210016","0","おじいさん","お父さん"
"鼻","1","目","0","0","0","2210018","0","耳","口"
"サケ","1","コイ","0","0","0","2210019","0","アユ","サバ"
"ラクダ","1","ゴリラ","0","0","0","2210020","0","ヒツジ","パンダ"
"チーター","1","トラ","0","0","0","2210021","0","ライオン","ダチョウ"
"オウム","1","フクロウ","0","0","0","2210022","0","キツツキ","カッコウ"
"親知らず","1","八重歯","0","0","0","2210024","0","物知らず","情知らず"
"クジャク","1","ライチョウ","0","0","0","2210025","0","コウノトリ","フラミンゴ"
"タラバガニ","1","モクズガニ","0","0","0","2210026","0","タカアシガニ","ズワイガニ"
"ブドウ糖","1","イチゴ糖","0","0","0","2210027","0","レモン糖","ミカン糖"
"ソデタケ","1","マイタケ","0","0","0","2210029","0","シイタケ","マツタケ"
"トリュフ","1","ナツメグ","0","0","0","2210030","0","キャビア","フォアグラ"
"軟体動物","1","変体動物","0","0","0","2210032","0","解体動物","剛体動物"
"ピーマン","1","キャベツ","0","0","0","2210034","0","レタス","モヤシ"
"そらまめ","1","くろまめ","0","0","0","2210035","0","なたまめ","えんどうまめ"
"上腕二頭筋","1","上腕五頭筋","0","0","0","2210037","0","ヒラメ筋","上腕一頭筋"
"赤","1","緑","0","0","0","2210040","0","黄","青"
"1匹","1","10匹","0","0","0","2210041","0","5匹","20匹"
"耳","1","尻尾","0","0","0","2210042","0","前脚","鼻"
"海","1","池","0","0","0","2210045","0","湖","川"
"くちばしが膨らむ","1","木をつついて穴をあける","0","0","0","2210046","0","首が360度回る","地上を高速で走る"
"貝","1","小石","0","0","0","2210047","0","ペンション","サンゴ"
"サクラ","1","キク","0","0","0","2210048","0","サザンカ","アサガオ"
"いびき","1","あくび","0","0","0","2210049","0","くしゃみ","しゃっくり"
"頭がい骨","1","頭こう骨","0","0","0","2210050","0","頭あい骨","頭とう骨"
"36℃前後","1","56℃前後","0","0","0","2210051","0","46℃前後","26℃前後"
"カメレオン","1","ハンミョウ","0","0","0","2210052","0","カマドウマ","キリギリス"
"サンショウウオ","1","シチミトウガラシウオ","0","0","0","2210054","0","タバスコウオ","コショウウオ"
"クマゲラ","1","ヒグマ","0","0","0","2210056","0","ツキノワグマ","ホッキョクグマ"
"あつい","1","あまい","0","0","0","2210057","0","すっぱい","にがい"
"ホタル","1","ハチ","0","0","0","2210058","0","トンボ","セミ"
"ブルドッグ","1","アメリカンドッグ","0","0","0","2210059","0","ホットドッグ","ソルティドッグ"
"イチョウ","1","ハゼノキ","0","0","0","2210060","0","ツツジ","モミジ"
"ユニ","1","ミミ","0","0","0","2211001","0","キョウカ","ミソギ"
"～ッス","1","～だぴょん♪","0","0","0","2211002","0","～であーる","～ガオッ"
"キャル","1","シェフィ","0","0","0","2211003","0","コッコロ","ぺコリーヌ"
"ちゃんイオ","1","イオ殿","0","0","0","2211004","0","イオせんせー","イオっち"
"ミソラ","1","プレシア","0","0","0","2211005","0","クリア","リリ"
"くまのみ","1","ゆのみ","0","0","0","2220001","0","このみ","やしのみ"
"サザンカ","1","アサガオ","0","0","0","2220002","0","アジサイ","タンポポ"
"8本","1","12本","0","0","0","2220005","0","6本","10本"
"ナス科","1","ウリ科","0","0","0","2220006","0","ミカン科","バラ科"
"オサガメ","1","ババガメ","0","0","0","2220007","0","トノガメ","ジジガメ"
"キーウィ","1","マンゴー","0","0","0","2220008","0","パイナップル","パパイヤ"
"アシ","1","カカト","0","0","0","2220009","0","カミ","ミミ"
"役に立っていない","1","解毒の機能がある","0","0","0","2220010","0","血液を作る","食べ物を消化する"
"ニホンザル","1","オランウータン","0","0","0","2220012","0","チンパンジー","ゴリラ"
"スズムシ","1","クワガタムシ","0","0","0","2220015","0","クツワムシ","マツムシ"
"ヘラクレスオオカブト","1","ペルセウスオオカブト","0","0","0","2220016","0","アマゾネスオオカブト","アキレスオオカブト"
"4つ","1","分かれていない","0","0","0","2220017","0","3つ","2つ"
"ホッキョクグマ","1","アメリカクロクマ","0","0","0","2220018","0","ヒグマ","ツキノワグマ"
"カマキリ","1","セミ","0","0","0","2220019","0","テントウムシ","クワガタ"
"頬袋","1","頬冠","0","0","0","2220020","0","貯頬","肌頬"
"コチョウラン","1","ボタンキンバイ","0","0","0","2220021","0","カノコユリ","ベニバナクサギ"
"細胞","1","棍棒","0","0","0","2220022","0","心房","脂肪"
"コオロギ","1","アリ","0","0","0","2220023","0","バッタ","キリギリス"
"フグ","1","シャチ","0","0","0","2220024","0","サメ","アンコウ"
"く","1","て","0","0","0","2220025","0","め","い"
"クラゲ","1","タコ","0","0","0","2220026","0","イカ","ウニ"
"ウニ","1","タコ","0","0","0","2220027","0","イカ","クラゲ"
"牛","1","ラクダ","0","0","0","2220028","0","羊","犬"
"さなぎ","1","さかき","0","0","0","2220030","0","うさぎ","なぎさ"
"ワニ","1","カバ","0","0","0","2220031","0","カメレオン","ヘビ"
"マントヒヒ","1","オランウータン","0","0","0","2220033","0","チンパンジー","ゴリラ"
"クワガタ","1","カマキリ","0","0","0","2220034","0","カナブン","カブトムシ"
"7年後","1","7日後","0","0","0","2220038","0","7週間後","7ヵ月後"
"ウメ","1","コスモス","0","0","0","2220040","0","アジサイ","ヒマワリ"
"足","1","腰","0","0","0","2220042","0","頭","手"
"学名","1","実名","0","0","0","2220043","0","和名","本名"
"ホモ・サピエンス","1","イモ・アジエンス","0","0","0","2220044","0","モモ・サピエンス","ホモ・アジエンス"
"トンボ","1","スズムシ","0","0","0","2220046","0","カブトムシ","セミ"
"種子植物","1","芥子植物","0","0","0","2220047","0","束子植物","硝子植物"
"毛細血管","1","毛深血管","0","0","0","2220048","0","毛頭血管","毛様血管"
"貝類","1","魚類","0","0","0","2220049","0","両生類","鳥類"
"クラゲ","1","フジツボ","0","0","0","2220050","0","カニ","エビ"
"アルマジロ","1","オオアリクイ","0","0","0","2220051","0","ヤマアラシ","ハリネズミ"
"水","1","炭水化物","0","0","0","2220052","0","脂質","たんぱく質"
"ライチョウ","1","カワセミ","0","0","0","2220054","0","スズメ","カッコウ"
"皮膚","1","脂肪","0","0","0","2220056","0","骨","毛"
"呼吸器","1","消化器","0","0","0","2220057","0","泌尿器","循環器"
"ウニ","1","エビ","0","0","0","2220058","0","イカ","タコ"
"胞子","1","奉仕","0","0","0","2220059","0","法子","法師"
"シメジ","1","ナメコ","0","0","0","2220060","0","マツタケ","マイタケ"
"ミミ","1","イノリ","0","0","0","2221001","0","リリ","キョウカ"
"トラタイガー","1","トラライオン","0","0","0","2221002","0","トライロッカー","タラトイガー"
"ぺんぽこりん","1","ぷんぽこりん","0","0","0","2221003","0","ぺんぺこりん","ぽんこりん"
"ミヤコ","1","クルミ","0","0","0","2221004","0","ミサキ","トモ"
"ドロゲーター","1","タテマツリワニ","0","0","0","2221005","0","ワニドロロ","ワニゴン"
"アルベド","1","アルキン","0","0","0","2230001","0","アルガン","アルヘナ"
"シバリング","1","シャーリング","0","0","0","2230003","0","トラベリング","アイドリング"
"膵臓","1","心臓","0","0","0","2230005","0","腎臓","肝臓"
"ピーヘン","1","ピーチ","0","0","0","2230007","0","ピーナッツ","ピーラー"
"クラッタリング","1","ギャザリング","0","0","0","2230008","0","マウンティング","グルーミング"
"ネズミザメ科","1","イタチザメ科","0","0","0","2230010","0","イヌザメ科","ネコザメ科"
"ローズマリー","1","サンフラワーマリー","0","0","0","2230012","0","ポピーマリー","デイジーマリー"
"フランジ","1","ラチェット","0","0","0","2230013","0","スリット","レバー"
"アジサイ","1","シダレザクラ","0","0","0","2230014","0","フジ","スミレ"
"実","1","茎","0","0","0","2230015","0","根","葉"
"ドラゴンフルーツ","1","パッションフルーツ","0","0","0","2230016","0","ミラクルフルーツ","ジャックフルーツ"
"ブロッコリー","1","チンゲンサイ","0","0","0","2230017","0","ホウレンソウ","キャベツ"
"ぜいご","1","けいご","0","0","0","2230018","0","こんご","でいご"
"同じ","1","個体によって違う","0","0","0","2230019","0","人間のほうが多い","キリンのほうが多い"
"ジャコウネコ科","1","ジャコウウマ科","0","0","0","2230021","0","ジャコウクマ科","ジャコウイヌ科"
"シソ科","1","イネ科","0","0","0","2230022","0","セリ科","キク科"
"白","1","赤","0","0","0","2230023","0","縞模様","黒"
"カピバラ","1","チンチラ","0","0","0","2230024","0","ヌートリア","ビーバー"
"ナマズ","1","マグロ","0","0","0","2230026","0","ドジョウ","ウナギ"
"ムギワラトンボ","1","タンポポトンボ","0","0","0","2230027","0","ヒマワリトンボ","バナナトンボ"
"カイコ","1","クワガタ","0","0","0","2230028","0","カブトムシ","トンボ"
"鰻","1","鮪","0","0","0","2230029","0","鰆","山女魚"
"3つ","1","5つ","0","0","0","2230030","0","1つ","2つ"
"シーラカンス","1","ミミックオクトパス","0","0","0","2230031","0","ホホジロザメ","マンタ"
"僧帽筋","1","王帽筋","0","0","0","2230032","0","侍帽筋","兵帽筋"
"うろこ","1","口","0","0","0","2230033","0","尾ひれ","目"
"XY","1","XZ","0","0","0","2230034","0","YY","XX"
"0本","1","23本","0","0","0","2230036","0","7本","15本"
"イトウ","1","タカハシ","0","0","0","2230037","0","スズキ","サトウ"
"イタチ科","1","ネコ科","0","0","0","2230038","0","イヌ科","リス科"
"イヌ科","1","ジャコウネコ科","0","0","0","2230040","0","ブタ科","ネコ科"
"ボウフラ","1","アリジゴク","0","0","0","2230043","0","ヤゴ","イモムシ"
"カマキリ","1","クワガタ","0","0","0","2230044","0","カブトムシ","クモ"
"こむら返り","1","生き返り","0","0","0","2230045","0","ふり返り","おうむ返し"
"イネ科","1","ユリ科","0","0","0","2230046","0","スミレ科","ツツジ科"
"落葉樹","1","常緑樹","0","0","0","2230048","0","広葉樹","針葉樹"
"クロロフィル","1","キロロフィル","0","0","0","2230049","0","カロロフィル","ケロロフィル"
"フクロウ","1","ハト","0","0","0","2230050","0","ニワトリ","カッコウ"
"月見草","1","星夜草","0","0","0","2230051","0","星見草","月夜草"
"オウム貝","1","スズメ貝","0","0","0","2230052","0","ウグイス貝","カラス貝"
"アイアイ","1","ハイハイ","0","0","0","2230053","0","カイカイ","マイマイ"
"ヒラメ筋","1","マグロ筋","0","0","0","2230055","0","カツオ筋","アナゴ筋"
"脂肪","1","夢","0","0","0","2230058","0","石油","水"
"ネコ","1","キツネ","0","0","0","2230059","0","タヌキ","イヌ"
"ケッパー","1","アッパー","0","0","0","2230061","0","ラッパー","ペッパー"
"聖女仮面","1","白銀マスク","0","0","0","2231001","0","ノエルの淑女","マスク・ド・ジュン"
"アオイ","1","イリヤ","0","0","0","2231002","0","コッコロ","アヤネ"
"タンバリン","1","マラカス","0","0","0","2231003","0","カスタネット","太鼓"
"ユニ","1","アオイ","0","0","0","2231004","0","クロエ","チエル"
"スズナ","1","キャル","0","0","0","2231005","0","ニノン","エリコ"
"1","1","0.5","0","0","0","2310002","0","2","0"
"月","1","水星","0","0","0","2310003","0","火星","太陽"
"土星","1","金星","0","0","0","2310005","0","火星","水星"
"ルビー","1","真珠","0","0","0","2310006","0","トルコ石","エメラルド"
"熱帯低気圧","1","乾燥帯低気圧","0","0","0","2310009","0","寒帯低気圧","温帯低気圧"
"デシベル","1","キログラム","0","0","0","2310010","0","ミリバール","ヘクトパスカル"
"カロリー","1","リットル","0","0","0","2310011","0","キログラム","メートル"
"6","1","9","0","0","0","2310012","0","24","12"
"24時間","1","48時間","0","0","0","2310014","0","36時間","12時間"
"すべて同じ","1","1kgの綿","0","0","0","2310015","0","1kgの砂","1kgの鉄"
"1440分","1","1600分","0","0","0","2310016","0","1520分","1360分"
"M","1","W","0","0","0","2310017","0","E","N"
"白夜","1","赤夜","0","0","0","2310018","0","黄夜","黒夜"
"黒","1","ピンク","0","0","0","2310019","0","白","赤"
"45度","1","90度","0","0","0","2310020","0","60度","30度"
"ブラックホール","1","ホワイトホール","0","0","0","2310021","0","ブルーホール","レッドホール"
"720度","1","540度","0","0","0","2310023","0","360度","180度"
"21","1","23","0","0","0","2310024","0","22","20"
"天の川","1","紀の川","0","0","0","2310025","0","泥の川","湯の川"
"質素","1","炭素","0","0","0","2310026","0","水素","窒素"
"0.01メートル","1","100メートル","0","0","0","2310027","0","10メートル","0.1メートル"
"ヘルツ","1","ワッツ","0","0","0","2310028","0","スパッツ","ワルツ"
"スコール","1","イコール","0","0","0","2310030","0","ショール","クロール"
"隕石との衝突","1","地面からの爆発","0","0","0","2310031","0","人工衛星との衝突","ロケットとの衝突"
"365.24日","1","465.24日","0","0","0","2310032","0","165.24日","265.24日"
"約29.5日","1","約59.5日","0","0","0","2310034","0","約49.5日","約39.5日"
"断層","1","高層","0","0","0","2310035","0","割層","切層"
"沸騰","1","液化","0","0","0","2310036","0","酸化","爆発"
"氷点","1","冷点","0","0","0","2310037","0","寒点","固点"
"2キロ","1","8キロ","0","0","0","2310038","0","6キロ","4キロ"
"0","1","-500","0","0","0","2310039","0","5050","50"
"皆既日食","1","全体日食","0","0","0","2310041","0","金環日食","部分日食"
"抵抗","1","対立","0","0","0","2310042","0","反発","反抗"
"コイル","1","ネイル","0","0","0","2310043","0","マイル","ホイル"
"ミリメートル","1","キロリットル","0","0","0","2310044","0","デシリットル","ミリリットル"
"200","1","155","0","0","0","2310045","0","150","160"
"3×2","1","2＋3","0","0","0","2310047","0","3－2","3＋2"
"満月","1","新月","0","0","0","2310049","0","三日月","半月"
"銭","1","鉄","0","0","0","2310051","0","銅","銀"
"半導体","1","中縁体","0","0","0","2310052","0","未絶体","不導体"
"P波","1","S波","0","0","0","2310053","0","R波","Q波"
"水1リットル","1","1万円札で100万円","0","0","0","2310054","0","米1合","1円玉100枚"
"干潮","1","満潮","0","0","0","2310056","0","黒潮","赤潮"
"円周率","1","2","0","0","0","2310059","0","高さ","底辺"
"霜","1","雹","0","0","0","2310060","0","霰","雷"
"1200","1","1000","0","0","0","2311001","0","1100","1480"
"630","1","540","0","0","0","2311002","0","700","460"
"6400","1","7980","0","0","0","2311003","0","5400","1600"
"ランドソル","1","セントールス","0","0","0","2311004","0","トーゴク","オーマ"
"1100ルピ","1","950ルピ","0","0","0","2311005","0","1150ルピ","1000ルピ"
"90度","1","360度","0","0","0","2320001","0","180度","0度"
"5本","1","9本","0","0","0","2320004","0","7本","2本"
"アンタレス","1","オイラレス","0","0","0","2320005","0","キミレス","ボクレス"
"ルミノール","1","ファール","0","0","0","2320006","0","ゼミナール","ノネナール"
