056d0231587143b28bbbdba40bcbace5d66d8b6a2197e42ddcbd0cee0a0402fc,4133d376c9fced040a7c722f533d154e09dc9b16143c78bb302ed9966bca5aff,7c981f12560b34ebb26a931fc29b21ececdbd7ebde68761592039191a0197e19,b3326571193d8db8660a392f00ca1fa52f785a391bebf7767f0b65ebb60e6600,09973b4d7fb362855795dd5851e908b5d015d7ecf1842e7f8c744cc338975386,0b62d1d1146675dad3f5164b7c673364939af8456e606d5aa13a830de3d3ff6c,0469cf072cc7a0530f9a3cd0ce892950615bb41d5abab09797a8fe909e6381ed,6cbfda71f64311b1700c461fc582491bdf4bd5bd627f88e9a2e8f984ccb706b3,3115fc70e6e5bf0d1df7688b81c9571144eebc5e97eb24921f2104af601f473c
"67","0.65","502003303","122","13","320030306","2","0","2"
"49","0.65","0","123","-74","320030306","3","0","3"
"13","0.7","502003308","124","-49","320030307","1","0","1"
"62","0.85","502003309","125","-4","320030307","2","0","3"
"50","0.65","0","126","59","320030307","3","0","2"
"-10","1.05","0","127","0","320030308","1","0","1"
"-10","1.05","0","128","-15","320030309","1","0","1"
"-45","0.43","0","129","-85","320030310","1","0","1"
"-45","0.43","0","130","85","320030310","2","0","2"
"11","0.7","502003402","131","43.5","320030406","1","0","1"
"67","0.65","502003403","132","13","320030406","2","0","2"
"49","0.65","0","133","-74","320030406","3","0","3"
"13","0.7","502003408","134","-49","320030407","1","0","1"
"62","0.85","502003409","135","-4","320030407","2","0","3"
"50","0.65","0","136","59","320030407","3","0","2"
"-10","1.05","0","137","0","320030408","1","0","1"
"-10","1.05","0","138","-15","320030409","1","0","1"
"-45","0.43","0","139","-85","320030410","1","0","1"
"-45","0.43","0","140","85","320030410","2","0","2"
"11","0.7","502003502","141","43.5","320030506","1","0","1"
"67","0.65","502003503","142","13","320030506","2","0","2"
"49","0.65","0","143","-74","320030506","3","0","3"
"13","0.7","502003508","144","-49","320030507","1","0","1"
"62","0.85","502003509","145","-4","320030507","2","0","3"
"50","0.65","0","146","59","320030507","3","0","2"
"-10","1.05","0","147","0","320030508","1","0","1"
"-10","1.05","0","148","-15","320030509","1","0","1"
"-45","0.43","0","149","-85","320030510","1","0","1"
"-45","0.43","0","150","85","320030510","2","0","2"
"49","0.7","502004103","151","-74","320040106","1","0","1"
"67","0.85","502004104","152","13","320040106","2","0","3"
"11","0.65","0","153","43.5","320040106","3","0","2"
"50","0.7","502004107","154","59","320040107","1","0","1"
"62","0.85","502004109","155","-4","320040107","2","0","3"
"13","0.65","0","156","-49","320040107","3","0","2"
"-10","0.8","0","157","0","320040108","1","0","1"
"20","0.9","0","158","30","320040109","1","0","1"
"-25","1","0","159","20","320040110","1","0","1"
"49","0.7","502004203","160","-74","320040206","1","0","1"
"67","0.85","502004204","161","13","320040206","2","0","3"
"11","0.65","0","162","43.5","320040206","3","0","2"
"50","0.7","502004207","163","59","320040207","1","0","1"
"62","0.85","502004209","164","-4","320040207","2","0","3"
"13","0.65","0","165","-49","320040207","3","0","2"
"-10","0.8","0","166","0","320040208","1","0","1"
"20","0.9","0","167","30","320040209","1","0","1"
"-25","1","0","168","20","320040210","1","0","1"
"49","0.7","502004303","169","-74","320040306","1","0","1"
"67","0.85","502004304","170","13","320040306","2","0","3"
"11","0.65","0","171","43.5","320040306","3","0","2"
"50","0.7","502004307","172","59","320040307","1","0","1"
"62","0.85","502004309","173","-4","320040307","2","0","3"
"13","0.65","0","174","-49","320040307","3","0","2"
"-10","0.8","0","175","0","320040308","1","0","1"
"20","0.9","0","176","30","320040309","1","0","1"
"-25","1","0","177","20","320040310","1","0","1"
"49","0.7","502004403","178","-74","320040406","1","0","1"
"67","0.85","502004404","179","13","320040406","2","0","3"
"11","0.65","0","180","43.5","320040406","3","0","2"
"50","0.7","502004407","181","59","320040407","1","0","1"
"62","0.85","502004409","182","-4","320040407","2","0","3"
"13","0.65","0","183","-49","320040407","3","0","2"
"-10","0.8","0","184","0","320040408","1","0","1"
"20","0.9","0","185","30","320040409","1","0","1"
"-25","1","0","186","20","320040410","1","0","1"
"49","0.7","502004503","187","-74","320040506","1","0","1"
"67","0.85","502004504","188","13","320040506","2","0","3"
"11","0.65","0","189","43.5","320040506","3","0","2"
"50","0.7","502004507","190","59","320040507","1","0","1"
"62","0.85","502004509","191","-4","320040507","2","0","3"
"13","0.65","0","192","-49","320040507","3","0","2"
"-10","0.8","0","193","0","320040508","1","0","1"
"20","0.9","0","194","30","320040509","1","0","1"
"-25","1","0","195","20","320040510","1","0","1"
"40","0.7","502005101","196","-74","320050106","1","0","2"
"67","1","502005103","197","13","320050106","2","0","3"
"11","0.65","0","198","43.5","320050106","3","0","1"
"50","0.7","502005106","199","59","320050107","1","0","2"
"62","0.9","502005108","200","30","320050107","2","0","3"
"13","0.65","0","201","-49","320050107","3","0","1"
"10","0.75","0","202","5","320050108","1","0","1"
"10","0.75","0","203","-10","320050109","1","0","1"
"-25","1","0","204","20","320050110","1","0","1"
"40","0.7","502005201","205","-74","320050206","1","0","2"
"67","1","502005203","206","13","320050206","2","0","3"
"11","0.65","0","207","43.5","320050206","3","0","1"
"50","0.7","502005206","208","59","320050207","1","0","2"
"62","0.9","502005208","209","30","320050207","2","0","3"
"13","0.65","0","210","-49","320050207","3","0","1"
"10","0.75","0","211","5","320050208","1","0","1"
"10","0.75","0","212","-10","320050209","1","0","1"
"-25","1","0","213","20","320050210","1","0","1"
"40","0.7","502005301","214","-74","320050306","1","0","2"
"67","1","502005303","215","13","320050306","2","0","3"
"11","0.65","0","216","43.5","320050306","3","0","1"
"50","0.7","502005306","217","59","320050307","1","0","2"
"62","0.9","502005308","218","30","320050307","2","0","3"
"13","0.65","0","219","-49","320050307","3","0","1"
"10","0.75","0","220","5","320050308","1","0","1"
"10","0.75","0","221","-10","320050309","1","0","1"
"-25","1","0","222","20","320050310","1","0","1"
"40","0.7","502005401","223","-74","320050406","1","0","2"
"67","1","502005403","224","13","320050406","2","0","3"
"11","0.65","0","225","43.5","320050406","3","0","1"
"50","0.7","502005406","226","59","320050407","1","0","2"
"62","0.9","502005408","227","30","320050407","2","0","3"
"13","0.65","0","228","-49","320050407","3","0","1"
"10","0.75","0","229","5","320050408","1","0","1"
"10","0.75","0","230","-10","320050409","1","0","1"
"-25","1","0","231","20","320050410","1","0","1"
"40","0.7","502005501","232","-74","320050506","1","0","2"
"67","1","502005503","233","13","320050506","2","0","3"
"11","0.65","0","234","43.5","320050506","3","0","1"
"50","0.7","502005506","235","59","320050507","1","0","2"
"62","0.9","502005508","236","30","320050507","2","0","3"
"13","0.65","0","237","-49","320050507","3","0","1"
"10","0.75","0","238","5","320050508","1","0","1"
"10","0.75","0","239","-10","320050509","1","0","1"
"-25","1","0","240","20","320050510","1","0","1"
"40","0.7","502006101","241","-74","320060106","1","0","2"
"67","0.7","502006103","242","13","320060106","2","0","3"
"11","0.65","0","243","43.5","320060106","3","0","1"
"50","0.7","502006106","244","59","320060107","1","0","2"
"62","0.9","502006108","245","30","320060107","2","0","3"
"13","0.65","0","246","-49","320060107","3","0","1"
"10","1","0","247","5","320060108","1","0","1"
"10","1.2","0","248","-10","320060109","1","0","1"
"-25","1","0","249","20","320060110","1","0","1"
"40","0.7","502006201","250","-74","320060206","1","0","2"
"67","0.7","502006203","251","13","320060206","2","0","3"
"11","0.65","0","252","43.5","320060206","3","0","1"
"50","0.7","502006206","253","59","320060207","1","0","2"
"62","0.9","502006208","254","30","320060207","2","0","3"
"13","0.65","0","255","-49","320060207","3","0","1"
"10","1","0","256","5","320060208","1","0","1"
"10","1.2","0","257","-10","320060209","1","0","1"
"-25","1","0","258","20","320060210","1","0","1"
"40","0.7","502006301","259","-74","320060306","1","0","2"
"67","0.7","502006303","260","13","320060306","2","0","3"
"11","0.65","0","261","43.5","320060306","3","0","1"
"50","0.7","502006306","262","59","320060307","1","0","2"
"62","0.9","502006308","263","30","320060307","2","0","3"
"13","0.65","0","264","-49","320060307","3","0","1"
"10","1","0","265","5","320060308","1","0","1"
"10","1.2","0","266","-10","320060309","1","0","1"
"-25","1","0","267","20","320060310","1","0","1"
"40","0.7","502006401","268","-74","320060406","1","0","2"
"67","0.7","502006403","269","13","320060406","2","0","3"
"11","0.65","0","270","43.5","320060406","3","0","1"
"50","0.7","502006406","271","59","320060407","1","0","2"
"62","0.9","502006408","272","30","320060407","2","0","3"
"13","0.65","0","273","-49","320060407","3","0","1"
"10","1","0","274","5","320060408","1","0","1"
"10","1.2","0","275","-10","320060409","1","0","1"
"-25","1","0","276","20","320060410","1","0","1"
"40","0.7","502006501","277","-74","320060506","1","0","2"
"67","0.7","502006503","278","13","320060506","2","0","3"
"11","0.65","0","279","43.5","320060506","3","0","1"
"50","0.7","502006506","280","59","320060507","1","0","2"
"62","0.9","502006508","281","30","320060507","2","0","3"
"13","0.65","0","282","-49","320060507","3","0","1"
"10","1","0","283","5","320060508","1","0","1"
"10","1.2","0","284","-10","320060509","1","0","1"
"-25","1","0","285","20","320060510","1","0","1"
"40","0.7","502007101","286","-74","320070106","1","0","2"
"67","0.7","502007103","287","43","320070106","2","0","3"
"11","0.65","0","288","43.5","320070106","3","0","1"
"50","0.7","502007106","289","59","320070107","1","0","2"
"62","0.9","502007108","290","30","320070107","2","0","3"
"13","0.65","0","291","-49","320070107","3","0","1"
"20","0.9","0","292","5","320070108","1","0","1"
"20","0.9","0","293","0","320070109","1","0","1"
"-20","1","0","294","-20","320070110","1","0","1"
"40","0.7","502007201","295","-74","320070206","1","0","2"
"67","0.7","502007203","296","43","320070206","2","0","3"
"11","0.65","0","297","43.5","320070206","3","0","1"
"50","0.7","502007206","298","59","320070207","1","0","2"
"62","0.9","502007208","299","30","320070207","2","0","3"
"13","0.65","0","300","-49","320070207","3","0","1"
"20","0.9","0","301","5","320070208","1","0","1"
"20","0.9","0","302","0","320070209","1","0","1"
"-20","1","0","303","-20","320070210","1","0","1"
"40","0.7","502007301","304","-74","320070306","1","0","2"
"67","0.7","502007303","305","43","320070306","2","0","3"
"11","0.65","0","306","43.5","320070306","3","0","1"
"50","0.7","502007306","307","59","320070307","1","0","2"
"62","0.9","502007308","308","30","320070307","2","0","3"
"13","0.65","0","309","-49","320070307","3","0","1"
"20","0.9","0","310","5","320070308","1","0","1"
"20","0.9","0","311","0","320070309","1","0","1"
"-20","1","0","312","-20","320070310","1","0","1"
"40","0.7","502007401","313","-74","320070406","1","0","2"
"67","0.7","502007403","314","43","320070406","2","0","3"
"11","0.65","0","315","43.5","320070406","3","0","1"
"50","0.7","502007406","316","59","320070407","1","0","2"
"62","0.9","502007408","317","30","320070407","2","0","3"
"13","0.65","0","318","-49","320070407","3","0","1"
"20","0.9","0","319","5","320070408","1","0","1"
"20","0.9","0","320","0","320070409","1","0","1"
"-20","1","0","321","-20","320070410","1","0","1"
"40","0.7","502007501","322","-74","320070506","1","0","2"
"67","0.7","502007503","323","43","320070506","2","0","3"
"11","0.65","0","324","43.5","320070506","3","0","1"
"50","0.7","502007506","325","59","320070507","1","0","2"
"62","0.9","502007508","326","30","320070507","2","0","3"
"13","0.65","0","327","-49","320070507","3","0","1"
"20","0.9","0","328","5","320070508","1","0","1"
"20","0.9","0","329","0","320070509","1","0","1"
"-20","1","0","330","-20","320070510","1","0","1"
"40","0.7","502008101","331","-74","320080106","1","0","2"
"67","0.9","502008103","332","43","320080106","2","0","3"
"11","0.65","0","333","43.5","320080106","3","0","1"
"50","0.7","502008106","334","59","320080107","1","0","2"
"62","0.9","502008108","335","30","320080107","2","0","3"
"13","0.65","0","336","-49","320080107","3","0","1"
"20","0.8","0","337","5","320080108","1","0","1"
"20","1.1","0","338","0","320080109","1","0","1"
"-20","1","0","339","-20","320080110","1","0","1"
"40","0.7","502008201","340","-74","320080206","1","0","2"
"67","0.9","502008203","341","43","320080206","2","0","3"
"11","0.65","0","342","43.5","320080206","3","0","1"
"50","0.7","502008206","343","59","320080207","1","0","2"
"62","0.9","502008208","344","30","320080207","2","0","3"
"13","0.65","0","345","-49","320080207","3","0","1"
"20","0.8","0","346","5","320080208","1","0","1"
"20","1.1","0","347","0","320080209","1","0","1"
"-20","1","0","348","-20","320080210","1","0","1"
"40","0.7","502008301","349","-74","320080306","1","0","2"
"67","0.9","502008303","350","43","320080306","2","0","3"
"11","0.65","0","351","43.5","320080306","3","0","1"
"50","0.7","502008306","352","59","320080307","1","0","2"
"62","0.9","502008308","353","30","320080307","2","0","3"
"13","0.65","0","354","-49","320080307","3","0","1"
"20","0.8","0","355","5","320080308","1","0","1"
"20","1.1","0","356","0","320080309","1","0","1"
"-20","1","0","357","-20","320080310","1","0","1"
"40","0.7","502008401","358","-74","320080406","1","0","2"
"67","0.9","502008403","359","43","320080406","2","0","3"
"11","0.65","0","360","43.5","320080406","3","0","1"
"50","0.7","502008406","361","59","320080407","1","0","2"
"62","0.9","502008408","362","30","320080407","2","0","3"
"13","0.65","0","363","-49","320080407","3","0","1"
"20","0.8","0","364","5","320080408","1","0","1"
"20","1.1","0","365","0","320080409","1","0","1"
"-20","1","0","366","-20","320080410","1","0","1"
"40","0.7","502008501","367","-74","320080506","1","0","2"
"67","0.9","502008503","368","43","320080506","2","0","3"
"11","0.65","0","369","43.5","320080506","3","0","1"
"50","0.7","502008506","370","59","320080507","1","0","2"
"62","0.9","502008508","371","30","320080507","2","0","3"
"13","0.65","0","372","-49","320080507","3","0","1"
"20","0.8","0","373","5","320080508","1","0","1"
"20","1.1","0","374","0","320080509","1","0","1"
"-20","1","0","375","-20","320080510","1","0","1"
"40","0.7","502009101","376","-74","320090106","1","0","2"
"67","1","502009103","377","13","320090106","2","0","3"
"11","0.65","0","378","43.5","320090106","3","0","1"
"50","0.7","502009106","379","-68","320090107","1","0","2"
"62","0.9","502009108","380","30","320090107","2","0","3"
"13","0.65","0","381","29","320090107","3","0","1"
"10","0.75","0","382","5","320090108","1","0","1"
"10","1","0","383","0","320090109","1","0","1"
"-20","1","0","384","-20","320090110","1","0","1"
"40","0.7","502009201","385","-74","320090206","1","0","2"
"67","1","502009203","386","13","320090206","2","0","3"
"11","0.65","0","387","43.5","320090206","3","0","1"
"50","0.7","502009206","388","-68","320090207","1","0","2"
"62","0.9","502009208","389","30","320090207","2","0","3"
"13","0.65","0","390","29","320090207","3","0","1"
"10","0.75","0","391","5","320090208","1","0","1"
"10","1","0","392","0","320090209","1","0","1"
"-20","1","0","393","-20","320090210","1","0","1"
"40","0.7","502009301","394","-74","320090306","1","0","2"
"67","1","502009303","395","13","320090306","2","0","3"
"11","0.65","0","396","43.5","320090306","3","0","1"
"50","0.7","502009306","397","-68","320090307","1","0","2"
"62","0.9","502009308","398","30","320090307","2","0","3"
"13","0.65","0","399","29","320090307","3","0","1"
"10","0.75","0","400","5","320090308","1","0","1"
"10","1","0","401","0","320090309","1","0","1"
"-20","1","0","402","-20","320090310","1","0","1"
"40","0.7","502009401","403","-74","320090406","1","0","2"
"67","1","502009403","404","13","320090406","2","0","3"
"11","0.65","0","405","43.5","320090406","3","0","1"
"50","0.7","502009406","406","-68","320090407","1","0","2"
"62","0.9","502009408","407","30","320090407","2","0","3"
"13","0.65","0","408","29","320090407","3","0","1"
"10","0.75","0","409","5","320090408","1","0","1"
"10","1","0","410","0","320090409","1","0","1"
"-20","1","0","411","-20","320090410","1","0","1"
"40","0.7","502009501","412","-74","320090506","1","0","2"
"67","1","502009503","413","13","320090506","2","0","3"
"11","0.65","0","414","43.5","320090506","3","0","1"
"50","0.7","502009506","415","-68","320090507","1","0","2"
"62","0.9","502009508","416","30","320090507","2","0","3"
"13","0.65","0","417","29","320090507","3","0","1"
"10","0.75","0","418","5","320090508","1","0","1"
"10","1","0","419","0","320090509","1","0","1"
"-20","1","0","420","-20","320090510","1","0","1"
"40","0.7","502010101","421","-74","320100106","1","0","2"
"67","1","502010103","422","13","320100106","2","0","3"
"11","0.65","0","423","43.5","320100106","3","0","1"
"50","0.7","502010106","424","-68","320100107","1","0","2"
"62","0.9","502010108","425","30","320100107","2","0","3"
"13","0.65","0","426","29","320100107","3","0","1"
"60","0.9","0","427","40","320100108","1","0","1"
"10","1","0","428","0","320100109","1","0","1"
"-35","1","0","429","-20","320100110","1","0","1"
"40","0.7","502010201","430","-74","320100206","1","0","2"
"67","1","502010203","431","13","320100206","2","0","3"
"11","0.65","0","432","43.5","320100206","3","0","1"
"50","0.7","502010206","433","-68","320100207","1","0","2"
"62","0.9","502010208","434","30","320100207","2","0","3"
"13","0.65","0","435","29","320100207","3","0","1"
"60","0.9","0","436","40","320100208","1","0","1"
"10","1","0","437","0","320100209","1","0","1"
"-35","1","0","438","-20","320100210","1","0","1"
"40","0.7","502010301","439","-74","320100306","1","0","2"
"67","1","502010303","440","13","320100306","2","0","3"
"11","0.65","0","441","43.5","320100306","3","0","1"
"50","0.7","502010306","442","-68","320100307","1","0","2"
"62","0.9","502010308","443","30","320100307","2","0","3"
"13","0.65","0","444","29","320100307","3","0","1"
"60","0.9","0","445","40","320100308","1","0","1"
"10","1","0","446","0","320100309","1","0","1"
"-35","1","0","447","-20","320100310","1","0","1"
"40","0.7","502010401","448","-74","320100406","1","0","2"
"67","1","502010403","449","13","320100406","2","0","3"
"11","0.65","0","450","43.5","320100406","3","0","1"
"50","0.7","502010406","451","-68","320100407","1","0","2"
"62","0.9","502010408","452","30","320100407","2","0","3"
"13","0.65","0","453","29","320100407","3","0","1"
"60","0.9","0","454","40","320100408","1","0","1"
"10","1","0","455","0","320100409","1","0","1"
"-35","1","0","456","-20","320100410","1","0","1"
"40","0.7","502010501","457","-74","320100506","1","0","2"
"67","1","502010503","458","13","320100506","2","0","3"
"11","0.65","0","459","43.5","320100506","3","0","1"
"50","0.7","502010506","460","-68","320100507","1","0","2"
"62","0.9","502010508","461","30","320100507","2","0","3"
"13","0.65","0","462","29","320100507","3","0","1"
"60","0.9","0","463","40","320100508","1","0","1"
"10","1","0","464","0","320100509","1","0","1"
"-35","1","0","465","-20","320100510","1","0","1"
"40","0.7","502011101","466","-74","320110106","1","0","2"
"67","1","502011103","467","13","320110106","2","0","3"
"11","0.65","0","468","43.5","320110106","3","0","1"
"50","0.7","502011106","469","-98","320110107","1","0","2"
"72","1.1","502011108","470","0","320110107","2","0","3"
"13","0.65","0","471","49","320110107","3","0","1"
"30","0.75","0","472","-40","320110108","1","0","1"
"50","1.2","0","473","20","320110109","1","0","1"
"-35","1.1","0","474","-20","320110110","1","0","1"
"40","0.7","502011201","475","-74","320110206","1","0","2"
"67","1","502011203","476","13","320110206","2","0","3"
"11","0.65","0","477","43.5","320110206","3","0","1"
"50","0.7","502011206","478","-98","320110207","1","0","2"
"72","1.1","502011208","479","0","320110207","2","0","3"
"13","0.65","0","480","49","320110207","3","0","1"
"30","0.75","0","481","-40","320110208","1","0","1"
"50","1.2","0","482","20","320110209","1","0","1"
"-35","1.1","0","483","-20","320110210","1","0","1"
"40","0.7","502011301","484","-74","320110306","1","0","2"
"67","1","502011303","485","13","320110306","2","0","3"
"11","0.65","0","486","43.5","320110306","3","0","1"
"50","0.7","502011306","487","-98","320110307","1","0","2"
"72","1.1","502011308","488","0","320110307","2","0","3"
"13","0.65","0","489","49","320110307","3","0","1"
"30","0.75","0","490","-40","320110308","1","0","1"
"50","1.2","0","491","20","320110309","1","0","1"
"-35","1.1","0","492","-20","320110310","1","0","1"
"40","0.7","502011401","493","-74","320110406","1","0","2"
"67","1","502011403","494","13","320110406","2","0","3"
"11","0.65","0","495","43.5","320110406","3","0","1"
"50","0.7","502011406","496","-98","320110407","1","0","2"
"72","1.1","502011408","497","0","320110407","2","0","3"
"13","0.65","0","498","49","320110407","3","0","1"
"30","0.75","0","499","-40","320110408","1","0","1"
"50","1.2","0","500","20","320110409","1","0","1"
"-35","1.1","0","501","-20","320110410","1","0","1"
"40","0.7","502011501","502","-74","320110506","1","0","2"
"67","1","502011503","503","13","320110506","2","0","3"
"11","0.65","0","504","43.5","320110506","3","0","1"
"50","0.7","502011506","505","-98","320110507","1","0","2"
"72","1.1","502011508","506","0","320110507","2","0","3"
"13","0.65","0","507","49","320110507","3","0","1"
"30","0.75","0","508","-40","320110508","1","0","1"
"50","1.2","0","509","20","320110509","1","0","1"
"-35","1.1","0","510","-20","320110510","1","0","1"
