6b7b058e74f418525f9207ac60316f067d3311543957f9431dd7d28b24d6ca1e,1bf10f93cb5193ae5e6095d65002ae196b7bf295685e54b0280c8bc1fb068ce0,2a1ab9f6e266a3c3bc304be1eeeeaf292c9044f96f5dcc329a0cfa19cb2c8620,65aa6a9e907f073e2a4da90ae307cd524c7b23f9546689718387d1e0fbba2b08,2721068a38f21dd0287ca6be564bcb8de4d63fc3423c4018504f82e78573c186,1ea05e51fa478daa4174bd3b139210cb68a073d2fd504a1f8c6de6abbf30849c,1c0a8c504534f4d6734ea8939ada0b8c066f4f234598326726847b7d95acd02e,8a0f5ebb3417a081df986ca1b2bc525ed78901c16f330371eab1195cee2be1c1,3b2929d4bab35045e19ddd67147078b9eddb54f10102f7c3e8ef7d43c9bf5ee1,f890d4e2896ca78e7f8b695501fa16a697f532a4f791787ade04d15a7fe9c0a3,290cccf64b3ea5ff3f71000154c7a77f917e66ebea300ca75d50a905281e4cd0
"13008","","0","","100","35","","","13","",""
"13009","0","0","16","0","5","50","black","13","1","0"
"13010","0","1","1","0","6","1","","13","0","0"
"13011","","","","0","91","","","13","",""
"13012","","0","","0.1","93","","","13","",""
"13013","0","1","1","1","6","1","","13","0.2","1"
"13014","0","1","1","2","6","1","","13","0.2","1"
"13015","0","1","1","3","6","1","","13","0.2","1"
"13016","0","1","1","0","6","1","","13","0.2","1"
"13017","","-30","-230","1","2","0.3","","13","","2"
"13018","","-190","-255","2","2","0.3","","13","","2"
"13019","","220","-245","3","2","0.3","","13","","2"
"13020","","0","0","0","2","0.3","","13","","2"
"13021","","1","","100","32","","","13","",""
"13022","","0","","0.6","93","","","13","",""
"13023","","sad_talk_look_shy_riri","1","1","3","","","13","0.2",""
"13024","","vo_asb_1521","0","vo_asb","21","0","","13","",""
"13025","0","実はわたくしたち……\nこの、学びのスクラップブックを\n兄様にご覧いただくのが、\n少し、恥ずかしかったのです。","10","1","11","1","0","13","0","1"
"13026","","","0","0","91","0","","13","",""
"13027","","sad_idle_normal_look_shy_riri","1","1","3","","","13","0.2",""
"13028","","clear_talk_look_shy","1","2","3","","","13","0.2",""
"13029","","vo_asb_1522","0","vo_asb","21","0","","13","",""
"13030","0","だって、楽しい思い出と同じくらい、\nヘマしたり、力及ばずなこともあって。\nそれを改めてお兄さんに見てもらうのは\n勇気がいるっていうか……","10","2","11","1","0","13","0","1"
"13031","","","0","0","91","0","","13","",""
"13032","","clear_idle_look_shy","1","2","3","","","13","0.3",""
"13033","","sad_talk_look_precia","1","3","3","","","13","0.2",""
"13034","","vo_asb_1523","0","vo_asb","21","0","","13","",""
"13035","0","せきらら\nぼうけんき。","10","3","11","1","0","13","0","1"
"13036","","","0","0","91","0","","13","",""
"13037","","idle_look_precia","1","3","3","","","13","0.2",""
"13038","","talk_look_shy_riri","1","1","3","","","13","0.3",""
"13039","","vo_asb_1524","0","vo_asb","21","0","","13","",""
"13040","0","でも……これも学びです。\n兄様。ぜひご覧になった感想を、\nお聞かせ願えませんでしょうか？","10","1","11","1","0","13","0","1"
"13041","","","0","0","91","0","","13","",""
"13042","","wish_talk_look_shy_riri","1","1","3","","","13","0.2",""
"13043","","vo_asb_1525","0","vo_asb","21","0","","13","",""
"13044","0","どんなに厳しい叱咤もご指導も、\n謹んでお受けいたしますので──\nって、…………え？","10","1","11","1","0","13","0","1"
"13045","","","0","0","91","0","","13","",""
"13046","","idle_look_shy","1","2","3","","","13","0.2",""
"13047","","joy_idle_look_shy_precia","1","3","3","","","13","0.3",""
"13048","","wish_talk_Ex4","1","1","3","","","13","0.2",""
"13049","","vo_asb_1526","0","vo_asb","21","0","","13","",""
"13050","0","…………\nま、まさか……\nそのようにお褒めいただけるなんて……","10","1","11","1","0","13","0","1"
"13051","","","0","0","91","0","","13","",""
"13052","","idle_look_shy_riri","1","1","3","","","13","0.2",""
"13053","","surprise_idle_lookR_precia","1","3","3","","","13","0.4",""
"13054","","vo_asb_1527","0","vo_asb","21","0","","13","",""
"13055","0","お兄……","10","3","11","1","0","13","0","1"
"13056","","","0","0","91","0","","13","",""
"13057","","joy_idle_look_shy_precia2","1","3","3","","","13","0.4",""
"13058","","clear_talk2_look","1","2","3","","","13","0.2",""
"13059","","vo_asb_1528","0","vo_asb","21","0","","13","",""
"13060","0","お兄さんは、\n結果云々ではなく、\nわたしたちががんばったこと、\nそれ自体を褒めてくれるんですね……","10","2","11","1","0","13","0","1"
"13061","","","0","0","91","0","","13","",""
"13062","","wish_talk_Ex3","1","1","3","","","13","0.2",""
"13063","","joy_idle_look_shy_precia","1","3","3","","","13","0.3",""
"13064","0","talk2ToWish_look","0","2","3","clear_wish_talk_joy_look","","13","0.2","1"
"13065","","vo_asb_1529","0","vo_asb","21","0","","13","",""
"13066","0","……ありがとうございます！","10","1","11","1","0","13","0","1"
"13067","","","0","0","91","0","","13","",""
"13068","","idle_look_shy_riri","1","1","3","","","13","0.2",""
"13069","","idle_look_shy","1","2","3","","","13","0.2",""
"13070","0","doya_in_precia","0","3","3","doya_talk_precia","","13","0.2","1"
"13071","","vo_asb_1530","0","vo_asb","21","0","","13","",""
"13072","0","むねはり。\nぼうけんき。","10","3","11","1","0","13","0","1"
"13073","","","0","0","91","0","","13","",""
"13074","","idle_look_normal_precia","1","3","3","","","13","0.4",""
"13075","","riri_talk_look_shy","1","1","3","","","13","0.2",""
"13076","","vo_asb_1531","0","vo_asb","21","0","","13","",""
"13077","0","ご覧の通り何事も拙く、\n未熟なわたくしたちですが……","10","1","11","1","0","13","0","1"
"13078","","","0","0","91","0","","13","",""
"13079","","riri_idle_look_normal_shy","1","1","3","","","13","0.2",""
"13080","","clear_talk3_look","1","2","3","","","13","0.2",""
"13081","","vo_asb_1532","0","vo_asb","21","0","","13","",""
"13082","0","こうしてお兄さんが\n温かく見守ってくれるおかげで、\n立派な冒険者になるという夢を、\n追い続けることができています。","10","2","11","1","0","13","0","1"
"13083","","","0","0","91","0","","13","",""
"13084","","clear_wish_talk_joy_look","1","2","3","","","13","0.2",""
"13085","","vo_asb_1533","0","vo_asb","21","0","","13","",""
"13086","0","お兄さん。\nこれからも、【アルターメイデン】の\n側にいてくださいね。","10","2","11","1","0","13","0","1"
"13087","","","0","0","91","0","","13","",""
"13088","","clear_wish_idle_look","1","2","3","","","13","0.2",""
"13089","0.2","agree","0","3","3","joy_idle_look_shy_precia2","","13","0.1","1"
"13090","","vo_asb_1534","0","vo_asb","21","0","","13","",""
"13091","0","よろしく。","10","3","11","1","0","13","0","1"
"13092","","","0","0","91","0","","13","",""
"13093","0.2","bow_riri","0","1","3","idle_look_shy_riri","","13","0.2","1"
"13094","","vo_asb_1535","0","vo_asb","21","0","","13","",""
"13095","0","お願いいたします……！","10","1","11","1","0","13","0","1"
"13096","","","0","0","91","0","","13","",""
"13097","","","","13098","101","","","13","",""
"13098","0","1","1","1","6","1","","13","0.3","0"
"13099","0","1","1","2","6","1","","13","0.3","0"
"13100","0","1","1","3","6","1","","13","0.3","0"
"13101","0","1","1","0","6","1","","13","0.3","0"
"13102","","-130","-230","1","2","0.3","","13","","1"
"13103","","-290","-255","2","2","0.3","","13","","1"
"13104","","120","-245","3","2","0.3","","13","","1"
"13105","","-100","0","0","2","0.3","","13","","1"
"13106","","0","","0","22","","","13","",""
"13107","","1","","100","35","","","13","",""
"13108","","-100","0","100","33","0.3","","13","","1"
"13109","","0","","0.4","93","","","13","",""
"13110","","0","","100","32","","","13","",""
"22001","0","1","52","3","5","30","surprise_idle_normal2_precia","22","2.2","-250"
"22002","0","1","1","1","6","1","","22","0","0"
"22003","0","0","29","0","5","50","black","22","1","0"
"22004","0","1","1","0","6","1","","22","0","0"
"22005","","","","0","91","","","22","",""
"22006","0","1","1","1","6","1","","22","0.2","1"
"22007","0","1","1","0","6","1","","22","0.2","1"
"22008","","-20","-250","1","2","0.3","","22","","2"
"22009","","0","0","0","2","0.3","","22","","2"
"22010","","0","","0.6","93","","","22","",""
"22011","","vo_asb_0221","0","vo_asb","21","0","","22","",""
"22012","0","ざぶとん。\nくっきー。\nいっぱいたべた。","10","1","11","1","0","22","0","1"
"22013","","","0","0","91","0","","22","",""
"22014","","talk_surprise_precia","1","1","3","","","22","0.3",""
"22015","","vo_asb_0222","0","vo_asb","21","0","","22","",""
"22016","0","スズメ。\nいろいろつくってる。\nらしい。","10","1","11","1","0","22","0","1"
"22017","","","0","0","91","0","","22","",""
"22018","","think_idle_precia","1","1","3","","","22","0.3",""
"22019","","vo_asb_0223","0","vo_asb","21","0","","22","",""
"22020","0","ざぶとん、ほっとけーき。\nとか？","10","1","11","1","0","22","0","1"
"22021","","","0","0","91","0","","22","",""
"22022","","think_idle_dere_precia","1","1","3","","","22","0.3",""
"22023","","vo_asb_0224","0","vo_asb","21","0","","22","",""
"22024","0","ざぶとん、まふぃん。\nとか？","10","1","11","1","0","22","0","1"
"22025","","","0","0","91","0","","22","",""
"22026","","think_idle_angerR","1","1","3","","","22","0.3",""
"22027","","vo_asb_0225","0","vo_asb","21","0","","22","",""
"22028","0","ざぶとん、にくまん……\nとか……（ごくり）","10","1","11","1","0","22","0","1"
"22029","","","0","0","91","0","","22","",""
"22030","0","thinkToSpeak_precia","0","1","3","speak1_light_precia","","22","0.1","1"
"22031","","vo_asb_0226","0","vo_asb","21","0","","22","",""
"22032","0","スズメ。\nすかうとする。\n【あるたーめいでん】に。","10","1","11","1","0","22","0","1"
"22033","","","0","0","91","0","","22","",""
"22034","","","","22035","101","","","22","",""
"22035","0","1","1","1","6","1","","22","0.3","0"
"22036","0","1","1","0","6","1","","22","0.3","0"
"22037","","-120","-250","1","2","0.3","","22","","1"
"22038","","-100","0","0","2","0.3","","22","","1"
"22039","","0","","0","22","","","22","",""
"22040","","0","","0.4","93","","","22","",""
"32001","0","1","52","1","5","20","riri_idle_look","32","2.2","-230"
"32002","0","2","58","2","5","-140","clear_book_read","32","2.2","-255"
"32003","1","3","55","3","5","270","joy_idle_precia","32","2.2","-245"
"32004","0","1","1","1","6","1","","32","0","0"
"32005","0","1","1","2","6","1","","32","0","0"
"32006","0","1","1","3","6","1","","32","0","0"
"32007","0","0","29","0","5","50","black","32","1","0"
"32008","0","1","1","0","6","1","","32","0","0"
"32009","","","","0","91","","","32","",""
"32010","0","1","1","1","6","1","","32","0.2","1"
"32011","0","1","1","2","6","1","","32","0.2","1"
"32012","0","1","1","3","6","1","","32","0.2","1"
"32013","0","1","1","0","6","1","","32","0.2","1"
"32014","","-30","-230","1","2","0.3","","32","","2"
"32015","","-190","-255","2","2","0.3","","32","","2"
"32016","","220","-245","3","2","0.3","","32","","2"
"32017","","0","0","0","2","0.3","","32","","2"
"32018","","0","","0.6","93","","","32","",""
"32019","","clear_book_talk","1","2","3","","","32","0.2",""
"32020","","vo_asb_0321","0","vo_asb","21","0","","32","",""
"32021","0","この牛さんの絵、\n上手すぎませんか！？","10","2","11","1","0","32","0","1"
"32022","","","0","0","91","0","","32","",""
"32023","","clear_book_idle","1","2","3","","","32","0.4",""
"32024","","riri_talk_look","1","1","3","","","32","0.2",""
"32025","","vo_asb_0322","0","vo_asb","21","0","","32","",""
"32026","0","プレシアさん作です。\n彼女は天才タイプなので。","10","1","11","1","0","32","0","1"
"32027","","","0","0","91","0","","32","",""
"32028","","riri_idle_look","1","1","3","","","32","0.2",""
"32029","0","clear_bookToTalk2","0","2","3","clear_talk2_noShy","","32","0.1","1"
"32030","","vo_asb_0323","0","vo_asb","21","0","","32","",""
"32031","0","そういえば、わたしとリリちゃんが、\n『腰に手』が上手くできなくて、\nマヒルさんに教わりながら、\n悪戦苦闘してた時も……","10","2","11","1","0","32","0","1"
"32032","","","0","0","91","0","","32","",""
"32033","0","talk2ToIdle_talkjoy2","0","2","3","idle_talkjoy2","","32","0.1","1"
"32034","","sad_talk_joy2R","1","1","3","","","32","0.2",""
"32035","","vo_asb_0324","0","vo_asb","21","0","","32","",""
"32036","0","はい。プレシアさんだけが、\n一発合格でしたね。\n素人のわたくしたちの目から見ても、\n実に完璧な『腰に手』でございました。","10","1","11","1","0","32","0","1"
"32037","","","0","0","91","0","","32","",""
"32038","","sad_idle_normal_riri","1","1","3","","","32","0.2",""
"32039","","idle","1","2","3","","","32","0.2",""
"32040","","talk_precia","1","3","3","","","32","0.3",""
"32041","","vo_asb_0325","0","vo_asb","21","0","","32","",""
"32042","0","みたい？","10","3","11","1","0","32","0","1"
"32043","","","0","0","91","0","","32","",""
"32044","","joy_idle_precia","1","3","3","","","32","0.3",""
"32045","","guts2_talk_riri","1","1","3","","","32","0.2",""
"32046","","clear_hope_talk","1","2","3","","","32","0.2",""
"32047","","vo_asb_0326","0","vo_asb","21","0","","32","",""
"32048","0","ぜひっ。","10","1","11","1","0","32","0","1"
"32049","","","0","0","91","0","","32","",""
"32050","","guts2_idle_riri","1","1","3","","","32","0.2",""
"32051","","clear_hope_idle","1","2","3","","","32","0.2",""
"32052","0","cool_in","0","3","3","cool_idle","","32","0.2","1"
"32053","","vo_asb_0327","0","vo_asb","21","0","","32","",""
"32054","0","びしっ。","10","3","11","1","0","32","0","1"
"32055","","","0","0","91","0","","32","",""
"32056","0.1","cool_idle_doya_in","0","3","3","cool_idle_doya","","32","0.2","1"
"32057","","guts2_idle_joy_riri","1","1","3","","","32","0.2",""
"32058","","clear_hope_joy","1","2","3","","","32","0.2",""
"32059","","vo_asb_0328","0","vo_asb","21","0","","32","",""
"32060","-22","わぁ～♪","10","1","11","1","0","32","-85","1"
"32061","","","0","0","91","0","","32","",""
"32062","","","","32063","101","","","32","",""
"32063","0","1","1","1","6","1","","32","0.3","0"
"32064","0","1","1","2","6","1","","32","0.3","0"
"32065","0","1","1","3","6","1","","32","0.3","0"
"32066","0","1","1","0","6","1","","32","0.3","0"
"32067","","-130","-230","1","2","0.3","","32","","1"
"32068","","-290","-255","2","2","0.3","","32","","1"
"32069","","120","-245","3","2","0.3","","32","","1"
"32070","","-100","0","0","2","0.3","","32","","1"
"32071","","0","","0","22","","","32","",""
"32072","","0","","0.4","93","","","32","",""
"42001","0","1","52","2","5","30","clear_wish_talk_joy_noShy","42","2.2","-250"
"42002","0","1","1","1","6","1","","42","0","0"
"42003","0","0","29","0","5","50","black","42","1","0"
"42004","0","1","1","0","6","1","","42","0","0"
"42005","","","","0","91","","","42","",""
"42006","0","1","1","1","6","1","","42","0.2","1"
"42007","0","1","1","0","6","1","","42","0.2","1"
"42008","","-20","-250","1","2","0.3","","42","","2"
"42009","","0","0","0","2","0.3","","42","","2"
"42010","","0","","0.6","93","","","42","",""
"42011","","vo_asb_0421","0","vo_asb","21","0","","42","",""
"42012","0","リンさんによるマヒルさんのモノマネ、\nとっても上手でした。","10","1","11","1","0","42","0","1"
"42013","","","0","0","91","0","","42","",""
"42014","","clear_talk_normal","1","1","3","","","42","0.1",""
"42015","","vo_asb_0422","0","vo_asb","21","0","","42","",""
"42016","0","ギルドも長くなると、\n絆を深めたメンバー同士、\nああして互いのモノマネも、\n難なくできるようになるんですね……","10","1","11","1","0","42","0","1"
"42017","","","0","0","91","0","","42","",""
"42018","0","clear_kohon_in","0","1","3","clear_kohon_loop","","42","0.2","1"
"42019","","vo_asb_0423","0","vo_asb","21","0","","42","",""
"42020","0","…………\n……こほん。","10","1","11","1","0","42","0","1"
"42021","","","0","0","91","0","","42","",""
"42022","0","clear_imitation_in","0","1","3","clear_speak2_talk","","42","0.2","1"
"42023","","vo_asb_0424","0","vo_asb","21","0","","42","",""
"42024","0","に、兄様。兄様……？　\nお、おに、お兄……お兄。\n…………","10","1","11","1","0","42","0","1"
"42025","","","0","0","91","0","","42","",""
"42026","0","clear_surprise_in_red","0","1","3","clear_surprise_talk_red","","42","0.3","1"
"42027","","vo_asb_0425","0","vo_asb","21","0","","42","",""
"42028","0","……はっ！\nギルドメンバーのモノマネを\nしていただけなのに、\nわたしってば、どうして赤く……！","10","1","11","1","0","42","0","1"
"42029","","","0","0","91","0","","42","",""
"42030","","clear_wish_talk_pain_red","1","1","3","","","42","0.2",""
"42031","","vo_asb_0426","0","vo_asb","21","0","","42","",""
"42032","0","色んな意味で、まだまだです……っ！","10","1","11","1","0","42","0","1"
"42033","","","0","0","91","0","","42","",""
"42034","","","","42035","101","","","42","",""
"42035","0","1","1","1","6","1","","42","0.3","0"
"42036","0","1","1","0","6","1","","42","0.3","0"
"42037","","-120","-250","1","2","0.3","","42","","1"
"42038","","-100","0","0","2","0.3","","42","","1"
"42039","","0","","0","22","","","42","",""
"42040","","0","","0.4","93","","","42","",""
"52001","0","1","55","1","5","70","dance_riri","52","2.2","-243"
"52002","1","2","52","2","5","320","dance_clear","52","2.2","-245"
"52003","0","3","58","3","5","-90","dance_precia","52","2.2","-255"
"52004","0","1","1","1","6","1","","52","0","0"
"52005","0","1","1","2","6","1","","52","0","0"
"52006","0","1","1","3","6","1","","52","0","0"
"52007","0","0","29","0","5","50","black","52","1","0"
"52008","0","1","1","0","6","1","","52","0","0"
"52009","","","","0","91","","","52","",""
"52010","","dance_riri","0","1","3","","","52","0.1",""
"52011","0","dance_clear","0","2","3","idle","","52","0.1","1"
"52012","0","dance_precia","0","3","3","idle_precia","","52","0.1","1"
"52013","0","1","1","1","6","1","","52","0.2","1"
"52014","0","1","1","2","6","1","","52","0.2","1"
"52015","0","1","1","3","6","1","","52","0.2","1"
"52016","0","1","1","0","6","1","","52","0.2","1"
"52017","","-30","-243","1","2","0.3","","52","","2"
"52018","","220","-245","2","2","0.3","","52","","2"
"52019","","-190","-255","3","2","0.3","","52","","2"
"52020","","0","0","0","2","0.3","","52","","2"
"52021","","0","","0.6","93","","","52","",""
"52022","","vo_asb_0521","0","vo_asb","21","0","","52","",""
"52023","0","くいっく、くいっく、すろー。","26","3","11","0","0.15","52","0","0"
"52024","","","0","0","91","0","","52","",""
"52025","","vo_asb_0522","0","vo_asb","21","0","","52","",""
"52026","0","ターンエン、ターンエン、\nクイッククイックスロー！","10","1","11","0","0.75","52","0","0"
"52027","","","","52010","91","","","52","",""
"52028","","idle","1","1","3","","","52","0.1",""
"52029","","0","","0.2","93","","","52","",""
"52030","0.2","smile_riri","0","1","3","talk_joy","","52","0.1","1"
"52031","","vo_asb_0523","0","vo_asb","21","0","","52","",""
"52032","0","……ふふふ。この掛け声があると、\n不思議と３人の息が、\nぴったり合うのですよね。","10","1","11","1","0","52","0","1"
"52033","","","","0","91","","","52","",""
"52034","","riri_idle","1","1","3","","","52","0.2",""
"52035","","clear_talk2_noShy","1","2","3","","","52","0.2",""
"52036","","vo_asb_0524","0","vo_asb","21","0","","52","",""
"52037","0","はい。だからその後も、\nけっこう使ってますよね。\n重い物を持ち上げる時とか。\n３人で体操をする時とか。","10","2","11","1","0","52","0","1"
"52038","","","0","0","91","0","","52","",""
"52039","0","talk2ToIdle","0","2","3","idle","","52","0.2","1"
"52040","","riri_talk","1","1","3","","","52","0.2",""
"52041","","vo_asb_0525","0","vo_asb","21","0","","52","",""
"52042","0","他にも、戦闘訓練で息を合わせる際や、\nあとは夜道を歩く時の、魔物避けにも！","10","1","11","1","0","52","0","1"
"52043","","","0","0","91","0","","52","",""
"52044","","riri_idle_look","1","1","3","","","52","0.2",""
"52045","","idle_talkjoy2","1","2","3","","","52","0.2",""
"52046","","talk_precia","1","3","3","","","52","0.3",""
"52047","","vo_asb_0526","0","vo_asb","21","0","","52","",""
"52048","0","はんようせい。\nありすぎ。","10","3","11","1","0","52","0","1"
"52049","","","0","0","91","0","","52","",""
"52050","","","","52051","101","","","52","",""
"52051","0","1","1","1","6","1","","52","0.3","0"
"52052","0","1","1","2","6","1","","52","0.3","0"
"52053","0","1","1","3","6","1","","52","0.3","0"
"52054","0","1","1","0","6","1","","52","0.3","0"
"52055","","-130","-230","1","2","0.3","","52","","1"
"52056","","120","-245","2","2","0.3","","52","","1"
"52057","","-290","-255","3","2","0.3","","52","","1"
"52058","","-100","0","0","2","0.3","","52","","1"
"52059","","0","","0","22","","","52","",""
"52060","","0","","0.4","93","","","52","",""
"62001","0","1","52","1","5","30","talk_joy","62","2.2","-250"
"62002","0","1","1","1","6","1","","62","0","0"
"62003","0","0","29","0","5","50","black","62","1","0"
"62004","0","1","1","0","6","1","","62","0","0"
"62005","","","","0","91","","","62","",""
"62006","0","1","1","1","6","1","","62","0.2","1"
"62007","0","1","1","0","6","1","","62","0.2","1"
"62008","","-20","-250","1","2","0.3","","62","","2"
"62009","","0","0","0","2","0.3","","62","","2"
"62010","","0","","0.6","93","","","62","",""
"62011","","vo_asb_0621","0","vo_asb","21","0","","62","",""
"62012","0","ライブ後、【カルミナ】の皆様が\n来てくださったのです。","10","1","11","1","0","62","0","1"
"62013","","","0","0","91","0","","62","",""
"62014","","wish_talk_joyR_riri","1","1","3","","","62","0.2",""
"62015","","vo_asb_0622","0","vo_asb","21","0","","62","",""
"62016","0","「また絶対一緒に踊ろうね」って、\n手まで、重ねさせていただいて……","10","1","11","1","0","62","0","1"
"62017","","","0","0","91","0","","62","",""
"62018","","memoly_talk_joy","1","1","3","","","62","0.3",""
"62019","","vo_asb_0623","0","vo_asb","21","0","","62","",""
"62020","0","お三方のあまりの可憐さと華やかさに、\nわたくし、もう、\nクラクラしてしまって……","10","1","11","1","0","62","0","1"
"62021","","","0","0","91","0","","62","",""
"62022","","sad_talk2_dere","1","1","3","","","62","0.2",""
"62023","","vo_asb_0624","0","vo_asb","21","0","","62","",""
"62024","0","実は、重ねさせていただいたこの手、\nあれ以来まだ一度も洗っておりません。","10","1","11","1","0","62","0","1"
"62025","","","0","0","91","0","","62","",""
"62026","","wish_talk_nervous_riri","1","1","3","","","62","0.3",""
"62027","","vo_asb_0625","0","vo_asb","21","0","","62","",""
"62028","0","リアさんには、やや呆れた目で\n見られている気が、\nしないでもありませんが……\nせめて、あと半日は……！","10","1","11","1","0","62","0","1"
"62029","","","0","0","91","0","","62","",""
"62030","","","","62031","101","","","62","",""
"62031","0","1","1","1","6","1","","62","0.3","0"
"62032","0","1","1","0","6","1","","62","0.3","0"
"62033","","-120","-250","1","2","0.3","","62","","1"
"62034","","-100","0","0","2","0.3","","62","","1"
"62035","","0","","0","22","","","62","",""
"62036","","0","","0.4","93","","","62","",""
"72001","0","1","52","2","5","30","idle","72","2.2","-250"
"72002","0","1","1","1","6","1","","72","0","0"
"72003","0","0","29","0","5","50","black","72","1","0"
"72004","0","1","1","0","6","1","","72","0","0"
"72005","","","","0","91","","","72","",""
"72006","0","1","1","1","6","1","","72","0.2","1"
"72007","0","1","1","0","6","1","","72","0.2","1"
"72008","","-20","-250","1","2","0.3","","72","","2"
"72009","","0","0","0","2","0.3","","72","","2"
"72010","","0","","0.6","93","","","72","",""
"72011","","clear_talk_normal","1","1","3","","","72","0.2",""
"72012","","vo_asb_0721","0","vo_asb","21","0","","72","",""
"72013","0","アオイさんて、すごくシャイみたいで。\nだけど、言うじゃないですか。\n共通の話題がある相手とは、\n打ち解けやすい、って。","10","1","11","1","0","72","0","1"
"72014","","","0","0","91","0","","72","",""
"72015","","clear_kohon_talk_surprise","1","1","3","","","72","0.2",""
"72016","","vo_asb_0722","0","vo_asb","21","0","","72","",""
"72017","0","直感、あったんですよね。\nアオイさんほど詳しくはないですが、\nわたしも草花が好きなので。\nこの人とは仲良くなれそう、みたいな。","10","1","11","1","0","72","0","1"
"72018","","","0","0","91","0","","72","",""
"72019","","clear_talk2_noShy","1","1","3","","","72","0.2",""
"72020","","vo_asb_0723","0","vo_asb","21","0","","72","",""
"72021","0","だからわたし、\n勇気を出して言ってみたんです！\nお友だちになりませんか、って。","10","1","11","1","0","72","0","1"
"72022","","","0","0","91","0","","72","",""
"72023","0","talk2ToWish","0","1","3","clear_wish_talk_joy","","72","0.2","1"
"72024","","vo_asb_0724","0","vo_asb","21","0","","72","",""
"72025","0","そしたらアオイさん、\n顔を真っ赤にして、ブンブン！　って、\n首を縦に振ってくれて。\nやった！　って思ったんですよね。","10","1","11","1","0","72","0","1"
"72026","","","0","0","91","0","","72","",""
"72027","","clear_talk2_nervous","1","1","3","","","72","0.2",""
"72028","","vo_asb_0725","0","vo_asb","21","0","","72","",""
"72029","0","……でもその後、\n心の準備が欲しいって言われちゃって。\n心の準備、300年くらいかかるかも\nしれないんだそうです……","10","1","11","1","0","72","0","1"
