9b16630045d2f1d81c21ec5b70f558a97e3e210fc13aa9aac69b289b7a63456f,613f0ce3946155bac1491bb1749e0776c74395109676f308651290cbab4943f9,9747d5fa36861ae319a3a01a1995129f481cfd4e2a66657b13d5132ae1909286,b3aef4d9c3948762658460722253d62266528885be21c158a37b01af408d741a,5894373109a7594b983607f0c42dda3de4adb497aa20844c3c05cf18cc19dfd4,25b61e781c4724fa2ec5d92956d93884292a83ab33b83c6c32927f627e2623e1,de2c4445f3144488b3e5a1d9583d66fdd249c49e4ad8ade04fd1599d677d3e16,5090f0de327d6c5737f0d97a2ec65343b16d6ea2e41a6f6348a1eb6989c7642d,b789540d5df4ae1a274aeb8a0e94cca6c6a41db9e4ae880496c84734b8807c66,395f8d5d3f44bc383291eddbc7d26b035f78abc63f09440391265ebe89cf1e96,4bffb76bce01ab0a4a79890cca8ea14033b321da32fd36a17707d0b6c4c47bd6,9b419b73948b277faf1d9dcb2a369d549ac92b4754632843462e2860a4022b84,b2f053afe74ce07d2420a3277bbf9fa4ad952ec86b2e7f0126ef64a187c34a2b,9a015686a062b728181aa414c21e8ba733eac1f0b8f4779d514b2c1f15306d97,212bb0feec6d19222ea0ddb1fd51350c8ee52f5e93855871a90d68d09111e1e0,0f129efe373b1d9da2f09361f7ab378fa6e5cd059a60c715601fff6730377082
"6303","60","0","6305","23","0","0","6301","63","8","10023","2","6302","1","0","6304"
"6403","61","0","6405","24","0","0","6401","64","2","10024","2","6402","1","0","6404"
"6503","62","0","6505","24","0","0","6501","65","5","10071","7","6502","1","0","6504"
"0","63","0","0","24","0","0","6601","66","8","11004","100","0","1","0","0"
"6703","64","0","6705","25","0","0","6701","67","2","10055","5","6702","1","0","6704"
"6803","65","0","6805","25","0","0","6801","68","5","10051","5","6802","1","0","6804"
"6903","66","0","6905","25","0","0","6901","69","8","10042","4","6902","1","0","6904"
"7003","67","0","7005","26","0","0","7001","70","2","10064","6","7002","1","0","7004"
"7103","68","0","7105","26","0","0","7101","71","5","10061","6","7102","1","0","7104"
"0","69","0","0","26","0","0","7201","72","8","11013","101","0","1","0","0"
"7303","70","0","7305","27","0","0","7301","73","2","10033","3","7302","1","0","7304"
"7403","71","0","7405","27","0","0","7401","74","5","10014","1","7402","1","0","7404"
"7503","72","0","7505","27","0","0","7501","75","8","10052","5","7502","1","0","7504"
"7603","73","0","7605","28","0","0","7601","76","2","10044","4","7602","1","0","7604"
"0","74","0","0","28","0","0","7701","77","5","11005","100","0","1","0","0"
"0","75","0","0","28","0","0","7801","78","8","11011","101","7802","1","0","0"
"7903","76","0","7905","29","0","0","7901","79","2","10034","3","7902","1","0","7904"
"8003","77","0","8005","29","0","0","8001","80","5","10073","7","8002","1","0","8004"
"8103","78","0","8105","29","0","0","8101","81","8","10035","3","8102","1","0","8104"
"8203","79","0","8205","30","0","80","8201","82","5","10066","6","8202","1","81","8204"
"8303","82","0","8305","31","0","0","8301","83","2","10062","6","8302","1","0","8304"
"8403","82","0","8405","31","0","0","8401","84","5","10014","1","8402","1","0","8404"
"8503","82","0","8505","31","0","0","8501","85","8","10021","2","8502","1","0","8504"
"8603","83","0","8605","32","0","0","8601","86","2","10053","5","8602","1","0","8604"
"8703","84","0","8705","32","0","0","8701","87","5","10011","1","8702","1","0","8704"
"8803","85","0","8805","32","0","0","8801","88","8","10072","7","8802","1","0","8804"
"8903","86","0","8905","33","0","0","8901","89","2","10045","4","8902","1","0","8904"
"9003","87","0","9005","33","0","0","9001","90","5","10042","4","9002","1","0","9004"
"9103","88","0","9105","33","0","0","9101","91","8","10053","5","9102","1","0","9104"
"9203","89","0","9205","34","0","0","9201","92","2","10064","6","9202","1","0","9204"
"9303","90","0","9305","34","0","0","9301","93","5","10035","3","9302","1","0","9304"
"9403","91","0","9405","34","0","0","9401","94","8","10051","5","9402","1","0","9404"
"9503","92","0","9505","35","0","0","9501","95","2","10033","3","9502","1","0","9504"
"9603","93","0","9605","35","0","0","9601","96","5","10044","4","9602","1","0","9604"
"9703","94","0","9705","35","0","0","9701","97","8","10075","7","9702","1","0","9704"
"9803","95","0","9805","36","0","0","9801","98","2","10032","3","9802","1","0","9804"
"9903","96","0","9905","36","0","0","9901","99","5","10023","2","9902","1","0","9904"
"10003","97","0","10005","36","0","0","10001","100","8","10024","2","10002","1","0","10004"
"10103","98","0","10105","37","0","0","10101","101","2","10051","5","10102","1","0","10104"
"10203","99","0","10205","37","0","0","10201","102","5","10012","1","10202","1","0","10204"
"10303","100","0","10305","37","0","0","10301","103","8","10035","3","10302","1","0","10304"
"10403","101","0","10405","38","0","0","10401","104","2","10063","6","10402","1","0","10404"
"10503","102","0","10505","38","0","0","10501","105","5","10055","5","10502","1","0","10504"
"10603","103","0","10605","38","0","0","10601","106","8","10071","7","10602","1","0","10604"
"10703","104","0","10705","39","0","0","10701","107","2","10052","5","10702","1","0","10704"
"10803","105","0","10805","39","0","0","10801","108","5","10043","4","10802","1","0","10804"
"10903","106","0","10905","39","0","0","10901","109","8","10025","2","10902","1","0","10904"
"11003","107","0","11005","40","0","108","11001","110","5","10076","7","11002","1","109","11004"
"11103","0","0","11105","1","0","0","11101","111","2","10062","6","11102","2","0","11104"
"11203","0","0","11205","1","0","0","11201","112","5","10024","2","11202","2","0","11204"
"11303","0","0","11305","1","0","0","11301","113","8","10045","4","11302","2","0","11304"
"11403","111","0","11405","2","0","0","11401","114","2","10022","2","11402","2","0","11404"
"11503","112","0","11505","2","0","0","11501","115","5","10043","4","11502","2","0","11504"
"11603","113","0","11605","2","0","0","11601","116","8","10074","7","11602","2","0","11604"
"11703","114","0","11705","3","0","0","11701","117","2","10012","1","11702","2","0","11704"
"11803","115","0","11805","3","0","0","11801","118","5","10063","6","11802","2","0","11804"
"11903","116","0","11905","3","0","0","11901","119","8","10035","3","11902","2","0","11904"
"12003","117","0","12005","4","0","0","12001","120","2","10051","5","12002","2","0","12004"
"12103","118","0","12105","4","0","0","12101","121","5","10023","2","12102","2","0","12104"
"0","119","0","0","4","0","0","12201","122","8","11004","100","12202","2","0","0"
"12303","120","0","12305","5","0","0","12301","123","2","10061","6","12302","2","0","12304"
"12403","121","0","12405","5","0","0","12401","124","5","10042","4","12402","2","0","12404"
"12503","122","0","12505","5","0","0","12501","125","8","10073","7","12502","2","0","12504"
"12603","123","0","0","6","0","0","12601","126","2","11015","101","12602","2","0","0"
"12703","124","0","12705","6","0","0","12701","127","5","10033","3","12702","2","0","12704"
"12803","125","0","12805","6","0","0","12801","128","8","10054","5","12802","2","0","12804"
"12903","126","0","12905","7","0","0","12901","129","2","10011","1","12902","2","0","12904"
"13003","127","0","13005","7","0","0","13001","130","5","10052","5","13002","2","0","13004"
"13103","128","0","13105","7","0","0","13101","131","8","10064","6","13102","2","0","13104"
"13203","129","0","13205","8","0","0","13201","132","2","10025","2","13202","2","0","13204"
"13303","130","0","0","8","0","0","13301","133","5","11011","101","13302","2","0","0"
"0","131","0","0","8","0","0","13401","134","8","11014","101","0","2","0","0"
"13503","132","0","13505","9","0","0","13501","135","2","10015","1","13502","2","0","13504"
"13603","133","0","13605","9","0","0","13601","136","5","10041","4","13602","2","0","13604"
"13703","134","0","13705","9","0","0","13701","137","8","10055","5","13702","2","0","13704"
"13803","135","0","13805","10","0","136","13801","138","5","10056","5","13802","2","137","13804"
"13903","138","0","13905","11","0","0","13901","139","2","10063","6","13902","2","0","13904"
"14003","138","0","14005","11","0","0","14001","140","5","10054","5","14002","2","0","14004"
"14103","138","0","14105","11","0","0","14101","141","8","10031","3","14102","2","0","14104"
"14203","139","0","14205","12","0","0","14201","142","2","10022","2","14202","2","0","14204"
"14303","140","0","14305","12","0","0","14301","143","5","10014","1","14302","2","0","14304"
"14403","141","0","14405","12","0","0","14401","144","8","10025","2","14402","2","0","14404"
"14503","142","0","14505","13","0","0","14501","145","2","10071","7","14502","2","0","14504"
"14603","143","0","14605","13","0","0","14601","146","5","10052","5","14602","2","0","14604"
"0","144","0","0","13","0","0","14701","147","8","11013","101","14702","2","0","0"
"0","145","0","0","14","0","0","14801","148","2","11014","101","14802","2","0","0"
"14903","146","0","14905","14","0","0","14901","149","5","10013","1","14902","2","0","14904"
"15003","147","0","15005","14","0","0","15001","150","8","10055","5","15002","2","0","15004"
"15103","148","0","15105","15","0","0","15101","151","2","10051","5","15102","2","0","15104"
"0","149","0","0","15","0","0","15201","152","5","11001","100","0","2","0","0"
"0","150","0","0","15","0","0","15301","153","8","11012","101","15302","2","0","0"
"15403","151","0","15405","16","0","0","15401","154","2","10023","2","15402","2","0","15404"
"15503","152","0","15505","16","0","0","15501","155","5","10054","5","15502","2","0","15504"
"15603","153","0","15605","16","0","0","15601","156","8","10021","2","15602","2","0","15604"
"15703","154","0","15705","17","0","0","15701","157","2","10034","3","15702","2","0","15704"
"15803","155","0","15805","17","0","0","15801","158","5","10065","6","15802","2","0","15804"
"15903","156","0","15905","17","0","0","15901","159","8","10072","7","15902","2","0","15904"
"16003","157","0","16005","18","0","0","16001","160","2","10033","3","16002","2","0","16004"
"16103","158","0","0","18","0","0","16101","161","5","11004","100","16102","2","0","0"
"16203","159","0","16205","18","0","0","16201","162","8","10015","1","16202","2","0","16204"
"16303","160","0","16305","19","0","0","16301","163","2","10032","3","16302","2","0","16304"
"16403","161","0","16405","19","0","0","16401","164","5","10053","5","16402","2","0","16404"
"16503","162","0","16505","19","0","0","16501","165","8","10055","5","16502","2","0","16504"
"16603","163","0","16605","20","0","164","16601","166","5","10036","3","16602","2","165","16604"
"16703","166","0","16705","21","0","0","16701","167","2","10061","6","16702","2","0","16704"
"16803","166","0","16805","21","0","0","16801","168","5","10053","5","16802","2","0","16804"
"16903","166","0","16905","21","0","0","16901","169","8","10044","4","16902","2","0","16904"
"17003","167","0","17005","22","0","0","17001","170","2","10065","6","17002","2","0","17004"
"17103","168","0","17105","22","0","0","17101","171","5","10051","5","17102","2","0","17104"
"17203","169","0","17205","22","0","0","17201","172","8","10041","4","17202","2","0","17204"
"17303","170","0","17305","23","0","0","17301","173","2","10012","1","17302","2","0","17304"
"17403","171","0","17405","23","0","0","17401","174","5","10075","7","17402","2","0","17404"
"17503","172","0","17505","23","0","0","17501","175","8","10031","3","17502","2","0","17504"
"0","173","0","0","24","0","0","17601","176","2","11003","100","17602","2","0","0"
"17703","174","0","0","24","0","0","17701","177","5","11014","101","17702","2","0","0"
"17803","175","0","17805","24","0","0","17801","178","8","10011","1","17802","2","0","17804"
"17903","176","0","17905","25","0","0","17901","179","2","10013","1","17902","2","0","17904"
"18003","177","0","18005","25","0","0","18001","180","5","10034","3","18002","2","0","18004"
"0","178","0","0","25","0","0","18101","181","8","11005","100","18102","2","0","0"
"18203","179","0","18205","26","0","0","18201","182","2","10062","6","18202","2","0","18204"
"18303","180","0","18305","26","0","0","18301","183","5","10043","4","18302","2","0","18304"
"18403","181","0","18405","26","0","0","18401","184","8","10054","5","18402","2","0","18404"
"18503","182","0","18505","27","0","0","18501","185","2","10011","1","18502","2","0","18504"
"18603","183","0","18605","27","0","0","18601","186","5","10014","1","18602","2","0","18604"
"18703","184","0","18705","27","0","0","18701","187","8","10045","4","18702","2","0","18704"
"18803","185","0","18805","28","0","0","18801","188","2","10012","1","18802","2","0","18804"
"18903","186","0","0","28","0","0","18901","189","5","11013","101","18902","2","0","0"
"0","187","0","0","28","0","0","19001","190","8","11001","100","19002","2","0","0"
"19103","188","0","19105","29","0","0","19101","191","2","10042","4","19102","2","0","19104"
"19203","189","0","19205","29","0","0","19201","192","5","10073","7","19202","2","0","19204"
"19303","190","0","19305","29","0","0","19301","193","8","10035","3","19302","2","0","19304"
"19403","191","0","19405","30","0","192","19401","194","5","10026","2","19402","2","193","19404"
"19503","194","0","0","31","0","0","19501","195","2","11001","100","19502","2","0","0"
"19603","194","0","19605","31","0","0","19601","196","5","10033","3","19602","2","0","19604"
"19703","194","0","19705","31","0","0","19701","197","8","10024","2","19702","2","0","19704"
"19803","195","0","19805","32","0","0","19801","198","2","10055","5","19802","2","0","19804"
"19903","196","0","0","32","0","0","19901","199","5","11012","101","19902","2","0","0"
"20003","197","0","20005","32","0","0","20001","200","8","10043","4","20002","2","0","20004"
"20103","198","0","20105","33","0","0","20101","201","2","10045","4","20102","2","0","20104"
"20203","199","0","20205","33","0","0","20201","202","5","10021","2","20202","2","0","20204"
"20303","200","0","20305","33","0","0","20301","203","8","10042","4","20302","2","0","20304"
"20403","201","0","0","34","0","0","20401","204","2","11005","100","20402","2","0","0"
"20503","202","0","20505","34","0","0","20501","205","5","10042","4","20502","2","0","20504"
"20603","203","0","20605","34","0","0","20601","206","8","10024","2","20602","2","0","20604"
"20703","204","0","20705","35","0","0","20701","207","2","10031","3","20702","2","0","20704"
"20803","205","0","20805","35","0","0","20801","208","5","10032","3","20802","2","0","20804"
"20903","206","0","0","35","0","0","20901","209","8","11003","100","20902","2","0","0"
"21003","207","0","21005","36","0","0","21001","210","2","10044","4","21002","2","0","21004"
"21103","208","0","21105","36","0","0","21101","211","5","10041","4","21102","2","0","21104"
"21203","209","0","21205","36","0","0","21201","212","8","10043","4","21202","2","0","21204"
"21303","210","0","21305","37","0","0","21301","213","2","10025","2","21302","2","0","21304"
"21403","211","0","21405","37","0","0","21401","214","5","10032","3","21402","2","0","21404"
"21503","212","0","21505","37","0","0","21501","215","8","10054","5","21502","2","0","21504"
"21603","213","0","21605","38","0","0","21601","216","2","10025","2","21602","2","0","21604"
"21703","214","0","0","38","0","0","21701","217","5","11002","100","21702","2","0","0"
"21803","215","0","21805","38","0","0","21801","218","8","10023","2","21802","2","0","21804"
"21903","216","0","21905","39","0","0","21901","219","2","10034","3","21902","2","0","21904"
"22003","217","0","22005","39","0","0","22001","220","5","10031","3","22002","2","0","22004"
"22103","218","0","22105","39","0","0","22101","221","8","10022","2","22102","2","0","22104"
"22203","219","0","22205","40","0","220","22201","222","5","10046","4","22202","2","221","22204"
"0","0","0","0","1","0","0","22301","223","2","11012","101","0","3","0","0"
"22403","0","0","22405","1","0","0","22401","224","5","10021","2","22402","3","0","22404"
"22503","0","0","22505","1","0","0","22501","225","8","10063","6","22502","3","0","22504"
"22603","223","0","22605","2","0","0","22601","226","2","10025","2","22602","3","0","22604"
"22703","224","0","22705","2","0","0","22701","227","5","10024","2","22702","3","0","22704"
"22803","225","0","22805","2","0","0","22801","228","8","10045","4","22802","3","0","22804"
"0","226","0","0","3","0","0","22901","229","2","11013","101","0","3","0","0"
"23003","227","0","23005","3","0","0","23001","230","5","10044","4","23002","3","0","23004"
"23103","228","0","23105","3","0","0","23101","231","8","10072","7","23102","3","0","23104"
"0","229","0","0","4","0","0","23201","232","2","11015","101","0","3","0","0"
"0","230","0","0","4","0","0","23301","233","5","11003","100","0","3","0","0"
"23403","231","0","23405","4","0","0","23401","234","8","10041","4","23402","3","0","23404"
"23503","232","0","23505","5","0","233","23501","235","5","10016","1","23502","3","234","23504"
"23603","235","0","23605","6","0","0","23601","236","2","10064","6","23602","3","0","23604"
"23703","235","0","23705","6","0","0","23701","237","5","10071","7","23702","3","0","23704"
"23803","235","0","23805","6","0","0","23801","238","8","10023","2","23802","3","0","23804"
"23903","236","0","23905","7","0","0","23901","239","2","10065","6","23902","3","0","23904"
"0","237","0","0","7","0","0","24001","240","5","11013","101","0","3","0","0"
"0","238","0","0","7","0","0","24101","241","8","11011","101","0","3","0","0"
"24203","239","0","24205","8","0","0","24201","242","2","10074","7","24202","3","0","24204"
"0","240","0","0","8","0","0","24301","243","5","11002","100","0","3","0","0"
"24403","241","0","24405","8","0","0","24401","244","8","10024","2","24402","3","0","24404"
"24503","242","0","24505","9","0","0","24501","245","2","10062","6","24502","3","0","24504"
"0","243","0","0","9","0","0","24601","246","5","11005","100","0","3","0","0"
"24703","244","0","24705","9","0","0","24701","247","8","10061","6","24702","3","0","24704"
"24803","245","0","24805","10","0","246","24801","248","5","10056","5","24802","3","247","24804"
"24903","248","0","24905","11","0","0","24901","249","2","10022","2","24902","3","0","24904"
"25003","248","0","25005","11","0","0","25001","250","5","10075","7","25002","3","0","25004"
"25103","248","0","25105","11","0","0","25101","251","8","10044","4","25102","3","0","25104"
"0","249","0","0","12","0","0","25201","252","2","11003","100","0","3","0","0"
"25303","250","0","25305","12","0","0","25301","253","5","10025","2","25302","3","0","25304"
"25403","251","0","25405","12","0","0","25401","254","8","10073","7","25402","3","0","25404"
"0","252","0","0","13","0","0","25501","255","2","11014","101","0","3","0","0"
"25603","253","0","25605","13","0","0","25601","256","5","10064","6","25602","3","0","25604"
"25703","254","0","25705","13","0","0","25701","257","8","10042","4","25702","3","0","25704"
"0","255","0","0","14","0","0","25801","258","2","11002","100","0","3","0","0"
"25903","256","0","25905","14","0","0","25901","259","5","10071","7","25902","3","0","25904"
"0","257","0","0","14","0","0","26001","260","8","11004","100","0","3","0","0"
"26103","258","0","26105","15","0","259","26101","261","5","10036","3","26102","3","260","26104"
"26203","261","0","26205","16","0","0","26201","262","2","10041","4","26202","3","0","26204"
"26303","261","0","26305","16","0","0","26301","263","5","10065","6","26302","3","0","26304"
"0","261","0","0","16","0","0","26401","264","8","11012","101","0","3","0","0"
"26503","262","0","26505","17","0","0","26501","265","2","10025","2","26502","3","0","26504"
"0","263","0","0","17","0","0","26601","266","5","11001","100","0","3","0","0"
"26703","264","0","26705","17","0","0","26701","267","8","10075","7","26702","3","0","26704"
"26803","265","0","26805","18","0","0","26801","268","2","10023","2","26802","3","0","26804"
"0","266","0","0","18","0","0","26901","269","5","11014","101","0","3","0","0"
"27003","267","0","27005","18","0","0","27001","270","8","10021","2","27002","3","0","27004"
"0","268","0","0","19","0","0","27101","271","2","11011","101","0","3","0","0"
"27203","269","0","27205","19","0","0","27201","272","5","10073","7","27202","3","0","27204"
"27303","270","0","27305","19","0","0","27301","273","8","10042","4","27302","3","0","27304"
"27403","271","0","27405","20","0","272","27401","274","5","10056","5","27402","3","273","27404"
"0","274","0","0","21","0","0","27501","275","2","11005","100","0","3","0","0"
"27603","274","0","27605","21","0","0","27601","276","5","10074","7","27602","3","0","27604"
"27703","274","0","27705","21","0","0","27701","277","8","10043","4","27702","3","0","27704"
"0","275","0","0","22","0","0","27801","278","2","11001","100","0","3","0","0"
"27903","276","0","27905","22","0","0","27901","279","5","10063","6","27902","3","0","27904"
"28003","277","0","28005","22","0","0","28001","280","8","10045","4","28002","3","0","28004"
"28103","278","0","28105","23","0","0","28101","281","2","10022","2","28102","3","0","28104"
"0","279","0","0","23","0","0","28201","282","5","11004","100","0","3","0","0"
"0","280","0","0","23","0","0","28301","283","8","11015","101","0","3","0","0"
"28403","281","0","28405","24","0","0","28401","284","2","10061","6","28402","3","0","28404"
"0","282","0","0","24","0","0","28501","285","5","11005","100","0","3","0","0"
"28603","283","0","28605","24","0","0","28601","286","8","10071","7","28602","3","0","28604"
"28703","284","0","28705","25","0","285","28701","287","5","10036","3","28702","3","286","28704"
"28803","287","0","28805","26","0","0","28801","288","2","10065","6","28802","3","0","28804"
"0","287","0","0","26","0","0","28901","289","5","11011","101","0","3","0","0"
"29003","287","0","29005","26","0","0","29001","290","8","10023","2","29002","3","0","29004"
"29103","288","0","29105","27","0","0","29101","291","2","10072","7","29102","3","0","29104"
"0","289","0","0","27","0","0","29201","292","5","11003","100","0","3","0","0"
"29303","290","0","29305","27","0","0","29301","293","8","10044","4","29302","3","0","29304"
"29403","291","0","29405","28","0","0","29401","294","2","10062","6","29402","3","0","29404"
"29503","292","0","29505","28","0","0","29501","295","5","10043","4","29502","3","0","29504"
"29603","293","0","29605","28","0","0","29601","296","8","10063","6","29602","3","0","29604"
"29703","294","0","29705","29","0","0","29701","297","2","10021","2","29702","3","0","29704"
"29803","295","0","29805","29","0","0","29801","298","5","10062","6","29802","3","0","29804"
"0","296","0","0","29","0","0","29901","299","8","11004","100","0","3","0","0"
"30003","297","0","30005","30","0","298","30001","300","5","10016","1","30002","3","299","30004"
"30103","300","0","30105","31","0","0","30101","301","2","10042","4","30102","3","0","30104"
"0","300","0","0","31","0","0","30201","302","5","11013","101","0","3","0","0"
"30303","300","0","30305","31","0","0","30301","303","8","10045","4","30302","3","0","30304"
"30403","301","0","30405","32","0","0","30401","304","2","10023","2","30402","3","0","30404"
"30503","302","0","30505","32","0","0","30501","305","5","10041","4","30502","3","0","30504"
"30603","303","0","30605","32","0","0","30601","306","8","10075","7","30602","3","0","30604"
"0","304","0","0","33","0","0","30701","307","2","11012","101","0","3","0","0"
"30803","305","0","30805","33","0","0","30801","308","5","10024","2","30802","3","0","30804"
"30903","306","0","30905","33","0","0","30901","309","8","10021","2","30902","3","0","30904"
"31003","307","0","31005","34","0","0","31001","310","2","10043","4","31002","3","0","31004"
"31103","308","0","31105","34","0","0","31101","311","5","10061","6","31102","3","0","31104"
"0","309","0","0","34","0","0","31201","312","8","11002","100","0","3","0","0"
"31303","310","0","31305","35","0","311","31301","313","5","10036","3","31302","3","312","31304"
"31403","313","0","31405","36","0","0","31401","314","2","10073","7","31402","3","0","31404"
"31503","313","0","31505","36","0","0","31501","315","5","10041","4","31502","3","0","31504"
"0","313","0","0","36","0","0","31601","316","8","11014","101","0","3","0","0"
"31703","314","0","31705","37","0","0","31701","317","2","10025","2","31702","3","0","31704"
"31803","315","0","31805","37","0","0","31801","318","5","10043","4","31802","3","0","31804"
"0","316","0","0","37","0","0","31901","319","8","11001","100","0","3","0","0"
"32003","317","0","32005","38","0","0","32001","320","2","10022","2","32002","3","0","32004"
"32103","318","0","32105","38","0","0","32101","321","5","10064","6","32102","3","0","32104"
"32203","319","0","32205","38","0","0","32201","322","8","10074","7","32202","3","0","32204"
