d1f08080b703a0d2235c768084a97fd1f496fb6c92eb26cfc3bf40fdbcfa754f,32fda692e86aeaf5719e5e6a02a1b125f59fc0484e621bb9708c9c03469459ac,8aa0b72f2f66d7ba5e1a9b673702110b5854de01090da066ca4df20bb2fe55c4,546dbd823df7cf538e614c0309718c01353f0a3cfc9ae6fb2100862d863ee1a1,0551ae65a85ed54020d340267a68dd140e6af88c1f6b4831bedbbf50daad421f,c24c66adb6d9628f533390514a71022f6dc91963f26fddd975b79db90ab600d2,fc21f11b77e71401f346d41e41130deceb6d1c0e7eb97808ef9238ba5b6b1499,63ae77af84bc7e7cebfd3c79f38343e42757575775a7c60165f9294f2c0131dc
"96007","2","7","21905","128","10000","1","1"
"96007","2","7","41000","129","10000","1","2"
"96007","2","7","31272","130","1500","5","5"
"96007","2","7","31808","131","2000","5","5"
"96007","2","7","31275","132","1500","5","5"
"96007","2","7","90005","133","2500","10","5"
"96007","4","7","140001","134","2500","50","10"
"96007","2","7","25001","135","1000","10","10"
"96007","4","7","150003","136","500","30","5"
"96007","4","7","150004","137","650","30","5"
"96007","4","7","150005","138","750","30","5"
"96007","4","7","150006","139","900","30","5"
"96007","4","7","150007","140","1000","30","5"
"96007","4","7","150008","141","1150","30","5"
"96007","4","7","150009","142","1300","30","5"
"96007","2","7","20004","143","2500","500","5"
"96007","2","7","22003","144","1000","500","5"
"96007","2","7","20004","145","1000","100","0"
"96007","2","7","22003","146","400","100","0"
