c29585e9eda838690b1c971d89d1a64e878662949e27d2358473b6f0c53bcc46,76663170cbc3cc874389c07723522f55016f537a8a337686e540e26cc07f8287,c5c965d3be6b342dd624ffbc816403047e9164bb2f3afef72c20776bcfac7755,a194a30e6419c7fee736c066d4a23d7cadb358fc42c254e73dc3135080521a69,f64ea2b303245f98bdfc4bad428601975eff10cc8aeac78e5eb7a5e3ce08fc04,d15ec9cabff7940cb0394b207c1d262bf25f259badb9f4a9c193e9bbb169f575,c3377027a097adfaedb862890cb3a278fb0a8f9c18e66cee89f5dd9d556c4bdb,5d5fab3da5c2f9a683724db46bbf222449494c0c76b18cfc9060b04724d9d102
"101","0","0","0","0","3","1","7211"
"3","0","0","0","0","3","38","7311"
"3","0","0","0","0","3","76","7321"
"3","0","0","0","0","3","114","7331"
"3","0","0","0","0","3","152","7341"
"3","0","0","0","0","3","190","7351"
"1","0","0","0","0","4","56","7411"
"1","0","0","0","0","4","112","7421"
"1","0","0","0","0","4","168","7431"
"1","0","0","0","0","4","224","7441"
"1","0","0","0","0","4","280","7451"
"5","0","0","0","0","2","40","7511"
"5","0","0","0","0","2","80","7521"
"5","0","0","0","0","2","120","7531"
"5","0","0","0","0","2","160","7541"
"5","0","0","0","0","2","200","7551"
"4","0","0","0","0","4","90","7611"
"4","0","0","0","0","4","180","7621"
"4","0","0","0","0","4","270","7631"
"4","0","0","0","0","4","360","7641"
"4","0","0","0","0","4","450","7651"
"100","0","0","0","0","5","1","7711"
"101","0","0","0","0","1","1","7811"
"101","0","0","0","0","1","2","7821"
"3","0","0","0","0","4","40","7911"
"3","0","0","0","0","4","80","7921"
"3","0","0","0","0","4","120","7931"
"3","0","0","0","0","4","160","7941"
"3","0","0","0","0","4","200","7951"
"7","0","0","0","0","3","10","8011"
"7","0","0","0","0","3","20","8021"
"7","0","0","0","0","3","30","8031"
"7","0","0","0","0","3","40","8041"
"7","0","0","0","0","3","50","8051"
"3","0","0","0","0","5","38","8111"
"3","0","0","0","0","5","76","8121"
"3","0","0","0","0","5","114","8131"
"3","0","0","0","0","5","152","8141"
"3","0","0","0","0","5","190","8151"
"6","4","2","5","3","1","15","8211"
"6","4","2","5","3","1","30","8221"
"6","4","2","5","3","1","45","8231"
"6","4","2","5","3","1","60","8241"
"6","4","2","5","3","1","75","8251"
"6","0","0","0","0","2","10","8311"
"6","0","0","0","0","2","20","8321"
"6","0","0","0","0","2","30","8331"
"6","0","0","0","0","2","40","8341"
"6","0","0","0","0","2","50","8351"
"1","0","0","0","0","4","58","8411"
"1","0","0","0","0","4","116","8421"
"1","0","0","0","0","4","174","8431"
"1","0","0","0","0","4","232","8441"
"1","0","0","0","0","4","290","8451"
"2","0","0","0","0","1","92","8511"
"2","0","0","0","0","1","184","8521"
"2","0","0","0","0","1","276","8531"
"2","0","0","0","0","1","368","8541"
"2","0","0","0","0","1","460","8551"
"5","0","0","0","0","3","40","8611"
"5","0","0","0","0","3","80","8621"
"5","0","0","0","0","3","120","8631"
"5","0","0","0","0","3","160","8641"
"5","0","0","0","0","3","200","8651"
"1","0","0","0","0","1","46","8711"
"1","0","0","0","0","1","92","8721"
"1","0","0","0","0","1","138","8731"
"1","0","0","0","0","1","184","8741"
"1","0","0","0","0","1","230","8751"
"7","0","0","0","0","2","15","8811"
"7","0","0","0","0","2","30","8821"
"7","0","0","0","0","2","45","8831"
"7","0","0","0","0","2","60","8841"
"7","0","0","0","0","2","75","8851"
"4","0","0","0","0","5","90","8911"
"4","0","0","0","0","5","180","8921"
"4","0","0","0","0","5","270","8931"
"4","0","0","0","0","5","360","8941"
"4","0","0","0","0","5","450","8951"
"4","0","0","0","0","2","88","9011"
"4","0","0","0","0","2","176","9021"
"4","0","0","0","0","2","264","9031"
"4","0","0","0","0","2","352","9041"
"4","0","0","0","0","2","440","9051"
"5","0","0","0","0","3","42","9111"
"5","0","0","0","0","3","84","9121"
"5","0","0","0","0","3","126","9131"
"5","0","0","0","0","3","168","9141"
"5","0","0","0","0","3","210","9151"
"6","0","0","0","0","4","15","9211"
"6","0","0","0","0","4","30","9221"
"6","0","0","0","0","4","45","9231"
"6","0","0","0","0","4","60","9241"
"6","0","0","0","0","4","75","9251"
"3","0","0","0","0","5","40","9311"
"3","0","0","0","0","5","80","9321"
"3","0","0","0","0","5","120","9331"
"3","0","0","0","0","5","160","9341"
"3","0","0","0","0","5","200","9351"
"5","0","0","0","0","1","38","9411"
"5","0","0","0","0","1","76","9421"
"5","0","0","0","0","1","114","9431"
"5","0","0","0","0","1","152","9441"
"5","0","0","0","0","1","190","9451"
"3","0","0","0","0","3","40","9511"
"3","0","0","0","0","3","80","9521"
"3","0","0","0","0","3","120","9531"
"3","0","0","0","0","3","160","9541"
"3","0","0","0","0","3","200","9551"
"4","0","0","0","0","4","92","9611"
"4","0","0","0","0","4","184","9621"
"4","0","0","0","0","4","276","9631"
"4","0","0","0","0","4","368","9641"
"4","0","0","0","0","4","460","9651"
"7","0","0","0","0","5","15","9711"
"7","0","0","0","0","5","30","9721"
"7","0","0","0","0","5","45","9731"
"7","0","0","0","0","5","60","9741"
"7","0","0","0","0","5","75","9751"
"3","0","0","0","0","2","40","9811"
"3","0","0","0","0","2","80","9821"
"3","0","0","0","0","2","120","9831"
"3","0","0","0","0","2","160","9841"
"3","0","0","0","0","2","200","9851"
"2","0","0","0","0","3","90","9911"
"2","0","0","0","0","3","180","9921"
"2","0","0","0","0","3","270","9931"
"2","0","0","0","0","3","360","9941"
"2","0","0","0","0","3","450","9951"
"2","0","0","0","0","4","90","10011"
"2","0","0","0","0","4","180","10021"
"2","0","0","0","0","4","270","10031"
"2","0","0","0","0","4","360","10041"
"2","0","0","0","0","4","450","10051"
"5","0","0","0","0","1","40","10111"
"5","0","0","0","0","1","80","10121"
"5","0","0","0","0","1","120","10131"
"5","0","0","0","0","1","160","10141"
"5","0","0","0","0","1","200","10151"
"1","0","0","0","0","2","46","10211"
"1","0","0","0","0","2","92","10221"
"1","0","0","0","0","2","138","10231"
"1","0","0","0","0","2","184","10241"
"1","0","0","0","0","2","230","10251"
"3","0","0","0","0","5","42","10311"
"3","0","0","0","0","5","84","10321"
"3","0","0","0","0","5","126","10331"
"3","0","0","0","0","5","168","10341"
"3","0","0","0","0","5","210","10351"
"6","0","0","0","0","3","10","10411"
"6","0","0","0","0","3","20","10421"
"6","0","0","0","0","3","30","10431"
"6","0","0","0","0","3","40","10441"
"6","0","0","0","0","3","50","10451"
"5","0","0","0","0","5","38","10511"
"5","0","0","0","0","5","76","10521"
"5","0","0","0","0","5","114","10531"
"5","0","0","0","0","5","152","10541"
"5","0","0","0","0","5","190","10551"
"7","0","0","0","0","1","15","10611"
"7","0","0","0","0","1","30","10621"
"7","0","0","0","0","1","45","10631"
"7","0","0","0","0","1","60","10641"
"7","0","0","0","0","1","75","10651"
"5","0","0","0","0","2","42","10711"
"5","0","0","0","0","2","84","10721"
"5","0","0","0","0","2","126","10731"
"5","0","0","0","0","2","168","10741"
"5","0","0","0","0","2","210","10751"
"4","0","0","0","0","3","88","10811"
"4","0","0","0","0","3","176","10821"
"4","0","0","0","0","3","264","10831"
"4","0","0","0","0","3","352","10841"
"4","0","0","0","0","3","440","10851"
"2","0","0","0","0","5","88","10911"
"2","0","0","0","0","5","176","10921"
"2","0","0","0","0","5","264","10931"
"2","0","0","0","0","5","352","10941"
"2","0","0","0","0","5","440","10951"
"7","4","2","5","3","1","15","11011"
"7","4","2","5","3","1","30","11021"
"7","4","2","5","3","1","45","11031"
"7","4","2","5","3","1","60","11041"
"7","4","2","5","3","1","75","11051"
"6","0","0","0","0","2","15","11111"
"6","0","0","0","0","2","30","11121"
"6","0","0","0","0","2","45","11131"
"6","0","0","0","0","2","60","11141"
"6","0","0","0","0","2","75","11151"
"2","0","0","0","0","4","92","11211"
"2","0","0","0","0","4","184","11221"
"2","0","0","0","0","4","276","11231"
"2","0","0","0","0","4","368","11241"
"2","0","0","0","0","4","460","11251"
"4","0","0","0","0","5","92","11311"
"4","0","0","0","0","5","184","11321"
"4","0","0","0","0","5","276","11331"
"4","0","0","0","0","5","368","11341"
"4","0","0","0","0","5","460","11351"
"2","0","0","0","0","2","92","11411"
"2","0","0","0","0","2","184","11421"
"2","0","0","0","0","2","276","11431"
"2","0","0","0","0","2","368","11441"
"2","0","0","0","0","2","460","11451"
"4","0","0","0","0","3","90","11511"
"4","0","0","0","0","3","180","11521"
"4","0","0","0","0","3","270","11531"
"4","0","0","0","0","3","360","11541"
"4","0","0","0","0","3","450","11551"
"7","0","0","0","0","4","20","11611"
"7","0","0","0","0","4","40","11621"
"7","0","0","0","0","4","60","11631"
"7","0","0","0","0","4","80","11641"
"7","0","0","0","0","4","100","11651"
"1","0","0","0","0","2","48","11711"
"1","0","0","0","0","2","96","11721"
"1","0","0","0","0","2","144","11731"
"1","0","0","0","0","2","192","11741"
"1","0","0","0","0","2","240","11751"
"6","0","0","0","0","3","15","11811"
"6","0","0","0","0","3","30","11821"
"6","0","0","0","0","3","45","11831"
"6","0","0","0","0","3","60","11841"
"6","0","0","0","0","3","75","11851"
"3","0","0","0","0","5","44","11911"
"3","0","0","0","0","5","88","11921"
"3","0","0","0","0","5","132","11931"
"3","0","0","0","0","5","176","11941"
"3","0","0","0","0","5","220","11951"
"5","0","0","0","0","1","42","12011"
"5","0","0","0","0","1","84","12021"
"5","0","0","0","0","1","126","12031"
"5","0","0","0","0","1","168","12041"
"5","0","0","0","0","1","210","12051"
"2","0","0","0","0","3","92","12111"
"2","0","0","0","0","3","184","12121"
"2","0","0","0","0","3","276","12131"
"2","0","0","0","0","3","368","12141"
"2","0","0","0","0","3","460","12151"
"100","0","0","0","0","4","1","12211"
"100","0","0","0","0","4","2","12221"
"6","0","0","0","0","1","15","12311"
"6","0","0","0","0","1","30","12321"
"6","0","0","0","0","1","45","12331"
"6","0","0","0","0","1","60","12341"
"6","0","0","0","0","1","75","12351"
"4","0","0","0","0","2","90","12411"
"4","0","0","0","0","2","180","12421"
"4","0","0","0","0","2","270","12431"
"4","0","0","0","0","2","360","12441"
"4","0","0","0","0","2","450","12451"
"7","0","0","0","0","3","15","12511"
"7","0","0","0","0","3","30","12521"
"7","0","0","0","0","3","45","12531"
"7","0","0","0","0","3","60","12541"
"7","0","0","0","0","3","75","12551"
"101","0","0","0","0","5","1","12611"
"101","0","0","0","0","5","2","12621"
"101","0","0","0","0","5","3","12631"
"3","0","0","0","0","3","42","12711"
"3","0","0","0","0","3","84","12721"
"3","0","0","0","0","3","126","12731"
"3","0","0","0","0","3","168","12741"
"3","0","0","0","0","3","210","12751"
"5","0","0","0","0","4","38","12811"
"5","0","0","0","0","4","76","12821"
"5","0","0","0","0","4","114","12831"
"5","0","0","0","0","4","152","12841"
"5","0","0","0","0","4","190","12851"
"1","0","0","0","0","1","48","12911"
"1","0","0","0","0","1","96","12921"
"1","0","0","0","0","1","144","12931"
"1","0","0","0","0","1","192","12941"
"1","0","0","0","0","1","240","12951"
"5","0","0","0","0","2","44","13011"
"5","0","0","0","0","2","88","13021"
"5","0","0","0","0","2","132","13031"
"5","0","0","0","0","2","176","13041"
"5","0","0","0","0","2","220","13051"
"6","0","0","0","0","4","20","13111"
"6","0","0","0","0","4","40","13121"
"6","0","0","0","0","4","60","13131"
"6","0","0","0","0","4","80","13141"
"6","0","0","0","0","4","100","13151"
"2","0","0","0","0","5","90","13211"
"2","0","0","0","0","5","180","13221"
"2","0","0","0","0","5","270","13231"
"2","0","0","0","0","5","360","13241"
"2","0","0","0","0","5","450","13251"
"101","0","0","0","0","1","1","13311"
"101","0","0","0","0","1","2","13321"
"101","0","0","0","0","1","3","13331"
"101","0","0","0","0","4","1","13411"
"1","0","0","0","0","5","62","13511"
"1","0","0","0","0","5","124","13521"
"1","0","0","0","0","5","186","13531"
"1","0","0","0","0","5","248","13541"
"1","0","0","0","0","5","310","13551"
"4","0","0","0","0","1","92","13611"
"4","0","0","0","0","1","184","13621"
"4","0","0","0","0","1","276","13631"
"4","0","0","0","0","1","368","13641"
"4","0","0","0","0","1","460","13651"
"5","0","0","0","0","5","40","13711"
"5","0","0","0","0","5","80","13721"
"5","0","0","0","0","5","120","13731"
"5","0","0","0","0","5","160","13741"
"5","0","0","0","0","5","200","13751"
"5","4","2","5","3","1","42","13811"
"5","4","2","5","3","1","84","13821"
"5","4","2","5","3","1","126","13831"
"5","4","2","5","3","1","168","13841"
"5","4","2","5","3","1","210","13851"
"6","0","0","0","0","3","20","13911"
"6","0","0","0","0","3","40","13921"
"6","0","0","0","0","3","60","13931"
"6","0","0","0","0","3","80","13941"
"6","0","0","0","0","3","100","13951"
"5","0","0","0","0","4","40","14011"
"5","0","0","0","0","4","80","14021"
"5","0","0","0","0","4","120","14031"
"5","0","0","0","0","4","160","14041"
"5","0","0","0","0","4","200","14051"
"3","0","0","0","0","1","40","14111"
"3","0","0","0","0","1","80","14121"
"3","0","0","0","0","1","120","14131"
"3","0","0","0","0","1","160","14141"
"3","0","0","0","0","1","200","14151"
"2","0","0","0","0","2","94","14211"
"2","0","0","0","0","2","188","14221"
"2","0","0","0","0","2","282","14231"
"2","0","0","0","0","2","376","14241"
"2","0","0","0","0","2","470","14251"
"1","0","0","0","0","4","62","14311"
"1","0","0","0","0","4","124","14321"
"1","0","0","0","0","4","186","14331"
"1","0","0","0","0","4","248","14341"
"1","0","0","0","0","4","310","14351"
"2","0","0","0","0","5","92","14411"
"2","0","0","0","0","5","184","14421"
"2","0","0","0","0","5","276","14431"
"2","0","0","0","0","5","368","14441"
"2","0","0","0","0","5","460","14451"
"7","0","0","0","0","1","20","14511"
"7","0","0","0","0","1","40","14521"
"7","0","0","0","0","1","60","14531"
"7","0","0","0","0","1","80","14541"
"7","0","0","0","0","1","100","14551"
"5","0","0","0","0","2","46","14611"
"5","0","0","0","0","2","92","14621"
"5","0","0","0","0","2","138","14631"
"5","0","0","0","0","2","184","14641"
"5","0","0","0","0","2","230","14651"
"101","0","0","0","0","3","1","14711"
"101","0","0","0","0","3","2","14721"
"101","0","0","0","0","4","1","14811"
"101","0","0","0","0","4","2","14821"
"1","0","0","0","0","3","50","14911"
"1","0","0","0","0","3","100","14921"
"1","0","0","0","0","3","150","14931"
"1","0","0","0","0","3","200","14941"
"1","0","0","0","0","3","250","14951"
"5","0","0","0","0","5","42","15011"
"5","0","0","0","0","5","84","15021"
"5","0","0","0","0","5","126","15031"
"5","0","0","0","0","5","168","15041"
"5","0","0","0","0","5","210","15051"
"5","0","0","0","0","1","44","15111"
"5","0","0","0","0","1","88","15121"
"5","0","0","0","0","1","132","15131"
"5","0","0","0","0","1","176","15141"
"5","0","0","0","0","1","220","15151"
"100","0","0","0","0","1","1","15211"
"101","0","0","0","0","2","1","15311"
"101","0","0","0","0","2","2","15321"
"2","0","0","0","0","3","94","15411"
"2","0","0","0","0","3","188","15421"
"2","0","0","0","0","3","282","15431"
"2","0","0","0","0","3","376","15441"
"2","0","0","0","0","3","470","15451"
"5","0","0","0","0","4","42","15511"
"5","0","0","0","0","4","84","15521"
