5564d02543ed5a7339b8ea2b33b7f40debdeb830f1c8f1b58e6f866884121897,b02ab31d82f80ce76127fb9e1ae302a45e7cd04a10ad8ee4a2ebc633f60792d0,90b4bf66c7550da4140a1f5f21a52718f2b5c2c66c582789d1342d39f76e5cb9,485aee18cd95d7a5f9beee0ff6300fd81b6055ec6841204aa056ee22e1f2399a,e6c244db0e3b90f4a39a78f0a00aeea1136062461fce4adbebc0cd9a117f2103,6b4c76ad86cd273e5d072ae5f9607759af301d7de1fa828e6952ddcd1cb06626,84c2d9d4d97c551ced92742d7badb2cb8850d1460b3e037223bf5340c1e52628,a0c274ea6dccdf726a6bb5cb4d56fe1e67dd28bf36f616cea26c903d9c0a5afd,9489a093cd656f82efcf53663eb79bed3df8ce4731b69349fb724904ba9cc7b1,b42b091773ffd9329be9aab1eebcd0aafd90a14c735d9d584c8596c9ee6237ce,971e34019f71fe91928c0a4e1e3ecd438262176ab14e64f44cf82f480cd7f320,af89ba6f5a705da16bd83f56841f36a830f48f2995af379c0bd19c4aa3c51498,5181278cf357c9a7b22d0e3911cfb8b5a57fad1a1714458486e1abf142213115,baa8e2b52bcaaf327720f4fee66f5d2108fffa490b0ab76b282aa31eb5a1e87b,272eec2f4bf72d2583d041bea6d6267368b5c83b115a6921fabfd013d0994934,42788db29234a357ef6b142c9f94b320f923f179e200c70c3cb4c3ede4e43bd4,d4782be6ac3db76bf0d00e476735921a882450715a9888f0dd69cddf80c3eb81,935dce9bd3d2807991bc8f6b45cce5059af7012b1b3016afd1be0213d1a52b85
"54","8600","8600","8","91002","15","0","0","0","0","0","0","0","0","0","0","0","0"
"55","8700","8700","8","91002","15","0","0","0","0","0","0","0","0","0","0","0","0"
"56","8800","8800","8","91002","15","0","0","0","0","0","0","0","0","0","0","0","0"
"57","8900","8900","8","91002","15","0","0","0","0","0","0","0","0","0","0","0","0"
"58","9000","9000","8","91002","15","0","0","0","0","0","0","0","0","0","0","0","0"
"59","9100","9100","8","91002","15","0","0","0","0","0","0","0","0","0","0","0","0"
"60","9200","9200","8","91002","15","0","0","0","0","0","0","0","0","0","0","0","0"
"61","9300","9300","8","91002","15","0","0","0","0","0","0","0","0","0","0","0","0"
"62","9400","9400","8","91002","15","0","0","0","0","0","0","0","0","0","0","0","0"
"63","9500","9500","8","91002","15","0","0","0","0","0","0","0","0","0","0","0","0"
"64","9600","9600","8","91002","15","0","0","0","0","0","0","0","0","0","0","0","0"
"65","9700","9700","8","91002","15","0","0","0","0","0","0","0","0","0","0","0","0"
"66","9800","9800","8","91002","15","0","0","0","0","0","0","0","0","0","0","0","0"
"67","9900","9900","8","91002","15","0","0","0","0","0","0","0","0","0","0","0","0"
"68","10000","10000","8","91002","15","0","0","0","0","0","0","0","0","0","0","0","0"
"69","10100","10100","8","91002","15","0","0","0","0","0","0","0","0","0","0","0","0"
"70","10200","10200","8","91002","15","0","0","0","0","0","0","0","0","0","0","0","0"
"71","10300","10300","8","91002","15","0","0","0","0","0","0","0","0","0","0","0","0"
"72","10400","10400","8","91002","15","0","0","0","0","0","0","0","0","0","0","0","0"
"73","10500","10500","8","91002","15","0","0","0","0","0","0","0","0","0","0","0","0"
"74","10600","10600","8","91002","15","0","0","0","0","0","0","0","0","0","0","0","0"
"75","10700","10700","8","91002","15","0","0","0","0","0","0","0","0","0","0","0","0"
"76","10800","10800","8","91002","15","0","0","0","0","0","0","0","0","0","0","0","0"
"77","10900","10900","8","91002","15","0","0","0","0","0","0","0","0","0","0","0","0"
"78","11000","11000","8","91002","15","0","0","0","0","0","0","0","0","0","0","0","0"
"79","11100","11100","8","91002","15","0","0","0","0","0","0","0","0","0","0","0","0"
"80","11200","11200","8","91002","15","0","0","0","0","0","0","0","0","0","0","0","0"
"81","11300","11300","8","91002","15","0","0","0","0","0","0","0","0","0","0","0","0"
"82","11400","11400","8","91002","15","0","0","0","0","0","0","0","0","0","0","0","0"
"83","11500","11500","8","91002","15","0","0","0","0","0","0","0","0","0","0","0","0"
"84","11600","11600","8","91002","15","0","0","0","0","0","0","0","0","0","0","0","0"
"85","11700","11700","8","91002","15","0","0","0","0","0","0","0","0","0","0","0","0"
"86","11800","11800","8","91002","15","0","0","0","0","0","0","0","0","0","0","0","0"
"87","11900","11900","8","91002","15","0","0","0","0","0","0","0","0","0","0","0","0"
"88","12000","12000","8","91002","15","0","0","0","0","0","0","0","0","0","0","0","0"
"89","12100","12100","8","91002","15","0","0","0","0","0","0","0","0","0","0","0","0"
"90","12200","12200","8","91002","15","0","0","0","0","0","0","0","0","0","0","0","0"
"91","12300","12300","8","91002","15","0","0","0","0","0","0","0","0","0","0","0","0"
"92","12400","12400","8","91002","15","0","0","0","0","0","0","0","0","0","0","0","0"
"93","12500","12500","8","91002","15","0","0","0","0","0","0","0","0","0","0","0","0"
"94","12600","12600","8","91002","15","0","0","0","0","0","0","0","0","0","0","0","0"
"95","12700","12700","8","91002","15","0","0","0","0","0","0","0","0","0","0","0","0"
"96","12800","12800","8","91002","15","0","0","0","0","0","0","0","0","0","0","0","0"
"97","12900","12900","8","91002","15","0","0","0","0","0","0","0","0","0","0","0","0"
"98","13000","13000","8","91002","15","0","0","0","0","0","0","0","0","0","0","0","0"
"99","13100","13100","8","91002","15","0","0","0","0","0","0","0","0","0","0","0","0"
"100","13200","13200","8","91002","15","0","0","0","0","0","0","0","0","0","0","0","0"
"101","13300","13300","8","91002","15","0","0","0","0","0","0","0","0","0","0","0","0"
"102","13400","13400","8","91002","15","0","0","0","0","0","0","0","0","0","0","0","0"
"103","13500","13500","8","91002","15","0","0","0","0","0","0","0","0","0","0","0","0"
"104","13600","13600","8","91002","15","0","0","0","0","0","0","0","0","0","0","0","0"
"105","13700","13700","8","91002","15","0","0","0","0","0","0","0","0","0","0","0","0"
"106","13800","13800","8","91002","15","0","0","0","0","0","0","0","0","0","0","0","0"
"107","13900","13900","8","91002","15","0","0","0","0","0","0","0","0","0","0","0","0"
"108","14000","14000","8","91002","15","0","0","0","0","0","0","0","0","0","0","0","0"
"109","14100","14100","8","91002","15","0","0","0","0","0","0","0","0","0","0","0","0"
"110","14200","14200","8","91002","15","0","0","0","0","0","0","0","0","0","0","0","0"
"111","14300","14300","8","91002","15","0","0","0","0","0","0","0","0","0","0","0","0"
"112","14400","14400","8","91002","15","0","0","0","0","0","0","0","0","0","0","0","0"
"113","14500","14500","8","91002","15","0","0","0","0","0","0","0","0","0","0","0","0"
"114","14600","14600","8","91002","15","0","0","0","0","0","0","0","0","0","0","0","0"
"115","14700","14700","8","91002","15","0","0","0","0","0","0","0","0","0","0","0","0"
"116","14800","14800","8","91002","15","0","0","0","0","0","0","0","0","0","0","0","0"
"117","14900","14900","8","91002","15","0","0","0","0","0","0","0","0","0","0","0","0"
"118","15000","15000","8","91002","15","0","0","0","0","0","0","0","0","0","0","0","0"
