ee1f27568daec2228c0ce275d31dcfe23525b313b122f3b46fc5032b4929f672,60aae2fe86d53ecc3e31ec8cd1d829b5f30722fa53180539ad338515e8479b11,21b875d758476d0d317b152f6fb1e846b9ca06897b01d7c4dc1692f7b9cef1b3,907e80b3c79d45c40ef705809aa05bca8e5f98d63f2401337c61f8d83f44ba0a,8e3c5b14f2ed1fa6065f108499e1b5d00090d7bd813867149efd9c190e44b6b5,1aeb254da9e06e4520b88739ad6b249134b998e3c374b503e8990422bf3ddbf4
"-1007","531","-1036","2","2","2816"
"-978","541","-1007","2","2","2816"
"-978","551","-978","2","2","2816"
"-949","561","-978","2","2","2816"
"-920","571","-949","2","2","2816"
"-891","581","-920","2","2","2816"
"-862","591","-891","2","2","2816"
"-862","601","-862","2","2","2816"
"-862","611","-862","2","2","2816"
"-862","621","-862","2","2","2816"
"-833","631","-862","2","2","2816"
"-804","641","-833","2","2","2816"
"-775","651","-804","2","2","2816"
"-746","661","-775","2","2","2816"
"-717","671","-746","2","2","2816"
"-688","681","-717","2","2","2816"
"-659","691","-688","2","2","2816"
"-630","701","-659","2","2","2816"
"-601","711","-630","2","2","2816"
"-572","721","-601","2","2","2816"
"-543","731","-572","2","2","2816"
"-514","741","-543","2","2","2816"
"-449","751","-514","2","2","2816"
"-1153","761","-1226","2","3","2816"
"-1115","771","-1153","2","3","2816"
"-1115","781","-1115","2","3","2816"
"-1077","791","-1115","2","3","2816"
"-1077","801","-1077","2","3","2816"
"-1039","811","-1077","2","3","2816"
"-1001","821","-1039","2","3","2816"
"-1001","831","-1001","2","3","2816"
"-963","841","-1001","2","3","2816"
"-963","851","-963","2","3","2816"
"-963","861","-963","2","3","2816"
"-925","871","-963","2","3","2816"
"-887","881","-925","2","3","2816"
"-887","891","-887","2","3","2816"
"-887","901","-887","2","3","2816"
"-849","911","-887","2","3","2816"
"-811","921","-849","2","3","2816"
"-773","931","-811","2","3","2816"
"-735","941","-773","2","3","2816"
"-697","951","-735","2","3","2816"
"-659","961","-697","2","3","2816"
"-621","971","-659","2","3","2816"
"-583","981","-621","2","3","2816"
"-583","991","-583","2","3","2816"
"-583","1001","-583","2","3","2816"
"-583","1011","-583","2","3","2816"
"-545","1021","-583","2","3","2816"
"-507","1031","-545","2","3","2816"
"-507","1041","-507","2","3","2816"
"-507","1051","-507","2","3","2816"
"-434","1061","-507","2","3","2816"
"-1137","1071","-1220","2","4","2816"
"-1096","1081","-1137","2","4","2816"
"-1096","1091","-1096","2","4","2816"
"-1096","1101","-1096","2","4","2816"
"-1096","1111","-1096","2","4","2816"
"-1096","1121","-1096","2","4","2816"
"-1055","1131","-1096","2","4","2816"
"-1014","1141","-1055","2","4","2816"
"-1014","1151","-1014","2","4","2816"
"-1014","1161","-1014","2","4","2816"
"-1014","1171","-1014","2","4","2816"
"-973","1181","-1014","2","4","2816"
"-932","1191","-973","2","4","2816"
"-891","1201","-932","2","4","2816"
"-891","1211","-891","2","4","2816"
"-891","1221","-891","2","4","2816"
"-891","1231","-891","2","4","2816"
"-850","1241","-891","2","4","2816"
"-809","1251","-850","2","4","2816"
"-809","1261","-809","2","4","2816"
"-809","1271","-809","2","4","2816"
"-768","1281","-809","2","4","2816"
"-727","1291","-768","2","4","2816"
"-686","1301","-727","2","4","2816"
"-686","1311","-686","2","4","2816"
"-645","1321","-686","2","4","2816"
"-604","1331","-645","2","4","2816"
"-563","1341","-604","2","4","2816"
"-522","1351","-563","2","4","2816"
"-439","1361","-522","2","4","2816"
"-1166","1371","-1230","2","5","2816"
"-1129","1381","-1166","2","5","2816"
"-1129","1391","-1129","2","5","2816"
"-1129","1401","-1129","2","5","2816"
"-1129","1411","-1129","2","5","2816"
"-1092","1421","-1129","2","5","2816"
"-1092","1431","-1092","2","5","2816"
"-1055","1441","-1092","2","5","2816"
"-1018","1451","-1055","2","5","2816"
"-981","1461","-1018","2","5","2816"
"-981","1471","-981","2","5","2816"
"-944","1481","-981","2","5","2816"
"-907","1491","-944","2","5","2816"
"-870","1501","-907","2","5","2816"
"-833","1511","-870","2","5","2816"
"-796","1521","-833","2","5","2816"
"-759","1531","-796","2","5","2816"
"-722","1541","-759","2","5","2816"
"-722","1551","-722","2","5","2816"
"-722","1561","-722","2","5","2816"
"-685","1571","-722","2","5","2816"
"-648","1581","-685","2","5","2816"
"-611","1591","-648","2","5","2816"
"-574","1601","-611","2","5","2816"
"-574","1611","-574","2","5","2816"
"-537","1621","-574","2","5","2816"
"-500","1631","-537","2","5","2816"
"-500","1641","-500","2","5","2816"
"-500","1651","-500","2","5","2816"
"-500","1661","-500","2","5","2816"
"-436","1671","-500","2","5","2816"
"-1115","1681","-1230","2","6","2816"
"-1035","1691","-1115","2","6","2816"
"-955","1701","-1035","2","6","2816"
"-875","1711","-955","2","6","2816"
"-795","1721","-875","2","6","2816"
"-715","1731","-795","2","6","2816"
"-715","1741","-715","2","6","2816"
"-635","1751","-715","2","6","2816"
"-635","1761","-635","2","6","2816"
"-635","1771","-635","2","6","2816"
"-635","1781","-635","2","6","2816"
"-635","1782","-635","2","6","2816"
"-555","1791","-635","2","6","2816"
"-440","1801","-555","2","6","2816"
"-1225","1811","-1225","2","7","2816"
"-1135","1821","-1225","2","7","2816"
"-1080","1831","-1135","2","7","2816"
"-1025","1841","-1080","2","7","2816"
"-970","1851","-1025","2","7","2816"
"-915","1861","-970","2","7","2816"
"-860","1871","-915","2","7","2816"
"-860","1881","-860","2","7","2816"
"-805","1891","-860","2","7","2816"
"-750","1901","-805","2","7","2816"
"-695","1911","-750","2","7","2816"
"-695","1921","-695","2","7","2816"
"-640","1931","-695","2","7","2816"
"-640","1941","-640","2","7","2816"
"-585","1951","-640","2","7","2816"
"-530","1961","-585","2","7","2816"
"-440","1971","-530","2","7","2816"
"-440","1981","-440","2","7","2816"
"-1380","1991","-1480","1","8","2816"
"-1380","2001","-1380","1","8","2816"
"-1325","2011","-1380","1","8","2816"
"-1270","2021","-1325","1","8","2816"
"-1270","2031","-1270","1","8","2816"
"-1215","2041","-1270","1","8","2816"
"-1215","2051","-1215","1","8","2816"
"-1160","2061","-1215","1","8","2816"
"-1105","2071","-1160","1","8","2816"
"-1050","2081","-1105","1","8","2816"
"-995","2091","-1050","1","8","2816"
"-995","2101","-995","1","8","2816"
"-940","2111","-995","1","8","2816"
"-885","2121","-940","1","8","2816"
"-885","2131","-885","1","8","2816"
"-830","2141","-885","1","8","2816"
"-775","2151","-830","1","8","2816"
"-720","2161","-775","1","8","2816"
"-720","2171","-720","1","8","2816"
"-665","2181","-720","1","8","2816"
"-610","2191","-665","1","8","2816"
"-610","2201","-610","1","8","2816"
"-555","2211","-610","1","8","2816"
"-500","2221","-555","1","8","2816"
"-445","2231","-500","1","8","2816"
"-390","2241","-445","1","8","2816"
"-335","2251","-390","1","8","2816"
"-280","2261","-335","1","8","2816"
"-280","2271","-280","1","8","2816"
"-230","2281","-280","1","8","2816"
"-1192","2291","-1240","2","9","2816"
"-1148","2301","-1192","2","9","2816"
"-1105","2311","-1148","2","9","2816"
"-1105","2321","-1105","2","9","2816"
"-1062","2331","-1105","2","9","2816"
"-1019","2341","-1062","2","9","2816"
"-976","2351","-1019","2","9","2816"
"-976","2361","-976","2","9","2816"
"-976","2371","-976","2","9","2816"
"-976","2381","-976","2","9","2816"
"-934","2391","-976","2","9","2816"
"-892","2401","-934","2","9","2816"
"-892","2411","-892","2","9","2816"
"-892","2421","-892","2","9","2816"
"-850","2431","-892","2","9","2816"
"-808","2441","-850","2","9","2816"
"-766","2451","-808","2","9","2816"
"-766","2461","-766","2","9","2816"
"-766","2471","-766","2","9","2816"
"-766","2481","-766","2","9","2816"
"-766","2491","-766","2","9","2816"
"-724","2501","-766","2","9","2816"
"-682","2511","-724","2","9","2816"
"-682","2521","-682","2","9","2816"
"-682","2531","-682","2","9","2816"
"-640","2541","-682","2","9","2816"
"-598","2551","-640","2","9","2816"
"-556","2561","-598","2","9","2816"
"-514","2571","-556","2","9","2816"
"-472","2581","-514","2","9","2816"
"-430","2591","-472","2","9","2816"
"-1440","2601","-1440","1","10","2816"
"-1440","2611","-1440","1","10","2816"
"-1440","2621","-1440","1","10","2816"
"-1440","2622","-1440","1","10","2816"
"-1440","2623","-1440","1","10","2816"
"-1373","2631","-1440","1","10","2816"
"-1308","2641","-1373","1","10","2816"
"-1244","2651","-1308","1","10","2816"
"-1181","2661","-1244","1","10","2816"
"-1118","2671","-1181","1","10","2816"
"-1055","2681","-1118","1","10","2816"
"-992","2691","-1055","1","10","2816"
"-992","2701","-992","1","10","2816"
"-929","2711","-992","1","10","2816"
"-866","2721","-929","1","10","2816"
"-803","2731","-866","1","10","2816"
"-740","2741","-803","1","10","2816"
"-677","2751","-740","1","10","2816"
"-614","2761","-677","1","10","2816"
"-551","2771","-614","1","10","2816"
"-551","2781","-551","1","10","2816"
"-551","2791","-551","1","10","2816"
"-551","2801","-551","1","10","2816"
"-551","2811","-551","1","10","2816"
"-551","2821","-551","1","10","2816"
"-551","2831","-551","1","10","2816"
"-551","2841","-551","1","10","2816"
"-488","2851","-551","1","10","2816"
"-425","2861","-488","1","10","2816"
"-361","2871","-425","1","10","2816"
"-296","2881","-361","1","10","2816"
"-230","2891","-296","1","10","2816"
"-1240","2901","-1240","2","11","2816"
"-1203","2911","-1240","2","11","2816"
"-1168","2921","-1203","2","11","2816"
"-1133","2931","-1168","2","11","2816"
"-1098","2941","-1133","2","11","2816"
"-1063","2951","-1098","2","11","2816"
"-1028","2961","-1063","2","11","2816"
"-993","2971","-1028","2","11","2816"
"-958","2981","-993","2","11","2816"
"-923","2991","-958","2","11","2816"
"-888","3001","-923","2","11","2816"
"-888","3011","-888","2","11","2816"
"-853","3021","-888","2","11","2816"
"-853","3031","-853","2","11","2816"
"-818","3041","-853","2","11","2816"
"-783","3051","-818","2","11","2816"
"-748","3061","-783","2","11","2816"
"-713","3071","-748","2","11","2816"
"-678","3081","-713","2","11","2816"
"-643","3091","-678","2","11","2816"
"-608","3101","-643","2","11","2816"
"-608","3111","-608","2","11","2816"
"-573","3121","-608","2","11","2816"
"-573","3131","-573","2","11","2816"
"-573","3141","-573","2","11","2816"
"-573","3151","-573","2","11","2816"
"-538","3161","-573","2","11","2816"
"-538","3171","-538","2","11","2816"
"-503","3181","-538","2","11","2816"
"-468","3191","-503","2","11","2816"
"-430","3201","-468","2","11","2816"
"-1240","3211","-1240","2","12","2816"
"-1240","3221","-1240","2","12","2816"
"-1240","3231","-1240","2","12","2816"
"-1194","3241","-1240","2","12","2816"
"-1150","3251","-1194","2","12","2816"
"-1108","3261","-1150","2","12","2816"
"-1066","3271","-1108","2","12","2816"
"-1024","3281","-1066","2","12","2816"
"-982","3291","-1024","2","12","2816"
"-940","3301","-982","2","12","2816"
"-898","3311","-940","2","12","2816"
"-898","3321","-898","2","12","2816"
"-856","3331","-898","2","12","2816"
"-814","3341","-856","2","12","2816"
"-772","3351","-814","2","12","2816"
"-730","3361","-772","2","12","2816"
"-688","3371","-730","2","12","2816"
"-688","3381","-688","2","12","2816"
"-688","3391","-688","2","12","2816"
"-646","3401","-688","2","12","2816"
"-604","3411","-646","2","12","2816"
"-562","3421","-604","2","12","2816"
"-562","3431","-562","2","12","2816"
"-562","3441","-562","2","12","2816"
"-519","3451","-562","2","12","2816"
"-519","3461","-519","2","12","2816"
"-519","3471","-519","2","12","2816"
"-475","3481","-519","2","12","2816"
"-475","3491","-475","2","12","2816"
"-475","3501","-475","2","12","2816"
"-430","3511","-475","2","12","2816"
"-1190","3521","-1240","2","13","2816"
"-1190","3531","-1190","2","13","2816"
"-1190","3541","-1190","2","13","2816"
"-1190","3551","-1190","2","13","2816"
"-1190","3561","-1190","2","13","2816"
"-1190","3571","-1190","2","13","2816"
"-1190","3581","-1190","2","13","2816"
"-1141","3591","-1190","2","13","2816"
"-1094","3601","-1141","2","13","2816"
"-1047","3611","-1094","2","13","2816"
"-1000","3621","-1047","2","13","2816"
"-953","3631","-1000","2","13","2816"
"-906","3641","-953","2","13","2816"
"-859","3651","-906","2","13","2816"
"-812","3661","-859","2","13","2816"
"-765","3671","-812","2","13","2816"
"-718","3681","-765","2","13","2816"
"-718","3691","-718","2","13","2816"
"-718","3701","-718","2","13","2816"
"-671","3711","-718","2","13","2816"
"-624","3721","-671","2","13","2816"
"-577","3731","-624","2","13","2816"
"-577","3741","-577","2","13","2816"
"-577","3751","-577","2","13","2816"
"-529","3761","-577","2","13","2816"
"-480","3771","-529","2","13","2816"
"-430","3781","-480","2","13","2816"
"-430","3791","-430","2","13","2816"
"-1440","3801","-1440","1","14","2816"
"-1440","3811","-1440","1","14","2816"
"-1440","3821","-1440","1","14","2816"
"-1362","3831","-1440","1","14","2816"
"-1285","3841","-1362","1","14","2816"
"-1209","3851","-1285","1","14","2816"
"-1209","3861","-1209","1","14","2816"
"-1134","3871","-1209","1","14","2816"
"-1059","3881","-1134","1","14","2816"
"-1059","3891","-1059","1","14","2816"
"-984","3901","-1059","1","14","2816"
"-984","3911","-984","1","14","2816"
"-984","3921","-984","1","14","2816"
"-984","3931","-984","1","14","2816"
"-984","3941","-984","1","14","2816"
"-984","3951","-984","1","14","2816"
"-984","3961","-984","1","14","2816"
"-984","3971","-984","1","14","2816"
"-909","3981","-984","1","14","2816"
"-834","3991","-909","1","14","2816"
"-759","4001","-834","1","14","2816"
"-684","4011","-759","1","14","2816"
"-684","4021","-684","1","14","2816"
"-684","4031","-684","1","14","2816"
"-609","4041","-684","1","14","2816"
"-534","4051","-609","1","14","2816"
"-459","4061","-534","1","14","2816"
"-384","4071","-459","1","14","2816"
"-308","4081","-384","1","14","2816"
"-230","4091","-308","1","14","2816"
"-200","4092","-200","1","1","2816"
