9966ba6c2da34d37cf2b6b9cf26533479ae1d0433144db5db855f20c9f7a1374,be782b9882db5e73887c2528802efa0ea9cfc02e07d2b419e4f9d524e6f983fa,56c552bd9333467073e7b151e463840fcb2141d5a574bfc66ab07450aa1efc66,fd7a34f5a0d122c4bb71e5608bc897db65fe0b786c88af19e72bb7ecd012cb6a,d309f0d6984f2364d5ad68682bebd8d478d6685097a7a8676be1e87abea05072,0e04dae4e64c4fe6fcbb15971efeb2ad0fb67fa0456e29c69d6cecd84a693346,03e7343fd5ac2689d281c7f03fb9166fd140bdb8d7af7179e438f09dd75b9a78,0b06e3333f50ce5dde6ac0bef878ef8da3b58973764a37469b2dd1b8d1425f2a,1365a1c4f4d543236d32a25ce2787e7e5c8785e0d405374b1531c89ff50905d9,40c6ea4069a956ceaead7271cd27069222d84867fd1debef29d7307c811bdbfd,e48d2449a6d1ac6bd2fca5457a53c917f53ea4bbe81fe67fe1f001255f13c1f7,372dda55f6adddf62e465c68f2031acf8ede471761f5ca7c89e01a5ffd80c4e1,34e2d4304e7e5c0eb8b1886477a3eef56d2d4133e36ab0760a2647aac0400a99
"12","2022/12/19 15:00:00","2021/02/28 12:00:00","0","10061","0","2030/04/19 15:00:00","0","0","20035","0","1,23","2194"
"0","2023/01/16 15:00:00","2021/02/28 12:00:00","0","10064","0","2030/04/19 15:00:00","0","0","20036","0","1","5010"
"0","2023/02/16 15:00:00","2021/04/30 12:00:00","0","10066","0","2030/04/19 15:00:00","0","0","20037","0","1","144"
"0","2023/03/16 15:00:00","2021/05/31 12:00:00","0","10068","0","2030/04/19 15:00:00","0","0","20038","0","1,24","121"
"0","2023/04/17 15:00:00","2021/06/30 12:00:00","0","10070","0","2030/04/19 15:00:00","0","0","20039","0","1","394"
"0","2023/05/16 15:00:00","2021/07/31 12:00:00","0","10072","0","2030/04/19 15:00:00","0","0","20040","0","1,25","1082"
"0","2023/06/16 15:00:00","2021/08/31 12:00:00","0","10074","0","2030/04/19 15:00:00","0","0","20041","0","1","181"
"0","2023/07/18 15:00:00","2021/09/30 12:00:00","0","10076","0","2030/04/19 15:00:00","0","0","20042","0","1,26","5084"
"0","2023/08/18 15:00:00","2021/10/31 12:00:00","0","10078","0","2030/04/19 15:00:00","0","0","20043","0","1","6054"
"0","2023/09/19 15:00:00","2021/11/30 12:00:00","0","10080","0","2030/04/19 15:00:00","0","0","20044","0","1,27","6381"
"0","2023/10/16 15:00:00","2021/12/31 12:00:00","0","10082","0","2030/04/19 15:00:00","0","0","20045","0","1,28","2193"
"0","2023/11/16 15:00:00","2022/01/31 12:00:00","0","10084","0","2030/04/19 15:00:00","0","0","20046","0","1","8163"
"0","2023/11/16 15:00:00","2022/02/07 12:00:00","0","10085","0","2030/04/19 15:00:00","0","0","20047","20046","1,29","8164"
"0","2023/12/18 15:00:00","2022/02/28 12:00:00","0","10088","0","2030/04/19 15:00:00","0","0","20048","0","1","2201"
"0","2024/01/17 15:00:00","2022/03/31 12:00:00","0","10090","0","2030/04/19 15:00:00","0","0","20049","0","1","430"
"0","2024/03/18 15:00:00","2022/04/30 12:00:00","0","10092","0","2030/04/19 15:00:00","0","0","20050","0","1","351"
"0","2024/04/18 15:00:00","2022/05/25 15:00:00","0","10094","0","2030/04/19 15:00:00","0","0","20051","0","1,30","392"
"0","2024/06/17 15:00:00","2022/06/30 12:00:00","0","10096","0","2030/04/19 15:00:00","0","0","20052","0","1,31","3402"
"0","2024/07/16 15:00:00","2022/07/31 12:00:00","0","10098","0","2030/04/19 15:00:00","0","0","20053","0","1,32","8132"
"0","2024/08/16 15:00:00","2022/08/31 12:00:00","0","10100","0","2030/04/19 15:00:00","0","0","20054","0","1","6057"
"0","2024/09/17 15:00:00","2022/09/30 12:00:00","0","10102","0","2030/04/19 15:00:00","0","0","20055","0","1,33","5200"
"0","2024/10/16 15:00:00","2022/10/31 12:00:00","0","10104","0","2030/04/19 15:00:00","0","0","20056","0","1","3479"
"0","2024/11/16 15:00:00","2022/11/30 12:00:00","0","10106","0","2030/04/19 15:00:00","0","0","20057","0","1,34","5033"
"-10","2024/12/16 15:00:00","2022/12/31 12:00:00","0","10108","0","2030/04/19 15:00:00","0","0","20058","0","1,35","7213"
"-10","2025/01/16 15:00:00","2023/01/31 12:00:00","0","10110","0","2030/04/19 15:00:00","0","0","20059","0","1,36","8153"
"-10","2025/01/16 15:00:00","2023/02/07 12:00:00","0","10111","0","2030/04/19 15:00:00","0","0","20060","20059","1,36","8154"
"-10","2025/02/16 15:00:00","2023/02/28 12:00:00","0","10114","0","2030/04/19 15:00:00","0","0","20061","0","1","4314"
"-10","2025/03/17 15:00:00","2023/03/31 12:00:00","0","10116","0","2030/04/19 15:00:00","0","0","20062","0","1","3301"
"10","2025/04/16 15:00:00","2023/04/30 12:00:00","0","10118","0","2030/04/19 15:00:00","0","0","20063","0","1,37","1443"
"0","2025/05/16 15:00:00","2023/05/31 12:00:00","0","10120","0","2030/04/19 15:00:00","0","0","20064","0","1","202"
"0","2025/06/17 15:00:00","2023/06/30 12:00:00","0","10122","0","2030/04/19 15:00:00","0","0","20065","0","1,38","404"
"0","2025/07/16 15:00:00","2023/07/31 12:00:00","0","10124","0","2030/04/19 15:00:00","0","0","20066","0","1,39","2394"
"0","2025/08/16 15:00:00","2023/08/15 12:00:00","0","10136","0","2030/04/19 15:00:00","0","0","20067","0","1,40","1"
"0","2025/08/16 15:00:00","2023/08/15 12:00:00","0","10137","0","2030/04/19 15:00:00","0","0","20068","20067","1,40","2"
"0","2025/09/17 15:00:00","2023/08/31 12:00:00","0","10126","0","2030/04/19 15:00:00","0","0","20069","0","1","203"
"0","2025/10/16 15:00:00","2023/09/30 12:00:00","0","10128","0","2030/04/19 15:00:00","0","0","20070","0","1","8460"
"0","2025/11/15 15:00:00","2023/10/31 12:00:00","0","10130","0","2030/04/19 15:00:00","0","0","20071","0","1","1281"
"0","2025/12/16 15:00:00","2023/11/30 12:00:00","0","10132","0","2030/04/19 15:00:00","0","0","20072","0","1","1279"
"0","2026/01/16 15:00:00","2023/12/31 12:00:00","0","10134","0","2030/04/19 15:00:00","0","0","20073","0","1,41","1301"
"0","2026/02/16 15:00:00","2024/02/28 12:00:00","0","10140","0","2030/04/19 15:00:00","0","0","20074","0","1","6052"
"0","2026/03/17 15:00:00","2024/03/31 12:00:00","0","10142","0","2030/04/19 15:00:00","0","0","20075","0","1","1202"
"0","2026/04/16 15:00:00","2024/04/30 12:00:00","0","10144","0","2030/04/19 15:00:00","0","0","20076","0","1","5040"
"0","2026/05/16 15:00:00","2024/05/31 12:00:00","0","10146","0","2030/04/19 15:00:00","0","0","20077","0","1","1280"
"0","2026/06/16 15:00:00","2024/06/30 12:00:00","0","10148","0","2030/04/19 15:00:00","0","0","20078","0","1","32"
"0","2026/07/16 15:00:00","2024/07/31 12:00:00","0","10150","0","2030/04/19 15:00:00","0","0","20079","0","1","1394"
