1797acdda97c96d572254851ba5c407e0b4cde9186275f1d95562ef3db43fbe0,93f64eaf5d3ac1bd8b14411ca1b6bf28b929f0689e11689dda53d3ca92d43596,ad97f81ec72460eaa4aa16a1c7a0e6ecc10d774a88a28b11e80cbeaf31f02959,22fee016e571f1c162ee134a058b369fb706aa4204899832ebafcaa0b7e42e6d,12126c464508df6f165b43ddef500da3750262d83aec05976246673e35e91d10,283e8b616de4886f610ab90ae0ad19f88816c2e71d55b88e9fb85c8442970cd1,96a24f1f080c863b606b48b0bcffacc7c56843c225211d9026fb7c4abd83f80b,f89ced7f075aa1085f18024f90785ff75e5ad9304e1ce19a09c0831d216901c7,127e8db22821924737daa6e7f26996aeda4671ea6f52989de6ae1c52c6404fda,09ed1a79d7ad6c7f3eb268d883f3f421dad1b2a7ff99177556cbae039ce41680
"2111003","1","0","0","二つの角を頭部に持つ","0","獣の耳と尻尾がある","最も人口が多い","0","尖った長い耳"
"2111004","1","0","0","キャォン","0","クォン","パォン","0","カォン"
"2111005","1","0","0","教育","0","輝く","高価","0","成長"
"2120002","1","0","0","金","0","銅","鉄","0","銀"
"2120004","1","0","0","モツ","0","ラバー","ハツ","0","レバー"
"2120005","1","0","0","ストレス","0","タケウマ","バシャウマ","0","トラウマ"
"2120006","1","0","0","雷雨","0","秒雨","分雨","0","時雨"
"2120009","1","0","0","金","0","銀","銅","0","鉄"
"2120011","1","0","0","大白柱","0","大赤柱","大青柱","0","大黒柱"
"2120012","1","0","0","電灯","0","電車","電源","0","電報"
"2120013","1","0","0","みそ","0","しょうゆ","お酢","0","みりん"
"2120014","1","0","0","こいめ","0","ですぎ","しぶみ","0","でがらし"
"2120016","1","0","0","じょうず","0","うわて","じょうしゅ","0","かみて"
"2120017","1","0","0","よるせき","0","よりせき","よせき","0","よせ"
"2120018","1","0","0","レールウェイ","0","ロングウェイ","フライアウェイ","0","フリーウェイ"
"2120021","1","0","0","念仏","0","釘","腕押し","0","かすがい"
"2120022","1","0","0","尻","0","眉","鼻","0","爪"
"2120023","1","0","0","かすがい","0","小判","念仏","0","論語"
"2120025","1","0","0","巾着","0","とっくり","花瓶","0","ひょうたん"
"2120026","1","0","0","虎","0","馬","牛","0","雀"
"2120027","1","0","0","一兆一億","0","一鳥一石","一長一短","0","一朝一夕"
"2120028","1","0","0","8つ","0","2つ","6つ","0","4つ"
"2120029","1","0","0","harro","0","hallo","herro","0","hello"
"2120031","1","0","0","日進月歩","0","不言実行","一進一退","0","優柔不断"
"2120033","1","0","0","月曜日","0","木曜日","日曜日","0","金曜日"
"2120034","1","0","0","火曜日","0","金曜日","木曜日","0","水曜日"
"2120035","1","0","0","ダイビングメッセージ","0","ダビングメッセージ","ダンシングメッセージ","0","ダイイングメッセージ"
"2120036","1","0","0","獅子","0","牛","犬","0","馬"
"2120037","1","0","0","キッチン","0","川","クローゼット","0","トイレ"
"2120038","1","0","0","こころみる","0","かんがえる","かいまみる","0","かんがみる"
"2120039","1","0","0","二百万","0","三百万","五百万","0","八百万"
"2120042","1","0","0","猪","0","熊","猿","0","蛇"
"2120045","1","0","0","すべて正しい","0","瀕死","状態","0","一死"
"2120046","1","0","0","すべて正しい","0","人物","追跡","0","不信"
"2120047","1","0","0","すべて正しい","0","紙幣","両替","0","硬化"
"2120048","1","0","0","さんしゃさんよう","0","はちめんろっぴ","しぶんごれつ","0","きゅうしいっしょう"
"2120049","1","0","0","いちもうだじん","0","ひゃっぱちひゃくちゅう","しめんそか","0","せんざいいちぐう"
"2120050","1","0","0","測る","0","謀る","計る","0","図る"
"2120051","1","0","0","付く","0","着く","突く","0","就く"
"2120053","1","0","0","白","0","赤","黒","0","青"
"2120054","1","0","0","二分","0","三分","七分","0","五分"
"2120055","1","0","0","師弟","0","家族","カップル","0","敵同士"
"2120056","1","0","0","アスパラ","0","マツタケ","シイタケ","0","タケノコ"
"2120057","1","0","0","命","0","女","仕事","0","金"
"2120058","1","0","0","糸","0","麻","髪の毛","0","真綿"
"2120059","1","0","0","うなじ","0","耳","あご","0","眉"
"2120060","1","0","0","猫","0","鶴","犬","0","亀"
"2120061","1","0","0","兎","0","狸","猫","0","狐"
"2121001","1","0","0","バイトばっかり団","0","ばたんきゅー冒険団","ぼくらの防衛団","0","バイバイぼっち団"
"2121002","1","0","0","ジ・オーダー・オブ・ハデス・イモータル","0","ザ・バタリオン・オブ・ハデス・イモータル","ザ・バタリオン・オブ・ゲヘナ・イモータルズ","0","ジ・オーダー・オブ・ゲヘナ・イモータルズ"
"2121003","1","0","0","獰猛女君","0","誓約女君","聖夜女君","0","絶対妻君"
"2121004","1","0","0","しっぷうのダークプリンセス","0","しっぷうのめいひめ","しっぷうのめいひ","0","しっぷうのヘカーテ"
"2121005","1","0","0","100000000","0","10000000","1000","0","1000000"
"2130004","1","0","0","中指","0","親指","小指","0","薬指"
"2130005","1","0","0","人差し指","0","薬指","親指","0","中指"
"2130006","1","0","0","親指","0","中指","薬指","0","人差し指"
"2130007","1","0","0","米","0","肉","野菜","0","酒"
"2130008","1","0","0","料理人","0","貧乏人","頑固者","0","世間知らず"
"2130009","1","0","0","尾","0","病","原","0","床"
"2130011","1","0","0","北","0","東","西","0","南"
"2130014","1","0","0","納戸","0","トイレ","居間","0","台所"
"2130015","1","0","0","八","0","七","六","0","九"
"2130016","1","0","0","ピアノ","0","琴","ギター","0","三味線"
"2130018","1","0","0","馬耳東風","0","再三再四","千変万化","0","天衣無法"
"2130019","1","0","0","穀物","0","貢献","貴重","0","格下"
"2130020","1","0","0","木刀","0","貝殻","金券","0","掛軸"
"2130021","1","0","0","汚名返上","0","器用貧乏","無芸大食","0","羊頭苦肉"
"2130022","1","0","0","冬","0","春","夏","0","秋"
"2130023","1","0","0","タン","0","ホン","チュウ","0","ハン"
"2130024","1","0","0","コン","0","イツ","サン","0","タン"
"2130025","1","0","0","テン","0","イン","キン","0","シン"
"2130026","1","0","0","乃伊木","0","伊乃木","木伊乃","0","木乃伊"
"2130027","1","0","0","ねっとう","0","さらゆ","ちょうおんとう","0","ぬるまゆ"
"2130028","1","0","0","鉄琴","0","手風琴","口風琴","0","自鳴琴"
"2130029","1","0","0","寸描","0","点描","線描","0","素描"
"2130030","1","0","0","平凡","0","大胆","不注意","0","用心しすぎ"
"2130031","1","0","0","双六","0","将棋","麻雀","0","囲碁"
"2130033","1","0","0","女性","0","賭け事","食事","0","釣り"
"2130034","1","0","0","鰹","0","鮪","鯵","0","鰯"
"2130035","1","0","0","災難続き","0","悪いときの助け船","突然のチャンス","0","良いときの邪魔者"
"2130036","1","0","0","百合","0","菊","薔薇","0","蓮"
"2130037","1","0","0","松","0","桜","梅","0","菊"
"2130039","1","0","0","いっぺん","0","いちまつ","いっき","0","いちる"
"2130041","1","0","0","指圧","0","タコ漁","生け花","0","サイコロ博打"
"2130044","1","0","0","ヤモリ","0","カマキリ","カエル","0","クモ"
"2130045","1","0","0","スズムシ","0","カエル","ネコ","0","カラス"
"2130046","1","0","0","武士","0","盗人","居候","0","江戸っ子"
"2130047","1","0","0","サギ","0","カラス","カモ","0","キジ"
"2130048","1","0","0","芽","0","カビ","草","0","苔"
"2130049","1","0","0","すいさつ","0","ついかく","ずいし","0","すいこう"
"2130050","1","0","0","獅子","0","刀","車","0","翼"
"2130052","1","0","0","辛子をつける","0","塩をつける","酢をつける","0","味噌をつける"
"2130053","1","0","0","筆あわ","0","筆むぎ","筆いね","0","筆まめ"
"2130054","1","0","0","ことごとく","0","しばらく","あまねく","0","ようやく"
"2130055","1","0","0","詩を書く","0","詩集","詩","0","詩人"
"2130058","1","0","0","ざくろ","0","びわ","あけび","0","いちじく"
"2130059","1","0","0","つくし","0","わらび","ぜんまい","0","うど"
"2130061","1","0","0","さるすべり","0","しょうぶ","おみなえし","0","かきつばた"
"2131001","1","0","0","エターナルアビス＝エアスラッシャー","0","ディープエターナル＝エアスラッシャー","ディープエターナル＝ディヴァイダー","0","エターナルアビス＝ディヴァイダー"
"2131002","1","0","0","ギアスグリモワール・ナンバーオブサタン","0","アポカリプスコード・スリーシックス","アビステクノロジー・ヘルコード","0","ギアスアポクリフォ・タイラントコード"
"2131003","1","0","0","百人一首","0","百貨店","百点満点","0","百面相"
"2131004","1","0","0","愛言葉","0","胸の内","お仕事","0","推し事"
"2131005","1","0","0","マラソン","0","クルーズ","ファイト","0","キャンプ"
"2210001","1","0","0","ゲンゴロウ","0","アオダイショウ","ヤゴ","0","オタマジャクシ"
"2210003","1","0","0","耳","0","翼","しっぽ","0","角"
"2210004","1","0","0","ロンゴ","0","ダンゴ","サンゴ","0","イナゴ"
"2210005","1","0","0","オウム","0","ペリカン","コウノトリ","0","カラス"
"2210006","1","0","0","ターメリック","0","ガーリック","オニオン","0","ジンジャー"
"2210007","1","0","0","ランブータン","0","マンゴー","ドリアン","0","アボカド"
"2210008","1","0","0","パーシー","0","パンジー","パール","0","パクチー"
"2210009","1","0","0","キュウリ","0","ピーマン","ハクサイ","0","ニンジン"
"2210011","1","0","0","は虫類","0","哺乳類","鳥類","0","魚類"
"2210012","1","0","0","自己防衛","0","罷免","慣れ","0","免疫"
"2210013","1","0","0","目","0","鼻","口","0","耳"
"2210015","1","0","0","ネコ科","0","リス科","イヌ科","0","イタチ科"
"2210016","1","0","0","おばあさん","0","お父さん","おじいさん","0","お母さん"
"2210018","1","0","0","目","0","口","耳","0","鼻"
"2210019","1","0","0","コイ","0","サバ","アユ","0","サケ"
"2210020","1","0","0","ゴリラ","0","パンダ","ヒツジ","0","ラクダ"
"2210021","1","0","0","トラ","0","ダチョウ","ライオン","0","チーター"
"2210022","1","0","0","フクロウ","0","カッコウ","キツツキ","0","オウム"
"2210024","1","0","0","八重歯","0","情知らず","物知らず","0","親知らず"
"2210025","1","0","0","ライチョウ","0","フラミンゴ","コウノトリ","0","クジャク"
"2210026","1","0","0","モクズガニ","0","ズワイガニ","タカアシガニ","0","タラバガニ"
"2210027","1","0","0","イチゴ糖","0","ミカン糖","レモン糖","0","ブドウ糖"
"2210029","1","0","0","マイタケ","0","マツタケ","シイタケ","0","ソデタケ"
"2210030","1","0","0","ナツメグ","0","フォアグラ","キャビア","0","トリュフ"
"2210032","1","0","0","変体動物","0","剛体動物","解体動物","0","軟体動物"
"2210034","1","0","0","キャベツ","0","モヤシ","レタス","0","ピーマン"
"2210035","1","0","0","くろまめ","0","えんどうまめ","なたまめ","0","そらまめ"
"2210037","1","0","0","上腕五頭筋","0","上腕一頭筋","ヒラメ筋","0","上腕二頭筋"
"2210040","1","0","0","緑","0","青","黄","0","赤"
"2210041","1","0","0","10匹","0","20匹","5匹","0","1匹"
"2210042","1","0","0","尻尾","0","鼻","前脚","0","耳"
"2210045","1","0","0","池","0","川","湖","0","海"
"2210046","1","0","0","木をつついて穴をあける","0","地上を高速で走る","首が360度回る","0","くちばしが膨らむ"
"2210047","1","0","0","小石","0","サンゴ","ペンション","0","貝"
"2210048","1","0","0","キク","0","アサガオ","サザンカ","0","サクラ"
"2210049","1","0","0","あくび","0","しゃっくり","くしゃみ","0","いびき"
"2210050","1","0","0","頭こう骨","0","頭とう骨","頭あい骨","0","頭がい骨"
"2210051","1","0","0","56℃前後","0","26℃前後","46℃前後","0","36℃前後"
"2210052","1","0","0","ハンミョウ","0","キリギリス","カマドウマ","0","カメレオン"
"2210054","1","0","0","シチミトウガラシウオ","0","コショウウオ","タバスコウオ","0","サンショウウオ"
"2210056","1","0","0","ヒグマ","0","ホッキョクグマ","ツキノワグマ","0","クマゲラ"
"2210057","1","0","0","あまい","0","にがい","すっぱい","0","あつい"
"2210058","1","0","0","ハチ","0","セミ","トンボ","0","ホタル"
"2210059","1","0","0","アメリカンドッグ","0","ソルティドッグ","ホットドッグ","0","ブルドッグ"
"2210060","1","0","0","ハゼノキ","0","モミジ","ツツジ","0","イチョウ"
"2211001","1","0","0","ミミ","0","ミソギ","キョウカ","0","ユニ"
"2211002","1","0","0","～だぴょん♪","0","～ガオッ","～であーる","0","～ッス"
"2211003","1","0","0","シェフィ","0","ぺコリーヌ","コッコロ","0","キャル"
"2211004","1","0","0","イオ殿","0","イオっち","イオせんせー","0","ちゃんイオ"
"2211005","1","0","0","プレシア","0","リリ","クリア","0","ミソラ"
"2220001","1","0","0","ゆのみ","0","やしのみ","このみ","0","くまのみ"
"2220002","1","0","0","アサガオ","0","タンポポ","アジサイ","0","サザンカ"
"2220005","1","0","0","12本","0","10本","6本","0","8本"
"2220006","1","0","0","ウリ科","0","バラ科","ミカン科","0","ナス科"
"2220007","1","0","0","ババガメ","0","ジジガメ","トノガメ","0","オサガメ"
"2220008","1","0","0","マンゴー","0","パパイヤ","パイナップル","0","キーウィ"
"2220009","1","0","0","カカト","0","ミミ","カミ","0","アシ"
"2220010","1","0","0","解毒の機能がある","0","食べ物を消化する","血液を作る","0","役に立っていない"
"2220012","1","0","0","オランウータン","0","ゴリラ","チンパンジー","0","ニホンザル"
"2220015","1","0","0","クワガタムシ","0","マツムシ","クツワムシ","0","スズムシ"
"2220016","1","0","0","ペルセウスオオカブト","0","アキレスオオカブト","アマゾネスオオカブト","0","ヘラクレスオオカブト"
"2220017","1","0","0","分かれていない","0","2つ","3つ","0","4つ"
"2220018","1","0","0","アメリカクロクマ","0","ツキノワグマ","ヒグマ","0","ホッキョクグマ"
"2220019","1","0","0","セミ","0","クワガタ","テントウムシ","0","カマキリ"
"2220020","1","0","0","頬冠","0","肌頬","貯頬","0","頬袋"
"2220021","1","0","0","ボタンキンバイ","0","ベニバナクサギ","カノコユリ","0","コチョウラン"
"2220022","1","0","0","棍棒","0","脂肪","心房","0","細胞"
"2220023","1","0","0","アリ","0","キリギリス","バッタ","0","コオロギ"
"2220024","1","0","0","シャチ","0","アンコウ","サメ","0","フグ"
"2220025","1","0","0","て","0","い","め","0","く"
"2220026","1","0","0","タコ","0","ウニ","イカ","0","クラゲ"
"2220027","1","0","0","タコ","0","クラゲ","イカ","0","ウニ"
"2220028","1","0","0","ラクダ","0","犬","羊","0","牛"
"2220030","1","0","0","さかき","0","なぎさ","うさぎ","0","さなぎ"
"2220031","1","0","0","カバ","0","ヘビ","カメレオン","0","ワニ"
"2220033","1","0","0","オランウータン","0","ゴリラ","チンパンジー","0","マントヒヒ"
"2220034","1","0","0","カマキリ","0","カブトムシ","カナブン","0","クワガタ"
"2220038","1","0","0","7日後","0","7ヵ月後","7週間後","0","7年後"
"2220040","1","0","0","コスモス","0","ヒマワリ","アジサイ","0","ウメ"
"2220042","1","0","0","腰","0","手","頭","0","足"
"2220043","1","0","0","実名","0","本名","和名","0","学名"
"2220044","1","0","0","イモ・アジエンス","0","ホモ・アジエンス","モモ・サピエンス","0","ホモ・サピエンス"
"2220046","1","0","0","スズムシ","0","セミ","カブトムシ","0","トンボ"
"2220047","1","0","0","芥子植物","0","硝子植物","束子植物","0","種子植物"
"2220048","1","0","0","毛深血管","0","毛様血管","毛頭血管","0","毛細血管"
"2220049","1","0","0","魚類","0","鳥類","両生類","0","貝類"
"2220050","1","0","0","フジツボ","0","エビ","カニ","0","クラゲ"
"2220051","1","0","0","オオアリクイ","0","ハリネズミ","ヤマアラシ","0","アルマジロ"
"2220052","1","0","0","炭水化物","0","たんぱく質","脂質","0","水"
"2220054","1","0","0","カワセミ","0","カッコウ","スズメ","0","ライチョウ"
"2220056","1","0","0","脂肪","0","毛","骨","0","皮膚"
"2220057","1","0","0","消化器","0","循環器","泌尿器","0","呼吸器"
"2220058","1","0","0","エビ","0","タコ","イカ","0","ウニ"
"2220059","1","0","0","奉仕","0","法師","法子","0","胞子"
"2220060","1","0","0","ナメコ","0","マイタケ","マツタケ","0","シメジ"
"2221001","1","0","0","イノリ","0","キョウカ","リリ","0","ミミ"
"2221002","1","0","0","トラライオン","0","タラトイガー","トライロッカー","0","トラタイガー"
"2221003","1","0","0","ぷんぽこりん","0","ぽんこりん","ぺんぺこりん","0","ぺんぽこりん"
"2221004","1","0","0","クルミ","0","トモ","ミサキ","0","ミヤコ"
"2221005","1","0","0","タテマツリワニ","0","ワニゴン","ワニドロロ","0","ドロゲーター"
"2230001","1","0","0","アルキン","0","アルヘナ","アルガン","0","アルベド"
"2230003","1","0","0","シャーリング","0","アイドリング","トラベリング","0","シバリング"
"2230005","1","0","0","心臓","0","肝臓","腎臓","0","膵臓"
"2230007","1","0","0","ピーチ","0","ピーラー","ピーナッツ","0","ピーヘン"
"2230008","1","0","0","ギャザリング","0","グルーミング","マウンティング","0","クラッタリング"
"2230010","1","0","0","イタチザメ科","0","ネコザメ科","イヌザメ科","0","ネズミザメ科"
"2230012","1","0","0","サンフラワーマリー","0","デイジーマリー","ポピーマリー","0","ローズマリー"
"2230013","1","0","0","ラチェット","0","レバー","スリット","0","フランジ"
"2230014","1","0","0","シダレザクラ","0","スミレ","フジ","0","アジサイ"
"2230015","1","0","0","茎","0","葉","根","0","実"
"2230016","1","0","0","パッションフルーツ","0","ジャックフルーツ","ミラクルフルーツ","0","ドラゴンフルーツ"
"2230017","1","0","0","チンゲンサイ","0","キャベツ","ホウレンソウ","0","ブロッコリー"
"2230018","1","0","0","けいご","0","でいご","こんご","0","ぜいご"
"2230019","1","0","0","個体によって違う","0","キリンのほうが多い","人間のほうが多い","0","同じ"
"2230021","1","0","0","ジャコウウマ科","0","ジャコウイヌ科","ジャコウクマ科","0","ジャコウネコ科"
"2230022","1","0","0","イネ科","0","キク科","セリ科","0","シソ科"
"2230023","1","0","0","赤","0","黒","縞模様","0","白"
"2230024","1","0","0","チンチラ","0","ビーバー","ヌートリア","0","カピバラ"
"2230026","1","0","0","マグロ","0","ウナギ","ドジョウ","0","ナマズ"
"2230027","1","0","0","タンポポトンボ","0","バナナトンボ","ヒマワリトンボ","0","ムギワラトンボ"
"2230028","1","0","0","クワガタ","0","トンボ","カブトムシ","0","カイコ"
"2230029","1","0","0","鮪","0","山女魚","鰆","0","鰻"
"2230030","1","0","0","5つ","0","2つ","1つ","0","3つ"
"2230031","1","0","0","ミミックオクトパス","0","マンタ","ホホジロザメ","0","シーラカンス"
"2230032","1","0","0","王帽筋","0","兵帽筋","侍帽筋","0","僧帽筋"
"2230033","1","0","0","口","0","目","尾ひれ","0","うろこ"
"2230034","1","0","0","XZ","0","XX","YY","0","XY"
"2230036","1","0","0","23本","0","15本","7本","0","0本"
"2230037","1","0","0","タカハシ","0","サトウ","スズキ","0","イトウ"
"2230038","1","0","0","ネコ科","0","リス科","イヌ科","0","イタチ科"
"2230040","1","0","0","ジャコウネコ科","0","ネコ科","ブタ科","0","イヌ科"
"2230043","1","0","0","アリジゴク","0","イモムシ","ヤゴ","0","ボウフラ"
"2230044","1","0","0","クワガタ","0","クモ","カブトムシ","0","カマキリ"
"2230045","1","0","0","生き返り","0","おうむ返し","ふり返り","0","こむら返り"
"2230046","1","0","0","ユリ科","0","ツツジ科","スミレ科","0","イネ科"
"2230048","1","0","0","常緑樹","0","針葉樹","広葉樹","0","落葉樹"
"2230049","1","0","0","キロロフィル","0","ケロロフィル","カロロフィル","0","クロロフィル"
"2230050","1","0","0","ハト","0","カッコウ","ニワトリ","0","フクロウ"
"2230051","1","0","0","星夜草","0","月夜草","星見草","0","月見草"
"2230052","1","0","0","スズメ貝","0","カラス貝","ウグイス貝","0","オウム貝"
"2230053","1","0","0","ハイハイ","0","マイマイ","カイカイ","0","アイアイ"
"2230055","1","0","0","マグロ筋","0","アナゴ筋","カツオ筋","0","ヒラメ筋"
"2230058","1","0","0","夢","0","水","石油","0","脂肪"
"2230059","1","0","0","キツネ","0","イヌ","タヌキ","0","ネコ"
"2230061","1","0","0","アッパー","0","ペッパー","ラッパー","0","ケッパー"
"2231001","1","0","0","白銀マスク","0","マスク・ド・ジュン","ノエルの淑女","0","聖女仮面"
"2231002","1","0","0","イリヤ","0","アヤネ","コッコロ","0","アオイ"
"2231003","1","0","0","マラカス","0","太鼓","カスタネット","0","タンバリン"
"2231004","1","0","0","アオイ","0","チエル","クロエ","0","ユニ"
"2231005","1","0","0","キャル","0","エリコ","ニノン","0","スズナ"
"2310002","1","0","0","0.5","0","0","2","0","1"
"2310003","1","0","0","水星","0","太陽","火星","0","月"
"2310005","1","0","0","金星","0","水星","火星","0","土星"
"2310006","1","0","0","真珠","0","エメラルド","トルコ石","0","ルビー"
"2310009","1","0","0","乾燥帯低気圧","0","温帯低気圧","寒帯低気圧","0","熱帯低気圧"
"2310010","1","0","0","キログラム","0","ヘクトパスカル","ミリバール","0","デシベル"
"2310011","1","0","0","リットル","0","メートル","キログラム","0","カロリー"
"2310012","1","0","0","9","0","12","24","0","6"
"2310014","1","0","0","48時間","0","12時間","36時間","0","24時間"
"2310015","1","0","0","1kgの綿","0","1kgの鉄","1kgの砂","0","すべて同じ"
"2310016","1","0","0","1600分","0","1360分","1520分","0","1440分"
"2310017","1","0","0","W","0","N","E","0","M"
"2310018","1","0","0","赤夜","0","黒夜","黄夜","0","白夜"
"2310019","1","0","0","ピンク","0","赤","白","0","黒"
"2310020","1","0","0","90度","0","30度","60度","0","45度"
"2310021","1","0","0","ホワイトホール","0","レッドホール","ブルーホール","0","ブラックホール"
"2310023","1","0","0","540度","0","180度","360度","0","720度"
"2310024","1","0","0","23","0","20","22","0","21"
"2310025","1","0","0","紀の川","0","湯の川","泥の川","0","天の川"
"2310026","1","0","0","炭素","0","窒素","水素","0","質素"
"2310027","1","0","0","100メートル","0","0.1メートル","10メートル","0","0.01メートル"
"2310028","1","0","0","ワッツ","0","ワルツ","スパッツ","0","ヘルツ"
"2310030","1","0","0","イコール","0","クロール","ショール","0","スコール"
"2310031","1","0","0","地面からの爆発","0","ロケットとの衝突","人工衛星との衝突","0","隕石との衝突"
"2310032","1","0","0","465.24日","0","265.24日","165.24日","0","365.24日"
"2310034","1","0","0","約59.5日","0","約39.5日","約49.5日","0","約29.5日"
"2310035","1","0","0","高層","0","切層","割層","0","断層"
"2310036","1","0","0","液化","0","爆発","酸化","0","沸騰"
"2310037","1","0","0","冷点","0","固点","寒点","0","氷点"
"2310038","1","0","0","8キロ","0","4キロ","6キロ","0","2キロ"
"2310039","1","0","0","-500","0","50","5050","0","0"
"2310041","1","0","0","全体日食","0","部分日食","金環日食","0","皆既日食"
"2310042","1","0","0","対立","0","反抗","反発","0","抵抗"
"2310043","1","0","0","ネイル","0","ホイル","マイル","0","コイル"
"2310044","1","0","0","キロリットル","0","ミリリットル","デシリットル","0","ミリメートル"
"2310045","1","0","0","155","0","160","150","0","200"
"2310047","1","0","0","2＋3","0","3＋2","3－2","0","3×2"
"2310049","1","0","0","新月","0","半月","三日月","0","満月"
"2310051","1","0","0","鉄","0","銀","銅","0","銭"
"2310052","1","0","0","中縁体","0","不導体","未絶体","0","半導体"
"2310053","1","0","0","S波","0","Q波","R波","0","P波"
"2310054","1","0","0","1万円札で100万円","0","1円玉100枚","米1合","0","水1リットル"
"2310056","1","0","0","満潮","0","赤潮","黒潮","0","干潮"
"2310059","1","0","0","2","0","底辺","高さ","0","円周率"
"2310060","1","0","0","雹","0","雷","霰","0","霜"
"2311001","1","0","0","1000","0","1480","1100","0","1200"
"2311002","1","0","0","540","0","460","700","0","630"
"2311003","1","0","0","7980","0","1600","5400","0","6400"
"2311004","1","0","0","セントールス","0","オーマ","トーゴク","0","ランドソル"
"2311005","1","0","0","950ルピ","0","1000ルピ","1150ルピ","0","1100ルピ"
"2320001","1","0","0","360度","0","0度","180度","0","90度"
"2320004","1","0","0","9本","0","2本","7本","0","5本"
"2320005","1","0","0","オイラレス","0","ボクレス","キミレス","0","アンタレス"
"2320006","1","0","0","ファール","0","ノネナール","ゼミナール","0","ルミノール"
"2320008","1","0","0","60000℃","0","60℃","600℃","0","6000℃"
