6a813f270f54e24ebb3f3faa15c0335b664a068c10c46a8fa0f1201292fd6415,7e89b82566e58b15ed96273ece2fc84b52084e3e575ad98be53a569f24570b1f,f837576282b15936495404b9ff09ba7a586147179d9dd09afec1b569296469ec,233fddc4587be871fd8d40398051f9807c4452b7b5d416044772f2dc5339c382,894c0b0c1101202048507a0e735d6e9ec4eaad152ec5c3176b84bd92dba16141,baed17482238a7cbdb4a9ae4fc3f70a0f3d18e7addc6a9143464aaddc1e10c19
"550106205","550106202","550106201","550106204","550106203","74006102"
"550106305","550106302","550106301","550106304","550106303","74006103"
"550106405","550106402","550106401","550106404","550106403","74006104"
"550106505","550106502","550106501","550106504","550106503","74006105"
"550106110","550106107","550106106","550106109","550106108","74006201"
"550106210","550106207","550106206","550106209","550106208","74006202"
"550106310","550106307","550106306","550106309","550106308","74006203"
"550106411","550106408","550106407","550106410","550106409","74006204"
"550106511","550106508","550106507","550106510","550106509","74006205"
"550106111","550106113","550106112","550106115","550106114","74006301"
"550106211","550106213","550106212","550106215","550106214","74006302"
"550106311","550106313","550106312","550106315","550106314","74006303"
"0","0","550106413","0","0","74006304"
"0","0","550106513","0","0","74006305"
"0","0","550106116","0","0","74006401"
"0","0","550106217","0","0","74006402"
"0","0","550106317","0","0","74006403"
"550106415","550106417","550106416","550106419","550106418","74006404"
"0","0","550106515","0","0","74006405"
"0","0","550106118","0","0","74006501"
"0","0","550106220","0","0","74006502"
"0","0","550106320","0","0","74006503"
"0","0","550106422","0","0","74006504"
"0","0","550106518","0","0","74006505"
"550107115","550107112","550107111","550107114","550107113","74007101"
"550107215","550107212","550107211","550107214","550107213","74007102"
"550107315","550107312","550107311","550107314","550107313","74007103"
"550107415","550107412","550107411","550107414","550107413","74007104"
"550107515","550107512","550107511","550107514","550107513","74007105"
"550107125","550107122","550107121","550107124","550107123","74007201"
"550107225","550107222","550107221","550107224","550107223","74007202"
"550107325","550107322","550107321","550107324","550107323","74007203"
"550107425","550107422","550107421","550107424","550107423","74007204"
"550107525","550107522","550107521","550107524","550107523","74007205"
"550107135","550107132","550107131","550107134","550107133","74007301"
"550107235","550107232","550107231","550107234","550107233","74007302"
"550107335","550107332","550107331","550107334","550107333","74007303"
"550107435","550107432","550107431","550107434","550107433","74007304"
"550107535","550107532","550107531","550107534","550107533","74007305"
"0","0","550107141","0","0","74007401"
"0","0","550107241","0","0","74007402"
"0","0","550107341","0","0","74007403"
"0","0","550107441","0","0","74007404"
"0","0","550107541","0","0","74007405"
"0","0","550107151","0","0","74007501"
"0","0","550107251","0","0","74007502"
"0","0","550107351","0","0","74007503"
"0","550107452","550107451","0","0","74007504"
"0","550107551","550107553","0","550107552","74007505"
"550108105","550108102","550108101","550108104","550108103","74008101"
"550108205","550108202","550108201","550108204","550108203","74008102"
"550108305","550108302","550108301","550108304","550108303","74008103"
"550108405","550108402","550108401","550108404","550108403","74008104"
"550108505","550108502","550108501","550108504","550108503","74008105"
"550108110","550108107","550108106","550108109","550108108","74008201"
"550108210","550108207","550108206","550108209","550108208","74008202"
"550108311","550108308","550108307","550108310","550108309","74008203"
"550108411","550108408","550108407","550108410","550108409","74008204"
"550108511","550108508","550108507","550108510","550108509","74008205"
"0","550108112","550108111","550108114","550108113","74008301"
"550108215","550108212","550108211","550108214","550108213","74008302"
"550108317","550108314","550108313","550108316","550108315","74008303"
"550108417","550108414","550108413","550108416","550108415","74008304"
"550108517","550108514","550108513","550108516","550108515","74008305"
"0","550108116","550108115","550108117","550108118","74008401"
"550108220","550108217","550108216","550108218","550108219","74008402"
"550108322","550108319","550108318","550108320","550108321","74008403"
"550108422","550108419","550108418","550108420","550108421","74008404"
"550108522","550108519","550108518","550108520","550108521","74008405"
"0","0","550108119","0","0","74008501"
"0","550108222","550108221","0","550108223","74008502"
"0","550108324","550108323","0","550108325","74008503"
"0","550108424","550108423","550108425","550108426","74008504"
"0","550108524","550108523","550108525","550108526","74008505"
