d4638c59d3d6083440b7af418a2e18b1a5f0c60cef7dd3aa13dc1a10b37132ee,481478f3e31948d6f2e8f3f25e8af95b13e0e8efcdc651f876bfba66f53e4057,338fecdc4b8e68d89e2431bc6191941c4515696b03456dd5a38aec036f1d9fe1,09a041c89230e438ae9953b2c0a0eb8ab3c1998996018f3245571adc2a129a43,63cf5a06dc100f55840cf540b917d736bc8e2e8f39e942eaab55a41fd975d3cb,ee087a1cc5439e62a97921e84957b6269dc021b565b074d1137010d5d0d77506,beeb9126e2ee0f773175674aba9a82731bb5ddcaa286e20f13182e698c4274d3,a296aaef3724785261f39a70505315c28ab4827aef73806f0931b68f94f98aba,bb95be496a1519bfff22bb5b974d7267cd66b8d118732d1d17e8e3bc7aab7d38,47bc91d1353515c88563cd57d44ea3d66fc50af702739e92d447956389e21697,42fe8553844eb60a3c17ff5ae8dcb6aae95a71aabf3679a23491674510beadc9,2a40ce941a7bf52845af125730ab2245172a6c4ddc3b6f1a96a7bc812420a0ec
"21015","17","2030/08/01 14:59:59","0","21","1","0","ヨリ（クリスマス）専用のグロウスフィア。キャラのステータスをLv250/RANK26まで強化できる。","2022/11/30 12:00:00","ヨリ（クリスマス）専用スフィア / Lv250","0","999"
"21016","20","2030/08/01 14:59:59","0","21","1","0","ミツキ（ニューイヤー）専用のグロウスフィア。キャラのステータスをLv250/RANK26まで強化できる。","2022/12/31 12:00:00","ミツキ（ニューイヤー）専用スフィア / Lv250","0","999"
"21017","21","2030/08/01 14:59:59","0","21","1","0","カヤ（リベレイター）専用のグロウスフィア。キャラのステータスをLv250/RANK26まで強化できる。","2023/01/31 12:00:00","カヤ（リベレイター）専用スフィア / Lv250","0","999"
"21018","22","2030/08/01 14:59:59","0","21","1","0","カリン（アルケミスト）専用のグロウスフィア。キャラのステータスをLv250/RANK26まで強化できる。","2023/04/30 12:00:00","カリン（アルケミスト）専用スフィア / Lv250","0","999"
"21019","24","2030/08/01 14:59:59","0","21","1","0","アキノ（サマー）専用のグロウスフィア。キャラのステータスをLv250/RANK26まで強化できる。","2023/06/30 12:00:00","アキノ（サマー）専用スフィア / Lv250","0","999"
"21020","25","2030/08/01 14:59:59","0","21","1","0","クウカ（サマー）専用のグロウスフィア。キャラのステータスをLv250/RANK26まで強化できる。","2023/07/31 12:00:00","クウカ（サマー）専用スフィア / Lv250","0","999"
"21021","27","2030/08/01 14:59:59","0","21","1","0","イノリ（ニューイヤー）専用のグロウスフィア。キャラのステータスをLv280/RANK29まで強化できる。","2023/12/31 12:00:00","イノリ（ニューイヤー）専用スフィア / Lv280","0","999"
"21022","28","2030/08/01 14:59:59","0","21","1","0","レイ（アストラル）専用のグロウスフィア。キャラのステータスをLv280/RANK29まで強化できる。","2024/01/31 12:00:00","レイ（アストラル）専用スフィア / Lv280","0","999"
"21900","4","2030/08/01 14:59:59","0","21","1","0","すべてのキャラに使用できるグロウスフィア。キャラのステータスをLv180/RANK19まで強化できる。","2021/02/21 12:00:00","グロウスフィア / Lv180","0","999"
"21901","11","2030/08/01 14:59:59","0","21","1","0","すべてのキャラに使用できるグロウスフィア。キャラのステータスをLv215/RANK23まで強化できる。","2022/01/31 12:00:00","グロウスフィア / Lv215","0","999"
"21902","18","2030/08/01 14:59:59","0","21","1","0","すべてのキャラに使用できるグロウスフィア。キャラのステータスをLv250/RANK26まで強化できる。","2022/11/30 12:00:00","グロウスフィア / Lv250","0","999"
"21903","19","2030/08/01 14:59:59","0","21","1","0","すべてのキャラに使用できるグロウスフィア。キャラのステータスをLv100/RANK12まで強化できる。","2022/12/15 12:00:00","グロウスフィア / Lv100","0","999"
"21904","23","2030/08/01 14:59:59","0","21","1","0","すべてのキャラに使用できるグロウスフィア。キャラのステータスをLv260/RANK28まで強化できる。","2023/04/30 12:00:00","グロウスフィア / Lv260","0","999"
"21905","26","2030/08/01 14:59:59","0","21","1","0","すべてのキャラに使用できるグロウスフィア。キャラのステータスをLv280/RANK29まで強化できる。","2023/10/30 12:00:00","グロウスフィア / Lv280","0","999"
"21951","10001","2030/08/01 14:59:59","0","23","1","0","すべてのキャラに使用できる専用装備１のグロウスフィア。専用装備１を作成し、Lv240まで強化できる。","2022/06/15 15:00:00","専用装備１グロウスフィア / Lv240","0","999"
"21952","10002","2030/08/01 14:59:59","0","23","1","0","すべてのキャラに使用できる専用装備１のグロウスフィア。専用装備１を作成し、Lv270まで強化できる。","2023/05/15 15:00:00","専用装備１グロウスフィア / Lv270","0","999"
"21953","10003","2030/08/01 14:59:59","0","23","1","0","すべてのキャラに使用できる専用装備１のグロウスフィア。専用装備１を作成し、Lv290まで強化できる。","2024/02/15","専用装備１グロウスフィア / Lv290","0","999"
"22001","10","2030/08/01 14:59:59","0","3","1","120","キャラの装備強化に使用すると、装備強化Ptが10加算される。","2015/12/17 15:00:00","精錬石","0","999999"
"22002","60","2030/08/01 14:59:59","0","3","2","720","キャラの装備強化に使用すると、装備強化Ptが60加算される。","2015/12/17 15:00:00","上精錬石","0","999999"
"22003","200","2030/08/01 14:59:59","0","3","3","2400","キャラの装備強化に使用すると、装備強化Ptが200加算される。","2015/12/17 15:00:00","精錬結晶","0","999999"
"23001","0","2030/08/01 14:59:59","0","5","1","0","クリアランク★3を獲得したクエストの、プレイ時間をスキップするチケット。","2015/12/17 15:00:00","スキップチケット","0","999999"
"23002","0","2030/08/01 14:59:59","0","5","1","0","アドベンチャーのクエストにかかる時間を短縮することができるチケット。","2015/12/17 15:00:00","ファストチケット","0","999999"
"23003","0","2030/08/01 14:59:59","0","5","1","0","マスタリーガチャを1回引くことができるチケット。","2015/12/17 15:00:00","マスタリーチケット","0","999999"
"24001","0","2030/08/01 14:59:59","0","8","1","0","プラチナガチャやピックアップガチャを1回引くことができるガチャチケット。","2015/12/17 15:00:00","プラチナガチャチケット","0","999"
"24003","0","2030/08/01 14:59:59","0","10","1","0","共闘時に使用すると、クリア時の報酬が豪華になるチケット。","2015/12/17 15:00:00","共闘チケット","0","999"
"24004","0","2030/08/01 14:59:59","0","8","1","0","ガチャを10回引くことができるガチャチケット。","2015/12/17 15:00:00","10回ガチャチケット","0","999"
"24005","0","2030/08/01 14:59:59","0","17","1","0","対象の★3キャラをランダムで1キャラ仲間にできる特別なガチャチケット。","2020/08/04 12:00:00","★3確定 アニメガチャチケット （プリンセスコネクト！Re:Dive 1）","0","999"
"24006","0","2030/08/01 14:59:59","0","17","1","0","対象の★3キャラをランダムで1キャラ仲間にできる特別なガチャチケット。","2020/09/03 19:00:00","★3確定 アニメガチャチケット （プリンセスコネクト！Re:Dive 2）","0","999"
"24007","0","2030/08/01 14:59:59","0","17","1","0","対象の★3キャラをランダムで1キャラ仲間にできる特別なガチャチケット。","2020/10/01 17:00:00","★3確定 アニメガチャチケット （プリンセスコネクト！Re:Dive 3）","0","999"
"24008","0","2030/08/01 14:59:59","0","17","1","0","対象の★3キャラをランダムで1キャラ仲間にできる特別なガチャチケット。","2020/11/05 12:00:00","★3確定 アニメガチャチケット （プリンセスコネクト！Re:Dive 4）","0","999"
"24009","0","2030/08/01 14:59:59","0","17","1","0","対象の★3キャラをランダムで1キャラ仲間にできる特別なガチャチケット。","2021/02/21 12:00:00","★3確定 プリコネフェス記念ガチャチケット","0","999"
"24010","0","2030/08/01 14:59:59","0","17","1","0","対象の★3キャラをランダムで1キャラ仲間にできる特別なガチャチケット。","2022/02/14 12:00:00","★3確定 プリコネフェス2022記念ガチャチケット","0","999"
"24011","0","2030/08/01 14:59:59","0","17","1","0","対象の★3キャラをランダムで1キャラ仲間にできる特別なガチャチケット。","2022/03/21","★3確定アニメガチャチケット プリンセスコネクト！Re:Dive Season2 1","0","999"
"24012","0","2030/08/01 14:59:59","0","17","1","0","対象の★3キャラをランダムで1キャラ仲間にできる特別なガチャチケット。","2022/04/18","★3確定アニメガチャチケット プリンセスコネクト！Re:Dive Season2 2","0","999"
"24013","0","2030/08/01 14:59:59","0","17","1","0","対象の★3キャラをランダムで1キャラ仲間にできる特別なガチャチケット。","2022/05/16","★3確定アニメガチャチケット プリンセスコネクト！Re:Dive Season2 3","0","999"
"24014","0","2030/08/01 14:59:59","0","17","1","0","対象の★3キャラをランダムで1キャラ仲間にできる特別なガチャチケット。","2022/01/15 15:00:00","★3確定 プリコネフェス2023記念ガチャチケット","0","999"
"24015","0","2030/08/01 14:59:59","0","17","1","0","対象の★3キャラをランダムで1キャラ仲間にできる特別なガチャチケット。","2023/02/14 15:00:00","★3確定 5周年記念ガチャチケット","0","999"
"24016","0","2030/08/01 14:59:59","0","17","1","0","対象の★3キャラをランダムで1キャラ仲間にできる特別なガチャチケット。","2023/02/14 15:00:00","★3確定 Sダッシュガチャチケット","0","999"
"24017","0","2030/08/01 14:59:59","0","17","1","0","対象の★3キャラをランダムで1キャラ仲間にできる特別なガチャチケット。","2024/02/09 12:00:00","★3確定 プリコネフェス2024記念ガチャチケット","0","999"
"24018","0","2030/08/01 14:59:59","0","17","1","0","対象の★3キャラをランダムで1キャラ仲間にできる特別なガチャチケット。","2025/02/09 12:00:00","★3確定 プリコネフェス2025記念ガチャチケット","0","999"
"24019","0","2030/08/01 14:59:59","0","17","1","0","対象の★3キャラをランダムで1キャラ仲間にできる特別なガチャチケット。","2025/04/30 12:00:00","GWガチャチケット(火)2025","0","999"
"24020","0","2030/08/01 14:59:59","0","17","1","0","対象の★3キャラをランダムで1キャラ仲間にできる特別なガチャチケット。","2025/04/30 12:00:00","GWピックアップガチャチケット(火)2025","0","999"
"24021","0","2030/08/01 14:59:59","0","17","1","0","対象の★3キャラをランダムで1キャラ仲間にできる特別なガチャチケット。","2025/04/30 12:00:00","GWガチャチケット(闇)2025","0","999"
"24022","0","2030/08/01 14:59:59","0","17","1","0","対象の★3キャラをランダムで1キャラ仲間にできる特別なガチャチケット。","2025/04/30 12:00:00","GWピックアップガチャチケット(闇)2025","0","999"
"25001","0","2030/08/01 14:59:59","0","20","1","0","キャラの大いなる力を呼び醒ますアイテム。","2015/12/17 15:00:00","プリンセスオーブ","0","99999"
"25011","0","2030/08/01 14:59:59","0","29","1","0","世界を構成している属性の力であるアストラルのうち火の属性が結晶化した宝玉。使用することで対応する属性を活性化させることができる。","2015/12/17 15:00:00","アストラルスフィア（火）","30","999999999"
"25012","0","2030/08/01 14:59:59","0","29","1","0","世界を構成している属性の力であるアストラルのうち水の属性が結晶化した宝玉。使用することで対応する属性を活性化させることができる。","2015/12/17 15:00:00","アストラルスフィア（水）","50","999999999"
"25013","0","2030/08/01 14:59:59","0","29","1","0","世界を構成している属性の力であるアストラルのうち風の属性が結晶化した宝玉。使用することで対応する属性を活性化させることができる。","2015/12/17 15:00:00","アストラルスフィア（風）","20","999999999"
"25014","0","2030/08/01 14:59:59","0","29","1","0","世界を構成している属性の力であるアストラルのうち光の属性が結晶化した宝玉。使用することで対応する属性を活性化させることができる。","2015/12/17 15:00:00","アストラルスフィア（光）","40","999999999"
"25015","0","2030/08/01 14:59:59","0","29","1","0","世界を構成している属性の力であるアストラルのうち闇の属性が結晶化した宝玉。使用することで対応する属性を活性化させることができる。","2015/12/17 15:00:00","アストラルスフィア（闇）","60","999999999"
"25021","0","2030/08/01 14:59:59","0","29","1","0","世界を構成している属性の力であるアストラルの結晶。内に秘めた属性が未分化の不安定な状態ゆえに励起されると莫大な属性の力を放つ。","2015/12/17 15:00:00","アストラルシャード","10","999999999"
"25101","0","2030/08/01 14:59:59","0","29","1","0","アストラルの顕在化により発生した宝珠。未確認物質でできており使用するとなぜかプリンセスナイトの　権能を強化拡張することができる。","2015/12/17 15:00:00","マスターピース","0","9999"
"25102","0","2030/08/01 14:59:59","0","29","1","0","アストラルの顕在化により発生したマスターピースの欠片。互いに引きあう性質を持ち複数を集めることで合体し、マスターピースとなる。","2015/12/17 15:00:00","マスターピース（欠片）","0","99999"
"26101","0","2030/08/01 14:59:59","0","9","1","0","ルナの塔に挑戦した者のみが獲得できる、アストルム内のショップでは流通していない珍しいコイン。","2015/12/17 15:00:00","ルナコイン","0","999"
"26201","0","2030/08/01 14:59:59","0","25","1","0","EX装備の強化に使用すると、強化Ptが1加算される。","2015/12/17 15:00:00","EX装備強化Pt","0","999999999"
"26202","0","2030/08/01 14:59:59","0","25","1","0","EX装備の錬成に使用することができる。","2015/12/17 15:00:00","EX装備錬成Pt","0","999999999"
"26203","0","2030/08/01 14:59:59","0","33","1","0","アルケス錬金堂の最高の秘術である究極錬成において使用される宝玉。装備の効果自体を物質化したもので特殊な武具に付与することが可能。","2015/12/17 15:00:00","錬成スフィア","0","999999999"
"27001","0","2030/08/01 14:59:59","0","17","1","0","特定のキャラを交換できるチケット。","2015/12/17 15:00:00","スペシャル交換チケット","0","999"
"27002","0","2030/08/01 14:59:59","0","17","1","0","特定のキャラを交換できるチケット。","2015/12/17 15:00:00","スペシャル交換チケット","0","999"
"27003","0","2030/08/01 14:59:59","0","17","1","0","特定のキャラを交換できるチケット。","2015/12/17 15:00:00","スペシャル交換チケット","0","999"
"27004","0","2030/08/01 14:59:59","0","17","1","0","特定のキャラを交換できるチケット。","2015/12/17 15:00:00","スペシャル交換チケット","0","999"
"27005","0","2030/08/01 14:59:59","0","17","1","0","特定のキャラを交換できるチケット。","2022/02/15 15:00:00","4th Anniv. スペシャル交換チケット","0","999"
"27006","0","2030/08/01 14:59:59","0","17","1","0","特定のキャラを交換できるチケット。","2015/12/17 15:00:00","スペシャル交換チケット","0","999"
"27007","0","2030/08/01 14:59:59","0","17","1","0","特定のキャラを交換できるチケット。","2015/12/17 15:00:00","スペシャル交換チケット","0","999"
"27008","0","2030/08/01 14:59:59","0","17","1","0","特定のキャラを交換できるチケット。","2023/02/15 15:00:00","5th Anniv. スペシャル交換チケット","0","999"
"27009","0","2030/08/01 14:59:59","0","17","1","0","特定のキャラを交換できるチケット。","2023/04/30 12:00:00","コラボ記念 スペシャル交換チケット","0","999"
"27010","0","2030/08/01 14:59:59","0","17","1","0","特定のキャラを交換できるチケット。","2015/12/17 15:00:00","スペシャル交換チケット","0","999"
"27011","0","2030/08/01 14:59:59","0","17","1","0","特定のキャラを交換できるチケット。","2023/08/15 12:00:00","Sダッシュ スペシャル交換チケット","0","999"
"27012","0","2030/08/01 14:59:59","0","17","1","0","特定のキャラを交換できるチケット。","2023/12/31 12:00:00","スペシャル交換チケット（限定＋）","0","999"
"27013","0","2030/08/01 14:59:59","0","17","1","0","特定のキャラを交換できるチケット。","2024/02/15 00:00:00","6th Anniv. スペシャル交換チケット","0","999"
"27014","0","2030/08/01 14:59:59","0","17","1","0","特定のキャラを交換できるチケット。","2024/04/30 12:00:00","スペシャル交換チケット（限定＋）","0","999"
"27015","0","2030/08/01 14:59:59","0","17","1","0","特定のキャラを交換できるチケット。","2024/08/15 15:00:00","スペシャル交換チケット（限定＋）","0","999"
"27016","0","2030/08/01 14:59:59","0","17","1","0","特定のキャラを交換できるチケット。","2024/12/20 5:30:00","スペシャル交換チケット（限定＋）","0","999"
"27017","0","2030/08/01 14:59:59","0","17","1","0","特定のキャラを交換できるチケット。","2024/12/31 12:00:00","スペシャル交換チケット（限定＋）","0","999"
"27018","0","2030/08/01 14:59:59","0","17","1","0","特定のキャラを交換できるチケット。","2025/02/15 15:00:00","スペシャル交換チケット（フェス限定＋）","0","999"
"27019","0","2030/08/01 14:59:59","0","17","1","0","特定のキャラを交換できるチケット。","2025/02/15 15:00:00","スペシャル交換チケット（限定＋）","0","999"
"27020","0","2030/08/01 14:59:59","0","17","1","0","特定のキャラを交換できるチケット。","2025/04/30 12:00:00","スペシャル交換チケット（限定＋）","0","999"
"28001","0","2030/08/01 14:59:59","0","17","1","0","特定のキャラのメモリーピースを交換できるチケット。","2020/08/04 12:00:00","ペコリーヌのメモリーピース交換チケット","0","999"
"28002","0","2030/08/01 14:59:59","0","17","1","0","特定のキャラのメモリーピースを交換できるチケット。","2020/08/04 12:00:00","コッコロのメモリーピース交換チケット","0","999"
"28003","0","2030/08/01 14:59:59","0","17","1","0","特定のキャラのメモリーピースを交換できるチケット。","2020/08/04 12:00:00","キャルのメモリーピース交換チケット","0","999"
"28004","0","2030/08/01 14:59:59","0","17","1","0","特定のキャラのメモリーピースを交換できるチケット。","2020/09/03 19:00:00","ハツネのメモリーピース交換チケット","0","999"
"28005","0","2030/08/01 14:59:59","0","17","1","0","特定のキャラのメモリーピースを交換できるチケット。","2020/09/03 19:00:00","シオリのメモリーピース交換チケット","0","999"
"28006","0","2030/08/01 14:59:59","0","17","1","0","特定のキャラのメモリーピースを交換できるチケット。","2020/09/03 19:00:00","クリスティーナのメモリーピース交換チケット","0","999"
"28007","0","2030/08/01 14:59:59","0","17","1","0","特定のキャラのメモリーピースを交換できるチケット。","2020/10/01 17:00:00","ミミのメモリーピース交換チケット","0","999"
"28008","0","2030/08/01 14:59:59","0","17","1","0","特定のキャラのメモリーピースを交換できるチケット。","2020/10/01 17:00:00","ミソギのメモリーピース交換チケット","0","999"
"28009","0","2030/08/01 14:59:59","0","17","1","0","特定のキャラのメモリーピースを交換できるチケット。","2020/10/01 17:00:00","キョウカのメモリーピース交換チケット","0","999"
"28010","0","2030/08/01 14:59:59","0","17","1","0","特定のキャラのメモリーピースを交換できるチケット。","2020/11/05 12:00:00","シズルのメモリーピース交換チケット","0","999"
"28011","0","2030/08/01 14:59:59","0","17","1","0","特定のキャラのメモリーピースを交換できるチケット。","2020/11/05 12:00:00","リノのメモリーピース交換チケット","0","999"
"28012","0","2030/08/01 14:59:59","0","17","1","0","特定のキャラのメモリーピースを交換できるチケット。","2020/11/05 12:00:00","ネネカのメモリーピース交換チケット","0","999"
"28013","0","2030/08/01 14:59:59","0","17","1","0","特定のキャラのメモリーピースを交換できるチケット。","2022/03/21","ユニのメモリーピース交換チケット","0","999"
"28014","0","2030/08/01 14:59:59","0","17","1","0","特定のキャラのメモリーピースを交換できるチケット。","2022/03/21","チエルのメモリーピース交換チケット","0","999"
"28015","0","2030/08/01 14:59:59","0","17","1","0","特定のキャラのメモリーピースを交換できるチケット。","2022/03/21","クロエのメモリーピース交換チケット","0","999"
"28016","0","2030/08/01 14:59:59","0","17","1","0","特定のキャラのメモリーピースを交換できるチケット。","2022/04/18","チカのメモリーピース交換チケット","0","999"
"28017","0","2030/08/01 14:59:59","0","17","1","0","特定のキャラのメモリーピースを交換できるチケット。","2022/04/18","カスミのメモリーピース交換チケット","0","999"
"28018","0","2030/08/01 14:59:59","0","17","1","0","特定のキャラのメモリーピースを交換できるチケット。","2022/04/18","モニカのメモリーピース交換チケット","0","999"
"28019","0","2030/08/01 14:59:59","0","17","1","0","特定のキャラのメモリーピースを交換できるチケット。","2022/05/16","ラビリスタのメモリーピース交換チケット","0","999"
"28020","0","2030/08/01 14:59:59","0","17","1","0","特定のキャラのメモリーピースを交換できるチケット。","2022/05/16","ジュンのメモリーピース交換チケット","0","999"
"28021","0","2030/08/01 14:59:59","0","17","1","0","特定のキャラのメモリーピースを交換できるチケット。","2022/05/16","エリコのメモリーピース交換チケット","0","999"
"28022","0","2030/08/01 14:59:59","0","17","1","0","特定のキャラのメモリーピースを交換できるチケット。","2022/01/15 15:00:00","プリンセスフェス限定メモリーピース交換チケット2023","0","999"
"28023","0","2030/08/01 14:59:59","0","17","1","0","特定のキャラのメモリーピースを交換できるチケット。","2022/01/15 15:00:00","限定メモリーピース交換チケット2023","0","999"
"28024","0","2030/08/01 14:59:59","0","17","1","0","特定のキャラのメモリーピースを交換できるチケット。","2022/01/15 15:00:00","メモリーピース交換チケット2023","0","999"
"28025","0","2030/08/01 14:59:59","0","17","1","0","特定のキャラのメモリーピースを交換できるチケット。","2024/04/30 12:00:00","GWメモリーピース交換チケット2024","0","999"
"28026","0","2030/08/01 14:59:59","0","17","1","0","特定のキャラのピュアメモリーピースを交換できるチケット。","2024/04/30 12:00:00","GWピュアメモリーピース交換チケット2024","0","999"
"28027","0","2030/08/01 14:59:59","0","17","1","0","特定のキャラのメモリーピースを交換できるチケット。","2024/08/15 15:00:00","6.5周年メモリーピース交換チケット","0","999"
"28028","0","2030/08/01 14:59:59","0","17","1","0","特定のキャラのピュアメモリーピースを交換できるチケット。","2024/08/15 15:00:00","6.5周年ピュアメモリーピース交換チケット","0","999"
"28029","0","2030/08/01 14:59:59","0","17","1","0","特定のキャラのメモリーピースを交換できるチケット。","2024/12/31 12:00:00","2024 年末年始メモリーピース交換チケット","0","999"
"28030","0","2030/08/01 14:59:59","0","17","1","0","特定のキャラのピュアメモリーピースを交換できるチケット。","2024/12/31 12:00:00","2024 年末年始ピュアメモリーピース交換チケット","0","999"
"28031","0","2030/08/01 14:59:59","0","17","1","0","特定のキャラのメモリーピースを交換できるチケット。","2025/02/15 15:00:00","7周年 メモリーピース交換チケット","0","999"
"28032","0","2030/08/01 14:59:59","0","17","1","0","特定のキャラのピュアメモリーピースを交換できるチケット。","2025/02/15 15:00:00","7周年 ピュアメモリーピース交換チケット","0","999"
"28033","0","2030/08/01 14:59:59","0","17","1","0","特定のキャラのメモリーピースを交換できるチケット。","2025/04/30 12:00:00","GWメモリーピース交換チケット2025","0","999"
"28034","0","2030/08/01 14:59:59","0","17","1","0","特定のキャラのピュアメモリーピースを交換できるチケット。","2025/04/30 12:00:00","GWピュアメモリーピース交換チケット2025","0","999"
"28501","0","2030/08/01 14:59:59","0","17","1","0","特定のEX★5武器と交換できるチケット。","2024/10/15 15:00:00","EX★5武器交換チケット","0","999"
"31000","0","2030/08/01 14:59:59","0","6","2","0","記憶の欠片が封印されたアイテム。一定数集めると、キャラの秘められた力を解き放つ。","2015/12/17 15:00:00","メモリーピース","0","1"
"31001","31001","2030/08/01 14:59:59","0","11","1","0","ヒヨリの記憶の欠片が封印されたアイテム。一定数集めると、キャラの秘められた力を解き放つ。","2015/12/17 15:00:00","ヒヨリのメモリーピース","5174112","9999"
"31002","31002","2030/08/01 14:59:59","0","11","1","0","ユイの記憶の欠片が封印されたアイテム。一定数集めると、キャラの秘められた力を解き放つ。","2015/12/17 15:00:00","ユイのメモリーピース","7201112","9999"
"31003","31003","2030/08/01 14:59:59","0","11","1","0","レイの記憶の欠片が封印されたアイテム。一定数集めると、キャラの秘められた力を解き放つ。","2015/12/17 15:00:00","レイのメモリーピース","8301112","9999"
"31004","31004","2030/08/01 14:59:59","0","11","1","0","ミソギの記憶の欠片が封印されたアイテム。一定数集めると、キャラの秘められた力を解き放つ。","2015/12/17 15:00:00","ミソギのメモリーピース","6124112","9999"
