ad4ad5979dc66ba8ab07c21fc4e1e03ab3c7440d51d4f40877b3dd4ec62a9acc,a5d9bf8503890beb94c2ce424fcbdb463bf706c4e05b573950da55ba6bb51090,9235a2094944b4ce51dbd28ab1d58f22c09473b106518b7ac9deb0f9b7a9f547,da55d3c8b64dd6dafd73bfc81a9dc4e9b8f5d42afa61f688d5f187b61e8cbdb5,50ae0621f77be18c9a754041d7bee4018a6ff8597ad819cc91469f0ae8181431,a9490d2ab382191c3129287165cf2e0a8edaabeba9994fc2fd71fefb7afacd01,53bbc7fdd0779b4d6062fd671b53e6c58da9e5d4b803e485c2c9e47aa271d971,0535845c7f43c58624593431ebda11f0b3eae3b05e9b4457c65ce0c95369557a,10a633b689931367202d641905bea1fa188280bdd3dd7c0cccdcc29dbea71793,f6217b4ec29591aff6b98e839c3f0ecf441e17af4f0aaae13c25b545f5553f34,87d73d49e199a8c6d1214751071af3cfa82d9d18e4710c5b0de6ecb89843f562
"","","31","0","1","2","1","1021302","2","1021302002","0"
"","","31","0","1","5","1","1021302","5","1021302003","0"
"","","31","0","0","10","1","1021302","10","1021302004","0"
"","","31","0","0","20","1","1021302","20","1021302005","0"
"","","31","0","0","21","1","1021302","21","1021302006","0"
"","","31","0","0","22","1","1021302","22","1021302007","0"
"","","31","0","0","100","1","1021302","102","1021302008","0"
"","","31","0","0","200","1","1021302","202","1021302009","0"
"","","31","0","0","300","1","1021302","302","1021302010","0"
"0","empty","5","27","1","1","-14","1021302","1","1021302011","0"
"0","empty","5","28","1","2","-14","1021302","2","1021302012","0"
"0","empty","5","26","1","3","-14","1021302","2","1021302013","0"
"0","empty","5","25","1","4","-14","1021302","11","1021302014","0"
"0","empty","5","24","1","5","-14","1021302","12","1021302015","0"
"0","empty","5","13","1","6","-24","1021302","11","1021302016","-10"
"0","empty","5","12","1","7","-24","1021302","12","1021302017","-10"
"0","empty","5","29","1","8","-14","1021302","0","1021302018","0"
"0","empty","5","10","1","9","-19","1021302","0","1021302019","-5"
"0","","6","0.63","0","0.23","1","1021302","6","1021302020","0.56"
"0","","6","0.63","0","0.23","1","1021302","7","1021302021","0.56"
"0","","6","0.63","0","0.23","1","1021302","9","1021302022","0.56"
"","","141","","","","","1021302","1","1021302023",""
"","","91","","","","","1021302","0","1021302024",""
"","","93","","","0","","1021302","0.033","1021302025",""
"","","23","0","","se_obtent_10213_drama_cook_lyrael","","1021302","se_10067600","1021302026",""
"0","","3","0","0","raira_cook","","1021302","1","1021302027",""
"0","","3","0","0","raira_cook","","1021302","2","1021302028",""
"0","","3","0","0","raira_end","","1021302","3","1021302029",""
"0","","3","0","0","raira_cook","","1021302","4","1021302030",""
"0","","3","0","0","raira_white","","1021302","5","1021302031",""
"0","","3","0","0","raira_cook","","1021302","6","1021302032",""
"0","","3","0","0","raira_white","","1021302","7","1021302033",""
"0","","3","0","0","raira_cook","","1021302","8","1021302034",""
"0","","3","0","0","raira_cook_w","","1021302","9","1021302035",""
"","","93","","","0","","1021302","3","1021302036",""
"","","21","0","","vo_obtent_1021302_01","","1021302","vo_obtent_1021302","1021302037","0"
"","","93","","","0","","1021302","2.366","1021302038",""
"","","101","","","","","1021302","1021302040","1021302039",""
"","","24","","","0","","1021302","se_obtent_10213_drama_cook_lyrael","1021302040",""
"","","22","","","0","","1021302","0","1021302041",""
"0","","6","1","0","1","0","1021302","1","1021302042","1"
"0","","6","1","0","1","0","1021302","2","1021302043","1"
"0","","6","1","0","1","0","1021302","3","1021302044","1"
"0","","6","1","0","1","0","1021302","4","1021302045","1"
"0","","6","1","0","1","0","1021302","5","1021302046","1"
"0","","6","1","0","1","0","1021302","6","1021302047","1"
"0","","6","1","0","1","0","1021302","7","1021302048","1"
"0","","6","1","0","1","0","1021302","8","1021302049","1"
"0","","6","1","0","1","0","1021302","9","1021302050","1"
"","","37","","","eat","","1021302","1","1021302051",""
"","","32","","","0","","1021302","2","1021302052",""
"","","32","","","0","","1021302","5","1021302053",""
"","","32","","","1","","1021302","10","1021302054",""
"","","32","","","1","","1021302","100","1021302055",""
"","","23","0","","se_obtent_10213_drama_eat","","1021302","se_10067600","1021302056",""
"","","93","","","0","","1021302","0","1021302057",""
"","","21","0","","vo_obtent_1021302_02","","1021302","vo_obtent_1021302","1021302058","0"
"","","93","","","0","","1021302","2.8","1021302059",""
"","","21","0","","vo_obtent_1021302_03","","1021302","vo_obtent_1021302","1021302060","0"
"","","93","","","0","","1021302","2.6","1021302061",""
"","","26","","","","","1021302","2","1021302062",""
"","","21","0","","vo_obtent_1021302_04","","1021302","vo_obtent_1021302","1021302063","0"
"","","93","","","0","","1021302","2.5","1021302064",""
"","","101","","","","","1021302","1021302066","1021302065",""
"","","32","","","0","","1021302","10","1021302066",""
"","","32","","","0","","1021302","100","1021302067",""
"","","32","","","1","","1021302","20","1021302068",""
"","","32","","","1","","1021302","200","1021302069",""
"","","32","","","1","","1021302","300","1021302070",""
"","","24","","","0","","1021302","se_obtent_10213_drama_eat","1021302071",""
"","","22","","","0","","1021302","0","1021302072",""
"","","21","0","","vo_obtent_1021302_05","","1021302","vo_obtent_1021302","1021302073","0"
"","","25","","","bgm_MC319A","","1021302","bgm_MC319A","1021302074",""
"","","23","0","","se_obtent_10213_drama_break_1","","1021302","se_10067600","1021302075",""
"","","93","","","0","","1021302","3.5","1021302076",""
"","","101","","","","","1021302","1021302078","1021302077",""
"","","37","","","break_2","","1021302","20","1021302078",""
"","","37","","","break_2","","1021302","200","1021302079",""
"","","37","","","break_2","","1021302","300","1021302080",""
"","","24","","","0","","1021302","se_obtent_10213_drama_break_1","1021302081",""
"","","22","","","0","","1021302","0","1021302082",""
"","","21","0","","vo_obtent_1021302_06","","1021302","vo_obtent_1021302","1021302083","0"
"","","23","0","","se_obtent_10213_drama_break_2","","1021302","se_10067600","1021302084",""
"","","93","","","0","","1021302","4","1021302085",""
"","","101","","","","","1021302","1021302087","1021302086",""
"","","37","","","break_3","","1021302","20","1021302087",""
"","","37","","","break_3_02","","1021302","200","1021302088",""
"","","37","","","break_3","","1021302","300","1021302089",""
"","","24","","","0","","1021302","se_obtent_10213_drama_break_2","1021302090",""
"","","22","","","0","","1021302","0","1021302091",""
"","","21","0","","vo_obtent_1021302_07","","1021302","vo_obtent_1021302","1021302092","0"
"","","23","0","","se_obtent_10213_drama_break_3","","1021302","se_10067600","1021302093",""
"","","93","","","0","","1021302","5","1021302094",""
"","","101","","","","","1021302","1021302096","1021302095",""
"","","37","","","break_4","","1021302","300","1021302096",""
"","","32","","","1","","1021302","21","1021302097",""
"","","93","","","0","","1021302","0.2","1021302098",""
"","","141","","","","","1021302","0","1021302099",""
"","","93","","","0","","1021302","0.1","1021302100",""
"","","92","","","","","1021302","","1021302101",""
"","","101","","","","","1021302","1021302103","1021302102",""
"","","24","","","0","","1021302","se_obtent_10213_drama_break_3","1021302103",""
"","","22","","","0","","1021302","0","1021302104",""
"","","32","","","1","","1021302","22","1021302105",""
"","","93","","","0","","1021302","0.4","1021302106",""
"","","31","0","1","1","1","1021303","1","1021303001","0"
"","","31","0","1","2","1","1021303","2","1021303002","0"
"","","31","0","1","5","1","1021303","5","1021303003","0"
"","","31","0","0","10","1","1021303","10","1021303004","0"
"","","31","0","0","20","1","1021303","20","1021303005","0"
"","","31","0","0","21","1","1021303","21","1021303006","0"
"","","31","0","0","22","1","1021303","22","1021303007","0"
"","","31","0","0","100","1","1021303","103","1021303008","0"
"","","31","0","0","200","1","1021303","203","1021303009","0"
"","","31","0","0","300","1","1021303","303","1021303010","0"
"0","empty","5","27","1","1","-14","1021303","1","1021303011","0"
"0","empty","5","28","1","2","-14","1021303","2","1021303012","0"
"0","empty","5","26","1","3","-14","1021303","2","1021303013","0"
"0","empty","5","25","1","4","-14","1021303","11","1021303014","0"
"0","empty","5","24","1","5","-14","1021303","12","1021303015","0"
"0","empty","5","13","1","6","-24","1021303","11","1021303016","-10"
"0","empty","5","12","1","7","-24","1021303","12","1021303017","-10"
"0","empty","5","29","1","8","-14","1021303","0","1021303018","0"
"0","empty","5","10","1","9","-19","1021303","0","1021303019","-5"
"0","","6","0.63","0","0.23","1","1021303","6","1021303020","0.56"
"0","","6","0.63","0","0.23","1","1021303","7","1021303021","0.56"
"0","","6","0.63","0","0.23","1","1021303","9","1021303022","0.56"
"","","141","","","","","1021303","1","1021303023",""
"","","91","","","","","1021303","0","1021303024",""
"","","93","","","0","","1021303","0.033","1021303025",""
"","","23","0","","se_obtent_10213_drama_cook_lyrael","","1021303","se_10067600","1021303026",""
"0","","3","0","0","raira_cook","","1021303","1","1021303027",""
"0","","3","0","0","raira_cook","","1021303","2","1021303028",""
"0","","3","0","0","raira_end","","1021303","3","1021303029",""
"0","","3","0","0","raira_cook","","1021303","4","1021303030",""
"0","","3","0","0","raira_white","","1021303","5","1021303031",""
"0","","3","0","0","raira_cook","","1021303","6","1021303032",""
"0","","3","0","0","raira_white","","1021303","7","1021303033",""
"0","","3","0","0","raira_cook","","1021303","8","1021303034",""
"0","","3","0","0","raira_cook_w","","1021303","9","1021303035",""
"","","93","","","0","","1021303","3","1021303036",""
"","","21","0","","vo_obtent_1021303_01","","1021303","vo_obtent_1021303","1021303037","0"
"","","93","","","0","","1021303","2.366","1021303038",""
"","","101","","","","","1021303","1021303040","1021303039",""
"","","24","","","0","","1021303","se_obtent_10213_drama_cook_lyrael","1021303040",""
"","","22","","","0","","1021303","0","1021303041",""
"0","","6","1","0","1","0","1021303","1","1021303042","1"
"0","","6","1","0","1","0","1021303","2","1021303043","1"
"0","","6","1","0","1","0","1021303","3","1021303044","1"
"0","","6","1","0","1","0","1021303","4","1021303045","1"
"0","","6","1","0","1","0","1021303","5","1021303046","1"
"0","","6","1","0","1","0","1021303","6","1021303047","1"
"0","","6","1","0","1","0","1021303","7","1021303048","1"
"0","","6","1","0","1","0","1021303","8","1021303049","1"
"0","","6","1","0","1","0","1021303","9","1021303050","1"
"","","37","","","eat","","1021303","1","1021303051",""
"","","32","","","0","","1021303","2","1021303052",""
"","","32","","","0","","1021303","5","1021303053",""
"","","32","","","1","","1021303","10","1021303054",""
"","","32","","","1","","1021303","100","1021303055",""
"","","23","0","","se_obtent_10213_drama_eat","","1021303","se_10067600","1021303056",""
"","","93","","","0","","1021303","0","1021303057",""
"","","21","0","","vo_obtent_1021303_02","","1021303","vo_obtent_1021303","1021303058","0"
"","","93","","","0","","1021303","2.8","1021303059",""
"","","21","0","","vo_obtent_1021303_03","","1021303","vo_obtent_1021303","1021303060","0"
"","","93","","","0","","1021303","2.6","1021303061",""
"","","26","","","","","1021303","2","1021303062",""
"","","21","0","","vo_obtent_1021303_04","","1021303","vo_obtent_1021303","1021303063","0"
"","","93","","","0","","1021303","2.5","1021303064",""
"","","101","","","","","1021303","1021303066","1021303065",""
"","","32","","","0","","1021303","10","1021303066",""
"","","32","","","0","","1021303","100","1021303067",""
"","","32","","","1","","1021303","20","1021303068",""
"","","32","","","1","","1021303","200","1021303069",""
"","","32","","","1","","1021303","300","1021303070",""
"","","24","","","0","","1021303","se_obtent_10213_drama_eat","1021303071",""
"","","22","","","0","","1021303","0","1021303072",""
"","","21","0","","vo_obtent_1021303_05","","1021303","vo_obtent_1021303","1021303073","0"
"","","25","","","bgm_MC319A","","1021303","bgm_MC319A","1021303074",""
"","","23","0","","se_obtent_10213_drama_break_1","","1021303","se_10067600","1021303075",""
"","","93","","","0","","1021303","3.5","1021303076",""
"","","101","","","","","1021303","1021303078","1021303077",""
"","","37","","","break_2","","1021303","20","1021303078",""
"","","37","","","break_2","","1021303","200","1021303079",""
"","","37","","","break_2","","1021303","300","1021303080",""
"","","24","","","0","","1021303","se_obtent_10213_drama_break_1","1021303081",""
"","","22","","","0","","1021303","0","1021303082",""
"","","21","0","","vo_obtent_1021303_06","","1021303","vo_obtent_1021303","1021303083","0"
"","","23","0","","se_obtent_10213_drama_break_2","","1021303","se_10067600","1021303084",""
"","","93","","","0","","1021303","4","1021303085",""
"","","101","","","","","1021303","1021303087","1021303086",""
"","","37","","","break_3","","1021303","20","1021303087",""
"","","37","","","break_3","","1021303","200","1021303088",""
"","","37","","","break_3","","1021303","300","1021303089",""
"","","24","","","0","","1021303","se_obtent_10213_drama_break_2","1021303090",""
"","","22","","","0","","1021303","0","1021303091",""
"","","21","0","","vo_obtent_1021303_07","","1021303","vo_obtent_1021303","1021303092","0"
"","","23","0","","se_obtent_10213_drama_break_3","","1021303","se_10067600","1021303093",""
"","","93","","","0","","1021303","5","1021303094",""
"","","101","","","","","1021303","1021303096","1021303095",""
"","","37","","","break_4","","1021303","300","1021303096",""
"","","32","","","1","","1021303","21","1021303097",""
"","","93","","","0","","1021303","0.2","1021303098",""
"","","141","","","","","1021303","0","1021303099",""
"","","93","","","0","","1021303","0.1","1021303100",""
"","","92","","","","","1021303","","1021303101",""
"","","101","","","","","1021303","1021303103","1021303102",""
"","","24","","","0","","1021303","se_obtent_10213_drama_break_3","1021303103",""
"","","22","","","0","","1021303","0","1021303104",""
"","","32","","","1","","1021303","22","1021303105",""
"","","93","","","0","","1021303","0.4","1021303106",""
"","","31","0","1","1","1","1021304","1","1021304001","0"
"","","31","0","1","2","1","1021304","2","1021304002","0"
"","","31","0","1","5","1","1021304","5","1021304003","0"
"","","31","0","0","10","1","1021304","10","1021304004","0"
"","","31","0","0","20","1","1021304","20","1021304005","0"
"","","31","0","0","21","1","1021304","21","1021304006","0"
"","","31","0","0","22","1","1021304","22","1021304007","0"
"","","31","0","0","100","1","1021304","104","1021304008","0"
"","","31","0","0","200","1","1021304","204","1021304009","0"
"","","31","0","0","300","1","1021304","304","1021304010","0"
"0","empty","5","27","1","1","-14","1021304","1","1021304011","0"
"0","empty","5","28","1","2","-14","1021304","2","1021304012","0"
"0","empty","5","26","1","3","-14","1021304","2","1021304013","0"
"0","empty","5","25","1","4","-14","1021304","11","1021304014","0"
"0","empty","5","24","1","5","-14","1021304","12","1021304015","0"
"0","empty","5","13","1","6","-24","1021304","11","1021304016","-10"
"0","empty","5","12","1","7","-24","1021304","12","1021304017","-10"
"0","empty","5","29","1","8","-14","1021304","0","1021304018","0"
"0","empty","5","10","1","9","-19","1021304","0","1021304019","-5"
"0","","6","0.63","0","0.23","1","1021304","6","1021304020","0.56"
"0","","6","0.63","0","0.23","1","1021304","7","1021304021","0.56"
"0","","6","0.63","0","0.23","1","1021304","9","1021304022","0.56"
"","","141","","","","","1021304","1","1021304023",""
"","","91","","","","","1021304","0","1021304024",""
"","","93","","","0","","1021304","0.033","1021304025",""
"","","23","0","","se_obtent_10213_drama_cook_lyrael","","1021304","se_10067600","1021304026",""
"0","","3","0","0","raira_cook","","1021304","1","1021304027",""
"0","","3","0","0","raira_cook","","1021304","2","1021304028",""
"0","","3","0","0","raira_end","","1021304","3","1021304029",""
"0","","3","0","0","raira_cook","","1021304","4","1021304030",""
"0","","3","0","0","raira_white","","1021304","5","1021304031",""
"0","","3","0","0","raira_cook","","1021304","6","1021304032",""
"0","","3","0","0","raira_white","","1021304","7","1021304033",""
"0","","3","0","0","raira_cook","","1021304","8","1021304034",""
"0","","3","0","0","raira_cook_w","","1021304","9","1021304035",""
"","","93","","","0","","1021304","3","1021304036",""
"","","21","0","","vo_obtent_1021304_01","","1021304","vo_obtent_1021304","1021304037","0"
"","","93","","","0","","1021304","2.366","1021304038",""
"","","101","","","","","1021304","1021304040","1021304039",""
"","","24","","","0","","1021304","se_obtent_10213_drama_cook_lyrael","1021304040",""
"","","22","","","0","","1021304","0","1021304041",""
"0","","6","1","0","1","0","1021304","1","1021304042","1"
"0","","6","1","0","1","0","1021304","2","1021304043","1"
"0","","6","1","0","1","0","1021304","3","1021304044","1"
"0","","6","1","0","1","0","1021304","4","1021304045","1"
"0","","6","1","0","1","0","1021304","5","1021304046","1"
"0","","6","1","0","1","0","1021304","6","1021304047","1"
"0","","6","1","0","1","0","1021304","7","1021304048","1"
"0","","6","1","0","1","0","1021304","8","1021304049","1"
"0","","6","1","0","1","0","1021304","9","1021304050","1"
"","","37","","","eat","","1021304","1","1021304051",""
"","","32","","","0","","1021304","2","1021304052",""
"","","32","","","0","","1021304","5","1021304053",""
"","","32","","","1","","1021304","10","1021304054",""
"","","32","","","1","","1021304","100","1021304055",""
"","","23","0","","se_obtent_10213_drama_eat","","1021304","se_10067600","1021304056",""
"","","93","","","0","","1021304","0","1021304057",""
"","","21","0","","vo_obtent_1021304_02","","1021304","vo_obtent_1021304","1021304058","0"
"","","93","","","0","","1021304","2.8","1021304059",""
"","","21","0","","vo_obtent_1021304_03","","1021304","vo_obtent_1021304","1021304060","0"
"","","93","","","0","","1021304","2.8","1021304061",""
"","","26","","","","","1021304","2","1021304062",""
"","","21","0","","vo_obtent_1021304_04","","1021304","vo_obtent_1021304","1021304063","0"
"","","93","","","0","","1021304","2.3","1021304064",""
"","","101","","","","","1021304","1021304066","1021304065",""
"","","32","","","0","","1021304","10","1021304066",""
"","","32","","","0","","1021304","100","1021304067",""
"","","32","","","1","","1021304","20","1021304068",""
"","","32","","","1","","1021304","200","1021304069",""
"","","32","","","1","","1021304","300","1021304070",""
"","","24","","","0","","1021304","se_obtent_10213_drama_eat","1021304071",""
"","","22","","","0","","1021304","0","1021304072",""
"","","21","0","","vo_obtent_1021304_05","","1021304","vo_obtent_1021304","1021304073","0"
"","","25","","","bgm_MC319A","","1021304","bgm_MC319A","1021304074",""
"","","23","0","","se_obtent_10213_drama_break_1","","1021304","se_10067600","1021304075",""
"","","93","","","0","","1021304","3.5","1021304076",""
"","","101","","","","","1021304","1021304078","1021304077",""
"","","37","","","break_2","","1021304","20","1021304078",""
"","","37","","","break_2","","1021304","200","1021304079",""
"","","37","","","break_2","","1021304","300","1021304080",""
"","","24","","","0","","1021304","se_obtent_10213_drama_break_1","1021304081",""
"","","22","","","0","","1021304","0","1021304082",""
"","","21","0","","vo_obtent_1021304_06","","1021304","vo_obtent_1021304","1021304083","0"
"","","23","0","","se_obtent_10213_drama_break_2","","1021304","se_10067600","1021304084",""
"","","93","","","0","","1021304","4","1021304085",""
"","","101","","","","","1021304","1021304087","1021304086",""
"","","37","","","break_3","","1021304","20","1021304087",""
"","","37","","","break_3","","1021304","200","1021304088",""
"","","37","","","break_3","","1021304","300","1021304089",""
"","","24","","","0","","1021304","se_obtent_10213_drama_break_2","1021304090",""
"","","22","","","0","","1021304","0","1021304091",""
"","","21","0","","vo_obtent_1021304_07","","1021304","vo_obtent_1021304","1021304092","0"
"","","23","0","","se_obtent_10213_drama_break_3","","1021304","se_10067600","1021304093",""
"","","93","","","0","","1021304","5","1021304094",""
"","","101","","","","","1021304","1021304096","1021304095",""
"","","37","","","break_4","","1021304","300","1021304096",""
"","","32","","","1","","1021304","21","1021304097",""
"","","93","","","0","","1021304","0.2","1021304098",""
"","","141","","","","","1021304","0","1021304099",""
"","","93","","","0","","1021304","0.1","1021304100",""
"","","92","","","","","1021304","","1021304101",""
"","","101","","","","","1021304","1021304103","1021304102",""
"","","24","","","0","","1021304","se_obtent_10213_drama_break_3","1021304103",""
"","","22","","","0","","1021304","0","1021304104",""
"","","32","","","1","","1021304","22","1021304105",""
"","","93","","","0","","1021304","0.4","1021304106",""
"","","31","0","1","1","1","1021305","1","1021305001","0"
"","","31","0","1","2","1","1021305","2","1021305002","0"
"","","31","0","1","5","1","1021305","5","1021305003","0"
"","","31","0","0","10","1","1021305","10","1021305004","0"
"","","31","0","0","20","1","1021305","20","1021305005","0"
"","","31","0","0","21","1","1021305","21","1021305006","0"
"","","31","0","0","22","1","1021305","22","1021305007","0"
"","","31","0","0","100","1","1021305","105","1021305008","0"
"","","31","0","0","200","1","1021305","205","1021305009","0"
"","","31","0","0","300","1","1021305","305","1021305010","0"
"0","empty","5","27","1","1","-14","1021305","1","1021305011","0"
"0","empty","5","28","1","2","-14","1021305","2","1021305012","0"
"0","empty","5","26","1","3","-14","1021305","2","1021305013","0"
"0","empty","5","25","1","4","-14","1021305","11","1021305014","0"
"0","empty","5","24","1","5","-14","1021305","12","1021305015","0"
"0","empty","5","13","1","6","-24","1021305","11","1021305016","-10"
"0","empty","5","12","1","7","-24","1021305","12","1021305017","-10"
"0","empty","5","29","1","8","-14","1021305","0","1021305018","0"
"0","empty","5","10","1","9","-19","1021305","0","1021305019","-5"
"0","","6","0.63","0","0.23","1","1021305","6","1021305020","0.56"
"0","","6","0.63","0","0.23","1","1021305","7","1021305021","0.56"
"0","","6","0.63","0","0.23","1","1021305","9","1021305022","0.56"
"","","141","","","","","1021305","1","1021305023",""
"","","91","","","","","1021305","0","1021305024",""
"","","93","","","0","","1021305","0.033","1021305025",""
