b570630ef6d10cf2d3c6fb9cb914b0f2c3e1b89dce0c9e13cc59ff98b21c2bfc,9a15154129822554f3dda3eba72ff2f88a6f8badf65e5f9050694cbece05c7a3,2f76242176548c4b0d3712b5c86734a82668b2b751f30f465fb239eca7b2714f,e02d316bb8402c4b311d5da12b1902bdb3936716a0dd7d84b2b7d17487c430d0,a61cc0823b94ac293c0b043b64654f725cd9540bb4a5bf778a5f6fb0fee118fe,81a6b6e3bb0fd462d645f4d02da887435455ba568d3ff58d412a4a61a3425783
"99001053","0","91002","30","8","100"
"99001054","1003","11001054","1","15","101"
"99001054","0","91002","30","8","102"
"99001055","1001","11001055","1","15","103"
"99001055","0","91002","30","8","104"
"99001056","1001","11001056","1","15","105"
"99001056","0","91002","30","8","106"
"99001057","1002","11001057","1","15","107"
"99001057","0","91002","30","8","108"
"99001058","1003","11001058","1","15","109"
"99001058","0","91002","30","8","110"
"99001059","1001","11001059","1","15","111"
"99001059","0","91002","30","8","112"
"99001060","1001","11001060","1","15","113"
"99001060","0","91002","30","8","114"
"99001061","1002","11001061","1","15","115"
"99001061","0","91002","30","8","116"
"99001062","1003","11001062","1","15","117"
"99001062","0","91002","30","8","118"
"99001063","1001","11001063","1","15","119"
"99001063","0","91002","30","8","120"
"99001064","1001","11001064","1","15","121"
"99001064","0","91002","30","8","122"
"99001065","1002","11001065","1","15","123"
"99001065","0","91002","30","8","124"
"99001066","1003","11001066","1","15","125"
"99001066","0","91002","30","8","126"
"99001067","1001","11001067","1","15","127"
"99001067","0","91002","30","8","128"
"99001068","1001","11001068","1","15","129"
"99001068","0","91002","30","8","130"
"99001069","1002","11001069","1","15","131"
"99001069","0","91002","30","8","132"
"99001070","1003","11001070","1","15","133"
"99001070","0","91002","30","8","134"
"99001071","1001","11001071","0","15","135"
"99001072","1002","11001072","0","15","136"
"99001073","1003","11001073","0","15","137"
"99001074","1001","11001074","1","15","138"
"99001074","0","91002","30","8","139"
"99001075","1001","11001075","1","15","140"
"99001075","0","91002","30","8","141"
"99001076","1002","11001076","1","15","142"
"99001076","0","91002","30","8","143"
"99001077","1003","11001077","1","15","144"
"99001077","0","91002","30","8","145"
"99001078","1001","11001078","1","15","146"
"99001078","0","91002","30","8","147"
"99001079","1001","11001079","1","15","148"
"99001079","0","91002","30","8","149"
"99001080","1002","11001080","1","15","150"
"99001080","0","91002","30","8","151"
"99001081","1003","11001081","1","15","152"
"99001081","0","91002","30","8","153"
"99001082","1001","11001082","1","15","154"
"99001082","0","91002","30","8","155"
"99001083","1001","11001083","1","15","156"
"99001083","0","91002","30","8","157"
"99001084","1002","11001084","1","15","158"
"99001084","0","91002","30","8","159"
"99001085","1003","11001085","1","15","160"
"99001085","0","91002","30","8","161"
"99001086","1001","11001086","0","15","162"
"99001087","1002","11001087","0","15","163"
"99001088","1002","11001088","0","15","164"
"99001089","1002","11001089","0","15","165"
"99001090","1003","11001090","0","15","166"
"99001091","1001","11001091","1","15","167"
"99001091","0","91002","30","8","168"
"99001092","1001","11001092","1","15","169"
"99001092","0","91002","30","8","170"
"99001093","1002","11001093","1","15","171"
"99001093","0","91002","30","8","172"
"99001094","1003","11001094","1","15","173"
"99001094","0","91002","30","8","174"
"99001095","1001","11001095","1","15","175"
"99001095","0","91002","30","8","176"
"99001096","1001","11001096","1","15","177"
"99001096","0","91002","30","8","178"
"99001097","1002","11001097","1","15","179"
"99001097","0","91002","30","8","180"
"99001098","1003","11001098","1","15","181"
"99001098","0","91002","30","8","182"
"99001099","1001","11001099","1","15","183"
"99001099","0","91002","30","8","184"
"99001100","1001","11001100","1","15","185"
"99001100","0","91002","30","8","186"
"99001101","1002","11001101","1","15","187"
"99001101","0","91002","30","8","188"
"99001102","1003","11001102","1","15","189"
"99001102","0","91002","30","8","190"
"99001103","1001","11001103","1","15","191"
"99001103","0","91002","30","8","192"
"99001104","1001","11001104","1","15","193"
"99001104","0","91002","30","8","194"
"99001105","1002","11001105","1","15","195"
"99001105","0","91002","30","8","196"
"99001106","1003","11001106","1","15","197"
"99001106","0","91002","30","8","198"
"99001107","1001","11001107","1","15","199"
"99001107","0","91002","30","8","200"
"99001108","1001","11001108","1","15","201"
"99001108","0","91002","30","8","202"
"99001109","1002","11001109","1","15","203"
"99001109","0","91002","30","8","204"
"99001110","1003","11001110","1","15","205"
"99001110","0","91002","30","8","206"
"99001111","1001","11001111","1","15","207"
"99001111","0","91002","30","8","208"
"99001112","1001","11001112","1","15","209"
"99001112","0","91002","30","8","210"
"99001113","1002","11001113","1","15","211"
"99001113","0","91002","30","8","212"
"99001114","1003","11001114","1","15","213"
"99001114","0","91002","30","8","214"
"99001115","1001","11001115","1","15","215"
"99001115","0","91002","30","8","216"
"99001116","1001","11001116","1","15","217"
"99001116","0","91002","30","8","218"
"99001117","1002","11001117","1","15","219"
"99001117","0","91002","30","8","220"
"99001118","1003","11001118","1","15","221"
"99001118","0","91002","30","8","222"
"99001119","1001","11001119","1","15","223"
"99001119","0","91002","30","8","224"
"99001120","1001","11001120","1","15","225"
"99001120","0","91002","30","8","226"
"99001121","1002","11001121","1","15","227"
"99001121","0","91002","30","8","228"
"99001122","1003","11001122","1","15","229"
"99001122","0","91002","30","8","230"
"99001123","1001","11001123","1","15","231"
"99001123","0","91002","30","8","232"
"99001124","1001","11001124","1","15","233"
"99001124","0","91002","30","8","234"
"99001125","1002","11001125","1","15","235"
"99001125","0","91002","30","8","236"
"99001126","1003","11001126","1","15","237"
"99001126","0","91002","30","8","238"
"99001127","1001","11001127","1","15","239"
"99001127","0","91002","30","8","240"
"99001128","1001","11001128","1","15","241"
"99001128","0","91002","30","8","242"
"99001129","1002","11001129","1","15","243"
"99001129","0","91002","30","8","244"
"99001130","1003","11001130","1","15","245"
"99001130","0","91002","30","8","246"
"99001131","1003","11001131","1","15","247"
"99001132","1001","11001132","1","15","248"
"99001132","0","91002","30","8","249"
"99001133","1001","11001133","1","15","250"
"99001133","0","91002","30","8","251"
"99001134","1002","11001134","1","15","252"
"99001134","0","91002","30","8","253"
"99001135","1003","11001135","1","15","254"
"99001135","0","91002","30","8","255"
"99001136","1001","11001136","1","15","256"
"99001136","0","91002","30","8","257"
"99001137","1001","11001137","1","15","258"
"99001137","0","91002","30","8","259"
"99001138","1002","11001138","1","15","260"
"99001138","0","91002","30","8","261"
"99001139","1003","11001139","1","15","262"
"99001139","0","91002","30","8","263"
"99001140","1003","11001140","1","15","264"
"99001142","1001","11001142","1","15","265"
"99001142","0","91002","30","8","266"
"99001143","1001","11001143","1","15","267"
"99001143","0","91002","30","8","268"
"99001144","1002","11001144","1","15","269"
"99001144","0","91002","30","8","270"
"99001145","1003","11001145","1","15","271"
"99001145","0","91002","30","8","272"
"99001146","1001","11001146","0","15","273"
"99001147","1002","11001147","0","15","274"
"99001148","1001","11001148","1","15","275"
"99001148","0","91002","30","8","276"
"99001149","1001","11001149","1","15","277"
"99001149","0","91002","30","8","278"
"99001150","1002","11001150","1","15","279"
"99001150","0","91002","30","8","280"
"99001151","1003","11001151","1","15","281"
"99001151","0","91002","30","8","282"
"99001152","1001","11001152","1","15","283"
"99001152","0","91002","30","8","284"
"99001153","1001","11001153","1","15","285"
"99001153","0","91002","30","8","286"
"99001154","1002","11001154","1","15","287"
"99001154","0","91002","30","8","288"
"99001155","1003","11001155","1","15","289"
"99001155","0","91002","30","8","290"
"99001156","1001","11001156","1","15","291"
"99001156","0","91002","30","8","292"
"99001157","1001","11001157","1","15","293"
"99001157","0","91002","30","8","294"
"99001158","1002","11001158","1","15","295"
"99001158","0","91002","30","8","296"
"99001159","1003","11001159","1","15","297"
"99001159","0","91002","30","8","298"
"99001160","1001","11001160","1","15","299"
"99001160","0","91002","30","8","300"
"99001161","1001","11001161","1","15","301"
"99001161","0","91002","30","8","302"
"99001162","1002","11001162","1","15","303"
"99001162","0","91002","30","8","304"
"99001163","1003","11001163","1","15","305"
"99001163","0","91002","30","8","306"
"99001164","1002","11001164","1","15","307"
"99001165","1003","11001165","1","15","308"
"99001166","1001","11001166","1","15","309"
"99001166","0","91002","30","8","310"
"99001167","1001","11001167","1","15","311"
"99001167","0","91002","30","8","312"
"99001168","1002","11001168","1","15","313"
"99001168","0","91002","30","8","314"
"99001169","1003","11001169","1","15","315"
"99001169","0","91002","30","8","316"
"99001170","1001","11001170","1","15","317"
"99001170","0","91002","30","8","318"
"99001171","1001","11001171","1","15","319"
"99001171","0","91002","30","8","320"
"99001172","1002","11001172","1","15","321"
"99001172","0","91002","30","8","322"
"99001173","1003","11001173","1","15","323"
"99001173","0","91002","30","8","324"
"99001174","1001","11001174","1","15","325"
"99001174","0","91002","30","8","326"
"99001175","1001","11001175","1","15","327"
"99001175","0","91002","30","8","328"
"99001176","1002","11001176","1","15","329"
"99001176","0","91002","30","8","330"
"99001177","1003","11001177","1","15","331"
"99001177","0","91002","30","8","332"
"99001178","1001","11001178","1","15","333"
"99001178","0","91002","30","8","334"
"99001179","1001","11001179","1","15","335"
"99001179","0","91002","30","8","336"
"99001180","1002","11001180","1","15","337"
"99001180","0","91002","30","8","338"
"99001181","1003","11001181","1","15","339"
"99001181","0","91002","30","8","340"
"99001182","1001","11001182","1","15","341"
"99001182","0","91002","30","8","342"
"99001183","1001","11001183","1","15","343"
"99001183","0","91002","30","8","344"
"99001184","1002","11001184","1","15","345"
"99001184","0","91002","30","8","346"
"99001185","1003","11001185","1","15","347"
"99001185","0","91002","30","8","348"
"99001186","1001","11001186","1","15","349"
"99001186","0","91002","30","8","350"
"99001187","1001","11001187","1","15","351"
"99001187","0","91002","30","8","352"
"99001188","1002","11001188","1","15","353"
"99001188","0","91002","30","8","354"
"99001189","1003","11001189","1","15","355"
"99001189","0","91002","30","8","356"
"99001190","1001","11001190","1","15","357"
"99001190","0","91002","30","8","358"
"99001191","1001","11001191","1","15","359"
"99001191","0","91002","30","8","360"
"99001192","1002","11001192","1","15","361"
"99001192","0","91002","30","8","362"
"99001193","1003","11001193","1","15","363"
"99001193","0","91002","30","8","364"
"99001194","1001","11001194","1","15","365"
"99001194","0","91002","30","8","366"
"99001195","1001","11001195","1","15","367"
"99001195","0","91002","30","8","368"
"99001196","1002","11001196","1","15","369"
"99001196","0","91002","30","8","370"
"99001197","1003","11001197","1","15","371"
"99001197","0","91002","30","8","372"
"99001198","1002","11001198","1","15","373"
"99001199","1003","11001199","1","15","374"
"99001200","1001","11001200","1","15","375"
"99001200","0","91002","30","8","376"
"99001201","1001","11001201","1","15","377"
"99001201","0","91002","30","8","378"
"99001202","1002","11001202","1","15","379"
"99001202","0","91002","30","8","380"
"99001203","1003","11001203","1","15","381"
"99001203","0","91002","30","8","382"
"99001204","1003","11001204","1","15","383"
"99001205","1001","11001205","1","15","384"
"99001205","0","91002","30","8","385"
"99001206","1001","11001206","1","15","386"
"99001206","0","91002","30","8","387"
"99001207","1002","11001207","1","15","388"
"99001207","0","91002","30","8","389"
"99001208","1003","11001208","1","15","390"
"99001208","0","91002","30","8","391"
"99001209","1001","11001209","1","15","392"
"99001209","0","91002","30","8","393"
"99001210","1001","11001210","1","15","394"
"99001210","0","91002","30","8","395"
"99001211","1002","11001211","1","15","396"
"99001211","0","91002","30","8","397"
"99001212","1003","11001212","1","15","398"
"99001212","0","91002","30","8","399"
"99001213","1001","11001213","1","15","400"
"99001213","0","91002","30","8","401"
"99001214","1001","11001214","1","15","402"
"99001214","0","91002","30","8","403"
"99001215","1002","11001215","1","15","404"
"99001215","0","91002","30","8","405"
"99001216","1003","11001216","1","15","406"
"99001216","0","91002","30","8","407"
"99001217","1001","11001217","1","15","408"
"99001217","0","91002","30","8","409"
"99001218","1001","11001218","1","15","410"
"99001218","0","91002","30","8","411"
"99001219","1002","11001219","1","15","412"
"99001219","0","91002","30","8","413"
"99001220","1003","11001220","1","15","414"
"99001220","0","91002","30","8","415"
"99001221","1001","11001221","1","15","416"
"99001221","0","91002","30","8","417"
"99001222","1001","11001222","1","15","418"
"99001222","0","91002","30","8","419"
"99001223","1002","11001223","1","15","420"
"99001223","0","91002","30","8","421"
"99001224","1003","11001224","1","15","422"
"99001224","0","91002","30","8","423"
"99001225","1001","11001225","1","15","424"
"99001225","0","91002","30","8","425"
"99001226","1001","11001226","1","15","426"
"99001226","0","91002","30","8","427"
"99001227","1002","11001227","1","15","428"
"99001227","0","91002","30","8","429"
"99001228","1003","11001228","1","15","430"
"99001228","0","91002","30","8","431"
"99001229","1001","11001229","1","15","432"
"99001229","0","91002","30","8","433"
"99001230","1001","11001230","1","15","434"
"99001230","0","91002","30","8","435"
"99001231","1002","11001231","1","15","436"
"99001231","0","91002","30","8","437"
"99001232","1003","11001232","1","15","438"
"99001232","0","91002","30","8","439"
"99001233","1001","11001233","1","15","440"
"99001233","0","91002","30","8","441"
"99001234","1001","11001234","1","15","442"
"99001234","0","91002","30","8","443"
"99001235","1002","11001235","1","15","444"
"99001235","0","91002","30","8","445"
"99001236","1003","11001236","1","15","446"
"99001236","0","91002","30","8","447"
"99001237","1001","11001237","1","15","448"
"99001237","0","91002","30","8","449"
"99001238","1001","11001238","1","15","450"
"99001238","0","91002","30","8","451"
"99001239","1002","11001239","1","15","452"
"99001239","0","91002","30","8","453"
"99001240","1003","11001240","1","15","454"
"99001240","0","91002","30","8","455"
"99001241","1001","11001241","1","15","456"
"99001241","0","91002","30","8","457"
"99001242","1001","11001242","1","15","458"
"99001242","0","91002","30","8","459"
"99001243","1002","11001243","1","15","460"
"99001243","0","91002","30","8","461"
"99001244","1003","11001244","1","15","462"
"99001244","0","91002","30","8","463"
"99001245","1001","11001245","1","15","464"
"99001245","0","91002","30","8","465"
"99001246","1001","11001246","1","15","466"
"99001246","0","91002","30","8","467"
"99001247","1002","11001247","1","15","468"
"99001247","0","91002","30","8","469"
"99001248","1003","11001248","1","15","470"
"99001248","0","91002","30","8","471"
"99001249","1003","11001249","1","15","472"
"99001250","1001","11001250","1","15","473"
"99001250","0","91002","30","8","474"
"99001251","1001","11001251","1","15","475"
"99001251","0","91002","30","8","476"
"99001252","1002","11001252","1","15","477"
"99001252","0","91002","30","8","478"
"99001253","1003","11001253","1","15","479"
"99001253","0","91002","30","8","480"
"99001254","1001","11001254","1","15","481"
"99001254","0","91002","30","8","482"
"99001255","1001","11001255","1","15","483"
"99001255","0","91002","30","8","484"
"99001256","1002","11001256","1","15","485"
"99001256","0","91002","30","8","486"
"99001257","1003","11001257","1","15","487"
"99001257","0","91002","30","8","488"
"99001258","1001","11001258","1","15","489"
"99001258","0","91002","30","8","490"
"99001259","1001","11001259","1","15","491"
"99001259","0","91002","30","8","492"
"99001260","1002","11001260","1","15","493"
"99001260","0","91002","30","8","494"
"99001261","1003","11001261","1","15","495"
"99001261","0","91002","30","8","496"
"99001262","1001","11001262","1","15","497"
"99001263","1001","11001263","1","15","498"
"99001264","1001","11001264","1","15","499"
"99001265","1002","11001265","1","15","500"
"99001266","1003","11001266","1","15","501"
"99001267","1001","11001267","1","15","502"
"99001267","0","91002","30","8","503"
"99001268","1001","11001268","1","15","504"
"99001268","0","91002","30","8","505"
"99001269","1002","11001269","1","15","506"
"99001269","0","91002","30","8","507"
"99001270","1003","11001270","1","15","508"
"99001270","0","91002","30","8","509"
"99001271","1003","11001271","1","15","510"
"99001272","1001","11001272","1","15","511"
"99001272","0","91002","30","8","512"
"99001273","1001","11001273","1","15","513"
"99001273","0","91002","30","8","514"
"99001274","1002","11001274","1","15","515"
"99001274","0","91002","30","8","516"
"99001275","1003","11001275","1","15","517"
"99001275","0","91002","30","8","518"
"99001276","1003","11001276","1","15","519"
"99001277","1001","11001277","1","15","520"
"99001277","0","91002","30","8","521"
"99001278","1001","11001278","1","15","522"
"99001278","0","91002","30","8","523"
"99001279","1002","11001279","1","15","524"
"99001279","0","91002","30","8","525"
"99001280","1003","11001280","1","15","526"
"99001280","0","91002","30","8","527"
"99001281","1001","11001281","1","15","528"
"99001281","0","91002","30","8","529"
"99001282","1001","11001282","1","15","530"
"99001282","0","91002","30","8","531"
"99001283","1002","11001283","1","15","532"
"99001283","0","91002","30","8","533"
"99001284","1003","11001284","1","15","534"
"99001284","0","91002","30","8","535"
"99001285","1003","11001285","1","15","536"
"99001286","1001","11001286","1","15","537"
"99001286","0","91002","30","8","538"
"99001287","1001","11001287","1","15","539"
"99001287","0","91002","30","8","540"
"99001288","1002","11001288","1","15","541"
"99001288","0","91002","30","8","542"
"99001289","1003","11001289","1","15","543"
"99001289","0","91002","30","8","544"
"99001290","1001","11001290","1","15","545"
"99001290","0","91002","30","8","546"
"99001291","1001","11001291","1","15","547"
"99001291","0","91002","30","8","548"
"99001292","1002","11001292","1","15","549"
"99001292","0","91002","30","8","550"
"99001293","1003","11001293","1","15","551"
"99001293","0","91002","30","8","552"
"99001294","1001","11001294","1","15","553"
"99001294","0","91002","30","8","554"
"99001295","1001","11001295","1","15","555"
"99001295","0","91002","30","8","556"
"99001296","1002","11001296","1","15","557"
"99001296","0","91002","30","8","558"
"99001297","1003","11001297","1","15","559"
"99001297","0","91002","30","8","560"
"99001298","1001","11001298","1","15","561"
"99001298","0","91002","30","8","562"
"99001299","1001","11001299","1","15","563"
"99001299","0","91002","30","8","564"
"99001300","1002","11001300","1","15","565"
"99001300","0","91002","30","8","566"
"99001301","1003","11001301","1","15","567"
"99001301","0","91002","30","8","568"
"99001302","1003","11001302","1","15","569"
"99001303","1003","11001303","1","15","570"
"99001304","1003","11001304","1","15","571"
"99001305","1001","11001305","1","15","572"
"99001305","0","91002","30","8","573"
"99001306","1001","11001306","1","15","574"
"99001306","0","91002","30","8","575"
"99001307","1002","11001307","1","15","576"
"99001307","0","91002","30","8","577"
"99001308","1003","11001308","1","15","578"
"99001308","0","91002","30","8","579"
"99001309","1001","11001309","1","15","580"
"99001309","0","91002","30","8","581"
"99001310","1001","11001310","1","15","582"
"99001310","0","91002","30","8","583"
"99001311","1002","11001311","1","15","584"
"99001311","0","91002","30","8","585"
"99001312","1003","11001312","1","15","586"
"99001312","0","91002","30","8","587"
"99001313","1003","11001313","1","15","588"
"99001314","1001","11001314","1","15","589"
"99001314","0","91002","30","8","590"
"99001315","1001","11001315","1","15","591"
"99001315","0","91002","30","8","592"
"99001316","1002","11001316","1","15","593"
"99001316","0","91002","30","8","594"
"99001317","1003","11001317","1","15","595"
"99001317","0","91002","30","8","596"
"99001318","1003","11001318","1","15","597"
"99001319","1001","11001319","1","15","598"
"99001319","0","91002","30","8","599"
"99001320","1001","11001320","1","15","600"
"99001320","0","91002","30","8","601"
"99001321","1002","11001321","1","15","602"
"99001321","0","91002","30","8","603"
"99001322","1003","11001322","1","15","604"
"99001322","0","91002","30","8","605"
"99001323","1003","11001323","1","15","606"
"99001324","1001","11001324","1","15","607"
"99001324","0","91002","30","8","608"
"99001325","1001","11001325","1","15","609"
"99001325","0","91002","30","8","610"
"99001326","1002","11001326","1","15","611"
"99001326","0","91002","30","8","612"
"99001327","1003","11001327","1","15","613"
"99001327","0","91002","30","8","614"
"99001328","1003","11001328","1","15","615"
"99001329","1001","11001329","1","15","616"
"99001329","0","91002","30","8","617"
"99001330","1001","11001330","1","15","618"
"99001330","0","91002","30","8","619"
"99001331","1002","11001331","1","15","620"
"99001331","0","91002","30","8","621"
"99001332","1003","11001332","1","15","622"
"99001332","0","91002","30","8","623"
"99001333","1001","11001333","1","15","624"
"99001333","0","91002","30","8","625"
"99001334","1001","11001334","1","15","626"
"99001334","0","91002","30","8","627"
"99001335","1002","11001335","1","15","628"
"99001335","0","91002","30","8","629"
"99001336","1003","11001336","1","15","630"
"99001336","0","91002","30","8","631"
"99001337","1002","11001337","1","15","632"
"99001338","1002","11001338","1","15","633"
"99001339","1003","11001339","1","15","634"
"99001340","1001","11001340","1","15","635"
"99001340","0","91002","30","8","636"
"99001341","1001","11001341","1","15","637"
"99001341","0","91002","30","8","638"
"99001342","1002","11001342","1","15","639"
"99001342","0","91002","30","8","640"
"99001343","1003","11001343","1","15","641"
"99001343","0","91002","30","8","642"
"99900001","1003","19901001","1","15","643"
"99900002","1003","19901002","1","15","644"
"99900003","1003","19901003","1","15","645"
"99001344","1001","11001344","1","15","646"
"99001344","0","91002","30","8","647"
"99001345","1001","11001345","1","15","648"
"99001345","0","91002","30","8","649"
"99001346","1002","11001346","1","15","650"
"99001346","0","91002","30","8","651"
"99001347","1003","11001347","1","15","652"
"99001347","0","91002","30","8","653"
