ac3698614a03cb6b9e35932b1d9680692b208a80bc23503f5700c8e88edab7a3,bf8d9d9d6f19e8e24cb5e1e954136ec381c467d6054ea5df2f386acd9c35c685,16d011ab6f3fc6c700cfc5df96ba0e06c3bb211614880c1331d5d6c98f462d0c,2859fa27c14621f9cb053c519e441638430edb50d9624df119349bf907bfafbb,d80ce64ee7f7c384e85ce38ac7020ebbdad31ec18c09dfeb14ff1f1b35cc88e8,9974960510c73ea62a247f1bbe39fec833988beaa8f875bcf8a14f4526f96889,b7c96ed088a371522e14de850031c31e05e9eb2cc5679c100ea1af63ca5db7aa
"81001206","0","306800","0","1","1","1003702"
"81003801","0","310700","0","1.2","1.2","1003801"
"81003802","0","310700","0","1.2","1.2","1003802"
"81001305","0","307000","0","1","1","1003901"
"81001306","0","307000","0","1","1","1003902"
"81004001","0","310800","0","1","1","1004001"
"81004002","0","310800","0","1","1","1004002"
"81001505","0","307300","0","1","1","1004101"
"81001506","0","307300","0","1","1","1004102"
"81004201","0","311100","0","1","1","1004201"
"81004202","0","311100","0","1","1","1004202"
"81001905","0","307800","0","1","1","1004301"
"81001906","0","307800","0","1","1","1004302"
"81004401","0","311300","0","1","1","1004401"
"81004402","0","311300","0","1","1","1004402"
"81002101","0","308000","0","1","1","1004501"
"81002102","0","308000","0","1","1","1004502"
"81004601","0","311400","0","1","1","1004601"
"81004602","0","311400","0","1","1","1004602"
"81002301","0","308200","0","1","1","1004701"
"81002302","0","308200","0","1","1","1004702"
"81002405","0","311500","0","1","1","1004801"
"81002406","0","311500","0","1","1","1004802"
"81002501","0","308400","0","1","1","1004901"
"81002502","0","308400","0","1","1","1004902"
"81005001","0","311600","-28","1.4","1.4","1005001"
"81005002","0","311600","-28","1.4","1.4","1005002"
"81002701","0","308600","0","1","1","1005101"
"81002702","0","308600","0","1","1","1005102"
"81000605","0","312100","0","1","1","1005201"
"81003301","0","312100","0","1","1","1005202"
"81001705","0","307400","0","1","1","1005301"
"81001706","0","307400","0","1","1","1005302"
"81003005","0","312200","0","1","1","1005401"
"81003006","0","312200","0","1","1","1005402"
"81002901","0","309300","0","1","1","1005501"
"81002902","0","309300","0","1","1","1005502"
"81005601","0","312300","0","1","1","1005601"
"81005602","0","312302","0","1","1","1005602"
"81003101","0","310000","0","1","1","1005701"
"81003102","0","310000","0","1","1","1005702"
"100021","0","312600","0","1.75","1.75","1005801"
"100531","0","312600","0","1.75","1.75","1005802"
"101821","0","312700","0","1","1","1005901"
"101841","0","312700","0","1","1","1005902"
"81000605","0","310300","0","1","1","1006001"
"81003301","0","310300","0","1","1","1006002"
"81006101","0","312800","-27","0.65","0.65","1006101"
"81006102","0","312800","-27","0.65","0.65","1006102"
"100021","0","310500","0","2.5","2.5","1006201"
"100531","0","310500","0","2.5","2.5","1006202"
"81003601","0","310600","0","0.4","0.4","1006301"
"81003602","0","310600","0","0.4","0.4","1006302"
"81006401","0","313200","-30","1","1","1006401"
"81006402","0","313200","-30","1","1","1006402"
"81003801","0","310700","0","1.2","1.2","1006501"
"81003802","0","310700","0","1.2","1.2","1006502"
"81006601","0","313100","-25","0.7","0.7","1006601"
"81006602","0","313100","-25","0.7","0.7","1006602"
"81004001","0","310800","0","1","1","1006701"
"81004002","0","310800","0","1","1","1006702"
"81006801","0","313300","-26","1.25","1.25","1006801"
"81006802","0","313300","-26","1.25","1.25","1006802"
"81004201","0","311100","0","1","1","1006901"
"81004202","0","311100","0","1","1","1006902"
"81007001","0","314001","-30","1.25","1.25","1007001"
"81007002","0","314002","-30","1.25","1.25","1007002"
"81004401","0","311300","0","1","1","1007101"
"81004402","0","311300","0","1","1","1007102"
"81007201","0","314100","-27","0.77","0.77","1007201"
"81007202","0","314100","-27","0.77","0.77","1007202"
"81004601","0","311400","0","1","1","1007301"
"81004602","0","311400","0","1","1","1007302"
"81007401","0","314200","-33","1.33","1.33","1007401"
"81007402","0","314200","-33","1.33","1.33","1007402"
"81002405","0","311500","0","1","1","1007501"
"81002406","0","311500","0","1","1","1007502"
"81007601","0","314300","-20","1.7","1.7","1007601"
"81007602","0","314300","-20","1.7","1.7","1007602"
"81005001","0","311600","-28","1.4","1.4","1007701"
"81005002","0","311600","-28","1.4","1.4","1007702"
"81007801","0","314400","-33","1.25","1.25","1007801"
"81007802","0","314400","-33","1.25","1.25","1007802"
"81000605","0","312100","0","1","1","1007901"
"81003301","0","312100","0","1","1","1007902"
"81003006","0","314500","-20","1","1","1008001"
"81008002","0","314500","-20","1","1","1008002"
"81003005","0","312200","0","1","1","1008101"
"81003006","0","312200","0","1","1","1008102"
"81003205","0","314600","-25","1.6","1.6","1008201"
"81003206","0","314600","-25","1.6","1.6","1008202"
"81005601","0","312300","0","1","1","1008301"
"81005602","0","312302","0","1","1","1008302"
"100111","0","314700","0","1","1","1008401"
"100431","0","314700","0","1","1","1008402"
"81008501","0","314800","0","0.9","0.9","1008501"
"81008504","0","314800","0","0.9","0.9","1008502"
"100021","0","312600","0","1.75","1.75","1008601"
"100531","0","312600","0","1.75","1.75","1008602"
"101821","0","312700","0","1","1","1008701"
"101841","0","312700","0","1","1","1008702"
"81008801","0","315100","-20","0.8","0.8","1008801"
"81008802","0","315100","-20","0.8","0.8","1008802"
"81006101","0","312800","-27","0.65","0.65","1008901"
"81006102","0","312800","-27","0.65","0.65","1008902"
"102994","0","315400","-25","0.85","0.85","1009001"
"102997","0","315400","-25","0.85","0.85","1009002"
"81006401","0","313200","-30","1","1","1009101"
"81006402","0","313200","-30","1","1","1009102"
"103021","0","316000","-20","0.95","0.95","1009201"
"103011","0","316000","-20","0.95","0.95","1009202"
"81006601","0","313100","-25","0.7","0.7","1009301"
"81006602","0","313100","-25","0.7","0.7","1009302"
"102091","0","316200","-20","1.5","1.5","1009401"
"102111","0","316200","-20","1.5","1.5","1009402"
"81006801","0","313300","-26","1.25","1.25","1009501"
"81006802","0","313300","-26","1.25","1.25","1009502"
"102591","0","316300","-27","0.77","0.77","1009601"
"102601","0","316300","-27","0.77","0.77","1009602"
"81007001","0","314001","-30","1.25","1.25","1009701"
"81007002","0","314002","-30","1.25","1.25","1009702"
"81000405","0","316400","-27","0.8","0.8","1009801"
"81000406","0","316400","-27","0.8","0.8","1009802"
"81007201","0","314100","-27","0.77","0.77","1009901"
"81007202","0","314100","-27","0.77","0.77","1009902"
"81010001","0","316500","-20","0.95","0.95","1010001"
"81010002","0","316500","-20","0.95","0.95","1010002"
"81007401","0","314200","-33","1.33","1.33","1010101"
"81007402","0","314200","-33","1.33","1.33","1010102"
"81010201","0","316700","-27","0.8","0.8","1010201"
"81010202","0","316700","-27","0.8","0.8","1010202"
"81007601","0","314300","-20","1.7","1.7","1010301"
"81007602","0","314300","-20","1.7","1.7","1010302"
"100091","0","318000","-20","1","1","1010401"
"100381","0","318000","-20","1","1","1010402"
"81007801","0","314400","-33","1.25","1.25","1010501"
"81007802","0","314400","-33","1.25","1.25","1010502"
"101361","0","318200","-27","1","1","1010601"
"102961","0","318200","-27","1","1","1010602"
"81003006","0","314500","-20","1","1","1010701"
"81008002","0","314500","-20","1","1","1010702"
"81001505","0","318100","-17","1.1","1.1","1010801"
"81010802","0","318100","-17","1.1","1.1","1010802"
"81003205","0","314600","-25","1.6","1.6","1010901"
"81003206","0","314600","-25","1.6","1.6","1010902"
"101581","0","318500","-25","0.7","0.7","1011001"
"103141","0","318500","-25","0.7","0.7","1011002"
"103151","0","318600","-28","0.92","0.92","1011101"
"103161","0","318600","-28","0.92","0.92","1011102"
"100111","0","314700","0","1","1","1011201"
"100431","0","314700","0","1","1","1011202"
"81008501","0","314800","0","0.9","0.9","1011301"
"81008504","0","314800","0","0.9","0.9","1011302"
"81011401","0","318300","-27","1.1","1.1","1011401"
"81011402","0","318300","-27","1.1","1.1","1011402"
"81008801","0","315100","-20","0.8","0.8","1011501"
"81008802","0","315100","-20","0.8","0.8","1011502"
"102091","0","318800","0","1.18","1.18","1011601"
"102111","0","318800","0","1.18","1.18","1011602"
"102994","0","315400","-25","0.85","0.85","1011701"
"102997","0","315400","-25","0.85","0.85","1011702"
"81011801","0","319100","-25","1.1","1.1","1011801"
"81011802","0","319100","-25","1.1","1.1","1011802"
"103021","0","316000","-20","0.95","0.95","1011901"
"103011","0","316000","-20","0.95","0.95","1011902"
"81012001","0","318900","-17","1.1","1.1","1012001"
"81012002","0","318900","-17","1.1","1.1","1012002"
"102091","0","316200","-20","1.5","1.5","1012101"
"102111","0","316200","-20","1.5","1.5","1012102"
"81012207","0","319000","0","1.4","1.4","1012201"
"81012208","0","319000","0","1.4","1.4","1012202"
"102591","0","316300","-27","0.77","0.77","1012301"
"102601","0","316300","-27","0.77","0.77","1012302"
"103051","0","319300","-55","0.77","0.77","1012401"
"102601","0","319300","-55","0.77","0.77","1012402"
"81000405","0","316400","-27","0.8","0.8","1012501"
"81000406","0","316400","-27","0.8","0.8","1012502"
"81012601","0","319500","-30","1.18","1.18","1012601"
"81012602","0","319500","-30","1.18","1.18","1012602"
"81010001","0","316500","-20","0.95","0.95","1012701"
"81010002","0","316500","-20","0.95","0.95","1012702"
"101111","0","320000","0","1.5","1.5","1012801"
"101131","0","320000","0","1.5","1.5","1012802"
"81010201","0","316700","-27","0.8","0.8","1012901"
"81010202","0","316700","-27","0.8","0.8","1012902"
"81011401","0","313702","0","1","1","1013001"
"81013002","0","313702","0","1","1","1013002"
"100091","0","318000","-20","1","1","1013101"
"100381","0","318000","-20","1","1","1013102"
"100941","0","320200","-50","0.7","0.7","1013201"
"100961","0","320200","-50","0.7","0.7","1013202"
"100961","0","320200","-50","0.7","0.7","1013203"
"101361","0","318200","-27","1","1","1013301"
"102961","0","318200","-27","1","1","1013302"
"102961","0","318200","-27","1","1","1013303"
"81013401","-20","320300","-50","1","1","1013401"
"81013402","-20","320300","-50","1","1","1013402"
"81013402","-20","320300","-50","1","1","1013403"
"81001505","0","318100","-17","1.1","1.1","1013501"
"81010802","0","318100","-17","1.1","1.1","1013502"
"81010802","0","318100","-17","1.1","1.1","1013503"
"81013601","0","320400","0","1","1","1013601"
"81013602","0","320400","0","1","1","1013602"
"81013602","0","320400","0","1","1","1013603"
"81013701","0","320500","10","0.65","0.65","1013701"
"81013702","0","320500","10","0.65","0.65","1013702"
"81013702","0","320500","10","0.65","0.65","1013703"
"101581","0","318500","-25","0.7","0.7","1013801"
"103141","0","318500","-25","0.7","0.7","1013802"
"103141","0","318500","-25","0.7","0.7","1013803"
"103151","0","318600","0","0.9","0.9","1013901"
"103161","0","318600","0","0.9","0.9","1013902"
"103161","0","318600","0","0.9","0.9","1013903"
"101951","0","320700","-20","1.2","1.2","1014001"
"101951","0","320700","-20","1.2","1.2","1014002"
"101951","0","320700","-20","1.2","1.2","1014003"
"81011401","0","318300","-27","1.1","1.1","1014101"
"81011402","0","318300","-27","1.1","1.1","1014102"
"81011402","0","318300","-27","1.1","1.1","1014103"
"100371","0","320900","-10","1","1","1014201"
"100381","0","320900","-10","1","1","1014202"
"100381","0","320900","-10","1","1","1014203"
"102091","0","318800","0","1.18","1.18","1014301"
"102111","0","318800","0","1.18","1.18","1014302"
"102111","0","318800","0","1.18","1.18","1014303"
"100021","0","321100","-10","0.75","0.75","1014401"
"100691","0","321100","-10","0.75","0.75","1014402"
"100691","0","321100","-10","0.75","0.75","1014403"
"81011801","0","319100","-25","1.1","1.1","1014501"
"81011802","0","319100","-25","1.1","1.1","1014502"
"81011802","0","319100","-25","1.1","1.1","1014503"
"81014601","0","321200","-25","0.85","0.85","1014601"
"81014602","0","321200","-25","0.85","0.85","1014602"
"81014602","0","321200","-25","0.85","0.85","1014603"
"81012001","0","318900","-17","1.1","1.1","1014701"
"81012002","0","318900","-17","1.1","1.1","1014702"
"81012002","0","318900","-17","1.1","1.1","1014703"
"81014801","0","321300","-30","1.1","1.1","1014801"
"81014802","0","321300","-30","1.1","1.1","1014802"
"81014802","0","321300","-30","1.1","1.1","1014803"
"81012207","0","319000","0","1.4","1.4","1014901"
"81012208","0","319000","0","1.4","1.4","1014902"
"81012208","0","319000","0","1.4","1.4","1014903"
"81015001","0","321400","-10","0.91","0.91","1015001"
"81015001","0","321400","-10","0.91","0.91","1015002"
"81015001","0","321400","-10","0.91","0.91","1015003"
"103051","0","319300","-55","0.77","0.77","1015101"
"102601","0","319300","-55","0.77","0.77","1015102"
"102601","0","319300","-55","0.77","0.77","1015103"
"81015201","-20","321700","0","0.61","0.61","1015201"
"81015202","-20","321700","0","0.61","0.61","1015202"
"81015202","-20","321700","0","0.61","0.61","1015203"
"81001705","0","307400","0","1","1","1015301"
"81001706","0","307400","0","1","1","1015302"
"81001706","0","307400","0","1","1","1015303"
"100051","0","321800","-10","1","1","1015401"
"100931","0","321800","-10","1","1","1015402"
"100931","0","321800","-10","1","1","1015403"
"103311","0","319500","-30","1.18","1.18","1015501"
"103321","0","319500","-30","1.18","1.18","1015502"
"103321","0","319500","-30","1.18","1.18","1015503"
"81015601","0","322100","13","0.73","0.73","1015601"
"81015602","0","322100","13","0.73","0.73","1015602"
"81015602","0","322100","13","0.73","0.73","1015603"
"101111","0","320000","0","1.5","1.5","1015701"
"101131","0","320000","0","1.5","1.5","1015702"
"101131","0","320000","0","1.5","1.5","1015703"
"81003006","0","322200","-10","1.5","1.5","1015801"
"81008002","0","322200","-10","1.5","1.5","1015802"
"81008002","0","322200","-10","1.5","1.5","1015803"
"81011401","0","313702","0","1","1","1015901"
"81013002","0","313702","0","1","1","1015902"
"81013002","0","313702","0","1","1","1015903"
"81001205","-20","322400","-55","1.33","1.33","1016001"
"81001206","-20","322400","-55","1.33","1.33","1016002"
"81001206","-20","322400","-55","1.33","1.33","1016003"
"100941","0","320200","-50","0.7","0.7","1016101"
"100961","0","320200","-50","0.7","0.7","1016102"
"100961","0","320200","-50","0.7","0.7","1016103"
"81013401","-20","320300","-50","1","1","1016301"
"81013402","-20","320300","-50","1","1","1016302"
"81013402","-20","320300","-50","1","1","1016303"
"81013601","0","320400","0","1","1","1016401"
"81013602","0","320400","0","1","1","1016402"
"81013602","0","320400","0","1","1","1016403"
"81013701","0","320500","10","0.65","0.65","1016501"
"81013702","0","320500","10","0.65","0.65","1016502"
"81013702","0","320500","10","0.65","0.65","1016503"
"101951","0","320700","-20","1.2","1.2","1016601"
"101951","0","320700","-20","1.2","1.2","1016602"
"101951","0","320700","-20","1.2","1.2","1016603"
"100371","0","320900","-10","1","1","1016701"
"100381","0","320900","-10","1","1","1016702"
"100381","0","320900","-10","1","1","1016703"
"100021","0","321100","-10","0.75","0.75","1016801"
"100691","0","321100","-10","0.75","0.75","1016802"
"100691","0","321100","-10","0.75","0.75","1016803"
"81014601","0","321200","-25","0.85","0.85","1016901"
"81014602","0","321200","-25","0.85","0.85","1016902"
"81014602","0","321200","-25","0.85","0.85","1016903"
"81014801","0","321300","-30","1.1","1.1","1017001"
"81014802","0","321300","-30","1.1","1.1","1017002"
"81014802","0","321300","-30","1.1","1.1","1017003"
"81015001","0","321400","-10","0.91","0.91","1017101"
"81015001","0","321400","-10","0.91","0.91","1017102"
"81015001","0","321400","-10","0.91","0.91","1017103"
"81015201","-20","321700","0","0.61","0.61","1017201"
"81015202","-20","321700","0","0.61","0.61","1017202"
"81015202","-20","321700","0","0.61","0.61","1017203"
"100051","0","321800","-10","1","1","1017301"
"100931","0","321800","-10","1","1","1017302"
"100931","0","321800","-10","1","1","1017303"
"100021","0","310500","0","2.5","2.5","1017401"
"100531","0","310500","0","2.5","2.5","1017402"
"100531","0","310500","0","2.5","2.5","1017403"
"81003601","0","310600","0","0.4","0.4","1017501"
"81003602","0","310600","0","0.4","0.4","1017502"
"81003602","0","310600","0","0.4","0.4","1017503"
"81015601","0","322100","13","0.73","0.73","1017601"
"81015602","0","322100","13","0.73","0.73","1017602"
"81015602","0","322100","13","0.73","0.73","1017603"
"81003006","0","322200","-10","1.5","1.5","1017701"
"81008002","0","322200","-10","1.5","1.5","1017702"
"81008002","0","322200","-10","1.5","1.5","1017703"
"81001205","-20","322400","-55","1.33","1.33","1017801"
"81001206","-20","322400","-55","1.33","1.33","1017802"
"81001206","-20","322400","-55","1.33","1.33","1017803"
