4d034cd9ba8ecfb6c4ce497094374927800ce1867bc457686a6e556354f16cf3,cc04ca0ef05663ab90d2475324a4645c2ac7aeded869ebe3f518b5f967d9963d,2705dc14f727915fce84e681db597133672cd92b6b5af85a43e2e5457fc1c820,db34e75101dc524f37b573b4710682e0d9880d61bd1b63a2287acc3c25f56d42,1c6f29dd4bd87fada2abb5c5bda2d877954c62948e4153184a0d0515fa685990,a111650db159bc3ee22fa3da49bbd26ee6a8ccbd1983e8c58d120352b65ccbe5,7d17f91054e4fe8d2fa77ec6df3ea04166131ceb1dc6ba14991c2e1ce0b8b418,8950725e90016571f7f6a1529272e74eb2787787b1ab741199457651142ae15d,17d359f1b3e4726bae580bf146e03d02600ea9b402cb82f01284921289ba97ff,cdf4b0f71c6f7cc29f444f9fc519f30f94cb06f3f4b273b079a61ba2ae6ff037,3a26bb031f382ea686b2bd0aff757925cb687e6d0f899fe38a843f2e163644b8
"","0","vo_rag_6004","5152061","","","","0","21","vo_rag","61065"
"0","10","まずは空に向かって\n腕をグングン伸ばしてー！","5152061","1.7","0","0","1","11","110311","61066"
"","","0","5152061","","","","","93","0.1","61067"
"1","0","kids_gungun_in","5152061","","0.2","0","kids_gungun_loop","3","131911","61068"
"1","0","kids_gungun_in","5152061","","0.2","0","kids_gungun_loop","3","102311","61069"
"1","0","kids_gungun_in","5152061","","0.2","0","kids_gungun_loop","3","102111","61070"
"1","0","kids_gungun_in","5152061","","0.2","0","kids_gungun_loop","3","107711","61071"
"1","0","kids_gungun_in","5152061","","0.2","0","kids_gungun_loop","3","122811","61072"
"1","0","kids_gungun_in","5152061","","0.2","0","kids_gungun_loop","3","122911","61073"
"1","0","kids_gungun_in","5152061","","0.2","0","kids_gungun_loop","3","122711","61074"
"","","0","5152061","","","","","93","5.2","61075"
"","0","","5152061","","","","0","91","61066","61076"
"","0","vo_rag_6005","5152061","","","","0","21","vo_rag","61077"
"0","10","グーン、グーン！\nあはは、思い切り体動かすの楽しいね！","5152061","2.3","13","60","1","11","102311","61078"
"","","0","5152061","","","","","93","7.8","61079"
"","0","","5152061","","","","0","91","61078","61080"
"","1","kids_furifuri","5152061","","0.3","","","3","110311","61081"
"","0","vo_rag_6006","5152061","","","","0","21","vo_rag","61082"
"0","10","今度は腰を左右にフリフリ！\nキュートに、そしてリズミカルにね！","5152061","1.7","21","17","1","11","110311","61083"
"","","0","5152061","","","","","93","0.1","61084"
"","1","kids_furifuri","5152061","","0.3","","","3","131911","61085"
"","1","kids_furifuriB","5152061","","0.3","","","3","102311","61086"
"","1","kids_furifuri","5152061","","0.3","","","3","102111","61087"
"","1","kids_furifuriB","5152061","","0.3","","","3","107711","61088"
"","1","kids_furifuri","5152061","","0.3","","","3","122811","61089"
"","1","kids_furifuriB","5152061","","0.3","","","3","122911","61090"
"","1","kids_furifuri","5152061","","0.3","","","3","122711","61091"
"","","0","5152061","","","","","93","7.3","61092"
"","0","","5152061","","","","0","91","61083","61093"
"","0","vo_rag_6007","5152061","","","","0","21","vo_rag","61094"
"0","10","フリフリ～、楽しくなってきましたぁ♪","5152061","0.5","0","60","1","11","102111","61095"
"","","0","5152061","","","","","93","5.2","61096"
"","0","","5152061","","","","0","91","61095","61097"
"","1","joy_idle","5152061","","0.2","","","3","131911","61098"
"","1","joy_idle","5152061","","0.2","","","3","102311","61099"
"","1","joy_idle","5152061","","0.2","","","3","102111","61100"
"","1","joy_idle","5152061","","0.2","","","3","107711","61101"
"","1","joy_idle","5152061","","0.2","","","3","122811","61102"
"","1","joy_idle","5152061","","0.2","","","3","122911","61103"
"","1","joy_idle","5152061","","0.2","","","3","122711","61104"
"0","0","kids_jump_in_saren","5152061","","0.2","0","kids_jump_sideHair_out","3","110311","61105"
"","0","vo_rag_6008","5152061","","","","0","21","vo_rag","61106"
"0","10","最後はみんなで大きく…ジャーンプ！","5152061","1","0","0","1","11","110311","61107"
"","","0","5152061","","","","","93","0.1","61108"
"1","0","kids_jump_in","5152061","","0.2","0","kids_jump_mid","3","131911","61109"
"1","0","kids_jump_in","5152061","","0.2","0","kids_jump_mid","3","102311","61110"
"1","0","kids_jump_in","5152061","","0.2","0","kids_jump_mid","3","102111","61111"
"1","0","kids_jump_in","5152061","","0.2","0","kids_jump_mid","3","107711","61112"
"1","0","kids_jump_in","5152061","","0.2","0","kids_jump_mid","3","122811","61113"
"1","0","kids_jump_in","5152061","","0.2","0","kids_jump_mid","3","122911","61114"
"1","0","kids_jump_in","5152061","","0.2","0","kids_jump_mid","3","122711","61115"
"","","0","5152061","","","","","93","4.1","61116"
"","0","","5152061","","","","0","91","61107","61117"
"","","finish","5152061","","","","","37","2","61118"
"","0","se_10058300_kids_finish","5152061","","","","","23","se_10058300","61119"
"","0","kids_jump_out","5152061","","0","","","3","131911","61120"
"","0","kids_jump_out","5152061","","0","","","3","102311","61121"
"","0","kids_jump_out","5152061","","0","","","3","102111","61122"
"","0","kids_jump_sideHair_out","5152061","","0","","","3","107711","61123"
"","0","kids_jump_out","5152061","","0","","","3","122811","61124"
"","0","kids_jump_out","5152061","","0","","","3","122911","61125"
"","0","kids_jump_sideHair_out","5152061","","0","","","3","122711","61126"
"","0","vo_rag_6009","5152061","","","","0","21","vo_rag","61127"
"","0","1009_in","5152061","","0","","","3","2","61128"
"","","1","5152061","","","","","93","0.4","61129"
"","0","1009_mid","5152061","","0","","","3","2","61130"
"","","","5152061","","","","","92","","61131"
"","0","1009_out","5152061","","0","","","3","2","61132"
"","","0","5152061","","","","","93","0.2","61133"
"1","0","kids_jump_end","5152061","","0","0.2","idle_normal","3","131911","61134"
"1","0","kids_jump_end","5152061","","0","0.2","joy_idle_normal","3","102311","61135"
"1","0","kids_jump_end","5152061","","0","0.2","wish_idle","3","102111","61136"
"1","0","kids_jump_sideHair_end","5152061","","0","0.2","idle_normal","3","107711","61137"
"1","0","kids_jump_end","5152061","","0","0.2","doya_idle","3","122811","61138"
"1","0","kids_jump_end","5152061","","0","0.2","idle_normal","3","122911","61139"
"1","0","kids_jump_sideHair_end","5152061","","0","0.2","idle_normal","3","122711","61140"
"0","0.5","bgm_MC173B","5152061","","0","1","0.5","27","bgm_MC173B","61141"
"1","0","kids_jump_sideHair_end","5152061","","0","0.2","talk_normal","3","110311","61142"
"","0","vo_rag_6010","5152061","","","","0","21","vo_rag","61143"
"1","10","はい、お疲れさま\nみんな、楽しかったかしら？","5152061","0","0","0","1","11","110311","61144"
"","0","","5152061","","","","0","91","0","61145"
"","1","idle_normal","5152061","","0.2","","","3","110311","61146"
"1","0","gutsB_in","5152061","","0.2","0","gutsB_talk","3","131911","61147"
"1","0","surprise3_in_joy2","5152061","","0.2","0","surprise3_loop_joy2","3","102311","61148"
"","1","memory_talk","5152061","","0.2","","","3","102111","61149"
"","1","wish_talk_joy_shy","5152061","","0.2","","","3","107711","61150"
"1","0","eieio_in","5152061","","0.2","0","eieio_loop","3","122811","61151"
"","1","anger_talk_joy","5152061","","0.2","","","3","122911","61152"
"","1","sad_talk_dere2","5152061","","0.2","","","3","122711","61153"
"","0","vo_rag_6011","5152061","","","","0","21","vo_rag","61154"
"1","10","ええ、とっても！\nすごーく新鮮な\nラジーオタイソーだったわ！","5152061","0","0","60","1","11","131911","61155"
"","0","","5152061","","","","0","91","0","61156"
"","1","gutsB_idle","5152061","","0.2","","","3","131911","61157"
"","1","memory_talk","5152061","","0.2","","","3","102111","61158"
"","0","vo_rag_6012","5152061","","","","0","21","vo_rag","61159"
"1","10","かわいくて元気が出て♪\nママ・サレンの体操、すごいですぅ♪","5152061","0","0","56","1","11","102111","61160"
"","0","","5152061","","","","0","91","0","61161"
"","1","memory_talk","5152061","","0.2","","","3","102111","61162"
"","0","se_10058300_emotion_laugh","5152061","","","","","23","se_10058300","61163"
"","","1","5152061","","","","","32","11","61164"
"","1","sad_talk_normal","5152061","","0.2","","","3","110311","61165"
"","0","vo_rag_6013","5152061","","","","0","21","vo_rag","61166"
"1","10","あはは、\nそんなに喜んでもらえるなんて、\n悪い気はしないわね","5152061","0","0","0","1","11","110311","61167"
"","0","","5152061","","","","0","91","0","61168"
"","","0","5152061","","","","","32","11","61169"
"","","0","5152061","","","","","22","0","61170"
"","","0","5152061","","","","","93","0.1","61171"
"","1","wish_talk_joy_shy","5152061","","0.2","","","3","110311","61172"
"1","0","smile2_joy","5152061","","0.2","0","sad_idle_joy","3","131911","61173"
"","1","joy_idle","5152061","","0.2","","","3","102311","61174"
"","1","memory_idle","5152061","","0.2","","","3","102111","61175"
"","1","wish_idle_dere","5152061","","0.2","","","3","107711","61176"
"","1","cool_talk_dere2","5152061","","0.2","","","3","122811","61177"
"","1","anger_idle_normal2","5152061","","0.2","","","3","122911","61178"
"","1","sad_idle_dere","5152061","","0.2","","","3","122711","61179"
"","0","se_10058300_emotion_kids","5152061","","","","","23","se_10058300","61180"
"0","2","9","5152061","0","0","0","0","12","110311","61181"
"0","2","7","5152061","0","0","0","0","12","131911","61182"
"0","2","10","5152061","0","0","0","0","12","102311","61183"
"0","2","6","5152061","0","0","0","0","12","102111","61184"
"","","0","5152061","","","","","93","2.5","61185"
"","","","5152061","","","","","101","61187","61186"
"","","bgm_MC173B","5152061","","","","","25","bgm_MC173B","61187"
"","","0","5152061","","","","","22","0","61188"
"-280","110","107111","5152062","doya_idle","1.55","1","382","1","1","62001"
"-210","105","107611","5152062","idle_normal","1.5","0","145","1","1","62002"
"-296","107","131911","5152062","joy_idle_normal","1.57","0","-22","1","1","62003"
"-311","109","107511","5152062","wish_idle_joy","1.57","0","-217","1","1","62004"
"-255","108","107811","5152062","cool_idle","1.53","0","-440","1","1","62005"
"-136","103","131411","5152062","idle_normal","1.45","0","34","1","1","62006"
"-146","104","131311","5152062","riri_idle","1.45","0","-163","1","1","62007"
"-166","105","131511","5152062","sad_idle_surprise1","1.45","0","-350","1","1","62008"
"-235","106","5","5152062","empty","1.5","1","-13","5","5","62009"
"-210","110","11","5152062","empty","1.5","0","145","5","1","62010"
"-296","110","12","5152062","empty","1.57","0","-22","5","1","62011"
"-311","110","13","5152062","empty","1.57","0","-217","5","1","62012"
"-255","110","14","5152062","empty","1.53","0","-440","5","1","62013"
"-136","107","15","5152062","empty","1.45","0","34","5","1","62014"
"-146","107","16","5152062","empty","1.45","0","-163","5","1","62015"
"-166","107","17","5152062","empty","1.45","0","-350","5","1","62016"
"","","210","5152062","","","","","13","107111","62017"
"","","207","5152062","","","","","13","131911","62018"
"","","209","5152062","","","","","13","107511","62019"
"","","205","5152062","","","","","13","107611","62020"
"","","208","5152062","","","","","13","107811","62021"
"","","203","5152062","","","","","13","131411","62022"
"","","204","5152062","","","","","13","131311","62023"
"","","205","5152062","","","","","13","131511","62024"
"-235","108","1","5152062","empty","1.57","0","-13","5","1","62025"
"11","210","2","5152062","empty","1","0","382","5","2","62026"
"1","0","1","5152062","","1","","0","31","1","62027"
"1","0","2","5152062","","0","","0","31","2","62028"
"1","0","12","5152062","","0","","0","31","12","62029"
"1","0","3","5152062","","1","","0","31","3","62030"
"","","","5152062","","","","","91","0","62031"
"","","telop_2","5152062","","","","","37","3","62032"
"","0","0","5152062","","","","","102","0","62033"
"","","0","5152062","","","","","93","1","62034"
"","1","doya_talk","5152062","","0.2","","","3","107111","62035"
"","0","vo_rag_2001","5152062","","","","0","21","vo_rag","62036"
"1","10","早朝にもかかわらず、よく集まった","5152062","0","0","35","1","11","107111","62037"
"","0","","5152062","","","","0","91","0","62038"
"1","0","cool_in_joy","5152062","","0.2","0","cool_talk_joy","3","107111","62039"
"","0","vo_rag_2002","5152062","","","","0","21","vo_rag","62040"
"1","10","オマエたちにとっておきの体操を\n伝授してやろう♪","5152062","0","0","35","1","11","107111","62041"
"","0","","5152062","","","","0","91","0","62042"
"","1","cool_idle","5152062","","0.2","","","3","107111","62043"
"","1","gutsB_talk_anger","5152062","","0.2","","","3","131311","62044"
"","0","vo_rag_2003","5152062","","","","0","21","vo_rag","62045"
"1","10","どんな苛烈な体操でも…\n頑張りぬく所存です…！","5152062","0","0","0","1","11","131311","62046"
"","0","","5152062","","","","0","91","0","62047"
"","1","riri_idle","5152062","","0.2","","","3","131311","62048"
"","","","5152062","","","","","26","1","62049"
"","1","joy_talk_normal","5152062","","0.2","","","3","107111","62050"
"","1","idle_normal","5152062","","0.2","","","3","131911","62051"
"","1","idle_normal","5152062","","0.2","","","3","107511","62052"
"","1","idle_normal","5152062","","0.2","","","3","107611","62053"
"","1","idle_normal","5152062","","0.2","","","3","107811","62054"
"","1","idle_normal","5152062","","0.2","","","3","131411","62055"
"","1","idle_normal","5152062","","0.2","","","3","131311","62056"
"","1","idle_normal","5152062","","0.2","","","3","131511","62057"
"","0","vo_rag_2004","5152062","","","","0","21","vo_rag","62058"
"0","10","ではいくぞ\nそれ、ワンツーワンツー\nもっと腕を高く！","5152062","2","0","0","1","11","107111","62059"
"","0","0","5152062","","","","0","93","1.1","62060"
"","","bgm_MC175A","5152062","","","","","25","bgm_MC175A","62061"
"","","1","5152062","","","","","32","2","62062"
"1","0","clapping_in","5152062","","0.2","0","clapping_loop","3","107111","62063"
"","0","idol_before_dance","5152062","","0.2","","","3","131911","62064"
"","0","idol_before_dance","5152062","","0.2","","","3","107511","62065"
"","0","idol_before_dance","5152062","","0.2","","","3","107611","62066"
"","0","idol_before_dance","5152062","","0.2","","","3","107811","62067"
"","0","idol_before_dance","5152062","","0.2","","","3","131411","62068"
"","0","idol_before_dance","5152062","","0.2","","","3","131311","62069"
"","0","idol_before_dance","5152062","","0.2","","","3","131511","62070"
"","","","5152062","","","","","91","0","62071"
"","","1","5152062","","","","","32","12","62072"
"","1","idol_danceF","5152062","","0.2","","","3","131911","62073"
"","1","idol_danceF","5152062","","0.2","","","3","107511","62074"
"","1","idol_danceF","5152062","","0.2","","","3","107611","62075"
"","1","idol_danceF","5152062","","0.2","","","3","107811","62076"
"1","0","idol_danceB_in","5152062","","0.2","0","idol_danceB_loop","3","131411","62077"
"1","0","idol_danceB_in","5152062","","0.2","0","idol_danceB_loop","3","131311","62078"
"1","0","idol_danceB_in","5152062","","0.2","0","idol_danceB_loop","3","131511","62079"
"","1","idol_danceF","5152062","","0.2","","","3","12","62080"
"","1","idol_danceF","5152062","","0.2","","","3","13","62081"
"","1","idol_danceF","5152062","","0.2","","","3","11","62082"
"","1","idol_danceF","5152062","","0.2","","","3","14","62083"
"","1","idol_danceB_loop","5152062","","0.2","","","3","15","62084"
"","1","idol_danceB_loop","5152062","","0.2","","","3","16","62085"
"","1","idol_danceB_loop","5152062","","0.2","","","3","17","62086"
"","0","0","5152062","","","","0","93","2.8","62087"
"","0","0","5152062","","","","0","93","0.1","62088"
"1","0","pointing_in_anger","5152062","","0.2","0","pointing_loop_anger","3","107111","62089"
"","0","0","5152062","","","","0","93","0.5","62090"
"","0","vo_rag_2005","5152062","","","","0","21","vo_rag","62091"
"","0","0204_in","5152062","","0","","","3","2","62092"
"","","0","5152062","","","","","93","2.5","62093"
"","0","0204_out","5152062","","0","","","3","2","62094"
"","","0","5152062","","","","","93","0.2","62095"
"","1","angry_loop","5152062","","0.2","","","3","107111","62096"
"","0","vo_rag_2006","5152062","","","","0","21","vo_rag","62097"
"","0","0205_in","5152062","","0","","","3","2","62098"
"","","0","5152062","","","","","93","2.2","62099"
"","0","0205_out","5152062","","0","","","3","2","62100"
"","","0","5152062","","","","","93","0.3","62101"
"1","0","clapping_in_talk2","5152062","","0.2","0","clapping_loop_talk2","3","107111","62102"
"","","0","5152062","","","","","93","2.1","62103"
"","","out","5152062","","","","","37","12","62104"
"1","0","idol_poseF_in","5152062","","0.1","0","idol_poseF_loop","3","131911","62105"
"1","0","idol_poseF_in","5152062","","0.1","0","idol_poseF_loop","3","107511","62106"
"1","0","idol_poseF_in","5152062","","0.1","0","idol_poseF_loop","3","107611","62107"
"1","0","idol_poseF_in","5152062","","0.1","0","idol_poseF_loop","3","107811","62108"
"1","0","idol_poseB_in","5152062","","0.1","0","idol_poseB_loop","3","131411","62109"
"1","0","idol_poseB_in","5152062","","0.1","0","idol_poseB_loop","3","131311","62110"
"1","0","idol_poseB_in","5152062","","0.1","0","idol_poseB_loop","3","131511","62111"
"","1","empty","5152062","","0.2","","","3","12","62112"
"","1","empty","5152062","","0.2","","","3","13","62113"
"","1","empty","5152062","","0.2","","","3","11","62114"
"","1","empty","5152062","","0.2","","","3","14","62115"
"","1","empty","5152062","","0.2","","","3","15","62116"
"","1","empty","5152062","","0.2","","","3","16","62117"
"","1","empty","5152062","","0.2","","","3","17","62118"
"11","-206","93","5152062","","","","0.7","2","107611","62119"
"11","-235","-13","5152062","","","","0.7","2","131911","62120"
"11","-248","-152","5152062","","","","0.7","2","107511","62121"
"11","-243","-277","5152062","","","","0.7","2","107811","62122"
"11","-151","8","5152062","","","","0.7","2","131411","62123"
"11","-154","-102","5152062","","","","0.7","2","131311","62124"
"11","-167","-222","5152062","","","","0.7","2","131511","62125"
"","","0","5152062","","","","","93","1.6","62126"
"","","finish","5152062","","","","","37","2","62127"
"","0","se_10058300_idle_finish","5152062","","","","","23","se_10058300","62128"
"0","0.5","bgm_MC173B","5152062","","0","1","0.5","27","bgm_MC173B","62129"
"","","0","5152062","","","","","93","0","62130"
"","0","clapping_end","5152062","","0.1","","","3","107111","62131"
"","","0","5152062","","","","","93","2","62132"
"1","0","armcrossed_in","5152062","","0.2","0","armcrossed_talk","3","107111","62133"
"","0","vo_rag_2007","5152062","","","","0","21","vo_rag","62134"
"1","10","これでフィニッシュ！　…見事だ☆\nアイドルの道は険しいが\nオマエたちならやれるだろう","5152062","0","0","35","1","11","107111","62135"
"","0","","5152062","","","","0","91","0","62136"
"","1","armcrossed_idle","5152062","","0.2","","","3","107111","62137"
"1","0","pack_in","5152062","","0","0","pack_talk","3","5","62138"
"","0","se_10058300_pack_appear","5152062","","","","","23","se_10058300","62139"
"1","0","idol_poseF_end_emilia_in","5152062","","0.2","0","idol_poseF_end_emilia_loop","3","131911","62140"
"","","0","5152062","","","","","93","1","62141"
"","0","vo_rag_2008","5152062","","","","0","21","vo_rag","62142"
"1","10","ねえリア、\nこれってラジーオタイソーなの？","5152062","0","5","24","1","11","5","62143"
"","0","","5152062","","","","0","91","0","62144"
"","","0","5152062","","","","","22","0","62145"
"","1","idol_poseF_end_emilia_loop_nervous","5152062","","0.2","","","3","131911","62146"
"1","0","idol_poseF_end_emilia_nervous_in","5152062","","0","0","idol_poseF_end_emilia_loop","3","1","62147"
"","1","pack_idle","5152062","","0.2","","","3","5","62148"
"","1","chris_laugh","5152062","","0.2","","","3","107111","62149"
"","0","se_10058300_emotion_idol","5152062","","","","","23","se_10058300","62150"
"0","2","5","5152062","0","5","5","0","12","5","62151"
"0","2","10","5152062","0","0","0","0","12","107111","62152"
"","","0","5152062","","","","","93","2.5","62153"
"","","","5152062","","","","","101","62155","62154"
"","","bgm_MC173B","5152062","","","","","25","bgm_MC173B","62155"
"","","0","5152062","","","","","22","0","62156"
"-215","109","131711","5152063","ames_sit_idle","1.8","1","124","1","1","63001"
"-215","108","132011","5152063","echidna_sit_thinking_idle","1.8","0","-119","1","1","63002"
"-215","109","1","5152063","empty","1.8","0","-119","5","1","63003"
"","","209","5152063","","","","","13","131711","63004"
"","","208","5152063","","","","","13","132011","63005"
"1.16","0","1","5152063","","1","","0","31","1","63006"
"1","0","10","5152063","","1","","0","31","10","63007"
"1","0","5","5152063","","0","","0","31","5","63008"
"1","0","3","5152063","","1","","0","31","3","63009"
"","","0","5152063","","","","","91","0","63010"
"","","telop_3","5152063","","","","","37","3","63011"
"","0","0","5152063","","","","","102","0","63012"
"","","0","5152063","","","","","93","1","63013"
"","1","echidna_sit_thinking_talk","5152063","","0.2","","","3","132011","63014"
"","0","vo_rag_5001","5152063","","","","0","21","vo_rag","63015"
"1","10","この世界には『アイドル』という\n種族にのみ伝わる、伝統の\nタイソーとやらがあるらしいね","5152063","0","-20","50","1","11","132011","63016"
"","0","","5152063","","","","0","91","0","63017"
"","1","echidna_sit_talk","5152063","","0.2","","","3","132011","63018"
"","0","vo_rag_5002","5152063","","","","0","21","vo_rag","63019"
"1","10","君は智に長けた存在だろう？\nボクにもその動きを\n教えてもらえないかな？","5152063","0","-20","50","1","11","132011","63020"
"","0","","5152063","","","","0","91","0","63021"
"","1","echidna_sit_idle","5152063","","0.2","","","3","132011","63022"
"1","0","ames_yareyare_in","5152063","","0.2","0","ames_yareyare_talk","3","131711","63023"
"","0","vo_rag_5003","5152063","","","","0","21","vo_rag","63024"
"1","10","随分と面倒なこと言ってくれちゃって","5152063","0","20","50","1","11","131711","63025"
"","0","","5152063","","","","0","91","0","63026"
"","1","ames_sit_talk","5152063","","0.2","","","3","131711","63027"
"","0","vo_rag_5004","5152063","","","","0","21","vo_rag","63028"
"1","10","色々誤解があるみたいだけど、\nまあいいわ","5152063","0","20","50","1","11","131711","63029"
"","0","","5152063","","","","0","91","0","63030"
"","0","vo_rag_5005","5152063","","","","0","21","vo_rag","63031"
"1","10","それじゃ、\nあたしと同じ動きをやってみて","5152063","0","20","50","1","11","131711","63032"
"","0","","5152063","","","","0","91","0","63033"
"1","0","ames_sit_out","5152063","","0.2","0","idle_normal","3","131711","63034"
"","","0","5152063","","","","","93","0.1","63035"
"1","0","echidna_sit_out","5152063","","0.2","0","idle_normal","3","132011","63036"
"","","out","5152063","","","","","37","10","63037"
"","","0","5152063","","","","","93","1","63038"
"","0","","5152063","","","","0","91","0","63039"
"","","bgm_MC175A","5152063","","","","","25","bgm_MC175A","63040"
"","","1","5152063","","","","","32","5","63041"
"","1","isekai_dance","5152063","","0.2","","","3","131711","63042"
"","","0","5152063","","","","","93","0.1","63043"
"","1","isekai_dance","5152063","","0.2","","","3","132011","63044"
"","0","vo_rag_5006","5152063","","","","0","21","vo_rag","63045"
"0","10","はい、ワンツーワンツー、\nステップステップ…","5152063","1.7","0","0","1","11","131711","63046"
"","","0","5152063","","","","","93","7","63047"
"","0","","5152063","","","","0","91","0","63048"
"","0","vo_rag_5007","5152063","","","","0","21","vo_rag","63049"
"1","10","ワン、ツー…ワン、ツ…\nはぁ、はぁ…\n今日のところは、ここまで、だね…","5152063","0","0","0","1","11","132011","63050"
"","","0","5152063","","","","","93","3.4","63051"
"0","0.5","bgm_MC173B","5152063","","0","1","0.5","27","bgm_MC173B","63052"
"","","out","5152063","","","","","37","5","63053"
"1","0","tired_in","5152063","","0","0","tired_talk","3","1","63054"
"1","0","echidna_tired_in","5152063","","0","0","echidna_tired_talk","3","132011","63055"
"","0","se_10058300_isekai_breath","5152063","","","","","23","se_10058300","63056"
"","","0","5152063","","","","","93","7.6","63057"
"","0","","5152063","","","","0","91","63050","63058"
"","1","tired_idle","5152063","","0.2","","","3","1","63059"
"","1","echidna_tired_idle","5152063","","0.2","","","3","132011","63060"
"1","0","shock_in","5152063","","0","0","shock_talk","3","131711","63061"
"","0","vo_rag_5008","5152063","","","","0","21","vo_rag","63062"
"1","10","ウソでしょ！　まだちょっとしか\nやってないわよ！","5152063","0","0","0","1","11","131711","63063"
