80d779b5ab58189a2a7e80db595985a1250f3ae41f7c915b44ef50e3356db884,3357e330ca1a4bd78ebbdeb0152c9f189ba138e823875d8f0689c56d7c2be121,6617e3192a80d7963487a16d63c53dd3fe676d5e8ee935c6142f934aac4b5944,7d39f05da8fee3d1ea21c4d6139091ab747f0f56c635ff5cccfedefc60dc8db4,1339732714491285b57cae1c871112d8845e27d735fda0a9814364ad372c2519,a9ea75e270a23a12dc2f268f85e2d7d94b36be83c1102e20aa095e6e93cb5aaa,59ffd319a9df77c9714991c5c3b617d158fe564c06c6aef4d5c6a29503bff56b,fdc46b25031438c97d8ca9c35b332e5b2cd1a3bffb49aec13ee7df603b885813,827e8832701997921480e0d8132e42f772ba96bc132cea3ae2fa01c8b357cdc8,457452d0822f8a2f7c5e0b4d16b6688192a355e6e0fa7b130a8eb7bb53c5a384,937af5f0861a7ec3a30db8862687bb34e7292966c95661eda94f0f6ec84fcac6,9edcc75a921b1b9971dad0c403a20613bca4c00a8e6732f0bce57086cadfb8e6,4ae7ec1944b5f7d8901b999a8bd2da9677bc06ac0f3da50e1d64520d533c88dc,4d23f0b1bb67b3275e9eeb841a9623bba1c2455c1e3eda5419a16a5441c62dd9
"28023","2023/01/15 15:00:00","0","2","0","31120","0","0","0","2030/08/01 14:59:59","100","112001","0","18"
"28023","2023/01/15 15:00:00","0","2","0","31119","0","0","0","2030/08/01 14:59:59","100","111901","0","19"
"28023","2023/01/15 15:00:00","0","2","0","31131","0","0","0","2030/08/01 14:59:59","100","113101","0","20"
"28023","2023/01/15 15:00:00","0","2","0","31134","0","0","0","2030/08/01 14:59:59","100","113401","0","21"
"28023","2023/01/15 15:00:00","0","2","0","31139","0","0","0","2030/08/01 14:59:59","100","113901","0","22"
"28023","2023/01/15 15:00:00","0","2","0","31144","0","0","0","2030/08/01 14:59:59","100","114401","0","23"
"28023","2023/01/15 15:00:00","0","2","0","31118","0","0","0","2030/08/01 14:59:59","100","111801","0","24"
"28023","2023/01/15 15:00:00","0","2","0","31150","0","0","0","2030/08/01 14:59:59","100","115001","0","25"
"28023","2023/01/15 15:00:00","0","2","0","31155","0","0","0","2030/08/01 14:59:59","100","115501","0","26"
"28023","2023/01/15 15:00:00","0","2","0","31170","0","0","0","2030/08/01 14:59:59","100","117001","0","27"
"28023","2023/01/15 15:00:00","0","2","0","31172","0","0","0","2030/08/01 14:59:59","100","117201","0","28"
"28023","2023/01/15 15:00:00","0","2","0","31180","0","0","0","2030/08/01 14:59:59","100","118001","0","29"
"28023","2023/01/15 15:00:00","0","2","0","31177","0","0","0","2030/08/01 14:59:59","100","117701","0","30"
"28023","2023/01/15 15:00:00","0","2","0","31199","0","0","0","2030/08/01 14:59:59","100","119901","0","31"
"28023","2023/01/15 15:00:00","0","2","0","31207","0","0","0","2030/08/01 14:59:59","100","120701","0","32"
"28023","2023/01/15 15:00:00","0","2","0","31209","0","0","0","2030/08/01 14:59:59","100","120901","0","33"
"28023","2023/01/15 15:00:00","0","2","0","31210","0","0","0","2030/08/01 14:59:59","100","121001","0","34"
"28023","2023/01/15 15:00:00","0","2","0","31211","0","0","0","2030/08/01 14:59:59","100","121101","0","35"
"28023","2023/01/15 15:00:00","0","2","0","31215","0","0","0","2030/08/01 14:59:59","100","121501","0","36"
"28023","2023/01/15 15:00:00","0","2","0","31225","0","0","0","2030/08/01 14:59:59","100","122501","0","37"
"28023","2023/01/15 15:00:00","0","2","0","31229","0","0","0","2030/08/01 14:59:59","100","122901","0","38"
"28023","2023/01/15 15:00:00","0","2","0","31233","0","0","0","2030/08/01 14:59:59","100","123301","0","39"
"28023","2023/01/15 15:00:00","0","2","0","31236","0","0","0","2030/08/01 14:59:59","100","123601","0","40"
"28023","2023/01/15 15:00:00","0","2","0","31238","0","0","0","2030/08/01 14:59:59","100","123801","0","41"
"28023","2023/01/15 15:00:00","0","2","0","31240","0","0","0","2030/08/01 14:59:59","100","124001","0","42"
"28023","2023/01/15 15:00:00","0","2","0","31076","0","0","0","2030/08/01 14:59:59","100","107601","0","43"
"28023","2023/01/15 15:00:00","0","2","0","31080","0","0","0","2030/08/01 14:59:59","100","108001","0","44"
"28023","2023/01/15 15:00:00","0","2","0","31082","0","0","0","2030/08/01 14:59:59","100","108201","0","45"
"28023","2023/01/15 15:00:00","0","2","0","31085","0","0","0","2030/08/01 14:59:59","100","108501","0","46"
"28023","2023/01/15 15:00:00","0","2","0","31089","0","0","0","2030/08/01 14:59:59","100","108901","0","47"
"28023","2023/01/15 15:00:00","0","2","0","31090","0","0","0","2030/08/01 14:59:59","100","109001","0","48"
"28023","2023/01/15 15:00:00","0","2","0","31101","0","0","0","2030/08/01 14:59:59","100","110101","0","49"
"28023","2023/01/15 15:00:00","0","2","0","31105","0","0","0","2030/08/01 14:59:59","100","110501","0","50"
"28023","2023/01/15 15:00:00","0","2","0","31112","0","0","0","2030/08/01 14:59:59","100","111201","0","51"
"28023","2023/01/15 15:00:00","0","2","0","31116","0","0","0","2030/08/01 14:59:59","100","111601","0","52"
"28023","2023/01/15 15:00:00","0","2","0","31121","0","0","0","2030/08/01 14:59:59","100","112101","0","53"
"28023","2023/01/15 15:00:00","0","2","0","31123","0","0","0","2030/08/01 14:59:59","100","112301","0","54"
"28023","2023/01/15 15:00:00","0","2","0","31130","0","0","0","2030/08/01 14:59:59","100","113001","0","55"
"28023","2023/01/15 15:00:00","0","2","0","31132","0","0","0","2030/08/01 14:59:59","100","113201","0","56"
"28023","2023/01/15 15:00:00","0","2","0","31135","0","0","0","2030/08/01 14:59:59","100","113501","0","57"
"28023","2023/01/15 15:00:00","0","2","0","31141","0","0","0","2030/08/01 14:59:59","100","114101","0","58"
"28023","2023/01/15 15:00:00","0","2","0","31146","0","0","0","2030/08/01 14:59:59","100","114601","0","59"
"28023","2023/01/15 15:00:00","0","2","0","31147","0","0","0","2030/08/01 14:59:59","100","114701","0","60"
"28023","2023/01/15 15:00:00","0","2","0","31156","0","0","0","2030/08/01 14:59:59","100","115601","0","61"
"28023","2023/01/15 15:00:00","0","2","0","31158","0","0","0","2030/08/01 14:59:59","100","115801","0","62"
"28023","2023/01/15 15:00:00","0","2","0","31168","0","0","0","2030/08/01 14:59:59","100","116801","0","63"
"28023","2023/01/15 15:00:00","0","2","0","31174","0","0","0","2030/08/01 14:59:59","100","117401","0","64"
"28023","2023/01/15 15:00:00","0","2","0","31178","0","0","0","2030/08/01 14:59:59","100","117801","0","65"
"28023","2023/01/15 15:00:00","0","2","0","31192","0","0","0","2030/08/01 14:59:59","100","119201","0","66"
"28023","2023/01/15 15:00:00","0","2","0","31208","0","0","0","2030/08/01 14:59:59","100","120801","0","67"
"28023","2023/01/15 15:00:00","0","2","0","31212","0","0","0","2030/08/01 14:59:59","100","121201","0","68"
"28023","2023/01/15 15:00:00","0","2","0","31221","0","0","0","2030/08/01 14:59:59","100","122101","0","69"
"28023","2023/01/15 15:00:00","0","2","0","31224","0","0","0","2030/08/01 14:59:59","100","122401","0","70"
"28023","2023/01/15 15:00:00","0","2","0","31228","0","0","0","2030/08/01 14:59:59","100","122801","0","71"
"28023","2023/01/15 15:00:00","0","2","0","31235","0","0","0","2030/08/01 14:59:59","100","123501","0","72"
"28023","2023/01/15 15:00:00","0","2","0","31241","0","0","0","2030/08/01 14:59:59","100","124101","0","73"
"28024","2023/01/15 15:00:00","0","2","0","31009","0","0","0","2030/08/01 14:59:59","100","100901","0","1"
"28024","2023/01/15 15:00:00","0","2","0","31010","0","0","0","2030/08/01 14:59:59","100","101001","0","2"
"28024","2023/01/15 15:00:00","0","2","0","31011","0","0","0","2030/08/01 14:59:59","100","101101","0","3"
"28024","2023/01/15 15:00:00","0","2","0","31012","0","0","0","2030/08/01 14:59:59","100","101201","0","4"
"28024","2023/01/15 15:00:00","0","2","0","31018","0","0","0","2030/08/01 14:59:59","100","101801","0","5"
"28024","2023/01/15 15:00:00","0","2","0","31028","0","0","0","2030/08/01 14:59:59","100","102801","0","6"
"28024","2023/01/15 15:00:00","0","2","0","31029","0","0","0","2030/08/01 14:59:59","100","102901","0","7"
"28024","2023/01/15 15:00:00","0","2","0","31030","0","0","0","2030/08/01 14:59:59","100","103001","0","8"
"28024","2023/01/15 15:00:00","0","2","0","31032","0","0","0","2030/08/01 14:59:59","100","103201","0","9"
"28024","2023/01/15 15:00:00","0","2","0","31043","0","0","0","2030/08/01 14:59:59","100","104301","0","10"
"28024","2023/01/15 15:00:00","0","2","0","31049","0","0","0","2030/08/01 14:59:59","100","104901","0","11"
"28024","2023/01/15 15:00:00","0","2","0","31053","0","0","0","2030/08/01 14:59:59","100","105301","0","12"
"28024","2023/01/15 15:00:00","0","2","0","31057","0","0","0","2030/08/01 14:59:59","100","105701","0","13"
"28024","2023/01/15 15:00:00","0","2","0","31047","0","0","0","2030/08/01 14:59:59","100","104701","0","14"
"28024","2023/01/15 15:00:00","0","2","0","31063","0","0","0","2030/08/01 14:59:59","100","106301","0","15"
"28024","2023/01/15 15:00:00","0","2","0","31036","0","0","0","2030/08/01 14:59:59","100","103601","0","16"
"28024","2023/01/15 15:00:00","0","2","0","31044","0","0","0","2030/08/01 14:59:59","100","104401","0","17"
"28024","2023/01/15 15:00:00","0","2","0","31037","0","0","0","2030/08/01 14:59:59","100","103701","0","18"
"28024","2023/01/15 15:00:00","0","2","0","31056","0","0","0","2030/08/01 14:59:59","100","105601","0","19"
"28024","2023/01/15 15:00:00","0","2","0","31014","0","0","0","2030/08/01 14:59:59","100","101401","0","20"
"28024","2023/01/15 15:00:00","0","2","0","31092","0","0","0","2030/08/01 14:59:59","100","109201","0","21"
"28024","2023/01/15 15:00:00","0","2","0","31094","0","0","0","2030/08/01 14:59:59","100","109401","0","22"
"28024","2023/01/15 15:00:00","0","2","0","31095","0","0","0","2030/08/01 14:59:59","100","109501","0","23"
"28024","2023/01/15 15:00:00","0","2","0","31096","0","0","0","2030/08/01 14:59:59","100","109601","0","24"
"28024","2023/01/15 15:00:00","0","2","0","31107","0","0","0","2030/08/01 14:59:59","100","110701","0","25"
"28024","2023/01/15 15:00:00","0","2","0","31108","0","0","0","2030/08/01 14:59:59","100","110801","0","26"
"28024","2023/01/15 15:00:00","0","2","0","31113","0","0","0","2030/08/01 14:59:59","100","111301","0","27"
"28024","2023/01/15 15:00:00","0","2","0","31114","0","0","0","2030/08/01 14:59:59","100","111401","0","28"
"28024","2023/01/15 15:00:00","0","2","0","31065","0","0","0","2030/08/01 14:59:59","100","106501","0","29"
"28024","2023/01/15 15:00:00","0","2","0","31117","0","0","0","2030/08/01 14:59:59","100","111701","0","30"
"28024","2023/01/15 15:00:00","0","2","0","31122","0","0","0","2030/08/01 14:59:59","100","112201","0","31"
"28024","2023/01/15 15:00:00","0","2","0","31110","0","0","0","2030/08/01 14:59:59","100","111001","0","32"
"28024","2023/01/15 15:00:00","0","2","0","31109","0","0","0","2030/08/01 14:59:59","100","110901","0","33"
"28024","2023/01/15 15:00:00","0","2","0","31127","0","0","0","2030/08/01 14:59:59","100","112701","0","34"
"28024","2023/01/15 15:00:00","0","2","0","31128","0","0","0","2030/08/01 14:59:59","100","112801","0","35"
"28024","2023/01/15 15:00:00","0","2","0","31129","0","0","0","2030/08/01 14:59:59","100","112901","0","36"
"28024","2023/01/15 15:00:00","0","2","0","31066","0","0","0","2030/08/01 14:59:59","100","106601","0","37"
"28024","2023/01/15 15:00:00","0","2","0","31133","0","0","0","2030/08/01 14:59:59","100","113301","0","38"
"28024","2023/01/15 15:00:00","0","2","0","31136","0","0","0","2030/08/01 14:59:59","100","113601","0","39"
"28024","2023/01/15 15:00:00","0","2","0","31137","0","0","0","2030/08/01 14:59:59","100","113701","0","40"
"28024","2023/01/15 15:00:00","0","2","0","31138","0","0","0","2030/08/01 14:59:59","100","113801","0","41"
"28024","2023/01/15 15:00:00","0","2","0","31140","0","0","0","2030/08/01 14:59:59","100","114001","0","42"
"28024","2023/01/15 15:00:00","0","2","0","31142","0","0","0","2030/08/01 14:59:59","100","114201","0","43"
"28024","2023/01/15 15:00:00","0","2","0","31143","0","0","0","2030/08/01 14:59:59","100","114301","0","44"
"28024","2023/01/15 15:00:00","0","2","0","31145","0","0","0","2030/08/01 14:59:59","100","114501","0","45"
"28024","2023/01/15 15:00:00","0","2","0","31064","0","0","0","2030/08/01 14:59:59","100","106401","0","46"
"28024","2023/01/15 15:00:00","0","2","0","31157","0","0","0","2030/08/01 14:59:59","100","115701","0","47"
"28024","2023/01/15 15:00:00","0","2","0","31159","0","0","0","2030/08/01 14:59:59","100","115901","0","48"
"28024","2023/01/15 15:00:00","0","2","0","31160","0","0","0","2030/08/01 14:59:59","100","116001","0","49"
"28024","2023/01/15 15:00:00","0","2","0","31162","0","0","0","2030/08/01 14:59:59","100","116201","0","50"
"28024","2023/01/15 15:00:00","0","2","0","31163","0","0","0","2030/08/01 14:59:59","100","116301","0","51"
"28024","2023/01/15 15:00:00","0","2","0","31165","0","0","0","2030/08/01 14:59:59","100","116501","0","52"
"28024","2023/01/15 15:00:00","0","2","0","31166","0","0","0","2030/08/01 14:59:59","100","116601","0","53"
"28024","2023/01/15 15:00:00","0","2","0","31167","0","0","0","2030/08/01 14:59:59","100","116701","0","54"
"28024","2023/01/15 15:00:00","0","2","0","31169","0","0","0","2030/08/01 14:59:59","100","116901","0","55"
"28024","2023/01/15 15:00:00","0","2","0","31171","0","0","0","2030/08/01 14:59:59","100","117101","0","56"
"28024","2023/01/15 15:00:00","0","2","0","31173","0","0","0","2030/08/01 14:59:59","100","117301","0","57"
"28024","2023/01/15 15:00:00","0","2","0","31175","0","0","0","2030/08/01 14:59:59","100","117501","0","58"
"28024","2023/01/15 15:00:00","0","2","0","31176","0","0","0","2030/08/01 14:59:59","100","117601","0","59"
"28024","2023/01/15 15:00:00","0","2","0","31179","0","0","0","2030/08/01 14:59:59","100","117901","0","60"
"28024","2023/01/15 15:00:00","0","2","0","31190","0","0","0","2030/08/01 14:59:59","100","119001","0","61"
"28024","2023/01/15 15:00:00","0","2","0","31191","0","0","0","2030/08/01 14:59:59","100","119101","0","62"
"28024","2023/01/15 15:00:00","0","2","0","31193","0","0","0","2030/08/01 14:59:59","100","119301","0","63"
"28024","2023/01/15 15:00:00","0","2","0","31164","0","0","0","2030/08/01 14:59:59","100","116401","0","64"
"28024","2023/01/15 15:00:00","0","2","0","31213","0","0","0","2030/08/01 14:59:59","100","121301","0","65"
"28024","2023/01/15 15:00:00","0","2","0","31214","0","0","0","2030/08/01 14:59:59","100","121401","0","66"
"28024","2023/01/15 15:00:00","0","2","0","31216","0","0","0","2030/08/01 14:59:59","100","121601","0","67"
"28024","2023/01/15 15:00:00","0","2","0","31220","0","0","0","2030/08/01 14:59:59","100","122001","0","68"
"28024","2023/01/15 15:00:00","0","2","0","31219","0","0","0","2030/08/01 14:59:59","100","121901","0","69"
"28024","2023/01/15 15:00:00","0","2","0","31222","0","0","0","2030/08/01 14:59:59","100","122201","0","70"
"28024","2023/01/15 15:00:00","0","2","0","31223","0","0","0","2030/08/01 14:59:59","100","122301","0","71"
"28024","2023/01/15 15:00:00","0","2","0","31226","0","0","0","2030/08/01 14:59:59","100","122601","0","72"
"28024","2023/01/15 15:00:00","0","2","0","31227","0","0","0","2030/08/01 14:59:59","100","122701","0","73"
"28024","2023/01/15 15:00:00","0","2","0","31231","0","0","0","2030/08/01 14:59:59","100","123101","0","74"
"28024","2023/01/15 15:00:00","0","2","0","31232","0","0","0","2030/08/01 14:59:59","100","123201","0","75"
"28024","2023/01/15 15:00:00","0","2","0","31237","0","0","0","2030/08/01 14:59:59","100","123701","0","76"
"28024","2023/01/15 15:00:00","0","2","0","31239","0","0","0","2030/08/01 14:59:59","100","123901","0","77"
"28024","2023/01/15 15:00:00","0","2","0","31242","0","0","0","2030/08/01 14:59:59","100","124201","0","78"
"28024","2023/01/15 15:00:00","0","2","0","31005","0","0","0","2030/08/01 14:59:59","100","100501","0","79"
"28024","2023/01/15 15:00:00","0","2","0","31006","0","0","0","2030/08/01 14:59:59","100","100601","0","80"
"28024","2023/01/15 15:00:00","0","2","0","31007","0","0","0","2030/08/01 14:59:59","100","100701","0","81"
"28024","2023/01/15 15:00:00","0","2","0","31008","0","0","0","2030/08/01 14:59:59","100","100801","0","82"
"28024","2023/01/15 15:00:00","0","2","0","31013","0","0","0","2030/08/01 14:59:59","100","101301","0","83"
"28024","2023/01/15 15:00:00","0","2","0","31015","0","0","0","2030/08/01 14:59:59","100","101501","0","84"
"28024","2023/01/15 15:00:00","0","2","0","31016","0","0","0","2030/08/01 14:59:59","100","101601","0","85"
"28024","2023/01/15 15:00:00","0","2","0","31017","0","0","0","2030/08/01 14:59:59","100","101701","0","86"
"28024","2023/01/15 15:00:00","0","2","0","31020","0","0","0","2030/08/01 14:59:59","100","102001","0","87"
"28024","2023/01/15 15:00:00","0","2","0","31023","0","0","0","2030/08/01 14:59:59","100","102301","0","88"
"28024","2023/01/15 15:00:00","0","2","0","31026","0","0","0","2030/08/01 14:59:59","100","102601","0","89"
"28024","2023/01/15 15:00:00","0","2","0","31027","0","0","0","2030/08/01 14:59:59","100","102701","0","90"
"28024","2023/01/15 15:00:00","0","2","0","31031","0","0","0","2030/08/01 14:59:59","100","103101","0","91"
"28024","2023/01/15 15:00:00","0","2","0","31033","0","0","0","2030/08/01 14:59:59","100","103301","0","92"
"28024","2023/01/15 15:00:00","0","2","0","31038","0","0","0","2030/08/01 14:59:59","100","103801","0","93"
"28024","2023/01/15 15:00:00","0","2","0","31042","0","0","0","2030/08/01 14:59:59","100","104201","0","94"
"28024","2023/01/15 15:00:00","0","2","0","31045","0","0","0","2030/08/01 14:59:59","100","104501","0","95"
"28024","2023/01/15 15:00:00","0","2","0","31046","0","0","0","2030/08/01 14:59:59","100","104601","0","96"
"28024","2023/01/15 15:00:00","0","2","0","31048","0","0","0","2030/08/01 14:59:59","100","104801","0","97"
