a882e6bd300e57888eea60567b403c7da361bc1ab33255a8514c19b8ecac8d5a,7ff7f402d3005a72bc95a0c025cca08902c155b79efed4c042351c16362191de,71fa878ccf13b403adae189defc0e5fc7e08aaf5513c0601971f01e231cb071c,edab95698e07c53d5cffd48fcd9072fe08b2ba6012c13b2cd49865ce16e05be8,e0c16c886c3d004cd2c0b2cc398cf73252207a5e05f4eb84c967b96467b09e56,f5645a93347374c3ea495b5e522078c1570c96bda42b6bd50f344b2fb84a0b37,8e988231d4c5aa4fbedc1917c29a464efc95de5f82b7c80c82f437af7b952175,665455c050f377bdcfe60a6942218f8e0415262204acdc273c0b136d5df28b18
"73","0","2020/04/10 12:00:00","3","86","2020/04/15 14:59:59","109201","0"
"73","0","2020/04/10 12:00:00","3","87","2020/04/15 14:59:59","109401","0"
"74","1014","2020/04/15 15:00:00","3","88","2020/04/24 11:59:59","110901","0"
"75","0","2020/04/24 12:00:00","3","89","2020/04/30 11:59:59","111101","0"
"76","1015","2020/04/30 12:00:00","3","90","2020/05/10 11:59:59","112701","0"
"77","0","2020/05/10 12:00:00","3","91","2020/05/15 14:59:59","109501","0"
"77","0","2020/05/10 12:00:00","3","92","2020/05/15 14:59:59","109601","0"
"78","1016","2020/05/15 15:00:00","3","93","2020/05/31 11:59:59","112801","0"
"79","1017","2020/05/31 12:00:00","3","94","2020/06/03 18:59:59","180501","0"
"79","0","2020/05/31 12:00:00","3","95","2020/06/03 18:59:59","180401","0"
"79","0","2020/05/31 12:00:00","3","96","2020/06/03 18:59:59","107001","0"
"79","0","2020/05/31 12:00:00","3","97","2020/06/03 18:59:59","106101","0"
"79","0","2020/05/31 12:00:00","3","98","2020/06/03 18:59:59","107101","0"
"80","1018","2020/06/03 19:00:00","3","99","2020/06/10 11:59:59","112901","0"
"81","0","2020/06/10 12:00:00","3","100","2020/06/17 14:59:59","110001","0"
"81","0","2020/06/10 12:00:00","3","101","2020/06/17 14:59:59","110301","0"
"82","1019","2020/06/17 15:00:00","3","102","2020/06/24 11:59:59","106601","0"
"83","0","2020/06/24 12:00:00","3","103","2020/06/30 11:59:59","111501","0"
"84","1020","2020/06/30 12:00:00","3","104","2020/07/03 18:59:59","180201","0"
"84","0","2020/06/30 12:00:00","3","105","2020/07/03 18:59:59","180501","0"
"84","0","2020/06/30 12:00:00","3","106","2020/07/03 18:59:59","180401","0"
"84","0","2020/06/30 12:00:00","3","107","2020/07/03 18:59:59","107001","0"
"84","0","2020/06/30 12:00:00","3","108","2020/07/03 18:59:59","106101","0"
"84","0","2020/06/30 12:00:00","3","109","2020/07/03 18:59:59","107101","0"
"85","1021","2020/07/03 19:00:00","3","110","2020/07/10 11:59:59","113101","0"
"86","0","2020/07/10 12:00:00","3","111","2020/07/15 14:59:59","110401","0"
"86","0","2020/07/10 12:00:00","3","112","2020/07/15 14:59:59","110601","0"
"87","1022","2020/07/15 15:00:00","3","113","2020/07/22 11:59:59","113301","0"
"88","0","2020/07/22 12:00:00","3","114","2020/07/27 11:59:59","112001","0"
"88","0","2020/07/22 12:00:00","3","115","2020/07/27 11:59:59","111901","0"
"89","0","2020/07/27 12:00:00","3","116","2020/07/31 11:59:59","107501","0"
"89","0","2020/07/27 12:00:00","3","117","2020/07/31 11:59:59","107801","0"
"90","1023","2020/07/31 12:00:00","3","118","2020/08/10 11:59:59","113401","0"
"91","0","2020/08/10 12:00:00","3","119","2020/08/15 14:59:59","110701","0"
"91","0","2020/08/10 12:00:00","3","120","2020/08/15 14:59:59","110801","0"
"92","1024","2020/08/15 15:00:00","3","121","2020/08/26 11:59:59","113601","0"
"93","0","2020/08/26 12:00:00","3","122","2020/08/31 11:59:59","107701","0"
"93","0","2020/08/26 12:00:00","3","123","2020/08/31 11:59:59","107901","0"
"94","1025","2020/08/31 12:00:00","3","124","2020/09/03 18:59:59","106801","0"
"94","0","2020/08/31 12:00:00","3","125","2020/09/03 18:59:59","180201","0"
"94","0","2020/08/31 12:00:00","3","126","2020/09/03 18:59:59","180501","0"
"94","0","2020/08/31 12:00:00","3","127","2020/09/03 18:59:59","180401","0"
"94","0","2020/08/31 12:00:00","3","128","2020/09/03 18:59:59","107001","0"
"94","0","2020/08/31 12:00:00","3","129","2020/09/03 18:59:59","106101","0"
"94","0","2020/08/31 12:00:00","3","130","2020/09/03 18:59:59","107101","0"
"95","1026","2020/09/03 19:00:00","3","131","2020/09/14 11:59:59","113701","0"
"96","0","2020/09/14 12:00:00","3","132","2020/09/19 14:59:59","111101","0"
"96","0","2020/09/14 12:00:00","3","133","2020/09/19 14:59:59","111301","0"
"97","1027","2020/09/19 15:00:00","3","134","2020/09/30 11:59:59","113801","0"
"98","1028","2020/09/30 12:00:00","3","135","2020/10/10 11:59:59","113901","0"
"99","0","2020/10/10 12:00:00","3","136","2020/10/15 14:59:59","111401","0"
"99","0","2020/10/10 12:00:00","3","137","2020/10/15 14:59:59","106501","0"
"100","1029","2020/10/15 15:00:00","3","138","2020/10/26 14:59:59","114001","0"
"101","0","2020/10/26 15:00:00","3","139","2020/10/31 11:59:59","108101","0"
"101","0","2020/10/26 15:00:00","3","140","2020/10/31 11:59:59","108301","0"
"102","1030","2020/10/31 12:00:00","3","141","2020/11/10 11:59:59","114201","0"
"103","0","2020/11/10 12:00:00","3","142","2020/11/21 14:59:59","109701","0"
"103","0","2020/11/10 12:00:00","3","143","2020/11/21 14:59:59","109901","0"
"104","1031","2020/11/16 15:00:00","3","144","2020/11/30 11:59:59","114301","0"
"105","1032","2020/11/30 12:00:00","3","145","2020/12/10 11:59:59","114401","0"
"106","0","2020/12/10 12:00:00","3","146","2020/12/21 14:59:59","111501","0"
"106","0","2020/12/10 12:00:00","3","147","2020/12/21 14:59:59","111701","0"
"106","0","2020/12/10 12:00:00","3","148","2020/12/21 14:59:59","108401","0"
"106","0","2020/12/10 12:00:00","3","149","2020/12/21 14:59:59","108601","0"
"107","1033","2020/12/21 15:00:00","3","150","2020/12/31 11:59:59","114501","0"
"108","1034","2020/12/31 12:00:00","3","151","2021/01/03 18:59:59","180101","0"
"108","0","2020/12/31 12:00:00","3","152","2021/01/03 18:59:59","106801","0"
"108","0","2020/12/31 12:00:00","3","153","2021/01/03 18:59:59","180201","0"
"108","0","2020/12/31 12:00:00","3","154","2021/01/03 18:59:59","180501","0"
"108","0","2020/12/31 12:00:00","3","155","2021/01/03 18:59:59","180401","0"
"108","0","2020/12/31 12:00:00","3","156","2021/01/03 18:59:59","107001","0"
"108","0","2020/12/31 12:00:00","3","157","2021/01/03 18:59:59","106101","0"
"108","0","2020/12/31 12:00:00","3","158","2021/01/03 18:59:59","107101","0"
"109","1035","2021/01/03 19:00:00","3","159","2021/01/12 11:59:59","111801","0"
"110","0","2021/01/12 12:00:00","3","160","2021/01/17 11:59:59","112001","0"
"110","0","2021/01/12 12:00:00","3","161","2021/01/17 11:59:59","111901","0"
"111","0","2021/01/17 12:00:00","3","162","2021/01/22 14:59:59","108801","0"
"111","0","2021/01/17 12:00:00","3","163","2021/01/22 14:59:59","108701","0"
"112","1036","2021/01/22 15:00:00","3","164","2021/01/31 11:59:59","115001","0"
"113","1037","2021/01/31 12:00:00","3","165","2021/02/10 11:59:59","115501","0"
"114","0","2021/02/10 12:00:00","3","166","2021/02/15 22:59:59","112201","0"
"114","0","2021/02/10 12:00:00","3","167","2021/02/15 22:59:59","109101","0"
"115","1038","2021/02/15 23:00:00","3","168","2021/02/23 14:59:59","106401","0"
"117","0","2021/02/23 15:00:00","3","169","2021/02/28 11:59:59","113101","0"
"118","1039","2021/02/23 15:00:00","3","170","2021/02/28 11:59:59","115701","0"
"119","1040","2021/02/28 12:00:00","3","171","2021/03/03 18:59:59","180601","0"
"119","0","2021/02/28 12:00:00","3","172","2021/03/03 18:59:59","180101","0"
"119","0","2021/02/28 12:00:00","3","173","2021/03/03 18:59:59","106801","0"
"119","0","2021/02/28 12:00:00","3","174","2021/03/03 18:59:59","180201","0"
"119","0","2021/02/28 12:00:00","3","175","2021/03/03 18:59:59","180501","0"
"119","0","2021/02/28 12:00:00","3","176","2021/03/03 18:59:59","180401","0"
"119","0","2021/02/28 12:00:00","3","177","2021/03/03 18:59:59","107001","0"
"119","0","2021/02/28 12:00:00","3","178","2021/03/03 18:59:59","106101","0"
"119","0","2021/02/28 12:00:00","3","179","2021/03/03 18:59:59","107101","0"
"120","1041","2021/03/03 19:00:00","3","180","2021/03/12 11:59:59","115901","0"
"121","0","2021/03/08 12:00:00","3","181","2021/03/24 11:59:59","112401","0"
"121","0","2021/03/08 12:00:00","3","182","2021/03/24 11:59:59","112501","0"
"122","0","2021/03/12 12:00:00","3","183","2021/03/22 14:59:59","113401","0"
"123","1042","2021/03/22 15:00:00","3","184","2021/03/31 11:59:59","116001","0"
"125","1043","2021/03/31 12:00:00","3","185","2021/04/08 11:59:59","116301","0"
"126","0","2021/04/08 12:00:00","3","186","2021/04/15 14:59:59","111001","0"
"126","0","2021/04/08 12:00:00","3","187","2021/04/15 14:59:59","110901","0"
"127","1044","2021/04/15 15:00:00","3","188","2021/04/22 11:59:59","116201","0"
"128","0","2021/04/22 12:00:00","3","189","2021/04/28 11:59:59","113901","0"
"129","1045","2021/04/28 12:00:00","3","190","2021/04/30 11:59:59","107101","0"
"129","0","2021/04/28 12:00:00","3","191","2021/04/30 11:59:59","180601","0"
"129","0","2021/04/28 12:00:00","3","192","2021/04/30 11:59:59","180101","0"
"129","0","2021/04/28 12:00:00","3","193","2021/04/30 11:59:59","106801","0"
"129","0","2021/04/28 12:00:00","3","194","2021/04/30 11:59:59","180201","0"
"129","0","2021/04/28 12:00:00","3","195","2021/04/30 11:59:59","180501","0"
"129","0","2021/04/28 12:00:00","3","196","2021/04/30 11:59:59","180401","0"
"129","0","2021/04/28 12:00:00","3","197","2021/04/30 11:59:59","107001","0"
"129","0","2021/04/28 12:00:00","3","198","2021/04/30 11:59:59","106101","0"
"130","1046","2021/04/30 12:00:00","3","199","2021/05/11 11:59:59","116501","0"
"131","0","2021/05/11 12:00:00","3","200","2021/05/21 14:59:59","112701","0"
"131","0","2021/05/11 12:00:00","3","201","2021/05/21 14:59:59","112801","0"
"133","1047","2021/05/21 15:00:00","3","202","2021/05/31 11:59:59","116601","0"
"134","1048","2021/05/31 12:00:00","3","203","2021/06/09 11:59:59","116701","0"
"135","0","2021/06/09 12:00:00","3","204","2021/06/16 14:59:59","112901","0"
"135","0","2021/06/09 12:00:00","3","205","2021/06/16 14:59:59","106601","0"
"136","0","2021/06/16 15:00:00","3","206","2021/06/20 14:59:59","110301","0"
"136","0","2021/06/16 15:00:00","3","207","2021/06/20 14:59:59","110001","0"
"137","1049","2021/06/16 15:00:00","3","208","2021/06/24 14:59:59","116901","0"
"138","0","2021/06/20 15:00:00","3","209","2021/06/24 14:59:59","107801","0"
"138","0","2021/06/20 15:00:00","3","210","2021/06/24 14:59:59","107501","0"
"139","0","2021/06/24 15:00:00","3","211","2021/06/30 11:59:59","114401","0"
"140","1050","2021/06/30 12:00:00","3","212","2021/07/03 18:59:59","180301","0"
"140","0","2021/06/30 12:00:00","3","213","2021/07/03 18:59:59","180601","0"
"140","0","2021/06/30 12:00:00","3","214","2021/07/03 18:59:59","180101","0"
"140","0","2021/06/30 12:00:00","3","215","2021/07/03 18:59:59","106801","0"
"140","0","2021/06/30 12:00:00","3","216","2021/07/03 18:59:59","180201","0"
"140","0","2021/06/30 12:00:00","3","217","2021/07/03 18:59:59","180501","0"
"140","0","2021/06/30 12:00:00","3","218","2021/07/03 18:59:59","180401","0"
"140","0","2021/06/30 12:00:00","3","219","2021/07/03 18:59:59","107001","0"
"140","0","2021/06/30 12:00:00","3","220","2021/07/03 18:59:59","106101","0"
"140","0","2021/06/30 12:00:00","3","221","2021/07/03 18:59:59","107101","0"
"141","1051","2021/07/03 19:00:00","3","222","2021/07/12 11:59:59","117001","0"
"142","0","2021/07/08 12:00:00","3","223","2021/07/15 14:59:59","113101","0"
"143","0","2021/07/15 12:00:00","3","224","2021/07/19 14:59:59","107701","0"
"143","0","2021/07/15 12:00:00","3","225","2021/07/19 14:59:59","107901","0"
"144","1052","2021/07/15 15:00:00","3","226","2021/07/24 14:59:59","117101","0"
"145","0","2021/07/19 15:00:00","3","227","2021/07/24 14:59:59","110401","0"
"146","0","2021/07/24 15:00:00","3","228","2021/07/31 11:59:59","111801","0"
"146","0","2021/07/24 15:00:00","3","229","2021/07/31 11:59:59","115001","0"
"147","1053","2021/07/31 12:00:00","3","230","2021/08/09 11:59:59","117201","0"
"148","0","2021/08/09 12:00:00","3","231","2021/08/15 14:59:59","113401","0"
"149","1054","2021/08/15 15:00:00","3","232","2021/08/23 11:59:59","117301","0"
"150","0","2021/08/23 12:00:00","3","233","2021/08/31 11:59:59","115501","0"
"151","1055","2021/08/31 12:00:00","3","234","2021/09/03 18:59:59","180701","0"
"151","0","2021/08/31 12:00:00","3","235","2021/09/03 18:59:59","180301","0"
"151","0","2021/08/31 12:00:00","3","236","2021/09/03 18:59:59","180601","0"
"151","0","2021/08/31 12:00:00","3","237","2021/09/03 18:59:59","180101","0"
"151","0","2021/08/31 12:00:00","3","238","2021/09/03 18:59:59","106801","0"
"151","0","2021/08/31 12:00:00","3","239","2021/09/03 18:59:59","180201","0"
"151","0","2021/08/31 12:00:00","3","240","2021/09/03 18:59:59","180501","0"
"151","0","2021/08/31 12:00:00","3","241","2021/09/03 18:59:59","180401","0"
"151","0","2021/08/31 12:00:00","3","242","2021/09/03 18:59:59","107001","0"
"151","0","2021/08/31 12:00:00","3","243","2021/09/03 18:59:59","106101","0"
"151","0","2021/08/31 12:00:00","3","244","2021/09/03 18:59:59","107101","0"
"152","1056","2021/09/03 19:00:00","3","245","2021/09/08 11:59:59","117501","0"
"153","0","2021/09/08 12:00:00","3","246","2021/09/13 11:59:59","113701","0"
"153","0","2021/09/08 12:00:00","3","247","2021/09/13 11:59:59","113801","0"
"154","1057","2021/09/13 12:00:00","3","248","2021/09/18 11:59:59","117601","0"
"155","1058","2021/09/18 12:00:00","3","249","2021/09/24 11:59:59","118001","0"
"156","0","2021/09/24 12:00:00","3","250","2021/09/30 11:59:59","108101","0"
"156","0","2021/09/24 12:00:00","3","251","2021/09/30 11:59:59","108301","0"
"157","0","2021/09/24 12:00:00","3","252","2021/09/30 11:59:59","110601","0"
"158","1059","2021/09/30 12:00:00","3","253","2021/10/08 11:59:59","117701","0"
"159","0","2021/10/08 12:00:00","3","254","2021/10/15 14:59:59","113901","0"
"160","1060","2021/10/15 15:00:00","3","255","2021/10/22 11:59:59","117901","0"
"161","0","2021/10/22 12:00:00","3","256","2021/10/31 11:59:59","111101","0"
"162","1061","2021/10/31 12:00:00","3","257","2021/11/03 18:59:59","106701","0"
"162","0","2021/10/31 12:00:00","3","258","2021/11/03 18:59:59","180701","0"
"162","0","2021/10/31 12:00:00","3","259","2021/11/03 18:59:59","180301","0"
"162","0","2021/10/31 12:00:00","3","260","2021/11/03 18:59:59","180601","0"
"162","0","2021/10/31 12:00:00","3","261","2021/11/03 18:59:59","180101","0"
"162","0","2021/10/31 12:00:00","3","262","2021/11/03 18:59:59","106801","0"
"162","0","2021/10/31 12:00:00","3","263","2021/11/03 18:59:59","180201","0"
"162","0","2021/10/31 12:00:00","3","264","2021/11/03 18:59:59","180501","0"
"162","0","2021/10/31 12:00:00","3","265","2021/11/03 18:59:59","180401","0"
"162","0","2021/10/31 12:00:00","3","266","2021/11/03 18:59:59","107001","0"
"162","0","2021/10/31 12:00:00","3","267","2021/11/03 18:59:59","106101","0"
"162","0","2021/10/31 12:00:00","3","268","2021/11/03 18:59:59","107101","0"
"163","1062","2021/11/03 19:00:00","3","269","2021/11/11 11:59:59","119001","0"
"164","0","2021/11/11 12:00:00","3","270","2021/11/16 11:59:59","114201","0"
"164","0","2021/11/11 12:00:00","3","271","2021/11/16 11:59:59","114301","0"
"166","1063","2021/11/16 12:00:00","3","272","2021/11/24 11:59:59","119101","0"
"167","0","2021/11/24 12:00:00","3","273","2021/11/30 11:59:59","108401","0"
"167","0","2021/11/24 12:00:00","3","274","2021/11/30 11:59:59","108601","0"
"168","1064","2021/11/30 12:00:00","3","275","2021/12/08 11:59:59","119901","0"
"169","0","2021/12/08 12:00:00","3","276","2021/12/15 14:59:59","114401","0"
"170","0","2021/12/15 15:00:00","3","277","2021/12/22 11:59:59","111501","0"
"171","1065","2021/12/22 12:00:00","3","278","2021/12/31 11:59:59","119301","0"
"172","1066","2021/12/31 12:00:00","3","279","2022/01/03 18:59:59","180801","0"
"172","0","2021/12/31 12:00:00","3","280","2022/01/03 18:59:59","106701","0"
"172","0","2021/12/31 12:00:00","3","281","2022/01/03 18:59:59","180701","0"
"172","0","2021/12/31 12:00:00","3","282","2022/01/03 18:59:59","180301","0"
"172","0","2021/12/31 12:00:00","3","283","2022/01/03 18:59:59","180601","0"
"172","0","2021/12/31 12:00:00","3","284","2022/01/03 18:59:59","180101","0"
"172","0","2021/12/31 12:00:00","3","285","2022/01/03 18:59:59","106801","0"
"172","0","2021/12/31 12:00:00","3","286","2022/01/03 18:59:59","180201","0"
"172","0","2021/12/31 12:00:00","3","287","2022/01/03 18:59:59","180501","0"
"172","0","2021/12/31 12:00:00","3","288","2022/01/03 18:59:59","180401","0"
"172","0","2021/12/31 12:00:00","3","289","2022/01/03 18:59:59","107001","0"
"172","0","2021/12/31 12:00:00","3","290","2022/01/03 18:59:59","106101","0"
"172","0","2021/12/31 12:00:00","3","291","2022/01/03 18:59:59","107101","0"
"173","1067","2022/01/03 19:00:00","3","292","2022/01/11 11:59:59","120701","0"
"174","0","2022/01/11 12:00:00","3","293","2022/01/15 14:59:59","111801","0"
"174","0","2022/01/11 12:00:00","3","294","2022/01/15 14:59:59","115001","0"
"175","1068","2022/01/15 15:00:00","3","295","2022/01/24 11:59:59","120901","0"
"176","0","2022/01/24 12:00:00","3","296","2022/01/27 11:59:59","108801","0"
"176","0","2022/01/24 12:00:00","3","297","2022/01/27 11:59:59","108701","0"
"177","0","2022/01/27 12:00:00","3","298","2022/01/31 11:59:59","112001","0"
"177","0","2022/01/27 12:00:00","3","299","2022/01/31 11:59:59","111901","0"
"178","1069","2022/01/31 12:00:00","3","300","2022/02/08 11:59:59","121001","0"
"179","1070","2022/02/08 12:00:00","3","301","2022/02/15 14:59:59","116401","0"
"180","0","2022/02/15 15:00:00","3","302","2022/02/24 11:59:59","115501","0"
"181","1071","2022/02/15 15:00:00","3","303","2022/02/24 11:59:59","121101","0"
"182","0","2022/02/24 12:00:00","3","304","2022/02/28 11:59:59","117001","0"
"183","1072","2022/02/28 12:00:00","3","305","2022/03/03 18:59:59","118101","0"
"183","0","2022/02/28 12:00:00","3","306","2022/03/03 18:59:59","180801","0"
"183","0","2022/02/28 12:00:00","3","307","2022/03/03 18:59:59","106701","0"
"183","0","2022/02/28 12:00:00","3","308","2022/03/03 18:59:59","180701","0"
"183","0","2022/02/28 12:00:00","3","309","2022/03/03 18:59:59","180301","0"
"183","0","2022/02/28 12:00:00","3","310","2022/03/03 18:59:59","180601","0"
"183","0","2022/02/28 12:00:00","3","311","2022/03/03 18:59:59","180101","0"
"183","0","2022/02/28 12:00:00","3","312","2022/03/03 18:59:59","106801","0"
"183","0","2022/02/28 12:00:00","3","313","2022/03/03 18:59:59","180201","0"
"183","0","2022/02/28 12:00:00","3","314","2022/03/03 18:59:59","180501","0"
"183","0","2022/02/28 12:00:00","3","315","2022/03/03 18:59:59","180401","0"
"183","0","2022/02/28 12:00:00","3","316","2022/03/03 18:59:59","107001","0"
"183","0","2022/02/28 12:00:00","3","317","2022/03/03 18:59:59","106101","0"
"183","0","2022/02/28 12:00:00","3","318","2022/03/03 18:59:59","107101","0"
"184","1073","2022/03/03 19:00:00","3","319","2022/03/11 11:59:59","121301","0"
"185","0","2022/03/08 12:00:00","3","320","2022/03/11 11:59:59","107801","0"
"185","0","2022/03/08 12:00:00","3","321","2022/03/11 11:59:59","107501","0"
"186","0","2022/03/11 12:00:00","3","322","2022/03/15 14:59:59","115901","0"
"186","0","2022/03/11 12:00:00","3","323","2022/03/15 14:59:59","116001","0"
