713f4c509d721b632c792dde198a249133028a94cd5ed30ff42bf32d4cbba60b,8a4f79db6ab270b981f333ad91ca8c43212e9defdbd3356cbb928366c9b5da02,ef67e992c2b3e84c282e64de875bb29a3986f4b2a0a5574b71182ec851c8ff62,2c9043af504b15e9a102ba17bf3491468a2098b832b7975df7e42f96389dac94,25231a06e3e5d0b22b110664476feb7a769b3031e82e337ba78aac0f7e225140,90948a109347fe44a0353678e39e06c27250734b11747ac7c88391ae53845060
"1003","99001102","11001102","15","1","189"
"0","99001102","91002","8","30","190"
"1001","99001103","11001103","15","1","191"
"0","99001103","91002","8","30","192"
"1001","99001104","11001104","15","1","193"
"0","99001104","91002","8","30","194"
"1002","99001105","11001105","15","1","195"
"0","99001105","91002","8","30","196"
"1003","99001106","11001106","15","1","197"
"0","99001106","91002","8","30","198"
"1001","99001107","11001107","15","1","199"
"0","99001107","91002","8","30","200"
"1001","99001108","11001108","15","1","201"
"0","99001108","91002","8","30","202"
"1002","99001109","11001109","15","1","203"
"0","99001109","91002","8","30","204"
"1003","99001110","11001110","15","1","205"
"0","99001110","91002","8","30","206"
"1001","99001111","11001111","15","1","207"
"0","99001111","91002","8","30","208"
"1001","99001112","11001112","15","1","209"
"0","99001112","91002","8","30","210"
"1002","99001113","11001113","15","1","211"
"0","99001113","91002","8","30","212"
"1003","99001114","11001114","15","1","213"
"0","99001114","91002","8","30","214"
"1001","99001115","11001115","15","1","215"
"0","99001115","91002","8","30","216"
"1001","99001116","11001116","15","1","217"
"0","99001116","91002","8","30","218"
"1002","99001117","11001117","15","1","219"
"0","99001117","91002","8","30","220"
"1003","99001118","11001118","15","1","221"
"0","99001118","91002","8","30","222"
"1001","99001119","11001119","15","1","223"
"0","99001119","91002","8","30","224"
"1001","99001120","11001120","15","1","225"
"0","99001120","91002","8","30","226"
"1002","99001121","11001121","15","1","227"
"0","99001121","91002","8","30","228"
"1003","99001122","11001122","15","1","229"
"0","99001122","91002","8","30","230"
"1001","99001123","11001123","15","1","231"
"0","99001123","91002","8","30","232"
"1001","99001124","11001124","15","1","233"
"0","99001124","91002","8","30","234"
"1002","99001125","11001125","15","1","235"
"0","99001125","91002","8","30","236"
"1003","99001126","11001126","15","1","237"
"0","99001126","91002","8","30","238"
"1001","99001127","11001127","15","1","239"
"0","99001127","91002","8","30","240"
"1001","99001128","11001128","15","1","241"
"0","99001128","91002","8","30","242"
"1002","99001129","11001129","15","1","243"
"0","99001129","91002","8","30","244"
"1003","99001130","11001130","15","1","245"
"0","99001130","91002","8","30","246"
"1003","99001131","11001131","15","1","247"
"1001","99001132","11001132","15","1","248"
"0","99001132","91002","8","30","249"
"1001","99001133","11001133","15","1","250"
"0","99001133","91002","8","30","251"
"1002","99001134","11001134","15","1","252"
"0","99001134","91002","8","30","253"
"1003","99001135","11001135","15","1","254"
"0","99001135","91002","8","30","255"
"1001","99001136","11001136","15","1","256"
"0","99001136","91002","8","30","257"
"1001","99001137","11001137","15","1","258"
"0","99001137","91002","8","30","259"
"1002","99001138","11001138","15","1","260"
"0","99001138","91002","8","30","261"
"1003","99001139","11001139","15","1","262"
"0","99001139","91002","8","30","263"
"1003","99001140","11001140","15","1","264"
"1001","99001142","11001142","15","1","265"
"0","99001142","91002","8","30","266"
"1001","99001143","11001143","15","1","267"
"0","99001143","91002","8","30","268"
"1002","99001144","11001144","15","1","269"
"0","99001144","91002","8","30","270"
"1003","99001145","11001145","15","1","271"
"0","99001145","91002","8","30","272"
"1001","99001146","11001146","15","0","273"
"1002","99001147","11001147","15","0","274"
"1001","99001148","11001148","15","1","275"
"0","99001148","91002","8","30","276"
"1001","99001149","11001149","15","1","277"
"0","99001149","91002","8","30","278"
"1002","99001150","11001150","15","1","279"
"0","99001150","91002","8","30","280"
"1003","99001151","11001151","15","1","281"
"0","99001151","91002","8","30","282"
"1001","99001152","11001152","15","1","283"
"0","99001152","91002","8","30","284"
"1001","99001153","11001153","15","1","285"
"0","99001153","91002","8","30","286"
"1002","99001154","11001154","15","1","287"
"0","99001154","91002","8","30","288"
"1003","99001155","11001155","15","1","289"
"0","99001155","91002","8","30","290"
"1001","99001156","11001156","15","1","291"
"0","99001156","91002","8","30","292"
"1001","99001157","11001157","15","1","293"
"0","99001157","91002","8","30","294"
"1002","99001158","11001158","15","1","295"
"0","99001158","91002","8","30","296"
"1003","99001159","11001159","15","1","297"
"0","99001159","91002","8","30","298"
"1001","99001160","11001160","15","1","299"
"0","99001160","91002","8","30","300"
"1001","99001161","11001161","15","1","301"
"0","99001161","91002","8","30","302"
"1002","99001162","11001162","15","1","303"
"0","99001162","91002","8","30","304"
"1003","99001163","11001163","15","1","305"
"0","99001163","91002","8","30","306"
"1002","99001164","11001164","15","1","307"
"1003","99001165","11001165","15","1","308"
"1001","99001166","11001166","15","1","309"
"0","99001166","91002","8","30","310"
"1001","99001167","11001167","15","1","311"
"0","99001167","91002","8","30","312"
"1002","99001168","11001168","15","1","313"
"0","99001168","91002","8","30","314"
"1003","99001169","11001169","15","1","315"
"0","99001169","91002","8","30","316"
"1001","99001170","11001170","15","1","317"
"0","99001170","91002","8","30","318"
"1001","99001171","11001171","15","1","319"
"0","99001171","91002","8","30","320"
"1002","99001172","11001172","15","1","321"
"0","99001172","91002","8","30","322"
"1003","99001173","11001173","15","1","323"
"0","99001173","91002","8","30","324"
"1001","99001174","11001174","15","1","325"
"0","99001174","91002","8","30","326"
"1001","99001175","11001175","15","1","327"
"0","99001175","91002","8","30","328"
"1002","99001176","11001176","15","1","329"
"0","99001176","91002","8","30","330"
"1003","99001177","11001177","15","1","331"
"0","99001177","91002","8","30","332"
"1001","99001178","11001178","15","1","333"
"0","99001178","91002","8","30","334"
"1001","99001179","11001179","15","1","335"
"0","99001179","91002","8","30","336"
"1002","99001180","11001180","15","1","337"
"0","99001180","91002","8","30","338"
"1003","99001181","11001181","15","1","339"
"0","99001181","91002","8","30","340"
"1001","99001182","11001182","15","1","341"
"0","99001182","91002","8","30","342"
"1001","99001183","11001183","15","1","343"
"0","99001183","91002","8","30","344"
"1002","99001184","11001184","15","1","345"
"0","99001184","91002","8","30","346"
"1003","99001185","11001185","15","1","347"
"0","99001185","91002","8","30","348"
"1001","99001186","11001186","15","1","349"
"0","99001186","91002","8","30","350"
"1001","99001187","11001187","15","1","351"
"0","99001187","91002","8","30","352"
"1002","99001188","11001188","15","1","353"
"0","99001188","91002","8","30","354"
"1003","99001189","11001189","15","1","355"
"0","99001189","91002","8","30","356"
"1001","99001190","11001190","15","1","357"
"0","99001190","91002","8","30","358"
"1001","99001191","11001191","15","1","359"
"0","99001191","91002","8","30","360"
"1002","99001192","11001192","15","1","361"
"0","99001192","91002","8","30","362"
"1003","99001193","11001193","15","1","363"
"0","99001193","91002","8","30","364"
"1001","99001194","11001194","15","1","365"
"0","99001194","91002","8","30","366"
"1001","99001195","11001195","15","1","367"
"0","99001195","91002","8","30","368"
"1002","99001196","11001196","15","1","369"
"0","99001196","91002","8","30","370"
"1003","99001197","11001197","15","1","371"
"0","99001197","91002","8","30","372"
"1002","99001198","11001198","15","1","373"
"1003","99001199","11001199","15","1","374"
"1001","99001200","11001200","15","1","375"
"0","99001200","91002","8","30","376"
"1001","99001201","11001201","15","1","377"
"0","99001201","91002","8","30","378"
"1002","99001202","11001202","15","1","379"
"0","99001202","91002","8","30","380"
"1003","99001203","11001203","15","1","381"
"0","99001203","91002","8","30","382"
"1003","99001204","11001204","15","1","383"
"1001","99001205","11001205","15","1","384"
"0","99001205","91002","8","30","385"
"1001","99001206","11001206","15","1","386"
"0","99001206","91002","8","30","387"
"1002","99001207","11001207","15","1","388"
"0","99001207","91002","8","30","389"
"1003","99001208","11001208","15","1","390"
"0","99001208","91002","8","30","391"
"1001","99001209","11001209","15","1","392"
"0","99001209","91002","8","30","393"
"1001","99001210","11001210","15","1","394"
"0","99001210","91002","8","30","395"
"1002","99001211","11001211","15","1","396"
"0","99001211","91002","8","30","397"
"1003","99001212","11001212","15","1","398"
"0","99001212","91002","8","30","399"
"1001","99001213","11001213","15","1","400"
"0","99001213","91002","8","30","401"
"1001","99001214","11001214","15","1","402"
"0","99001214","91002","8","30","403"
"1002","99001215","11001215","15","1","404"
"0","99001215","91002","8","30","405"
"1003","99001216","11001216","15","1","406"
"0","99001216","91002","8","30","407"
"1001","99001217","11001217","15","1","408"
"0","99001217","91002","8","30","409"
"1001","99001218","11001218","15","1","410"
"0","99001218","91002","8","30","411"
"1002","99001219","11001219","15","1","412"
"0","99001219","91002","8","30","413"
"1003","99001220","11001220","15","1","414"
"0","99001220","91002","8","30","415"
"1001","99001221","11001221","15","1","416"
"0","99001221","91002","8","30","417"
"1001","99001222","11001222","15","1","418"
"0","99001222","91002","8","30","419"
"1002","99001223","11001223","15","1","420"
"0","99001223","91002","8","30","421"
"1003","99001224","11001224","15","1","422"
"0","99001224","91002","8","30","423"
"1001","99001225","11001225","15","1","424"
"0","99001225","91002","8","30","425"
"1001","99001226","11001226","15","1","426"
"0","99001226","91002","8","30","427"
"1002","99001227","11001227","15","1","428"
"0","99001227","91002","8","30","429"
"1003","99001228","11001228","15","1","430"
"0","99001228","91002","8","30","431"
"1001","99001229","11001229","15","1","432"
"0","99001229","91002","8","30","433"
"1001","99001230","11001230","15","1","434"
"0","99001230","91002","8","30","435"
"1002","99001231","11001231","15","1","436"
"0","99001231","91002","8","30","437"
"1003","99001232","11001232","15","1","438"
"0","99001232","91002","8","30","439"
"1001","99001233","11001233","15","1","440"
"0","99001233","91002","8","30","441"
"1001","99001234","11001234","15","1","442"
"0","99001234","91002","8","30","443"
"1002","99001235","11001235","15","1","444"
"0","99001235","91002","8","30","445"
"1003","99001236","11001236","15","1","446"
"0","99001236","91002","8","30","447"
"1001","99001237","11001237","15","1","448"
"0","99001237","91002","8","30","449"
"1001","99001238","11001238","15","1","450"
"0","99001238","91002","8","30","451"
"1002","99001239","11001239","15","1","452"
"0","99001239","91002","8","30","453"
"1003","99001240","11001240","15","1","454"
"0","99001240","91002","8","30","455"
"1001","99001241","11001241","15","1","456"
"0","99001241","91002","8","30","457"
"1001","99001242","11001242","15","1","458"
"0","99001242","91002","8","30","459"
"1002","99001243","11001243","15","1","460"
"0","99001243","91002","8","30","461"
"1003","99001244","11001244","15","1","462"
"0","99001244","91002","8","30","463"
"1001","99001245","11001245","15","1","464"
"0","99001245","91002","8","30","465"
"1001","99001246","11001246","15","1","466"
"0","99001246","91002","8","30","467"
"1002","99001247","11001247","15","1","468"
"0","99001247","91002","8","30","469"
"1003","99001248","11001248","15","1","470"
"0","99001248","91002","8","30","471"
"1003","99001249","11001249","15","1","472"
"1001","99001250","11001250","15","1","473"
"0","99001250","91002","8","30","474"
"1001","99001251","11001251","15","1","475"
"0","99001251","91002","8","30","476"
"1002","99001252","11001252","15","1","477"
"0","99001252","91002","8","30","478"
"1003","99001253","11001253","15","1","479"
"0","99001253","91002","8","30","480"
"1001","99001254","11001254","15","1","481"
"0","99001254","91002","8","30","482"
"1001","99001255","11001255","15","1","483"
"0","99001255","91002","8","30","484"
"1002","99001256","11001256","15","1","485"
"0","99001256","91002","8","30","486"
"1003","99001257","11001257","15","1","487"
"0","99001257","91002","8","30","488"
"1001","99001258","11001258","15","1","489"
"0","99001258","91002","8","30","490"
"1001","99001259","11001259","15","1","491"
"0","99001259","91002","8","30","492"
"1002","99001260","11001260","15","1","493"
"0","99001260","91002","8","30","494"
"1003","99001261","11001261","15","1","495"
"0","99001261","91002","8","30","496"
"1001","99001262","11001262","15","1","497"
"1001","99001263","11001263","15","1","498"
"1001","99001264","11001264","15","1","499"
"1002","99001265","11001265","15","1","500"
"1003","99001266","11001266","15","1","501"
"1001","99001267","11001267","15","1","502"
"0","99001267","91002","8","30","503"
"1001","99001268","11001268","15","1","504"
"0","99001268","91002","8","30","505"
"1002","99001269","11001269","15","1","506"
"0","99001269","91002","8","30","507"
"1003","99001270","11001270","15","1","508"
"0","99001270","91002","8","30","509"
"1003","99001271","11001271","15","1","510"
"1001","99001272","11001272","15","1","511"
"0","99001272","91002","8","30","512"
"1001","99001273","11001273","15","1","513"
"0","99001273","91002","8","30","514"
"1002","99001274","11001274","15","1","515"
"0","99001274","91002","8","30","516"
"1003","99001275","11001275","15","1","517"
"0","99001275","91002","8","30","518"
"1003","99001276","11001276","15","1","519"
"1001","99001277","11001277","15","1","520"
"0","99001277","91002","8","30","521"
"1001","99001278","11001278","15","1","522"
"0","99001278","91002","8","30","523"
"1002","99001279","11001279","15","1","524"
"0","99001279","91002","8","30","525"
"1003","99001280","11001280","15","1","526"
"0","99001280","91002","8","30","527"
"1001","99001281","11001281","15","1","528"
"0","99001281","91002","8","30","529"
"1001","99001282","11001282","15","1","530"
"0","99001282","91002","8","30","531"
"1002","99001283","11001283","15","1","532"
"0","99001283","91002","8","30","533"
"1003","99001284","11001284","15","1","534"
"0","99001284","91002","8","30","535"
"1003","99001285","11001285","15","1","536"
"1001","99001286","11001286","15","1","537"
"0","99001286","91002","8","30","538"
"1001","99001287","11001287","15","1","539"
"0","99001287","91002","8","30","540"
"1002","99001288","11001288","15","1","541"
"0","99001288","91002","8","30","542"
"1003","99001289","11001289","15","1","543"
"0","99001289","91002","8","30","544"
"1001","99001290","11001290","15","1","545"
"0","99001290","91002","8","30","546"
"1001","99001291","11001291","15","1","547"
"0","99001291","91002","8","30","548"
"1002","99001292","11001292","15","1","549"
"0","99001292","91002","8","30","550"
"1003","99001293","11001293","15","1","551"
"0","99001293","91002","8","30","552"
"1001","99001294","11001294","15","1","553"
"0","99001294","91002","8","30","554"
"1001","99001295","11001295","15","1","555"
"0","99001295","91002","8","30","556"
"1002","99001296","11001296","15","1","557"
"0","99001296","91002","8","30","558"
"1003","99001297","11001297","15","1","559"
"0","99001297","91002","8","30","560"
"1001","99001298","11001298","15","1","561"
"0","99001298","91002","8","30","562"
"1001","99001299","11001299","15","1","563"
"0","99001299","91002","8","30","564"
"1002","99001300","11001300","15","1","565"
"0","99001300","91002","8","30","566"
"1003","99001301","11001301","15","1","567"
"0","99001301","91002","8","30","568"
"1003","99001302","11001302","15","1","569"
"1003","99001303","11001303","15","1","570"
"1003","99001304","11001304","15","1","571"
"1001","99001305","11001305","15","1","572"
"0","99001305","91002","8","30","573"
"1001","99001306","11001306","15","1","574"
"0","99001306","91002","8","30","575"
"1002","99001307","11001307","15","1","576"
"0","99001307","91002","8","30","577"
"1003","99001308","11001308","15","1","578"
"0","99001308","91002","8","30","579"
"1001","99001309","11001309","15","1","580"
"0","99001309","91002","8","30","581"
"1001","99001310","11001310","15","1","582"
"0","99001310","91002","8","30","583"
"1002","99001311","11001311","15","1","584"
"0","99001311","91002","8","30","585"
"1003","99001312","11001312","15","1","586"
"0","99001312","91002","8","30","587"
"1003","99001313","11001313","15","1","588"
"1001","99001314","11001314","15","1","589"
"0","99001314","91002","8","30","590"
"1001","99001315","11001315","15","1","591"
"0","99001315","91002","8","30","592"
"1002","99001316","11001316","15","1","593"
"0","99001316","91002","8","30","594"
"1003","99001317","11001317","15","1","595"
"0","99001317","91002","8","30","596"
"1003","99001318","11001318","15","1","597"
"1001","99001319","11001319","15","1","598"
"0","99001319","91002","8","30","599"
"1001","99001320","11001320","15","1","600"
"0","99001320","91002","8","30","601"
"1002","99001321","11001321","15","1","602"
"0","99001321","91002","8","30","603"
"1003","99001322","11001322","15","1","604"
"0","99001322","91002","8","30","605"
"1003","99001323","11001323","15","1","606"
"1001","99001324","11001324","15","1","607"
"0","99001324","91002","8","30","608"
"1001","99001325","11001325","15","1","609"
"0","99001325","91002","8","30","610"
"1002","99001326","11001326","15","1","611"
"0","99001326","91002","8","30","612"
"1003","99001327","11001327","15","1","613"
"0","99001327","91002","8","30","614"
"1003","99001328","11001328","15","1","615"
"1001","99001329","11001329","15","1","616"
"0","99001329","91002","8","30","617"
"1001","99001330","11001330","15","1","618"
"0","99001330","91002","8","30","619"
"1002","99001331","11001331","15","1","620"
"0","99001331","91002","8","30","621"
"1003","99001332","11001332","15","1","622"
"0","99001332","91002","8","30","623"
"1001","99001333","11001333","15","1","624"
"0","99001333","91002","8","30","625"
"1001","99001334","11001334","15","1","626"
"0","99001334","91002","8","30","627"
"1002","99001335","11001335","15","1","628"
"0","99001335","91002","8","30","629"
"1003","99001336","11001336","15","1","630"
"0","99001336","91002","8","30","631"
"1002","99001337","11001337","15","1","632"
"1002","99001338","11001338","15","1","633"
"1003","99001339","11001339","15","1","634"
"1001","99001340","11001340","15","1","635"
"0","99001340","91002","8","30","636"
"1001","99001341","11001341","15","1","637"
"0","99001341","91002","8","30","638"
"1002","99001342","11001342","15","1","639"
"0","99001342","91002","8","30","640"
"1003","99001343","11001343","15","1","641"
"0","99001343","91002","8","30","642"
"1003","99900001","19901001","15","1","643"
"1003","99900002","19901002","15","1","644"
"1003","99900003","19901003","15","1","645"
"1001","99001344","11001344","15","1","646"
"0","99001344","91002","8","30","647"
"1001","99001345","11001345","15","1","648"
"0","99001345","91002","8","30","649"
"1002","99001346","11001346","15","1","650"
"0","99001346","91002","8","30","651"
"1003","99001347","11001347","15","1","652"
"0","99001347","91002","8","30","653"
