72e05cb375a6319d9e843eab266ef8dec7e1ca1b221db71727fe9660b5607984,3701f97847dbe3a99132e8c8d4343b4f813a62a35c7de2b07dd7288fba4365d6,622fc0147e9eb7d44ce2c1ffeb8f5fb3200c25393785ce02ab7ff8eeaa1b3318,554495204ac988af68cdcb961aa2a24878bcaa3e4899f86ec84311261785c29c,91e8992e1b3a31a7af61ebda71c5a0b9164f9b2107aec1188051acfe316cd0dd,87a046e93f6e315518a942fdd9745894099a042bd7c6cd5d66ee00dc0ac95dc4
"-1039","3","-1077","2816","2","811"
"-1001","3","-1039","2816","2","821"
"-1001","3","-1001","2816","2","831"
"-963","3","-1001","2816","2","841"
"-963","3","-963","2816","2","851"
"-963","3","-963","2816","2","861"
"-925","3","-963","2816","2","871"
"-887","3","-925","2816","2","881"
"-887","3","-887","2816","2","891"
"-887","3","-887","2816","2","901"
"-849","3","-887","2816","2","911"
"-811","3","-849","2816","2","921"
"-773","3","-811","2816","2","931"
"-735","3","-773","2816","2","941"
"-697","3","-735","2816","2","951"
"-659","3","-697","2816","2","961"
"-621","3","-659","2816","2","971"
"-583","3","-621","2816","2","981"
"-583","3","-583","2816","2","991"
"-583","3","-583","2816","2","1001"
"-583","3","-583","2816","2","1011"
"-545","3","-583","2816","2","1021"
"-507","3","-545","2816","2","1031"
"-507","3","-507","2816","2","1041"
"-507","3","-507","2816","2","1051"
"-434","3","-507","2816","2","1061"
"-1137","4","-1220","2816","2","1071"
"-1096","4","-1137","2816","2","1081"
"-1096","4","-1096","2816","2","1091"
"-1096","4","-1096","2816","2","1101"
"-1096","4","-1096","2816","2","1111"
"-1096","4","-1096","2816","2","1121"
"-1055","4","-1096","2816","2","1131"
"-1014","4","-1055","2816","2","1141"
"-1014","4","-1014","2816","2","1151"
"-1014","4","-1014","2816","2","1161"
"-1014","4","-1014","2816","2","1171"
"-973","4","-1014","2816","2","1181"
"-932","4","-973","2816","2","1191"
"-891","4","-932","2816","2","1201"
"-891","4","-891","2816","2","1211"
"-891","4","-891","2816","2","1221"
"-891","4","-891","2816","2","1231"
"-850","4","-891","2816","2","1241"
"-809","4","-850","2816","2","1251"
"-809","4","-809","2816","2","1261"
"-809","4","-809","2816","2","1271"
"-768","4","-809","2816","2","1281"
"-727","4","-768","2816","2","1291"
"-686","4","-727","2816","2","1301"
"-686","4","-686","2816","2","1311"
"-645","4","-686","2816","2","1321"
"-604","4","-645","2816","2","1331"
"-563","4","-604","2816","2","1341"
"-522","4","-563","2816","2","1351"
"-439","4","-522","2816","2","1361"
"-1166","5","-1230","2816","2","1371"
"-1129","5","-1166","2816","2","1381"
"-1129","5","-1129","2816","2","1391"
"-1129","5","-1129","2816","2","1401"
"-1129","5","-1129","2816","2","1411"
"-1092","5","-1129","2816","2","1421"
"-1092","5","-1092","2816","2","1431"
"-1055","5","-1092","2816","2","1441"
"-1018","5","-1055","2816","2","1451"
"-981","5","-1018","2816","2","1461"
"-981","5","-981","2816","2","1471"
"-944","5","-981","2816","2","1481"
"-907","5","-944","2816","2","1491"
"-870","5","-907","2816","2","1501"
"-833","5","-870","2816","2","1511"
"-796","5","-833","2816","2","1521"
"-759","5","-796","2816","2","1531"
"-722","5","-759","2816","2","1541"
"-722","5","-722","2816","2","1551"
"-722","5","-722","2816","2","1561"
"-685","5","-722","2816","2","1571"
"-648","5","-685","2816","2","1581"
"-611","5","-648","2816","2","1591"
"-574","5","-611","2816","2","1601"
"-574","5","-574","2816","2","1611"
"-537","5","-574","2816","2","1621"
"-500","5","-537","2816","2","1631"
"-500","5","-500","2816","2","1641"
"-500","5","-500","2816","2","1651"
"-500","5","-500","2816","2","1661"
"-436","5","-500","2816","2","1671"
"-1115","6","-1230","2816","2","1681"
"-1035","6","-1115","2816","2","1691"
"-955","6","-1035","2816","2","1701"
"-875","6","-955","2816","2","1711"
"-795","6","-875","2816","2","1721"
"-715","6","-795","2816","2","1731"
"-715","6","-715","2816","2","1741"
"-635","6","-715","2816","2","1751"
"-635","6","-635","2816","2","1761"
"-635","6","-635","2816","2","1771"
"-635","6","-635","2816","2","1781"
"-635","6","-635","2816","2","1782"
"-555","6","-635","2816","2","1791"
"-440","6","-555","2816","2","1801"
"-1225","7","-1225","2816","2","1811"
"-1135","7","-1225","2816","2","1821"
"-1080","7","-1135","2816","2","1831"
"-1025","7","-1080","2816","2","1841"
"-970","7","-1025","2816","2","1851"
"-915","7","-970","2816","2","1861"
"-860","7","-915","2816","2","1871"
"-860","7","-860","2816","2","1881"
"-805","7","-860","2816","2","1891"
"-750","7","-805","2816","2","1901"
"-695","7","-750","2816","2","1911"
"-695","7","-695","2816","2","1921"
"-640","7","-695","2816","2","1931"
"-640","7","-640","2816","2","1941"
"-585","7","-640","2816","2","1951"
"-530","7","-585","2816","2","1961"
"-440","7","-530","2816","2","1971"
"-440","7","-440","2816","2","1981"
"-1380","8","-1480","2816","1","1991"
"-1380","8","-1380","2816","1","2001"
"-1325","8","-1380","2816","1","2011"
"-1270","8","-1325","2816","1","2021"
"-1270","8","-1270","2816","1","2031"
"-1215","8","-1270","2816","1","2041"
"-1215","8","-1215","2816","1","2051"
"-1160","8","-1215","2816","1","2061"
"-1105","8","-1160","2816","1","2071"
"-1050","8","-1105","2816","1","2081"
"-995","8","-1050","2816","1","2091"
"-995","8","-995","2816","1","2101"
"-940","8","-995","2816","1","2111"
"-885","8","-940","2816","1","2121"
"-885","8","-885","2816","1","2131"
"-830","8","-885","2816","1","2141"
"-775","8","-830","2816","1","2151"
"-720","8","-775","2816","1","2161"
"-720","8","-720","2816","1","2171"
"-665","8","-720","2816","1","2181"
"-610","8","-665","2816","1","2191"
"-610","8","-610","2816","1","2201"
"-555","8","-610","2816","1","2211"
"-500","8","-555","2816","1","2221"
"-445","8","-500","2816","1","2231"
"-390","8","-445","2816","1","2241"
"-335","8","-390","2816","1","2251"
"-280","8","-335","2816","1","2261"
"-280","8","-280","2816","1","2271"
"-230","8","-280","2816","1","2281"
"-1192","9","-1240","2816","2","2291"
"-1148","9","-1192","2816","2","2301"
"-1105","9","-1148","2816","2","2311"
"-1105","9","-1105","2816","2","2321"
"-1062","9","-1105","2816","2","2331"
"-1019","9","-1062","2816","2","2341"
"-976","9","-1019","2816","2","2351"
"-976","9","-976","2816","2","2361"
"-976","9","-976","2816","2","2371"
"-976","9","-976","2816","2","2381"
"-934","9","-976","2816","2","2391"
"-892","9","-934","2816","2","2401"
"-892","9","-892","2816","2","2411"
"-892","9","-892","2816","2","2421"
"-850","9","-892","2816","2","2431"
"-808","9","-850","2816","2","2441"
"-766","9","-808","2816","2","2451"
"-766","9","-766","2816","2","2461"
"-766","9","-766","2816","2","2471"
"-766","9","-766","2816","2","2481"
"-766","9","-766","2816","2","2491"
"-724","9","-766","2816","2","2501"
"-682","9","-724","2816","2","2511"
"-682","9","-682","2816","2","2521"
"-682","9","-682","2816","2","2531"
"-640","9","-682","2816","2","2541"
"-598","9","-640","2816","2","2551"
"-556","9","-598","2816","2","2561"
"-514","9","-556","2816","2","2571"
"-472","9","-514","2816","2","2581"
"-430","9","-472","2816","2","2591"
"-1440","10","-1440","2816","1","2601"
"-1440","10","-1440","2816","1","2611"
"-1440","10","-1440","2816","1","2621"
"-1440","10","-1440","2816","1","2622"
"-1440","10","-1440","2816","1","2623"
"-1373","10","-1440","2816","1","2631"
"-1308","10","-1373","2816","1","2641"
"-1244","10","-1308","2816","1","2651"
"-1181","10","-1244","2816","1","2661"
"-1118","10","-1181","2816","1","2671"
"-1055","10","-1118","2816","1","2681"
"-992","10","-1055","2816","1","2691"
"-992","10","-992","2816","1","2701"
"-929","10","-992","2816","1","2711"
"-866","10","-929","2816","1","2721"
"-803","10","-866","2816","1","2731"
"-740","10","-803","2816","1","2741"
"-677","10","-740","2816","1","2751"
"-614","10","-677","2816","1","2761"
"-551","10","-614","2816","1","2771"
"-551","10","-551","2816","1","2781"
"-551","10","-551","2816","1","2791"
"-551","10","-551","2816","1","2801"
"-551","10","-551","2816","1","2811"
"-551","10","-551","2816","1","2821"
"-551","10","-551","2816","1","2831"
"-551","10","-551","2816","1","2841"
"-488","10","-551","2816","1","2851"
"-425","10","-488","2816","1","2861"
"-361","10","-425","2816","1","2871"
"-296","10","-361","2816","1","2881"
"-230","10","-296","2816","1","2891"
"-1240","11","-1240","2816","2","2901"
"-1203","11","-1240","2816","2","2911"
"-1168","11","-1203","2816","2","2921"
"-1133","11","-1168","2816","2","2931"
"-1098","11","-1133","2816","2","2941"
"-1063","11","-1098","2816","2","2951"
"-1028","11","-1063","2816","2","2961"
"-993","11","-1028","2816","2","2971"
"-958","11","-993","2816","2","2981"
"-923","11","-958","2816","2","2991"
"-888","11","-923","2816","2","3001"
"-888","11","-888","2816","2","3011"
"-853","11","-888","2816","2","3021"
"-853","11","-853","2816","2","3031"
"-818","11","-853","2816","2","3041"
"-783","11","-818","2816","2","3051"
"-748","11","-783","2816","2","3061"
"-713","11","-748","2816","2","3071"
"-678","11","-713","2816","2","3081"
"-643","11","-678","2816","2","3091"
"-608","11","-643","2816","2","3101"
"-608","11","-608","2816","2","3111"
"-573","11","-608","2816","2","3121"
"-573","11","-573","2816","2","3131"
"-573","11","-573","2816","2","3141"
"-573","11","-573","2816","2","3151"
"-538","11","-573","2816","2","3161"
"-538","11","-538","2816","2","3171"
"-503","11","-538","2816","2","3181"
"-468","11","-503","2816","2","3191"
"-430","11","-468","2816","2","3201"
"-1240","12","-1240","2816","2","3211"
"-1240","12","-1240","2816","2","3221"
"-1240","12","-1240","2816","2","3231"
"-1194","12","-1240","2816","2","3241"
"-1150","12","-1194","2816","2","3251"
"-1108","12","-1150","2816","2","3261"
"-1066","12","-1108","2816","2","3271"
"-1024","12","-1066","2816","2","3281"
"-982","12","-1024","2816","2","3291"
"-940","12","-982","2816","2","3301"
"-898","12","-940","2816","2","3311"
"-898","12","-898","2816","2","3321"
"-856","12","-898","2816","2","3331"
"-814","12","-856","2816","2","3341"
"-772","12","-814","2816","2","3351"
"-730","12","-772","2816","2","3361"
"-688","12","-730","2816","2","3371"
"-688","12","-688","2816","2","3381"
"-688","12","-688","2816","2","3391"
"-646","12","-688","2816","2","3401"
"-604","12","-646","2816","2","3411"
"-562","12","-604","2816","2","3421"
"-562","12","-562","2816","2","3431"
"-562","12","-562","2816","2","3441"
"-519","12","-562","2816","2","3451"
"-519","12","-519","2816","2","3461"
"-519","12","-519","2816","2","3471"
"-475","12","-519","2816","2","3481"
"-475","12","-475","2816","2","3491"
"-475","12","-475","2816","2","3501"
"-430","12","-475","2816","2","3511"
"-1190","13","-1240","2816","2","3521"
"-1190","13","-1190","2816","2","3531"
"-1190","13","-1190","2816","2","3541"
"-1190","13","-1190","2816","2","3551"
"-1190","13","-1190","2816","2","3561"
"-1190","13","-1190","2816","2","3571"
"-1190","13","-1190","2816","2","3581"
"-1141","13","-1190","2816","2","3591"
"-1094","13","-1141","2816","2","3601"
"-1047","13","-1094","2816","2","3611"
"-1000","13","-1047","2816","2","3621"
"-953","13","-1000","2816","2","3631"
"-906","13","-953","2816","2","3641"
"-859","13","-906","2816","2","3651"
"-812","13","-859","2816","2","3661"
"-765","13","-812","2816","2","3671"
"-718","13","-765","2816","2","3681"
"-718","13","-718","2816","2","3691"
"-718","13","-718","2816","2","3701"
"-671","13","-718","2816","2","3711"
"-624","13","-671","2816","2","3721"
"-577","13","-624","2816","2","3731"
"-577","13","-577","2816","2","3741"
"-577","13","-577","2816","2","3751"
"-529","13","-577","2816","2","3761"
"-480","13","-529","2816","2","3771"
"-430","13","-480","2816","2","3781"
"-430","13","-430","2816","2","3791"
"-1440","14","-1440","2816","1","3801"
"-1440","14","-1440","2816","1","3811"
"-1440","14","-1440","2816","1","3821"
"-1362","14","-1440","2816","1","3831"
"-1285","14","-1362","2816","1","3841"
"-1209","14","-1285","2816","1","3851"
"-1209","14","-1209","2816","1","3861"
"-1134","14","-1209","2816","1","3871"
"-1059","14","-1134","2816","1","3881"
"-1059","14","-1059","2816","1","3891"
"-984","14","-1059","2816","1","3901"
"-984","14","-984","2816","1","3911"
"-984","14","-984","2816","1","3921"
"-984","14","-984","2816","1","3931"
"-984","14","-984","2816","1","3941"
"-984","14","-984","2816","1","3951"
"-984","14","-984","2816","1","3961"
"-984","14","-984","2816","1","3971"
"-909","14","-984","2816","1","3981"
"-834","14","-909","2816","1","3991"
"-759","14","-834","2816","1","4001"
"-684","14","-759","2816","1","4011"
"-684","14","-684","2816","1","4021"
"-684","14","-684","2816","1","4031"
"-609","14","-684","2816","1","4041"
"-534","14","-609","2816","1","4051"
"-459","14","-534","2816","1","4061"
"-384","14","-459","2816","1","4071"
"-308","14","-384","2816","1","4081"
"-230","14","-308","2816","1","4091"
"-200","1","-200","2816","1","4092"
