d4af9356dcf084f72be1db92bbf2675c9983b4a0dd31543f7d11c0c40d45d674,1db362300a48449ac8827eec4f733a9904fdc3c8796424c6ce4af9eb65c263c8,b4d381eb269523c0bc8fbee7f150ab35efdee5f85600546cb3b0702490ef04ae,4ec096c92fd117e40cb40f1587ba6074b07b5b87a05f022cd817884101b48524,de969211b8aa7406db6c7817e717abdf5e832b5c30bb278a8474bf21cbeef074,c0b8ab262b14e488146111c42371c1e4f979ea6c6a7ae8ce23d898d67db3dd69,fd2540f40564999ad4f8c9f8f42c9eda37164435df467102ca32a616b0bfa3e3,59b0127be76907ca2e047e62d2b03904f0cbf7e5bb273544fbf63129e748aa58
"33","107101","0","3","2019/05/07 14:59:59","2019/04/30 12:00:00","18","0"
"34","109501","0","3","2019/05/14 14:59:59","2019/05/07 15:00:00","19","0"
"35","103601","0","3","2019/05/17 14:59:59","2019/05/14 15:00:00","20","0"
"35","102001","0","2","2019/05/17 14:59:59","2019/05/14 15:00:00","21","0"
"35","100401","0","1","2019/05/17 14:59:59","2019/05/14 15:00:00","22","0"
"36","109601","0","3","2019/05/31 11:59:59","2019/05/17 15:00:00","23","0"
"37","109701","0","3","2019/06/15 11:59:59","2019/05/31 12:00:00","24","0"
"38","104401","0","3","2019/06/18 14:59:59","2019/06/15 12:00:00","25","0"
"38","101001","0","3","2019/06/18 14:59:59","2019/06/15 12:00:00","26","0"
"38","101701","0","2","2019/06/18 14:59:59","2019/06/15 12:00:00","27","0"
"39","109901","0","3","2019/06/30 11:59:59","2019/06/18 15:00:00","28","0"
"40","110001","0","3","2019/07/13 11:59:59","2019/06/30 12:00:00","29","0"
"41","107501","0","3","2019/07/18 14:59:59","2019/07/13 12:00:00","30","0"
"41","107801","0","3","2019/07/18 14:59:59","2019/07/13 12:00:00","31","0"
"42","110301","0","3","2019/07/31 11:59:59","2019/07/18 15:00:00","32","0"
"43","110401","0","3","2019/08/10 11:59:59","2019/07/31 12:00:00","33","0"
"44","107701","0","3","2019/08/15 14:59:59","2019/08/10 12:00:00","34","0"
"44","107901","0","3","2019/08/15 14:59:59","2019/08/10 12:00:00","35","0"
"45","110601","0","3","2019/08/26 11:59:59","2019/08/15 15:00:00","36","0"
"46","104401","0","3","2019/08/31 11:59:59","2019/08/26 12:00:00","37","0"
"46","100601","0","2","2019/08/31 11:59:59","2019/08/26 12:00:00","38","0"
"46","100701","0","2","2019/08/31 11:59:59","2019/08/26 12:00:00","39","0"
"46","103101","0","2","2019/08/31 11:59:59","2019/08/26 12:00:00","40","0"
"46","102201","0","1","2019/08/31 11:59:59","2019/08/26 12:00:00","41","0"
"47","107001","0","3","2019/09/03 20:59:59","2019/08/31 12:00:00","42","0"
"47","106101","0","3","2019/09/03 20:59:59","2019/08/31 12:00:00","43","0"
"47","107101","0","3","2019/09/03 20:59:59","2019/08/31 12:00:00","44","0"
"48","110701","0","3","2019/09/12 11:59:59","2019/09/03 21:00:00","45","0"
"49","105701","0","3","2019/09/16 14:59:59","2019/09/12 12:00:00","46","0"
"49","106301","0","3","2019/09/16 14:59:59","2019/09/12 12:00:00","47","0"
"50","110801","0","3","2019/09/29 11:59:59","2019/09/16 15:00:00","48","0"
"51","107001","0","3","2019/09/30 11:59:59","2019/09/29 12:00:00","49","0"
"51","106101","0","3","2019/09/30 11:59:59","2019/09/29 12:00:00","50","0"
"51","107101","0","3","2019/09/30 11:59:59","2019/09/29 12:00:00","51","0"
"52","111101","0","3","2019/10/11 11:59:59","2019/09/30 12:00:00","52","1001"
"53","108101","0","3","2019/10/16 14:59:59","2019/10/11 12:00:00","53","0"
"53","108301","0","3","2019/10/16 14:59:59","2019/10/11 12:00:00","54","0"
"54","111301","0","3","2019/10/31 11:59:59","2019/10/16 15:00:00","55","1002"
"55","111401","0","3","2019/11/11 11:59:59","2019/10/31 12:00:00","56","1003"
"56","105601","0","3","2019/11/15 14:59:59","2019/11/11 12:00:00","57","0"
"56","101301","0","2","2019/11/15 14:59:59","2019/11/11 12:00:00","58","0"
"56","102701","0","2","2019/11/15 14:59:59","2019/11/11 12:00:00","59","0"
"57","106501","0","3","2019/11/30 11:59:59","2019/11/15 15:00:00","60","1004"
"58","111501","0","3","2019/12/11 11:59:59","2019/11/30 12:00:00","61","1005"
"59","108401","0","3","2019/12/20 14:59:59","2019/12/11 12:00:00","62","0"
"59","108601","0","3","2019/12/20 14:59:59","2019/12/11 12:00:00","63","0"
"60","111701","0","3","2019/12/31 11:59:59","2019/12/20 15:00:00","64","1006"
"61","112001","0","3","2020/01/03 18:59:59","2019/12/31 12:00:00","65","1007"
"61","106101","0","3","2020/01/03 18:59:59","2019/12/31 12:00:00","66","0"
"61","107101","0","3","2020/01/03 18:59:59","2019/12/31 12:00:00","67","0"
"61","107001","0","3","2020/01/03 18:59:59","2019/12/31 12:00:00","68","0"
"62","112001","0","3","2020/01/10 11:59:59","2020/01/03 19:00:00","69","1007"
"63","108801","0","3","2020/01/16 14:59:59","2020/01/10 12:00:00","70","0"
"63","108701","0","3","2020/01/16 14:59:59","2020/01/10 12:00:00","71","0"
"64","111901","0","3","2020/01/31 11:59:59","2020/01/16 15:00:00","72","1008"
"65","112201","0","3","2020/02/10 11:59:59","2020/01/31 12:00:00","73","1009"
"66","109101","0","3","2020/02/15 14:59:59","2020/02/10 12:00:00","74","0"
"67","180401","0","3","2020/02/25 11:59:59","2020/02/15 15:00:00","75","1010"
"67","107001","0","3","2020/02/25 11:59:59","2020/02/15 15:00:00","76","0"
"67","106101","0","3","2020/02/25 11:59:59","2020/02/15 15:00:00","77","0"
"67","107101","0","3","2020/02/25 11:59:59","2020/02/15 15:00:00","78","0"
"68","110001","0","3","2020/02/29 11:59:59","2020/02/25 12:00:00","79","0"
"68","110301","0","3","2020/02/29 11:59:59","2020/02/25 12:00:00","80","0"
"69","112401","0","3","2020/03/13 14:59:59","2020/02/29 12:00:00","81","1011"
"70","112501","0","3","2020/03/26 11:59:59","2020/03/13 15:00:00","82","1012"
"71","110401","0","3","2020/03/31 11:59:59","2020/03/26 12:00:00","83","0"
"71","110601","0","3","2020/03/31 11:59:59","2020/03/26 12:00:00","84","0"
"72","111001","0","3","2020/04/10 11:59:59","2020/03/31 12:00:00","85","1013"
"73","109201","0","3","2020/04/15 14:59:59","2020/04/10 12:00:00","86","0"
"73","109401","0","3","2020/04/15 14:59:59","2020/04/10 12:00:00","87","0"
"74","110901","0","3","2020/04/24 11:59:59","2020/04/15 15:00:00","88","1014"
"75","111101","0","3","2020/04/30 11:59:59","2020/04/24 12:00:00","89","0"
"76","112701","0","3","2020/05/10 11:59:59","2020/04/30 12:00:00","90","1015"
"77","109501","0","3","2020/05/15 14:59:59","2020/05/10 12:00:00","91","0"
"77","109601","0","3","2020/05/15 14:59:59","2020/05/10 12:00:00","92","0"
"78","112801","0","3","2020/05/31 11:59:59","2020/05/15 15:00:00","93","1016"
"79","180501","0","3","2020/06/03 18:59:59","2020/05/31 12:00:00","94","1017"
"79","180401","0","3","2020/06/03 18:59:59","2020/05/31 12:00:00","95","0"
"79","107001","0","3","2020/06/03 18:59:59","2020/05/31 12:00:00","96","0"
"79","106101","0","3","2020/06/03 18:59:59","2020/05/31 12:00:00","97","0"
"79","107101","0","3","2020/06/03 18:59:59","2020/05/31 12:00:00","98","0"
"80","112901","0","3","2020/06/10 11:59:59","2020/06/03 19:00:00","99","1018"
"81","110001","0","3","2020/06/17 14:59:59","2020/06/10 12:00:00","100","0"
"81","110301","0","3","2020/06/17 14:59:59","2020/06/10 12:00:00","101","0"
"82","106601","0","3","2020/06/24 11:59:59","2020/06/17 15:00:00","102","1019"
"83","111501","0","3","2020/06/30 11:59:59","2020/06/24 12:00:00","103","0"
"84","180201","0","3","2020/07/03 18:59:59","2020/06/30 12:00:00","104","1020"
"84","180501","0","3","2020/07/03 18:59:59","2020/06/30 12:00:00","105","0"
"84","180401","0","3","2020/07/03 18:59:59","2020/06/30 12:00:00","106","0"
"84","107001","0","3","2020/07/03 18:59:59","2020/06/30 12:00:00","107","0"
"84","106101","0","3","2020/07/03 18:59:59","2020/06/30 12:00:00","108","0"
"84","107101","0","3","2020/07/03 18:59:59","2020/06/30 12:00:00","109","0"
"85","113101","0","3","2020/07/10 11:59:59","2020/07/03 19:00:00","110","1021"
"86","110401","0","3","2020/07/15 14:59:59","2020/07/10 12:00:00","111","0"
"86","110601","0","3","2020/07/15 14:59:59","2020/07/10 12:00:00","112","0"
"87","113301","0","3","2020/07/22 11:59:59","2020/07/15 15:00:00","113","1022"
"88","112001","0","3","2020/07/27 11:59:59","2020/07/22 12:00:00","114","0"
"88","111901","0","3","2020/07/27 11:59:59","2020/07/22 12:00:00","115","0"
"89","107501","0","3","2020/07/31 11:59:59","2020/07/27 12:00:00","116","0"
"89","107801","0","3","2020/07/31 11:59:59","2020/07/27 12:00:00","117","0"
"90","113401","0","3","2020/08/10 11:59:59","2020/07/31 12:00:00","118","1023"
"91","110701","0","3","2020/08/15 14:59:59","2020/08/10 12:00:00","119","0"
"91","110801","0","3","2020/08/15 14:59:59","2020/08/10 12:00:00","120","0"
"92","113601","0","3","2020/08/26 11:59:59","2020/08/15 15:00:00","121","1024"
"93","107701","0","3","2020/08/31 11:59:59","2020/08/26 12:00:00","122","0"
"93","107901","0","3","2020/08/31 11:59:59","2020/08/26 12:00:00","123","0"
"94","106801","0","3","2020/09/03 18:59:59","2020/08/31 12:00:00","124","1025"
"94","180201","0","3","2020/09/03 18:59:59","2020/08/31 12:00:00","125","0"
"94","180501","0","3","2020/09/03 18:59:59","2020/08/31 12:00:00","126","0"
"94","180401","0","3","2020/09/03 18:59:59","2020/08/31 12:00:00","127","0"
"94","107001","0","3","2020/09/03 18:59:59","2020/08/31 12:00:00","128","0"
"94","106101","0","3","2020/09/03 18:59:59","2020/08/31 12:00:00","129","0"
"94","107101","0","3","2020/09/03 18:59:59","2020/08/31 12:00:00","130","0"
"95","113701","0","3","2020/09/14 11:59:59","2020/09/03 19:00:00","131","1026"
"96","111101","0","3","2020/09/19 14:59:59","2020/09/14 12:00:00","132","0"
"96","111301","0","3","2020/09/19 14:59:59","2020/09/14 12:00:00","133","0"
"97","113801","0","3","2020/09/30 11:59:59","2020/09/19 15:00:00","134","1027"
"98","113901","0","3","2020/10/10 11:59:59","2020/09/30 12:00:00","135","1028"
"99","111401","0","3","2020/10/15 14:59:59","2020/10/10 12:00:00","136","0"
"99","106501","0","3","2020/10/15 14:59:59","2020/10/10 12:00:00","137","0"
"100","114001","0","3","2020/10/26 14:59:59","2020/10/15 15:00:00","138","1029"
"101","108101","0","3","2020/10/31 11:59:59","2020/10/26 15:00:00","139","0"
"101","108301","0","3","2020/10/31 11:59:59","2020/10/26 15:00:00","140","0"
"102","114201","0","3","2020/11/10 11:59:59","2020/10/31 12:00:00","141","1030"
"103","109701","0","3","2020/11/21 14:59:59","2020/11/10 12:00:00","142","0"
"103","109901","0","3","2020/11/21 14:59:59","2020/11/10 12:00:00","143","0"
"104","114301","0","3","2020/11/30 11:59:59","2020/11/16 15:00:00","144","1031"
"105","114401","0","3","2020/12/10 11:59:59","2020/11/30 12:00:00","145","1032"
"106","111501","0","3","2020/12/21 14:59:59","2020/12/10 12:00:00","146","0"
"106","111701","0","3","2020/12/21 14:59:59","2020/12/10 12:00:00","147","0"
"106","108401","0","3","2020/12/21 14:59:59","2020/12/10 12:00:00","148","0"
"106","108601","0","3","2020/12/21 14:59:59","2020/12/10 12:00:00","149","0"
"107","114501","0","3","2020/12/31 11:59:59","2020/12/21 15:00:00","150","1033"
"108","180101","0","3","2021/01/03 18:59:59","2020/12/31 12:00:00","151","1034"
"108","106801","0","3","2021/01/03 18:59:59","2020/12/31 12:00:00","152","0"
"108","180201","0","3","2021/01/03 18:59:59","2020/12/31 12:00:00","153","0"
"108","180501","0","3","2021/01/03 18:59:59","2020/12/31 12:00:00","154","0"
"108","180401","0","3","2021/01/03 18:59:59","2020/12/31 12:00:00","155","0"
"108","107001","0","3","2021/01/03 18:59:59","2020/12/31 12:00:00","156","0"
"108","106101","0","3","2021/01/03 18:59:59","2020/12/31 12:00:00","157","0"
"108","107101","0","3","2021/01/03 18:59:59","2020/12/31 12:00:00","158","0"
"109","111801","0","3","2021/01/12 11:59:59","2021/01/03 19:00:00","159","1035"
"110","112001","0","3","2021/01/17 11:59:59","2021/01/12 12:00:00","160","0"
"110","111901","0","3","2021/01/17 11:59:59","2021/01/12 12:00:00","161","0"
"111","108801","0","3","2021/01/22 14:59:59","2021/01/17 12:00:00","162","0"
"111","108701","0","3","2021/01/22 14:59:59","2021/01/17 12:00:00","163","0"
"112","115001","0","3","2021/01/31 11:59:59","2021/01/22 15:00:00","164","1036"
"113","115501","0","3","2021/02/10 11:59:59","2021/01/31 12:00:00","165","1037"
"114","112201","0","3","2021/02/15 22:59:59","2021/02/10 12:00:00","166","0"
"114","109101","0","3","2021/02/15 22:59:59","2021/02/10 12:00:00","167","0"
"115","106401","0","3","2021/02/23 14:59:59","2021/02/15 23:00:00","168","1038"
"117","113101","0","3","2021/02/28 11:59:59","2021/02/23 15:00:00","169","0"
"118","115701","0","3","2021/02/28 11:59:59","2021/02/23 15:00:00","170","1039"
"119","180601","0","3","2021/03/03 18:59:59","2021/02/28 12:00:00","171","1040"
"119","180101","0","3","2021/03/03 18:59:59","2021/02/28 12:00:00","172","0"
"119","106801","0","3","2021/03/03 18:59:59","2021/02/28 12:00:00","173","0"
"119","180201","0","3","2021/03/03 18:59:59","2021/02/28 12:00:00","174","0"
"119","180501","0","3","2021/03/03 18:59:59","2021/02/28 12:00:00","175","0"
"119","180401","0","3","2021/03/03 18:59:59","2021/02/28 12:00:00","176","0"
"119","107001","0","3","2021/03/03 18:59:59","2021/02/28 12:00:00","177","0"
"119","106101","0","3","2021/03/03 18:59:59","2021/02/28 12:00:00","178","0"
"119","107101","0","3","2021/03/03 18:59:59","2021/02/28 12:00:00","179","0"
"120","115901","0","3","2021/03/12 11:59:59","2021/03/03 19:00:00","180","1041"
"121","112401","0","3","2021/03/24 11:59:59","2021/03/08 12:00:00","181","0"
"121","112501","0","3","2021/03/24 11:59:59","2021/03/08 12:00:00","182","0"
"122","113401","0","3","2021/03/22 14:59:59","2021/03/12 12:00:00","183","0"
"123","116001","0","3","2021/03/31 11:59:59","2021/03/22 15:00:00","184","1042"
"125","116301","0","3","2021/04/08 11:59:59","2021/03/31 12:00:00","185","1043"
"126","111001","0","3","2021/04/15 14:59:59","2021/04/08 12:00:00","186","0"
"126","110901","0","3","2021/04/15 14:59:59","2021/04/08 12:00:00","187","0"
"127","116201","0","3","2021/04/22 11:59:59","2021/04/15 15:00:00","188","1044"
"128","113901","0","3","2021/04/28 11:59:59","2021/04/22 12:00:00","189","0"
"129","107101","0","3","2021/04/30 11:59:59","2021/04/28 12:00:00","190","1045"
"129","180601","0","3","2021/04/30 11:59:59","2021/04/28 12:00:00","191","0"
"129","180101","0","3","2021/04/30 11:59:59","2021/04/28 12:00:00","192","0"
"129","106801","0","3","2021/04/30 11:59:59","2021/04/28 12:00:00","193","0"
"129","180201","0","3","2021/04/30 11:59:59","2021/04/28 12:00:00","194","0"
"129","180501","0","3","2021/04/30 11:59:59","2021/04/28 12:00:00","195","0"
"129","180401","0","3","2021/04/30 11:59:59","2021/04/28 12:00:00","196","0"
"129","107001","0","3","2021/04/30 11:59:59","2021/04/28 12:00:00","197","0"
"129","106101","0","3","2021/04/30 11:59:59","2021/04/28 12:00:00","198","0"
"130","116501","0","3","2021/05/11 11:59:59","2021/04/30 12:00:00","199","1046"
"131","112701","0","3","2021/05/21 14:59:59","2021/05/11 12:00:00","200","0"
"131","112801","0","3","2021/05/21 14:59:59","2021/05/11 12:00:00","201","0"
"133","116601","0","3","2021/05/31 11:59:59","2021/05/21 15:00:00","202","1047"
"134","116701","0","3","2021/06/09 11:59:59","2021/05/31 12:00:00","203","1048"
"135","112901","0","3","2021/06/16 14:59:59","2021/06/09 12:00:00","204","0"
"135","106601","0","3","2021/06/16 14:59:59","2021/06/09 12:00:00","205","0"
"136","110301","0","3","2021/06/20 14:59:59","2021/06/16 15:00:00","206","0"
"136","110001","0","3","2021/06/20 14:59:59","2021/06/16 15:00:00","207","0"
"137","116901","0","3","2021/06/24 14:59:59","2021/06/16 15:00:00","208","1049"
"138","107801","0","3","2021/06/24 14:59:59","2021/06/20 15:00:00","209","0"
"138","107501","0","3","2021/06/24 14:59:59","2021/06/20 15:00:00","210","0"
"139","114401","0","3","2021/06/30 11:59:59","2021/06/24 15:00:00","211","0"
"140","180301","0","3","2021/07/03 18:59:59","2021/06/30 12:00:00","212","1050"
"140","180601","0","3","2021/07/03 18:59:59","2021/06/30 12:00:00","213","0"
"140","180101","0","3","2021/07/03 18:59:59","2021/06/30 12:00:00","214","0"
"140","106801","0","3","2021/07/03 18:59:59","2021/06/30 12:00:00","215","0"
"140","180201","0","3","2021/07/03 18:59:59","2021/06/30 12:00:00","216","0"
"140","180501","0","3","2021/07/03 18:59:59","2021/06/30 12:00:00","217","0"
"140","180401","0","3","2021/07/03 18:59:59","2021/06/30 12:00:00","218","0"
"140","107001","0","3","2021/07/03 18:59:59","2021/06/30 12:00:00","219","0"
"140","106101","0","3","2021/07/03 18:59:59","2021/06/30 12:00:00","220","0"
"140","107101","0","3","2021/07/03 18:59:59","2021/06/30 12:00:00","221","0"
"141","117001","0","3","2021/07/12 11:59:59","2021/07/03 19:00:00","222","1051"
"142","113101","0","3","2021/07/15 14:59:59","2021/07/08 12:00:00","223","0"
"143","107701","0","3","2021/07/19 14:59:59","2021/07/15 12:00:00","224","0"
"143","107901","0","3","2021/07/19 14:59:59","2021/07/15 12:00:00","225","0"
"144","117101","0","3","2021/07/24 14:59:59","2021/07/15 15:00:00","226","1052"
"145","110401","0","3","2021/07/24 14:59:59","2021/07/19 15:00:00","227","0"
"146","111801","0","3","2021/07/31 11:59:59","2021/07/24 15:00:00","228","0"
"146","115001","0","3","2021/07/31 11:59:59","2021/07/24 15:00:00","229","0"
"147","117201","0","3","2021/08/09 11:59:59","2021/07/31 12:00:00","230","1053"
"148","113401","0","3","2021/08/15 14:59:59","2021/08/09 12:00:00","231","0"
"149","117301","0","3","2021/08/23 11:59:59","2021/08/15 15:00:00","232","1054"
"150","115501","0","3","2021/08/31 11:59:59","2021/08/23 12:00:00","233","0"
"151","180701","0","3","2021/09/03 18:59:59","2021/08/31 12:00:00","234","1055"
"151","180301","0","3","2021/09/03 18:59:59","2021/08/31 12:00:00","235","0"
"151","180601","0","3","2021/09/03 18:59:59","2021/08/31 12:00:00","236","0"
"151","180101","0","3","2021/09/03 18:59:59","2021/08/31 12:00:00","237","0"
"151","106801","0","3","2021/09/03 18:59:59","2021/08/31 12:00:00","238","0"
"151","180201","0","3","2021/09/03 18:59:59","2021/08/31 12:00:00","239","0"
"151","180501","0","3","2021/09/03 18:59:59","2021/08/31 12:00:00","240","0"
"151","180401","0","3","2021/09/03 18:59:59","2021/08/31 12:00:00","241","0"
"151","107001","0","3","2021/09/03 18:59:59","2021/08/31 12:00:00","242","0"
"151","106101","0","3","2021/09/03 18:59:59","2021/08/31 12:00:00","243","0"
"151","107101","0","3","2021/09/03 18:59:59","2021/08/31 12:00:00","244","0"
"152","117501","0","3","2021/09/08 11:59:59","2021/09/03 19:00:00","245","1056"
"153","113701","0","3","2021/09/13 11:59:59","2021/09/08 12:00:00","246","0"
"153","113801","0","3","2021/09/13 11:59:59","2021/09/08 12:00:00","247","0"
"154","117601","0","3","2021/09/18 11:59:59","2021/09/13 12:00:00","248","1057"
"155","118001","0","3","2021/09/24 11:59:59","2021/09/18 12:00:00","249","1058"
"156","108101","0","3","2021/09/30 11:59:59","2021/09/24 12:00:00","250","0"
"156","108301","0","3","2021/09/30 11:59:59","2021/09/24 12:00:00","251","0"
"157","110601","0","3","2021/09/30 11:59:59","2021/09/24 12:00:00","252","0"
"158","117701","0","3","2021/10/08 11:59:59","2021/09/30 12:00:00","253","1059"
"159","113901","0","3","2021/10/15 14:59:59","2021/10/08 12:00:00","254","0"
"160","117901","0","3","2021/10/22 11:59:59","2021/10/15 15:00:00","255","1060"
"161","111101","0","3","2021/10/31 11:59:59","2021/10/22 12:00:00","256","0"
"162","106701","0","3","2021/11/03 18:59:59","2021/10/31 12:00:00","257","1061"
"162","180701","0","3","2021/11/03 18:59:59","2021/10/31 12:00:00","258","0"
"162","180301","0","3","2021/11/03 18:59:59","2021/10/31 12:00:00","259","0"
"162","180601","0","3","2021/11/03 18:59:59","2021/10/31 12:00:00","260","0"
"162","180101","0","3","2021/11/03 18:59:59","2021/10/31 12:00:00","261","0"
"162","106801","0","3","2021/11/03 18:59:59","2021/10/31 12:00:00","262","0"
"162","180201","0","3","2021/11/03 18:59:59","2021/10/31 12:00:00","263","0"
"162","180501","0","3","2021/11/03 18:59:59","2021/10/31 12:00:00","264","0"
"162","180401","0","3","2021/11/03 18:59:59","2021/10/31 12:00:00","265","0"
"162","107001","0","3","2021/11/03 18:59:59","2021/10/31 12:00:00","266","0"
"162","106101","0","3","2021/11/03 18:59:59","2021/10/31 12:00:00","267","0"
"162","107101","0","3","2021/11/03 18:59:59","2021/10/31 12:00:00","268","0"
"163","119001","0","3","2021/11/11 11:59:59","2021/11/03 19:00:00","269","1062"
"164","114201","0","3","2021/11/16 11:59:59","2021/11/11 12:00:00","270","0"
"164","114301","0","3","2021/11/16 11:59:59","2021/11/11 12:00:00","271","0"
"166","119101","0","3","2021/11/24 11:59:59","2021/11/16 12:00:00","272","1063"
"167","108401","0","3","2021/11/30 11:59:59","2021/11/24 12:00:00","273","0"
"167","108601","0","3","2021/11/30 11:59:59","2021/11/24 12:00:00","274","0"
"168","119901","0","3","2021/12/08 11:59:59","2021/11/30 12:00:00","275","1064"
"169","114401","0","3","2021/12/15 14:59:59","2021/12/08 12:00:00","276","0"
"170","111501","0","3","2021/12/22 11:59:59","2021/12/15 15:00:00","277","0"
"171","119301","0","3","2021/12/31 11:59:59","2021/12/22 12:00:00","278","1065"
"172","180801","0","3","2022/01/03 18:59:59","2021/12/31 12:00:00","279","1066"
"172","106701","0","3","2022/01/03 18:59:59","2021/12/31 12:00:00","280","0"
"172","180701","0","3","2022/01/03 18:59:59","2021/12/31 12:00:00","281","0"
"172","180301","0","3","2022/01/03 18:59:59","2021/12/31 12:00:00","282","0"
"172","180601","0","3","2022/01/03 18:59:59","2021/12/31 12:00:00","283","0"
"172","180101","0","3","2022/01/03 18:59:59","2021/12/31 12:00:00","284","0"
"172","106801","0","3","2022/01/03 18:59:59","2021/12/31 12:00:00","285","0"
"172","180201","0","3","2022/01/03 18:59:59","2021/12/31 12:00:00","286","0"
"172","180501","0","3","2022/01/03 18:59:59","2021/12/31 12:00:00","287","0"
"172","180401","0","3","2022/01/03 18:59:59","2021/12/31 12:00:00","288","0"
"172","107001","0","3","2022/01/03 18:59:59","2021/12/31 12:00:00","289","0"
"172","106101","0","3","2022/01/03 18:59:59","2021/12/31 12:00:00","290","0"
"172","107101","0","3","2022/01/03 18:59:59","2021/12/31 12:00:00","291","0"
"173","120701","0","3","2022/01/11 11:59:59","2022/01/03 19:00:00","292","1067"
"174","111801","0","3","2022/01/15 14:59:59","2022/01/11 12:00:00","293","0"
"174","115001","0","3","2022/01/15 14:59:59","2022/01/11 12:00:00","294","0"
"175","120901","0","3","2022/01/24 11:59:59","2022/01/15 15:00:00","295","1068"
"176","108801","0","3","2022/01/27 11:59:59","2022/01/24 12:00:00","296","0"
"176","108701","0","3","2022/01/27 11:59:59","2022/01/24 12:00:00","297","0"
"177","112001","0","3","2022/01/31 11:59:59","2022/01/27 12:00:00","298","0"
"177","111901","0","3","2022/01/31 11:59:59","2022/01/27 12:00:00","299","0"
"178","121001","0","3","2022/02/08 11:59:59","2022/01/31 12:00:00","300","1069"
"179","116401","0","3","2022/02/15 14:59:59","2022/02/08 12:00:00","301","1070"
"180","115501","0","3","2022/02/24 11:59:59","2022/02/15 15:00:00","302","0"
"181","121101","0","3","2022/02/24 11:59:59","2022/02/15 15:00:00","303","1071"
"182","117001","0","3","2022/02/28 11:59:59","2022/02/24 12:00:00","304","0"
"183","118101","0","3","2022/03/03 18:59:59","2022/02/28 12:00:00","305","1072"
"183","180801","0","3","2022/03/03 18:59:59","2022/02/28 12:00:00","306","0"
"183","106701","0","3","2022/03/03 18:59:59","2022/02/28 12:00:00","307","0"
"183","180701","0","3","2022/03/03 18:59:59","2022/02/28 12:00:00","308","0"
"183","180301","0","3","2022/03/03 18:59:59","2022/02/28 12:00:00","309","0"
"183","180601","0","3","2022/03/03 18:59:59","2022/02/28 12:00:00","310","0"
"183","180101","0","3","2022/03/03 18:59:59","2022/02/28 12:00:00","311","0"
"183","106801","0","3","2022/03/03 18:59:59","2022/02/28 12:00:00","312","0"
"183","180201","0","3","2022/03/03 18:59:59","2022/02/28 12:00:00","313","0"
"183","180501","0","3","2022/03/03 18:59:59","2022/02/28 12:00:00","314","0"
"183","180401","0","3","2022/03/03 18:59:59","2022/02/28 12:00:00","315","0"
"183","107001","0","3","2022/03/03 18:59:59","2022/02/28 12:00:00","316","0"
"183","106101","0","3","2022/03/03 18:59:59","2022/02/28 12:00:00","317","0"
"183","107101","0","3","2022/03/03 18:59:59","2022/02/28 12:00:00","318","0"
"184","121301","0","3","2022/03/11 11:59:59","2022/03/03 19:00:00","319","1073"
"185","107801","0","3","2022/03/11 11:59:59","2022/03/08 12:00:00","320","0"
"185","107501","0","3","2022/03/11 11:59:59","2022/03/08 12:00:00","321","0"
"186","115901","0","3","2022/03/15 14:59:59","2022/03/11 12:00:00","322","0"
"186","116001","0","3","2022/03/15 14:59:59","2022/03/11 12:00:00","323","0"
