8f8a9d1b88b102d1e9db035fe46824ac4e533a95b98953178cf6c07dfce03524,3632b5e7ce6df99ec5f81c29de928ea907b27cf8f765a04c7428f6fc232cd007,c54782082d8e740b977160809a06ae274648b4841ae5e12cacc07c71acef8e44,b14b055c24313b06f8beccec95917c743ec583a16d835589698c774dc63ff0f2,24afe3c097dafe1d2fb9424bed3fb2b3ae9a254ed1618999d7509286d8583c50,e488e8f4619cdf4a14d34c1096273278a57f9353f195ba5aecda2f7d771c5357,ee2eefe9bedac53fa2899d4eed9ecdf510c383f0839f94c3c5cc6ea20bfbf501,493168e08fd42c9f3b6a6ebd6018f74bbdab797ca54d60fd41cbf54e68847fd0,c94c7c5ad539e68023638eab543b4e4d4371e4f5f921bc3872f4c058b6db9a3e,854bdc3dee7c7f93bae385ed1f756d8bfd96b0dc668323c4120dd0f538bcf9f5,5e65895774c63f1d23df0dccf1960d52d6a440fc4d8126a6a46d2583f7ea4eb8,0d36f656c0bc951ad05a000edffd41833100eefdcc04440ba26e8b319a398694,10366b9bf7182cbf7cf99b14cdc173882bc956721139e59fedb2bb9d402bf25d,d35bc7a5905619c3029cf6faa2bb5fa461d7918584c0a0c0e70b70667c4b3517,18a3e0323a31b073487f55bc2eb076ccb7f102bc90d7612d942bbdd12ed05393,f99e19aebce153395b4675046cc630116c49171196c7c3c84f46696fcd7ac21c,a74d31a23ea046797eb39058a9b3137691d66744167a5b99dfa7a9c4c0647066,1595ac1a4ddc5ea0981854d61e3c6c30a8208da137f30dca4c74d687e017a57b,b896c2f3d96610f308566d13df2b2b93a669eef3919b051519ec383de88a38dd,4831ee0a1346ce592971b008c595cbeca8110a1d036b99734e8c83e0a1098712,fc2145c8915ed523451b6808d69e233e24560a0e7045aa1eefe268fe8957c693,289b8ec93e1069d1c72496d5d5f620dc6ddaf9ca459072956ad5ab81519baf92
"1.1","101042","0","1","10030105","1","101042","5","bgm_M55","5","-55","150","1.8","1003","210","0","-30","-50","1.35","1","450","0"
"0.6","101161","10","1","10040101","1","101161","1","bgm_M64","1","-120","250","0.8","1004","210","-30","-30","0","0.7","1","-480","0"
"0.75","101161","10","1","10040102","1","101161","2","bgm_M64","2","-120","0","1.2","1004","200","0","-30","0","1","1","-260","0"
"0.9","101161","0","1","10040103","1","101161","3","bgm_M64","3","55","100","1.4","1004","200","-10","-30","-30","1","1","-20","-15"
"0.9","101161","0","1","10040104","1","101161","4","bgm_M64","4","-30","0","1.3","1004","200","0","-30","-30","1","1","180","0"
"0.9","101162","0","1","10040105","1","101162","5","bgm_M55","5","-60","200","1.2","1004","250","-30","-30","-50","0.9","1","470","-40"
"0.6","101171","10","1","10050101","1","101161","1","bgm_M64","1","-120","250","0.8","1005","210","-30","-30","0","0.7","1","-480","0"
"0.75","101171","10","1","10050102","1","101161","2","bgm_M64","2","-120","0","1.2","1005","200","0","-30","0","1","1","-260","0"
"0.9","101171","0","1","10050103","1","101161","3","bgm_M64","3","45","100","1.4","1005","200","-10","-30","-30","1","1","-20","-15"
"0.7","101171","0","1","10050104","1","101161","4","bgm_M64","4","-70","0","1","1005","200","0","-30","0","1","1","190","0"
"1","101172","0","1","10050105","1","101162","5","bgm_M55","5","-25","200","1.3","1005","240","0","-30","-30","1","1","445","-40"
"0.6","101191","10","1","10060101","1","101161","1","bgm_M64","1","-120","250","0.8","1006","210","-30","-30","0","0.7","1","-480","0"
"0.75","101191","10","1","10060102","1","101161","2","bgm_M64","2","-100","0","1.2","1006","200","0","-30","0","1","1","-260","0"
"0.8","101191","0","1","10060103","1","101161","3","bgm_M64","3","65","100","1.1","1006","200","-10","-30","0","1","1","-10","-15"
"0.8","101191","0","1","10060104","1","101161","4","bgm_M64","4","-110","0","1.2","1006","200","0","-30","0","1","1","190","0"
"0.9","101192","-10","1","10060105","1","101162","5","bgm_M55","5","-70","270","1.15","1006","280","-45","-30","-50","1","1","485","0"
"0.6","101201","10","1","10070101","1","101161","1","bgm_M64","1","-120","250","0.8","1007","210","-30","-30","0","0.7","1","-480","0"
"0.9","101201","10","1","10070102","1","101161","2","bgm_M64","2","-120","120","1.2","1007","240","0","-30","0","1","1","-260","0"
"0.8","101201","0","1","10070103","1","101161","3","bgm_M64","3","65","100","1.1","1007","200","-10","-30","0","1","1","-10","-15"
"0.9","101201","0","1","10070104","1","101161","4","bgm_M64","4","-110","100","1.2","1007","200","0","-30","0","1","1","190","0"
"1","101202","10","1","10070105","1","101162","5","bgm_M55","5","-30","270","1.45","1007","250","-45","-30","-50","1","1","475","-20"
"0.6","101291","10","1","10080101","1","101161","1","bgm_M64","1","-120","250","0.8","1008","210","-30","-30","0","0.7","1","-480","0"
"0.9","101291","10","1","10080102","1","101161","2","bgm_M64","2","-120","120","1.2","1008","240","0","-30","0","1","1","-260","0"
"0.8","101291","0","1","10080103","1","101161","3","bgm_M64","3","65","100","1.1","1008","200","-10","-30","0","1","1","-40","-15"
"0.9","101291","0","1","10080104","1","101161","4","bgm_M64","4","-110","100","1.3","1008","200","0","-30","0","1.3","1","150","0"
"1.1","101292","30","1","10080105","1","101162","5","bgm_M55","5","-15","45","1.45","1008","230","30","-30","15","1.3","1","490","-20"
"0.6","101301","10","1","10090101","1","101161","1","bgm_M64","1","-120","250","0.8","1009","210","-30","-30","0","0.7","1","-480","0"
"0.75","101301","10","1","10090102","1","101161","2","bgm_M64","2","-120","120","1.2","1009","200","0","-30","0","1","1","-260","0"
"1.55","101301","0","1","10090103","1","101161","3","bgm_M64","3","100","100","2.3","1009","200","-10","-30","0","2.2","1","-50","-15"
"1","101301","0","1","10090104","1","101161","4","bgm_M64","4","-100","100","1.3","1009","200","0","-30","15","1.3","1","180","0"
"1","101302","10","1","10090105","1","101162","5","bgm_M55","5","-55","200","1.2","1009","270","-30","-30","-15","1.1","1","470","-20"
"0.575","101441","10","1","10100101","1","101161","1","bgm_M64","1","-130","170","1","1010","210","-30","-30","-25","0.9","1","-450","0"
"0.75","101441","10","1","10100102","1","101161","2","bgm_M64","2","-120","120","1.2","1010","200","0","-30","0","1","1","-250","0"
"0.8","101441","0","1","10100103","1","101161","3","bgm_M64","3","50","100","1.1","1010","200","-10","-30","0","1","1","-10","-15"
"0.9","101441","0","1","10100104","1","101161","4","bgm_M64","4","-100","0","1.3","1010","200","0","-30","-30","1","1","180","0"
"0.95","101442","10","1","10100105","1","101162","5","bgm_M55","5","-70","200","1.2","1010","270","-30","-30","-35","1.1","1","470","-20"
"0.575","101451","10","1","10110101","1","101451","1","bgm_M64","1","-130","170","1","1011","210","-30","-30","-25","0.9","1","-450","0"
"0.75","101451","10","1","10110102","1","101451","2","bgm_M64","2","-120","120","1.2","1011","200","0","-30","0","1","1","-250","0"
"0.9","101451","0","1","10110103","1","101451","3","bgm_M64","3","50","100","1.4","1011","200","-10","-30","-30","1","1","-20","-15"
"0.65","101451","0","1","10110104","1","101451","4","bgm_M64","4","-100","100","0.9","1011","220","0","-30","20","0.8","1","200","0"
"1.25","101452","0","1","10110105","1","101452","5","bgm_M55","5","-70","200","1.55","1011","290","-50","-30","-35","1.4","1","510","0"
"0.575","101561","10","1","10120101","1","101451","1","bgm_M64","1","-130","170","1","1012","210","-30","-30","-25","0.9","1","-450","0"
"0.9","101561","0","1","10120102","1","101451","2","bgm_M64","2","-120","120","1.2","1012","240","0","-30","0","1","1","-240","0"
"0.6","101561","5","1","10120103","1","101451","3","bgm_M64","3","60","100","0.9","1012","200","-10","-30","0","0.8","1","-30","-5"
"0.9","101561","0","1","10120104","1","101451","4","bgm_M64","4","-100","100","1.5","1012","200","0","-30","-30","1.2","1","180","0"
"1.25","101562","0","1","10120105","1","101452","5","bgm_M55","5","-70","400","1.55","1012","290","-50","-30","-60","1.35","1","460","0"
"0.6","101001","10","1","10130101","1","101001","1","bgm_M64","1","-120","250","0.8","1013","210","-30","-30","0","0.7","1","-480","0"
"0.75","101001","10","1","10130102","1","101001","2","bgm_M64","2","-120","0","1.2","1013","200","0","-30","0","1","1","-260","0"
"0.7","101001","0","1","10130103","1","101001","3","bgm_M64","3","0","100","1.1","1013","200","-10","-30","0","1","1","-40","-13"
"0.7","101001","0","1","10130104","1","101001","4","bgm_M64","4","-50","0","1.2","1013","200","0","-30","0","1","1","240","0"
"1.2","101011","0","1","10130105","1","101011","5","bgm_M55","5","-40","200","1.3","1013","250","0","-30","0","1","1","480","0"
"0.575","101041","10","1","10140101","1","101041","1","bgm_M64","1","-130","170","1","1014","210","-30","-30","-25","0.9","1","-450","0"
"0.75","101041","10","1","10140102","1","101041","2","bgm_M64","2","-120","120","1.2","1014","200","0","-30","0","1","1","-250","0"
"1.55","101041","0","1","10140103","1","101041","3","bgm_M64","3","100","100","2.3","1014","200","-10","-30","0","2.2","1","-50","-15"
"0.7","101041","0","1","10140104","1","101041","4","bgm_M64","4","-70","0","1","1014","200","0","-30","0","1","1","190","0"
"1.4","101042","0","1","10140105","1","101042","5","bgm_M55","5","0","200","1.8","1014","250","0","-30","0","1.6","1","440","0"
"0.6","101041","10","1","10150101","1","101161","1","bgm_M64","1","-125","250","0.8","1015","210","-30","-30","0","0.7","1","-470","0"
"0.75","101041","10","1","10150102","1","101161","2","bgm_M64","2","-95","120","1.2","1015","200","0","-30","0","1","1","-210","0"
"0.9","101041","0","1","10150103","1","101161","3","bgm_M64","3","-120","100","1.4","1015","200","-10","-30","-30","1","1","50","-15"
"0.7","101041","0","1","10150104","1","101162","4","bgm_M64","4","35","150","1","1015","200","0","-30","43","1","1","195","0"
"1.1","101042","0","1","10150105","1","101161","5","bgm_M55","5","-55","150","1.8","1015","210","0","-30","-50","1.35","1","450","0"
"0.6","101161","10","1","10160101","1","101451","1","bgm_M64","1","-120","250","0.8","1016","210","0","-30","0","0.85","1","-480","0"
"0.75","101161","10","1","10160102","1","101451","2","bgm_M64","2","-100","0","1.2","1016","200","0","-30","0","1.1","1","-260","0"
"0.8","101161","0","1","10160103","1","101451","3","bgm_M64","3","65","100","1.1","1016","200","-10","-30","0","1","1","-10","-15"
"0.8","101161","0","1","10160104","1","101451","4","bgm_M64","4","-110","0","1","1016","200","0","-30","0","0.85","1","190","0"
"0.9","101162","-10","1","10160105","1","101452","5","bgm_M55","5","-70","270","1.15","1016","280","-45","-30","-50","1","1","485","0"
"0.6","101171","10","1","10170101","1","101171","1","bgm_M64","1","-120","200","0.8","1017","210","-30","-30","0","0.7","1","-480","0"
"0.6","101171","10","1","10170102","1","101171","2","bgm_M64","2","-120","200","1","1017","240","0","-30","0","0.7","1","-260","0"
"0.9","101171","0","1","10170103","1","101171","3","bgm_M64","3","65","200","1.4","1017","200","-10","-30","-30","1","1","-10","-15"
"0.9","101171","0","1","10170104","1","101171","4","bgm_M64","4","-110","200","1.3","1017","200","0","-30","-30","1","1","190","0"
"1","101172","10","1","10170105","1","101172","5","bgm_M55","5","-30","200","1.45","1017","250","0","-30","-50","1","1","475","-20"
"0.6","101191","10","1","10180101","1","101171","1","bgm_M64","1","-120","100","0.8","1018","210","-30","-30","0","0.7","1","-480","0"
"0.8","101191","10","1","10180102","1","101171","2","bgm_M64","2","-100","100","1.2","1018","200","0","-30","0","1","1","-260","0"
"0.6","101191","5","1","10180103","1","101171","3","bgm_M64","3","65","100","0.9","1018","200","-10","-30","0","0.8","1","-10","-5"
"0.9","101191","0","1","10180104","1","101171","4","bgm_M64","4","-110","100","1.2","1018","200","0","-30","0","1","1","190","-30"
"1.1","101192","-10","1","10180105","1","101172","5","bgm_M55","5","-70","100","1.3","1018","280","-45","-30","-50","1","1","485","0"
"0.6","101201","10","1","10190101","1","101161","1","bgm_M64","1","-120","100","0.8","1019","210","0","-30","0","0.85","1","-480","0"
"0.75","101201","10","1","10190102","1","101161","2","bgm_M64","2","-120","100","1.2","1019","240","0","-30","0","1.1","1","-260","0"
"0.8","101201","0","1","10190103","1","101161","3","bgm_M64","3","65","100","1.1","1019","200","-10","-30","0","1","1","-10","-15"
"0.7","101201","0","1","10190104","1","101161","4","bgm_M64","4","-110","100","1","1019","200","0","-30","43","1","1","190","0"
"1","101202","10","1","10190105","1","101162","5","bgm_M55","5","-30","100","1.45","1019","250","-45","-30","-50","1","1","475","-20"
"0.6","101291","10","1","10200101","1","101161","1","bgm_M64","1","-120","100","0.8","1020","210","0","-30","0","0.85","1","-480","0"
"0.75","101291","10","1","10200102","1","101161","2","bgm_M64","2","-120","100","1.2","1020","240","0","-30","0","1.1","1","-260","0"
"0.8","101291","0","1","10200103","1","101161","3","bgm_M64","3","65","100","1.1","1020","200","-10","-30","0","1","1","-40","-15"
"0.8","101291","0","1","10200104","1","101161","4","bgm_M64","4","-110","100","1.5","1020","200","0","-30","-30","1","1","150","0"
"1.1","101292","30","1","10200105","1","101162","5","bgm_M55","5","-15","100","1.45","1020","230","30","-30","15","1","1","490","-20"
"0.58","101301","10","1","10210101","1","101161","1","bgm_M64","1","-120","100","0.8","1021","210","-30","-30","0","0.7","1","-480","0"
"0.9","101301","10","1","10210102","1","101161","2","bgm_M64","2","-120","100","1.2","1021","200","0","-30","0","1","1","-260","0"
"0.93","101301","-10","1","10210103","1","101161","3","bgm_M64","3","100","200","1.4","1021","200","-10","-30","-30","1","1","-50","0"
"0.9","101301","0","1","10210104","1","101161","4","bgm_M64","4","-100","100","1.3","1021","200","0","-30","15","1.3","1","180","0"
"1","101302","10","1","10210105","1","101162","5","bgm_M55","5","-55","100","1.2","1021","270","-30","-30","-15","1.1","1","470","-20"
"0.575","101441","10","1","10220101","1","101161","1","bgm_M64","1","-130","100","0.8","1022","210","0","-30","0","0.85","1","-450","0"
"0.75","101441","10","1","10220102","1","101161","2","bgm_M64","2","-120","100","1.2","1022","200","0","-30","0","1.1","1","-250","0"
"0.8","101441","0","1","10220103","1","101161","3","bgm_M64","3","50","100","1.2","1022","200","-10","-30","0","1.1","1","-10","-15"
"0.9","101441","0","1","10220104","1","101161","4","bgm_M64","4","-100","100","1.3","1022","200","0","-30","15","1.3","1","180","0"
"0.95","101442","10","1","10220105","1","101162","5","bgm_M55","5","-70","100","1.2","1022","230","-30","-30","-35","1.1","1","470","-20"
"0.58","101451","10","1","10230101","1","101451","1","bgm_M64","1","-130","100","0.8","1023","210","-30","-30","0","0.7","1","-450","0"
"0.9","101451","10","1","10230102","1","101451","2","bgm_M64","2","-120","100","1.2","1023","200","0","-30","0","1","1","-250","0"
"0.9","101451","0","1","10230103","1","101451","3","bgm_M64","3","50","100","1.4","1023","200","-10","-30","-30","1","1","-20","-15"
"0.8","101451","0","1","10230104","1","101451","4","bgm_M64","4","-100","100","1","1023","200","0","-30","0","0.85","1","200","0"
"1.25","101452","0","1","10230105","1","101452","5","bgm_M55","5","-70","100","1.55","1023","290","-50","-30","-35","1.4","1","510","0"
"0.58","101561","10","1","10240101","1","101451","1","bgm_M64","1","-130","100","0.8","1024","210","-30","-30","0","0.7","1","-450","0"
"0.75","101561","0","1","10240102","1","101451","2","bgm_M64","2","-120","100","1.2","1024","240","0","-30","0","1.1","1","-240","0"
"0.65","101561","5","1","10240103","1","101451","3","bgm_M64","3","60","100","1.1","1024","200","-10","-30","0","1","1","-30","-5"
"0.7","101561","0","1","10240104","1","101451","4","bgm_M64","4","-100","100","1.2","1024","200","0","-30","0","1","1","180","0"
"1.25","101562","0","1","10240105","1","101452","5","bgm_M55","5","-70","400","1.55","1024","290","-50","-30","-60","1.35","1","460","0"
"0.58","101001","10","1","10250101","1","101451","1","bgm_M64","1","-120","100","0.8","1025","210","-30","-30","0","0.7","1","-480","0"
"0.75","101001","10","1","10250102","1","101451","2","bgm_M64","2","-120","100","1.2","1025","200","0","-30","0","1.1","1","-260","0"
"0.6","101001","0","1","10250103","1","101451","3","bgm_M64","3","0","100","0.9","1025","200","-10","-30","0","0.8","1","-40","-13"
"0.8","101001","0","1","10250104","1","101451","4","bgm_M64","4","-50","100","1.5","1025","200","0","-30","-30","1","1","240","0"
"1.2","101011","0","1","10250105","1","101452","5","bgm_M55","5","-40","100","1.3","1025","250","0","-30","0","1","1","480","0"
"0.575","101021","10","1","10260101","1","101021","1","bgm_M64","1","-130","170","1","1026","210","-30","-30","-25","0.9","1","-450","0"
"0.75","101021","10","1","10260102","1","101021","2","bgm_M64","2","-120","120","1.2","1026","200","0","-30","0","1","1","-250","0"
"1.55","101021","0","1","10260103","1","101021","3","bgm_M64","3","100","100","2.3","1026","200","-10","-30","0","2.2","1","-50","-15"
"0.7","101021","0","1","10260104","1","101021","4","bgm_M64","4","-70","150","1","1026","200","0","-30","43","1","1","190","0"
"1.4","101031","0","1","10260105","1","101031","5","bgm_M55","5","0","200","1.8","1026","220","0","-30","0","1.6","1","440","0"
"0.6","101041","10","1","10270101","1","101161","1","bgm_M64","1","-125","250","0.8","1027","210","-30","-30","0","0.7","1","-470","0"
"0.75","101041","10","1","10270102","1","101161","2","bgm_M64","2","-95","120","1.2","1027","200","0","-30","0","1","1","-210","0"
"0.75","101041","10","1","10270103","1","101161","3","bgm_M64","3","-120","100","1.2","1027","200","-10","-30","-10","1","1","50","-15"
"0.7","101041","0","1","10270104","1","101162","4","bgm_M64","4","35","100","1.1","1027","200","0","-30","20","1","1","195","0"
"1.1","101042","0","1","10270105","1","101161","5","bgm_M55","5","-55","150","1.8","1027","210","0","-30","-50","1.35","1.3","450","0"
"0.6","101161","10","1","10280101","1","101161","1","bgm_M64","1","-120","250","0.8","1028","210","0","-30","0","0.85","1","-480","0"
"0.75","101161","10","1","10280102","1","101161","2","bgm_M64","2","-100","0","1.2","1028","200","0","-30","0","1.1","1","-260","0"
"0.65","101161","5","1","10280103","1","101161","3","bgm_M64","3","65","100","1.1","1028","200","-10","-30","0","1","1","-10","-5"
"0.9","101161","0","1","10280104","1","101161","4","bgm_M64","4","-110","100","1.35","1028","200","0","-30","0","1.3","1","190","0"
"0.9","101162","-10","1","10280105","1","101162","5","bgm_M55","5","-70","270","1.15","1028","280","-45","-30","-50","1","1.3","485","-40"
"0.6","101171","10","1","10290101","1","101171","1","bgm_M64","1","-120","200","0.8","1029","210","-30","-30","0","0.7","1","-480","0"
"0.6","101171","10","1","10290102","1","101171","2","bgm_M64","2","-120","200","1","1029","240","0","-30","0","0.7","1","-260","0"
"0.9","101171","0","1","10290103","1","101171","3","bgm_M64","3","65","200","1.4","1029","200","-10","-30","-30","1","1","-10","-15"
"0.9","101171","0","1","10290104","1","101171","4","bgm_M64","4","-110","200","1.3","1029","200","0","-30","-30","1","1","190","0"
"1","101172","10","1","10290105","1","101172","5","bgm_M55","5","-30","200","1.45","1029","250","0","-30","-50","1","1","475","-20"
"0.6","101191","10","1","10300101","1","101171","1","bgm_M64","1","-120","100","0.8","1030","210","-30","-30","0","0.7","1","-480","0"
"0.8","101191","10","1","10300102","1","101171","2","bgm_M64","2","-100","100","1.2","1030","200","0","-30","0","1","1","-260","0"
"0.6","101191","5","1","10300103","1","101171","3","bgm_M64","3","65","100","0.9","1030","200","-10","-30","0","0.8","1","-10","-5"
"0.9","101191","0","1","10300104","1","101171","4","bgm_M64","4","-110","100","1.2","1030","200","0","-30","0","1","1","190","0"
"1.1","101192","-10","1.2","10300105","1","101172","5","bgm_M55","5","-70","200","1.3","1030","280","-45","-30","-50","1","1","485","0"
"0.6","101201","10","1","10310101","1","101161","1","bgm_M64","1","-120","100","0.8","1031","210","0","-30","0","0.85","1","-480","0"
"0.75","101201","10","1","10310102","1","101161","2","bgm_M64","2","-120","100","1.2","1031","240","0","-30","0","1.1","1","-260","0"
"0.8","101201","0","1","10310103","1","101161","3","bgm_M64","3","65","100","1.1","1031","200","-10","-30","0","1","1","-10","-15"
"0.7","101201","0","1","10310104","1","101161","4","bgm_M64","4","-110","100","1","1031","200","0","-30","43","1","1","190","0"
"1","101202","10","1","10310105","1","101162","5","bgm_M55","5","-30","100","1.45","1031","250","-45","-30","-50","1","1","475","-20"
"0.6","101291","10","1","10320101","1","101291","1","bgm_M64","1","-120","100","0.8","1032","210","0","-30","0","0.85","1","-480","0"
"0.75","101291","10","1","10320102","1","101291","2","bgm_M64","2","-120","100","1.2","1032","240","0","-30","0","1.1","1","-260","0"
"0.9","101291","0","1","10320103","1","101291","3","bgm_M64","3","65","100","1.3","1032","200","-10","-30","0","1","1","-40","-15"
"0.8","101291","0","1","10320104","1","101291","4","bgm_M64","4","-110","100","1.3","1032","200","0","-30","-30","1","1","150","0"
"1.1","101292","30","1","10320105","1","101292","5","bgm_M55","5","-15","100","1.45","1032","230","30","-30","15","1","1","490","-20"
"0.58","101301","10","1","10330101","1","101301","1","bgm_M64","1","-120","100","0.8","1033","210","-30","-30","0","0.7","1","-480","0"
"0.9","101301","10","1","10330102","1","101301","2","bgm_M64","2","-120","100","1.2","1033","200","0","-30","0","1","1","-260","0"
"0.93","101301","-10","1","10330103","1","101301","3","bgm_M64","3","100","200","1.4","1033","200","-10","-30","-30","1","1","-50","0"
"0.9","101301","0","1","10330104","1","101301","4","bgm_M64","4","-100","100","1.3","1033","200","0","-30","15","1","1","100","0"
"1","101302","10","1","10330105","1","101302","5","bgm_M55","5","-55","100","1.2","1033","270","-30","-30","-15","1.1","1","470","-20"
"0.575","101441","10","1","10340101","1","101161","1","bgm_M64","1","-130","100","0.8","1034","210","0","-30","0","0.85","1","-450","0"
"0.75","101441","10","1","10340102","1","101161","2","bgm_M64","2","-120","200","1","1034","200","0","-30","0","0.7","1","-250","0"
"0.8","101441","0","1","10340103","1","101161","3","bgm_M64","3","50","100","1.2","1034","200","-10","-30","0","1.1","1","-10","-15"
"0.9","101441","0","1","10340104","1","101161","4","bgm_M64","4","-100","150","1","1034","200","0","-30","43","1","1","180","0"
"0.95","101442","10","1","10340105","1","101162","5","bgm_M55","5","-70","100","1.2","1034","230","-30","-30","-35","1.1","1","470","-20"
"0.58","101451","10","1","10350101","1","101451","1","bgm_M64","1","-130","100","0.8","1035","210","-30","-30","0","0.7","1","-450","0"
"0.9","101451","10","1","10350102","1","101451","2","bgm_M64","2","-120","100","1.2","1035","200","0","-30","0","1","1","-250","0"
"0.9","101451","0","1","10350103","1","101451","3","bgm_M64","3","50","100","1.4","1035","200","-10","-30","-30","1","1","-20","-15"
"0.8","101451","0","1","10350104","1","101451","4","bgm_M64","4","-100","100","1","1035","200","0","-30","0","0.85","1","200","0"
"1.25","101452","0","1.2","10350105","1","101452","5","bgm_M55","5","-70","100","1.55","1035","290","-50","-30","-35","1.4","1","510","0"
"0.58","101561","10","1","10360101","1","101451","1","bgm_M64","1","-130","100","0.8","1036","210","-30","-30","0","0.7","1","-450","0"
"0.75","101561","0","1","10360102","1","101451","2","bgm_M64","2","-120","100","1.2","1036","240","0","-30","0","1.1","1","-240","0"
"0.65","101561","5","1","10360103","1","101451","3","bgm_M64","3","60","100","1.1","1036","200","-10","-30","0","1","1","-30","-5"
"1.1","101561","0","1","10360104","1","101451","4","bgm_M64","4","-100","100","1.2","1036","200","0","-30","0","1","1","180","0"
"1.25","101562","0","1.4","10360105","1","101452","5","bgm_M55","5","-70","400","1.55","1036","290","-50","-30","-60","1.35","1","460","0"
"0.58","101001","10","1","10370101","1","101451","1","bgm_M64","1","-120","100","0.8","1037","210","-30","-30","0","0.7","1","-480","0"
"0.75","101001","10","1","10370102","1","101451","2","bgm_M64","2","-120","100","1.2","1037","200","0","-30","0","1.1","1","-260","0"
"0.6","101001","0","1.4","10370103","1","101451","3","bgm_M64","3","0","150","0.9","1037","200","-60","-30","-50","0.55","1","-40","-13"
"0.8","101001","0","1","10370104","1","101451","4","bgm_M64","4","-50","100","1.3","1037","200","0","-30","-30","1","1","240","0"
"1.2","101011","0","1.2","10370105","1","101452","5","bgm_M55","5","-40","100","1.3","1037","250","0","-30","0","1","1","480","0"
"0.575","101021","10","1","10380101","1","101021","1","bgm_M64","1","-110","170","1","1038","210","-30","-30","-25","0.9","1","-450","0"
"0.75","101021","10","1","10380102","1","101021","2","bgm_M64","2","-120","120","1.2","1038","200","0","-30","0","1","1","-250","0"
"0.8","101021","0","1","10380103","1","101021","3","bgm_M64","3","100","100","1.2","1038","200","-10","-30","0","1.1","1","-50","-15"
