921f3494ee8a736aa9883b4e94a200ad26042bc109221c1e34d4069352b00a5e,26fcde31b7e124ddda74729e474a88e8aa9328da211f903a3b3b4cd2907443a1,939dbab3b5c17e2fc708612dec60ce6ef8f22879dffc1b7554fa9cfe4e9dcb74,cbb84825853e051792f50c972b63c841af8aba477c0c8961b8eca3097bc8533d,5b3249259bc97d0424368cf517b97275393b26052fa55c9dfff6824fd32a3cc6,93c8d819c7745f0c1f4a32cd443377d7e3abf081886e20f78724812dd0f4a962,703c64118475f662a3f3a6cb1df6c8541354581b8323a2a31a1e46998564f1d0,3fc0281943728e2c4dfd203516c6c061b0fe04cdfaa6ad542c4b8ca9ab2dc194,194efee254ebca297bac721f4d86fbd4668dd3b7e2b26fb28107876749af231a,d107e97beb0abb2daade0967200f1c53606125af737b71810edae2629c8a5b71,647b19bffcf32e2dde1cb6895ab3f85c0b090a0de83f5d48ffb8af9cd1f886c8
"61041","handsup_loop","122811","0","5152061","","handsup_in","0","0.2","1","3"
"61042","","122911","","5152061","","leanforward_joy","1","0.2","","3"
"61043","","122711","","5152061","","talk_normal","1","0.2","","3"
"61044","0","vo_rag","","5152061","","vo_rag_6002","0","","","21"
"61045","0","3","","5152061","","-110","142","","0","2"
"61046","","3","","5152061","","1002_in","0","0","","3"
"61047","","1.9","","5152061","","1","","","","93"
"61048","","3","","5152061","","1002_mid","0","0","","3"
"61049","","","","5152061","","","","","","92"
"61050","","3","","5152061","","1002_out","0","0","","3"
"61051","","102311","","5152061","","gutsB_idle","1","0.2","","3"
"61052","","102111","","5152061","","wish_idle","1","0.2","","3"
"61053","","131911","","5152061","","idle_normal","1","0.2","","3"
"61054","","107711","","5152061","","sad_idle_normal","1","0.2","","3"
"61055","","122811","","5152061","","cool_idle","1","0.2","","3"
"61056","","122911","","5152061","","idle_normal_joy1R","1","0.2","","3"
"61057","","122711","","5152061","","wish_idle","1","0.2","","3"
"61058","gutsB_talk","110311","0","5152061","","gutsB_in","0","0.2","1","3"
"61059","0","vo_rag","","5152061","","vo_rag_6003","0","","","21"
"61060","1","110311","15","5152061","0","おっきいお友達も元気でとてもいいわ！\nさっそく体操はじめましょう！","10","0","1","11"
"61061","0","0","","5152061","","","0","","","91"
"61062","","bgm_MC175B","","5152061","","bgm_MC175B","","","","25"
"61063","","2","","5152061","","1","","","","32"
"61064","kids_gungun_loop","110311","0","5152061","","kids_gungun_in","0","0.2","1","3"
"61065","0","vo_rag","","5152061","","vo_rag_6004","0","","","21"
"61066","1","110311","0","5152061","1.7","まずは空に向かって\n腕をグングン伸ばしてー！","10","0","0","11"
"61067","","0.1","","5152061","","0","","","","93"
"61068","kids_gungun_loop","131911","0","5152061","","kids_gungun_in","0","0.2","1","3"
"61069","kids_gungun_loop","102311","0","5152061","","kids_gungun_in","0","0.2","1","3"
"61070","kids_gungun_loop","102111","0","5152061","","kids_gungun_in","0","0.2","1","3"
"61071","kids_gungun_loop","107711","0","5152061","","kids_gungun_in","0","0.2","1","3"
"61072","kids_gungun_loop","122811","0","5152061","","kids_gungun_in","0","0.2","1","3"
"61073","kids_gungun_loop","122911","0","5152061","","kids_gungun_in","0","0.2","1","3"
"61074","kids_gungun_loop","122711","0","5152061","","kids_gungun_in","0","0.2","1","3"
"61075","","5.2","","5152061","","0","","","","93"
"61076","0","61066","","5152061","","","0","","","91"
"61077","0","vo_rag","","5152061","","vo_rag_6005","0","","","21"
"61078","1","102311","60","5152061","2.3","グーン、グーン！\nあはは、思い切り体動かすの楽しいね！","10","13","0","11"
"61079","","7.8","","5152061","","0","","","","93"
"61080","0","61078","","5152061","","","0","","","91"
"61081","","110311","","5152061","","kids_furifuri","1","0.3","","3"
"61082","0","vo_rag","","5152061","","vo_rag_6006","0","","","21"
"61083","1","110311","17","5152061","1.7","今度は腰を左右にフリフリ！\nキュートに、そしてリズミカルにね！","10","21","0","11"
"61084","","0.1","","5152061","","0","","","","93"
"61085","","131911","","5152061","","kids_furifuri","1","0.3","","3"
"61086","","102311","","5152061","","kids_furifuriB","1","0.3","","3"
"61087","","102111","","5152061","","kids_furifuri","1","0.3","","3"
"61088","","107711","","5152061","","kids_furifuriB","1","0.3","","3"
"61089","","122811","","5152061","","kids_furifuri","1","0.3","","3"
"61090","","122911","","5152061","","kids_furifuriB","1","0.3","","3"
"61091","","122711","","5152061","","kids_furifuri","1","0.3","","3"
"61092","","7.3","","5152061","","0","","","","93"
"61093","0","61083","","5152061","","","0","","","91"
"61094","0","vo_rag","","5152061","","vo_rag_6007","0","","","21"
"61095","1","102111","60","5152061","0.5","フリフリ～、楽しくなってきましたぁ♪","10","0","0","11"
"61096","","5.2","","5152061","","0","","","","93"
"61097","0","61095","","5152061","","","0","","","91"
"61098","","131911","","5152061","","joy_idle","1","0.2","","3"
"61099","","102311","","5152061","","joy_idle","1","0.2","","3"
"61100","","102111","","5152061","","joy_idle","1","0.2","","3"
"61101","","107711","","5152061","","joy_idle","1","0.2","","3"
"61102","","122811","","5152061","","joy_idle","1","0.2","","3"
"61103","","122911","","5152061","","joy_idle","1","0.2","","3"
"61104","","122711","","5152061","","joy_idle","1","0.2","","3"
"61105","kids_jump_sideHair_out","110311","0","5152061","","kids_jump_in_saren","0","0.2","0","3"
"61106","0","vo_rag","","5152061","","vo_rag_6008","0","","","21"
"61107","1","110311","0","5152061","1","最後はみんなで大きく…ジャーンプ！","10","0","0","11"
"61108","","0.1","","5152061","","0","","","","93"
"61109","kids_jump_mid","131911","0","5152061","","kids_jump_in","0","0.2","1","3"
"61110","kids_jump_mid","102311","0","5152061","","kids_jump_in","0","0.2","1","3"
"61111","kids_jump_mid","102111","0","5152061","","kids_jump_in","0","0.2","1","3"
"61112","kids_jump_mid","107711","0","5152061","","kids_jump_in","0","0.2","1","3"
"61113","kids_jump_mid","122811","0","5152061","","kids_jump_in","0","0.2","1","3"
"61114","kids_jump_mid","122911","0","5152061","","kids_jump_in","0","0.2","1","3"
"61115","kids_jump_mid","122711","0","5152061","","kids_jump_in","0","0.2","1","3"
"61116","","4.1","","5152061","","0","","","","93"
"61117","0","61107","","5152061","","","0","","","91"
"61118","","2","","5152061","","finish","","","","37"
"61119","","se_10058300","","5152061","","se_10058300_kids_finish","0","","","23"
"61120","","131911","","5152061","","kids_jump_out","0","0","","3"
"61121","","102311","","5152061","","kids_jump_out","0","0","","3"
"61122","","102111","","5152061","","kids_jump_out","0","0","","3"
"61123","","107711","","5152061","","kids_jump_sideHair_out","0","0","","3"
"61124","","122811","","5152061","","kids_jump_out","0","0","","3"
"61125","","122911","","5152061","","kids_jump_out","0","0","","3"
"61126","","122711","","5152061","","kids_jump_sideHair_out","0","0","","3"
"61127","0","vo_rag","","5152061","","vo_rag_6009","0","","","21"
"61128","","2","","5152061","","1009_in","0","0","","3"
"61129","","0.4","","5152061","","1","","","","93"
"61130","","2","","5152061","","1009_mid","0","0","","3"
"61131","","","","5152061","","","","","","92"
"61132","","2","","5152061","","1009_out","0","0","","3"
"61133","","0.2","","5152061","","0","","","","93"
"61134","idle_normal","131911","0.2","5152061","","kids_jump_end","0","0","1","3"
"61135","joy_idle_normal","102311","0.2","5152061","","kids_jump_end","0","0","1","3"
"61136","wish_idle","102111","0.2","5152061","","kids_jump_end","0","0","1","3"
"61137","idle_normal","107711","0.2","5152061","","kids_jump_sideHair_end","0","0","1","3"
"61138","doya_idle","122811","0.2","5152061","","kids_jump_end","0","0","1","3"
"61139","idle_normal","122911","0.2","5152061","","kids_jump_end","0","0","1","3"
"61140","idle_normal","122711","0.2","5152061","","kids_jump_sideHair_end","0","0","1","3"
"61141","0.5","bgm_MC173B","1","5152061","","bgm_MC173B","0.5","0","0","27"
"61142","talk_normal","110311","0.2","5152061","","kids_jump_sideHair_end","0","0","1","3"
"61143","0","vo_rag","","5152061","","vo_rag_6010","0","","","21"
"61144","1","110311","0","5152061","0","はい、お疲れさま\nみんな、楽しかったかしら？","10","0","1","11"
"61145","0","0","","5152061","","","0","","","91"
"61146","","110311","","5152061","","idle_normal","1","0.2","","3"
"61147","gutsB_talk","131911","0","5152061","","gutsB_in","0","0.2","1","3"
"61148","surprise3_loop_joy2","102311","0","5152061","","surprise3_in_joy2","0","0.2","1","3"
"61149","","102111","","5152061","","memory_talk","1","0.2","","3"
"61150","","107711","","5152061","","wish_talk_joy_shy","1","0.2","","3"
"61151","eieio_loop","122811","0","5152061","","eieio_in","0","0.2","1","3"
"61152","","122911","","5152061","","anger_talk_joy","1","0.2","","3"
"61153","","122711","","5152061","","sad_talk_dere2","1","0.2","","3"
"61154","0","vo_rag","","5152061","","vo_rag_6011","0","","","21"
"61155","1","131911","60","5152061","0","ええ、とっても！\nすごーく新鮮な\nラジーオタイソーだったわ！","10","0","1","11"
"61156","0","0","","5152061","","","0","","","91"
"61157","","131911","","5152061","","gutsB_idle","1","0.2","","3"
"61158","","102111","","5152061","","memory_talk","1","0.2","","3"
"61159","0","vo_rag","","5152061","","vo_rag_6012","0","","","21"
"61160","1","102111","56","5152061","0","かわいくて元気が出て♪\nママ・サレンの体操、すごいですぅ♪","10","0","1","11"
"61161","0","0","","5152061","","","0","","","91"
"61162","","102111","","5152061","","memory_talk","1","0.2","","3"
"61163","","se_10058300","","5152061","","se_10058300_emotion_laugh","0","","","23"
"61164","","11","","5152061","","1","","","","32"
"61165","","110311","","5152061","","sad_talk_normal","1","0.2","","3"
"61166","0","vo_rag","","5152061","","vo_rag_6013","0","","","21"
"61167","1","110311","0","5152061","0","あはは、\nそんなに喜んでもらえるなんて、\n悪い気はしないわね","10","0","1","11"
"61168","0","0","","5152061","","","0","","","91"
"61169","","11","","5152061","","0","","","","32"
"61170","","0","","5152061","","0","","","","22"
"61171","","0.1","","5152061","","0","","","","93"
"61172","","110311","","5152061","","wish_talk_joy_shy","1","0.2","","3"
"61173","sad_idle_joy","131911","0","5152061","","smile2_joy","0","0.2","1","3"
"61174","","102311","","5152061","","joy_idle","1","0.2","","3"
"61175","","102111","","5152061","","memory_idle","1","0.2","","3"
"61176","","107711","","5152061","","wish_idle_dere","1","0.2","","3"
"61177","","122811","","5152061","","cool_talk_dere2","1","0.2","","3"
"61178","","122911","","5152061","","anger_idle_normal2","1","0.2","","3"
"61179","","122711","","5152061","","sad_idle_dere","1","0.2","","3"
"61180","","se_10058300","","5152061","","se_10058300_emotion_kids","0","","","23"
"61181","0","110311","0","5152061","0","9","2","0","0","12"
"61182","0","131911","0","5152061","0","7","2","0","0","12"
"61183","0","102311","0","5152061","0","10","2","0","0","12"
"61184","0","102111","0","5152061","0","6","2","0","0","12"
"61185","","2.5","","5152061","","0","","","","93"
"61186","","61187","","5152061","","","","","","101"
"61187","","bgm_MC173B","","5152061","","bgm_MC173B","","","","25"
"61188","","0","","5152061","","0","","","","22"
"62001","382","1","1","5152062","doya_idle","107111","110","1.55","-280","1"
"62002","145","1","0","5152062","idle_normal","107611","105","1.5","-210","1"
"62003","-22","1","0","5152062","joy_idle_normal","131911","107","1.57","-296","1"
"62004","-217","1","0","5152062","wish_idle_joy","107511","109","1.57","-311","1"
"62005","-440","1","0","5152062","cool_idle","107811","108","1.53","-255","1"
"62006","34","1","0","5152062","idle_normal","131411","103","1.45","-136","1"
"62007","-163","1","0","5152062","riri_idle","131311","104","1.45","-146","1"
"62008","-350","1","0","5152062","sad_idle_surprise1","131511","105","1.45","-166","1"
"62009","-13","5","1","5152062","empty","5","106","1.5","-235","5"
"62010","145","1","0","5152062","empty","11","110","1.5","-210","5"
"62011","-22","1","0","5152062","empty","12","110","1.57","-296","5"
"62012","-217","1","0","5152062","empty","13","110","1.57","-311","5"
"62013","-440","1","0","5152062","empty","14","110","1.53","-255","5"
"62014","34","1","0","5152062","empty","15","107","1.45","-136","5"
"62015","-163","1","0","5152062","empty","16","107","1.45","-146","5"
"62016","-350","1","0","5152062","empty","17","107","1.45","-166","5"
"62017","","107111","","5152062","","210","","","","13"
"62018","","131911","","5152062","","207","","","","13"
"62019","","107511","","5152062","","209","","","","13"
"62020","","107611","","5152062","","205","","","","13"
"62021","","107811","","5152062","","208","","","","13"
"62022","","131411","","5152062","","203","","","","13"
"62023","","131311","","5152062","","204","","","","13"
"62024","","131511","","5152062","","205","","","","13"
"62025","-13","1","0","5152062","empty","1","108","1.57","-235","5"
"62026","382","2","0","5152062","empty","2","210","1","11","5"
"62027","0","1","","5152062","","1","0","1","1","31"
"62028","0","2","","5152062","","2","0","0","1","31"
"62029","0","12","","5152062","","12","0","0","1","31"
"62030","0","3","","5152062","","3","0","1","1","31"
"62031","","0","","5152062","","","","","","91"
"62032","","3","","5152062","","telop_2","","","","37"
"62033","","0","","5152062","","0","0","","","102"
"62034","","1","","5152062","","0","","","","93"
"62035","","107111","","5152062","","doya_talk","1","0.2","","3"
"62036","0","vo_rag","","5152062","","vo_rag_2001","0","","","21"
"62037","1","107111","35","5152062","0","早朝にもかかわらず、よく集まった","10","0","1","11"
"62038","0","0","","5152062","","","0","","","91"
"62039","cool_talk_joy","107111","0","5152062","","cool_in_joy","0","0.2","1","3"
"62040","0","vo_rag","","5152062","","vo_rag_2002","0","","","21"
"62041","1","107111","35","5152062","0","オマエたちにとっておきの体操を\n伝授してやろう♪","10","0","1","11"
"62042","0","0","","5152062","","","0","","","91"
"62043","","107111","","5152062","","cool_idle","1","0.2","","3"
"62044","","131311","","5152062","","gutsB_talk_anger","1","0.2","","3"
"62045","0","vo_rag","","5152062","","vo_rag_2003","0","","","21"
"62046","1","131311","0","5152062","0","どんな苛烈な体操でも…\n頑張りぬく所存です…！","10","0","1","11"
"62047","0","0","","5152062","","","0","","","91"
"62048","","131311","","5152062","","riri_idle","1","0.2","","3"
"62049","","1","","5152062","","","","","","26"
"62050","","107111","","5152062","","joy_talk_normal","1","0.2","","3"
"62051","","131911","","5152062","","idle_normal","1","0.2","","3"
"62052","","107511","","5152062","","idle_normal","1","0.2","","3"
"62053","","107611","","5152062","","idle_normal","1","0.2","","3"
"62054","","107811","","5152062","","idle_normal","1","0.2","","3"
"62055","","131411","","5152062","","idle_normal","1","0.2","","3"
"62056","","131311","","5152062","","idle_normal","1","0.2","","3"
"62057","","131511","","5152062","","idle_normal","1","0.2","","3"
"62058","0","vo_rag","","5152062","","vo_rag_2004","0","","","21"
"62059","1","107111","0","5152062","2","ではいくぞ\nそれ、ワンツーワンツー\nもっと腕を高く！","10","0","0","11"
"62060","0","1.1","","5152062","","0","0","","","93"
"62061","","bgm_MC175A","","5152062","","bgm_MC175A","","","","25"
"62062","","2","","5152062","","1","","","","32"
"62063","clapping_loop","107111","0","5152062","","clapping_in","0","0.2","1","3"
"62064","","131911","","5152062","","idol_before_dance","0","0.2","","3"
"62065","","107511","","5152062","","idol_before_dance","0","0.2","","3"
"62066","","107611","","5152062","","idol_before_dance","0","0.2","","3"
"62067","","107811","","5152062","","idol_before_dance","0","0.2","","3"
"62068","","131411","","5152062","","idol_before_dance","0","0.2","","3"
"62069","","131311","","5152062","","idol_before_dance","0","0.2","","3"
"62070","","131511","","5152062","","idol_before_dance","0","0.2","","3"
"62071","","0","","5152062","","","","","","91"
"62072","","12","","5152062","","1","","","","32"
"62073","","131911","","5152062","","idol_danceF","1","0.2","","3"
"62074","","107511","","5152062","","idol_danceF","1","0.2","","3"
"62075","","107611","","5152062","","idol_danceF","1","0.2","","3"
"62076","","107811","","5152062","","idol_danceF","1","0.2","","3"
"62077","idol_danceB_loop","131411","0","5152062","","idol_danceB_in","0","0.2","1","3"
"62078","idol_danceB_loop","131311","0","5152062","","idol_danceB_in","0","0.2","1","3"
"62079","idol_danceB_loop","131511","0","5152062","","idol_danceB_in","0","0.2","1","3"
"62080","","12","","5152062","","idol_danceF","1","0.2","","3"
"62081","","13","","5152062","","idol_danceF","1","0.2","","3"
"62082","","11","","5152062","","idol_danceF","1","0.2","","3"
"62083","","14","","5152062","","idol_danceF","1","0.2","","3"
"62084","","15","","5152062","","idol_danceB_loop","1","0.2","","3"
"62085","","16","","5152062","","idol_danceB_loop","1","0.2","","3"
"62086","","17","","5152062","","idol_danceB_loop","1","0.2","","3"
"62087","0","2.8","","5152062","","0","0","","","93"
"62088","0","0.1","","5152062","","0","0","","","93"
"62089","pointing_loop_anger","107111","0","5152062","","pointing_in_anger","0","0.2","1","3"
"62090","0","0.5","","5152062","","0","0","","","93"
"62091","0","vo_rag","","5152062","","vo_rag_2005","0","","","21"
"62092","","2","","5152062","","0204_in","0","0","","3"
"62093","","2.5","","5152062","","0","","","","93"
"62094","","2","","5152062","","0204_out","0","0","","3"
"62095","","0.2","","5152062","","0","","","","93"
"62096","","107111","","5152062","","angry_loop","1","0.2","","3"
"62097","0","vo_rag","","5152062","","vo_rag_2006","0","","","21"
"62098","","2","","5152062","","0205_in","0","0","","3"
"62099","","2.2","","5152062","","0","","","","93"
"62100","","2","","5152062","","0205_out","0","0","","3"
"62101","","0.3","","5152062","","0","","","","93"
"62102","clapping_loop_talk2","107111","0","5152062","","clapping_in_talk2","0","0.2","1","3"
"62103","","2.1","","5152062","","0","","","","93"
"62104","","12","","5152062","","out","","","","37"
"62105","idol_poseF_loop","131911","0","5152062","","idol_poseF_in","0","0.1","1","3"
"62106","idol_poseF_loop","107511","0","5152062","","idol_poseF_in","0","0.1","1","3"
"62107","idol_poseF_loop","107611","0","5152062","","idol_poseF_in","0","0.1","1","3"
"62108","idol_poseF_loop","107811","0","5152062","","idol_poseF_in","0","0.1","1","3"
"62109","idol_poseB_loop","131411","0","5152062","","idol_poseB_in","0","0.1","1","3"
"62110","idol_poseB_loop","131311","0","5152062","","idol_poseB_in","0","0.1","1","3"
"62111","idol_poseB_loop","131511","0","5152062","","idol_poseB_in","0","0.1","1","3"
"62112","","12","","5152062","","empty","1","0.2","","3"
"62113","","13","","5152062","","empty","1","0.2","","3"
"62114","","11","","5152062","","empty","1","0.2","","3"
"62115","","14","","5152062","","empty","1","0.2","","3"
"62116","","15","","5152062","","empty","1","0.2","","3"
"62117","","16","","5152062","","empty","1","0.2","","3"
"62118","","17","","5152062","","empty","1","0.2","","3"
"62119","0.7","107611","","5152062","","93","-206","","11","2"
"62120","0.7","131911","","5152062","","-13","-235","","11","2"
"62121","0.7","107511","","5152062","","-152","-248","","11","2"
"62122","0.7","107811","","5152062","","-277","-243","","11","2"
"62123","0.7","131411","","5152062","","8","-151","","11","2"
"62124","0.7","131311","","5152062","","-102","-154","","11","2"
"62125","0.7","131511","","5152062","","-222","-167","","11","2"
"62126","","1.6","","5152062","","0","","","","93"
"62127","","2","","5152062","","finish","","","","37"
"62128","","se_10058300","","5152062","","se_10058300_idle_finish","0","","","23"
"62129","0.5","bgm_MC173B","1","5152062","","bgm_MC173B","0.5","0","0","27"
"62130","","0","","5152062","","0","","","","93"
"62131","","107111","","5152062","","clapping_end","0","0.1","","3"
"62132","","2","","5152062","","0","","","","93"
"62133","armcrossed_talk","107111","0","5152062","","armcrossed_in","0","0.2","1","3"
"62134","0","vo_rag","","5152062","","vo_rag_2007","0","","","21"
"62135","1","107111","35","5152062","0","これでフィニッシュ！　…見事だ☆\nアイドルの道は険しいが\nオマエたちならやれるだろう","10","0","1","11"
"62136","0","0","","5152062","","","0","","","91"
"62137","","107111","","5152062","","armcrossed_idle","1","0.2","","3"
"62138","pack_talk","5","0","5152062","","pack_in","0","0","1","3"
"62139","","se_10058300","","5152062","","se_10058300_pack_appear","0","","","23"
"62140","idol_poseF_end_emilia_loop","131911","0","5152062","","idol_poseF_end_emilia_in","0","0.2","1","3"
"62141","","1","","5152062","","0","","","","93"
"62142","0","vo_rag","","5152062","","vo_rag_2008","0","","","21"
"62143","1","5","24","5152062","0","ねえリア、\nこれってラジーオタイソーなの？","10","5","1","11"
"62144","0","0","","5152062","","","0","","","91"
"62145","","0","","5152062","","0","","","","22"
"62146","","131911","","5152062","","idol_poseF_end_emilia_loop_nervous","1","0.2","","3"
"62147","idol_poseF_end_emilia_loop","1","0","5152062","","idol_poseF_end_emilia_nervous_in","0","0","1","3"
"62148","","5","","5152062","","pack_idle","1","0.2","","3"
"62149","","107111","","5152062","","chris_laugh","1","0.2","","3"
"62150","","se_10058300","","5152062","","se_10058300_emotion_idol","0","","","23"
"62151","0","5","5","5152062","0","5","2","5","0","12"
"62152","0","107111","0","5152062","0","10","2","0","0","12"
"62153","","2.5","","5152062","","0","","","","93"
"62154","","62155","","5152062","","","","","","101"
"62155","","bgm_MC173B","","5152062","","bgm_MC173B","","","","25"
"62156","","0","","5152062","","0","","","","22"
"63001","124","1","1","5152063","ames_sit_idle","131711","109","1.8","-215","1"
"63002","-119","1","0","5152063","echidna_sit_thinking_idle","132011","108","1.8","-215","1"
"63003","-119","1","0","5152063","empty","1","109","1.8","-215","5"
"63004","","131711","","5152063","","209","","","","13"
"63005","","132011","","5152063","","208","","","","13"
"63006","0","1","","5152063","","1","0","1","1.16","31"
"63007","0","10","","5152063","","10","0","1","1","31"
"63008","0","5","","5152063","","5","0","0","1","31"
"63009","0","3","","5152063","","3","0","1","1","31"
"63010","","0","","5152063","","0","","","","91"
"63011","","3","","5152063","","telop_3","","","","37"
"63012","","0","","5152063","","0","0","","","102"
"63013","","1","","5152063","","0","","","","93"
"63014","","132011","","5152063","","echidna_sit_thinking_talk","1","0.2","","3"
"63015","0","vo_rag","","5152063","","vo_rag_5001","0","","","21"
"63016","1","132011","50","5152063","0","この世界には『アイドル』という\n種族にのみ伝わる、伝統の\nタイソーとやらがあるらしいね","10","-20","1","11"
"63017","0","0","","5152063","","","0","","","91"
"63018","","132011","","5152063","","echidna_sit_talk","1","0.2","","3"
"63019","0","vo_rag","","5152063","","vo_rag_5002","0","","","21"
"63020","1","132011","50","5152063","0","君は智に長けた存在だろう？\nボクにもその動きを\n教えてもらえないかな？","10","-20","1","11"
"63021","0","0","","5152063","","","0","","","91"
"63022","","132011","","5152063","","echidna_sit_idle","1","0.2","","3"
"63023","ames_yareyare_talk","131711","0","5152063","","ames_yareyare_in","0","0.2","1","3"
"63024","0","vo_rag","","5152063","","vo_rag_5003","0","","","21"
"63025","1","131711","50","5152063","0","随分と面倒なこと言ってくれちゃって","10","20","1","11"
"63026","0","0","","5152063","","","0","","","91"
"63027","","131711","","5152063","","ames_sit_talk","1","0.2","","3"
"63028","0","vo_rag","","5152063","","vo_rag_5004","0","","","21"
"63029","1","131711","50","5152063","0","色々誤解があるみたいだけど、\nまあいいわ","10","20","1","11"
"63030","0","0","","5152063","","","0","","","91"
"63031","0","vo_rag","","5152063","","vo_rag_5005","0","","","21"
"63032","1","131711","50","5152063","0","それじゃ、\nあたしと同じ動きをやってみて","10","20","1","11"
"63033","0","0","","5152063","","","0","","","91"
"63034","idle_normal","131711","0","5152063","","ames_sit_out","0","0.2","1","3"
"63035","","0.1","","5152063","","0","","","","93"
"63036","idle_normal","132011","0","5152063","","echidna_sit_out","0","0.2","1","3"
"63037","","10","","5152063","","out","","","","37"
"63038","","1","","5152063","","0","","","","93"
"63039","0","0","","5152063","","","0","","","91"
"63040","","bgm_MC175A","","5152063","","bgm_MC175A","","","","25"
"63041","","5","","5152063","","1","","","","32"
"63042","","131711","","5152063","","isekai_dance","1","0.2","","3"
"63043","","0.1","","5152063","","0","","","","93"
"63044","","132011","","5152063","","isekai_dance","1","0.2","","3"
"63045","0","vo_rag","","5152063","","vo_rag_5006","0","","","21"
"63046","1","131711","0","5152063","1.7","はい、ワンツーワンツー、\nステップステップ…","10","0","0","11"
"63047","","7","","5152063","","0","","","","93"
"63048","0","0","","5152063","","","0","","","91"
"63049","0","vo_rag","","5152063","","vo_rag_5007","0","","","21"
"63050","1","132011","0","5152063","0","ワン、ツー…ワン、ツ…\nはぁ、はぁ…\n今日のところは、ここまで、だね…","10","0","1","11"
"63051","","3.4","","5152063","","0","","","","93"
"63052","0.5","bgm_MC173B","1","5152063","","bgm_MC173B","0.5","0","0","27"
"63053","","5","","5152063","","out","","","","37"
"63054","tired_talk","1","0","5152063","","tired_in","0","0","1","3"
"63055","echidna_tired_talk","132011","0","5152063","","echidna_tired_in","0","0","1","3"
"63056","","se_10058300","","5152063","","se_10058300_isekai_breath","0","","","23"
"63057","","7.6","","5152063","","0","","","","93"
"63058","0","63050","","5152063","","","0","","","91"
"63059","","1","","5152063","","tired_idle","1","0.2","","3"
"63060","","132011","","5152063","","echidna_tired_idle","1","0.2","","3"
"63061","shock_talk","131711","0","5152063","","shock_in","0","0","1","3"
"63062","0","vo_rag","","5152063","","vo_rag_5008","0","","","21"
"63063","1","131711","0","5152063","0","ウソでしょ！　まだちょっとしか\nやってないわよ！","10","0","1","11"
"63064","0","0","","5152063","","","0","","","91"
